Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	brlens[118]	brlens[119]	brlens[120]	brlens[121]	brlens[122]	brlens[123]	brlens[124]	brlens[125]	brlens[126]	brlens[127]	brlens[128]	brlens[129]	brlens[130]	brlens[131]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1582000	-2328.142	-2361.093	32.95063	1	1.734459	0.0170351	0.262705	0.0385779	0.0392658	0.103728	0.0799445	0.22366	0.179073	0.027061	0.0956237	0.0693274	0.0149685	0.0226819	0.03552	0.0956823	0.0226531	0.0818443	0.0887726	0.307782	0.1136	0.0527564	0.000971186	0.0138649	0.00759145	0.0553564	0.0289636	0.0296654	0.0665265	0.0902289	0.0128515	0.0149666	0.0543544	0.0160251	0.00420908	0.0795185	0.0377278	0.12465	0.218245	0.0774574	0.16587	0.0706801	0.166628	0.0628986	0.00495425	0.0639996	0.134546	0.0239843	0.000735685	0.00102951	0.0950277	0.0268115	0.24393	0.193252	0.0418772	0.0637099	0.128744	0.165673	0.156579	0.133617	0.0821437	0.038249	0.18493	0.0061968	0.11962	0.139356	0.0684189	0.104221	0.0362977	0.053158	0.00142122	0.0158156	0.0115767	0.0863405	0.245566	0.0318775	0.0311545	0.183871	0.0099289	0.142689	0.0363941	0.607855	0.0922899	0.066867	0.0125855	0.024641	0.124917	0.118917	0.011083	0.0519857	0.173935	0.0289113	0.0484846	0.169589	0.180744	0.0600636	0.00834475	0.291439	0.332403	0.0495423	0.0207416	0.0997034	0.0599111	0.067053	0.0340662	0.142136	0.0140383	0.196579	0.107172	0.289148	0.0584346	0.0317554	0.00530557	0.133874	0.156946	0.170321	0.628253	0.0190104	0.0242783	0.26278	0.0495679	0.00289201	0.0367947	0.0212428	0.0276196	0.0444889	0.0681378	0.0514948	0.187921	0.0884976	0.155755	0.0605543	0.259377	0.623438	1.06167	2.05552	3	12.25028
1583000	-2317.152	-2350.834	33.68182	1	1.734459	0.0170351	0.262705	0.0385779	0.0392658	0.103728	0.0813788	0.22366	0.179073	0.0326674	0.0956237	0.0693274	0.0149685	0.0226819	0.03552	0.0956823	0.0226531	0.0818443	0.0829666	0.307782	0.144032	0.0527564	0.000971186	0.0138649	0.00759145	0.0553564	0.0406136	0.0296654	0.0665265	0.0630285	0.0128515	0.0149666	0.0410329	0.0160251	0.00420908	0.0795185	0.0377278	0.12465	0.218245	0.0774574	0.16587	0.0706801	0.166628	0.0628986	0.00495425	0.0639996	0.134546	0.0239843	0.000735685	0.00113183	0.0950277	0.0268115	0.24393	0.193252	0.0418772	0.0637099	0.128744	0.148022	0.156579	0.0816108	0.109194	0.038249	0.18493	0.00687103	0.11962	0.139356	0.0684189	0.109447	0.0362977	0.04397	0.00142122	0.0158156	0.00934396	0.0863405	0.245566	0.0318775	0.0311545	0.183871	0.0099289	0.142689	0.0408879	0.607855	0.0922899	0.066867	0.0125855	0.024641	0.124917	0.162483	0.011083	0.0519857	0.173935	0.0289113	0.0484846	0.169589	0.180744	0.0600636	0.00834475	0.291439	0.332403	0.0450082	0.0207416	0.0997034	0.0599111	0.067053	0.0467845	0.142136	0.0140383	0.196579	0.107172	0.289148	0.0497219	0.0317554	0.00530557	0.133874	0.156946	0.170321	0.628253	0.0190104	0.0242783	0.26278	0.0495679	0.00289201	0.0367947	0.0212428	0.0276196	0.0444889	0.0681378	0.0514948	0.187921	0.0849858	0.0838465	0.0605543	0.259377	0.623438	1.06167	2.05552	3	12.17716
1584000	-2303.582	-2334.873	31.29186	1	1.734459	0.0261611	0.168476	0.0715908	0.061365	0.0572831	0.131838	0.22366	0.19559	0.0258483	0.0516755	0.0477583	0.0133245	0.0331577	0.0551659	0.0588725	0.0128611	0.0658524	0.0775151	0.276907	0.143375	0.0700586	0.000613229	0.00934266	0.00759145	0.060581	0.0428155	0.0397149	0.0665265	0.102843	0.0109776	0.00911416	0.0352734	0.0264982	0.00420908	0.114418	0.0229828	0.12465	0.260002	0.127492	0.179715	0.0865933	0.120057	0.054002	0.00163735	0.0751798	0.0892418	0.0164902	0.000846741	0.00109551	0.0680506	0.0624277	0.24393	0.125647	0.038515	0.0637099	0.128744	0.140199	0.156579	0.0925948	0.0497091	0.0269534	0.281767	0.0145811	0.134224	0.0981684	0.04993	0.183545	0.0462772	0.0911779	0.00188018	0.0230179	0.00739633	0.0863405	0.220471	0.024143	0.0221326	0.146393	0.0126991	0.177324	0.0413292	0.559488	0.102059	0.0648958	0.00866983	0.0413911	0.0949013	0.105746	0.00558204	0.0543878	0.1983	0.0414819	0.0406336	0.169589	0.111509	0.0550162	0.007218	0.406016	0.353737	0.0458783	0.0309214	0.0997034	0.0844085	0.093624	0.0745684	0.169678	0.0103393	0.148359	0.146771	0.289148	0.0997836	0.0508667	0.00649808	0.11305	0.156946	0.170321	0.704064	0.0181374	0.020512	0.26278	0.0457872	0.00420926	0.117574	0.0246536	0.0276196	0.0710504	0.0672681	0.0190096	0.187921	0.0709867	0.0838465	0.0605543	0.259377	0.623438	1.06167	2.05552	3	12.41615
1585000	-2303.09	-2334.382	31.29186	1	1.734459	0.0261611	0.168476	0.0715908	0.061365	0.0572831	0.131838	0.22366	0.19559	0.0258483	0.0516755	0.0477583	0.0133245	0.0331577	0.0551659	0.0588725	0.0128611	0.0658524	0.0775151	0.276907	0.143375	0.0700586	0.000613229	0.00934266	0.00759145	0.060581	0.0428155	0.0397149	0.0665265	0.102843	0.0109776	0.00911416	0.0352734	0.0264982	0.00420908	0.114418	0.0229828	0.12465	0.260002	0.127492	0.179715	0.0865933	0.120057	0.054002	0.00163735	0.0751798	0.0892418	0.0164902	0.000846741	0.00109551	0.0680506	0.0624277	0.24393	0.125647	0.038515	0.0637099	0.128744	0.140199	0.156579	0.0925948	0.0497091	0.0269534	0.281767	0.0145811	0.134224	0.0981684	0.04993	0.183545	0.0462772	0.0911779	0.00188018	0.0230179	0.00739633	0.0863405	0.220471	0.024143	0.0221326	0.146393	0.0126991	0.177324	0.0413292	0.559488	0.102059	0.0648958	0.00866983	0.0413911	0.0949013	0.105746	0.00558204	0.0543878	0.1983	0.0414819	0.0406336	0.169589	0.111509	0.0550162	0.007218	0.406016	0.353737	0.0458783	0.0309214	0.0997034	0.0844085	0.093624	0.0745684	0.169678	0.0103393	0.148359	0.146771	0.289148	0.0997836	0.0508667	0.00649808	0.11305	0.156946	0.170321	0.704064	0.0181374	0.020512	0.26278	0.0457872	0.00420926	0.117574	0.0246536	0.0276196	0.0710504	0.0672681	0.0190096	0.187921	0.0709867	0.0838465	0.0605543	0.259377	0.623438	1.06167	2.05552	3	12.41615
1586000	-2301.059	-2332.043	30.98428	1	0.9646325	0.0240744	0.116254	0.0683992	0.0534035	0.138736	0.202492	0.198611	0.267815	0.0211206	0.133331	0.0621598	0.0179301	0.0274163	0.0506325	0.17633	0.00878388	0.0795599	0.0570829	0.291794	0.138363	0.059366	0.000687357	0.0139258	0.00785945	0.0935741	0.0235247	0.0861403	0.154113	0.071555	0.00611982	0.00907163	0.0721488	0.0484873	0.00226539	0.0733079	0.0150187	0.204995	0.172226	0.138996	0.108705	0.153916	0.107934	0.0661803	0.0014341	0.0516353	0.0500035	0.0270903	0.000592091	0.000828815	0.139917	0.116885	0.190072	0.124927	0.108278	0.0404145	0.0740555	0.214595	0.104509	0.0528611	0.0617993	0.024519	0.10493	0.0206926	0.0630971	0.119884	0.170323	0.221037	0.022195	0.0533627	0.000240754	0.0269529	0.00603618	0.225409	0.0242137	0.019716	0.0171141	0.10237	0.0354033	0.126178	0.0421534	0.763764	0.15015	0.0623683	0.00471721	0.0509764	0.156634	0.0401259	0.00754845	0.0802097	0.108445	0.0174032	0.0524586	0.206376	0.0365097	0.0861168	0.0326164	0.562103	0.363076	0.0394099	0.0401454	0.118494	0.117772	0.102076	0.168582	0.131429	0.00906727	0.10366	0.173895	0.256957	0.0567541	0.051594	0.0521603	0.0901199	0.0715824	0.0949826	0.587797	0.0320407	0.044533	0.185104	0.0466706	0.00535354	0.0507837	0.0129191	0.017313	0.137337	0.0461467	0.0153855	0.133739	0.0420325	0.056571	0.0397585	0.129844	0.465857	0.993883	2.41042	3	12.5239
1587000	-2326.993	-2346.012	19.0196	1	0.8907774	0.0333682	0.179938	0.278194	0.0317366	0.04292	0.0416763	0.204642	0.309241	0.0211058	0.101443	0.0284798	0.0435328	0.117618	0.0938346	0.09327	0.107914	0.0386361	0.0823905	0.365392	0.0142844	0.0879224	0.0288081	0.0898048	0.0386947	0.262565	0.0069483	0.0919411	0.0328492	0.0605411	0.0319232	0.00162328	0.038186	0.113361	0.00380106	0.118452	0.0144831	0.145446	0.18433	0.0579794	0.122803	0.0708828	0.238454	0.13111	0.00179875	0.0353578	0.0504713	0.00658362	0.00583393	0.00760502	0.0168313	0.0573598	0.234902	0.16915	0.0487846	0.0300264	0.113594	0.150054	0.0542156	0.165649	0.016573	0.120615	0.0299482	0.0186313	0.23092	0.0863218	0.0744125	0.219077	0.0135937	0.191406	0.00964365	0.0778498	0.0205002	0.046519	0.0131324	0.0739453	0.0517553	0.100462	0.0764281	0.212412	0.038172	0.440677	0.046669	0.0795966	0.00943679	0.0201961	0.328983	0.0625559	0.0926887	0.0631746	0.0430569	0.205326	0.115334	0.0895327	0.229239	0.071969	0.0116716	0.720558	0.196552	0.0231073	0.0381134	0.0684283	0.242565	0.0222355	0.250761	0.238331	0.00703355	0.215187	0.27001	0.0189164	0.242116	0.056834	0.0561001	0.00830432	0.0174593	0.11771	0.493293	0.010093	0.0816813	0.342369	0.145158	0.00418433	0.0999958	0.0148484	0.020973	0.155432	0.0738186	0.0979103	0.171804	0.0452461	0.155974	0.0214804	0.114679	0.441268	0.97925	2.4648	3	13.72775
1588000	-2345.252	-2364.272	19.0196	1	0.8907774	0.0333682	0.179938	0.278194	0.0317366	0.04292	0.0416763	0.204642	0.309241	0.0211058	0.101443	0.0284798	0.0435328	0.117618	0.0938346	0.09327	0.107914	0.0386361	0.0823905	0.365392	0.0142844	0.0879224	0.0288081	0.0898048	0.0386947	0.262565	0.0069483	0.0919411	0.0328492	0.0605411	0.0319232	0.00162328	0.038186	0.113361	0.00380106	0.118452	0.0144831	0.145446	0.18433	0.0579794	0.122803	0.0708828	0.238454	0.13111	0.00179875	0.0353578	0.0504713	0.00658362	0.00583393	0.00760502	0.0168313	0.0573598	0.234902	0.16915	0.0487846	0.0300264	0.113594	0.150054	0.0542156	0.165649	0.016573	0.120615	0.0299482	0.0186313	0.23092	0.0863218	0.0744125	0.219077	0.0135937	0.191406	0.00964365	0.0778498	0.0205002	0.046519	0.0131324	0.0739453	0.0517553	0.100462	0.0764281	0.212412	0.038172	0.440677	0.046669	0.0795966	0.00943679	0.0201961	0.328983	0.0625559	0.0926887	0.0631746	0.0430569	0.205326	0.115334	0.0895327	0.229239	0.071969	0.0116716	0.720558	0.196552	0.0231073	0.0381134	0.0684283	0.242565	0.0222355	0.250761	0.238331	0.00703355	0.215187	0.27001	0.0189164	0.242116	0.056834	0.0561001	0.00830432	0.0174593	0.11771	0.493293	0.010093	0.0816813	0.342369	0.145158	0.00418433	0.0999958	0.0148484	0.020973	0.155432	0.0738186	0.0979103	0.171804	0.0452461	0.155974	0.0214804	0.114679	0.441268	0.97925	2.4648	3	13.72775
1589000	-2306.855	-2326.643	19.78857	1	1.145595	0.0133947	0.0188103	0.521648	0.0530532	0.0500745	0.191768	0.21329	0.178953	0.00792278	0.0878415	0.0344676	0.0565525	0.0987506	0.097356	0.152903	0.0374585	0.0401985	0.122738	0.224627	0.00237788	0.117979	0.0238462	0.0284769	0.0277252	0.107038	0.0123371	0.146862	0.0767655	0.0699719	0.016335	0.00532735	0.020532	0.0477738	0.00450808	0.0756298	0.00281079	0.227851	0.331588	0.0448314	0.168889	0.119972	0.0452828	0.14445	0.00193844	0.0180074	0.0617862	0.0106277	0.0154485	0.0262183	0.0509426	0.0134426	0.327725	0.17666	0.0587286	0.101737	0.140029	0.111644	0.116553	0.078689	0.0371086	0.0601908	0.103261	0.0315891	0.136698	0.337077	0.0760398	0.329494	0.0602297	0.150319	0.00266464	0.086383	0.0186912	0.139681	0.076465	0.0407598	0.0411348	0.0981744	0.0573811	0.199853	0.116436	0.614679	0.0236429	0.0823735	0.0374491	0.0482394	0.13954	0.0615587	0.037195	0.0474534	0.0588386	0.136874	0.032381	0.0752674	0.0866907	0.0717234	0.0385575	0.875665	0.13996	0.0368832	0.0184367	0.0548316	0.150427	0.022577	0.190646	0.0779259	0.0317923	0.149076	0.0903763	0.0214091	0.313499	0.154809	0.119276	0.00540824	0.123361	0.13292	0.526488	0.0515364	0.141144	0.457866	0.0301556	0.00455082	0.0423736	0.0699194	0.0163526	0.0242797	0.0561594	0.0400669	0.0599935	0.0295015	0.133144	0.0593185	0.165055	0.516529	1.02048	2.29793	3	13.62537
1590000	-2329.831	-2349.62	19.78857	1	1.145595	0.0133947	0.0188103	0.521648	0.0530532	0.0500745	0.191768	0.21329	0.178953	0.00792278	0.0878415	0.0344676	0.0565525	0.0987506	0.097356	0.152903	0.0374585	0.0401985	0.122738	0.224627	0.00237788	0.117979	0.0238462	0.0284769	0.0277252	0.107038	0.0123371	0.146862	0.0767655	0.0699719	0.016335	0.00532735	0.020532	0.0477738	0.00450808	0.0756298	0.00281079	0.227851	0.331588	0.0448314	0.168889	0.119972	0.0452828	0.14445	0.00193844	0.0180074	0.0617862	0.0106277	0.0154485	0.0262183	0.0509426	0.0134426	0.327725	0.17666	0.0587286	0.101737	0.140029	0.111644	0.116553	0.078689	0.0371086	0.0601908	0.103261	0.0315891	0.136698	0.337077	0.0760398	0.329494	0.0602297	0.150319	0.00266464	0.086383	0.0186912	0.139681	0.076465	0.0407598	0.0411348	0.0981744	0.0573811	0.199853	0.116436	0.614679	0.0236429	0.0823735	0.0374491	0.0482394	0.13954	0.0615587	0.037195	0.0474534	0.0588386	0.136874	0.032381	0.0752674	0.0866907	0.0717234	0.0385575	0.875665	0.13996	0.0368832	0.0184367	0.0548316	0.150427	0.022577	0.190646	0.0779259	0.0317923	0.149076	0.0903763	0.0214091	0.313499	0.154809	0.119276	0.00540824	0.123361	0.13292	0.526488	0.0515364	0.141144	0.457866	0.0301556	0.00455082	0.0423736	0.0699194	0.0163526	0.0242797	0.0561594	0.0400669	0.0599935	0.0295015	0.133144	0.0593185	0.165055	0.516529	1.02048	2.29793	3	13.62537
1591000	-2325.548	-2348.913	23.3655	1	1.098055	0.0138669	0.034985	0.342013	0.0842073	0.0558795	0.203918	0.184463	0.196172	0.0141065	0.0738687	0.022986	0.0141712	0.164155	0.156964	0.0569982	0.0128516	0.0449187	0.0522029	0.284923	0.00251512	0.159371	0.0409526	0.0420915	0.014612	0.170528	0.0219653	0.125905	0.0637735	0.0877676	0.0182123	0.0178118	0.0441866	0.0641806	0.00689564	0.0678768	0.00897571	0.230081	0.170008	0.0467443	0.146473	0.10798	0.058172	0.145673	0.00268867	0.0116708	0.0344072	0.014145	0.0039214	0.0610558	0.0587664	0.00901311	0.121428	0.114138	0.0452996	0.0961892	0.204366	0.155581	0.111052	0.065882	0.0749405	0.0460867	0.0737099	0.0657406	0.146407	0.207548	0.171054	0.114916	0.186462	0.387986	0.0023232	0.0895323	0.00505383	0.133852	0.0464706	0.0336346	0.0195225	0.229966	0.0611069	0.115646	0.0365115	0.537932	0.0216239	0.0441882	0.0271885	0.229606	0.158067	0.141527	0.0403965	0.00771204	0.145826	0.0818171	0.0664535	0.0434516	0.090885	0.0501733	0.0267682	0.795799	0.105148	0.0826119	0.0549893	0.125253	0.172633	0.0208303	0.160825	0.180948	0.0579026	0.172453	0.0888731	0.0595439	0.238682	0.115819	0.0579083	0.0030352	0.0372337	0.077889	0.354042	0.0649181	0.120908	0.459555	0.0696777	0.0107588	0.0392473	0.15628	0.0114293	0.0287805	0.0103235	0.0973586	0.0954496	0.020961	0.156074	0.0201985	0.156093	0.504363	1.01452	2.32502	3	13.27243
1592000	-2299.402	-2323.16	23.75794	1	1.32675	0.0285554	0.0931013	0.151657	0.0419149	0.0223245	0.155429	0.333635	0.153846	0.0246233	0.0593442	0.0411173	0.00709197	0.0745929	0.113094	0.113057	0.0255982	0.092355	0.0692725	0.20485	0.00027183	0.159371	0.0339117	0.0125146	0.00309137	0.105938	0.0391629	0.129075	0.0601657	0.0730034	0.0242637	0.0144709	0.0308134	0.0381599	0.00713076	0.0925643	0.0056594	0.102282	0.239773	0.076994	0.0972235	0.164157	0.10219	0.099558	0.00139051	0.0279947	0.0407672	0.00985112	0.0204363	0.0857328	0.0836513	0.0116595	0.208284	0.08935	0.0699039	0.0334682	0.176685	0.113255	0.10542	0.0781961	0.0735845	0.0839643	0.124757	0.135845	0.134534	0.14362	0.182596	0.1549	0.084284	0.155604	0.0035913	0.058229	0.0051659	0.104846	0.0334346	0.0552303	0.0207388	0.129976	0.0131746	0.0781624	0.0274023	0.494948	0.0209555	0.0434216	0.0276245	0.106836	0.108471	0.12687	0.0513312	0.0484833	0.104824	0.141009	0.0978011	0.036257	0.112059	0.0345479	0.0330577	0.990256	0.124446	0.161561	0.0551431	0.0864994	0.0844309	0.0170182	0.182635	0.188564	0.0519555	0.296822	0.0496626	0.0526089	0.250227	0.0937398	0.0256219	0.00197169	0.0454606	0.0882708	0.929275	0.137758	0.114341	0.33718	0.104376	0.00784857	0.0389832	0.119727	0.0178573	0.0387661	0.0367693	0.14825	0.0714248	0.03294	0.122378	0.0401644	0.197276	0.556926	1.03839	2.20741	3	13.21032
1593000	-2307.584	-2336.852	29.26883	1	1.100923	0.0132511	0.0507925	0.0514797	0.00972778	0.012932	0.195738	0.176482	0.147494	0.0078163	0.0850906	0.0591234	0.000250219	0.0362195	0.0157345	0.0789565	0.04104	0.0416928	0.0734028	0.329505	0.000317796	0.057269	0.0167881	0.00167443	0.00268626	0.147283	0.0292561	0.086476	0.185738	0.0534582	0.0214236	0.00496942	0.0087135	0.056652	0.0189264	0.0756719	0.0124628	0.162706	0.329435	0.0207882	0.189126	0.0818473	0.194665	0.116692	0.0055694	0.0784045	0.0313449	0.0191947	0.0888763	0.0566621	0.0578076	0.0416933	0.250017	0.170062	0.0241029	0.0382011	0.118613	0.114172	0.0985809	0.113355	0.114024	0.0232323	0.0622297	0.0144489	0.0977541	0.0937834	0.0336734	0.174493	0.176713	0.283595	0.00413741	0.0135808	0.109378	0.162508	0.0187007	0.188553	0.0960083	0.109786	0.0475789	0.0892713	0.0248852	0.783241	0.00791771	0.130116	0.00595231	0.295278	0.241015	0.0855271	0.0211141	0.0911515	0.0788141	0.0307964	0.199606	0.0108539	0.0480127	0.0029219	0.0407383	0.810557	0.109817	0.0599753	0.0236469	0.0860084	0.0360409	0.0256972	0.0469047	0.185551	0.0829281	0.162401	0.021324	0.10865	0.117897	0.0670649	0.00470535	0.0027203	0.0273817	0.184021	0.862835	0.0249697	0.0804265	0.229485	0.0412442	0.0209394	0.0707821	0.027345	0.0193864	0.0527638	0.0897372	0.117556	0.0833178	0.0316815	0.0740327	0.0722147	0.156639	0.505118	1.0149	2.32334	3	12.68181
1594000	-2267.133	-2309.383	42.24934	1	1.513159	0.0347887	0.0542773	0.0282435	0.0405098	0.00814145	0.0965614	0.155352	0.397014	0.0156077	0.135843	0.0312791	0.000364767	0.0452422	0.0452931	0.136018	0.0343542	0.0823317	0.0425793	0.173801	8.7226e-05	0.272409	0.0150733	0.00364754	0.0100305	0.138434	0.0809324	0.0974237	0.074322	0.0375605	0.0234238	0.00667743	0.00738855	0.118757	0.016415	0.0703619	0.0215288	0.129267	0.222896	0.0428702	0.0718959	0.149612	0.128246	0.1493	0.00136646	0.0580802	0.0478768	0.0048999	0.0396184	0.0146713	0.1024	0.0200304	0.203053	0.109246	0.0284952	0.0089231	0.147222	0.161682	0.150627	0.0291614	0.145529	0.0352931	0.0908864	0.0355858	0.0327108	0.259593	0.0735752	0.133316	0.0591553	0.27291	0.0153726	0.106556	0.0314554	0.081766	0.011792	0.0888303	0.0176785	0.132934	0.0223017	0.0428822	0.0115133	0.62938	0.00399749	0.105688	0.00540167	0.0639041	0.349111	0.0739843	0.0302465	0.0699815	0.0665602	0.0502174	0.126373	0.00946698	0.0805166	0.00568868	0.0348413	0.70699	0.0684603	0.0819043	0.048263	0.0368462	0.0976106	0.028325	0.0416916	0.142582	0.0752852	0.142934	0.0684281	0.116769	0.110108	0.0250605	0.00180616	0.00319837	0.063886	0.0537107	0.373013	0.0159408	0.0426457	0.307597	0.13852	0.0323231	0.0254197	0.00681336	0.018755	0.057075	0.0898389	0.0825012	0.087096	0.0692661	0.0727531	0.0286076	0.227348	0.590732	1.05119	2.13073	3	11.34254
1595000	-2293.876	-2331.653	37.77754	1	1.083919	0.0347887	0.0851173	0.0243793	0.0369751	0.00814145	0.121777	0.155352	0.397014	0.008257	0.135843	0.0312791	0.000422279	0.0276167	0.0748088	0.1306	0.0402693	0.0604605	0.0425793	0.17147	0.000141225	0.142406	0.0150733	0.00790674	0.00946234	0.181627	0.0860196	0.0974237	0.0524502	0.0207918	0.0171503	0.00968657	0.0218721	0.070718	0.016415	0.0916788	0.0215288	0.129267	0.203626	0.0446145	0.110997	0.149612	0.216835	0.1493	0.00189969	0.0801701	0.0380999	0.00555579	0.0538054	0.0137223	0.1024	0.0147332	0.127299	0.0893623	0.0338102	0.00961633	0.149823	0.178886	0.193672	0.0459349	0.151185	0.0549799	0.0908864	0.0862293	0.0382823	0.13909	0.0960891	0.215397	0.0395107	0.27291	0.0153726	0.106556	0.0138865	0.081766	0.0141284	0.0737121	0.0393737	0.174636	0.0223017	0.100395	0.014285	0.589667	0.00399749	0.0785487	0.00906725	0.0575235	0.37151	0.070578	0.0434224	0.0861312	0.0603563	0.10604	0.143299	0.00946698	0.0677286	0.00593605	0.0604726	0.70699	0.060944	0.0799223	0.0752353	0.0368462	0.135067	0.0352536	0.0346198	0.0969738	0.0752852	0.208224	0.0821844	0.0853282	0.0952973	0.0342202	0.00180616	0.00307512	0.0520631	0.0537107	0.485852	0.0275589	0.0432845	0.399189	0.106421	0.0227269	0.0228853	0.00681336	0.0107628	0.0538428	0.0793211	0.0966465	0.142596	0.0692661	0.0865568	0.0286076	0.153387	0.5006	1.01262	2.33339	3	11.83264
1596000	-2290.834	-2328.612	37.77754	1	1.083919	0.0347887	0.0851173	0.0243793	0.0369751	0.00814145	0.121777	0.155352	0.397014	0.008257	0.135843	0.0312791	0.000422279	0.0276167	0.0748088	0.1306	0.0402693	0.0604605	0.0425793	0.17147	0.000141225	0.142406	0.0150733	0.00790674	0.00946234	0.181627	0.0860196	0.0974237	0.0524502	0.0207918	0.0171503	0.00968657	0.0218721	0.070718	0.016415	0.0916788	0.0215288	0.129267	0.203626	0.0446145	0.110997	0.149612	0.216835	0.1493	0.00189969	0.0801701	0.0380999	0.00555579	0.0538054	0.0137223	0.1024	0.0147332	0.127299	0.0893623	0.0338102	0.00961633	0.149823	0.178886	0.193672	0.0459349	0.151185	0.0549799	0.0908864	0.0862293	0.0382823	0.13909	0.0960891	0.215397	0.0395107	0.27291	0.0153726	0.106556	0.0138865	0.081766	0.0141284	0.0737121	0.0393737	0.174636	0.0223017	0.100395	0.014285	0.589667	0.00399749	0.0785487	0.00906725	0.0575235	0.37151	0.070578	0.0434224	0.0861312	0.0603563	0.10604	0.143299	0.00946698	0.0677286	0.00593605	0.0604726	0.70699	0.060944	0.0799223	0.0752353	0.0368462	0.135067	0.0352536	0.0346198	0.0969738	0.0752852	0.208224	0.0821844	0.0853282	0.0952973	0.0342202	0.00180616	0.00307512	0.0520631	0.0537107	0.485852	0.0275589	0.0432845	0.399189	0.106421	0.0227269	0.0228853	0.00681336	0.0107628	0.0538428	0.0793211	0.0966465	0.142596	0.0692661	0.0865568	0.0286076	0.153387	0.5006	1.01262	2.33339	3	11.83264
1597000	-2292.902	-2327.09	34.18787	1	0.7593398	0.0221441	0.0621924	0.0243793	0.0371208	0.00638978	0.121777	0.155227	0.397014	0.008257	0.167094	0.0226839	0.000211714	0.0104317	0.0865781	0.181187	0.0255059	0.0752341	0.0625647	0.17147	0.000469865	0.191253	0.0069552	0.00790674	0.0042988	0.0942019	0.122912	0.104657	0.0629818	0.0189785	0.0459629	0.00968657	0.0168829	0.102125	0.0159727	0.144073	0.0292041	0.174605	0.270117	0.0446145	0.110997	0.149612	0.222547	0.128188	0.00189969	0.106289	0.0408217	0.0044681	0.073367	0.00884965	0.0681544	0.0188195	0.127299	0.108784	0.0338102	0.0058368	0.106329	0.207135	0.193672	0.0295264	0.151185	0.0549799	0.116734	0.107111	0.0382823	0.213448	0.114525	0.224879	0.0687261	0.274083	0.0215358	0.138404	0.015499	0.0628033	0.0210798	0.0737121	0.0393737	0.106632	0.020452	0.143139	0.0159811	0.589667	0.00264937	0.0785487	0.00906725	0.0575235	0.37151	0.070578	0.0315626	0.179127	0.0742904	0.0834465	0.143299	0.00311806	0.0724518	0.00593605	0.0319945	0.70699	0.060944	0.110038	0.114206	0.0236681	0.152996	0.0311626	0.0239587	0.15519	0.0752852	0.208224	0.0712758	0.0853282	0.0990316	0.040867	0.00180616	0.0106797	0.0520631	0.0736075	0.485852	0.0275589	0.0432845	0.252113	0.118205	0.0262428	0.0228853	0.0123932	0.0208285	0.0449314	0.043234	0.0587979	0.118297	0.0578937	0.0865568	0.0286076	0.0868824	0.390234	0.945019	2.57786	3	12.22407
