Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	brlens[118]	brlens[119]	brlens[120]	brlens[121]	brlens[122]	brlens[123]	brlens[124]	brlens[125]	brlens[126]	brlens[127]	brlens[128]	brlens[129]	brlens[130]	brlens[131]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
289000	-2305.069	-2334.38	29.3104	1	0.790422	0.0193654	0.028581	0.369717	0.0822483	0.217905	0.0828635	0.0927597	0.0665221	0.0161486	0.0113612	0.054411	0.0598572	0.0154622	0.0506084	0.0720992	0.0468822	0.0493156	0.22342	0.152865	0.0142088	0.00752458	0.0254886	0.0039709	0.0455484	0.081193	0.0122959	0.180854	0.0243033	0.080774	0.00458503	0.011111	0.00777061	0.0571547	0.0346935	0.134151	0.0500825	0.150377	0.411864	0.0337071	0.112001	0.0174218	0.062667	0.111834	0.00361651	0.0766964	0.00819717	0.00310222	0.0305256	0.0655375	0.110463	0.000900132	0.230289	0.194887	0.0272064	0.104454	0.0840866	0.0864664	0.0609739	0.00855779	0.172769	0.0551304	0.108468	0.0270162	0.119255	0.0950223	0.0578737	0.226309	0.0037186	0.149701	0.196349	0.0962438	0.0224096	0.162024	0.0433154	0.0917692	0.152166	0.00652947	0.034889	0.0647427	0.0606444	0.308808	0.0775233	0.125459	0.71533	0.189861	0.0700401	0.0362442	0.0807253	0.0557983	0.155638	0.0912934	0.101843	0.167423	0.0257529	0.0776756	0.0440299	0.0953103	0.833633	0.105313	0.0130757	0.0255608	0.186302	0.0355516	0.103813	0.0830524	0.0205465	0.0374182	0.0115974	0.119321	0.245107	0.0760597	0.0433279	0.269685	0.0535786	0.0696124	0.0162291	0.0312873	0.0652238	0.356937	0.168931	0.00373183	0.0530598	0.0755736	0.130506	0.0706976	0.123479	0.0694109	0.0375197	0.229266	0.00410162	0.0911619	0.093519	0.403249	0.954265	2.54897	3	12.7087
290000	-2313.708	-2324.464	10.75621	1	0.7324796	0.0124785	0.0449686	0.409523	0.0483459	0.117504	0.194893	0.0408166	0.231076	0.00480038	0.0171986	0.0155823	0.145365	0.020145	0.0916286	0.144262	0.0846089	0.0744215	0.109494	0.373689	0.0074011	0.0172845	0.0369505	0.00114821	0.0489911	0.219858	0.0267325	0.15957	0.0875013	0.0771905	0.0268854	0.00418789	0.00284625	0.0488055	0.0262729	0.0937037	0.0145606	0.115098	0.506002	0.0144005	0.146322	0.0097562	0.0806396	0.203325	0.0165017	0.153447	0.0134312	0.00124632	0.0393907	0.0833095	0.0589818	0.00122002	0.122622	0.141158	0.0185926	0.0185568	0.287127	0.137261	0.139558	0.005658	0.0891749	0.0634887	0.0928884	0.042511	0.0813423	0.105262	0.0911939	0.271901	0.00353878	0.192464	0.053999	0.0235642	0.0662801	0.395883	0.0324264	0.0722912	0.113532	0.00362669	0.0517971	0.298101	0.0436381	0.47735	0.0433706	0.131119	0.636567	0.348762	0.161822	0.0278666	0.0272652	0.0511805	0.131655	0.0317843	0.00511654	0.0816594	0.0208169	0.0370744	0.0581033	0.093216	0.785961	0.188252	0.0489783	0.164852	0.215287	0.0416348	0.0232725	0.0578591	0.0781707	0.0874414	0.0133837	0.172239	0.356527	0.0698058	0.108298	0.178231	0.0610504	0.00882887	0.00837553	0.0486057	0.0324354	0.248554	0.368664	0.0499778	0.11723	0.159978	0.177264	0.0594254	0.186864	0.0579139	0.0363103	0.158002	0.00306261	0.249253	0.081135	0.37846	0.936334	2.60407	3	14.56992
291000	-2302.66	-2331.757	29.09735	1	0.6876776	0.00959627	0.032357	0.279999	0.0823247	0.255658	0.0959868	0.034192	0.0502701	0.000986146	0.0342184	0.0271721	0.193192	0.0819255	0.0582357	0.109551	0.00646724	0.0756463	0.178164	0.370785	0.0410464	0.00856558	0.00227598	0.0141011	0.000391477	0.108137	0.0353632	0.0500259	0.0847221	0.0509521	0.028966	0.00336136	0.0662387	0.0636822	0.0205948	0.0520959	0.00714935	0.200385	0.343665	0.0888693	0.0433269	0.0643738	0.0139498	0.225994	0.01911	0.142936	0.0427951	0.00949777	0.0464607	0.0427857	0.139332	0.024002	0.200369	0.0691263	0.0184962	0.0546315	0.204008	0.129709	0.222451	0.094705	0.073229	0.00524976	0.0800078	0.0374978	0.0441292	0.202986	0.106807	0.148392	0.0286182	0.149277	0.0447365	0.0711616	0.027665	0.20339	0.0612516	0.0532019	0.042184	0.0153404	0.101461	0.217123	0.0578876	0.274003	0.0583987	0.0840615	0.161949	0.0137451	0.144591	0.0144651	0.0144113	0.0911404	0.0743809	0.0144058	0.104737	0.0496478	0.0247538	0.0293616	0.0597993	0.186012	0.805809	0.117828	0.0624379	0.0387832	0.116167	0.0916405	0.115495	0.122793	0.115322	0.324909	0.151318	0.110338	0.0591116	0.00667415	0.0753065	0.113958	0.00595208	0.000620888	0.079773	0.0205305	0.0634256	0.368546	0.637416	0.041324	0.0331701	0.131395	0.151198	0.0348815	0.126472	0.138676	0.0202076	0.0356249	0.00388515	0.192458	0.0715583	0.357658	0.920215	2.65057	3	12.74028
292000	-2335.199	-2366.717	31.51807	1	0.6640195	0.00980055	0.117772	0.279999	0.0865129	0.255658	0.123796	0.0539472	0.0414142	0.00140324	0.0155772	0.0374509	0.133831	0.0665136	0.0859359	0.102219	0.00809528	0.0843349	0.252254	0.370785	0.0598808	0.0104755	0.00327499	0.0141011	0.000551581	0.165039	0.0450925	0.0506387	0.0715714	0.135232	0.0335458	0.00251929	0.0562535	0.0385968	0.0223597	0.0929453	0.00513569	0.266194	0.273193	0.063814	0.0362608	0.114779	0.0254203	0.225994	0.0112354	0.142936	0.0901718	0.0204386	0.047036	0.0290075	0.104878	0.0451723	0.14801	0.0691263	0.0164449	0.0939223	0.121856	0.126545	0.222451	0.0694682	0.0428489	0.00524976	0.102925	0.0875902	0.0488466	0.162499	0.172009	0.16248	0.0471397	0.216789	0.0450377	0.0532922	0.0347126	0.129143	0.0324103	0.0409744	0.0182245	0.00714468	0.0519228	0.250633	0.0960215	0.144878	0.116994	0.0882126	0.182409	0.0124868	0.146232	0.0135413	0.0144113	0.0682962	0.0914626	0.0204549	0.131855	0.0415406	0.0180612	0.0214598	0.0548709	0.0953378	0.557627	0.147989	0.0917077	0.12582	0.102412	0.0403946	0.140864	0.122793	0.0881799	0.233716	0.0951664	0.0950769	0.123444	0.00471999	0.0581926	0.109226	0.00595208	0.00127211	0.0970345	0.0150688	0.0582788	0.416784	0.637416	0.0495248	0.0206195	0.212377	0.0857898	0.0438033	0.0484984	0.10397	0.0207538	0.0268344	0.010034	0.139973	0.0665257	0.346047	0.910769	2.67666	3	12.50058
293000	-2300.466	-2332.793	32.32707	1	0.7401238	0.00983627	0.110123	0.383779	0.0702881	0.255658	0.0842373	0.0539472	0.0414142	0.00140324	0.0155772	0.0282536	0.133831	0.0665136	0.0859359	0.102219	0.00686082	0.0843349	0.233445	0.378256	0.0470077	0.0104755	0.00228441	0.017613	0.000875547	0.165039	0.0354709	0.0739013	0.0715714	0.135232	0.0387506	0.00595615	0.0562535	0.0252326	0.0223597	0.0929453	0.00513569	0.198135	0.280103	0.063814	0.0362608	0.124084	0.0254203	0.186432	0.0112354	0.142936	0.0901718	0.0181262	0.047036	0.0290075	0.104878	0.0408276	0.151302	0.0761923	0.0233277	0.0685997	0.121856	0.0778692	0.222451	0.0694682	0.0497139	0.00524976	0.115935	0.0875902	0.0488466	0.162499	0.158293	0.138605	0.0471397	0.216789	0.0469945	0.0520177	0.0347126	0.129143	0.0237417	0.0285126	0.0182245	0.0116599	0.0519228	0.250633	0.0960215	0.0951855	0.109947	0.12943	0.182409	0.0161305	0.146232	0.0135413	0.0203375	0.0682962	0.0914626	0.0174885	0.142524	0.0415406	0.0180612	0.0286805	0.0548709	0.0953378	0.557627	0.147989	0.0917077	0.112858	0.134178	0.0403946	0.140864	0.122793	0.0574542	0.233716	0.119169	0.0571832	0.12315	0.00471999	0.067216	0.159368	0.00595208	0.00127211	0.0970345	0.0135436	0.0811243	0.416784	0.637416	0.0495248	0.0206195	0.212377	0.0857898	0.0504017	0.0384744	0.10397	0.0277286	0.0379117	0.0145116	0.139973	0.0827711	0.381862	0.938876	2.59649	3	12.41207
294000	-2308.183	-2343.071	34.88839	1	0.5609628	0.00522116	0.0900373	0.316549	0.0432426	0.170359	0.0935918	0.0437472	0.0520972	0.00250458	0.0240792	0.025267	0.133831	0.0375195	0.0458852	0.066397	0.00303167	0.118224	0.263875	0.378256	0.0470077	0.0136829	0.00199426	0.017613	0.001129	0.200145	0.0203751	0.0980209	0.203574	0.115752	0.0282652	0.00537131	0.0755236	0.014816	0.0346008	0.107608	0.00212838	0.234868	0.264944	0.0324685	0.0784157	0.159308	0.0252995	0.153241	0.0102467	0.0691384	0.0708984	0.0105965	0.0501644	0.0339359	0.0292723	0.0265789	0.145872	0.119116	0.0242133	0.0599847	0.194107	0.150609	0.118073	0.0571689	0.0387974	0.00809731	0.0689782	0.0478197	0.0508932	0.146312	0.18568	0.160296	0.0710683	0.248058	0.11243	0.0421537	0.0211254	0.0561391	0.0521629	0.0285126	0.0299711	0.00959569	0.0519228	0.175659	0.0873651	0.129701	0.0729038	0.12943	0.570914	0.0235345	0.156908	0.0119544	0.0328515	0.0622204	0.0955881	0.0122555	0.166167	0.0455754	0.0133717	0.0359894	0.0214085	0.135904	0.557627	0.079147	0.0976507	0.080961	0.156304	0.0602334	0.16554	0.0918911	0.0704005	0.172777	0.142859	0.0428746	0.125137	0.00883542	0.0559529	0.0814792	0.00897462	0.00156864	0.0712803	0.0122439	0.0710377	0.298175	0.637582	0.0396711	0.0206195	0.16215	0.0857898	0.0486579	0.025219	0.0641726	0.0173079	0.053585	0.0167346	0.119857	0.04517	0.289864	0.860017	2.80495	3	12.17385
295000	-2303.532	-2339.189	35.6569	1	0.5609628	0.00556068	0.0559441	0.195736	0.0432426	0.115453	0.0621262	0.0375636	0.0812164	0.00400105	0.0225694	0.0253299	0.201643	0.0683967	0.0835233	0.12748	0.00705733	0.148611	0.215098	0.25535	0.0697122	0.0658594	0.00074476	0.0185232	0.00248058	0.24207	0.034951	0.0967505	0.201801	0.0895441	0.0326672	0.00313454	0.11948	0.0128948	0.0275659	0.114955	0.00326807	0.157759	0.33003	0.018189	0.0914582	0.132998	0.0410371	0.0716992	0.00661959	0.0253845	0.0527457	0.00956048	0.0614956	0.0337421	0.0651452	0.0498122	0.1766	0.168077	0.0239515	0.0431559	0.119015	0.0864385	0.146391	0.0412899	0.0393392	0.00801685	0.092263	0.0526617	0.0763404	0.198518	0.117029	0.161751	0.138719	0.110003	0.10751	0.066944	0.019365	0.0561391	0.0612572	0.0204817	0.0340815	0.0193243	0.0688683	0.170976	0.0624222	0.123812	0.119986	0.152548	0.570914	0.022321	0.0772517	0.0114208	0.0232425	0.0572894	0.0842788	0.0415822	0.166167	0.0514599	0.0096319	0.0256864	0.0512051	0.195185	0.666681	0.126826	0.0683213	0.120631	0.146212	0.0679694	0.186686	0.106541	0.138983	0.173504	0.171448	0.0873377	0.0773693	0.00883542	0.0742991	0.112156	0.00910028	0.00156864	0.101081	0.0130091	0.0790456	0.25134	0.330422	0.0625491	0.0167131	0.131968	0.0857898	0.0765043	0.0340989	0.080387	0.0173079	0.102054	0.0104232	0.0489454	0.04517	0.289864	0.860017	2.80495	3	12.097
296000	-2286.218	-2318.467	32.24906	1	0.636778	0.00132679	0.0454464	0.0388415	0.0456853	0.035566	0.0248252	0.0633501	0.094952	0.00123268	0.0538661	0.153379	0.0896952	0.144668	0.0194326	0.140895	0.00604365	0.0339474	0.129283	0.361978	0.0307238	0.00853627	0.00386802	0.0131768	0.0113237	0.104677	0.0130843	0.0402397	0.0761651	0.0311724	0.0183231	0.00757688	0.0493041	0.00686447	0.0249717	0.0490082	0.00270652	0.157549	0.348582	0.0122378	0.322799	0.079212	0.0217617	0.117956	0.017442	0.14241	0.0325656	0.00916123	0.0681068	0.0200831	0.0391263	0.105908	0.23279	0.247863	0.0495266	0.0480098	0.176008	0.207471	0.0634903	0.0996674	0.024729	0.0741364	0.073618	0.0865856	0.0554731	0.317543	0.0953846	0.193842	0.0445639	0.180989	0.136808	0.0511938	0.0516875	0.13648	0.0736055	0.00174815	0.0152553	0.196796	0.0768645	0.109921	0.0510545	0.504331	0.0501892	0.155109	0.795905	0.157175	0.168946	0.0798995	0.0210671	0.0362419	0.0116514	0.0608029	0.0828328	0.0427243	0.0196343	0.0315496	0.0645398	0.138866	0.723288	0.031318	0.011017	0.0519348	0.0727322	0.0298362	0.0859544	0.048873	0.0651448	0.0722564	0.172911	0.0712398	0.102008	0.00630469	0.0309983	0.00955222	0.0158363	0.00212301	0.219121	0.0279531	0.046512	0.31056	0.574525	0.017922	0.0224237	0.0621911	0.160475	0.0697486	0.0476101	0.042232	0.0150512	0.11514	0.0117307	0.0180733	0.0607713	0.332109	0.898982	2.70814	3	12.4302
297000	-2276.773	-2309.022	32.24906	1	0.636778	0.00132679	0.0454464	0.0388415	0.0456853	0.035566	0.0248252	0.0633501	0.094952	0.00123268	0.0538661	0.153379	0.0896952	0.144668	0.0194326	0.140895	0.00604365	0.0339474	0.129283	0.361978	0.0307238	0.00853627	0.00386802	0.0131768	0.0113237	0.104677	0.0130843	0.0402397	0.0761651	0.0311724	0.0183231	0.00757688	0.0493041	0.00686447	0.0249717	0.0490082	0.00270652	0.157549	0.348582	0.0122378	0.322799	0.079212	0.0217617	0.117956	0.017442	0.14241	0.0325656	0.00916123	0.0681068	0.0200831	0.0391263	0.105908	0.23279	0.247863	0.0495266	0.0480098	0.176008	0.207471	0.0634903	0.0996674	0.024729	0.0741364	0.073618	0.0865856	0.0554731	0.317543	0.0953846	0.193842	0.0445639	0.180989	0.136808	0.0511938	0.0516875	0.13648	0.0736055	0.00174815	0.0152553	0.196796	0.0768645	0.109921	0.0510545	0.504331	0.0501892	0.155109	0.795905	0.157175	0.168946	0.0798995	0.0210671	0.0362419	0.0116514	0.0608029	0.0828328	0.0427243	0.0196343	0.0315496	0.0645398	0.138866	0.723288	0.031318	0.011017	0.0519348	0.0727322	0.0298362	0.0859544	0.048873	0.0651448	0.0722564	0.172911	0.0712398	0.102008	0.00630469	0.0309983	0.00955222	0.0158363	0.00212301	0.219121	0.0279531	0.046512	0.31056	0.574525	0.017922	0.0224237	0.0621911	0.160475	0.0697486	0.0476101	0.042232	0.0150512	0.11514	0.0117307	0.0180733	0.0607713	0.332109	0.898982	2.70814	3	12.4302
298000	-2283.291	-2315.896	32.60483	1	0.8184517	0.000925427	0.0475952	0.0388415	0.0806769	0.0319384	0.0256975	0.0624701	0.243008	0.00123268	0.0555565	0.100846	0.0820085	0.147172	0.0139193	0.112972	0.00604365	0.0339474	0.127005	0.194126	0.0165598	0.00853627	0.00387244	0.0126978	0.0087879	0.160417	0.0094941	0.0402397	0.0563229	0.0223208	0.0120651	0.0089042	0.0324975	0.0104352	0.0272319	0.0490082	0.00487663	0.157549	0.319369	0.0122378	0.322799	0.0969201	0.02748	0.0815616	0.017442	0.19739	0.0340342	0.0172801	0.0828976	0.0200831	0.0391263	0.106203	0.334767	0.164962	0.0495266	0.0421034	0.168407	0.288714	0.0531575	0.0920218	0.018472	0.066104	0.073618	0.101108	0.0394051	0.235477	0.0993055	0.170257	0.0445639	0.180989	0.136808	0.0331808	0.100698	0.102991	0.0267515	0.00106176	0.0152553	0.119023	0.092287	0.119234	0.0447576	0.391009	0.0566935	0.155109	1.03716	0.157175	0.121689	0.0798995	0.0497962	0.0362419	0.0116514	0.0513983	0.128417	0.0427243	0.0284988	0.0330344	0.0686373	0.106934	0.723288	0.0477425	0.0122611	0.0606474	0.107631	0.0298362	0.162471	0.0553371	0.0452463	0.0948443	0.0725061	0.0510585	0.102008	0.0046688	0.0265258	0.00800021	0.0126183	0.00314938	0.18647	0.0279531	0.0484843	0.319413	0.516455	0.00800265	0.0260474	0.0863378	0.113093	0.0697486	0.107176	0.0464053	0.0150512	0.164193	0.00893105	0.0191631	0.0994786	0.414458	0.961939	2.52412	3	12.37646
299000	-2289.987	-2322.592	32.60483	1	0.8184517	0.000925427	0.0475952	0.0388415	0.0806769	0.0319384	0.0256975	0.0624701	0.243008	0.00123268	0.0555565	0.100846	0.0820085	0.147172	0.0139193	0.112972	0.00604365	0.0339474	0.127005	0.194126	0.0165598	0.00853627	0.00387244	0.0126978	0.0087879	0.160417	0.0094941	0.0402397	0.0563229	0.0223208	0.0120651	0.0089042	0.0324975	0.0104352	0.0272319	0.0490082	0.00487663	0.157549	0.319369	0.0122378	0.322799	0.0969201	0.02748	0.0815616	0.017442	0.19739	0.0340342	0.0172801	0.0828976	0.0200831	0.0391263	0.106203	0.334767	0.164962	0.0495266	0.0421034	0.168407	0.288714	0.0531575	0.0920218	0.018472	0.066104	0.073618	0.101108	0.0394051	0.235477	0.0993055	0.170257	0.0445639	0.180989	0.136808	0.0331808	0.100698	0.102991	0.0267515	0.00106176	0.0152553	0.119023	0.092287	0.119234	0.0447576	0.391009	0.0566935	0.155109	1.03716	0.157175	0.121689	0.0798995	0.0497962	0.0362419	0.0116514	0.0513983	0.128417	0.0427243	0.0284988	0.0330344	0.0686373	0.106934	0.723288	0.0477425	0.0122611	0.0606474	0.107631	0.0298362	0.162471	0.0553371	0.0452463	0.0948443	0.0725061	0.0510585	0.102008	0.0046688	0.0265258	0.00800021	0.0126183	0.00314938	0.18647	0.0279531	0.0484843	0.319413	0.516455	0.00800265	0.0260474	0.0863378	0.113093	0.0697486	0.107176	0.0464053	0.0150512	0.164193	0.00893105	0.0191631	0.0994786	0.414458	0.961939	2.52412	3	12.37646
300000	-2294.628	-2326.718	32.08992	1	0.7092625	0.00224879	0.0621021	0.0391471	0.029428	0.153946	0.0336558	0.0372498	0.224025	0.000748899	0.0134877	0.101811	0.20289	0.0333021	0.0109297	0.132157	0.00373267	0.0504785	0.107454	0.357656	0.0639924	0.0185571	0.00507566	0.0392076	0.00415876	0.188772	0.159989	0.124099	0.0355029	0.00556667	0.0517783	0.0706141	0.0377514	0.0173757	0.00433285	0.181656	0.0104792	0.175876	0.288508	0.0615864	0.0489905	0.0248488	0.085954	0.0874353	0.0097642	0.0427924	0.0165351	0.0398769	0.113018	0.0135388	0.101585	0.0261247	0.19934	0.209363	0.00987521	0.0385847	0.169862	0.0839993	0.0647455	0.116245	0.0613851	0.0531589	0.0110407	0.185892	0.0719748	0.0935439	0.129486	0.155724	0.0291046	0.0802071	0.0640607	0.0691252	0.044883	0.0257013	0.0423784	0.00145625	0.0206699	0.016892	0.0374562	0.179492	0.0632355	0.184571	0.0237422	0.195344	0.843821	0.0753406	0.0453631	0.119211	0.039029	0.0925273	0.00463921	0.13156	0.168967	0.0286524	0.0117072	0.016237	0.158339	0.184935	0.704404	0.159122	0.0124225	0.119007	0.0336667	0.023512	0.0872359	0.0402782	0.0406716	0.286972	0.248977	0.0215311	0.196802	0.0289468	0.016944	0.0159566	0.00802356	0.00133935	0.0903064	0.0323626	0.0302591	0.589343	0.475647	0.0117465	0.0654159	0.048553	0.160069	0.087377	0.0517481	0.0747177	0.0412375	0.158795	0.00390228	0.0669138	0.0761678	0.367868	0.928253	2.62771	3	12.43887
301000	-2310.714	-2347.888	37.17412	1	0.9524952	0.00189692	0.0868886	0.0346807	0.0627131	0.131516	0.031599	0.10649	0.105125	0.000420749	0.00374812	0.0743692	0.0806553	0.0848508	0.015837	0.0777937	0.0185094	0.0637449	0.238819	0.235449	0.0292485	0.0270913	0.00833167	0.0420357	0.0193485	0.089223	0.13277	0.0955334	0.0379574	0.00677717	0.0184895	0.034508	0.0650591	0.00799468	0.00174945	0.118689	0.00459717	0.158742	0.328803	0.0593651	0.0580331	0.0277466	0.0740613	0.130549	0.0319421	0.063539	0.020939	0.0341439	0.0510048	0.0151063	0.127175	0.109129	0.209419	0.146847	0.00559868	0.0450048	0.139919	0.0322022	0.11919	0.0312724	0.0502693	0.0238327	0.0215834	0.239804	0.0617042	0.0652919	0.202577	0.119502	0.115502	0.113848	0.0693403	0.0598928	0.05953	0.0308623	0.0523069	0.00239193	0.00992158	0.0277439	0.0414863	0.194522	0.0357212	0.178733	0.0387771	0.0842745	0.542545	0.122814	0.134604	0.100904	0.0673931	0.08821	0.0222271	0.105088	0.0663139	0.04316	0.0162305	0.0179738	0.0274953	0.209429	0.488048	0.0706867	0.0141274	0.046354	0.0636867	0.0173342	0.146384	0.0433929	0.0613131	0.126213	0.39772	0.036615	0.182905	0.0479713	0.0373582	0.0405786	0.00618493	0.00204666	0.0698505	0.066315	0.0822711	0.426721	0.849282	0.0261067	0.130223	0.0296456	0.181746	0.0907584	0.120787	0.0391768	0.040772	0.13448	0.00601755	0.105004	0.127381	0.461992	0.99166	2.41897	3	11.90613
302000	-2273.427	-2313.197	39.76965	1	0.75071	0.00406301	0.0918922	0.0578047	0.051924	0.127035	0.00950213	0.0807741	0.105397	0.00123661	0.00861716	0.0179523	0.151312	0.0497201	0.0120324	0.0882823	0.0252867	0.0341565	0.171083	0.128892	0.0103377	0.0527437	0.00322341	0.0113107	0.0114571	0.113239	0.114551	0.0991922	0.0516665	0.0185354	0.0246879	0.0265991	0.0198702	0.00632594	0.00160861	0.0852706	0.00760805	0.179524	0.337686	0.0434918	0.0672849	0.0445207	0.0789023	0.175155	0.00898586	0.050278	0.0200151	0.0259377	0.021696	0.0203641	0.124189	0.0523145	0.19877	0.16229	0.0244365	0.025302	0.261195	0.113205	0.144239	0.0427735	0.0660082	0.0428799	0.0419244	0.11483	0.133539	0.0864221	0.0964179	0.134012	0.0797591	0.0909938	0.0487826	0.0254911	0.0128778	0.0340381	0.0972538	0.00146858	0.0160416	0.0470366	0.0249908	0.267815	0.0334426	0.282962	0.0724072	0.0779495	0.372434	0.121084	0.0819071	0.179143	0.144107	0.0882829	0.11094	0.0543804	0.0913928	0.0658768	0.0132588	0.00546774	0.00934188	0.241761	0.614445	0.0118862	0.0136075	0.0477764	0.143736	0.0535739	0.0746743	0.0540033	0.0248104	0.396126	0.466332	0.0223963	0.27757	0.0377862	0.0651157	0.131981	0.0079985	0.00106443	0.0883189	0.0852391	0.0730751	0.378074	0.362878	0.00884919	0.0663765	0.0168691	0.116128	0.0473243	0.161804	0.0440229	0.0513471	0.0671815	0.0117816	0.0361319	0.0850365	0.386506	0.942302	2.58616	3	11.66675
303000	-2295.221	-2323.26	28.03872	1	0.790239	0.00872903	0.202289	0.358383	0.0864129	0.0740719	0.0535627	0.0320425	0.157845	0.000103283	0.00145108	0.043264	0.124216	0.0578741	0.0194799	0.158743	0.0597005	0.0719829	0.179706	0.232104	0.169208	0.0103513	0.00367695	0.0251827	0.0101784	0.363688	0.0196933	0.0303436	0.195939	0.0347936	0.0313007	0.0183277	0.0868993	0.0208972	0.00404814	0.224821	0.000905196	0.151408	0.21214	0.0123654	0.138841	0.0221122	0.0966972	0.0737085	0.0138871	0.0138832	0.0596608	0.0067406	0.00207773	0.0173494	0.206772	0.0360996	0.243729	0.202468	0.071748	0.027832	0.161927	0.0496588	0.0531873	0.105517	0.0521783	0.038013	0.141626	0.0502208	0.0469427	0.151341	0.175601	0.112218	0.0648544	0.0706982	0.00571171	0.063963	0.0154683	0.0920347	0.00827084	0.000926106	0.0824418	0.0760642	0.0138906	0.218112	0.0670915	0.152837	0.0732752	0.137055	0.678086	0.0234322	0.102124	0.0944962	0.0297727	0.0163529	0.0551627	0.0633992	0.0779781	0.0737229	0.00680665	0.0124509	0.115245	0.154412	0.916818	0.171713	0.220911	0.0279904	0.149413	0.00992139	0.0277551	0.0601769	0.0216769	0.127339	0.206626	0.000792533	0.0579703	0.0580602	0.0156558	0.0730426	0.0866816	0.0048325	0.120218	0.0168299	0.179502	0.45631	0.543571	0.0383879	0.189676	0.0271799	0.16737	0.0105923	0.104111	0.0411985	0.0103233	0.0738908	0.0370324	0.0160202	0.09348	0.403174	0.954213	2.54913	3	12.83589
304000	-2291.203	-2325.884	34.68067	1	0.7865249	0.00872903	0.23812	0.255168	0.106954	0.0740856	0.0535627	0.0306355	0.157845	0.000129631	0.00145108	0.0411378	0.109932	0.0573712	0.0194799	0.158743	0.0351283	0.0660687	0.210372	0.232104	0.174537	0.0223116	0.00871978	0.0182312	0.0189099	0.304964	0.0149492	0.0197064	0.152817	0.0347936	0.0398688	0.0137961	0.0868993	0.0203695	0.00404814	0.224821	0.000914923	0.176178	0.21214	0.0138509	0.126775	0.0245861	0.140492	0.0737085	0.0101669	0.0215037	0.0596608	0.0177387	0.00207773	0.0154772	0.170015	0.0267648	0.222523	0.152214	0.0689985	0.0204233	0.216878	0.0496588	0.0531873	0.105517	0.0521783	0.0731085	0.174977	0.0253559	0.0593041	0.111072	0.175601	0.115573	0.0449955	0.0713655	0.00717998	0.0480242	0.0154683	0.0920347	0.00827084	0.000988989	0.0543275	0.0760642	0.00956054	0.316432	0.0362391	0.202828	0.0449705	0.0903235	0.678086	0.0357298	0.0641693	0.0944962	0.0335977	0.0163529	0.0893236	0.066917	0.120161	0.0670685	0.00462296	0.0172168	0.0731692	0.154412	0.844126	0.0877983	0.113033	0.0286219	0.207032	0.00992139	0.0271296	0.046574	0.0199341	0.127339	0.157287	0.000491048	0.0579703	0.0956089	0.0184086	0.0528301	0.0653569	0.00793249	0.120218	0.0168299	0.179502	0.45631	0.425008	0.0350733	0.105489	0.0271799	0.140739	0.00918715	0.104111	0.0345612	0.00572242	0.0738908	0.0370324	0.014044	0.0926883	0.401652	0.95315	2.55251	3	12.17207
