Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1365000	-430.579	-490.2087	59.62971	10	0.2148969	0.00780468	0.022866	0.0133982	0.146445	0.0644068	0.0723891	0.0268447	0.0662465	0.00951738	0.0346748	0.00197922	0.00949565	0.0909922	0.136028	0.00390468	0.0616149	0.0677281	0.0200782	0.000709954	0.150803	0.12767	0.0485028	0.0373843	0.0777373	0.0555251	0.182071	0.125328	0.0212049	0.306019	0.00752732	0.208725	0.000857209	0.0427872	0.421408	3.53495	5	2.205622
1366000	-445.9612	-495.8267	49.86548	10	0.8995915	0.00551916	0.0343514	0.042256	0.00520556	0.10752	0.057587	0.0932697	0.06916	0.0230479	0.056419	0.0150946	0.00781084	0.0874339	0.0691372	0.0276751	0.153303	0.0365358	0.287561	0.40034	0.0198672	0.0884218	0.00703154	0.246183	0.33703	0.0135324	0.0556251	0.0564643	0.193583	0.0408164	0.075247	0.27322	0.11651	0.444342	0.981143	2.458	5	2.986249
1367000	-441.9107	-498.4395	56.52886	10	0.7847099	0.00633774	0.0490581	0.00306451	0.0814762	0.0269138	0.054485	0.0333026	0.0814059	0.0204668	0.0381217	0.0755062	0.0360003	0.128601	0.0351531	0.0745875	0.154163	0.0511604	0.405229	0.0511913	0.0194324	0.112525	0.000832039	0.0349314	0.296778	0.0887033	0.19413	0.0831752	0.0943118	0.237505	0.156914	0.235103	0.0923012	0.400904	0.952626	2.55417	5	2.960565
1368000	-436.6856	-484.6312	47.94553	10	0.5675451	0.0455437	0.0181837	0.048067	0.159482	0.0467795	0.138599	0.0702488	0.105236	0.00785681	0.0790422	0.00243246	0.0223936	0.121098	0.096288	0.0441718	0.127535	0.0588627	0.127081	0.119189	0.00552895	0.097989	0.0180125	0.391048	0.095519	0.0806921	0.14184	0.208625	0.185103	0.674592	0.0910437	0.123243	0.0464909	0.293743	0.863813	2.79595	5	3.551326
1369000	-456.577	-489.7525	33.17555	2	1.489595	0.0579816	0.0213865	0.0309631	0.0343965	0.0685596	0.0292229	0.106831	0.10963	0.048763	0.0130663	0.044871	0.0575868	0.18761	0.0674191	0.102875	0.15591	0.00975671	0.123603	0.057483	0.110687	0.160101	0.177428	0.257815	0.0601369	0.0288076	0.0225491	0.219914	0.158886	0.0760574	0.094419	0.240791	0.223711	0.586815	1.0498	2.13967	4	2.935509
1370000	-434.9938	-487.7591	52.76535	10	1.085182	0.0266738	0.00193398	0.0294438	0.00268391	0.0973799	0.152648	0.0957055	0.0116011	0.00999259	0.0490124	0.00851091	0.0218202	0.123068	0.0931043	0.0964737	0.107599	0.102407	0.197625	0.228944	0.278424	0.0251165	0.338277	0.07338	0.103097	0.0180818	0.0236562	0.216001	0.0262745	0.0158011	0.274661	0.0474968	0.15363	0.500939	1.0128	2.33264	5	2.896894
1371000	-438.1483	-494.502	56.35364	10	0.3159616	0.014194	0.00288227	0.0212481	0.135878	0.220777	0.0422924	0.0535812	0.0757395	0.00888683	0.040402	0.00740373	0.00642485	0.0880481	0.011808	0.131637	0.0531338	0.0124216	0.213891	0.252672	0.0719266	0.306065	0.0648209	0.00265867	0.0249373	0.343113	0.00848282	0.0464209	0.121833	0.00598629	0.00957738	0.0793319	0.00667911	0.116956	0.62166	3.25471	5	2.478474
1372000	-454.7069	-494.8731	40.16628	10	2.23694	0.00565283	0.036183	0.102954	0.0774085	0.0839707	0.0305281	0.0773429	0.204853	0.0646961	0.104117	0.0514504	0.0312752	0.0990564	0.209427	0.0198217	0.0654476	0.0428139	0.471595	0.0454275	0.264856	0.273579	0.000996706	0.0345667	0.244749	0.377583	0.0490789	0.0779636	0.214043	0.0257431	0.11819	0.0820561	0.320008	0.678055	1.07493	1.92701	5	3.587426
1373000	-436.4351	-479.8591	43.42405	10	1.733516	0.00582022	0.0526634	0.043859	0.00360515	0.0405774	0.107468	0.0457995	0.0163401	0.0515969	0.0834125	0.00367954	0.00587993	0.219095	0.0836976	0.112838	0.158793	0.0941967	0.218996	0.275207	0.16267	0.0570487	0.0086684	0.276176	0.23995	0.159487	0.588319	0.384892	0.0132493	0.0969508	0.118252	0.0832977	0.259248	0.623313	1.06163	2.05581	5	3.812487
1374000	-443.5016	-497.7424	54.24089	10	0.630793	0.0170014	0.000361329	0.095996	0.12475	0.031157	0.122609	0.00283485	0.017721	0.0490797	0.066311	0.0100529	0.0218164	0.0409608	0.0743631	0.0161488	0.153317	0.116351	0.186027	0.145797	0.297978	0.0530667	0.0156862	0.00748665	0.119619	0.153945	0.0750166	0.160319	0.201367	0.358538	0.108694	0.102785	0.0595148	0.328962	0.896251	2.71527	5	2.947158
1375000	-440.0153	-489.3842	49.36895	10	0.5100044	0.0141644	0.00171212	0.039057	0.143897	0.0988248	0.162086	0.06358	0.026164	0.00633712	0.105052	0.00434819	0.00433582	0.132471	0.0689323	0.0829696	0.0335541	0.0828706	0.299789	0.240415	0.00163019	0.177284	0.00426271	0.00761007	0.225088	0.0530443	0.0701631	0.192644	0.175879	0.0718207	0.376173	0.132118	0.0352567	0.258397	0.827414	2.87893	5	3.098277
1376000	-440.7605	-494.0786	53.31807	10	0.5687131	0.0514118	0.0177169	0.0750394	0.058056	0.0837939	0.043824	0.0661878	0.0976881	0.104273	0.0375217	0.0139104	0.0304546	0.143818	0.104448	0.105651	0.183209	0.0866824	0.0646075	0.356737	0.0140752	0.310843	0.00444694	0.297489	0.372645	0.00953395	0.0918674	0.0292771	0.160183	0.0358443	0.105831	0.0512183	0.0467261	0.294427	0.864477	2.79437	5	3.208286
1377000	-425.9347	-483.3691	57.43446	10	1.091304	0.0481539	0.0110763	0.0427599	0.0454905	0.015489	0.0564349	0.00510098	0.0695915	0.0203201	0.0653518	0.00342365	0.00615437	0.100466	0.0196844	0.226231	0.123254	0.0468025	0.0374316	0.022068	0.00237504	0.177404	0.162518	0.403246	0.120511	0.0898669	0.145266	0.117676	0.160502	0.160887	0.030859	0.227058	0.154803	0.502574	1.01362	2.329	5	2.763452
1378000	-435.4101	-490.3769	54.96674	10	0.337583	0.0236049	0.0186628	0.0460984	0.162713	0.0378881	0.0716355	0.00695632	0.0179154	0.0028899	0.00567394	0.0114497	0.0338884	0.0872132	0.0583155	0.129433	0.15429	0.00668317	0.125496	0.0468204	0.00916428	0.103733	0.484098	0.223901	0.0283969	0.0652136	0.127635	0.0205366	0.18122	0.268676	0.0719602	0.294416	0.00883291	0.133875	0.653843	3.20345	5	2.926579
1379000	-436.9354	-491.3619	54.42649	10	0.6827902	0.00557353	0.0539551	0.111242	0.0352525	0.0856306	0.0153637	0.089967	0.144089	0.00216365	0.0384274	0.0123445	0.00785567	0.0637626	0.0513785	0.111053	0.172255	0.0220409	0.119907	0.00510508	0.0345345	0.266549	0.238971	0.12018	0.121458	0.164435	0.0425726	0.0990484	0.082599	0.103507	0.167317	0.0602189	0.0705167	0.355296	0.91832	2.65587	5	2.648758
1380000	-439.2975	-488.866	49.56847	10	0.5221402	0.00436463	0.00336584	0.0146159	0.289214	0.0196884	0.0481202	0.0148401	0.0100318	0.0166999	0.0211271	0.00706391	0.0047057	0.0981563	0.0535303	0.125834	0.0759438	0.0262954	0.0650907	0.0189517	0.151049	0.0808991	0.532845	0.311148	0.139752	0.425316	0.111728	0.0323555	0.117493	0.00192826	0.177599	0.0303105	0.0375611	0.266124	0.835733	2.86058	5	3.030065
1381000	-450.5394	-492.4392	41.89978	10	2.520875	0.029134	0.0133407	0.0254483	0.35123	0.0387378	0.0836165	0.0293203	0.152961	0.042281	0.0380853	0.0527623	0.0162725	0.145343	0.0352055	0.122379	0.00603153	0.0445298	0.0176745	0.0707001	0.0195314	0.10903	0.034455	0.218931	0.0140488	0.319761	0.392333	0.0247949	0.106968	0.213291	0.557331	0.378306	0.348427	0.700998	1.07886	1.87171	5	3.703835
1382000	-446.4052	-494.4932	48.08791	10	0.3637915	0.0139352	0.0124646	0.0203798	0.169387	0.0102485	0.107639	0.0284084	0.0583321	0.0649478	0.0562482	0.0171581	0.00835699	0.0893218	0.0180474	0.0892524	0.0773909	0.0567703	0.0849674	0.51799	0.0208951	0.000878303	0.0113679	0.0193668	0.522128	0.0299066	0.341905	0.31554	0.207044	0.0715075	0.146653	0.0267153	0.011856	0.154238	0.688926	3.14498	5	3.215153
1383000	-452.8469	-492.2762	39.42932	10	1.546539	0.0287691	0.0160428	0.221578	0.35698	0.228085	0.117704	0.00663999	0.0578003	0.0294636	0.0344521	0.023019	0.0376904	0.162384	0.013556	0.255238	0.0593402	0.047954	0.0514002	0.261623	0.0101777	0.416968	0.0588636	0.467773	0.214528	0.00836082	0.090794	0.0842155	0.151747	0.000550461	0.170839	0.391711	0.232423	0.596124	1.05304	2.11841	5	4.076246
1384000	-453.0409	-491.6732	38.63229	10	0.8674622	0.0698936	0.0309524	0.0368304	0.0882548	0.0369425	0.100121	0.0875037	0.106972	0.025968	0.0175933	0.109001	0.0585509	0.117976	0.0668145	0.0753389	0.0731526	0.0529808	0.165314	0.275949	0.0992495	0.136731	0.141412	0.289662	0.116747	0.0832788	0.46499	0.00232492	0.166773	0.195659	0.45867	0.175132	0.109812	0.432941	0.974028	2.48322	5	3.92674
1385000	-445.0153	-489.4251	44.40988	10	0.6167633	0.0223734	0.0240538	0.0921696	0.0449546	0.0166457	0.0484304	0.0536825	0.0666857	0.143273	0.0279202	0.024938	0.040798	0.203521	0.000572226	0.203424	0.242625	0.0162067	0.387591	0.310975	0.024461	0.0261718	0.122684	0.202241	0.0371791	0.158402	0.423169	0.186194	0.0672492	0.00807786	0.315689	0.210922	0.0565829	0.321463	0.889636	2.73232	5	3.753279
1386000	-451.9432	-490.2954	38.35221	10	2.667806	0.0321637	0.047826	0.0808442	0.0861698	0.0224828	0.0764553	0.0720863	0.0683557	1.30566e-05	0.0518855	0.0124256	0.0149676	0.164194	0.0191642	0.257478	0.0725801	0.14466	0.114489	0.265548	0.0614262	0.476283	0.17748	0.190355	0.301894	0.41643	0.035158	0.0958788	0.118889	0.0432609	0.20177	0.330735	0.36181	0.711302	1.0803	1.84659	5	4.053348
1387000	-459.5695	-496.362	36.79253	10	0.9074715	0.000853789	0.0463828	0.0449781	0.106441	0.0371533	0.121609	0.104377	0.0684199	0.0213387	0.0568156	0.0253879	0.0715392	0.133418	0.0513162	0.243463	0.21233	0.0716538	0.0817498	0.134459	0.0427112	0.383301	0.0563338	0.206096	0.0358427	0.114974	0.200903	0.0125633	0.188851	0.3447	0.030944	0.228847	0.118142	0.447057	0.9828	2.452	5	3.479753
1388000	-429.0094	-491.8179	62.80849	10	0.4273135	0.0162118	0.0194855	0.0305792	0.144612	0.0160415	0.0165222	0.126349	0.153595	0.0205235	0.0495807	0.0189089	0.00924399	0.0349374	0.0920057	0.0267397	0.0264182	0.0113452	0.284945	0.129171	0.0123194	0.0846126	0.434147	0.214072	0.04992	0.101265	0.0116913	0.0251545	0.0377417	0.0891921	0.115159	0.211522	0.0208439	0.201848	0.759222	3.01809	5	2.614013
1389000	-444.6415	-488.9674	44.3259	10	1.318696	0.0421331	0.0123664	0.0924644	0.0741979	0.0158219	0.0909104	0.0306337	0.0731251	0.0832838	0.0618682	0.00360209	0.027816	0.0888318	0.0512902	0.354252	0.00908617	0.0793708	0.253862	0.205937	0.680472	0.0137685	0.0370385	0.287391	0.0225009	0.158916	0.00452294	0.304227	0.0265499	0.175393	0.152216	0.223358	0.195908	0.555306	1.03773	2.21106	5	3.737207
1390000	-439.7667	-496.1949	56.42819	10	0.7614897	0.00868189	0.0226609	0.0743038	0.076435	0.00668535	0.155315	0.00139129	0.0703865	0.0574357	0.0118204	0.00468814	0.0523704	0.105958	0.0282476	0.14304	0.294372	0.231616	0.15808	0.112667	0.347185	0.137266	0.0901814	0.00537252	0.0370407	0.0141122	0.0607195	0.19154	0.0371777	0.0731457	0.223726	0.00631236	0.0873421	0.391155	0.945685	2.57582	5	2.839933
1391000	-447.2458	-492.9674	45.72165	10	1.142303	0.0162373	0.0103297	0.0244939	0.0584437	0.0206258	0.0409012	0.222268	0.035338	0.0682129	0.0226889	0.00360022	0.0342734	0.132169	0.0500814	0.0528437	0.233215	0.00134794	0.379067	0.0866804	0.246731	0.266391	0.457175	0.0126963	0.0657119	0.101897	0.0564832	0.117682	0.125336	0.295763	0.0365858	0.250346	0.164442	0.51571	1.02009	2.29976	5	3.525614
1392000	-433.9962	-489.0841	55.08789	10	0.2914197	0.0383538	0.00900067	0.0170399	0.00182078	0.0711166	0.0722622	0.0603633	0.0449497	0.0270503	0.0210953	0.000445756	0.0386418	0.135198	0.0562677	0.0601433	0.0372767	0.135718	0.080273	0.0402073	0.00305251	0.226318	0.0559488	0.0586686	0.00356668	0.260998	0.0461257	0.16269	0.0704345	0.261356	0.0642755	0.177807	0.00462515	0.097839	0.581108	3.31643	5	2.338465
1393000	-426.3078	-487.1062	60.79835	10	0.4179908	0.0143043	0.0233249	0.0519974	0.0281411	0.0435835	0.0469186	0.0711438	0.0324523	0.00716389	0.0539113	0.00735868	0.0236852	0.0865921	0.0270768	0.0876984	0.308215	0.000721173	0.14635	0.0274743	0.207356	0.049384	0.139338	0.0104814	0.245716	0.17073	0.22305	0.0146761	0.033528	0.158113	0.0910361	0.0888995	0.0193931	0.195063	0.750037	3.03551	5	2.52042
1394000	-449.3321	-496.2417	46.90958	10	1.108759	0.00262095	0.00120345	0.0254109	0.0663738	0.120903	0.122434	0.148841	0.156793	0.0258373	0.071003	0.00620437	0.100587	0.121018	0.0728461	0.101944	0.0212595	0.149287	0.120505	0.267235	0.0430414	0.166275	0.137639	0.00818803	0.0158134	0.147449	0.315609	0.0051673	0.00839401	0.299395	0.296523	0.170043	0.158129	0.507167	1.01592	2.31879	5	3.315845
1395000	-435.0457	-485.1768	50.13112	10	0.6761453	0.0687045	0.000565744	0.0708553	0.0625197	0.0360188	0.0683115	0.0693262	0.113953	0.0470213	0.0538795	0.0207453	0.0812965	0.159036	0.102485	0.0870155	0.0979254	0.0590578	0.0315819	0.0214349	0.0674831	0.00870951	0.213615	0.135621	0.263409	0.267771	0.225576	0.321668	0.0309228	0.0979999	0.442845	0.151736	0.0691019	0.352054	0.915697	2.66315	5	3.479089
1396000	-441.1671	-487.7993	46.63221	10	1.581266	0.0233533	0.0152591	0.0822534	0.0387268	0.0479449	0.0171592	0.00988591	0.198036	0.00379914	0.0557138	0.0063539	0.0072552	0.182983	0.0122878	0.228709	0.0136626	0.058891	0.166427	0.211805	0.0157947	0.335336	0.204341	0.0825539	0.099737	0.15236	0.1683	0.0429727	0.0209755	0.218321	0.432851	0.162959	0.237608	0.601547	1.05486	2.10599	5	3.317009
1397000	-445.2707	-487.5155	42.24484	10	1.650076	0.0523562	0.00239873	0.0421834	0.0273072	0.0423899	0.149575	0.132665	0.168547	0.0360405	0.0534081	0.00233333	0.111646	0.142407	0.16476	0.0386547	0.108443	0.0958626	0.0718528	0.0539485	0.255375	0.159455	0.057992	0.14384	0.38283	0.0538867	0.391137	0.31294	0.344367	0.25067	0.0133435	0.0490496	0.247603	0.611769	1.05814	2.08249	5	3.911666
1398000	-436.4225	-483.3715	46.94906	10	0.9916611	0.0367621	0.00606132	0.0130703	0.0657749	0.0279494	0.113434	0.0528079	0.106839	0.00968178	0.0626292	0.0200022	0.0188744	0.169846	0.0437757	0.114157	0.116457	0.0748765	0.14302	0.0336681	0.243857	0.190776	0.1349	0.0240074	0.076688	0.0401683	0.118144	0.121255	0.0639612	0.186889	0.0664547	0.778103	0.135287	0.474231	0.998604	2.39188	5	3.274887
1399000	-443.4707	-494.601	51.13029	10	3.645916	0.00879564	0.0353242	0.0529465	0.0227434	0.0794476	0.0895947	0.0728759	0.08951	0.0326617	0.0677319	0.00868622	0.00959263	0.169839	0.0128197	0.0951491	0.035826	0.0828116	0.0739928	0.168052	0.120883	0.194428	0.210158	0.0893509	0.24932	0.191359	0.0379388	0.0879454	0.141121	0.123472	0.014577	0.0111024	0.433786	0.762	1.08427	1.71995	5	2.680056
1400000	-435.1138	-485.421	50.30725	10	0.4769271	0.0144377	0.0148988	0.0192197	0.0128388	0.0354208	0.143215	0.0886447	0.102054	0.0565614	0.0227191	0.0364757	0.028452	0.113668	0.0208599	0.187364	0.147988	0.198853	0.151422	0.250479	0.0711115	0.535328	0.24743	0.0999913	0.157143	0.041315	0.0351242	0.0683051	0.256248	0.0430048	0.0588836	0.00944339	0.0291952	0.236586	0.802726	2.93149	5	3.2689
1401000	-446.1143	-498.7064	52.59209	10	0.8647989	0.06309	0.0191785	0.0060563	0.183316	0.0181635	0.107764	0.112759	0.188963	0.0112263	0.00387188	0.0411635	0.00191822	0.115651	0.00808166	0.0323557	0.0356768	0.044794	0.00905231	0.128621	0.0943989	0.0219174	0.212335	0.074771	0.303788	0.143496	0.0863519	0.626098	0.130226	0.129291	0.311136	0.0359926	0.109254	0.431971	0.973411	2.48536	5	3.301505
1402000	-455.095	-487.2616	32.16651	2	1.192846	0.000505136	0.00775743	0.0667495	0.0540834	0.0618716	0.0387088	0.0975264	0.0311947	0.115187	0.0211271	0.00620728	0.0489813	0.0571211	0.033366	0.146912	0.025282	0.106366	0.152891	0.296561	0.101475	0.0205022	0.254293	0.0613636	0.226373	0.234823	0.333867	0.0222094	0.035726	0.0429651	0.227324	0.0132077	0.173754	0.527924	1.02582	2.2725	4	2.942529
1403000	-473.9891	-500.4248	26.43569	2	1.688338	0.00535753	0.0367486	0.033729	0.25733	0.00161863	0.181106	0.0481193	0.19645	0.0665709	0.00935107	0.0576991	0.0599492	0.152937	0.063663	0.0732765	0.15776	0.00709892	0.27817	0.0972455	0.0801083	0.180499	0.173129	0.0228195	0.19425	0.371073	0.201592	0.21183	0.0564159	0.0244871	0.307561	0.00908951	0.253006	0.617173	1.0598	2.07002	4	3.617035
1404000	-457.1707	-493.346	36.17536	10	0.5097149	0.00891166	0.0574698	0.11782	0.332796	0.12939	0.0368756	0.0916436	0.163169	0.0900819	0.0377638	0.0439341	0.0370471	0.1798	0.00844567	0.153964	0.219156	0.0394611	0.410314	0.404426	0.311291	0.0234818	0.0726049	0.445296	0.696887	0.062945	0.0207723	0.0107022	0.0680986	0.0908352	0.0592478	0.0528759	0.0352022	0.258211	0.827211	2.87938	5	4.477507
1405000	-428.035	-485.5297	57.49464	10	0.460314	0.024815	0.0151395	0.0219948	0.0558971	0.0381996	0.0552492	0.0374709	0.121678	0.0310407	0.0521275	0.00219826	0.0254458	0.15395	0.0660771	0.080163	0.0569076	0.0262753	0.234718	0.0253204	0.104336	0.0351016	0.0129286	0.116591	0.112588	0.120081	0.139925	0.176858	0.0259096	0.1692	0.032112	0.365432	0.0262896	0.22522	0.789096	2.95939	5	2.535731
1406000	-437.4646	-490.8352	53.37063	10	0.4197218	0.00518981	0.0231098	0.0949699	0.0165951	0.0296716	0.0604141	0.00674233	0.0119566	0.0995029	0.0238649	0.0256769	0.0202294	0.105995	0.036277	0.180125	0.171058	0.0522446	0.0787647	0.17234	0.150635	0.275795	0.404103	0.168227	0.17804	0.0209655	0.110294	0.240001	0.0398582	0.133657	0.0303564	0.291433	0.0196594	0.196329	0.751769	3.03224	5	3.258092
1407000	-433.6294	-494.9317	61.3023	10	0.6277812	0.018523	0.0012561	0.0288286	0.0929815	0.0334087	0.0373719	0.0332102	0.0591188	0.0506815	0.0450847	0.00815137	0.0162618	0.0915805	0.0250068	0.0452178	0.132531	0.0340244	0.221356	0.0586709	0.0377303	0.128889	0.0827379	0.18744	0.116666	0.0101373	0.0496719	0.0451046	0.0241812	0.0826956	0.011245	0.046965	0.0588838	0.327367	0.894856	2.71889	5	1.856729
1408000	-441.6233	-490.0374	48.41409	10	0.7168141	0.0190313	0.00459948	0.0360744	0.0836009	0.0495632	0.102625	0.033247	0.0210317	0.0272417	0.0823061	0.0149837	0.0230518	0.189671	0.0881938	0.189259	0.0203114	0.109971	0.28272	0.0119517	0.0236613	0.351092	0.0805137	0.223598	0.0359337	0.130779	0.237546	0.0593024	0.271549	0.301995	0.148418	0.105504	0.0777828	0.371357	0.930943	2.61992	5	3.359327
1409000	-439.6225	-493.388	53.76552	10	0.6489314	0.00553257	0.0138481	0.0608183	0.0029618	0.0497424	0.0433693	0.0720289	0.012146	0.0486928	0.051019	0.0248111	0.0657791	0.137488	0.178742	0.0971925	0.0405583	0.000133327	0.206609	0.0209015	0.111934	0.14271	0.16376	0.124281	0.174774	0.353734	0.0436132	0.082861	0.148631	0.023053	0.187533	0.0526797	0.063332	0.338404	0.904367	2.6939	5	2.741936
1410000	-434.1346	-493.5147	59.38005	10	0.3528865	0.00786789	0.00717882	0.0252715	0.155827	0.0417939	0.13549	0.00812372	0.0549481	0.0124374	0.0533996	0.0176934	0.059949	0.0538249	0.05617	0.0149494	0.131641	0.0594883	0.0380672	0.00129064	0.0979897	0.340898	0.0966363	0.237598	0.00445894	0.0708516	0.127063	0.0136391	0.324654	0.0988347	0.0484425	0.00495213	0.010545	0.145798	0.674818	3.16884	5	2.401431
1411000	-436.9507	-491.3545	54.40375	10	0.8542037	0.0114727	0.0313778	0.133322	0.0042552	0.00719899	0.0672896	0.0983939	0.141055	0.0302761	0.0493294	0.0316886	0.0432525	0.0926401	0.00482844	0.289585	0.0690006	0.0323072	0.108101	0.167404	0.270113	0.15573	0.136839	0.0112891	0.184004	0.0622635	0.121799	0.313688	0.290696	0.0117489	0.145001	0.0152243	0.107029	0.428075	0.970912	2.49398	5	3.131174
1412000	-431.167	-491.8481	60.68115	10	0.3495731	0.0206592	0.017154	0.0308349	0.158313	0.0467329	0.0535344	0.043258	0.0405513	0.0276168	0.0526761	0.021909	0.0202813	0.0776915	0.0200554	0.20539	0.190943	0.101012	0.0661441	0.0703487	0.0312749	0.253032	0.0850388	0.0563482	0.0923965	0.00165215	0.00612047	0.240753	0.204873	0.371859	0.00340297	0.00392538	0.0101615	0.143223	0.670396	3.17622	5	2.615782
1413000	-447.2853	-490.9179	43.63259	10	1.067164	0.00890075	0.025674	0.01797	0.595772	0.00788473	0.0161553	0.0747452	0.120416	0.0390336	0.0540477	0.017198	0.0562521	0.191037	0.00110054	0.251141	0.127751	0.0871498	0.0155027	0.107903	0.137336	0.0768427	0.0737043	0.00482656	0.00560665	0.145224	0.258052	0.0546113	0.257499	0.140267	0.510834	0.0884703	0.150157	0.496049	1.01029	2.3435	5	3.568909
1414000	-444.3901	-489.0034	44.61329	10	0.9028562	0.0014621	0.0101379	0.110977	0.0126125	0.0390648	0.0268434	0.0771011	0.0249458	0.0562428	0.0446089	0.0644528	0.0503981	0.130458	0.0551278	0.0436211	0.0946253	0.0397336	0.328192	0.28416	0.0330746	0.287809	0.119278	0.000771267	0.217024	0.0908735	0.408062	0.00339951	0.206144	0.114471	0.17244	0.0185256	0.117187	0.445471	0.981834	2.45551	5	3.166637
1415000	-444.0075	-495.3771	51.36965	10	2.558957	0.00203793	0.0286721	0.00394701	0.00276308	0.00186469	0.0067378	0.102751	0.0929407	0.0755246	0.0420514	0.000786773	0.00837851	0.109075	0.0588445	0.124293	0.233379	0.0279514	0.340865	0.221853	0.329971	0.217705	0.0422849	0.0417626	0.0361247	0.0530583	0.0964371	0.151589	0.0363972	0.189785	0.0104398	0.0919362	0.351976	0.70376	1.07927	1.865	5	2.782206
1416000	-444.8609	-492.0629	47.20199	10	1.653671	0.0167652	0.0118919	0.118611	0.0974588	0.0688336	0.118391	0.175633	0.0510283	0.113495	0.0360332	0.0137241	0.00779751	0.24709	0.0234734	0.205956	0.0878776	0.111935	0.0110993	0.00122683	0.0268103	0.238875	0.0644704	0.260413	0.0297563	0.202783	0.29629	0.044323	0.0661286	0.210425	0.0950895	0.552412	0.248115	0.612285	1.0583	2.0813	5	3.606097
1417000	-441.709	-488.2829	46.57391	10	2.571111	0.0593212	0.0122186	0.0175419	0.00643348	0.0282326	0.25573	0.0207898	0.0375476	0.0434916	0.0300987	0.0382001	0.0529733	0.201597	0.0557586	0.259318	0.114948	0.0919135	0.222676	0.189677	0.134043	0.131362	0.0820679	0.412834	0.310585	0.156685	0.0509752	0.31486	0.0589864	0.0215514	0.0193145	0.38213	0.353097	0.704628	1.07939	1.86288	5	3.813861
1418000	-456.8729	-498.0395	41.16657	10	0.361243	0.0252018	0.0109705	0.197385	0.0505211	0.0747276	0.0437264	0.0665341	0.153722	0.0650317	0.0670472	0.0312928	0.0326632	0.0969592	0.0824357	0.0120103	0.226125	0.0649197	0.0743605	0.446076	0.021938	0.381944	0.58959	0.096417	0.191333	0.0473071	0.150359	0.00478734	0.118807	0.223669	0.731514	0.155812	0.011543	0.152271	0.685689	3.1505	5	4.535188
1419000	-448.0013	-489.111	41.10964	10	1.157981	0.0428809	0.0129699	0.165116	0.0924684	0.0546553	0.0767561	0.0916215	0.151189	0.0162337	0.0965933	0.0491392	0.0326131	0.119491	0.0203986	0.195447	0.211931	0.0918089	0.362454	0.366119	0.0361757	0.00351001	0.216961	0.132416	0.107839	0.109755	0.00723396	0.0042711	0.367233	0.0529903	0.134375	0.157769	0.167356	0.519581	1.02193	2.29113	5	3.580414
1420000	-432.0439	-493.3079	61.264	10	0.3676969	0.0226585	0.0223772	0.0130513	0.0057372	0.00108966	0.126471	0.0121895	0.042413	0.00759555	0.0161014	0.033446	0.0226597	0.0799085	0.00560716	0.0971695	0.0894297	0.0762174	0.292201	0.204514	0.134934	0.203881	0.132425	0.0604782	0.00415733	0.102721	0.015476	0.0201909	0.0575519	0.104157	0.028258	0.447371	0.0123433	0.157247	0.693817	3.13659	5	2.482438
1421000	-436.3474	-491.9301	55.58274	10	0.5626109	0.0406572	0.00485613	0.03219	0.0499665	0.0661908	0.129495	0.0263198	0.0695837	0.0151036	0.066746	0.0146807	0.0422252	0.112073	0.0806534	0.0715277	0.145382	0.255367	0.160376	0.122813	0.127721	0.116721	0.0319185	0.0620322	0.448735	0.00399069	0.0682595	0.00413123	0.122549	0.151416	0.121317	0.102673	0.0455	0.290839	0.860976	2.80269	5	2.867671
1422000	-447.5708	-494.3696	46.79888	10	0.6947244	0.0193562	0.0285075	0.0678562	0.146267	0.0144886	0.0450903	0.0424292	0.147826	0.069578	0.000945455	0.0170847	0.0188023	0.0403533	0.0079499	0.0762365	0.0720193	0.0079836	0.0566302	0.0354414	0.147178	0.307688	0.0486532	0.252212	0.255985	0.164666	0.15863	0.00593113	0.0452398	0.0133489	0.36703	0.0387675	0.0730618	0.36103	0.922898	2.64301	5	2.720175
1423000	-430.3532	-489.0938	58.74055	10	0.2332982	0.00178907	0.013098	0.0218137	0.317925	0.0155795	0.0297462	0.00604601	0.100531	0.0511132	0.0298593	0.0189972	0.00585443	0.0968728	0.0302306	0.0526811	0.123991	0.0150494	0.363725	0.0162412	0.0039915	0.163696	0.404395	0.0273865	0.0339015	0.0710515	0.100597	0.0209039	0.103798	0.118151	0.0596675	0.262193	0.00142258	0.0549222	0.464916	3.47874	5	2.680876
