Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
176000	-439.567	-494.8951	55.32813	10	1.012641	0.00462723	0.0178859	0.0232668	0.0726716	0.0439428	0.0218135	0.0761746	0.0841631	0.0374084	0.0457228	0.00394176	0.0169525	0.104744	0.0537842	0.17293	0.0990174	0.0690601	0.108551	0.252044	0.00778196	0.0190845	0.186312	0.058476	0.139203	0.023698	0.303343	0.0310092	0.0980566	0.0756867	0.309593	0.0302659	0.139469	0.480519	1.00206	2.37795	5	2.591212
177000	-442.4302	-490.9026	48.4724	10	1.405619	0.0418822	0.00780543	0.0791319	0.187469	0.0708981	0.123017	0.0218895	0.0906014	0.0364822	0.0773287	0.0210551	0.0912305	0.27923	0.017221	0.151605	0.0553714	0.0919949	0.194567	0.186878	0.392729	0.148566	0.114099	0.0266308	0.077876	0.306556	0.0915699	0.00679696	0.174676	0.0373819	0.0777559	0.245253	0.210367	0.572054	1.04436	2.17322	5	3.525549
178000	-425.4811	-488.7793	63.29818	10	0.2656837	0.0223747	0.00782787	0.0202498	0.0359063	0.0134317	0.0561367	0.0340978	0.0842046	0.00668072	0.0334407	0.00196542	0.0593442	0.0929193	0.0671061	0.184304	0.0894432	0.00832159	0.220503	0.0442299	0.186167	0.0734987	0.119181	0.0757086	0.0487608	0.0534361	0.218091	0.0243095	0.0421568	0.0512806	0.0702293	0.157873	0.00292467	0.0782275	0.533414	3.38543	5	2.203181
179000	-447.5578	-495.3523	47.79449	10	0.6609133	0.0109844	0.0120274	0.0317387	0.0638989	0.0896562	0.083431	0.10962	0.0673162	0.0672032	0.0299525	0.0410493	0.0182616	0.0698736	0.0343225	0.211675	0.0423761	0.0474506	0.369699	0.0758756	0.0321131	0.00452276	0.0484365	0.0303728	0.293209	0.217155	0.0307365	0.330754	0.21894	0.116794	0.211043	0.0868958	0.065867	0.344489	0.909476	2.68017	5	3.097384
180000	-436.1626	-490.514	54.35146	10	1.079156	0.00300506	0.0129565	0.0304231	0.055004	0.00903016	0.0683741	0.11704	0.0595546	0.0201737	0.0311331	0.00505048	0.0140965	0.0135635	0.0260835	0.0721328	0.0678424	0.00287883	0.0989304	0.26674	0.190885	0.0415681	0.292278	0.110487	0.0769846	0.00855254	0.0521273	0.0809543	0.128585	0.0837747	0.0494753	0.428896	0.152472	0.499316	1.01197	2.33624	5	2.518581
181000	-439.3178	-491.4084	52.09064	10	1.295055	0.00635859	0.0599901	0.049035	0.0733344	0.0395943	0.0693009	0.00708128	0.116452	0.0714716	0.0525502	0.0111436	0.0401638	0.103161	0.0759266	0.0851909	0.0508373	0.0488543	0.0731626	0.336475	0.152352	0.219829	0.174704	0.00518263	0.142051	0.00797581	0.0600161	0.428377	0.124094	0.0145624	0.124138	0.316878	0.191858	0.550463	1.03572	2.22196	5	3.140245
182000	-441.3962	-489.5824	48.18626	10	0.856708	0.0054138	0.0259407	0.0294128	0.301199	0.00729333	0.0637214	0.0274974	0.073581	0.0408251	0.0388351	0.00577173	0.0291228	0.10198	0.072767	0.185257	0.0482396	0.0257262	0.310178	0.00302748	0.347878	0.230281	0.00903238	0.00685687	0.123769	0.125768	0.127641	0.09604	0.331107	0.110322	0.246559	0.0652329	0.107556	0.429001	0.971509	2.49193	5	3.216275
183000	-431.9599	-482.9824	51.02244	10	1.179347	0.00647208	0.0138545	0.0271954	0.000710589	0.0233598	0.0518903	0.00608349	0.1084	0.0935372	0.0488963	0.0100887	0.000632954	0.100479	0.0135586	0.218648	0.125798	0.0367202	0.0244001	0.106808	0.40927	0.333816	0.123987	0.0141451	0.000169029	0.236668	0.0497322	0.348319	0.00645255	0.0813286	0.206555	0.264237	0.17129	0.524736	1.02435	2.27962	5	3.092214
184000	-437.2388	-487.1528	49.91396	10	1.301251	0.0223328	0.0119009	0.0508315	0.0843489	0.154448	0.0693898	0.0793463	0.10929	0.0193816	0.0221116	0.0131454	0.00710835	0.12573	0.0391693	0.162922	0.163163	0.021631	0.0407126	0.226984	0.28768	0.149879	0.1576	0.0976505	0.0680065	0.0132652	0.138298	0.0117655	0.194232	0.170268	0.262273	0.307943	0.192924	0.551745	1.03625	2.21908	5	3.282808
185000	-444.8634	-491.6022	46.7388	10	1.243122	0.00289744	0.00315645	0.227637	0.162563	0.034342	0.0354244	0.109903	0.0827024	0.0248924	0.0210209	0.00475512	0.0105278	0.176923	0.0493239	0.214951	0.148401	0.0209803	0.0173726	0.263664	0.0880865	0.288172	0.16334	0.0651702	0.281079	0.0450763	0.115842	0.233511	0.0819964	0.129413	0.499768	0.124314	0.18278	0.539351	1.03095	2.24692	5	3.727207
186000	-430.9603	-489.9315	58.97115	10	0.5886809	0.00630768	0.0100235	0.0424104	0.0150822	0.0161691	0.0829791	0.053444	0.103294	0.000620905	0.0447352	0.00816514	0.0291861	0.111054	0.0445721	0.0584695	0.117835	0.0273183	0.253588	0.150603	0.116533	0.198736	0.00559976	0.025215	0.0123534	0.0128604	0.175949	0.0487425	0.0705806	0.0463967	0.118373	0.107618	0.0507822	0.305922	0.875433	2.76786	5	2.114814
187000	-442.3642	-488.7294	46.36516	10	1.691085	0.05097	0.051008	0.0212775	0.109928	0.0746314	0.0758232	0.0169517	0.0479429	0.0304311	0.0405949	0.0163949	0.0457652	0.200841	0.0772804	0.133489	0.193129	0.0615246	0.0257081	0.356108	0.249192	0.0318081	0.00223316	0.029073	0.119542	0.401579	0.0692749	0.0589813	0.187632	0.371325	0.451395	0.128152	0.25339	0.617553	1.05992	2.06914	5	3.729987
188000	-445.2677	-495.5888	50.32105	10	2.432072	0.0245079	0.0106794	0.0321241	0.048615	0.0821258	0.145417	0.0658414	0.0617606	0.0236244	0.0605178	0.0326587	0.0526504	0.0444704	0.0425827	0.0571383	0.106792	0.0371608	0.0208151	0.048224	0.180727	0.325286	0.124951	0.104856	0.0311327	0.0290542	0.325234	0.23262	0.273565	0.0323802	0.242297	0.339372	0.33992	0.694287	1.07781	1.88798	5	3.239179
189000	-443.6089	-485.9057	42.29681	10	0.7518191	0.0500573	0.0071137	0.0219714	0.129008	0.00894572	0.0328689	0.0162328	0.121879	0.0635994	0.0205578	0.0208577	0.0115601	0.0757064	0.0800092	0.195254	0.270572	0.119083	0.200762	0.015738	0.195737	0.0925497	0.418042	0.173153	0.0905721	0.0225342	0.745035	0.228419	0.15891	0.115577	0.0893275	0.122054	0.0852737	0.386988	0.942655	2.58508	5	3.913687
190000	-441.2944	-497.9313	56.63696	10	0.5345977	0.0166313	0.0123166	0.0011601	0.064634	0.046154	0.0111164	0.089952	0.0233433	0.00858893	0.102423	0.0174772	0.0160171	0.135947	0.0633952	0.0977128	0.0273302	0.0771644	0.0262337	0.2873	0.290921	0.108168	0.236394	0.0535257	0.330078	0.0300293	0.0773669	0.0482209	0.10844	0.159032	0.00985933	0.0998348	0.0399657	0.273903	0.843897	2.84223	5	2.676767
191000	-445.6173	-492.3274	46.71008	10	1.064482	0.0633818	0.000435455	0.0539573	0.096436	0.105418	0.0607947	0.140073	0.0373303	0.0773807	0.0742385	0.00217377	0.0905207	0.136725	0.0582364	0.177116	0.103959	0.0834977	0.0213278	0.163857	0.448325	0.0295709	0.356974	0.055562	0.155113	0.0272856	0.225533	0.286526	0.014416	0.479285	0.0110808	0.203234	0.149637	0.495311	1.00991	2.34514	5	3.839767
192000	-448.6894	-492.2137	43.52436	10	0.4243007	0.0509945	0.00719733	0.0741277	0.00900347	0.0399747	0.0326912	0.109102	0.113725	0.073212	0.0446327	0.0128897	0.0212203	0.102919	0.155502	0.0873219	0.0780274	0.0821871	0.0664723	0.166709	0.274874	0.0356254	0.363183	0.0815955	0.429597	0.0754494	0.037772	0.152571	0.285492	0.013139	0.17218	0.0819371	0.0203706	0.199664	0.756292	3.02367	5	3.331325
193000	-444.2654	-488.7131	44.44763	10	0.5485066	0.0300416	0.0381816	0.0152849	0.0704805	0.0838907	0.0182611	0.0712772	0.0332932	0.034045	0.000799646	0.0134885	0.0155527	0.0932292	0.00825258	0.137649	0.435766	0.142595	0.446855	0.289057	0.187667	0.0402148	0.165866	0.0645566	0.00430067	0.0266262	0.11562	0.0330604	0.121311	0.533793	0.0509605	0.151823	0.0426931	0.282408	0.852589	2.82231	5	3.473799
194000	-450.0305	-492.3812	42.3507	10	1.451409	0.00792996	0.0507851	0.0301401	0.0166822	0.147256	0.0170725	0.0664399	0.0976857	0.0149778	0.0543846	0.041527	0.0381571	0.0797927	0.030985	0.185408	0.0445361	0.0970983	0.215359	0.111199	0.00267377	0.506448	0.0653828	0.311502	0.106883	0.302844	0.0599125	0.0027243	0.468682	0.0865038	0.294021	0.182135	0.217718	0.580263	1.04744	2.15458	5	3.737128
195000	-439.4462	-487.5546	48.10847	10	1.654235	0.0280776	0.0266112	0.0398379	0.0202873	0.0231683	0.0761554	0.0316783	0.0364426	0.0183623	0.0429965	0.0209319	0.00977652	0.253256	0.0713202	0.14183	0.0702582	0.0975532	0.0103498	0.461206	0.247107	0.0486281	0.446344	0.0415848	0.284179	0.189234	0.0284155	0.0624448	0.0701594	0.0577832	0.392024	0.0705029	0.248196	0.612366	1.05833	2.08111	5	3.418506
196000	-441.9798	-492.33	50.35014	10	0.4106414	0.00758409	0.0140833	0.0397363	0.0104683	0.101313	0.0509042	0.040348	0.035625	0.0155195	0.0426722	0.00101871	0.0393495	0.054192	0.118656	0.0493947	0.00442048	0.0488321	0.605169	0.065535	0.00186583	0.0840024	0.391394	0.0341856	0.122147	0.28038	0.0798766	0.08664	0.0165517	0.0590999	0.0293349	0.419654	0.0182791	0.18966	0.742544	3.04952	5	2.949953
197000	-456.1806	-499.3135	43.1329	10	8.041499	0.0229035	0.0177561	0.0273713	0.0349408	0.122518	0.0702436	0.0244963	0.117472	0.034333	0.0459201	0.0184907	0.0134781	0.174491	0.0182409	0.121353	0.0548181	0.0161497	0.00319974	0.485017	0.0804058	0.00796901	0.216017	0.222345	0.110291	0.327834	0.0454492	0.180057	0.215786	0.050362	0.118573	0.2641	0.593981	0.852968	1.07655	1.4765	5	3.262383
198000	-447.5905	-494.1571	46.56656	10	1.19337	0.0603566	0.0315835	0.0192461	0.0467585	0.156006	0.228171	0.025744	0.0676748	0.106022	0.0139805	0.0361267	0.0505138	0.223225	0.087194	0.138913	0.0925413	0.0285201	0.429421	0.39875	0.00600089	0.0123965	0.15168	0.0717001	0.257206	0.27446	0.206906	0.051154	0.211175	0.0704625	0.022258	0.065688	0.173849	0.528047	1.02588	2.27222	5	3.641834
199000	-454.8261	-493.4882	38.66209	10	3.515192	0.0553721	0.0147257	0.0135142	0.104724	0.016955	0.0608614	0.132417	0.224034	0.127542	0.000635263	0.0354781	0.119246	0.123176	0.00104536	0.174307	0.184187	0.0352718	1.06055	0.201635	0.0727626	0.0948031	0.0451262	0.242063	0.0186655	0.0673901	0.133047	0.126906	0.0592445	0.497804	0.152558	0.0877539	0.425569	0.756577	1.0841	1.73375	5	4.283802
200000	-437.2976	-485.1405	47.84289	10	0.5222381	0.00186827	0.0152083	0.00166805	0.145866	0.0981807	0.017979	0.0451371	0.0974873	0.0136946	0.0449178	3.70476e-05	0.0168275	0.10779	0.0113662	0.117734	0.0415377	0.0483463	0.0190898	0.0364211	0.00295382	0.0722484	0.0784203	0.36905	0.482195	0.0131856	0.269571	0.131125	0.138719	0.0316696	0.0475404	0.61369	0.0375798	0.266186	0.835798	2.86044	5	3.131525
201000	-439.0128	-494.1306	55.11779	10	0.3876852	0.0771344	0.0116361	0.0213055	0.0920419	0.0207826	0.0615996	0.0136497	0.217071	0.0341417	0.0884715	0.000981361	0.00897862	0.150891	0.0363821	0.043421	0.0674158	0.0390203	0.194873	0.169561	0.00625538	0.0491781	0.0662314	0.18742	0.158425	0.141453	0.0379976	0.091982	0.322701	0.132615	0.0903116	0.0802433	0.0149786	0.172498	0.717603	3.09492	5	2.714172
202000	-430.1517	-486.3214	56.16967	10	0.3766463	0.00917659	0.01089	0.0111971	0.0135911	0.0105947	0.134483	0.00906551	0.0954267	0.0316028	0.0248479	0.00568347	0.0225784	0.11892	0.0499249	0.135823	0.101983	0.0545716	0.463555	0.0591132	0.00174268	0.0491102	0.201435	0.156473	0.000833833	0.500294	0.0355736	0.225387	0.00789101	0.0975208	0.0152997	0.257254	0.0134945	0.164107	0.70472	3.11768	5	2.911842
203000	-449.5323	-497.2566	47.7243	10	0.380795	0.0106966	0.0228701	0.040874	0.0495308	0.0367875	0.0551608	0.0288489	0.186163	0.0219514	0.0588587	0.0773501	0.000100203	0.0638451	0.143918	0.0546711	0.0537261	0.0674563	0.0205073	1.3444e-05	0.0174582	0.0845924	0.240786	0.218964	0.118006	0.402933	0.0285543	0.122732	0.128386	0.0906846	0.227826	0.0308097	0.0140441	0.16727	0.709633	3.10905	5	2.705063
204000	-436.4739	-490.6076	54.13374	10	1.038298	0.00779575	0.0217416	0.0151475	0.0307775	0.0460326	0.0968512	0.00802343	0.127233	0.00547002	0.042979	0.023478	0.0624965	0.0482307	0.0447333	0.210046	0.0740482	0.123053	0.279884	0.0599871	0.0602685	0.422177	0.16139	0.415493	4.16377e-05	0.00993589	0.0326209	0.205652	0.175515	0.282163	0.056911	0.122228	0.144531	0.487968	1.00607	2.36143	5	3.272403
205000	-441.388	-494.2187	52.83074	10	0.5984883	0.0161405	0.0183639	0.0624847	0.0613971	0.159353	0.0822513	0.0122533	0.0802401	0.00879292	0.0423644	0.0059632	0.0255425	0.0719765	0.0175486	0.157323	0.0255628	0.0245955	0.0447675	0.0292776	0.0174342	0.221282	0.101241	0.241339	0.00543115	0.500905	0.214386	0.00907064	0.0753742	0.240203	0.132357	0.00519658	0.0527964	0.311431	0.880546	2.75523	5	2.71042
206000	-451.1803	-492.7654	41.58517	10	0.3669182	0.00579425	0.0105271	0.0681647	0.0924781	0.0130095	0.176668	0.035989	0.036786	0.0573584	0.028687	0.00855319	0.108498	0.108939	0.0512934	0.247513	0.113027	0.0811937	0.141242	0.490458	0.00157185	1.0291	0.0073942	0.038754	0.187414	0.00129714	0.00925719	0.0831937	0.06001	0.0475533	0.507413	0.145394	0.0122454	0.156648	0.692849	3.13826	5	3.994529
207000	-449.176	-490.0874	40.91138	10	2.13066	0.0440066	0.0662695	0.00169905	0.139447	0.131756	0.0144661	0.186371	0.20857	0.00788278	0.0243707	0.0256192	0.0649081	0.109381	0.0940957	0.17742	0.126846	0.0785794	0.0952871	0.299408	0.551898	0.255171	0.154197	0.01292	0.0599087	0.358625	0.0595565	0.0843955	0.103556	0.0628529	0.00988933	0.10618	0.308388	0.668226	1.07294	1.95045	5	3.715533
208000	-445.1856	-492.3493	47.1637	10	1.367131	0.00843235	0.00533007	0.0357575	0.125962	0.100616	0.0156346	0.0688379	0.00204198	0.0509012	0.0866097	0.00384113	0.00111806	0.221238	0.0714163	0.111233	0.0918236	0.0695951	0.166788	0.102222	0.497558	0.125135	0.230117	0.0373522	0.0491263	0.0507458	0.0113358	0.121059	0.183123	0.190855	0.105787	0.290597	0.204048	0.564835	1.04156	2.18955	5	3.232191
209000	-441.4893	-489.2498	47.76048	10	0.7431458	0.024409	0.0284367	0.0506941	0.170336	0.00575943	0.150996	0.0367034	0.0181488	0.0385108	0.0190146	0.0221315	0.0560626	0.211207	0.00583146	0.180984	0.050113	0.0532213	0.0665759	0.105158	0.561034	0.122474	0.11643	0.0186117	0.326959	0.0750784	0.0908239	0.135082	0.346863	0.346681	0.0822256	0.163841	0.0834179	0.383196	0.939865	2.59352	5	3.680397
210000	-459.0541	-505.4762	46.42204	10	3.776633	0.00222412	0.027511	0.0230479	0.0627823	0.139235	0.15293	0.04741	0.0561433	0.0215898	0.104763	0.0433967	0.131714	0.193386	0.0333824	0.0622635	0.103105	0.0529096	0.181807	0.0979904	0.29444	0.271895	0.0376497	0.105452	0.0171327	0.117768	0.050281	0.01695	0.145232	0.266775	0.057935	0.113167	0.441654	0.767113	1.08436	1.70687	5	3.032268
211000	-439.0861	-492.9867	53.90064	10	0.4010274	0.0110431	0.0359441	0.00640104	0.0955229	0.0411061	0.0438941	0.00989751	0.12702	0.0106598	0.0762872	0.0046602	0.0301439	0.169969	0.0553952	0.192689	0.102498	0.0613955	0.00391558	0.0326669	0.0198239	0.186497	0.209671	0.0930381	0.248166	0.0379687	0.0743788	0.20609	0.0637272	0.140721	0.103085	0.195215	0.0168629	0.182523	0.73239	3.06822	5	2.689488
212000	-437.6596	-495.8763	58.21669	10	0.3430176	0.000118334	0.0181544	0.00409064	0.0507414	0.0438775	0.0143276	0.18021	0.0283255	0.0168324	0.0150704	0.0266797	0.0191876	0.16721	0.0128315	0.0453651	0.0303058	0.0881521	0.030179	0.0387338	0.148062	0.143063	0.0208464	0.0607337	0.0564702	0.33887	0.165912	0.111298	0.0828021	0.138486	0.00467924	0.360146	0.0094235	0.138117	0.661455	3.191	5	2.461762
213000	-441.974	-487.1695	45.1955	10	0.5982195	0.0320339	0.00320832	0.0146738	0.0375443	0.104391	0.0494799	0.172974	0.0586939	0.0817452	0.0197647	0.0116675	0.017685	0.137461	0.0287656	0.269212	0.0857939	0.0423713	0.160019	0.243365	0.0563285	0.20911	0.302619	0.0303789	0.00353528	0.277653	0.386687	0.111594	0.12842	0.111478	0.0103358	0.350394	0.052741	0.311281	0.880408	2.75557	5	3.549387
214000	-444.9211	-503.4948	58.5737	10	0.3281294	0.0200949	0.000388659	0.00216383	0.162473	0.0570888	0.0464243	0.012467	0.0466828	0.00647127	0.0177281	0.0408859	0.000600333	0.0648558	0.0257551	0.220177	0.0491392	0.161637	0.0349484	0.140081	0.116922	0.0800512	0.0253334	0.0420069	0.287679	0.0133827	0.30892	0.0424889	0.056222	0.179838	0.0907441	0.0325356	0.00785228	0.126481	0.640155	3.22551	5	2.386186
215000	-445.8766	-497.1972	51.32061	10	1.281796	0.0500417	0.00227419	0.0672577	0.108187	0.0644503	0.192063	0.0689347	0.0567453	0.0534617	0.0418796	0.0122001	0.00951858	0.150907	0.0369245	0.105347	0.205513	0.0868077	0.0887179	0.0197122	0.055668	0.0549921	0.0181982	0.0808083	0.0615701	0.000990979	0.242593	0.113259	0.275894	0.314689	0.27972	0.189625	0.189564	0.547689	1.03455	2.2282	5	3.108951
216000	-443.3942	-494.6574	51.26324	10	0.558123	0.0352938	0.0140882	0.0310277	0.118809	0.0139528	0.0418722	0.119714	0.197952	0.033455	0.0226956	0.0191124	0.0521639	0.0609496	0.0763667	0.0670895	0.123649	0.0296831	0.0855885	0.342838	0.0360414	0.161831	0.0574183	0.0326216	0.46934	0.170501	0.0222693	0.106289	0.127351	0.130156	0.0391533	0.0811525	0.0446027	0.288177	0.858352	2.80887	5	2.920425
217000	-448.9344	-493.0405	44.10611	10	3.833788	0.0100929	0.0219934	0.0177734	0.110245	0.006716	0.132847	0.0996134	0.0754628	0.0873245	0.0279076	0.0177861	0.0636821	0.159925	0.0766282	0.134424	0.0752775	0.119857	0.0807163	0.00269501	0.138965	0.0443921	0.114448	0.1676	0.187938	0.377885	0.0251662	0.00980159	0.262371	0.136796	0.000277562	0.715774	0.444992	0.769258	1.08439	1.70136	5	3.502383
218000	-431.0147	-485.3559	54.34123	10	0.5654727	0.00236655	0.0150495	0.0429051	0.00843701	0.0108919	0.101945	0.163597	0.0605221	0.0256296	0.0469021	0.00489605	0.0257316	0.10362	0.0360519	0.153149	0.0883174	0.0227667	0.400925	0.181269	0.080738	0.203445	0.0117263	0.0118199	0.0303478	0.233119	0.135187	0.280773	0.013052	0.197167	0.134667	0.158259	0.0460742	0.292526	0.862627	2.79877	5	2.985273
219000	-445.3476	-491.6298	46.28216	10	2.085036	0.0738248	0.022108	0.0302046	0.0865896	0.0254907	0.0866096	0.123694	0.103209	0.0540175	0.0156288	0.0116602	0.0409195	0.0727782	0.0523834	0.0954764	0.298899	0.0255247	0.160147	0.00168264	0.145732	0.0336137	0.297646	0.0778977	0.136379	0.233957	0.033846	0.0357621	0.183801	0.10694	0.376511	0.04771	0.303219	0.663762	1.07198	1.96104	5	3.090643
220000	-442.6951	-488.89	46.19486	10	0.503121	0.0243769	0.0663838	0.0104424	0.0417844	0.0495291	0.0161621	0.125411	0.0203372	0.0245102	0.0626499	0.000871372	0.107484	0.21201	0.0361835	0.0501097	0.104266	0.0506609	0.213197	0.00125709	0.0509011	0.234876	0.146392	0.129924	0.0623083	0.131505	0.310103	0.0387753	0.0229113	0.0250474	0.546628	0.181531	0.0339677	0.253948	0.822526	2.88956	5	3.098527
221000	-448.3736	-504.1148	55.74122	10	0.94266	0.00213805	0.00294917	0.0841173	0.107621	0.0950183	0.137415	0.112086	0.0237754	0.0040354	0.0216685	0.000684093	0.0961408	0.114295	0.0435484	0.115199	0.195165	0.00295103	0.389147	0.0490827	0.155818	0.0399793	0.0957386	0.0325738	0.239141	0.208017	0.127118	0.27544	0.027879	0.00175371	0.0211628	0.032876	0.125376	0.458811	0.989809	2.426	5	2.854534
222000	-442.1994	-489.7784	47.57903	10	1.137882	0.0147024	0.0304883	0.127254	0.0153553	0.040314	0.0287906	0.124371	0.0467958	0.0342865	0.031711	0.0101125	0.00926029	0.0797922	0.0203504	0.148754	0.152694	0.127099	0.179497	0.192125	0.415454	0.0892018	0.0802443	0.303197	0.0064802	0.452185	0.101338	0.175478	0.134423	0.0356355	0.0276513	0.0301986	0.163616	0.514605	1.01956	2.30222	5	3.265239
223000	-429.0906	-485.1206	56.02996	10	0.3439023	0.0473801	0.0218288	0.0663632	0.0228466	0.0207166	0.00365007	0.0685802	0.0178777	0.0290832	0.0157556	0.0277279	0.0177254	0.0968133	0.00815817	0.160039	0.124072	0.0296517	0.110774	0.283173	0.310866	0.135096	0.111317	0.0346303	0.184144	0.14522	0.29544	0.0129644	0.0378555	0.00277083	0.0332254	0.0639307	0.00952147	0.138807	0.662677	3.18899	5	2.539675
224000	-451.0655	-487.4872	36.42174	10	2.087247	0.00712122	0.0718278	0.0250611	0.082927	0.0174237	0.18285	0.066224	0.0569719	0.0171706	0.0311216	0.0101116	0.0243473	0.128052	0.00179057	0.175026	0.108185	0.119603	0.116795	0.264691	0.152776	0.399873	0.106592	0.0367218	0.634628	0.237234	0.0401083	0.448615	0.00106684	0.098778	0.0886213	0.195943	0.303472	0.663982	1.07203	1.96052	5	3.948257
225000	-440.3346	-489.494	49.15943	10	1.197436	0.0243128	0.050308	0.0528813	0.0294766	0.227227	0.00429326	0.0326983	0.0417867	0.029566	0.0539378	0.00589068	0.00330756	0.105376	0.0612316	0.144583	0.031599	0.00909942	0.0565152	0.0474179	0.00895661	0.190309	0.324781	0.593389	0.280078	0.201603	0.0322088	0.105207	0.00252139	0.00382234	0.0183497	0.124533	0.174588	0.528996	1.02632	2.2701	5	2.897265
226000	-450.9877	-496.9672	45.97946	10	1.111257	0.0175781	0.00419497	0.0435695	0.0829506	0.0324728	0.0116649	0.0907391	0.0992203	0.00155838	0.129148	0.0320093	0.102267	0.119454	0.0586522	0.0726052	0.138963	0.0102795	0.209192	0.128585	0.0234414	0.0783996	0.104678	0.194877	0.194694	0.00478481	0.145053	0.147461	0.318214	0.67378	0.338015	0.0320874	0.158603	0.507816	1.01624	2.31734	5	3.640588
227000	-438.6852	-486.0538	47.36861	10	0.4698147	0.00661316	0.0278029	0.0664801	0.0965226	0.223362	0.0364154	0.0101137	0.107491	0.0272472	0.0399826	0.00664858	0.107395	0.120312	0.0339593	0.168168	0.227726	0.0837804	0.0360455	0.178404	0.0103726	0.127442	0.104312	0.245048	0.195634	0.0633927	0.262261	0.0490244	0.174379	0.332467	0.315498	0.0375204	0.0279389	0.231754	0.796998	2.94331	5	3.521823
228000	-439.2052	-495.0141	55.80895	10	0.7572485	0.0252489	0.00439013	0.0613667	0.05415	0.0905347	0.046228	0.0384414	0.178181	0.00354336	0.0629999	0.0165911	0.0789265	0.224692	0.0295291	0.156911	0.0642927	0.0410201	0.142432	0.180145	0.125124	0.316819	0.141018	0.0962494	0.00621458	0.0262742	0.0539796	0.0814613	0.103388	0.00467822	0.0981094	0.307666	0.0864351	0.389335	0.944367	2.57986	5	2.860604
229000	-445.1645	-487.3218	42.15732	10	1.475375	0.0562996	0.003694	0.0301562	0.127033	0.0136931	0.0628132	0.0744622	0.0534438	0.0294253	0.0512789	0.0134767	0.152105	0.272939	0.0141093	0.175727	0.139343	0.0370301	0.0398567	0.0904618	0.143559	0.208852	0.048995	0.0699723	0.275408	0.0202219	0.341528	0.106041	0.145476	0.349085	0.12759	0.414786	0.221493	0.584406	1.04894	2.14516	5	3.688863
230000	-443.1392	-490.3872	47.24796	10	0.7661497	0.0338521	0.00652219	0.0919431	0.140951	0.0138352	0.0637926	0.0681259	0.130165	0.0115935	0.0418416	0.067058	0.0235182	0.0767484	0.0774461	0.182679	0.0957739	0.0226094	0.255329	0.274573	0.0902162	0.601147	0.0528747	0.0246223	0.241873	0.00348472	0.0239261	0.246096	0.163719	0.130523	0.125701	0.0351111	0.0883382	0.39314	0.947115	2.57141	5	3.417651
231000	-453.364	-492.8053	39.44137	10	4.20108	0.0515506	0.00646999	0.0326712	0.0712498	0.0924407	0.0958441	0.0634939	0.214219	0.0349265	0.078208	0.0139936	0.026126	0.102386	0.0669277	0.0723922	0.09571	0.202344	0.0465246	0.415277	0.19764	0.341529	0.297822	0.11127	0.0548664	0.0348507	0.0953583	0.259986	0.00523525	0.0724882	0.156803	0.0416509	0.465079	0.781888	1.08432	1.66871	5	3.452256
232000	-456.3969	-491.9373	35.54041	10	1.241522	0.0142154	0.051941	0.0309385	0.208263	0.013713	0.0955317	0.169934	0.0984633	0.0163572	0.0724154	0.0174787	0.0521779	0.194565	0.123244	0.229426	0.127316	0.0450279	0.11014	0.271736	0.14456	0.129077	0.363139	0.139858	0.103066	0.0211389	0.0926748	0.162196	0.106907	0.651122	0.21505	0.12357	0.182497	0.538997	1.0308	2.24771	5	4.195243
233000	-452.095	-501.3663	49.27126	10	1.609385	0.0172539	0.0225102	0.0754433	0.123339	0.105051	0.0998333	0.0979296	0.00518611	0.17937	0.0945358	0.00112419	0.0433504	0.0931846	0.108613	0.262911	0.0300028	0.00741988	0.0444927	0.224003	0.0103747	0.047017	0.191582	0.163949	0.121694	0.336962	0.0753349	0.224617	0.055429	0.0753612	0.0248748	0.015524	0.241736	0.605806	1.05625	2.09621	5	2.978274
234000	-448.952	-497.6235	48.67149	10	0.7884288	0.0632671	0.0355795	0.0445635	0.0245231	0.108371	0.122066	0.119211	0.0638804	0.0573187	0.0575202	0.0238333	0.021592	0.252567	0.0778337	0.0609379	0.0423042	0.0855293	0.118378	0.0375616	0.378947	0.186468	0.219643	0.099202	0.0666593	0.0750065	0.145496	0.318483	0.30682	0.138183	0.0764577	0.0114107	0.0930942	0.402433	0.953696	2.55078	5	3.439614
235000	-471.7241	-497.0406	25.31655	2	0.3868568	0.0254383	0.00891406	0.0588106	0.120784	0.0598118	0.12442	0.0892746	0.0523417	0.0847553	0.0274759	0.0449605	0.0707857	0.142005	0.0129578	0.0491248	0.0529002	0.0865355	0.199841	0.09748	0.0117351	0.376656	0.115859	0.178881	0.188116	0.149808	0.0640018	0.360524	0.0302925	0.432897	0.2189	0.381428	0.0148649	0.171872	0.716657	3.09661	4	3.917715
