Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
952000	-398.9119	-463.9352	65.0233	2	1.757982	0.0854322	0.00717611	0.00800429	0.00238828	0.00794275	0.0296381	0.0166551	0.0223911	0.0317463	0.0244596	0.021124	0.131915	0.0831183	0.0791159	0.0209976	0.0355658	0.00972226	0.123555	0.0457043	0.143674	0.321454	0.0710078	0.0621292	0.222532	0.0905238	0.00313588	0.100826	0.103637	0.0550968	0.262568	0.626535	1.06256	2.04834	4	1.960669
953000	-402.9017	-459.2217	56.32001	2	1.590496	0.0577812	0.0231606	0.00609037	0.0125181	0.170445	0.0247868	0.068465	0.0298606	0.0678884	0.00456315	0.0683687	0.102892	0.0846382	0.0430953	0.0124092	0.0214531	0.0435838	0.340028	0.0462674	0.142071	0.392813	0.00896742	0.0110783	0.00505415	0.0441656	0.0458274	0.51346	0.161247	0.0535918	0.23897	0.602958	1.05532	2.10275	4	2.60657
954000	-425.3927	-471.0495	45.6568	1	1.673812	0.0181414	0.0134307	0.0539345	0.0111554	0.143167	0.100076	0.000441651	0.0639817	0.0713108	0.0198555	0.0728088	0.0338179	0.226154	0.0662501	0.00613734	0.0274562	0.105845	0.267243	0.0327958	0.0214802	0.00425126	0.325002	0.00677867	0.390204	0.0803352	0.0215	0.0196459	0.0292128	0.665686	0.250968	0.615144	1.05919	2.0747	3	2.898099
955000	-412.4091	-464.4767	52.06754	2	0.9034581	0.00872433	0.066384	0.00804818	0.0648398	0.146178	0.00229115	0.0313364	0.00103525	0.0760995	0.0362301	0.00793082	0.0421895	0.10116	0.0195695	0.154224	0.0727742	0.329909	0.0213045	0.0466407	0.0972696	0.0934953	0.0351979	0.239976	0.208004	0.241285	0.275642	0.229268	0.0706988	0.0194992	0.117312	0.445678	0.981961	2.45505	4	2.747204
956000	-411.2388	-464.8754	53.6366	2	1.877309	0.0608395	0.0340757	0.0988706	0.0795991	0.0684503	0.00194265	0.0119317	0.0185361	0.0668254	0.00500257	0.0753526	0.120091	0.216996	0.0665128	0.162885	0.0236592	0.00731287	0.0723789	0.0996224	0.161953	0.0215176	0.35158	0.0590243	0.0066873	0.386213	0.26423	0.147342	0.0938991	0.190383	0.278176	0.641299	1.06659	2.01393	4	2.973715
957000	-411.9299	-467.0902	55.16032	2	0.3403745	0.0482742	0.0155813	0.0130222	0.0167892	0.0972378	0.0312362	0.0363269	0.00102269	0.0101544	0.0339487	0.0554137	0.0175975	0.0751725	0.128348	0.0199785	0.0226284	0.0731189	0.632295	0.139421	0.209679	0.495728	0.0927303	0.0898219	0.0243768	0.0293123	0.0561563	0.20017	0.0819635	0.0558568	0.00913385	0.136055	0.657776	3.19704	4	2.803363
958000	-412.8327	-464.8004	51.96769	2	1.510074	0.0272078	0.0674789	0.0306076	0.00681375	0.198577	0.0561906	0.0083716	0.0280812	0.152309	0.0289887	0.00146975	0.119718	0.00890842	0.00397251	0.143691	0.0109504	0.000537324	0.0712713	0.388442	0.502995	0.343748	0.0112225	0.280635	0.0853411	0.00193406	0.085489	0.137199	0.0441767	0.126202	0.226875	0.590225	1.05101	2.13189	4	2.972531
959000	-411.9704	-462.4618	50.49137	2	1.070134	0.0245561	0.0670055	0.0254833	0.0344304	0.0287251	0.0185122	0.0932925	0.0491257	0.028378	0.00356967	0.0778232	0.128169	0.0120572	0.00904147	0.0979942	0.154299	0.0234743	0.0169739	0.821594	0.118926	0.0184568	0.11905	0.0757316	0.0725496	0.0389036	0.269231	0.229468	0.00784633	0.278835	0.150731	0.496863	1.01071	2.34169	4	2.943504
960000	-412.1359	-465.1279	52.99192	2	2.540548	0.0969596	0.00593259	0.054377	0.0397777	0.182971	0.00935265	0.0479769	0.00398067	0.113315	0.0201091	0.00526711	0.0134463	0.0368808	0.0953761	0.0108678	0.0779635	0.00179303	0.0413165	0.398699	0.00944899	0.167752	0.188893	0.112215	0.0599129	0.149707	0.0841222	0.0156606	0.339915	0.480776	0.350267	0.702433	1.07907	1.86823	4	2.864766
961000	-412.4874	-461.4571	48.96965	2	4.106894	0.0755602	0.0664957	0.0563753	0.0488756	0.0950795	0.0626793	0.0103136	0.0331697	0.0684181	0.0218089	0.02941	0.0140875	0.0898866	0.0471975	0.240144	0.0677159	0.00568187	0.0938163	0.0724012	0.021029	0.139477	0.487085	0.491473	0.0721055	0.166515	0.0956023	0.0749303	0.065658	0.211285	0.46014	0.778826	1.08437	1.67666	4	3.024277
962000	-418.0242	-462.3864	44.36218	2	0.9960028	0.0540136	0.0169103	0.0156528	0.0246544	0.0318168	0.0596396	0.078502	0.0473879	0.0254168	0.0585347	0.180944	0.0244883	0.145157	0.0955566	0.0676436	0.143671	0.0955742	0.519768	0.0289369	0.259535	0.0589834	0.0420772	0.00962822	0.335088	0.412356	0.288441	0.259561	0.024855	0.217231	0.136156	0.475547	0.999335	2.38896	4	3.622024
963000	-407.1262	-459.7059	52.57976	1	1.585746	0.0431038	0.0181078	0.00409916	0.0581211	0.00862682	0.00313571	0.0307041	0.0186063	0.142278	0.00573655	0.0202908	0.00353282	0.0725748	0.0253599	0.0239579	0.046864	0.168957	0.161147	0.0282312	0.0310121	0.0377104	0.246458	0.330811	0.255794	0.0145898	0.147491	0.0925068	0.161432	0.0133705	0.23827	0.602233	1.05508	2.10441	3	2.214609
964000	-418.0238	-465.7241	47.7003	2	2.828652	0.022296	0.067783	0.00681226	0.014602	0.251051	0.0229804	0.032066	0.0722995	0.138306	0.073933	0.0188388	0.0813023	0.0608703	0.0537425	0.0600206	0.0345913	0.278606	0.0580445	0.395343	0.15364	0.108151	0.0675189	0.13413	0.00486844	0.448573	0.030117	0.101364	0.300761	0.0285054	0.375556	0.721577	1.08153	1.82134	4	3.121116
965000	-402.9458	-463.0873	60.14148	2	0.8423036	0.00199466	0.0529585	0.0139594	0.020653	0.0248926	0.0450333	0.0028647	0.00737785	0.0207673	0.00199231	0.0235608	0.0118427	0.162883	0.00280299	0.122254	0.0811911	0.0929708	0.00560274	0.214124	0.147847	0.534043	0.0470104	0.0122876	0.0898931	0.200335	0.386716	0.0861291	0.0882132	0.0597806	0.104523	0.423624	0.968021	2.50383	4	2.56198
966000	-410.7242	-461.7474	51.02319	2	2.347504	0.00870771	0.0136653	0.0201799	0.0525265	0.0482967	0.0291139	0.0214612	0.0598272	0.133011	0.0906541	0.0684962	0.114189	0.0435416	0.0804933	0.452744	0.0351865	0.0246176	0.0560729	0.0198209	0.213132	0.423264	0.334484	0.14155	0.00552442	0.0260769	0.109546	0.0460287	0.0106636	0.525915	0.331505	0.687519	1.07667	1.90431	4	3.208789
967000	-396.1684	-455.1363	58.96793	2	0.5694967	0.000415342	0.0156391	0.020033	0.0218556	0.113482	0.0228635	0.00116986	0.0341603	0.0348233	0.00960924	0.0181109	0.0290673	0.0791721	0.00696926	0.167608	0.0110898	0.0414565	0.00732862	0.0185122	0.116659	0.215306	0.303085	0.312188	0.0168994	0.00392694	0.0795125	0.0477548	0.0166573	0.642198	0.0468841	0.294885	0.864922	2.79331	4	2.407553
968000	-397.9704	-454.5484	56.57797	1	0.6033627	0.0337607	0.0297514	0.0263346	0.00382362	0.0624123	0.0081346	0.00204749	0.0318862	0.038696	0.0300144	0.05009	0.0651021	0.104135	0.0276397	0.0347283	0.00530757	0.0035743	0.0577598	0.0187152	0.165896	0.251946	0.169177	0.0318455	0.325695	0.0189621	0.0908166	0.00811093	0.0143025	0.202362	0.0538024	0.314136	0.883025	2.74904	3	1.913027
969000	-400.9078	-460.1238	59.21594	2	1.738978	0.0625005	0.0241337	0.0686	0.0682028	0.0143316	0.0224193	0.00605605	0.031754	0.0873521	0.0123798	0.00315085	0.0752428	0.0338787	0.00227392	0.0233735	0.0798649	0.00742675	0.146509	0.0286977	0.301428	0.00235348	0.0534827	0.490011	0.0563805	0.329635	0.128773	0.0516402	0.0122614	0.164441	0.259993	0.624039	1.06184	2.05413	4	2.388554
970000	-410.7289	-459.6084	48.87948	1	3.124088	0.0977531	0.0054711	0.045349	0.0147268	0.00839015	0.0542729	0.00820678	0.034324	0.0485873	0.0237423	0.00328763	0.000543483	0.0775089	0.0349122	0.0771599	0.0360183	0.0315981	0.189451	0.313593	0.00830956	0.0198226	0.0540681	0.0684118	0.133459	0.295171	0.397047	0.123284	0.0298964	0.196439	0.398639	0.738175	1.08306	1.78012	3	2.430803
971000	-403.2764	-459.6326	56.35616	2	1.174995	0.0463109	0.0703754	0.0136052	0.00648119	0.00285829	0.0553156	0.0124452	0.0789114	0.0109106	0.0112262	0.00980145	0.039285	0.00822176	0.0174971	0.0189825	0.0604569	0.0351101	0.365311	0.198618	0.0708481	0.231821	0.446498	0.112802	0.00511867	0.219307	0.199325	0.0819332	0.13747	0.156862	0.170492	0.523697	1.02387	2.28194	4	2.72371
972000	-413.4394	-459.3008	45.86149	1	3.492389	0.0150406	0.0502555	0.0566723	0.0102064	0.0530439	0.0668169	0.00368218	0.0485813	0.0750651	0.0431648	0.0186884	0.181602	0.027213	0.0891666	0.000170656	0.0274393	0.020965	0.0153896	0.00274922	0.0359682	0.17206	0.0896929	0.0780111	0.000176469	0.281912	0.477885	0.156134	0.262021	0.335999	0.424098	0.755597	1.08406	1.73624	3	2.695772
973000	-407.026	-459.5774	52.55145	2	2.376023	0.0767929	0.0121965	0.0113193	0.0392779	0.0872901	0.0328543	0.00878525	0.0208044	0.0483109	0.0513305	0.0828688	0.0507031	0.0928996	0.00928965	0.0501865	0.0778857	0.0463417	0.0458212	0.0413302	0.0777796	0.18416	0.00125372	0.00681866	0.414969	0.349321	0.162877	0.316293	0.0335178	0.11156	0.334378	0.689844	1.07707	1.8987	4	2.544838
974000	-409.7468	-457.6409	47.89414	1	4.935085	0.002535	0.0326653	0.00595562	0.0212689	0.159546	0.018732	0.0433304	0.0219084	0.0186128	0.0182929	0.0125738	0.0152341	0.229959	0.0352719	0.0813179	0.103105	0.288159	0.0504335	0.383954	0.0843559	0.0471583	0.0477004	0.0165713	0.40631	0.00883351	0.0042947	0.0683132	0.0327043	0.0891397	0.499359	0.802388	1.08341	1.61484	3	2.348237
975000	-386.3603	-474.064	87.70375	10	0.6703028	0.0139186	0.031944	0.0581325	0.0290891	0.135435	0.0434524	0.0937589	0.0324065	0.17396	0.0427893	0.0254215	0.0441779	0.0565994	0.0638789	0.0327702	0.0530045	0.0388513	0.0236116	0.0458317	0.313467	0.29346	0.000814322	0.290259	0.29707	0.0756736	0.0558835	0.0767376	0.031515	0.0649351	0.0678597	0.349175	0.913346	2.66962	5	2.538849
976000	-379.4762	-464.2941	84.81787	10	1.644511	0.0131627	0.0122698	0.0316336	0.0373159	0.032328	0.0132821	0.0524414	0.045611	0.0162492	0.0155657	0.0162595	0.250968	0.0815549	0.0336989	0.117159	0.105866	0.0242636	0.0149416	0.183979	0.297281	0.132395	0.252434	0.015442	0.323393	0.0546552	0.00224826	0.361416	0.057358	0.0246171	0.246808	0.610967	1.05789	2.08433	5	2.61979
977000	-375.9076	-462.0711	86.16348	10	1.808028	0.0263643	0.0335942	0.0602251	0.0372897	0.0128147	0.0553	0.00608838	0.0620916	0.0496604	0.0204831	0.0329897	0.0308306	0.0481	0.173534	0.137721	0.0312095	0.287474	0.261862	0.56743	0.0922623	0.0940222	0.442388	0.173075	0.0329969	0.00787038	0.0534054	0.0808089	0.0955623	0.0459145	0.26923	0.632913	1.06435	2.03351	5	3.053368
978000	-378.3202	-462.3911	84.0709	10	1.079627	0.0421156	0.0396622	0.0372367	0.0336847	0.0640705	0.0399852	0.104514	0.00672871	0.0789292	0.0366212	0.00380559	0.00289019	0.0635539	0.0201046	0.0828311	0.110044	0.0739048	0.0488015	0.21968	0.41455	0.000742734	0.117578	0.0391617	0.490742	0.057299	0.171024	0.0450487	0.562594	0.0212917	0.152562	0.499443	1.01204	2.33596	5	3.029197
979000	-373.0866	-465.4545	92.36792	10	0.9174596	0.0298008	0.0274981	0.011462	0.040472	0.0967074	0.0082112	0.124704	0.0106886	0.097854	0.00330076	0.052393	0.0316612	0.276532	0.0535677	0.154207	0.0459448	0.0419463	0.0376685	0.225374	0.290181	0.0108522	0.0247637	0.0370851	0.112462	0.0113894	0.0190428	0.120744	0.0581373	0.263072	0.120205	0.450455	0.984853	2.44449	5	2.317721
980000	-375.7384	-463.975	88.23663	10	3.519532	0.0500644	0.00256797	0.0246022	0.0267621	0.211656	0.0154838	0.0124189	0.0554562	0.0217612	0.0250451	0.0242082	0.0955008	0.0460484	0.0296827	0.0123777	0.0377847	0.0077543	0.0134942	0.0400096	0.0359665	0.160345	0.168069	0.0122154	0.156157	0.416852	0.151438	0.278098	0.0500595	0.258394	0.425848	0.756763	1.08411	1.73328	5	2.440273
981000	-393.8546	-469.3488	75.49415	10	1.219169	0.0407791	0.0110165	0.0392438	0.033829	0.320039	0.032274	0.111001	0.0842907	0.103974	0.0226522	0.0429105	0.0380435	0.0978971	0.166676	0.204461	0.0115029	0.256961	0.450364	0.0116877	0.514631	0.186153	0.110372	0.019032	0.135381	0.195944	0.183399	0.0175435	0.0280258	0.0721746	0.178509	0.533993	1.02858	2.25892	5	3.542261
982000	-381.3094	-468.011	86.70165	10	0.7717105	0.112088	0.0155702	0.00370448	0.00240255	0.0445918	0.0761186	0.0424144	0.0692528	0.0285516	0.0448894	0.0746387	0.21126	0.037602	0.0764185	0.192013	0.0290445	0.183538	0.0169685	0.023998	0.27067	0.00992777	0.317236	0.317846	0.00582472	0.037348	0.315033	0.188804	0.421815	0.0816888	0.0895264	0.39549	0.948797	2.56619	5	3.251257
983000	-414.5441	-465.1646	50.62053	2	2.528777	0.0339814	0.123532	0.0238554	0.023905	0.022188	0.0551505	0.00330038	0.00309439	0.0136778	0.130756	0.0233359	0.0366698	0.135301	0.017102	0.255291	0.0118904	0.0386348	0.234211	0.273962	0.0305475	0.0575115	0.0604351	0.909369	0.272503	0.150669	0.0817008	0.195567	0.00836824	0.00400136	0.349168	0.701576	1.07895	1.87031	4	3.230511
984000	-412.9766	-458.1554	45.17877	1	1.911507	0.0279686	0.0253721	0.020647	0.0281829	0.0303286	0.00698625	9.66299e-05	0.0131866	0.127729	0.00589136	0.004539	0.0804266	0.065135	0.0204591	0.151999	0.191201	0.456698	0.0330099	0.0229394	0.206836	0.315464	0.153267	0.275206	0.0370717	0.101859	0.357981	0.0220793	0.12613	0.0134423	0.282477	0.645261	1.06761	2.00465	3	2.922133
985000	-414.9135	-462.3961	47.48265	1	1.730632	0.0509217	0.0422685	0.0452884	0.0222547	0.109567	0.056129	0.0202926	0.0623266	0.0386612	0.00259032	0.0375441	0.0124335	0.0791162	0.0373959	0.149105	0.00793574	0.118723	0.179932	0.042641	0.0114471	0.0196744	0.227795	0.501225	0.188632	0.330174	0.0419361	0.113257	0.141405	0.0191611	0.258854	0.622929	1.06152	2.0567	3	2.709832
986000	-404.3116	-454.5104	50.1988	2	3.678677	0.046679	0.0415174	0.00149207	0.0213129	0.0633607	0.0486949	0.0160139	0.0616232	0.0048921	0.0249753	0.0134091	0.0181358	0.0578886	0.0234676	0.0108356	0.0306171	0.155089	0.0394545	0.159866	0.198994	0.608002	0.161832	0.0597585	0.116555	0.11093	0.0609186	0.171735	0.0861364	0.318667	0.435789	0.763309	1.0843	1.7166	4	2.732853
987000	-398.0726	-456.5403	58.4677	2	0.5280126	0.0740921	0.0532948	0.0112616	0.0253561	0.08806	0.00943536	0.0520656	0.0136101	0.0865771	0.0127777	0.0043066	0.0387416	0.0562367	0.00111232	0.0364991	0.0632416	0.0247961	0.210415	0.0521896	0.134693	0.0279362	0.414932	0.319219	0.00990761	0.0458791	0.00184855	0.00710849	0.138066	0.0139936	0.0386899	0.26981	0.839627	2.85187	4	2.027653
988000	-411.1995	-468.6579	57.4584	2	1.155281	0.067251	0.00875434	0.0147171	0.0271718	0.0106818	0.0548896	0.0492473	0.0548918	0.031811	0.00211945	0.0613458	0.0563248	0.0695043	0.0325701	0.283806	0.0016927	0.221701	0.0241536	0.419523	0.0496796	0.0220588	0.317065	0.00618372	0.00926383	0.0698976	0.23878	0.0291603	0.0197596	0.179737	0.166856	0.51892	1.02162	2.2926	4	2.433742
989000	-435.6026	-478.5318	42.92924	1	1.166594	0.0552746	0.0164474	0.0377342	0.017501	0.0362827	0.0414581	0.0182592	0.0668318	0.0487899	0.0484197	0.0125274	0.0682297	0.201303	0.0389486	0.123701	0.0422394	0.0112593	0.301749	0.106992	0.0825771	0.219626	0.03182	0.00753254	0.522519	0.429765	0.0899621	0.459972	0.00895782	0.0748983	0.168947	0.521676	1.02292	2.28645	3	3.221577
990000	-411.491	-460.1098	48.61879	1	0.7367606	0.0337149	0.009827	0.0206869	0.0375145	0.183236	0.00878114	0.0441664	0.0153581	0.0581938	0.132342	0.0362489	0.00975067	0.0477007	0.00219297	0.0140955	0.0596518	0.029364	0.337682	0.141892	0.0254102	0.0478268	0.0168292	0.367255	0.0197341	0.48459	0.131194	0.0129631	0.100793	0.266611	0.0820513	0.380371	0.937765	2.59981	3	2.695605
991000	-407.0311	-460.2708	53.23972	2	1.642812	0.0852213	0.0405081	0.0194597	0.0186329	0.165949	0.0454882	0.0237572	0.0291022	0.00345873	0.0241282	0.00496547	0.00882658	0.0633749	0.0266497	0.134137	0.104674	0.0608983	0.141391	0.55333	0.0103338	0.011809	0.108535	0.15262	0.0237921	0.0959666	0.00806476	0.166819	0.0242419	0.497204	0.246565	0.610721	1.05781	2.0849	4	2.653339
992000	-411.2742	-457.9486	46.67432	2	0.9793843	0.0206214	0.0392692	0.0420029	0.0147667	0.131417	0.0147844	0.128082	0.00371976	0.176979	0.0299187	0.0118983	0.0438008	0.237987	0.0953471	0.0286137	0.0507342	0.0151195	0.0204663	0.442536	0.0182804	0.288748	0.305956	0.00777912	0.154187	0.0566049	0.349491	0.313522	0.0278168	0.130514	0.132822	0.470466	0.996498	2.40021	4	3.200964
993000	-405.783	-458.5517	52.76877	2	1.463564	0.0785341	0.0490358	0.0289875	0.000694519	0.00383105	0.0408464	0.0536849	0.00893435	0.109881	0.0541939	0.0204539	0.106564	0.0652065	0.0227507	0.01443	0.108812	0.535896	0.0103426	0.0948467	0.054517	0.0182229	0.385989	0.419922	0.00816988	0.11824	0.12691	0.0454956	0.170882	0.263699	0.219639	0.582377	1.04821	2.14978	4	3.019972
994000	-398.1994	-462.1767	63.97723	2	1.386904	0.05586	0.00454407	0.0104777	0.0387667	0.0127008	0.0197447	0.0115393	0.015521	0.0131906	0.00881832	0.00598023	0.00195678	0.0414047	0.0292254	0.065223	0.0327285	0.056811	0.00963537	0.133892	0.0221246	0.158129	0.0124558	0.0378715	0.103827	0.0161121	0.254739	0.236263	0.056331	0.3283	0.207311	0.568581	1.04303	2.18108	4	1.794173
995000	-404.2322	-457.0979	52.86578	1	2.746041	0.0397385	0.0196225	0.0224151	0.0355873	0.0558389	0.0291182	0.00136236	0.0293138	0.0228842	0.0453448	0.0441215	0.0447456	0.0455098	0.00385909	0.0626034	0.0313848	0.0192638	0.06476	0.199892	0.0199725	0.396938	0.300982	0.0473186	0.0742002	0.0136018	0.197651	0.0873886	0.111515	0.00304424	0.368608	0.716421	1.08094	1.83403	3	2.069978
996000	-406.9357	-466.8591	59.92339	2	1.266737	0.0716615	0.0644135	0.00336887	0.0334507	0.0385961	0.0474725	0.00588967	0.0351782	0.0155046	0.0233369	0.00132646	0.131791	0.00378417	0.0562087	0.0800876	0.0144621	0.251441	0.152189	0.0243163	0.0350479	0.262717	0.0859232	0.139578	0.172886	0.161864	0.0955463	0.0695916	0.00459867	0.137381	0.186939	0.544487	1.03318	2.23539	4	2.219613
997000	-417.3792	-466.3203	48.94109	2	0.8451013	0.0321296	0.0372983	0.0368204	0.0321635	0.0843148	0.0375477	0.0989809	0.0550928	0.0507818	0.0275368	0.0449856	0.0344757	0.112404	0.227272	0.0590429	0.00821136	0.108732	0.196059	0.324451	0.124898	0.056766	0.0595449	0.21285	0.099135	0.00700742	0.0615331	0.105626	0.391598	0.324583	0.105113	0.424678	0.968709	2.5015	4	3.051843
998000	-414.4441	-467.0511	52.60696	2	3.896928	0.00577179	0.0272233	0.0126995	0.0050827	0.109128	0.0377596	0.0421329	0.0319014	0.0820202	0.00451507	0.00992076	0.000926122	0.0531721	0.0963618	0.052682	0.0153935	0.0798168	0.157326	0.194931	0.00365796	0.00516094	0.0773676	0.532097	0.361254	0.17731	0.0178867	0.0705918	0.0523745	0.0208674	0.448609	0.771568	1.0844	1.69542	4	2.337332
999000	-402.1853	-460.5066	58.32128	2	2.068095	0.0544797	0.0463412	0.0147094	0.0227678	0.0282611	0.0290501	0.00424534	0.0181777	0.121473	0.0262342	0.0244084	0.0352292	0.0742778	0.165978	0.104788	0.0625966	0.0164481	0.0541746	0.292959	0.0274061	0.0135151	0.00030269	0.0254345	0.162909	0.376412	0.0101051	0.151495	0.405883	0.0637615	0.30127	0.662065	1.0716	1.96506	4	2.433821
1000000	-417.2043	-459.8859	42.68158	2	2.70742	0.0226897	0.0326529	0.0281735	0.0678631	0.223164	0.00105912	0.0718919	0.00871767	0.147923	0.0292069	0.0153826	0.0168534	0.20498	0.00916571	0.106521	0.0258182	0.0208979	0.0388087	0.353672	0.169928	0.0102911	0.0306222	0.0983009	0.0351677	0.953872	0.00384952	0.699955	0.00683984	0.00674488	0.36528	0.713924	1.08063	1.84016	4	3.441013
1001000	-400.988	-453.8892	52.90118	2	2.270601	0.0620005	0.0202058	0.0124922	0.0399045	0.0162065	0.0200711	0.129606	0.0208567	0.00398073	0.0130246	0.0223288	0.0693252	0.113789	0.0372615	0.140148	0.0623909	0.277272	0.27395	0.0849014	0.35825	0.0467374	0.230838	0.141117	0.0188308	0.0287263	0.120187	0.628615	0.0358838	0.0035482	0.32357	0.681015	1.07549	1.91993	4	3.032449
1002000	-397.1757	-462.4952	65.31944	10	0.5142296	0.0837946	0.0153425	0.00703871	0.0236984	0.0543752	0.0153258	0.0476481	0.00813918	0.150352	0.0514544	0.106184	0.0581881	0.02861	0.0161286	0.0373701	0.247266	0.337811	0.0188999	0.0687093	0.342599	0.0316711	0.483153	0.0252745	0.3717	0.202584	0.014969	0.164599	0.286521	0.32858	0.0360545	0.261104	0.830352	2.87249	5	3.627986
1003000	-379.0011	-464.4505	85.44936	10	3.828724	0.0783808	0.0309902	0.0084608	0.0428496	0.110189	0.0123043	0.00412216	0.0195147	0.0947281	0.00829164	0.0393494	0.0224829	0.0755375	0.026805	0.0145395	0.0120185	0.168831	0.0574358	0.318622	0.0214437	0.0375828	0.229149	0.00159847	0.0438139	0.620508	0.605991	0.199414	0.0582428	0.0172339	0.444698	0.76907	1.08439	1.70184	5	2.980429
1004000	-382.6237	-466.69	84.06629	10	3.892179	0.0687117	0.00693444	0.0199494	0.0651884	0.130116	0.0203852	0.102531	0.0243656	0.0833769	0.0793552	0.0323636	0.0458208	0.0155852	0.0111791	0.18732	0.0261228	0.36476	0.0858575	0.190022	0.0225752	0.00205855	0.301276	0.0366997	0.097433	0.0586686	0.42035	0.00474172	0.0634286	0.122005	0.448339	0.771396	1.0844	1.69586	5	2.689182
1005000	-371.2623	-461.0563	89.79397	10	0.9035311	0.0435269	0.038112	0.00568997	0.0369644	0.0560741	0.0112458	0.00661318	0.0611554	0.101327	0.00360885	0.0578481	0.0897141	0.159518	0.0336732	0.0243434	0.0160678	0.45429	0.204025	0.0380518	0.0664245	0.272728	0.0433173	0.0920044	0.0424947	0.0759584	0.146158	0.0219218	0.330049	0.0703952	0.117327	0.445704	0.981976	2.45499	5	2.603301
1006000	-375.2663	-464.4896	89.22329	10	0.9167903	0.0359094	0.0253239	0.0214064	0.022588	0.147053	0.0336887	0.0760373	0.0142973	0.124553	0.0171923	0.0140975	0.00380886	0.0612015	0.109611	0.110385	0.059062	0.0401526	0.0147339	0.369521	0.00689823	0.352234	0.0813049	0.00833875	0.0871005	0.0675081	0.129166	0.171742	0.0320623	0.371314	0.120067	0.450228	0.984717	2.44499	5	2.608292
1007000	-375.5981	-464.7694	89.17129	10	1.06352	0.107911	0.0209993	0.0205279	0.0480292	0.00757919	0.0100177	0.0136913	0.0205139	0.142136	0.0436156	0.0395986	0.0221956	0.11436	0.0418085	0.102298	0.0224581	0.0347636	0.271649	0.0550292	0.0310841	0.250471	0.0143096	0.198598	0.110478	0.00547606	0.0149602	0.104961	0.23069	0.0134875	0.149451	0.495046	1.00978	2.34573	5	2.113698
1008000	-380.0928	-471.3477	91.25485	10	0.7619908	0.0251309	0.00516533	0.0137979	0.0108058	0.0699669	0.116682	0.0617608	0.00729569	0.0444835	0.00253477	0.0188553	0.00619175	0.0631848	0.243622	0.0568398	0.0230322	0.103886	0.185339	0.163121	0.000741477	0.00073254	0.278772	0.307672	0.332389	0.0795327	0.0605172	0.297989	0.0140069	0.0149784	0.0874492	0.391369	0.94584	2.57534	5	2.609027
1009000	-373.3713	-458.5749	85.20359	10	1.000596	0.0264624	0.00463863	0.0175961	0.0154961	0.0641245	0.0419642	0.00838397	0.0845134	0.0532731	0.0194597	0.0427532	0.000647413	0.0978882	0.199824	0.0600323	0.0412744	0.0304532	0.431591	0.260233	0.043316	0.466548	0.0605745	0.300512	0.0419982	0.0149608	0.270962	0.00379311	0.0469442	0.0158877	0.137073	0.476931	1.0001	2.3859	5	2.766106
1010000	-367.163	-458.1179	90.95489	10	1.312266	0.0605116	0.0357168	0.00315675	0.0272043	0.0172609	0.0628636	0.0201744	0.042834	0.0769117	0.0126782	0.019075	0.0142844	0.0514972	0.0350236	0.31787	0.0829147	0.0120055	0.0285051	0.0743619	0.0319416	0.223515	0.153359	0.0166426	0.0191335	0.125911	0.181429	0.194672	0.422189	0.375696	0.194812	0.554001	1.03719	2.214	5	2.739338
1011000	-380.3684	-470.4584	90.08994	10	0.543655	0.0422778	0.0115222	0.0115862	0.0430275	0.163076	0.0152752	0.0164017	0.0677219	0.129132	0.00474194	0.0282035	0.0344645	0.141922	0.117521	0.0929825	0.0732695	0.113506	0.110923	0.530202	0.0148768	0.0949676	0.0272172	0.0190884	0.192138	0.00744486	0.120075	0.00342561	0.224678	0.0337934	0.041737	0.279463	0.849606	2.82919	5	2.48546
1012000	-379.2004	-460.4528	81.25241	10	2.3565	0.0298297	0.0150414	0.0159186	0.0344802	0.318115	0.0559606	0.0427154	0.00860121	0.107272	0.000471992	0.0660816	0.0751144	0.0854975	0.0349864	0.0326983	0.0456597	0.611627	0.0397556	0.0453463	0.15422	0.00821241	0.155736	0.00721166	0.0452061	0.185087	0.0885364	0.17922	0.0166776	0.718508	0.332415	0.688257	1.0768	1.90253	5	3.22379
1013000	-380.5133	-460.9977	80.48436	10	3.176372	0.00401535	0.00347492	0.0297533	0.0286808	0.142057	0.0359219	0.0194282	0.0342137	0.0965895	0.00240992	0.014922	0.136405	0.35183	0.0453281	0.145424	0.075739	0.28278	0.00130984	0.285827	0.063441	0.0185316	0.292305	0.0529342	0.0444226	0.0304589	0.15472	0.620593	0.146531	0.31695	0.402462	0.740848	1.08326	1.77343	5	3.476998
