Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
10000	-1137.766	-1191.737	53.97006	2	1.488665	0.0311676	0.043527	0.109664	0.0107507	0.0161828	0.00362103	0.0502104	0.0316782	0.0160369	0.0297354	0.00236929	0.00161113	0.105943	0.0325197	0.0471965	0.00446707	0.00225942	0.015584	0.0627185	0.0980349	0.035278	0.00949465	0.00657713	0.00744743	0.040689	0.0686182	0.00746598	0.000347428	0.0344479	0.00659236	0.0479905	0.0285869	0.0385013	0.0162805	0.00420704	0.0255245	0.106072	0.000647676	0.000327278	0.028833	0.00603707	0.0166386	0.00867084	0.00745022	0.074916	0.0428966	0.00799264	0.00215993	0.0231771	0.0114806	0.00566777	0.00611303	0.0257299	0.00199498	0.0180197	0.00127444	0.0394094	0.0471892	0.0395714	0.142771	0.022299	0.0418847	0.152342	0.0748311	0.0192435	0.0201097	0.0760346	0.0210841	0.275867	0.0131307	0.00120528	0.0760206	0.0121536	0.0186761	0.0687477	0.379112	0.0167862	0.00927737	0.0257919	0.00298796	0.041686	0.000714834	0.00642248	0.124525	0.0216404	0.0871194	0.0278034	0.243762	0.085758	0.104694	0.129717	0.0722481	0.00670841	0.011223	0.160372	0.0312901	0.0345718	0.0854636	0.00292694	0.0106196	0.0554904	0.0654596	0.0146617	0.223566	0.586659	1.04975	2.14003	4	4.510829
11000	-1144.772	-1202.107	57.33517	2	2.851007	0.0176155	0.127034	0.112438	0.0148629	0.012243	0.0144659	0.0437951	0.0207667	0.00200968	0.0367105	0.00441452	0.000973366	0.0231921	0.0148302	0.00954022	0.000263972	0.00674263	0.00470499	0.0162614	0.232275	0.00571191	0.000462683	0.00295706	0.0020804	0.0351987	0.0178554	0.00246005	0.0129481	0.0398597	0.0057818	0.00469021	0.0169935	0.0426498	0.000790426	0.00904999	0.0375788	0.105333	0.0574096	0.0321834	0.0119506	0.0222911	0.00445912	0.026835	0.00236687	0.0104778	0.00230765	0.00482292	0.0347984	0.0170965	0.00238096	0.00022546	0.0103706	0.0329988	0.0215076	0.0119491	0.124828	0.0531463	0.00311522	0.00220743	0.0861876	0.0561733	0.00635376	0.0463047	0.00015295	0.0279528	0.0349513	0.115124	0.0184106	0.195689	0.0160806	0.22207	0.0577387	0.0227291	0.0685817	0.0185025	0.172568	0.0648594	0.135656	0.00156714	0.0638103	0.0636095	0.0049087	0.0874141	0.112853	0.0469045	0.0256127	0.0192586	0.00943716	0.00239751	0.202853	0.106386	0.0145303	0.0063254	0.00279132	0.0231081	0.00225868	0.0689463	0.146858	0.000996098	0.0145821	0.00901261	0.14725	0.104009	0.377397	0.72293	1.08167	1.818	4	4.201037
12000	-1140.988	-1198.389	57.40158	2	2.919669	0.0425997	0.00121574	0.0672064	0.0107446	0.0118536	0.0133519	0.0168578	0.00538727	0.00866679	0.0129329	0.0334423	0.0105506	0.0133829	0.00502143	0.0188333	0.0232188	0.00115313	0.0163303	0.0219215	0.0573264	0.0306388	0.0261943	0.0114685	0.0183177	0.0368551	0.0440605	0.0131584	0.000905712	0.0385477	0.00359414	0.0532917	0.0314614	0.00308111	0.0117124	0.0103983	0.00078973	0.163383	0.0308988	0.00128926	0.0176943	0.00130705	0.0104612	0.0250321	0.000921335	0.0145029	0.00397533	0.00120458	0.0195146	0.00174983	0.0105544	0.00907466	0.00825495	0.00904335	0.0471632	0.00261956	0.155696	0.0890801	0.0190549	0.0774829	0.0331272	0.0929901	0.0286818	0.0451692	0.089802	0.00655859	0.00372175	0.00442959	0.065011	0.297524	0.0150814	0.218152	0.0159934	0.0121546	0.068986	0.0268146	0.139671	0.113524	0.148044	0.0408575	0.0239035	0.0712821	0.00744328	0.0202805	0.173107	0.0214648	0.0538159	0.000887891	0.0215885	0.00298416	0.156859	0.150581	0.0289502	0.0265987	0.0407718	0.0139067	0.00258951	0.0115618	0.112174	0.0102574	0.00266774	0.063078	0.266693	0.04728	0.38295	0.726981	1.08209	1.80798	4	4.243452
13000	-1141.417	-1188.272	46.85429	2	2.331082	0.036697	0.0311392	0.0704071	0.0361596	0.0240439	0.0231576	0.0731431	0.0131397	0.000683696	0.0204864	0.0078704	0.0293204	0.0246697	0.0242537	0.0245808	0.000465626	0.0294435	0.00596289	0.0226107	0.234054	0.0153031	0.0164726	0.00355149	0.002768	0.0372293	0.0529931	0.00477062	0.0287437	0.0246155	0.00749736	0.00858146	0.0325565	0.0114881	0.0297777	0.00719391	0.0599757	0.19496	0.0264555	0.0333649	0.00455218	0.0124162	0.00754018	0.00497093	0.0144241	0.00439245	0.0406575	0.00114328	0.0536898	0.0111565	0.0266978	0.0115377	0.000850701	0.0167595	0.0206631	0.19094	0.0875401	0.0246404	0.000608153	0.00886869	0.305515	0.00190971	0.0135664	0.0233676	0.0534172	0.00161789	0.0237537	0.0364939	0.0131545	0.50917	0.082454	0.254317	0.0283091	0.0255642	0.00334927	0.00343525	0.176118	0.00534189	0.182282	0.00373662	0.0719463	0.105702	0.00708078	0.00423186	0.302716	0.0444919	0.0928295	0.0286589	0.023276	0.0136148	0.13643	0.188253	0.074558	0.0310586	0.0491437	0.107479	0.0179027	0.0134206	0.194494	0.0111566	0.0308241	0.00974564	0.11278	0.0166521	0.329833	0.686159	1.07643	1.90758	4	5.309955
14000	-1141.164	-1203.651	62.48785	2	2.527442	0.00603946	0.0268221	0.027344	0.0207475	0.0129763	0.0201896	0.0132184	0.0394554	0.0245901	0.0428342	0.00362471	0.00513269	0.0158007	0.0166332	0.0300431	0.00200025	0.0132124	0.0208114	0.0260646	0.172171	0.021469	0.00212508	7.18975e-05	0.00373364	0.0424895	0.0360293	0.00652707	0.00688894	0.0291908	0.00168073	0.00548061	0.034137	0.0221948	0.0329819	0.00805767	0.00112936	0.0309028	0.0631281	0.00870292	0.00694303	0.0138326	0.0203618	0.011569	0.00276656	0.0197166	0.0224944	1.00788e-06	0.0302442	0.0198079	0.000192736	0.008585	0.0198901	0.036124	0.046131	0.00773567	0.0142585	0.0194675	0.0103044	0.0103327	0.140632	0.0167141	0.00170297	0.0775613	0.100025	0.0258312	0.045566	0.0266993	0.00225504	0.248635	0.0176815	0.0811966	0.0390165	0.0114647	0.0218415	0.0397765	0.115519	0.0369002	0.162071	0.0710333	0.0166415	0.0714476	0.0348382	0.00505717	0.0494977	0.01933	0.0922373	0.0189263	0.0198258	0.00504924	0.204732	0.15508	0.0191257	0.0479169	0.0248681	0.0294372	0.0026622	0.0464283	0.100548	0.0171938	0.267326	0.0314352	0.22651	0.0736527	0.349043	0.701479	1.07893	1.87055	4	4.079281
15000	-1140.298	-1195.492	55.19396	2	1.593168	0.00262916	0.0450087	0.0133399	0.00687061	0.0095714	0.0112846	0.0236258	0.0234636	0.00398901	0.0307405	0.00770429	0.0119391	0.100182	0.0282748	0.0228861	0.0272251	0.0282812	0.00313715	0.0337463	0.122628	0.0178444	3.21705e-06	0.00149709	0.0249478	0.013777	0.102372	0.000781926	0.00592259	0.01705	0.00371282	0.0171655	0.0844198	0.0043255	0.00157235	0.00047397	0.0130466	0.112195	0.0618797	0.0575865	0.0012232	0.00985076	0.00372008	0.02022	0.00785682	0.0120021	0.00330222	0.00943866	0.014819	0.0400612	0.0126131	0.00152688	0.000690385	0.00358489	0.036529	0.097589	0.0347508	0.133408	0.0161475	0.0155054	0.296855	0.00097703	0.140363	0.0229565	0.0883232	0.0247416	0.0551987	0.173212	0.0188894	0.199887	0.0289943	0.341901	0.00356795	0.0101287	0.0191212	0.105997	0.14647	0.0128162	0.175471	0.0428454	0.0227437	0.0761491	0.0841607	0.0120571	0.0248185	0.129277	0.0126689	0.018693	0.0320333	0.00301833	0.294701	0.18877	0.0462509	0.0274149	0.00616012	0.0040292	0.0359678	0.0140184	0.0503384	0.0218936	0.0240595	0.032964	0.0581165	0.00514073	0.239363	0.603364	1.05545	2.10182	4	4.706101
16000	-1165.112	-1215.766	50.65435	2	1.544723	0.0307602	0.0712291	0.0783452	0.028741	0.0486731	0.0152058	0.0374892	0.0127759	0.00551373	0.015705	0.00787534	0.0362462	0.0331146	0.0264168	0.0263324	0.00451816	0.00465694	0.0731255	0.0248783	0.194622	0.0083818	0.0210025	0.0101871	0.00990964	0.0790528	0.158556	0.0109626	0.00752013	0.0103559	0.0470286	0.0214919	0.101757	0.0066055	0.0140733	0.0157159	0.0261229	0.0836536	0.0246158	0.00798864	0.0344348	0.00991223	0.0204735	0.0238931	0.00872575	0.0111265	0.0751273	0.00390027	0.00591513	0.0111803	0.0137874	0.000847778	0.0134487	0.0248793	0.090802	0.076144	0.146122	0.0555328	0.00972718	0.0233535	0.160929	0.0422198	0.00699758	0.0168968	0.154389	0.0993938	0.0085333	0.0020628	0.0243153	0.345571	0.00730158	0.136781	0.0196501	0.00288801	0.0117327	0.13363	0.187258	0.00187696	0.0303409	0.0344486	0.00578096	0.0506829	0.0314351	0.0157334	0.15571	0.159605	0.0302086	0.0152196	0.0803506	0.0419879	0.239647	0.195984	0.0659537	0.0482975	0.0212194	0.112965	0.0312966	0.0530168	0.233674	0.000636018	0.00157133	0.0414469	0.0651756	0.0474481	0.232149	0.595835	1.05294	2.11907	4	5.272801
17000	-1130.865	-1191.273	60.40834	2	1.814492	0.0395162	0.0668068	0.115665	0.00905517	0.00716636	0.00424601	0.0197714	0.0441962	0.0158182	0.0151841	0.00534821	0.0348446	0.0409239	0.00865911	0.044002	0.0161234	0.0465704	0.00078096	0.0552814	0.163045	0.0121926	0.00753834	0.00325871	0.0281633	0.0460716	0.04538	0.0180489	0.00083623	0.0529666	0.00159466	0.0215379	0.0162449	0.0162017	0.0428743	0.000740286	0.00657787	0.100475	0.00212985	0.048399	0.0039614	0.00331406	0.0033732	0.00856495	0.0150253	0.00928213	0.00475827	0.000669543	0.00387598	0.00586642	0.00278284	0.0194791	0.0117319	0.0291958	0.0636526	0.0296006	0.00466533	0.00381843	0.13017	0.0416465	0.113228	0.00970977	0.00475925	0.0386107	0.158568	0.0452968	0.00199406	0.0109658	0.00857441	0.308903	0.0354091	0.114103	0.0146441	0.0211579	0.0202314	0.0552497	0.132632	0.0554786	0.0297946	0.0149157	0.0273285	0.110482	0.0122207	0.0811762	0.0543563	0.0797194	0.0167741	0.0248138	0.0320471	0.0953724	0.162822	0.0573661	0.0465508	0.0116212	0.00504675	0.0257018	0.035772	0.0301198	0.120907	0.0082395	0.00157938	0.122677	0.0999013	0.00510719	0.270078	0.633717	1.06457	2.03164	4	4.0816
18000	-1151.395	-1200.947	49.55204	1	1.388206	0.0673773	0.00735276	0.0440258	0.00143239	0.00406294	0.0265622	0.0128537	0.0490425	0.0152869	0.0436483	0.00512512	0.00764229	0.0566482	0.000918039	0.0065006	0.0140833	0.0152077	0.0056087	0.0401201	0.026448	0.00353519	0.024375	0.000902595	0.0310785	0.0521369	0.115297	0.00203368	0.000793912	0.0197015	0.00433517	0.0164925	0.0445456	0.0256902	0.0170715	0.013261	0.0430677	0.0939827	0.0293618	0.00199173	6.61878e-05	0.0244121	0.0122669	0.0125455	0.0128951	0.00682179	0.0454862	0.000627598	0.0335836	0.0190069	0.00417594	0.00323575	0.00646912	0.0323357	0.0297615	0.0278703	0.272974	0.0151071	0.00494843	0.0444074	0.215517	0.0491911	0.0883088	0.053045	0.0984297	0.0256522	0.0132255	0.0487206	0.0145865	0.320046	0.00632607	0.230097	0.0422803	0.0235041	0.05237	0.057244	0.167847	0.00903591	0.0199234	0.00440774	0.00963106	0.0798389	0.0151624	0.026014	0.153141	0.0696855	0.0931371	0.165092	0.00732612	0.00419844	0.0870129	0.010236	0.00832649	0.103407	0.132285	0.0158435	0.0389016	0.0200672	0.0692577	0.0132279	0.033842	0.114062	0.0614963	0.0161547	0.207525	0.568825	1.04312	2.18053	3	4.485702
19000	-1130.295	-1189.062	58.76729	2	3.752389	0.0586264	0.023997	0.0183574	0.0115576	0.0213111	0.00137102	0.029285	0.0451874	0.0090293	0.0457064	0.00922304	0.0124887	0.0146138	0.00887437	0.0256124	0.000985092	0.00331762	0.00474018	3.14538e-05	0.0684193	0.00733511	0.013269	0.00453767	0.00300387	0.0732616	0.0563251	0.0135406	0.00335302	0.0267073	0.00146259	0.063082	0.0336444	0.0199749	0.0111516	7.01448e-05	0.00621384	0.0638664	0.0327162	0.00186398	0.00370231	0.000850096	0.0267734	0.014598	0.00524112	0.0131937	0.00990326	0.02405	0.0223466	0.027577	0.00859133	0.00196819	0.0256712	0.014286	0.0637925	0.0766163	0.0910795	0.00117272	0.0222459	0.0303543	0.230411	0.0836423	0.0549767	0.0152025	0.102503	0.0297117	0.0158279	0.0441265	0.005523	0.346765	0.0166658	0.175979	0.00455081	0.0658121	0.0239723	0.0206303	0.0935889	0.0211898	0.01555	0.0198389	0.0037634	0.14303	0.0575495	0.0536991	0.146315	0.124481	0.0450721	0.258762	0.0203096	0.0105632	0.128503	0.0119295	0.0261305	0.0599173	0.0112945	0.00545402	0.0249187	0.0217758	0.162654	0.0075313	0.00909199	0.0911715	0.0734492	0.056076	0.44022	0.766186	1.08435	1.70924	4	4.272037
20000	-1187.359	-1230.772	43.41275	2	0.8545852	0.175888	0.170477	0.00890097	0.0154384	0.0482786	0.0151446	0.0239809	0.0114969	0.00396502	0.052644	0.0260405	0.0123641	0.0181834	0.0329491	0.0736504	0.00233243	0.0212321	0.00107539	0.0442537	0.174402	0.013742	0.0789836	0.00710953	0.0378584	0.0651253	0.0422935	0.00484329	0.0384559	0.0310496	0.0332556	0.0223086	0.0767119	0.00656132	0.0620101	0.00635605	0.0131908	0.0481026	0.0426329	0.0210751	0.00393421	0.0413919	0.0190981	0.0337854	0.0262999	0.013628	0.104984	0.0395568	0.0218594	0.0200795	0.00690339	0.0110387	0.00713167	0.0410844	0.0918687	0.0432367	0.123842	0.0437764	0.02917	0.0201	0.0678307	0.0413514	0.0446407	0.0504846	0.0217865	0.0206059	0.00637871	0.00601047	0.0500546	0.397667	0.00697906	0.234136	0.0442758	0.000305405	0.03996	0.0107944	0.332863	0.0321443	0.0142649	0.0065078	0.0518327	0.200008	0.0559408	0.176254	0.229983	0.175676	0.0957789	0.232132	0.0184134	0.023213	0.107658	0.00112544	0.0290564	0.2214	0.0249684	0.000109729	0.00793042	0.0268345	0.205549	0.00214439	0.009478	0.0728293	0.176386	0.00602771	0.10711	0.428216	0.971003	2.49367	4	5.9069
21000	-1136.301	-1195.895	59.59343	2	2.126862	0.0672864	0.0148028	0.027503	0.00749446	0.0191587	0.00814493	0.0567135	0.00975308	0.00734089	0.0468132	0.0188817	0.0226817	0.0163394	0.00319999	0.0179936	0.0169203	0.0153574	0.0145843	0.0236352	0.0735531	0.00904019	0.0137006	0.00495232	0.00946403	0.0220014	0.0293577	0.00229174	0.00164279	0.0151154	0.0109106	0.0226042	0.0066268	0.101877	0.0805433	0.0148619	0.0308896	0.0418672	0.0439217	0.0122464	0.0119615	0.0154239	0.00114113	0.0284159	0.000395766	0.00953166	0.037926	0.00482122	0.00532758	0.0288768	0.00433371	0.00890487	0.00544899	0.0263323	0.0415177	0.0052356	0.0871195	0.117514	0.0147709	0.00182327	0.0656604	0.0577083	0.290409	0.0568772	0.0319084	0.0107856	0.0146663	0.013944	0.0511309	0.343528	0.0457561	0.0912838	0.0205074	0.0125109	0.0982426	0.0887913	0.00607593	0.00566611	0.000297284	0.0404724	0.00197797	0.0317314	0.0197803	0.0324529	0.181679	0.195407	0.000628774	0.252245	0.0307468	0.0234976	0.302923	0.0228228	0.00608548	0.117209	0.00236576	0.0689966	0.00373786	0.00818989	0.135514	0.0759551	0.0351429	0.0269375	0.102408	0.0229384	0.307962	0.66786	1.07286	1.95132	4	4.466488
22000	-1139.643	-1191.761	52.11765	2	2.124356	0.00765053	0.0281623	0.0447808	0.0112183	0.00433389	0.00453745	0.0140807	0.0211137	0.00610073	0.014801	0.0285048	0.000554362	0.0578068	0.0025799	0.00443837	0.0169518	0.0108838	0.0173321	0.0272465	0.0957166	0.0270687	0.00347028	0.00237568	0.00759157	0.0588179	0.0672578	0.0096117	0.00645153	0.0682361	0.0120851	0.06644	0.0261192	0.0249593	0.0113083	0.000360532	0.017823	0.245761	0.00216542	0.0184415	0.000846142	0.00286509	0.024747	0.00949085	0.0159447	0.0128449	0.00641035	0.00703496	0.0208787	0.00373877	4.54101e-05	0.00494762	0.0159319	0.0247288	0.0957187	0.205752	0.200982	0.160866	0.014287	0.0224793	0.26696	0.117907	0.197063	0.033753	0.0196832	0.0710281	0.0463975	0.000733742	0.0197869	0.253023	0.0032618	0.0897503	0.0223894	0.0321594	0.0915401	0.0329652	0.0352996	0.00521035	0.00602029	0.043794	0.0604939	0.000871451	0.0403892	0.0271644	0.15502	0.286451	0.0427565	0.100969	0.0271749	0.0335081	0.112574	0.00836041	0.0139285	0.0351262	0.00322581	0.020307	0.106562	0.00698449	0.101882	0.00820819	0.0156468	0.00851429	0.184751	0.0045691	0.307681	0.667618	1.07281	1.95189	4	4.739843
23000	-1141.232	-1198.957	57.72465	2	2.131837	0.0351562	0.00857024	0.0187372	0.0171857	0.0404258	0.0119027	0.019711	0.0354378	0.00607704	0.00995647	0.00204441	0.00404465	0.0182823	0.00968828	0.00328574	0.0128783	0.0110957	0.0105598	0.00476546	0.231894	0.00145935	0.0141901	0.00957386	0.0168662	0.0417422	0.0705665	0.00346266	0.00972364	0.0133347	0.006711	0.0118771	0.0315888	0.0117722	0.0216911	0.0113899	0.0196623	0.206067	0.0342364	0.0116218	0.0187086	0.00570393	0.00214393	0.00659799	0.00325993	0.0203371	0.0259131	0.014584	0.0175454	0.00559818	0.0139327	0.00723794	0.00256823	0.020487	0.080275	0.0763821	0.139316	0.171874	0.0101011	0.0104491	0.0174978	0.000426942	0.257944	0.0644495	0.0292619	0.066675	0.0121006	0.0293505	0.00699336	0.374783	0.00427444	0.179753	0.0191283	0.00847131	0.00511998	0.0162505	0.0324506	0.000957064	0.0221055	0.0525517	0.128102	0.012862	0.0463458	0.0570706	0.215339	0.215602	0.0746329	0.0757989	0.029094	0.00161201	0.129246	0.00540253	0.0381098	0.0650507	0.0208663	0.000574439	0.0326599	0.0222307	0.206898	0.0346941	0.0279528	0.0312926	0.230908	0.0914154	0.30852	0.668339	1.07296	1.95018	4	4.706556
24000	-1165.363	-1216.227	50.86342	2	1.864013	0.192361	0.0874256	0.0543789	0.0233124	0.0152217	0.00792991	0.0397222	0.0120587	0.019354	0.0574666	0.0166313	0.000251856	0.0145666	0.00811518	0.0168934	0.00444039	0.00697063	0.0115852	0.0186936	0.272014	0.0135315	0.0510141	0.0067971	0.0113035	0.0551022	0.0671464	0.0277463	0.0109663	0.0866955	0.0298745	0.0475921	0.0437875	0.000880532	0.00318409	0.0127363	0.0119398	0.216688	0.0132257	0.00411363	0.000293145	0.00740154	0.0270024	0.0329472	0.0049882	0.00687928	0.0285371	0.000410404	0.0256921	0.00480475	0.0375865	0.0111297	0.00454492	0.0365943	0.0795235	0.0534278	0.172057	0.152394	0.0496879	0.0217345	0.129061	0.0111786	0.0805625	0.00108266	0.0216445	0.0136127	0.0364226	0.0337316	0.0340455	0.236564	0.0954847	0.109537	0.00757148	0.0311677	0.0084429	0.0590296	0.0194172	0.0131304	0.00595784	0.00956857	0.00104382	0.0174693	0.0300743	0.0703597	0.210745	0.13143	0.044785	0.216696	0.0734181	0.00756134	0.0661916	0.000189201	0.00272054	0.103537	0.00846837	0.107284	0.0306865	0.00539497	0.186152	0.0861554	0.0111421	0.152004	0.191341	0.034073	0.276483	0.639727	1.06618	2.01761	4	5.097489
25000	-1152.405	-1205.349	52.94333	2	1.849632	0.0231037	0.00468543	0.0831382	0.0152185	0.015928	0.00480968	0.0306812	0.028777	0.00924735	0.00988539	0.0156785	0.0122922	0.061713	0.0522969	0.0160899	0.0039577	0.0118668	0.0950861	0.000448988	0.26992	0.0124139	0.002335	0.00714675	0.000913137	0.0270107	0.0876771	0.00141477	0.00573192	0.0265025	0.00201871	0.028067	0.00651702	0.0506257	0.0245732	0.00717279	0.0462004	0.0863184	0.0198977	0.00335486	0.00920073	0.00127193	0.000861944	0.0104318	0.00558939	0.0146748	0.0290597	0.00129449	0.0218603	0.00772131	0.00720432	0.00354214	0.0330158	0.0170548	0.00552719	0.00612989	0.0961495	0.00265444	0.00442055	0.0334736	0.0437614	0.00837791	0.370205	0.00415858	0.0896132	0.00331494	0.00971334	0.0154259	0.0196492	0.339389	0.0532336	0.216451	0.0326686	0.0489253	0.0691548	0.0374916	0.0510529	0.120731	0.00119582	0.00816089	0.0629455	0.101576	0.0141706	0.0430973	0.0853471	0.125363	0.0693334	0.0798381	0.0385631	0.0168018	0.0838487	0.0302118	0.0117874	0.0836684	0.0353639	0.0149485	0.0117243	0.0245645	0.274829	0.0278409	0.00946474	0.0824996	0.128581	0.15273	0.27464	0.638008	1.06573	2.02163	4	4.673629
26000	-1167.964	-1220.761	52.79736	2	2.117123	0.0418555	0.0646885	0.0664508	0.00140393	0.0100218	0.0198457	0.0110751	0.0492324	0.012868	0.0400373	0.0109187	0.0139067	0.0850537	0.00751995	0.00973802	0.00626794	0.00711969	0.00185247	0.0546808	0.131238	0.0072298	0.00924001	0.00885817	0.0342357	0.0606609	0.03085	0.0299135	0.0128493	0.109797	0.0284516	0.00818094	0.0333672	0.0146652	0.0198888	0.000331087	0.0494547	0.0679198	0.0103048	0.0201898	0.00432865	0.0383814	0.0218171	0.0136658	0.0154444	0.00102107	0.00445327	0.00839891	0.00565023	0.00355916	0.0145013	0.0119631	0.00497915	0.0406474	0.0290527	0.0423621	0.0684268	0.147099	0.00585072	0.0116112	0.108127	0.0236985	0.171731	0.0537062	0.00917827	0.0208802	0.0166351	0.00520859	0.113681	0.295261	0.114675	0.00917564	0.0601458	0.00582066	0.00215369	0.0699983	0.000658885	0.0167065	0.0101143	0.0144278	0.0762611	0.113233	0.0135376	0.0400682	0.152254	0.173144	0.0595608	0.10075	0.0823782	0.137376	0.131986	0.0288202	0.00305841	0.0214163	0.0129	0.135188	0.00191385	0.0192771	0.230324	0.299468	0.00939019	0.209742	0.186231	0.0148347	0.306866	0.666917	1.07266	1.95356	4	5.070473
27000	-1153.018	-1209.79	56.77208	2	2.911127	0.0186121	0.0272897	0.00983263	4.54049e-05	0.0157781	0.0318641	0.0344123	0.0362628	0.00457275	0.0561988	0.00927757	0.00144998	0.0496504	0.03529	0.0372617	0.00671618	0.00056999	0.0174418	0.0517338	0.190049	0.0317625	0.00452084	0.0299591	0.0275596	0.0295746	0.0602085	0.00822724	0.0240705	0.0347879	0.0487551	0.0307822	0.0343989	0.00437101	0.0137145	0.00501424	0.0224879	0.122232	0.0836618	0.0309271	0.00617517	0.00665582	0.00523595	0.0147752	0.00198315	0.0296699	0.0110507	0.00916502	0.0145716	0.0167128	0.0233777	0.00178197	0.000544027	0.00717661	0.0250633	0.0130956	0.0201217	0.0118713	0.0802376	0.0504519	0.030982	0.0195803	0.216037	0.0514554	0.00198274	0.00127942	0.00467191	0.0570141	0.00316899	0.372024	0.079002	0.0679236	0.0306009	0.000999109	0.00737895	0.00724106	0.16912	0.0331013	0.0115165	0.00442218	0.0136672	0.0401913	0.109744	0.0895713	0.210368	0.12639	0.0670809	0.0974525	0.0177026	0.0452418	0.139636	0.00599778	0.0332872	0.0259615	0.0669671	0.0289419	0.121718	0.0278124	0.140944	0.0224	0.00704809	0.0414634	0.144412	0.0227742	0.382268	0.726485	1.08204	1.80921	4	4.447316
28000	-1160.082	-1214.491	54.40968	2	1.198372	0.0589142	0.0371239	0.0763943	0.000309345	0.0476895	0.0310147	0.0143859	0.0316684	0.0127968	0.0522518	0.00937671	0.00647816	0.140552	0.000923787	0.0241437	0.0234616	0.00565058	0.00572609	0.00970862	0.117266	0.0310534	0.022593	0.0136521	0.00169904	0.0748841	0.0667923	0.00105791	0.0183351	0.0303227	0.000986629	0.00923698	0.0280276	0.0443125	0.0217743	0.00331907	0.0579196	0.150957	0.00605734	0.00456315	0.00938297	0.0255607	0.00139947	0.0335744	0.00989937	0.0116572	0.00607209	0.00374786	0.00150511	0.00425815	0.0280305	0.0399798	0.00386062	0.0246026	0.113364	0.0115266	0.00399104	0.0303004	0.092979	0.0249993	0.0617543	0.0794808	0.342391	0.00372439	0.157549	0.0252657	0.0196616	0.01515	0.00102884	0.421139	0.032812	0.204655	0.0807076	0.0296211	0.0403629	0.018257	0.115924	0.00705956	0.0214437	0.0100538	0.00280483	0.156766	0.0370862	0.0216967	0.0250464	0.224753	0.00201537	0.120706	0.0060245	0.0891145	0.17769	0.000352692	0.0627532	0.00852248	0.0107411	0.0235521	0.0237958	0.0680362	0.275827	0.109412	0.0367553	0.00474814	0.171283	0.191498	0.174758	0.529214	1.02641	2.26961	4	5.313095
29000	-1142.433	-1196.204	53.77114	2	3.031166	0.0988597	0.0495241	0.0370099	0.0140581	0.0428605	0.00754065	0.0955818	0.0444237	0.00092694	0.0382133	0.0163299	0.000294178	0.105772	0.0121497	0.00987551	0.000117809	0.00454139	0.0118611	0.00938535	0.244862	0.0127486	0.0253144	0.0173338	4.81967e-05	0.0301033	0.0429923	0.000282233	0.00650851	0.0296295	0.00420423	0.00298484	0.0124082	0.0147436	0.0108109	0.0192595	0.0215657	0.0562036	0.0835242	0.0424412	0.000145419	0.00123443	0.00132763	0.00659846	0.01271	0.0194126	0.030606	0.0121561	0.0160667	0.0143938	0.00433983	0.00755959	0.000108214	0.0319518	0.013872	0.00195491	0.0192475	0.0040205	0.0115529	0.0198763	0.0622071	0.129952	0.0676729	0.031883	0.0320702	0.0324734	0.0447401	0.0105028	0.0523554	0.235908	0.0363555	0.0696505	0.0570869	0.00713888	0.150457	0.0154674	0.148032	0.040983	0.0335158	0.0167741	0.00283725	0.0638888	0.00911811	0.0217879	0.323537	0.141545	0.061215	0.092631	0.0130509	0.00515381	0.0983673	0.0154267	0.169577	0.0135607	0.000372782	0.0336729	0.0172609	0.0299991	0.14817	0.112097	0.0021521	0.0670696	0.138255	0.236319	0.391659	0.733239	1.08267	1.79244	4	4.59872
