Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
814000	-2475.984	-2619.457	143.4726	10	1.00543	0.0616923	0.0898756	0.0269263	0.171177	0.111305	0.00958244	0.0251784	0.00703859	0.0288444	0.0428745	0.00401736	0.0306675	0.00247918	0.00749579	0.00670143	0.0536393	0.0117564	0.0427221	0.130725	0.0230312	0.0103908	0.293187	0.121189	0.0580892	0.0176322	0.0226518	0.00418509	0.00107954	0.057114	0.0169522	0.0233271	0.0201845	0.0055453	0.00105991	0.00297102	0.0138567	0.00958503	0.106064	0.0799753	0.00366356	0.203706	0.067301	0.00471824	0.100282	0.0492506	0.00245172	0.0279618	0.029879	0.00871473	0.0164259	0.00173415	0.0724897	0.00368326	0.0531487	0.0413517	0.058949	0.0306015	0.0562525	0.147022	0.136445	0.0237055	0.00334175	0.0104105	0.000980451	0.305588	0.0197651	0.270337	0.103038	0.00456307	0.0789839	0.0425682	0.00587139	0.185286	0.0104485	0.049316	0.295458	0.0239176	0.308365	0.0086873	0.139593	0.101892	0.0271213	0.0188156	0.0691735	0.801486	0.0184511	0.214932	0.00954327	0.149885	0.00607242	0.0042681	0.0354848	0.0052976	0.0190165	0.0110566	0.0936233	0.018844	0.0735969	0.0122232	0.769145	0.282574	0.0239755	0.0897053	0.0931003	0.107271	0.0846853	0.0921733	0.237791	0.0456535	0.000455849	0.0939967	0.0274101	0.221196	0.138036	0.478378	1.00089	2.38269	5	8.618941
815000	-2437.548	-2610.466	172.9171	10	0.9381613	0.032174	0.124909	0.0043854	0.0910565	0.185983	0.0224566	0.00839651	0.0519661	0.025342	0.0247088	0.0241184	0.0152601	0.00537886	0.0468106	0.00940083	0.0517294	0.0129985	0.0901313	0.0330603	0.0130355	0.0193041	0.0461464	0.155018	0.186584	0.00661501	0.0087014	0.00920168	0.00135265	0.0321321	0.000507363	0.0056261	0.0163843	0.132077	0.000523397	0.0100655	0.0484921	0.00988758	0.019189	0.0399807	0.0226162	0.164086	0.0176549	0.00165292	0.0399662	0.0439988	0.018403	0.0495443	0.0442207	0.00176999	0.0389833	0.000203657	0.0491	0.0164873	0.0023138	0.0186663	0.0103035	0.0551918	0.000945263	0.0415535	0.165514	0.0371953	0.152242	0.0584984	0.000878777	0.0925189	0.10506	0.34657	0.00541314	0.0417388	0.0020009	0.00899277	0.0121033	0.052206	0.00349157	0.0222311	0.0181343	0.279579	0.310418	0.110005	0.112414	0.0131656	0.0279325	0.145022	0.0130113	0.58864	0.00231941	0.00166299	0.0348112	0.0188151	0.00587083	0.00189145	0.0236333	0.00475666	0.0311831	0.105752	0.0178762	0.0755935	0.0517683	0.0405789	0.398174	0.0152459	0.379911	0.0689302	0.535663	0.0485002	0.19926	0.137466	0.0399704	0.036676	0.00583454	0.0123015	0.0260267	0.292314	0.124456	0.457342	0.988947	2.42926	5	7.596514
816000	-2436.29	-2613.753	177.463	10	0.9139341	0.138474	0.135203	0.036299	0.0778155	0.149033	0.000265354	0.00687068	0.0293411	0.0563419	0.0332715	0.0117574	0.0475566	0.00102614	0.0221946	0.0151967	0.0220908	0.00603039	0.0795388	0.0125725	0.022389	0.00675722	0.0607179	0.0504094	0.00459437	0.00422654	0.0325092	0.0208408	0.00156039	0.0127991	0.0384365	0.00657931	0.0313951	0.0271372	0.0388188	0.025595	0.0161228	0.0660981	0.125458	0.0549815	0.00387662	0.154037	0.0426359	0.00045046	0.0816198	0.103255	0.000622022	0.0248295	0.00245581	0.00291706	0.0218327	0.052945	0.0672174	0.0938647	0.00955948	0.0112441	0.00922799	0.0465381	0.0228424	0.110836	0.0569829	0.0135309	0.197228	0.183188	0.185424	0.0435202	0.00227045	0.0618442	0.0305769	0.0199433	0.0257438	0.0369092	0.063214	0.0495941	0.154226	0.189304	0.142362	0.299435	0.332687	0.0343119	0.0667896	0.132232	0.00205229	0.0736283	0.0384369	0.0925645	0.0192231	0.0326526	0.0179582	0.0777946	0.00349025	0.00114637	0.020369	0.133994	0.00120177	0.0292626	0.0177921	0.00192718	0.146531	0.0127019	0.0568366	0.0314338	0.0876217	0.0503027	0.053534	0.127073	0.283339	0.375601	0.168297	0.0715665	0.0197933	0.00928509	0.00103946	0.174141	0.119478	0.449261	0.984135	2.44713	5	6.945023
817000	-2478.614	-2632.988	154.3738	10	0.9521	0.246887	0.028735	0.00356082	0.0862123	0.169002	0.0299901	0.00535955	0.0419663	0.0184109	0.0559233	0.0240026	0.0221159	0.00137331	0.0350979	0.0291705	0.037352	0.0148333	0.0108606	0.183724	0.0120056	0.00490493	0.10148	0.0320722	0.254984	0.0032213	0.0146094	0.011872	0.0132622	0.028888	0.0253594	0.00688367	0.00054118	0.0354757	0.0156035	0.0386551	0.0174671	0.0739269	0.0399477	0.0187026	0.0425126	0.105147	0.0440398	1.98093e-05	0.030275	0.0269856	0.0508568	0.0242327	0.015062	0.00438108	0.0133672	0.00471814	0.0263694	0.301449	0.00913025	0.0579882	0.0583499	0.0377635	0.00470064	0.0907619	0.0123215	0.0244747	0.0855845	0.0418118	0.158301	0.00328557	0.0530409	0.0446934	0.0153718	0.00300277	0.0215461	0.0679183	0.0175418	0.0874018	0.0101836	0.0361487	0.0530157	0.0639412	0.909514	0.00239858	0.0232946	0.0707285	0.0553846	0.144311	0.0388844	0.501807	0.0471656	0.215946	0.0259151	0.113389	0.186616	0.0425736	0.000353346	0.0115518	0.00937726	0.00811393	0.00678034	0.0761866	0.268548	0.322736	0.0049635	0.00838391	0.00958738	0.0978696	0.202025	0.197133	0.0671367	0.540671	0.081683	0.034032	0.0796723	0.0191953	0.0554964	0.0460799	0.1273	0.461865	0.991586	2.41925	5	8.067642
818000	-2439.173	-2610.748	171.5757	10	1.279688	0.110513	0.106255	0.0486505	0.100867	0.343164	0.0090456	0.020585	0.0200563	0.0150202	0.0291399	0.00817578	0.0227352	0.00994566	0.0117729	0.00283799	0.0303803	0.0130821	0.00115554	0.156281	1.08621e-05	0.0321752	0.0734457	0.0431788	0.0179862	0.016195	0.00492676	0.000390523	0.0144204	0.0210287	0.0110602	0.0130681	0.0221722	0.0356918	0.0257475	0.0187591	0.0440037	0.0568846	0.000784577	0.0171087	0.116715	0.096187	0.0177291	0.00786797	0.0723412	0.0400224	0.0224392	0.0618142	0.0125813	0.00738154	0.00847552	0.00980245	0.00483587	0.0164494	0.0170406	0.00515363	0.0346218	0.0441855	0.0759719	0.0810493	0.0940838	0.137865	0.212284	0.010797	0.0604983	0.0616773	0.00447825	0.0286659	0.0459898	0.071491	0.0218962	0.0368531	0.103973	0.122538	0.000651788	0.159227	0.0846092	0.0524993	0.252969	0.065189	0.0277601	0.10579	0.00586798	0.0267396	0.0179142	0.429702	0.0625107	0.0106027	0.0939272	0.00795459	0.381464	0.0340669	0.0234498	0.0325605	0.0204274	0.0112948	0.00615707	0.0223049	0.233486	0.154797	0.135165	0.0217662	0.00169675	0.0309131	0.0370152	0.0182472	0.235987	0.428465	0.158486	0.145124	0.0757167	0.0454654	0.00829681	0.0480549	0.189198	0.547244	1.03436	2.2292	5	7.008778
819000	-2444.028	-2608.379	164.3504	10	0.7402236	0.162174	0.054723	0.000603562	0.207667	0.254693	0.0065933	0.00485666	0.038924	0.0263262	0.00723429	0.0125361	0.0254522	0.00043817	0.0411095	0.0189389	0.0537654	0.0542614	0.0057905	0.0199421	0.00442979	0.00774094	0.0606652	0.105278	0.0365771	0.0245502	0.00648253	0.00126448	0.0192813	0.0196623	0.00974991	0.0164119	0.033244	0.0370132	0.0118702	0.0273366	0.00462882	0.0344292	0.0603397	0.0122155	0.0312502	0.236132	0.0108878	0.00349762	0.0450621	0.0196223	0.0995255	0.0347941	0.0489779	0.0154036	0.0213282	0.0353597	0.0259059	0.072305	0.00125226	0.00686375	0.0336479	0.0178407	0.033482	0.0679255	0.014185	0.0263619	0.122689	0.00200217	0.311589	0.00224637	0.0411851	0.00491893	0.0826642	0.0133957	0.0984178	0.00570564	0.030081	0.00280326	0.0117891	0.231459	0.0779743	0.0145621	0.559122	0.0145576	0.122627	0.0943411	0.0732227	0.0414781	0.0271869	0.688245	0.0617777	0.419707	0.1004	0.035709	0.143308	0.00823936	0.0431032	0.132201	0.0161049	0.0207584	0.0102852	0.00992224	0.269746	0.0220356	0.069754	0.176416	0.0482528	0.0319126	0.0532713	0.0454424	0.0500499	0.320176	0.23153	0.378653	0.0558302	0.0662684	0.0273499	0.192846	0.0827924	0.381906	0.938908	2.59639	5	8.146127
820000	-2446.899	-2620.826	173.927	10	0.7277978	0.074037	0.0918761	0.025559	0.0786554	0.136202	0.0243749	0.00481875	0.0487839	0.0321301	0.0496721	0.00291348	0.00815473	0.0155656	0.00703762	0.00407168	0.0553307	0.0325071	0.0143189	0.0051144	0.00498638	0.0156809	0.0756455	0.0970624	0.0547599	0.00316439	0.00326345	0.00236546	0.000936756	0.012273	0.00601741	0.00865712	0.0476998	0.0229039	0.00638824	0.015187	0.00925432	0.0984262	0.0485067	0.0191654	0.0489814	0.139356	0.0728352	0.00870876	0.054403	0.159741	0.0137629	0.0359531	0.0212067	0.0316998	0.0191115	0.0079476	0.0743969	0.0210422	0.0681443	0.0202348	0.175854	0.0134503	0.109396	0.0291828	0.00595942	0.171724	0.141531	0.00127969	0.039795	0.204487	0.11196	0.0121306	0.00865313	0.017545	0.0105256	0.00934966	0.224956	0.0246628	0.00715035	0.0186644	0.0226754	0.0267781	0.496044	0.0189782	0.00535978	0.0619507	0.0380965	0.00129328	0.076209	0.465902	0.0160158	0.00566979	0.0127923	0.170515	0.095114	0.131421	0.014254	0.070145	0.00465155	0.0686917	0.012458	0.0489513	0.185256	0.0366474	0.0414566	0.034763	0.000808542	0.0613695	0.0927489	0.2891	0.0637282	0.246264	0.0913181	0.200488	0.0894247	0.00237243	0.176405	0.0755374	0.080133	0.376356	0.934749	2.60876	5	6.950904
821000	-2436.441	-2596.585	160.1446	10	0.9949177	0.0867155	0.14155	0.02551	0.102764	0.257975	0.00991941	0.0159652	0.0366287	0.0366655	0.0965911	0.00272894	0.0144049	0.000520102	0.0443377	0.00230685	0.0421858	0.00801669	0.0314134	0.138645	0.0014016	0.00521834	0.0710149	0.194938	0.0748148	0.000402656	0.0106566	0.0169171	0.0136692	0.0470288	0.0124321	0.0195172	0.00870589	0.0173398	0.0191854	0.0231934	0.0065058	0.0223926	0.0302656	0.0567942	0.0200821	0.242715	0.00615199	0.00211225	0.0569398	0.118849	0.0131744	0.0187135	0.00314675	0.00878138	0.0148743	0.102654	0.0543386	0.0420769	0.0120629	0.0187306	0.0914802	0.0182185	0.0675943	0.106664	0.00875325	0.0123794	0.161677	0.00515947	0.175341	0.0410174	0.0107005	0.0127102	0.00295533	0.0396681	0.025001	0.00403138	0.0513565	0.0554729	0.016728	0.107929	0.0523794	0.0151679	0.480529	0.00172616	0.0546943	0.0317424	0.0504688	0.0991835	0.00509625	0.546376	0.00742888	0.168515	0.0146122	0.138567	0.233409	0.00321249	0.103366	0.120342	0.0308667	0.0510399	0.0176888	0.164483	0.0834768	0.00483758	0.160981	0.237709	0.00750202	0.0537156	0.023224	0.0031079	0.309384	0.449147	0.0817868	0.267577	0.0429009	0.0201044	0.0383211	0.0890114	0.135939	0.475219	0.999153	2.38969	5	7.761159
822000	-2445.473	-2603.913	158.4399	10	1.020326	0.143267	0.0298566	0.0776648	0.0493131	0.154684	0.00480243	0.00140384	0.0103402	0.0483179	0.0333665	0.0109029	0.00706944	0.0205868	0.0294446	0.0321688	0.0447685	0.0246235	0.0440348	0.196971	0.000175098	0.00587329	0.108665	0.0378439	0.0309306	0.0188084	0.0100158	0.00566874	0.0167418	0.0422393	0.00179411	0.0164164	0.00348485	0.0440174	0.0164924	0.0208678	0.0723352	0.0368373	0.025236	0.0346076	0.0247085	0.184306	0.00355028	0.00291215	0.0314843	0.0546615	0.000512338	0.0233396	0.0075778	0.0219775	0.0095829	0.0351337	0.037476	0.00720238	0.033538	0.0470094	0.0512378	0.0106204	0.0495095	0.0569818	0.00777003	0.0856497	0.220835	0.0286126	0.0215122	0.298851	0.0044998	0.0146334	0.0474565	0.0331892	0.00310221	0.126705	0.0436343	0.127269	0.0362697	0.0668717	0.115649	0.173681	0.943808	0.017968	0.0461263	0.0236838	0.230455	0.143848	0.0189457	0.42242	0.151836	0.142286	0.00330825	0.0643115	0.0783837	0.00454837	0.0130018	0.000709103	0.0064206	0.0174911	0.0644716	0.0301628	0.000215119	0.0395826	0.0767078	0.0220784	0.0201093	0.105809	0.028366	0.268619	0.127844	0.558391	0.0215436	0.0107105	0.0685032	0.153245	0.0538066	0.119285	0.140992	0.482777	1.00329	2.37294	5	7.761154
823000	-2446.51	-2603.44	156.9303	10	1.162766	0.0208541	0.210129	0.000917624	0.159684	0.125987	0.00375035	0.00222326	0.061504	0.0379808	0.0371249	0.0133287	0.0299292	0.00407948	0.0452424	0.0105041	0.0331489	0.0232697	0.0399451	0.135212	0.0160741	0.0103107	0.0941373	0.174833	0.0254356	0.00224499	0.0121225	0.00244072	0.0138215	0.0122809	0.0232205	0.0109141	0.0261274	0.038588	0.00470724	0.0349923	0.0433498	0.0109093	0.00344825	0.0235202	0.000185957	0.126011	0.0427361	0.00385229	0.0199305	0.108621	0.00360844	0.0241737	0.00479721	0.0239701	0.025079	0.0195728	0.0504982	0.0110964	0.0309467	0.0152567	0.0780772	0.00963084	0.0363864	0.0938322	0.0040881	0.290216	0.0382718	0.015297	0.145619	0.0120271	0.125271	0.167648	0.0169757	0.0115011	0.00881985	0.00166498	0.334891	0.0172717	0.0547562	0.0368326	0.0303901	0.0434777	0.154829	0.085851	0.00334418	0.0465081	0.0795396	0.114663	0.00994822	0.0343077	0.824077	0.270741	0.0552745	0.0040933	0.00891682	0.000327235	0.00994752	0.000634406	0.00232655	0.017441	0.0184902	0.117519	0.163644	0.247779	0.144896	0.0653037	0.319226	0.0515928	0.0422537	0.198627	0.153575	0.269841	0.00628032	0.00746484	0.130187	0.115308	0.060717	0.144392	0.168241	0.520747	1.02249	2.28853	5	7.641441
824000	-2453.845	-2607.023	153.1776	10	0.7488835	0.080036	0.159153	0.0206808	0.194815	0.199233	0.00335949	0.00995339	0.0278698	0.0410664	0.0289213	0.0123	0.0418969	0.0036525	0.0821452	0.000535494	0.0702313	0.00576571	0.0636368	0.0223092	0.00573075	0.0373864	0.136522	0.203607	0.0851275	0.0163362	0.00591326	0.031535	0.00387409	0.030016	0.00279349	0.00178302	0.0393803	0.142733	0.00885407	0.0409963	0.0819403	0.0795656	0.00689783	0.0262589	0.0649772	0.273685	0.047845	0.00544223	0.0385222	0.0923237	0.0106493	0.016181	0.0112795	0.0066556	0.0331727	0.147724	0.0335407	0.10391	0.00381124	0.0509047	0.00991521	0.0581738	0.128444	0.218453	0.0126384	0.0460957	0.020153	0.0752743	0.0292682	0.236033	0.207961	0.0588624	0.229011	0.0204346	0.00580268	0.0249276	0.138332	0.152806	0.0508048	0.15	0.110935	0.0116214	0.0494663	0.0125414	0.0141356	0.0227296	0.102859	0.130427	0.0881712	0.00945238	0.24145	0.108856	0.0268255	0.0285723	0.0206053	0.00732533	0.0359212	0.0139565	0.000710346	0.0205585	0.00224757	0.0186438	0.0184115	0.971848	0.0913107	0.098374	0.228028	0.043219	0.100206	0.00140264	0.366081	0.35649	0.000721873	0.155042	0.0125079	0.0649747	0.0807304	0.164663	0.0846456	0.38571	0.941719	2.58793	5	8.700848
825000	-2477.415	-2625.34	147.9251	10	1.103337	0.0444903	0.135895	0.0636631	0.11208	0.131797	0.00577986	0.00936596	0.00865334	0.127107	0.0221707	0.0214629	0.0432116	0.0143265	0.0319918	0.0109947	0.0271453	0.00794032	0.0883181	0.0930697	0.000239681	0.0114059	0.276078	0.115767	0.215122	0.0042094	0.0153599	0.00783451	0.00266481	0.00672093	0.0193271	0.00938277	0.0418833	0.0413507	0.00946118	0.0187536	0.0169094	0.0625882	0.0773894	0.00340445	0.00868642	0.122309	0.0104195	0.0100781	0.0569873	0.066568	0.0785218	0.00919554	0.0188957	0.04493	0.0235135	0.0512707	0.0483674	0.0261656	0.00446423	0.0167999	0.0950967	0.00359685	0.0188029	0.26004	0.0151584	0.00978837	0.219242	0.0497209	0.011768	0.115189	0.108019	0.163639	0.0346719	0.0338307	0.00255854	0.0770162	0.180117	0.00756255	0.0223435	0.0547384	0.151786	0.0502465	0.0608687	0.0443991	0.0299658	0.0154087	0.121216	0.0657923	0.0192346	0.00597614	0.621538	0.0924254	0.00321202	0.000383025	0.0249455	0.0448799	0.00945208	0.049592	0.00610438	0.185688	0.0730937	0.0112348	0.150767	0.458837	0.239787	0.0250934	0.0493302	0.0754478	0.19421	0.0266533	0.14776	0.000416304	0.0219864	0.0930978	0.283448	0.126233	0.0764568	0.102724	0.157099	0.505751	1.01521	2.32194	5	7.795077
826000	-2466.952	-2618.288	151.3364	10	0.7809291	0.0923465	0.192195	0.0318956	0.106653	0.22061	0.0143561	0.0100796	0.0617666	0.029926	0.0422636	0.0103981	0.015145	0.00121552	0.02611	0.00548559	0.0013058	0.0171697	0.0947403	0.108295	0.0570704	0.0074104	0.051881	0.0245213	0.037664	0.000322765	0.00251029	0.000388193	0.00569315	0.0197299	0.0037741	0.0240625	0.0417929	0.0313072	0.00917527	0.0216503	0.0449999	0.0241611	0.0197231	0.145582	0.0787796	0.38424	0.0590983	0.0108384	0.0948753	0.0571693	0.0265752	0.0275357	0.0344337	0.0207488	0.0129113	0.0156358	0.0172483	0.0318703	0.118333	0.0082304	0.0712293	0.0091058	0.112514	0.111181	0.0395914	0.00348533	0.0527342	0.612437	0.0110167	0.241557	0.21565	0.0460009	0.145458	0.0199642	0.0242365	0.00886954	0.054992	0.0983523	0.118166	0.00965222	0.0900911	0.0222464	0.00949124	0.0458107	0.016119	0.143183	0.209586	0.00984307	0.0488755	0.0321437	0.907563	0.0169452	0.00767662	0.0502466	0.107218	0.00391286	0.0995672	0.0530038	0.00246489	0.00562746	0.000856975	0.138231	0.198473	0.853363	0.273036	0.00642558	0.0190611	0.112457	0.00141117	0.242387	0.203619	0.0385395	0.0323524	0.162365	0.179974	0.0835005	0.0247892	0.173977	0.0914946	0.399341	0.951527	2.55764	5	9.286526
827000	-2474.648	-2621.099	146.4509	10	0.7749677	0.156913	0.0115852	0.0904111	0.0361367	0.1702	0.0239962	0.0127055	0.0162917	0.0397882	0.0381852	0.00537866	0.0359518	0.000812301	0.035349	0.000874707	0.0421405	0.0156985	0.00987752	0.122232	0.0203744	0.0220926	0.0165139	0.118491	0.217607	0.00262774	0.00229932	0.00809091	0.00727838	0.0276216	0.0172323	0.00234691	0.0460509	0.107465	0.019029	0.0450458	0.105071	0.050373	0.0465339	0.0539618	0.00060088	0.12066	0.00631928	0.00271781	0.0680237	0.111703	0.00989893	0.0485953	0.0118333	0.0118916	0.0170012	0.0602668	0.0660446	0.0118709	0.0451935	0.0123996	0.0660472	0.00151786	0.188292	0.222627	0.00109684	0.49711	0.0434305	0.0200305	0.174666	0.0620345	0.00800512	0.0750256	0.082443	0.0706176	0.0221137	0.138852	0.236588	0.00917565	0.121195	0.015596	0.276626	0.00924943	0.0380212	0.0583309	0.00962626	0.0558482	0.00285359	0.0321179	0.0716208	0.0323173	0.337264	0.00642271	0.00286985	0.0569784	0.149652	0.00213377	0.0859368	0.038214	0.0191205	0.0583589	0.000799401	0.0367476	0.112297	0.49105	0.41507	0.0397864	0.200689	0.0389335	0.028027	0.148833	0.230066	0.15468	0.0108446	0.0842461	0.0753264	0.0136436	0.00759423	0.137503	0.0902221	0.396857	0.94977	2.56315	5	8.03182
828000	-2444.988	-2606.474	161.4861	10	1.03917	0.0202123	0.13432	0.106369	0.0400159	0.221454	0.0127869	0.004645	0.0184798	0.0145248	0.0257	0.0026248	0.0108379	0.0115115	0.0206055	0.00394042	0.0291526	0.00270504	0.0411504	0.0142012	0.00303141	0.0120241	0.170037	0.166763	0.0384488	0.0114604	0.00217406	0.00403892	0.00237914	0.0165346	0.0117631	0.0210958	0.0147335	0.0352126	0.00385374	0.0385252	0.00724327	0.00629825	0.0767721	0.0932743	0.0212856	0.11087	0.0100566	0.00908116	0.0654557	0.0506429	0.0626844	0.0149176	0.0129817	0.00313949	0.0410477	0.0200672	0.101127	0.0108836	0.0109867	0.0367243	0.0489187	0.0037791	0.00388138	0.122413	0.00339311	0.226177	0.128601	0.147125	0.0173733	0.00756127	0.158344	0.00377886	0.108037	0.00181217	0.00428486	0.00152931	0.128369	0.0841895	0.0193853	0.0196542	0.161079	0.0238582	0.0819299	0.010459	0.0494473	0.0238323	0.171049	0.00253998	0.128131	0.0739825	0.2946	0.171145	0.0158379	0.165061	0.00626828	0.00427352	0.0285011	0.0107284	0.00775753	0.224951	0.00469918	0.295312	0.143019	0.377339	0.284237	0.108173	0.0151505	0.122907	0.0321618	0.261523	0.0254252	0.215366	0.00242477	0.14344	0.0116641	0.0361983	0.06839	0.0791419	0.144703	0.488217	1.0062	2.36088	5	7.173461
829000	-2456.192	-2611.193	155.0009	10	1.005426	0.0965026	0.0948378	0.0106395	0.151491	0.141622	0.00533633	0.0133357	0.0445963	0.0812187	0.0870431	0.00409028	0.0234176	0.0105893	0.0419764	0.0195452	0.0436366	0.0474185	0.0702747	0.0384547	0.00305684	0.0030501	0.0641727	0.215459	0.0376309	0.00225132	0.0132984	0.0383318	0.00482506	0.0528696	0.0182721	0.00817611	0.0378245	0.00904968	0.010751	0.0371624	0.060918	0.085712	0.0518483	0.0218178	0.0261667	0.0320395	0.0692592	0.00113068	0.0619372	0.0186023	0.00173975	0.00410124	0.0286406	0.0109858	0.00121193	0.141704	0.0130369	0.0191547	0.00325389	0.0596653	0.00517433	0.0691363	0.159062	0.183651	0.0108359	0.0428616	0.171025	0.0497416	0.01284	0.146553	0.260068	0.00878909	0.115246	0.0779853	0.0170454	0.034822	0.145832	0.0126025	0.00226459	0.00960708	0.0155045	0.0258008	0.125486	0.0362177	0.0149444	0.00595514	0.411427	0.0182179	0.0617402	0.280454	0.45433	0.00576302	0.015753	0.0910239	0.0880203	0.0218884	0.0148014	0.01357	0.0178212	0.264485	0.0322811	0.0955768	0.0202203	0.543793	0.38855	0.0504527	0.0259996	0.0861093	0.0103816	0.33102	0.0329003	0.182897	0.00820651	0.0989245	0.162147	0.0434176	0.133607	0.0527911	0.138035	0.478377	1.00089	2.38269	5	8.112756
830000	-2440.785	-2605.728	164.9423	10	1.021364	0.129069	0.0559403	0.0856989	0.0896439	0.133437	0.0169233	0.0101096	0.0698002	0.0273519	0.00657433	0.0166467	0.0658979	0.0045166	0.0350086	0.013593	0.0624974	0.0225958	0.00108243	0.195591	0.000997455	0.00486996	0.130029	0.183072	0.0691146	0.000446484	0.00802241	0.00544306	0.0169323	0.0173728	0.0195804	0.0209709	0.0402333	0.0466741	0.00246529	0.0419553	0.0259695	0.132557	0.0545682	0.0587919	0.0162799	0.16428	0.056128	0.000884388	0.044158	0.0813924	0.0604586	0.0105393	0.0123433	0.0317121	0.00382856	0.0266751	0.0693775	0.00114773	0.000590608	0.0150924	0.0430208	0.047207	0.00344423	0.0874783	0.00772546	0.101301	0.103273	0.0183186	0.00721513	0.0328226	0.099821	0.0191953	0.15302	0.0275984	0.152487	0.0227796	0.00412227	0.00183407	0.0221899	0.191996	0.125816	0.0081437	0.146135	0.000854932	0.0954641	0.0219593	0.253287	0.0234404	0.0142675	0.321406	0.300217	0.0245951	0.0149575	0.361504	0.0209494	0.0138015	0.0456145	0.000318985	0.150082	0.425045	0.00354511	0.0653628	0.0151167	0.354285	0.285062	0.0426297	0.33114	0.0639463	0.0973962	0.0791311	0.079118	0.0597956	0.0137066	0.109878	0.011601	0.0231622	0.0128827	0.227699	0.141197	0.48308	1.00345	2.37227	5	7.907098
831000	-2445.283	-2608.125	162.8422	10	1.02073	0.0278969	0.112225	0.00833698	0.115278	0.183061	0.00368457	0.00809661	0.0152881	0.0299153	0.0473133	0.00204353	0.0395291	0.00287227	0.0086997	0.0283068	0.0323648	0.0162659	0.0292884	0.0811172	0.00325281	0.0299431	0.0848005	0.208428	0.0228011	0.0133556	0.0212886	0.00735684	0.00577486	0.0256604	0.00107726	0.0108259	0.0154197	0.0644538	0.00861171	0.0608692	0.118156	0.104734	0.100014	0.0647776	0.0960226	0.189213	0.0559231	0.00261864	0.0495762	0.0810929	0.00632733	0.0661098	0.0136369	0.0176408	0.00844162	0.0344383	0.0819083	0.165975	0.0127061	0.00866852	0.101041	0.013568	0.0402035	0.000101357	0.00376966	0.0239868	0.123241	0.132839	0.101609	0.0317326	0.0556911	0.112875	0.190491	0.0207949	0.0568268	0.218171	0.141742	0.0179763	0.0574863	0.00492517	0.0531948	0.0179568	0.0180936	0.0130538	0.210725	0.00260653	0.157553	0.0177828	0.0299811	0.0861903	0.809992	0.0914148	0.0186364	0.126232	0.00439455	0.0665422	0.0295777	0.0154566	0.299947	0.207095	0.00777264	0.0816572	0.0143858	0.373164	0.256786	0.0577731	0.0245376	0.0439398	0.0368011	0.0182865	0.0224157	0.0729629	0.0129916	0.0690843	0.00170239	0.141739	0.183601	0.186379	0.141072	0.482895	1.00335	2.37268	5	7.984961
