Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1616000	-2440.323	-2615.498	175.1746	10	0.9865308	0.0639392	0.111808	0.0430058	0.135068	0.0814152	0.000383154	0.00751829	0.0423239	0.0551398	0.0145058	0.0115812	0.0413546	0.00788721	0.0176615	0.0219721	0.043814	0.0173479	0.0583375	0.0700347	0.00769804	0.0166143	0.120194	0.0739876	0.0062425	0.0183412	0.0161059	0.00206547	0.000720178	0.0148659	0.0344517	0.0162139	0.0183901	0.00974622	0.0151163	0.0164399	0.0197197	0.0660756	0.0474096	0.0174392	0.0285509	0.208241	0.0126171	0.00298016	0.0256746	0.101114	0.0236499	0.0385134	0.000916978	0.0151251	0.0237002	0.0306911	0.0666647	0.00182529	0.0011234	0.0536603	0.055426	0.00932225	0.00472151	0.0281677	0.0113621	0.0487872	0.119562	0.129448	0.222257	0.000315891	0.0123117	0.0532578	0.0118229	0.0548108	0.0190664	0.0118841	0.295064	0.0115715	0.066535	0.0140786	0.0507717	0.0033356	0.0184073	0.0179692	0.0577958	0.190704	0.0275475	0.140713	0.00118783	0.0112065	0.00519413	0.0342055	0.167192	0.861107	0.139959	0.0103744	0.00761705	0.00620931	0.0566492	0.253626	0.011424	0.49358	0.056879	0.0435637	0.143539	0.0859728	0.160067	0.103957	0.00064514	0.012723	0.139057	0.286758	0.0948531	0.00336011	0.0621911	0.0113697	0.0640003	0.0682027	0.134259	0.472666	0.997732	2.39534	5	7.101671
1617000	-2450.725	-2601.946	151.2204	10	0.7771102	0.0305553	0.105905	0.0565927	0.128929	0.218895	0.00623804	0.00839906	0.0298677	0.0510616	0.0688703	0.00264762	0.025851	0.0032044	0.0532835	0.00771508	0.0263538	0.0311015	0.0168999	0.0144611	0.0101666	0.0172035	0.112644	0.117696	0.00437219	0.00687191	0.0135757	0.00910937	0.000467126	0.0168613	0.00903078	0.00432052	0.0355551	0.0036108	0.0287917	0.0670265	0.0356555	0.0195469	0.0435965	0.054186	0.0191339	0.11909	0.00812839	0.00647999	0.0364015	0.022655	0.045503	0.040193	0.0129798	0.0129068	0.00563489	0.0105703	0.0677517	0.028	0.0281853	0.0266709	0.0697244	0.00823473	0.00187291	0.00985209	0.116539	0.044716	0.249309	0.369598	0.0148479	0.0092435	0.0837782	0.0766005	0.260714	0.0396171	0.0377127	0.269761	0.0645945	0.0264229	0.000248658	0.00283877	0.254232	0.0500584	0.0158143	0.0726432	0.0291788	0.0233894	0.200829	0.0309159	0.0537835	0.03719	0.00437584	0.0114009	0.120728	0.458809	0.00601402	0.00740606	0.000309433	0.101977	0.00565204	0.124457	0.000830107	0.780108	0.114895	0.0903844	0.0615326	0.017546	0.0946488	0.111567	0.0253959	0.13371	0.0866881	0.332993	0.243947	0.00496817	0.04847	0.123641	0.0248688	0.14275	0.0906795	0.397753	0.950405	2.56116	5	7.791737
1618000	-2451.26	-2603.206	151.9458	10	1.004322	0.254463	0.0122792	0.0895967	0.0687916	0.315484	0.0215832	0.00275852	0.041295	0.0238627	0.0391926	0.00886504	0.0290837	0.00507795	0.0188098	0.00733162	0.0239938	0.00422086	0.0299472	0.0421228	0.0177283	0.0186731	0.237355	0.266982	0.0602612	0.00816698	0.0473943	0.014307	0.0112398	0.0167962	0.0357647	0.00612592	0.0668176	0.0360285	0.00286119	0.0346271	0.00736047	0.0202271	0.0210157	0.0441089	0.0540539	0.153138	0.0128985	0.0142547	0.0561998	0.209311	0.072152	0.00398521	0.0041387	0.0095566	0.0152914	0.0121196	0.0349596	0.0135498	0.0514635	0.0163475	0.0692063	0.0599051	0.0622718	0.169146	0.0345638	0.0731883	0.0727877	0.00637279	0.266214	0.0495205	0.068244	0.00142736	0.0723197	0.00823592	0.142811	0.335885	0.274178	0.0194127	0.0152887	0.00651613	0.0401134	0.00576384	0.0190241	0.274954	0.142641	0.190653	0.0121392	0.0257788	0.0155193	0.0300444	0.0369103	0.016541	0.158163	0.898808	0.027816	0.00371785	0.00744979	0.0643105	0.0307376	0.177611	0.122455	0.225419	0.00592472	0.000441345	0.0312512	0.012532	0.14225	0.0176154	0.00647906	0.180281	0.132836	0.66048	0.0257832	0.00397736	0.0522256	0.000446326	0.00923655	0.178025	0.137815	0.478047	1.00071	2.38343	5	8.53987
1619000	-2443.745	-2606.043	162.2984	10	0.989751	0.153159	0.101415	0.0337134	0.204004	0.145178	0.000184096	0.0216918	0.020076	0.0742062	0.0245335	0.00477029	0.0286194	0.000296118	0.0389999	0.0172773	0.0364785	0.00414466	0.0958618	0.0666078	0.00687765	0.0370343	0.0931432	0.0952874	0.0729386	0.00332047	0.0375786	0.04003	0.00324438	0.0370309	0.00460042	0.0282471	0.0367566	0.0181962	0.024343	0.0039541	0.00511413	0.0581609	0.0222263	0.0355118	0.0747663	0.0943887	0.0240951	0.00713643	0.0706563	0.0433535	0.0128635	0.0316552	0.00322012	0.0382599	0.0109604	0.0405381	0.0597678	0.0535854	0.0228226	0.118915	0.0683814	0.0104611	0.0226372	0.0136997	0.119085	0.0651808	0.0722393	0.18299	0.203422	0.0285519	0.410371	0.146709	0.0261711	0.0506498	0.0160375	0.481656	0.171001	0.021863	0.00250624	0.00561797	0.0042411	0.0159544	0.0202788	0.0952873	0.17511	0.0398582	0.0103336	0.00739251	0.0497146	0.0190108	0.0109534	0.105086	0.0317509	0.385788	0.167473	0.0140422	0.0715188	0.219892	0.00355882	0.176255	0.0219569	0.512921	0.00833291	0.000329097	0.200068	0.0371733	0.180409	0.104085	0.103687	0.03095	0.158786	0.570766	0.17781	0.00128441	0.0128214	0.0495099	0.0232663	0.0210321	0.134904	0.473649	0.998281	2.39317	5	8.399718
1620000	-2440.269	-2597.543	157.2746	10	1.030883	0.0822177	0.141682	0.00785465	0.105031	0.076413	0.00952929	0.0120177	0.0376087	0.0332119	0.017579	0.00978291	0.0275589	0.0156053	0.0416026	0.0108157	0.0364568	0.00815133	0.0241464	0.169984	0.00343667	0.00211297	0.0978817	0.0959247	0.0640392	0.0102878	0.00357958	0.00122097	0.00180516	0.0182859	0.01639	0.0559535	0.0444056	0.0164684	0.0106937	0.0223626	0.0243757	0.0740571	0.0135653	0.0212175	0.0104391	0.123851	0.0451142	0.00374237	0.0354336	0.125844	0.00402391	0.0436323	0.023936	0.0270933	0.000696991	0.0205226	0.00926379	0.0272389	0.00890525	0.00921887	0.0409599	0.0153756	0.031281	0.00783365	0.0131757	0.124879	0.246855	0.215759	0.0796407	0.0443815	0.0425101	0.0327423	0.00399684	0.030732	0.0177897	0.00403205	0.241923	0.0849613	0.162518	0.0208805	0.00680391	0.00077085	0.0156185	0.0173868	0.13628	0.00152219	0.0334731	0.0122697	0.00490814	0.017084	0.148039	0.157809	0.0479866	0.702382	0.0260289	0.00110979	0.147985	0.145084	0.0247837	0.162956	0.0371009	0.579359	0.0871531	0.00738833	0.202042	0.00841097	0.224104	0.00466808	0.0141968	0.0652638	0.126461	0.0681644	0.235334	0.0103258	0.0615435	0.0964631	0.180051	0.381757	0.143074	0.485842	1.00493	2.36615	5	7.646563
1621000	-2457.199	-2615.311	158.1124	10	0.9901678	0.103295	0.140187	0.0733158	0.121371	0.133766	0.000242244	0.0136425	0.0951858	0.0498581	0.0851121	0.00108274	0.0275091	0.0329418	0.077911	0.0137839	0.0386847	0.0289141	0.135097	0.0413466	0.00974938	0.0216916	0.0345157	0.170628	0.0823333	0.00718237	0.00375733	0.0112077	0.0165662	0.0429929	0.0209952	0.00874972	0.0517517	0.0133402	0.00937363	0.0284097	0.00248333	0.015373	0.0683204	0.13895	0.0465521	0.0301866	0.0103924	0.0323231	0.0431308	0.0284609	0.0416086	0.00829789	0.0275493	0.00869432	0.0070168	0.00104264	0.00530403	0.193739	0.00541033	0.00427122	0.0779494	0.00640579	0.11927	0.0147581	0.0233277	0.0714375	0.0145171	0.0159475	0.0286508	0.197665	0.38163	0.0245472	0.186365	0.0923053	0.0905909	0.0766216	0.00184596	0.121272	0.11227	0.0758786	0.0402458	0.000138813	0.00278845	0.466452	0.140639	0.104619	0.00653282	0.186046	0.0134209	0.0152864	0.129985	0.125666	0.17852	0.664531	0.0112443	0.0380117	0.018822	0.0211232	0.0221107	0.00159831	0.0470888	0.366142	0.0905168	0.000356163	0.157426	0.111377	0.0821665	0.0282139	0.285821	0.18547	0.071098	0.0780589	0.0231531	0.208632	0.0002437	0.00649108	0.00998278	0.449732	0.134988	0.473776	0.998352	2.39288	5	8.588606
1622000	-2455.148	-2612.546	157.3976	10	0.9047339	0.205078	0.0593814	0.0121215	0.032164	0.106347	0.00233148	0.00240186	0.0324186	0.0455247	0.022976	0.0144071	0.0209714	0.00622267	0.0146257	9.95047e-05	0.0173916	0.00695627	0.0696194	0.0338984	0.01422	0.0143048	0.174939	0.130867	0.0316331	0.0156323	0.000541299	0.0215379	0.000635701	0.00953344	0.0133432	0.0265958	0.0431038	0.0211618	0.00522238	0.0724029	0.0386893	0.0433386	0.0450669	0.00500469	0.0294392	0.223395	0.0148121	0.00621491	0.0538328	0.024466	0.00940544	0.0137905	3.9758e-05	0.00321374	0.00320642	0.0558539	0.0136089	0.0158325	5.68275e-05	0.0441161	0.0556863	0.018549	0.0493071	0.000533611	0.388979	0.0612111	0.0293379	0.0510011	0.000880611	0.0801474	0.525646	0.00485305	0.191943	0.0381335	0.024351	0.227158	0.0400196	0.0121211	0.117449	0.065462	0.0384097	0.0820403	0.0871467	0.0606334	0.306378	0.14345	0.143441	0.129497	0.00107779	0.274459	0.0253093	0.146317	0.0242497	0.229495	0.0261754	0.026621	0.0313608	0.00505693	0.110076	0.00683283	0.0524475	0.582295	0.168982	0.00310507	0.0596227	0.0455226	0.0840044	0.0130466	0.408533	0.0218153	0.102051	0.146714	0.0185339	0.0332778	0.0561949	0.000438391	0.0168815	0.337711	0.117576	0.446118	0.982228	2.45408	5	7.975969
1623000	-2439.442	-2612.935	173.4931	10	1.068539	0.0505924	0.154849	0.028091	0.140142	0.190468	5.59187e-05	0.00738656	0.0249736	0.0497625	0.0384497	0.0166384	0.0551407	0.00585203	0.0467712	0.00162743	0.0302657	0.026528	0.0220204	0.00201731	0.00147764	0.0223141	0.234732	0.195557	0.0231437	0.00153263	0.00346748	0.00363728	0.0505049	0.0179036	0.00552932	0.00472908	0.0566394	0.0183184	0.00732209	0.0569246	0.00261063	0.0832577	0.00744903	0.0965157	0.0164646	0.0502738	0.0465562	0.00875025	0.0908655	0.0305724	0.0201368	0.0680693	0.0131184	0.0226889	0.00868424	0.00547583	0.00127656	0.0359254	0.0108395	0.0138902	0.0254227	0.13137	0.0859116	0.0448632	0.0445163	0.0380869	0.049616	0.157509	0.0422194	0.00485009	0.00426355	0.0295576	0.273923	0.114343	0.162572	0.0292885	0.13058	0.0232167	0.1374	0.0275725	0.00649841	0.065906	0.00522241	0.158799	0.106391	0.0103882	0.0782663	0.0903172	0.00639728	0.217068	0.155866	0.0190709	0.163452	0.236077	0.201376	4.71895e-05	0.00544966	0.160868	0.0573487	0.00899894	0.0878895	0.796173	0.0401879	0.00310438	0.138118	0.0784498	0.0926833	0.0106174	0.415108	0.169877	0.09078	0.0298438	0.0209404	0.0544229	0.0350416	0.0172242	0.0284032	0.267008	0.150423	0.496426	1.01049	2.34266	5	7.915547
1624000	-2426.582	-2593.025	166.4426	10	1.065296	0.114876	0.118283	0.0171115	0.101585	0.084433	0.00524862	0.0135897	0.0312074	0.0329165	0.0402563	9.8026e-05	0.0260557	0.0101894	0.0551454	0.00372804	0.0055487	0.00291256	0.010676	0.00105456	0.00620358	0.0217886	0.102292	0.0708847	0.016246	0.0238043	0.0042714	0.0112927	0.0156996	0.0112136	0.0272414	0.0118113	0.0321249	0.0144663	0.0207754	0.0517123	0.0109138	0.0846642	0.00165273	0.0320235	0.079155	0.100835	0.0355528	0.00089484	0.0564291	0.0308517	0.0184586	0.0180198	0.00989851	0.0118327	0.021253	0.0459952	0.0442441	0.00831255	0.0245742	0.00302908	0.107179	0.0219523	0.0320987	0.0103457	0.0134928	0.0424949	0.077057	0.0106052	0.0220679	0.0483907	0.030716	0.00211809	0.221765	0.0185823	0.236012	0.0122206	0.0254888	0.183576	0.204716	0.0311104	0.014905	0.0461912	0.000945909	0.194314	0.0562517	0.252067	0.00861769	0.126971	0.00626854	0.0333186	0.0264812	0.0150583	0.0527744	0.414076	0.0960502	0.00220507	0.0140181	0.0491496	0.00459254	0.00697377	0.0162988	0.575905	0.0875152	0.0154176	0.00243	0.156538	0.141658	0.0136818	0.123037	0.00183098	0.0840328	0.224557	0.22115	0.0939188	0.00926928	0.000420703	0.0491426	0.199341	0.149795	0.495535	1.01003	2.34464	5	6.544698
1625000	-2444.284	-2609.239	164.9555	10	0.9609959	0.053916	0.0943063	0.0453148	0.0989463	0.112305	0.0143273	0.0182042	0.00454019	0.0379185	0.0599118	0.00550363	0.017487	0.00250044	0.0541178	0.00260221	0.00832665	0.00158676	0.0102528	0.131655	0.00586317	0.0055752	0.110918	0.14557	0.0527301	0.00337214	0.00511435	0.00129036	0.0601493	0.0192807	0.0269865	0.000475972	0.0393484	0.0655688	0.0239517	0.0264467	0.0573531	0.0175432	0.0265466	0.107945	0.0249063	0.148024	0.059019	0.00413447	0.0134586	0.146226	0.00583528	0.00472134	0.00253553	0.0163247	0.014151	0.00346387	0.0112475	0.017484	0.0196214	0.0809602	0.0538715	0.0136626	0.0206885	0.127105	0.139602	0.0446374	0.0216749	0.00864123	0.0573642	0.0613316	0.160522	0.0901757	0.0670632	0.0565561	0.147383	0.051154	0.00173528	0.0640446	0.410651	0.0212406	0.121222	0.0102527	0.0446596	0.0343882	0.209189	0.0173488	0.250251	0.0847	0.000920997	0.0292348	0.0296629	0.00610679	0.00279514	0.567676	0.113633	0.00654545	0.0147084	0.0141028	0.024236	0.0015138	0.00234675	0.312139	0.231807	0.00544209	0.279857	0.238034	0.00171426	0.012242	0.0133825	0.0337807	0.0944736	0.0747037	0.22297	0.0751894	0.025743	0.00195925	0.130978	0.432441	0.129107	0.464706	0.993224	2.41296	5	7.539322
1626000	-2419.415	-2594.771	175.356	10	1.090868	0.0873094	0.12954	0.0269473	0.226673	0.135304	0.00532007	0.0114223	0.0137948	0.0249377	0.0498865	0.000598017	0.0116869	0.00144294	0.0400252	0.0030369	0.0158473	0.008667	0.141133	0.085508	0.0110742	0.00780853	0.0214161	0.145758	0.0206689	0.0183771	0.014008	0.0124667	0.000282673	0.0281065	0.00979579	0.0155084	0.0246655	0.0130341	0.00123756	0.0321978	0.0225744	0.0202377	0.0251742	0.0781433	0.0295201	0.105615	0.0180546	0.000266871	0.0503485	0.128019	0.0113252	0.0568931	0.00253526	0.0129124	0.0205194	0.0418435	0.0725925	0.00506095	0.043559	0.0669118	0.0267424	0.0305403	0.260335	0.0102922	0.00762151	0.0749306	0.0350635	0.00860709	0.0350932	0.0076806	0.0977177	0.00143261	0.0681838	0.049635	0.31859	0.0186184	0.0717806	0.237586	0.172534	0.0134309	0.0413621	0.0917776	0.061321	0.0169517	0.0351591	0.0665856	0.000953551	0.0117493	0.0643678	0.0169184	0.0500576	0.108837	0.0291146	0.304965	0.246424	0.000986135	0.123849	0.161694	0.0855729	0.0278891	0.029743	0.400158	0.0231605	0.00105216	0.122646	0.00891711	0.335108	0.0140799	0.089503	0.0831706	0.00154472	0.0793916	0.186984	0.0112254	0.100445	0.0149154	0.0345049	0.357127	0.15472	0.502458	1.01356	2.32926	5	7.19422
1627000	-2464.743	-2617.807	153.064	10	1.016303	0.0612027	0.154602	0.070388	0.192542	0.109503	0.00334076	0.0170975	0.0204986	0.0277229	0.024676	0.0255426	0.0441676	0.0108896	0.0221265	0.0115149	0.0355253	0.0178964	0.0410116	0.0772075	0.0113351	0.0128848	0.0700636	0.179425	0.0227174	0.00294221	0.0341433	0.0108692	0.00419091	0.0201245	0.0207732	0.0139605	0.0742616	0.0206532	0.00509759	0.059517	0.0209558	0.023261	0.0170934	0.0500619	0.104301	0.123819	0.0489135	0.000974719	0.036327	0.0263271	0.0178859	0.051163	0.0920532	0.00712863	0.00879564	0.0300755	0.0048341	0.0273622	0.0124516	0.0435588	0.0336671	0.0122096	0.318894	0.0763606	0.0511497	0.152977	0.101218	0.0427405	0.0114315	0.10458	0.0170893	0.0283159	0.200531	0.171409	0.360967	0.134277	0.0208228	0.0365782	0.124387	0.00226546	0.0357792	0.126358	0.0899777	0.038574	0.0432562	0.0647155	0.00175	0.014413	0.0486281	0.000759972	0.00509886	0.0672876	0.0511975	0.232725	0.0105244	0.0845704	0.0022011	0.124325	0.154468	0.18592	0.00552792	0.683818	0.0273085	0.00301117	0.309791	0.0132243	0.247377	0.0134505	0.0125449	0.375262	0.0430695	0.108237	0.0838725	0.0111263	0.112722	0.0550107	0.106144	0.43584	0.140195	0.481598	1.00265	2.37556	5	8.309494
1628000	-2479.662	-2611.175	131.5123	10	1.30878	0.0442385	0.162557	0.0575323	0.127065	0.385238	0.00684171	0.0156689	0.035821	0.0510566	0.0484799	0.00318216	0.0202242	0.0126938	0.0357267	0.0288436	0.018989	0.0198888	0.171656	0.0484106	0.00854701	0.000630241	0.0800384	0.176447	0.0421572	0.00961119	0.0149801	0.0104685	0.0286726	0.0500788	0.00181949	0.011742	0.0182732	0.00249007	0.0268153	0.0380989	0.00917604	0.0485758	0.0513056	0.065993	0.170235	0.44386	0.0348319	0.0049854	0.0155781	0.0202193	0.0326931	0.0677355	0.00353727	0.0144396	0.00999545	0.0609432	0.0385331	0.0369651	0.00477159	0.0198751	0.0719425	0.00463495	0.146729	0.0223605	0.00528189	0.0101612	0.232111	0.0395922	0.00479707	0.319737	0.228236	0.000438036	0.0113471	0.0251875	0.123232	0.164935	0.197844	0.0233204	0.0411593	0.0332963	0.0770395	0.0766703	0.166177	0.0408842	0.0330042	0.0877924	0.0128967	0.00245115	0.112581	0.178669	0.0975106	0.0062078	0.0447607	0.524621	0.00444876	0.148009	0.0182886	0.0123553	0.0421137	0.0172281	0.00956949	0.719698	0.13218	0.00887791	0.156555	0.0477078	0.286477	0.0258244	0.0103728	0.0349875	0.228456	0.0229986	0.0855109	0.0839816	0.00561769	0.0909964	0.0333095	0.564564	0.194216	0.55329	1.0369	2.2156	5	8.926968
1629000	-2437.963	-2601.186	163.2232	10	1.083475	0.1021	0.0826698	0.0688638	0.131842	0.259159	0.000725224	0.0200299	0.0319332	0.0349353	0.0226911	0.00212428	0.0333524	0.00301733	0.0364406	0.0110546	0.0147468	0.0276494	0.0304937	0.0472812	0.000601317	0.0331705	0.00416192	0.138974	0.197785	0.000711722	0.00292786	0.00530795	0.00313602	0.0190295	0.0111246	0.00447042	0.0255728	0.0850931	0.00622908	0.0226673	0.0644278	0.0838194	0.021739	0.00019457	0.0432689	0.0941745	0.00974298	0.0159896	0.0276806	0.02123	0.023984	0.038381	0.0200812	0.0219733	0.0171116	0.0392405	0.0164124	0.0612962	0.0270348	0.00202402	0.0658411	0.012564	0.233684	0.00380952	0.0293106	0.112818	0.0538627	0.206521	0.00708414	0.00296873	0.088807	0.0104485	0.0186254	0.00694314	0.17488	0.0135728	0.00817565	0.0417077	0.0747435	0.235602	0.037281	0.134775	0.148597	0.0183612	0.00517277	0.174	0.0224534	0.0141543	0.010945	0.0295879	0.00253495	0.0186605	0.00396424	0.387932	0.106285	0.0915231	0.0188832	0.0284431	0.14422	0.00367617	0.0358461	0.79673	0.135342	0.00847405	0.0432307	0.0510747	0.260089	0.0264696	0.0190957	0.0970029	0.0011076	0.0058606	0.0691229	0.113852	0.0182545	0.0141108	0.126378	0.308198	0.153302	0.50048	1.01256	2.33365	5	7.105539
1630000	-2444.354	-2611.479	167.1249	10	0.6845643	0.117833	0.0802437	0.0398543	0.0354966	0.144155	0.000412943	0.00315364	0.0197439	0.052935	0.0318399	0.0149887	0.038412	0.0017679	0.0385535	0.016891	0.0129457	0.0105074	0.0590446	0.0138695	0.00112038	0.00033853	0.040571	0.0909375	0.0301158	0.00591869	0.0165239	0.00604684	0.00755501	0.0210508	0.00840437	0.0146541	0.00684551	0.0183435	0.00391741	0.0132396	0.00792597	0.0165373	0.027603	0.0898798	0.0471716	0.0703329	0.0316065	0.00335017	0.0872872	0.0100765	0.016744	0.0332987	0.00259665	0.00638358	0.0173332	0.0473399	0.0768598	0.0114049	0.0193328	0.00472316	0.0773783	0.0270077	0.0813992	0.0152871	0.0426059	0.0756946	0.385373	0.0442268	0.121588	0.0458485	0.00204697	0.014438	0.113241	0.0727478	0.227586	0.0720363	0.290549	0.0106669	0.23101	0.179982	0.0513853	0.123398	0.0879192	0.179284	0.0319411	0.0197834	0.00469953	0.0320289	0.131181	0.00969045	0.0162584	0.0200695	0.0519661	0.18939	0.00883799	0.0719343	0.107366	0.104102	0.105892	0.0432173	0.0158551	0.48284	0.255297	0.054941	0.106031	0.00427913	0.112903	0.00515955	0.0305201	0.161385	0.0383864	0.118037	0.0167894	0.0345087	0.0429171	0.0309684	0.285052	0.469077	0.0708947	0.356155	0.919011	2.65394	5	7.432025
1631000	-2462.34	-2606.739	144.3981	10	0.7217846	0.148735	0.0834497	0.017678	0.0603834	0.260234	0.00273468	0.00108115	0.0596377	0.0328114	0.0207383	0.0056752	0.0174056	0.00121171	0.0545941	0.000820717	0.00245862	0.0216059	0.0384	0.209295	0.00224981	0.0177454	0.122119	0.131481	0.043593	0.0143151	0.0601618	0.00944329	0.0219332	0.0428225	0.00381838	0.0315194	0.0282463	0.0862895	0.00852768	0.0374163	0.0550461	0.0528938	0.000495537	0.0134758	0.0324068	0.294127	0.0163424	0.00367638	0.0606649	0.0655553	0.00788487	0.0172408	0.00346389	0.035049	0.017027	0.0304705	0.00607082	0.00786486	0.0156538	0.0181572	0.0568075	0.0032994	0.0452151	0.109063	0.1429	0.0490568	0.105708	0.0299629	0.0308361	0.15847	0.00832493	0.0314629	0.256503	0.132047	0.0054411	0.236797	0.0123994	0.178483	0.0164139	0.00956017	0.0709051	0.129858	0.00217123	0.0112825	0.11092	0.0664504	0.00825095	0.000247968	0.0164579	0.0141651	0.0321067	0.144249	0.00317047	0.717083	0.0557821	0.168227	0.15219	0.0537379	0.0390271	0.0445087	0.0383146	0.737776	0.0866116	0.0389263	0.032892	0.101458	0.306004	0.0154028	0.0193361	0.0395929	0.310484	0.141264	0.01165	0.0454361	0.0358788	0.116301	0.361846	0.621175	0.0788462	0.37363	0.932681	2.61484	5	8.974091
1632000	-2459.551	-2609.568	150.0172	10	1	0.0544382	0.159542	0.0604136	0.149448	0.102983	0.0145873	0.00565556	0.0101256	0.0402032	0.00524028	0.0153573	0.0335509	0.0013639	0.0514563	0.00504275	0.0243774	0.0283099	0.138207	0.08562	0.00859087	0.0372521	0.0714158	0.142093	0.0168019	0.0112165	0.0050299	0.0143347	0.0168423	0.0412839	0.0160377	0.00566386	0.027868	0.0493188	0.0299304	0.0379071	0.0238578	0.0524612	0.0991948	0.0221906	0.0936292	0.193397	0.0105537	0.00251938	0.0402415	0.0148781	0.00915281	0.0428443	0.0051067	0.0198353	0.00526342	0.0214749	0.111785	0.0310186	0.00431628	0.0616048	0.040779	0.00520309	0.011559	0.0961586	0.0153471	0.136195	0.248086	0.0287972	0.00474478	0.216625	0.0778903	0.0177394	0.104876	0.0081807	0.430006	0.0103074	0.227954	0.0811302	0.0820531	0.0737958	0.0414771	0.0533722	0.0204027	0.00781356	0.173092	0.261087	0.0231131	0.0129771	0.0285916	0.0244742	0.156599	0.24791	0.0546241	0.00367314	0.0392507	0.0870339	0.0242355	0.0180697	0.00850749	0.0104852	0.0108245	0.42176	0.027532	0.00332781	0.0423135	0.476131	0.135348	0.00739401	0.0199238	0.0311783	0.0438113	0.114093	0.00322952	0.0909407	0.0715476	0.110024	0.0633873	0.43025	0.136954	0.476752	1	2.38629	5	7.700066
1633000	-2446.555	-2609.118	162.5629	10	0.8945494	0.108628	0.0857351	0.063066	0.101299	0.147861	0.00225055	0.0136303	0.00785569	0.0320875	0.0158612	0.00394107	0.023871	0.0131902	0.0114962	0.00162096	0.0820449	0.00632517	0.0673782	0.0465923	0.00254904	0.0172974	0.00953017	0.203693	0.114787	0.00871966	0.00766637	0.0113856	0.045821	0.0174768	0.0259499	0.0231497	0.0305096	0.0198468	0.00273217	0.0462886	0.0168664	0.0196612	0.104982	0.027713	0.024365	0.127498	0.0333381	0.00255114	0.0623848	0.0451676	0.0089451	0.0491227	0.0121575	0.00526778	0.0304912	0.0394018	0.0264217	0.0372902	0.116362	0.00971568	0.0490757	0.0279959	0.00381522	0.100619	0.0218297	0.120867	0.0120754	0.0137154	0.0513399	0.17033	0.0365782	0.000175996	0.142187	0.0432848	0.168	0.274621	0.151519	0.0728003	0.0740415	0.0662315	0.0175369	0.114725	0.0230746	0.0544099	0.324472	0.00545006	0.000123003	0.00560694	0.0227021	0.0170271	0.00413236	0.0716867	0.236604	0.150148	0.0370462	0.112747	0.219609	0.0301433	0.0298547	0.258783	0.0121956	0.379733	0.147058	0.00949325	0.129917	0.470566	0.139565	0.0108499	0.0332499	0.0784025	0.0710665	0.359227	0.0414124	0.00400657	0.0180801	0.0346932	0.0302363	0.0953373	0.115463	0.442589	0.980066	2.46188	5	7.623913
