Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
414000	-380.1507	-469.087	88.93631	10	3.07913	0.102313	0.0585138	0.00174411	0.021831	0.0459403	0.0748077	0.0647923	0.0353497	0.0252284	0.0186196	0.013184	0.127284	0.205787	0.0475679	0.170513	0.02872	0.0460329	0.00408277	0.144766	0.161573	0.267229	0.0959348	0.0318884	0.149018	0.283497	0.155248	0.180589	0.132556	0.04795	0.395292	0.735817	1.08288	1.78601	5	2.74256
415000	-380.2419	-470.7054	90.46346	10	1.489329	0.0443906	0.0424884	0.0117856	0.00232615	0.0231567	0.0883211	0.00353395	0.0207131	0.00745077	0.020332	0.0669778	0.0189028	0.160095	0.00355443	0.0669261	2.06933e-05	0.0920595	0.0434568	0.212256	0.14553	0.198621	0.000592792	0.0123717	0.13036	0.166908	0.187468	0.177873	0.251161	0.0238893	0.223669	0.586771	1.04979	2.13977	5	2.223522
416000	-369.7272	-461.134	91.40682	10	1.285602	0.0532098	0.00944021	0.0159856	0.0198416	0.0231921	0.0513942	0.116157	0.168937	0.0151383	0.014069	0.0564363	0.0136909	0.0422083	0.0489103	0.0294731	0.00378963	0.0291761	0.17684	0.230402	0.00217952	0.041704	0.00696784	0.0095998	0.0472169	0.195243	0.0802609	0.268041	0.247328	0.46099	0.190224	0.54849	1.03489	2.2264	5	2.477823
417000	-380.4914	-470.743	90.25159	10	0.9194559	0.0189418	0.0107245	0.0304407	0.0334955	0.211666	0.0433615	0.0228216	0.0231274	0.13659	0.0336811	0.0471228	0.0400043	0.0520494	0.0254115	0.0141905	0.0375122	0.00567351	0.0121743	0.173997	0.312707	0.0492592	0.0378072	0.0836948	0.178826	0.0524007	0.155825	0.187613	0.0113502	0.21781	0.120616	0.451128	0.985257	2.443	5	2.260278
418000	-384.7151	-465.3163	80.60114	10	2.612116	0.0308354	0.0381119	0.0400577	0.0233998	0.237688	0.0319114	0.0240393	0.0214962	0.0699495	0.0465911	0.0495707	0.0466701	0.0301325	0.0237942	0.00758988	0.0711863	0.357927	0.0449755	0.00932475	0.427796	0.0114493	0.324418	0.161152	0.360203	0.0235153	0.216914	0.141169	0.129597	0.0566047	0.356835	0.707506	1.07979	1.85586	5	3.058071
419000	-387.9335	-466.978	79.04453	10	3.413959	0.0692292	0.0643186	0.0178916	0.0383386	0.182965	0.0449805	0.0633449	0.0759575	0.0113017	0.0369694	0.0775851	0.0146268	0.145312	0.00113562	0.29597	0.0365276	0.08244	0.00277663	0.00446569	0.125294	0.24883	0.0216217	0.178468	0.174442	0.0144636	0.512373	0.20641	0.238179	0.152612	0.418951	0.752146	1.08392	1.74499	5	3.13883
420000	-374.0609	-464.7679	90.70697	10	0.3426108	0.014503	0.00798154	0.0266809	0.0311205	0.156841	0.0272256	0.00613062	0.03982	0.01794	0.0507696	0.0716076	0.0148355	0.150873	0.0318832	0.0619946	0.00949088	0.0655171	0.0231132	0.385379	0.22095	0.239227	0.180581	0.00713143	0.0484056	0.0381098	0.242336	0.0348466	0.128028	0.00775216	0.00937862	0.1378	0.660891	3.19193	5	2.341075
421000	-373.0389	-460.2046	87.16568	10	0.7228778	0.0910354	0.0383739	0.0043311	0.00360229	0.256165	0.049966	0.00018904	0.0319836	0.029064	0.00602282	0.0417595	0.159787	0.10451	0.132957	0.0515371	0.0613361	0.276708	0.304156	0.229441	0.263561	0.0200805	0.0257586	0.0477079	0.407581	0.022359	0.206987	0.00346881	0.0290607	0.104525	0.0790801	0.374127	0.93306	2.61373	5	3.004014
422000	-382.765	-464.2961	81.53112	10	1.048486	0.0144351	0.0135727	0.0604226	0.0202642	0.0384898	0.0164037	0.00215142	0.0254517	0.0104467	0.123759	0.0114092	0.130108	0.063567	0.00729192	0.0926639	0.0275264	0.128031	0.111479	0.000121133	0.11936	0.636454	0.281417	0.81148	0.120455	0.0414795	0.0440791	0.0150396	0.265908	0.00638447	0.146526	0.490856	1.00759	2.35503	5	3.239651
423000	-385.3494	-468.6985	83.34911	10	0.6225298	0.0229831	0.0318645	0.0157472	0.069436	0.0406331	0.0099692	0.208791	0.000573575	0.0247669	0.0329608	0.0811589	0.0208519	0.0195923	0.16859	0.00941171	0.114487	0.0834993	0.0384168	0.39809	0.176322	0.0755115	0.00726798	0.0708306	0.19404	0.00294102	0.246079	0.0540752	0.140995	0.62239	0.0577856	0.324566	0.892392	2.72526	5	2.982275
424000	-375.8036	-464.9963	89.1927	10	1.006373	0.0695554	0.00593298	0.0508703	0.0361234	0.00473731	0.00703496	0.0146058	0.0177086	0.0132468	0.00192572	0.0199162	0.000773801	0.0515121	0.00297193	0.156586	0.0297565	0.0142271	0.00277053	0.241083	0.202339	0.0235135	0.238385	0.423121	0.149053	0.0355916	0.34021	0.30039	0.0214545	0.0941143	0.138224	0.478659	1.00105	2.38207	5	2.56951
425000	-380.7995	-466.5903	85.79086	10	1.775469	0.134017	0.00573733	0.0369624	0.000621399	0.215442	0.0118625	0.0748499	0.0241211	0.000773239	0.00913432	0.132962	0.000838229	0.0717743	0.0167701	0.0986194	0.109865	0.170276	0.0010678	0.194879	0.0160641	0.0557522	0.0662564	0.138783	0.325562	0.125302	0.490673	0.24845	0.109309	0.0211009	0.264915	0.628796	1.0632	2.04309	5	2.907827
426000	-370.6484	-457.1477	86.49927	10	2.55826	0.0599991	0.0294981	0.0159689	0.0155951	0.190438	0.0248387	0.0109207	0.0262119	0.084329	0.0097072	0.0334616	0.0512206	0.0716319	0.00887645	0.00451399	0.0843999	0.0176213	0.0071029	0.222409	0.00500201	0.0376146	0.0265519	0.0416136	0.0172433	0.124877	0.472633	0.202178	0.252794	0.168952	0.351911	0.70371	1.07926	1.86512	5	2.318204
427000	-366.1281	-458.3882	92.26008	10	1.19221	0.0652314	0.0482295	0.0473309	0.0227932	0.0225262	0.00383952	0.0195854	0.0292774	0.000129859	0.0164626	0.0382613	0.0111465	0.0791892	0.0620167	0.0315159	0.0234168	0.182702	0.0190113	0.0583007	0.589265	0.0492929	0.0638073	0.0400474	0.101709	0.260588	0.0445282	0.121869	0.271269	0.00768881	0.173638	0.527775	1.02576	2.27283	5	2.331031
428000	-381.5304	-460.9878	79.45741	10	0.9695434	0.0315828	0.0219546	0.0184347	0.0237575	0.0353129	0.0267129	0.00441467	0.0740593	0.116527	0.0198526	0.00993713	0.0130173	0.0569631	0.0958994	0.174171	0.0533741	0.378659	0.0806223	0.321373	0.0146173	0.218598	0.0160007	0.00151958	0.0138553	0.104718	0.0765962	0.33409	0.195697	0.154644	0.130838	0.467402	0.994764	2.407	5	2.686962
429000	-377.8957	-466.7627	88.86704	10	2.461143	0.047887	0.0113313	0.0131912	0.00835677	0.0381211	0.0196796	0.0664354	0.007375	0.0114582	0.000605339	0.0669888	0.0774421	0.245433	0.0397541	0.0727083	0.00466717	0.0423728	0.240568	0.0480676	6.28443e-05	0.238656	0.136378	0.0958233	0.241613	0.0963189	0.0206901	0.155373	0.091942	0.115354	0.342741	0.696527	1.07817	1.88256	5	2.254654
430000	-371.4862	-460.472	88.98583	10	0.9801832	0.0305348	0.0505103	0.00876896	0.0460196	0.0757004	0.0036198	0.0275554	0.048924	0.0699976	0.0255376	0.000955239	0.0127137	0.03241	0.00148221	0.159291	0.0534401	0.243312	0.260744	0.201478	0.123736	0.199991	0.299203	0.0189564	0.00421485	0.0656057	0.371546	0.00481654	0.241316	0.111812	0.132983	0.470713	0.996637	2.39967	5	2.794193
431000	-383.1954	-466.0249	82.82958	10	1.346591	0.0203476	0.016823	0.0124881	0.0319265	0.0449101	0.0644302	0.0964877	0.0297654	0.101882	0.012813	0.013087	0.0154274	0.0929695	0.0906431	0.0123161	0.107405	0.1451	0.40576	0.0104614	0.056219	0.00234168	0.356955	0.009443	0.0677398	0.377179	0.00221684	0.427688	0.00610059	0.0742304	0.200622	0.560856	1.03998	2.19854	5	2.705157
432000	-378.4714	-465.9914	87.52008	10	1.407828	0.0651322	0.023358	0.0266886	0.018106	0.0572918	0.0255725	0.0737631	0.00839791	0.150652	0.0215166	0.00558329	0.0723531	0.0571772	0.0101818	0.0177445	0.0899622	0.00133815	0.149813	0.0108404	0.0351786	0.595137	0.129504	0.252244	0.0768831	0.118384	0.462626	0.0402185	0.000997743	0.0872827	0.210726	0.572459	1.04452	2.1723	5	2.683928
433000	-367.4112	-463.3106	95.89945	10	0.7407097	0.0714103	0.0319889	0.00568301	0.0383983	0.00244928	0.00621209	0.0335656	0.0289571	0.0614793	0.0317815	0.0277027	0.0654781	0.117786	0.0773835	0.00138545	0.0377431	0.176254	0.0468623	0.120798	0.129885	0.178635	0.0732273	0.23248	0.0620216	0.178022	0.0440367	0.047974	0.0584197	0.0124739	0.0828965	0.382121	0.939068	2.59591	5	2.000494
434000	-385.183	-466.5469	81.36397	10	2.345751	0.0613866	0.0240288	0.00110172	0.0161322	0.125704	0.0353583	0.139452	0.0326171	0.0279458	0.0474319	0.0857443	0.0330992	0.0907753	0.0198319	0.00276441	0.107582	0.228462	0.0115046	0.0971943	0.511252	0.0222424	0.0279545	0.128654	0.0981004	0.635982	0.0249162	0.328528	0.0545326	0.046838	0.331327	0.687374	1.07664	1.90465	5	3.067116
435000	-375.4523	-463.2634	87.81106	10	0.609244	0.062372	0.0363286	0.0161511	0.00574928	0.211975	0.0200775	0.0660728	0.0316259	0.0143297	0.0189351	0.0818755	0.117309	0.0646176	0.0625339	0.040254	0.102523	0.210392	0.0260105	0.34983	0.296941	0.00989106	0.00708131	0.0204072	0.306723	0.0697128	0.843087	0.00653542	0.052407	0.0156655	0.0550201	0.317372	0.885963	2.74165	5	3.167413
436000	-381.5532	-461.8003	80.24713	10	2.265639	0.0734343	0.027219	0.0722682	0.0416058	0.127737	0.0597019	0.00594746	0.0392462	0.0386354	0.00924543	0.0371964	0.051647	0.0331927	0.0491954	0.00530333	0.138861	0.0922746	0.0469697	0.0180296	0.258381	0.485974	0.38379	0.292954	0.0529907	0.0093535	0.452312	0.0280946	0.0256272	0.0197911	0.323048	0.680583	1.07541	1.92096	5	2.97698
437000	-372.6502	-461.4867	88.83641	10	0.4219748	0.0305608	0.0247624	0.0123147	0.00615375	0.351472	0.0380776	0.0861126	0.0432027	0.00855551	0.00348347	0.0226033	0.069895	0.0601654	0.0308252	0.0372974	0.159439	0.809914	0.147215	0.0319337	0.495116	0.00640494	0.0694028	0.130019	0.041874	0.181653	0.00342777	0.0280338	0.0241423	0.00844351	0.0200081	0.197972	0.754005	3.02801	5	2.962501
438000	-386.0619	-458.9378	72.87588	10	2.566548	0.00456463	0.00804005	0.0350738	0.00113018	0.0425015	0.0492229	0.0316485	0.0445636	0.0289165	0.0178654	0.0295956	0.000635093	0.185204	0.0186867	0.0535417	0.0952475	0.189768	0.172938	0.0598254	0.193403	0.0744577	0.279236	0.352867	0.0552446	0.0343022	0.379199	0.0332744	0.399991	0.00351886	0.352677	0.704303	1.07934	1.86368	5	2.874463
439000	-370.1372	-458.9351	88.79785	10	0.505364	0.036438	0.0347764	0.00328038	0.0308865	0.0553331	0.00764307	0.0751154	0.0252352	0.100068	0.04517	0.00315454	0.0549359	0.0381796	0.0248689	0.0329629	0.0714456	0.0359593	0.394678	0.0123656	0.218774	0.0161192	0.228966	0.0365839	0.0769123	0.117891	0.0344654	0.237639	0.0841718	0.306893	0.0343862	0.255403	0.824133	2.88608	5	2.440911
440000	-375.8428	-463.3138	87.47099	10	1.352348	0.0709695	0.0423086	0.028682	0.0204923	0.0879952	0.0156853	0.00950684	0.0353312	0.0398189	0.0320566	0.0324783	0.00851445	0.0471322	0.0151235	0.0627071	0.0446854	0.0804978	0.134014	0.0869413	0.0305869	0.081984	0.303435	0.0960702	0.219269	0.319025	0.0514347	0.0827887	0.0491711	0.00406709	0.201586	0.561981	1.04043	2.196	5	2.132773
441000	-364.2905	-465.2843	100.9938	10	0.4782995	0.0378617	0.0217293	0.00837641	0.0351795	0.0299826	0.0104949	0.0515969	0.0349086	0.112522	0.0226506	0.0468643	0.111696	0.0355279	0.0426221	0.0410356	0.0382949	0.0856645	0.0570852	0.242257	0.0377919	0.0217601	0.0399753	0.00497542	0.269869	0.0758544	0.224808	0.0142678	0.0251387	0.390198	0.0294396	0.237513	0.803813	2.92923	5	2.170989
442000	-387.2521	-468.3004	81.04826	10	1.02202	0.0211523	0.00169304	0.0554759	0.0132635	0.0515769	0.0362951	0.101213	0.0766587	0.0247961	0.0591158	0.0530648	0.00403716	0.0168845	0.136931	0.158966	0.00112371	0.0553442	0.0175254	0.0320557	0.0521765	0.0554156	0.0508001	0.29268	0.29973	0.771359	0.122061	0.0947581	0.00929325	0.128521	0.141326	0.483272	1.00355	2.37185	5	2.793968
443000	-397.2265	-462.1176	64.89116	2	0.4795545	0.024229	0.0154254	0.00315209	0.00851501	0.104723	0.00920866	0.0225765	0.0287599	0.0605667	0.0230444	0.0164658	0.0506037	0.00939757	0.0862971	0.0728361	0.031051	0.0415233	0.00352133	0.218602	0.0600872	0.0235557	0.0149744	0.237072	0.318375	0.010744	0.177418	0.00576736	0.176448	0.133536	0.0296637	0.238359	0.804802	2.92718	4	1.988477
444000	-422.9017	-470.5766	47.67495	2	1.731897	0.0477735	0.0296401	0.0212186	0.0228108	0.207318	0.04838	0.0119504	0.0390151	0.033463	0.00916308	0.0781296	0.111702	0.0958632	0.111647	0.202392	0.0324974	0.834436	0.00940749	0.137914	0.0280519	0.169578	0.0105598	0.11475	0.113289	0.0244713	0.0525472	0.0422828	0.387765	0.106409	0.259027	0.623097	1.06157	2.05631	4	3.134425
445000	-403.4952	-463.3525	59.85722	2	2.403521	0.0212719	0.042335	0.00702253	0.0212938	0.000398101	0.0257961	0.0418193	0.0335276	0.0339978	0.0169535	0.0975793	0.0639858	0.108913	0.00214047	0.0663213	0.032271	0.0243536	0.169505	0.10665	0.0315663	0.0521835	0.179346	0.057203	0.211039	0.104255	0.0496794	0.144413	0.255434	0.0550391	0.337115	0.692045	1.07744	1.8934	4	2.056295
446000	-414.779	-465.4495	50.67044	2	1.481032	0.0201277	0.042949	0.0118278	0.00111643	0.0123847	0.0997143	0.0452042	0.0473706	0.0286647	0.14837	0.00726773	0.0995014	0.125604	0.0732615	0.0623956	0.0349653	0.268225	0.0432524	0.524998	0.052256	0.00354113	0.204554	0.196148	0.0628626	0.194372	0.496865	0.0836174	0.000788318	0.0218216	0.222377	0.585368	1.04929	2.14297	4	3.014026
447000	-414.1093	-460.8092	46.69993	2	1.026423	0.108408	0.0310359	0.0170167	0.00707734	0.0606438	0.0418984	0.0235826	0.0327734	0.0646486	0.00177565	0.00740151	0.00331559	0.259805	0.0504701	0.119366	0.0546142	0.28189	0.464526	0.619594	0.168978	0.119883	0.0346929	0.0893741	0.11531	0.00783126	0.242901	0.000184849	0.0149388	0.288742	0.142196	0.484552	1.00424	2.36901	4	3.332677
448000	-415.8056	-467.6026	51.79703	1	0.8518353	0.073937	0.0146992	0.0248334	0.0141738	0.0201107	0.0438862	0.0696062	0.0358435	0.043287	0.0388736	0.00843893	0.0512873	0.0325951	0.0672833	0.100973	0.0216972	0.259264	0.00396111	0.411168	0.211551	0.0386129	0.0605031	0.152707	0.0741206	0.138155	0.0999535	0.0998498	0.0254717	0.12943	0.106531	0.427195	0.970344	2.49593	3	2.366273
449000	-416.8273	-465.981	49.15373	2	1.952493	0.00892563	0.0426817	0.0168104	0.0713065	0.0664625	0.0113609	0.0234992	0.0114848	0.0616587	0.0460773	0.0176185	0.0892965	0.0575283	0.00312327	0.130693	0.0162417	0.616004	0.338053	0.0310708	0.173556	0.039114	0.0106183	0.00473375	0.106484	0.461035	0.100806	0.367482	0.0700133	0.091714	0.287537	0.649865	1.06875	1.99384	4	3.085453
450000	-411.4287	-462.9628	51.53412	2	1.73019	0.0842312	0.0537676	0.0454787	0.0132231	0.056379	0.0598542	0.00674733	0.0178109	0.0614041	0.0213645	0.0942518	0.145319	0.0277039	0.0492322	0.0629709	0.0396019	0.0186498	0.152616	0.200637	0.514843	0.0168178	0.270665	0.112587	0.0051392	0.128633	0.09483	0.0291369	0.286327	0.00932165	0.258794	0.62287	1.0615	2.05684	4	2.679544
451000	-414.2865	-465.5955	51.30895	2	0.8053931	0.0479752	0.0109742	0.0286702	0.0693889	0.107181	0.00116192	0.0188726	0.00593914	0.0133252	0.00419132	0.0319901	0.141918	0.0108456	0.0601463	0.132414	0.0864223	0.0644476	0.435832	0.139837	0.0760043	0.0791316	0.030976	0.213079	0.0993901	0.00720813	0.387729	0.0463809	0.00904001	0.0429307	0.0967058	0.409296	0.958438	2.53556	4	2.403404
452000	-411.5175	-461.7563	50.23874	2	1.00404	0.111804	0.00235942	0.0439287	0.00125903	0.196961	0.0287063	0.0377953	0.0126139	0.0657235	0.000355894	0.0965267	0.00934235	0.158329	0.0518909	0.118893	0.0117287	0.073052	0.218663	0.0358308	0.22588	0.192187	0.0290413	0.0298681	0.312859	0.145051	0.0251754	0.375527	0.00848727	0.358134	0.137759	0.477963	1.00067	2.38361	4	2.977972
453000	-404.0828	-462.1802	58.09744	2	1.532754	0.0418646	0.0347321	0.0160684	0.0193079	0.166427	0.0528661	0.0175039	0.0503316	0.0214942	0.06133	0.034034	0.000461558	0.0541218	0.0616688	0.00891517	0.000963061	0.430594	0.00317719	0.0340058	0.338059	0.342122	0.187339	0.0168758	0.0604876	0.283089	0.0134226	0.0621036	0.221945	0.0261003	0.230338	0.593919	1.05229	2.12345	4	2.661411
454000	-416.3392	-465.6167	49.2775	2	2.349087	0.0791119	0.0222469	0.000898463	0.00756534	0.0422935	0.0652438	0.0250654	0.017777	0.0187644	0.0536706	0.0338468	0.0715777	0.0595975	0.00453787	0.287814	0.0288863	0.0356289	0.626287	0.0806964	0.142564	0.174942	0.069781	0.0293003	0.00124765	0.462059	0.0969212	0.031615	0.0111282	0.0528242	0.331665	0.687649	1.07669	1.90399	4	2.633893
455000	-413.1911	-462.6805	49.48932	2	3.225695	0.0339881	0.0080135	0.00962801	0.0105749	0.115416	0.0493626	0.0234559	0.0126861	0.152669	0.0240755	0.107165	0.00528611	0.188665	0.0319123	0.184358	0.0488895	0.0433345	0.142125	0.0469268	0.0488878	0.364582	0.00632137	0.127469	0.4061	0.0144964	0.0772475	0.216092	0.400855	0.283961	0.406002	0.743305	1.08342	1.76727	4	3.184544
456000	-412.6675	-457.0825	44.41503	2	3.051679	0.0585244	0.0122028	0.00648685	0.0658813	0.188692	0.0121782	0.0437108	0.00324935	0.0318707	0.0222721	0.029317	0.037469	0.147483	0.0103781	0.0806625	0.0476548	0.020592	0.375373	0.0372577	0.185179	0.414787	0.113038	0.201388	0.13978	0.0133038	0.486885	0.272059	0.23171	0.00986024	0.393221	0.73435	1.08276	1.78967	4	3.299245
457000	-405.0784	-460.9805	55.90213	2	3.217885	0.0135325	0.015691	0.0410086	0.0289781	0.0897184	0.0215014	0.0240982	0.0346153	0.149499	0.000794364	0.00429486	0.0463918	0.00900225	0.0247831	0.00029171	0.0962524	0.0527427	0.0500559	0.46412	0.115914	0.21743	0.0271559	0.0529094	0.526296	0.0145779	0.0242564	0.128499	0.0359203	0.128307	0.405446	0.74292	1.0834	1.76823	4	2.438637
458000	-415.9351	-464.5658	48.63063	1	0.9089141	0.0449643	0.0208113	0.0396506	0.0745505	0.0875089	0.00555284	0.0347678	0.00266804	0.0966872	0.00550223	0.0377762	0.00314355	0.00814738	0.0244441	0.0610519	0.0412964	0.0470304	0.137273	0.0570239	0.0857187	0.210228	0.0220313	0.0623806	0.0971068	0.53066	0.4558	0.138896	0.0636024	0.180931	0.118441	0.447551	0.9831	2.45091	3	2.677206
459000	-418.9081	-466.2227	47.31465	1	1.587628	0.0352504	0.00250715	0.0267054	0.0195147	0.0287619	0.0916333	0.0129067	0.0455169	0.0597634	0.0107345	0.00494511	0.0710732	0.0808919	0.0239856	0.0101564	0.000815869	0.0404721	0.0186933	0.122359	0.592882	0.0500624	0.0467215	0.179578	0.411535	0.0530394	0.241593	0.0544191	0.0758786	0.328536	0.238547	0.602521	1.05518	2.10375	3	2.740933
460000	-416.8098	-464.8499	48.0401	2	1.392748	0.0330335	0.0471061	0.0862909	0.047071	0.140513	0.0127314	0.0102059	0.040582	0.0497928	0.00382194	0.00114185	0.129357	0.1354	0.0842149	0.518442	0.0364694	0.0341806	0.0520408	0.0893232	0.215803	0.294434	0.0575239	0.0508672	0.350298	0.0513758	0.439667	0.259409	0.225321	0.0104956	0.208269	0.569673	1.04345	2.17861	4	3.506912
461000	-396.0906	-459.5857	63.49511	2	0.6730876	0.0457258	0.0189256	0.00378325	0.0320523	0.188842	0.0146123	0.00338101	0.0210596	0.0310754	0.0429762	0.041107	0.0109357	0.0111895	0.101471	0.0861932	0.0618619	0.315002	0.00950397	0.0643124	0.0491484	0.0229546	0.270495	0.246778	0.04129	0.0901364	0.133403	0.0201528	0.00624241	0.0535314	0.0684516	0.35055	0.914472	2.66653	4	2.038142
462000	-409.1949	-467.4602	58.26525	2	2.227423	0.0497437	0.0270744	0.0195567	0.0364174	0.117741	0.0209707	0.0990802	0.0249168	0.030653	0.0712797	0.0280283	0.242183	0.0622789	0.00193469	0.0363674	0.0547347	0.0257957	0.341245	0.101147	0.316737	0.10404	0.00264727	0.189619	0.0574804	0.0388699	0.123781	0.00673098	0.118846	0.0401977	0.31899	0.677206	1.07476	1.92904	4	2.390097
463000	-400.7625	-463.6955	62.93301	2	0.8925041	0.0265178	0.0376418	0.00789079	0.0368995	0.107479	0.000263706	0.0100662	0.00991316	0.113133	0.0229118	0.0241264	0.0408038	0.0422134	0.0146261	0.0444465	0.0359478	0.0635503	0.164312	0.11458	0.0191757	0.0645949	0.194586	0.155228	0.0577244	0.0260075	0.0408439	0.420272	0.00154999	0.430479	0.115038	0.441873	0.979624	2.46346	4	2.327786
464000	-411.7663	-465.0937	53.32737	2	2.366004	0.0825764	0.121549	0.00830302	0.0751487	0.266885	0.0497114	0.00318944	0.036966	0.0467458	0.0251464	0.0180415	0.111215	0.0802729	0.0427773	0.0233881	0.105627	0.0983887	0.0810838	0.310226	0.0581468	0.771277	0.216842	0.00543812	0.0373967	0.389455	0.021161	0.0173611	0.0186796	0.00804763	0.333373	0.689032	1.07693	1.90066	4	3.131047
465000	-408.044	-463.4738	55.42978	2	1.358245	0.0440462	0.0115681	0.017194	0.0438131	0.139529	0.0331199	0.0155072	0.00917572	0.00809835	0.0349351	0.0761484	0.0460428	0.0550225	0.0138247	0.240536	0.165374	0.352325	0.140195	0.111802	0.306085	0.066509	0.158583	0.023224	0.0502934	0.187187	0.083681	0.0200745	0.192181	0.0583902	0.20257	0.563125	1.04089	2.19342	4	2.704465
466000	-402.9608	-459.0488	56.08802	2	1.014097	0.0734671	0.0436205	0.00960057	0.0102413	0.0413034	0.0186498	0.0533263	0.0576262	0.030295	0.0423054	0.00843994	0.0338797	0.130861	0.0796878	0.161347	0.0585232	0.00915776	0.27888	0.0063228	0.0195324	0.0057563	0.0871084	0.0173474	0.306312	0.177405	0.0221109	0.324426	0.248821	0.0003055	0.139758	0.480948	1.0023	2.377	4	2.35666
467000	-420.3603	-466.2542	45.8939	1	1.444267	0.0576154	0.0190991	0.0166771	0.00388914	0.0803707	0.0555154	0.0279063	0.024225	0.109224	0.0458605	0.0551943	0.0076883	0.192737	0.0181636	0.0994692	0.0561648	0.0161839	0.46085	0.448359	0.0591546	0.158748	0.067131	0.255976	0.0727505	0.0312132	0.013354	0.0796094	0.192543	0.171669	0.216583	0.579009	1.04697	2.15743	3	2.897343
468000	-412.1259	-464.8096	52.68368	2	1.119277	0.0589132	0.0237057	0.00833855	0.0327336	0.0779919	0.0133543	0.00962974	0.00437579	0.0775009	0.00862549	0.00206301	0.055438	0.156639	0.0452393	0.118968	0.036117	0.349436	0.0302656	0.0122101	0.019041	0.0576672	0.0026162	0.400275	0.0167524	0.0466302	0.079	0.480778	0.343721	0.0959178	0.16012	0.509885	1.01726	2.31274	4	2.663944
469000	-410.5664	-461.3775	50.81106	2	0.9302446	0.0352636	0.0361779	0.00836906	0.0118305	0.106793	0.0148944	0.0852079	0.00948594	0.0121381	0.0523788	0.0522791	0.0255039	0.0487527	0.195283	0.017682	0.0994443	0.0412616	0.253328	0.0763905	0.179279	0.0760104	0.0598189	0.0439384	0.242686	0.0155443	0.118732	0.119499	0.621597	0.0556201	0.122834	0.454732	0.987407	2.43503	4	2.715189
470000	-417.4321	-461.8677	44.4356	1	1.112527	0.000704436	0.0658394	0.0131342	0.0608107	0.0139647	0.0201338	0.0131551	0.000857263	0.202923	0.0464513	0.0105184	0.00349431	0.0814266	0.104457	0.0953821	0.0926674	0.0257155	0.131545	0.0629397	0.0781915	0.36594	0.011597	0.0246884	0.597258	0.0682412	0.731269	0.0841612	0.0462675	0.0226132	0.158843	0.508145	1.0164	2.31661	3	3.076347
471000	-419.8889	-463.0819	43.19295	1	3.264964	0.0133782	0.0178536	0.0572463	0.0389645	0.112667	0.0405016	0.109974	0.0157742	0.0168065	0.0118501	0.0531632	0.142465	0.0925901	0.124932	0.0592022	0.0265817	0.155997	0.0637896	0.0661459	0.401558	0.0740174	0.0853732	0.45369	0.069936	0.120426	0.254006	0.249427	0.055862	0.00118996	0.408775	0.745218	1.08354	1.76246	3	2.985368
472000	-415.521	-462.9831	47.46213	1	1.585362	0.049975	0.0368661	0.0290524	0.0512711	0.0164758	0.0068182	0.00316264	0.0375965	0.081548	0.0306931	0.000853878	0.0418534	0.0297445	0.0405896	0.37379	0.103696	0.0800426	0.205669	0.0161954	3.22934e-05	0.0206491	0.102838	0.205043	0.341203	0.0235273	0.340331	0.197202	0.23805	0.0216417	0.238213	0.602175	1.05506	2.10455	3	2.726411
473000	-411.0496	-462.642	51.59238	1	0.9553832	0.0517733	0.0217913	0.00413084	0.0340331	0.144489	0.000711056	0.0652682	0.0124308	0.0954369	0.0191249	0.0337816	0.0252491	0.039725	0.0380843	0.361752	0.0101014	0.211222	0.109647	0.0292622	0.00346684	0.00775524	0.063857	0.476946	0.00188205	0.111148	0.0468244	0.32107	0.00101218	0.0344084	0.127968	0.462918	0.992195	2.41692	3	2.376384
474000	-403.4532	-457.6711	54.21786	2	0.8866972	0.0824089	0.0587016	0.0139731	0.0444713	0.139422	0.0135546	0.0326892	0.0100877	0.0240787	0.0138062	0.0154211	0.0225174	0.105616	0.134006	0.0633608	0.0344618	0.0256682	0.0112365	0.0141372	0.320627	0.175227	0.639444	0.201091	0.0973601	0.0217543	0.105668	0.18455	0.0404626	0.278601	0.11383	0.439831	0.978359	2.46798	4	2.924403
475000	-402.8295	-460.5968	57.76729	2	1.896961	0.0448751	0.0425693	0.00970973	0.0286088	0.123795	0.0174222	0.0211414	0.0497724	0.101193	0.00900862	0.0050775	0.0795708	0.165633	0.0621135	0.0828881	0.125739	0.00532378	0.183567	0.244719	0.264572	0.0283966	0.0685148	0.23959	0.221259	0.114256	0.0132183	0.00510608	0.0278789	0.259318	0.280657	0.643589	1.06718	2.00857	4	2.644837
