Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
967000	-941.2533	-960.0212	18.76789	10	4.901113	0.000785395	0.120517	0.030311	0.182479	0.0569804	0.00352764	0.017497	0.0404184	0.0046474	0.101967	0.0235275	0.0741905	0.0316819	0.0574377	0.0317713	0.0840542	0.0722498	0.00806118	0.0598492	0.00716726	0.0646638	0.013151	0.0245973	0.00715576	0.00225844	0.0179727	0.000755005	0.00628636	0.00784583	0.0458028	0.00905259	0.0852321	0.110459	0.0152049	0.0719395	0.40977	0.145897	0.244577	0.205977	0.418087	0.0278537	0.0260898	0.00530025	0.0883336	0.0495697	0.0439225	0.123508	0.0443086	0.0121971	0.0155476	0.00265411	0.00428237	0.156736	0.0154572	0.102044	0.0171893	0.0384594	0.0847778	0.00188097	0.0462431	0.0334107	0.301342	0.0540339	0.0154116	0.0876388	0.0989827	0.165273	0.00454948	0.0942748	0.21503	0.00813688	0.497918	0.801552	1.08347	1.61706	5	4.900244
968000	-955.3494	-966.2175	10.86808	10	2.230804	0.0349768	0.0656436	0.00251855	0.0126357	0.0116168	0.0814962	0.0465724	0.0044365	0.0786971	0.0914268	0.0469401	0.0913024	0.0456421	0.0258628	0.0959697	0.0246214	0.00947558	0.0115014	0.164126	0.0820487	0.00370059	0.0382006	0.00559247	0.0355653	0.0153117	0.0386815	0.00942471	0.0889454	0.0129575	0.0766975	0.00214673	0.0103266	0.156121	0.0642317	0.163758	0.00907885	0.334794	0.109589	0.0154342	0.1076	0.227221	0.267938	0.12354	0.00618068	0.430625	0.00568525	0.325578	0.336436	0.235327	0.0114764	0.23212	0.102109	0.0259914	0.0535164	0.342101	0.00668397	0.0498175	0.0113328	0.118807	0.0225061	0.173076	0.0764378	0.00321647	0.05024	0.10232	0.0128046	0.00465122	0.020706	0.0377477	0.0276452	0.0263054	0.319352	0.677508	1.07482	1.92832	5	5.795811
969000	-924.3862	-952.8462	28.46	10	3.74404	0.0621938	0.0141094	0.0577732	0.0760505	0.0769326	0.0699393	0.0272494	0.0286615	0.0221614	0.0509148	0.103947	0.0120263	0.0208083	0.0887634	0.00904835	0.00845028	0.0649837	0.0249855	0.0920588	0.0522047	0.0169615	0.0693497	0.0207765	0.0265542	0.0626764	0.000677633	0.0257748	0.00581443	0.0511605	0.0438862	0.0160141	0.00436184	0.0322909	0.0232264	0.0130453	0.0436442	0.0480771	0.0863986	0.143326	0.00245857	0.0217595	0.0509063	0.0490705	0.00327855	0.04689	0.032992	0.180235	0.0686779	0.183212	0.00263328	0.104503	0.050562	0.065817	0.285621	0.046723	0.0846503	0.0644907	0.158299	0.236761	0.0872418	0.075525	0.103584	0.0427005	0.148167	0.0329331	0.028984	0.0332652	0.153143	0.132466	0.00206463	0.0249935	0.439723	0.765865	1.08435	1.71007	5	4.301886
970000	-935.2542	-949.214	13.95981	10	2.155021	0.148789	0.00182402	0.0461679	0.0506244	0.116402	0.00513644	0.0164768	0.0527774	0.114405	0.129747	0.0400329	0.0300255	0.000912227	0.0470842	0.0150319	0.0191359	0.11619	0.0187241	0.0629477	0.0865098	0.00856597	0.0233193	0.0106449	0.00759248	0.0140516	0.00313386	0.00138439	0.00281477	0.0334908	0.00160047	0.0188717	0.000552266	0.0190529	0.171629	0.0805695	0.063487	0.0346336	0.0301035	0.0151267	0.00664711	0.402923	0.0155851	0.136753	0.0223248	0.42911	0.0209902	0.105544	0.0277743	0.0852779	0.0150756	0.0426843	0.135652	0.0902315	0.691636	0.196655	0.129612	0.10732	0.169027	0.131216	0.0589856	0.189074	0.116857	0.0981437	0.0211464	0.0172578	0.0155328	0.0731937	0.0250155	0.189391	0.150148	0.0291583	0.311103	0.670547	1.07343	1.94492	5	5.605513
971000	-930.9227	-950.9431	20.02047	10	4.808468	0.0343825	0.107647	0.0239792	0.0982779	0.0224674	0.0497601	0.0676518	0.0150573	0.022037	0.232917	0.0613506	0.0736322	0.0657873	0.0780655	0.00347765	0.0135532	0.0865887	0.0444922	0.0610349	0.127703	0.019039	0.0477325	0.00885751	0.0674431	0.00831869	0.00632126	0.0392337	0.0217948	0.0135873	0.0167249	0.00929289	0.0912278	0.0745943	0.135726	0.00620986	0.165079	0.0682978	0.0730201	0.0193355	0.1438	0.0376561	0.144627	0.151901	0.0948935	0.239975	0.0261573	0.160529	0.0344588	0.0376282	0.0358009	0.0344119	0.351094	0.0487198	0.0215854	0.0467043	0.169944	0.0555904	0.0286278	0.0510122	0.100463	0.117959	0.000374556	0.0655849	0.0828959	0.0238647	0.0683661	0.0860584	0.022783	0.285439	0.00727731	0.118234	0.493923	0.799222	1.08362	1.62324	5	5.076117
972000	-927.0499	-954.8078	27.75794	10	1.971803	0.0933614	0.00673658	0.126186	0.0338709	0.00251023	0.00497033	0.0295125	0.0306786	0.0442201	0.0647347	0.0156068	0.00129353	0.00928061	0.0245239	0.000632463	0.0782048	0.0531805	0.00750306	0.164803	0.00227092	0.00642612	0.00968514	0.019917	0.0564841	0.00962511	0.0219457	0.0185241	0.0157426	0.0582682	0.132401	0.00354449	0.0317556	0.0768787	0.00664435	0.0281163	0.123412	0.0742677	0.0971457	0.0320422	0.0558688	0.0452042	0.0238208	0.0574174	0.0950799	0.157444	0.0486605	0.435437	0.102789	0.101453	0.0521916	0.0649987	0.0293444	0.137983	0.109405	0.128498	0.0652532	0.189723	0.16039	0.0505207	0.00844348	0.00910104	0.0618634	0.0126122	0.0197372	0.00271949	0.00251404	0.0421032	0.157903	0.211382	0.0380887	0.173133	0.289885	0.651981	1.06927	1.98887	5	4.467991
973000	-942.5953	-957.6155	15.02018	2	6.772289	0.0568729	0.0207687	0.14938	0.0394126	0.00403142	0.183428	0.016481	0.0492424	0.044853	0.128623	0.0631592	0.0139355	0.000619321	0.0871985	0.0220886	0.0450245	0.0528606	0.0262782	0.0738464	0.0508168	0.00335542	0.00993606	0.0199716	0.0192033	0.00970798	0.00325448	0.0246145	0.0226782	0.00909579	0.0195486	0.018633	0.0231672	0.0691054	0.0923872	0.00634032	0.0338288	0.0989877	0.0543857	0.0413643	0.129872	0.0225587	0.0600522	0.0405494	0.322389	0.00934116	0.00397978	0.359227	0.0201535	0.0218856	0.159867	0.037112	0.222277	0.177942	0.0315172	0.0485434	0.13994	0.0455279	0.0315743	0.0110051	0.103713	0.0207424	0.079894	0.0561826	0.0773043	0.119659	0.314213	0.00103545	0.0110896	0.0477736	0.00647735	0.00677292	0.562354	0.836961	1.07948	1.5212	4	4.448658
974000	-929.4639	-948.4238	18.95987	10	5.066592	0.0459672	0.079803	0.0390259	0.00948214	0.00416261	0.0452468	0.0608958	0.0935078	0.0246447	0.24241	0.059396	0.0828826	0.0162671	0.004547	0.0215957	0.0530943	0.0833273	0.0146557	0.0714378	0.00364232	0.026804	0.0465731	0.00593473	0.018481	0.00140627	0.00225606	0.00170929	0.0329415	0.028588	0.0623735	0.000376017	0.00294793	0.0648903	0.0124929	0.0801046	0.00546115	0.220558	0.195856	0.138387	0.00790071	0.106761	0.130485	0.00837273	0.0248247	0.0734362	0.00788376	0.032919	0.0318379	0.116513	0.183586	0.0919523	0.122878	0.0742915	0.0198075	0.0415223	0.024128	0.231181	0.144012	0.0274898	0.149526	0.210076	0.150652	0.119258	0.203296	0.455993	0.0150969	0.0442703	0.0760202	0.063761	0.0828819	0.0212851	0.50482	0.805538	1.08318	1.60646	5	5.09803
975000	-929.0146	-947.4054	18.39084	10	8.235942	0.0902395	0.0627787	0.0719282	0.00357925	0.0438459	0.00205757	0.0271272	0.124499	0.0125413	0.0912275	0.0207598	0.050703	0.042271	0.0327372	0.0266793	0.0161121	0.0682968	0.0147272	0.0820628	0.00677778	0.032009	0.0328922	0.0585282	0.0142465	0.00302165	0.0209248	0.00256947	0.0171135	0.0681964	0.056845	0.0368001	0.0728433	0.00650382	0.108358	0.034075	0.0510983	0.0539827	0.043455	0.278363	0.00637864	0.0524486	0.00833489	0.0538026	0.0986099	0.193055	0.0102823	0.0157274	0.0682004	0.00900504	0.14082	0.11001	0.10801	0.180126	0.0155773	0.0426127	0.0834645	0.0471058	0.195114	0.0781349	0.0903571	0.0870419	0.000151239	0.0439399	0.198666	0.203924	0.0271899	0.00763985	0.11872	0.00702975	0.0335822	0.0415252	0.598235	0.855057	1.07611	1.4706	5	4.259362
976000	-950.4763	-951.7664	1.29016	1	6.448717	0.0928657	0.0459531	0.14349	0.0643638	0.0370389	0.0433507	0.0366609	0.0268582	0.00798096	0.0183796	0.0818493	0.0533438	0.105393	0.0215851	0.0447951	0.0453733	0.0680561	0.0119181	0.0488003	0.041344	0.0108044	0.0298507	0.0600602	0.00123316	0.0210977	0.0024134	0.0119269	0.0791374	0.0854003	0.0126186	0.027609	0.115192	0.0019306	0.0694113	0.0900668	0.0708491	0.0581964	0.018197	0.326383	0.0688285	0.0612615	0.102903	0.0299225	0.0794096	0.116208	0.00959577	0.0584387	0.0996902	0.13337	0.149238	0.0167857	0.0338907	0.0210502	0.0029896	0.229654	0.0457155	0.0588966	0.0694561	0.0528903	0.295123	0.100161	0.0532868	0.0619806	0.00681815	0.764473	0.0721837	0.0576992	0.118791	0.188065	0.0991833	0.00687643	0.553004	0.832064	1.08024	1.5347	3	5.396614
977000	-926.4745	-945.4291	18.95466	10	2.910834	0.0394777	0.130455	0.00965172	0.0467286	0.00835003	0.10697	0.0311293	0.0343594	0.0304844	0.045879	0.0160383	0.0560282	0.043055	0.00846104	0.06084	0.0463651	0.0291487	0.0282458	0.0520691	0.00169428	0.00926493	0.0323137	0.0430544	0.0138095	0.0261084	0.0360415	0.000680256	0.0159614	0.00450955	0.0261774	0.0173608	0.0760779	0.0425935	0.0111039	0.04093	0.0272532	0.237452	0.0646416	0.219096	0.00434529	0.196414	0.0282791	0.0337346	0.0534761	0.0392298	0.0318221	0.128499	0.123353	0.043934	0.0480699	0.0140587	0.0160235	0.18025	0.327695	0.144457	0.0271485	0.256235	0.165495	0.0264961	0.0338464	0.0355097	0.405656	0.152609	0.289	0.0764949	0.0198076	0.00265291	0.123058	0.0853837	0.0549959	0.132292	0.382244	0.726468	1.08204	1.80925	5	5.070183
978000	-930.0607	-954.6035	24.54278	10	3.319142	0.0651583	0.0377263	0.043212	0.0475621	0.00187182	0.0663563	0.0386169	0.0215802	0.0467889	0.203255	0.0208324	0.0811725	0.0509817	0.210691	0.0222817	0.05068	0.042909	0.0563166	0.11446	0.086096	0.00161348	0.0101453	0.0277881	0.00677384	0.0123646	0.000250632	0.0180088	0.0195144	0.0538797	0.0411819	0.00637221	0.00581934	0.0363307	0.0586823	0.011725	0.0238874	0.0324189	0.274374	0.187844	0.0656325	0.0808907	0.0919316	0.0189986	0.123852	0.0139557	0.0389182	0.0732773	0.137839	0.000950985	0.084087	0.010653	0.28875	0.150879	0.418548	0.0460638	0.0541471	0.00445821	0.0463784	0.112629	0.0382692	0.019036	0.384159	0.101417	0.0743147	0.0714377	0.00757913	0.0341556	0.0299712	0.0244733	0.012209	0.0295499	0.412538	0.747796	1.08369	1.75597	5	4.826937
979000	-937.3383	-946.2662	8.927989	1	4.158958	0.092115	0.0265055	0.0327722	0.0472132	0.00333764	0.000747743	0.0423669	0.0246843	0.01471	0.164368	0.00625341	0.0353744	0.0427316	0.0839052	0.108584	0.000423829	0.0255721	0.0251887	0.0147119	0.0233734	0.0131944	0.0452524	0.0788193	0.0286373	0.0155441	0.0155368	0.010379	0.0666361	0.0385322	0.0245608	0.0256548	0.00333586	0.0148529	0.0170784	0.105579	0.220551	0.0296094	0.115816	0.121201	0.0630407	0.0493822	0.0089708	0.08547	0.0914694	0.0769606	0.0169902	0.192506	0.00896579	0.00224297	0.18279	0.0194729	0.0518715	0.1266	0.157032	0.0180928	0.112142	0.0359517	0.0630878	0.00148271	0.264318	0.504972	0.307617	0.12224	0.0793204	0.0501792	0.0567948	0.150557	0.0150411	0.0345104	0.0818746	0.0241498	0.462887	0.780533	1.08434	1.67224	3	4.861807
980000	-955.6664	-965.0925	9.426161	2	2.920691	0.051179	0.0693862	0.106368	0.0739225	0.10464	0.0150978	0.0305817	0.00188765	0.046623	0.0274015	0.0873859	0.0432004	0.00400167	0.0251859	0.00188205	0.0149905	0.0467701	0.0141903	0.0925421	0.039291	7.86683e-05	0.0542302	0.0502271	0.0415998	0.034348	0.0200255	0.0995692	0.0445585	0.122256	0.0736431	0.0160058	0.047978	0.00331687	0.200665	0.0165839	0.105135	0.220656	0.118566	0.0803172	0.01189	0.288534	0.0368064	0.0372619	0.0531818	0.25639	0.034309	0.0131229	0.0496726	0.0288874	0.0889947	0.0859546	0.137894	0.337338	0.0476163	0.0326991	0.21198	0.0165198	0.102427	0.143651	0.0358351	0.0300102	0.058199	0.0569201	0.0211797	0.361893	0.00494807	0.185956	0.139982	0.0512953	0.0200854	0.147373	0.383032	0.72704	1.0821	1.80783	4	5.375095
981000	-927.1846	-950.9813	23.7967	10	2.322494	0.10409	0.0364272	0.0550802	0.129581	0.0208761	0.0214259	0.0679153	0.0665881	0.058268	0.00858743	0.000602458	0.0642876	0.0601512	0.16784	0.110093	0.0357648	0.0351325	0.063562	0.0113604	0.00867034	0.00325797	0.0512177	0.0403161	0.00513585	0.00601036	0.0103204	0.0142852	0.00583098	0.0573734	0.034988	0.00923504	0.00709612	0.00163435	0.0262893	0.204049	0.100456	0.00408416	0.0556055	0.120345	0.109672	0.0374259	0.0966918	0.0158986	0.0928431	0.0272985	0.0905399	0.0164568	0.134997	0.0451011	0.10447	0.200019	0.0132491	0.368171	0.189591	0.0308856	0.0151617	0.103736	0.051691	0.0372266	0.260368	0.0140497	0.0754544	0.124313	0.0334892	0.118477	0.207256	0.172547	0.0280474	0.00635343	1.63824e-05	0.192022	0.328954	0.685441	1.0763	1.9093	5	4.897353
982000	-931.1602	-959.4318	28.27154	10	3.311457	0.0584492	0.107714	0.0821952	0.0268613	0.00775395	0.0170764	0.0212583	0.0861205	0.015984	0.0038181	0.0204477	0.0463369	0.0899445	0.051	0.0349789	0.0144591	0.0592142	0.0443627	0.202493	0.0249561	0.00816327	0.0157257	0.00842763	0.00391184	0.000401068	0.00432438	0.0327659	0.0102803	0.0436934	0.0137625	0.01392	0.0918982	0.0439207	0.090107	0.0168316	0.0358314	0.0228824	0.0804339	0.0513054	0.0204188	0.0448349	0.335039	0.052458	0.202053	0.010492	0.0695301	0.0639935	0.168993	0.0338216	0.112308	0.201625	0.0686154	0.0344996	0.0737338	0.11933	0.0037292	0.101965	0.0706874	0.0348333	0.0696881	0.0323669	0.0241374	0.0215579	0.0938646	0.237065	0.0120934	0.0473646	0.122228	0.0738344	0.0189149	0.0880596	0.412008	0.747434	1.08367	1.75688	5	4.268146
983000	-922.0818	-950.7788	28.69707	10	4.269717	0.0698022	0.0168857	0.0246937	0.0645862	0.0258997	0.00529518	0.0850633	0.194148	0.0141428	0.0280815	0.0130743	0.0317184	0.00348058	0.133983	0.0100216	0.0368043	0.0445597	0.0755835	0.00463417	0.000189189	0.0119932	0.0553283	0.0313444	0.0600385	0.00335161	0.00197765	0.0243084	0.000942487	0.0237836	0.085617	0.00101127	0.00888537	0.0478849	0.0761103	0.0426461	0.0218024	0.03074	0.123522	0.0131569	0.0416938	0.0198492	0.157394	0.0312284	0.28404	0.0995353	0.0515116	0.0286283	0.0952609	0.0165208	0.0764048	0.134604	0.0244003	0.00543843	0.0134468	0.192087	0.00188918	0.0127872	0.0234329	0.204328	0.111379	0.0475844	0.0198976	0.084574	0.0470059	0.21551	0.229267	0.149133	0.0124201	0.0507221	0.0587302	0.153971	0.468592	0.784048	1.08427	1.66309	5	4.241765
984000	-931.5167	-948.1371	16.62033	10	3.500515	0.0843301	0.0387567	0.11043	0.0924069	0.143856	0.0189477	0.00508585	0.0567095	0.0190543	0.0280027	0.0126955	0.0106113	0.104038	0.0855769	0.0209817	0.0140901	0.0631763	0.0492139	0.0175276	0.136684	0.00266467	0.0277811	0.0387783	0.0240371	0.014688	0.00556395	0.00151274	0.0386767	0.0140104	0.0305445	0.00929261	0.0175752	0.149248	0.00453453	0.0189386	0.040546	0.0539989	0.00322557	0.0257649	0.104972	0.00866569	0.237618	0.0327714	0.0475697	0.161359	0.0373579	0.107695	0.152239	0.0326978	0.0991444	0.0145478	0.178845	0.0383359	0.167207	0.223537	0.239057	0.103793	0.055971	0.199624	0.0269243	0.0382916	0.0150713	0.0827587	0.138072	0.26844	0.153448	0.228629	0.0259442	0.0616327	0.0327513	0.12612	0.424624	0.755948	1.08408	1.73535	5	5.074647
985000	-922.9014	-944.2776	21.3762	10	5.257712	0.0320835	0.066695	0.02571	0.0521637	0.0201971	0.0462501	0.0235025	0.0427531	0.0293701	0.195773	0.020482	0.0483527	0.0170427	0.0696477	0.0485906	0.0124776	0.118017	0.0119925	0.111386	0.0457649	0.0230228	0.0354856	0.0208627	0.0502187	0.0110867	0.00467086	0.00938212	0.0175188	0.00932063	0.024076	0.00679068	0.0115855	0.0906241	0.109454	0.0979452	0.0645219	0.0512376	0.0449502	0.0186036	0.168958	0.0427906	0.0366321	0.0638284	0.140734	0.0197755	0.116018	0.0299422	0.0498514	0.107417	0.21364	0.0518895	0.0766685	0.00188794	0.0969991	0.424139	0.191164	0.0638513	0.173101	0.00900331	0.036274	0.0239912	0.136531	0.0695561	0.0827588	0.0200959	0.0771792	0.0469111	0.029836	0.152248	0.0232686	0.177848	0.512441	0.809884	1.08283	1.59485	5	4.694398
986000	-947.215	-960.7001	13.48513	10	7.19272	0.0447072	0.130139	0.0684745	0.0184947	0.0111226	0.0440494	0.150611	0.00821587	0.0403521	0.0327367	0.000583443	0.0608098	0.0339054	0.0993526	0.0727406	0.064565	0.0744318	0.031796	0.118863	0.0586478	0.0122353	0.0590286	0.0109151	0.0109843	0.0766769	0.0515976	0.0296896	0.0542082	0.0524056	0.00476417	0.000868023	0.0257003	0.0921201	0.00868226	0.0696419	0.0688196	0.216109	0.0905589	0.233795	0.0945879	0.0883611	0.0157569	0.175724	0.028803	0.0496186	0.00586718	0.0163096	0.335941	0.113993	0.0274083	0.0702012	0.145352	0.00633938	0.165608	0.0162984	0.0108229	0.0821398	0.26132	0.152592	0.198595	0.0141284	0.0126283	0.0496961	0.0101021	0.0995436	0.0445985	0.12894	0.0653424	0.116957	0.0576401	0.214828	0.573652	0.842777	1.0785	1.50507	5	5.20944
987000	-930.6773	-950.1781	19.50074	10	3.16994	0.0348523	0.0609749	0.0786177	0.14693	0.0271218	0.000665616	0.00243342	0.0418679	0.0114866	0.130124	0.0305275	0.0751597	0.00567782	0.089963	0.00406613	0.0158451	0.0190757	0.0154215	0.0868198	0.00473387	0.015151	0.0158928	0.0593911	0.00466247	0.0144324	0.0217823	0.00866476	0.0289119	0.0658532	0.00211677	0.00524328	0.00345204	0.0176413	0.017107	0.00605425	0.250464	0.0138681	0.0183247	0.00486151	0.0329525	0.1741	0.159938	0.181223	0.0387942	0.225866	0.0230368	0.00169423	0.044458	0.088736	0.0113218	0.350033	0.144366	0.0398357	0.0433083	0.0759157	0.0647334	0.096871	0.130911	0.114907	0.135053	0.0216111	0.0104888	0.267763	0.0276437	0.0203493	0.1702	0.124652	0.311873	0.195547	0.0412709	0.0763805	0.401996	0.740523	1.08324	1.77425	5	4.902073
988000	-931.9945	-953.3573	21.36281	10	4.87537	0.112364	0.0365163	0.127626	0.0626714	0.0132272	7.96698e-05	0.0487195	0.0667937	0.0539688	0.0602247	0.00175561	0.0228645	0.0286227	0.125535	0.0195353	0.0527293	0.0948884	0.0200036	0.0401547	0.0400837	0.021272	0.0571597	0.0283686	0.0197875	0.00282149	0.0206105	0.0485142	0.0316011	0.0158326	0.0285552	0.0106627	0.0648146	0.0105278	0.0377101	0.0271894	0.0802005	0.106368	0.043497	0.00334071	0.00542573	0.0334772	0.111883	0.0713442	0.0612668	0.0335305	0.0706367	0.0693749	0.0377266	0.0275608	0.122647	0.373679	0.0198484	0.0586475	0.212326	0.0671007	0.114452	0.00960797	0.492495	0.100198	0.216765	0.202927	0.0453237	0.128372	0.0638908	0.279925	0.00798186	0.0315073	0.0313208	0.00958258	0.0290744	0.0764004	0.496818	0.800912	1.08351	1.61876	5	4.903496
989000	-943.3944	-960.4498	17.05542	10	4.227541	0.0561332	0.119571	0.0104958	0.00277749	0.0202304	0.00649809	0.0484024	0.0318155	0.0102925	0.112625	0.0461818	0.0468845	0.00818286	0.145177	0.0233495	0.0171595	0.0525763	0.0467936	0.0345063	0.0924645	0.0373264	0.0161691	0.0195142	0.0159922	0.0562996	0.0496338	0.015765	0.0508326	0.0994818	0.0908431	0.00626111	0.031042	0.127014	0.147574	0.0323328	0.0511177	0.128638	0.0537158	0.356272	0.0637266	0.0140161	0.0626566	0.0692294	0.0954101	0.0412302	0.0510948	0.142566	0.0754337	0.00828954	0.0131313	0.0937922	0.0483788	0.37914	0.00386433	0.236433	0.135632	0.0890327	0.129593	0.0323689	0.198155	0.0274073	0.0123872	0.134257	0.0253164	0.287171	0.0247067	0.0754995	0.0351826	0.268604	0.0388804	0.0158081	0.466441	0.782728	1.0843	1.66653	5	5.246338
990000	-937.2337	-959.9651	22.73143	10	3.015148	0.00249624	0.0676778	0.0410792	0.117758	0.0175527	0.0460616	0.0299582	0.163405	0.10885	0.0834742	0.0374485	0.0523936	0.0431947	0.0630276	0.0477214	0.118364	0.0331113	0.0308699	0.0289238	0.0330192	0.0107437	0.0494817	0.00966209	0.0696542	0.00834028	0.0141863	0.0154688	0.0381367	0.0320327	0.0884049	0.0123276	0.00801141	0.134559	0.0941579	0.373748	0.00233115	0.0081799	0.0966935	0.24378	0.161867	0.0126009	0.243186	0.123005	0.0158807	0.00624659	0.0178308	0.0996719	0.0592525	0.02464	0.105105	0.0102177	0.0354898	0.0628174	0.0162228	0.155459	0.132755	0.249763	0.141006	0.0713395	0.0631732	0.0636004	0.14249	0.0305882	0.0284828	0.0216696	0.0842024	0.0315009	0.0511019	0.0455135	0.254088	0.159271	0.39043	0.732363	1.08259	1.79462	5	5.196325
991000	-920.312	-942.8821	22.57005	10	3.62666	0.0739689	0.0163939	0.0480395	0.158465	0.00781355	0.014373	0.0309125	0.0200119	0.00746736	0.0200213	0.00683302	0.044972	0.0331313	0.124918	0.0205209	0.0623964	0.0814311	0.0203341	0.129375	0.039036	0.00533363	0.0223769	0.0370817	0.00527458	0.00270304	0.0180458	0.0237503	0.00907262	0.0286727	0.000474849	0.0271168	0.0241194	0.0848391	0.00399739	0.135424	0.0449733	0.0142384	0.139801	0.0354255	0.159667	0.0302559	0.000101656	0.00675732	0.193811	0.139002	0.15904	0.3105	0.0632735	0.167727	0.0469911	0.168442	0.0167023	0.0717011	0.00109765	0.115527	0.0953263	0.122657	0.083603	0.22926	0.0365243	0.0346624	0.038803	0.0177767	0.0435497	0.056081	0.385548	0.0206248	0.0100672	0.0289317	0.0874938	0.302331	0.432598	0.761221	1.08425	1.72193	5	4.866973
992000	-924.9355	-952.6951	27.75963	10	5.180842	0.0275837	0.0872121	0.12769	0.045791	0.064687	0.0734173	0.0489835	0.0180917	0.0152468	0.0560078	0.0143122	0.0257194	0.00891685	0.0150015	0.000486468	0.0384741	0.12782	0.0336377	0.0894933	0.0471533	0.0382029	0.0677475	0.0455002	0.0320225	0.00384019	0.0399217	0.0094395	0.0510953	0.0163731	0.124724	0.0174596	0.0914482	0.0228568	0.0278294	0.0266063	0.0401905	0.107929	0.0166224	0.236575	0.0248606	0.00185994	0.0288791	0.0585841	0.028086	0.0320444	0.0358739	0.00504807	0.026674	0.0444991	0.065526	0.0269509	0.149069	0.0282062	0.151635	0.349758	0.196932	0.0288774	0.109523	0.0900045	0.0901623	0.0627368	0.0101739	0.0560895	0.133375	0.0367992	0.2055	0.0236456	0.127939	0.0554632	0.0519643	0.0772182	0.509419	0.808168	1.08297	1.59944	5	4.396066
993000	-927.705	-946.8364	19.13134	10	2.658535	0.0558422	0.0288105	0.0607434	0.0198208	0.0213567	0.0582209	0.018945	0.0488441	0.051324	0.0598427	0.0174469	0.0217067	0.000510997	0.00772931	0.0333944	0.0240248	0.0821544	0.0113747	0.200857	0.10332	0.00881116	0.0283629	0.0420899	0.005461	0.00907855	0.00853924	0.0106712	0.00780837	0.0422526	0.0895857	0.015035	0.0332443	0.0409942	0.229658	0.0850049	0.0393315	0.0210548	0.07528	0.0222198	0.0428089	0.059361	0.14905	0.0294231	0.0773688	0.00529206	0.0417143	0.0354413	0.0310811	0.386647	0.0589401	0.154869	0.119145	0.00363091	0.0685109	0.398486	0.0513999	0.210764	0.0184632	0.231934	0.172328	0.170904	0.0655144	0.0475259	0.0320908	0.0466337	0.0641073	0.0071189	0.0010435	0.0770683	0.12968	0.0548556	0.36099	0.710679	1.08022	1.84811	5	4.783953
994000	-924.2522	-948.118	23.86579	10	3.045463	0.0238633	0.113193	0.030394	0.0232559	0.00542177	0.030714	0.0370744	0.0647575	0.123243	0.0563906	0.0520551	0.0428871	0.0206722	0.0877958	0.039953	0.0151507	0.0626068	0.0131322	0.084953	0.103506	0.00133751	0.0505506	0.0309996	0.0660646	0.0185598	0.0227515	0.00703267	0.00689511	0.0117048	0.0559591	0.00846573	0.050553	0.0189559	0.137245	0.0567162	0.00803312	0.0435896	0.0576837	0.14576	0.00652149	0.0707298	0.0062949	0.00413328	0.342952	0.00774351	0.142363	0.0594117	0.149275	0.189169	0.0743696	0.205002	0.0451943	0.0476485	0.00465842	0.0105084	0.121607	0.133098	0.060975	0.0517672	0.289438	0.123638	0.0381972	0.0312976	0.135769	0.0296569	0.0423181	0.0142498	0.112452	0.17752	0.0200268	0.0280995	0.392749	0.734014	1.08273	1.79051	5	4.605963
995000	-963.2931	-972.2839	8.990818	10	3.835243	0.0670831	0.0565933	0.0207429	0.059407	0.0509574	0.0590028	0.0947885	0.253109	0.0668463	0.0965964	0.066216	0.0458935	0.00849571	0.178037	0.105278	0.166048	0.0405711	0.0230952	0.0197896	0.0381992	0.022441	0.0420298	0.0603882	0.0320561	0.017952	0.0276426	0.00239421	0.00563808	0.00258611	0.0660511	0.0137061	0.0152539	0.075318	0.082325	0.0814377	0.1174	0.122434	0.122111	0.041557	0.0511818	0.142423	0.00215903	0.156369	0.0355738	0.00524477	0.125083	0.283265	0.0581832	0.508443	0.0321177	0.0569427	0.13293	0.0910372	0.220117	0.0329918	0.093122	0.0226898	0.0424134	0.0494309	0.0577671	0.0479823	0.140669	0.20128	0.17872	0.0660335	0.027232	0.150527	0.168761	0.0992547	0.191993	0.0108676	0.445076	0.769312	1.08439	1.70122	5	5.950279
