Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1700000	-926.8239	-948.2664	21.44248	10	3.647145	0.0338881	0.109657	0.0574738	0.0252352	0.0214142	0.0218344	0.00145473	0.0435748	0.0160215	0.106827	0.00182985	0.0517666	0.0103621	0.0627041	0.0385161	0.0423426	0.0474862	0.00435727	0.107612	0.000263947	0.0146346	0.0501722	0.0181118	0.00491645	0.054229	0.0317154	0.00514973	0.123819	0.0512953	0.0397652	0.0280066	0.00441728	0.0119338	0.0474437	0.354913	0.0359986	0.126164	0.0211501	0.0229803	0.0852193	0.230967	0.0501234	0.0966865	0.0848417	0.0415196	0.0217479	0.0741056	0.0245148	0.0310472	0.181277	0.0229292	0.162876	0.0344405	0.204995	0.438915	0.0181036	0.00927636	0.0268583	0.0479199	0.0716868	0.00429519	0.0497979	0.11289	0.322197	0.138563	0.0880729	0.0103667	0.074313	0.119343	0.11367	0.039547	0.433861	0.762049	1.08427	1.71982	5	4.884545
1701000	-938.0215	-957.54	19.51851	10	4.356402	0.0802557	0.121789	0.149778	0.0802358	0.0197672	0.0355457	0.09174	0.0156435	0.0379214	0.14831	0.02007	0.0293508	0.0138808	0.000876948	0.122107	0.00796374	0.0713916	0.065229	0.100721	0.0414286	0.00379157	0.0398603	0.0172694	0.0256615	0.00800389	0.0163042	0.0111076	0.00645969	0.0279195	0.0930503	0.0473925	0.135156	0.00978239	0.0263452	0.00704436	0.0664579	0.0049632	0.179773	0.1022	0.00863855	0.00512134	0.00917767	0.0223662	0.0134123	0.027248	0.0575875	0.0744985	0.0835676	0.0453519	0.102203	0.193716	0.0954127	0.240183	0.173935	0.151878	0.0421755	0.0572487	0.144219	0.00603565	0.168505	0.176056	0.185519	0.0339569	0.0729009	0.287755	0.0125623	0.110654	0.0241851	0.068674	0.163489	0.0054083	0.47293	0.786697	1.0842	1.65618	5	4.946189
1702000	-937.0329	-951.2361	14.2032	10	4.168532	0.117671	0.0407782	0.0558438	0.0164423	0.015005	0.0514831	0.054218	0.0688628	0.0290845	0.257808	0.0552686	0.101712	0.0156898	0.0619676	0.00369812	0.025526	0.026907	0.00449766	0.0840618	0.0223009	0.00134732	0.0189801	0.049864	0.0333551	0.0126221	0.0104831	0.00489304	0.0607779	0.0585218	0.0270513	0.0293089	0.0983025	0.1899	0.00718158	0.0187682	0.0461546	0.115465	0.0545836	0.0237829	0.0599156	0.0508854	0.151898	0.189875	0.0652274	0.00285736	0.489392	0.0461428	0.158466	0.136141	0.0207423	0.0617976	0.0621237	0.0801028	0.032226	0.11657	0.0910318	0.170751	0.230005	0.0940038	0.111529	0.0845671	0.168151	0.275312	0.112794	0.142784	0.0340371	0.114026	0.122211	0.023469	0.0252308	0.134843	0.463387	0.780843	1.08434	1.67143	5	5.629276
1703000	-937.9628	-954.1242	16.16138	2	3.555037	0.0357118	0.0674962	0.028327	0.110651	0.0708685	0.042869	0.0904277	0.0572687	0.00071177	0.165326	0.00360988	0.0455483	0.00109982	0.123386	0.00556846	0.0305486	0.0477144	0.0294164	0.101156	0.00362601	0.0216433	0.0551666	0.080764	0.00538257	0.0161913	0.0229099	0.00607827	0.0386748	0.0106854	0.0861791	0.0338221	0.0355813	0.0614017	0.0742792	0.0756176	0.0212168	0.0334648	0.0247655	0.103846	0.085337	0.0628936	0.0268373	0.0245434	0.273028	0.000703875	0.105774	0.169644	0.0765696	0.00696264	0.0384281	0.154607	0.216699	0.0229965	0.0665979	0.0107974	0.0205594	0.0661913	0.294806	0.0497836	0.0893787	0.0877472	0.0341459	0.0901594	0.00537945	0.12645	0.0204162	0.0366753	0.00797151	0.24331	0.0186662	0.0305061	0.428112	0.758265	1.08416	1.72947	4	4.433565
1704000	-930.5135	-952.232	21.71846	10	4.740395	0.0764771	0.0771474	0.192688	0.0751349	0.00935622	0.0887255	0.127155	0.0471938	0.0467064	0.124851	0.00631807	0.0482499	0.0131299	0.0606906	0.0137271	0.0305246	0.0463953	0.0125455	0.0195081	0.02279	0.0297019	0.0125106	0.014871	0.00538238	0.00728289	0.00801961	0.0195618	0.0263185	0.0770925	0.0340982	0.0232808	0.0647235	0.0394359	0.103434	0.011054	0.00604085	0.046624	0.000703702	0.015872	0.00432642	0.0733695	0.323302	0.0200335	0.150643	0.0452138	0.0969915	0.126263	0.139513	0.00117246	0.0540072	0.162361	0.0942306	0.192763	0.0261349	0.0369761	0.173831	0.0208197	0.30993	0.0371738	0.0725713	0.085032	0.0773979	0.0574161	0.00539442	0.0101131	0.0291068	0.0512065	0.215396	0.00403292	0.0116037	0.266001	0.490925	0.797462	1.08372	1.62789	5	4.65965
1705000	-941.6879	-959.9318	18.24389	10	3.812589	0.0234292	0.0597756	0.0838943	0.029846	0.0651835	0.0239635	0.0132769	0.00810826	0.0460176	0.232212	0.0167445	0.00704235	0.0865412	0.0137766	0.0659162	0.00387817	0.0903202	0.036157	0.0819837	0.029961	0.0142962	0.0994501	0.0247694	0.0090591	0.00341908	0.00233969	0.01913	0.0012457	0.0127434	0.175797	0.0103394	0.00691745	0.242513	0.223975	0.0711717	0.114768	0.0687665	0.254279	0.103969	0.118681	0.0275407	0.277182	0.0228245	0.0516164	0.00631933	0.0681584	0.0630159	0.16541	0.167918	0.0568657	0.0299548	0.0465841	0.0510327	0.0802433	0.163997	0.0362416	0.0478835	0.051787	0.0302746	0.0393209	0.427436	0.0830063	0.0805581	0.00708601	0.236676	0.0486423	0.00726938	0.0685603	0.00839827	0.128796	0.127924	0.443761	0.768468	1.08438	1.70339	5	5.304181
1706000	-923.4374	-946.4646	23.02711	10	3.843646	0.0938297	0.0462041	0.174476	0.0232754	0.03445	0.0311904	0.0233416	0.0653082	0.0199131	0.276614	0.000325407	0.0427697	0.125598	0.086779	0.00890181	0.0563668	0.0103452	0.0612575	0.217871	0.0780572	0.0038959	0.0908306	0.00200173	0.00848555	0.000112621	0.00441346	0.00306616	0.0104057	0.0410695	0.0369774	0.0188092	0.00184645	0.00901339	0.0860687	0.00422197	0.14859	0.0168619	0.0163927	0.00424681	0.0992147	0.111795	0.018953	0.180314	0.0211919	0.0131874	0.144163	0.423721	0.0987253	0.497718	0.010163	0.0749091	0.150491	0.0509816	0.0306914	0.0349155	0.00123867	0.0190412	0.15758	0.0390064	0.0075193	0.153034	0.130797	0.242561	0.011211	0.0952986	0.0122654	0.000960198	0.0129434	0.00680709	0.0213556	0.120198	0.445561	0.769623	1.08439	1.70042	5	4.977135
1707000	-915.165	-943.945	28.77999	10	3.210553	0.0593385	0.0641634	0.0187891	0.0886069	0.0643476	0.028162	0.054982	0.0209997	0.0620648	0.0704284	0.0281171	0.049355	0.0289198	0.0680474	0.0643472	0.0847688	0.0265642	0.060064	0.0490807	0.0640155	0.0314507	0.00193894	0.0442626	0.0328021	0.0157163	0.000313951	0.00268827	0.0254259	0.00776035	0.0343154	0.000173992	0.0139915	0.00550492	0.051697	0.20474	0.0623604	0.0355319	0.0249244	0.0712281	0.00840383	0.0546512	0.187276	0.0295582	0.0241858	0.0104868	0.154862	0.0333864	0.0725153	0.00142369	0.0117012	0.0168826	0.147261	0.0486449	0.0226918	0.084074	0.0842429	0.0467724	0.0668834	0.281097	0.0215519	0.156515	0.0770564	0.234971	0.030438	0.0393482	0.016765	0.155928	0.185776	0.000359925	0.281572	0.124748	0.404922	0.742557	1.08338	1.76915	5	4.434019
1708000	-955.3915	-971.5552	16.1637	10	2.192132	0.12811	0.0094146	0.138112	0.0781541	0.0102894	0.136611	0.0342591	0.0238023	0.0318277	0.0131744	0.00276704	0.0516042	0.021804	0.0836913	0.187914	0.0846563	0.0774615	0.00743255	0.0376825	0.0262581	0.0436316	0.00700166	0.00765261	0.0267499	0.00946185	0.0548724	0.0192965	0.0160377	0.0489171	0.0286681	0.00385519	0.0282925	0.0837872	0.243634	0.0114664	0.00443892	0.0840831	0.00678147	0.0135339	0.0414194	0.182468	0.172991	0.114143	0.502344	0.0503993	0.00202691	0.07602	0.173969	0.171381	0.0129264	0.197065	0.0144853	0.0051069	0.0285997	0.157479	0.00428617	0.0783388	0.0498601	0.370929	0.0903904	0.0489408	0.00605956	0.0191589	0.0474431	0.0954568	0.0337665	0.148181	0.249198	0.092888	0.00958353	0.0687132	0.315179	0.674004	1.07413	1.93669	5	5.243206
1709000	-942.152	-956.4848	14.33282	10	4.405382	0.082324	0.0714009	0.254222	0.0110772	0.153054	0.000843828	0.0528985	0.0398398	0.0352537	0.0569003	0.00503527	0.121077	0.116337	0.0536047	0.0211893	0.0438426	0.0581317	0.0422703	0.19515	0.18824	0.0105507	0.0168485	0.0114455	0.0282288	0.0254769	0.00534386	0.00128261	0.00659443	0.00984362	0.040268	0.0112732	0.00899205	0.0290959	0.163055	0.0278406	0.0024697	0.153567	0.012798	0.0995783	0.391265	0.145256	0.00655561	0.0385988	0.0691905	0.0822934	0.0857676	0.000493117	0.146196	0.00524277	0.0039582	0.0779324	0.000456646	0.125091	0.0384336	0.108314	0.0545163	0.0792912	0.0474777	0.0723104	0.0620366	0.0406632	0.185896	0.00094248	0.0103974	0.191718	0.01436	0.0108609	0.227252	0.186807	0.308003	0.133955	0.475334	0.788156	1.08415	1.65236	5	5.218773
1710000	-918.9319	-942.658	23.72604	10	2.400108	0.0743903	0.0611824	0.0600906	0.0725001	0.0444368	0.0123471	0.0159532	0.0534038	0.0209402	0.10656	0.016911	0.0331699	0.0312931	0.0606476	0.0352161	0.0128292	0.0896533	0.0127778	0.00568033	0.0672061	0.0323278	0.000624669	0.00717967	0.0201412	0.0216446	0.0023729	0.0219882	5.80272e-06	0.0170412	0.0310137	0.00347237	0.015244	0.0947447	0.0546201	0.048637	0.026213	0.00357205	0.0225988	0.00726963	0.26528	0.0365797	0.441513	0.0496435	0.103818	0.00780639	0.00131525	0.00468942	0.0906447	0.171622	0.141929	0.0382627	0.072216	0.0689456	0.0454975	0.125207	0.100276	0.402008	0.0500232	0.0302907	0.208621	0.062048	0.151219	0.171091	0.0756534	0.0158324	0.0288344	0.0792723	0.120302	0.0301756	0.0305806	0.104091	0.336777	0.691774	1.0774	1.89405	5	4.643188
1711000	-936.8204	-954.8249	18.00453	10	4.106731	0.0432325	0.0477585	0.0297149	0.0736251	0.0104613	0.0323632	0.0266536	0.11688	0.021375	0.0252453	0.0152082	0.000461333	0.0107087	0.00521654	0.0505262	0.053682	0.0708712	0.0322099	0.107562	0.115152	0.00823266	0.00594884	0.0208748	0.0400553	0.0283584	0.0178726	0.0182529	0.00350674	0.0366435	0.108426	0.0560764	0.00635741	0.0643582	0.100519	0.0165107	0.0556532	0.233495	0.00757237	0.0619557	0.190301	0.0599232	0.262864	0.0171599	0.0174336	0.0318428	0.00880745	0.0102133	0.0597421	0.153362	0.0268551	0.422543	0.000200863	0.165371	0.298437	0.166741	0.145208	0.0333509	0.113906	0.0704135	0.0372806	0.0870361	0.0838935	0.0405186	0.155547	0.206367	0.0311858	0.00669764	0.0304147	0.0112913	0.0332268	0.0537695	0.460131	0.778821	1.08437	1.67668	5	4.811481
1712000	-932.3455	-954.2387	21.89325	10	2.697292	0.0587893	0.0551826	0.0554806	0.00923484	0.0187698	0.0112675	0.0585116	0.184072	0.0229052	0.0512019	0.0367515	0.0176244	0.00246957	0.054098	0.0425176	0.0846947	0.0770401	0.00687096	0.0382816	0.0403615	0.00368261	0.0616858	0.00835317	0.0379138	0.00311443	0.0395728	0.00282561	0.0370219	0.0293682	0.0213286	0.0305913	0.0138496	0.123398	0.068597	0.0169698	0.00225056	0.00809417	0.0217642	0.131779	0.0104615	0.101458	0.222936	0.0415536	0.0375726	0.0196613	0.0234946	0.22639	0.0529589	0.225703	0.0738477	0.0124577	0.0744524	0.187076	0.196863	0.268388	0.111797	0.0594249	0.046134	0.041939	0.0554758	0.442888	0.114226	0.110658	0.0607212	0.0072368	0.40264	0.0243071	0.0157919	0.15725	0.0693059	0.0358928	0.364398	0.713259	1.08055	1.84179	5	5.11925
1713000	-929.4235	-950.1439	20.72037	10	5.321768	0.0308019	0.0558168	0.117573	0.00311453	0.0151122	0.00815836	0.043079	0.00896515	0.0254863	0.198695	0.00569344	0.0749397	0.0749849	0.0337257	0.0891577	0.0639418	0.0659592	0.0553305	0.0491145	0.0359228	0.00578479	0.0757906	0.0510963	0.0025012	0.00480403	0.0149407	0.0077846	0.00326365	0.160527	0.0231304	0.00643558	0.0246565	0.0455753	0.0757238	0.0124756	0.154511	0.0361571	0.103421	0.078919	0.239818	0.049119	0.0458553	0.0158017	0.117228	0.0881213	0.00767985	0.0126986	0.0121523	0.00246652	0.0815462	0.0123769	0.0287361	0.00819424	0.0605035	0.0492353	0.0161461	0.0386212	0.144643	0.039689	0.0405355	0.555177	0.122211	0.00929381	0.0023287	0.027328	0.0678541	0.187245	0.115131	0.131259	0.237067	0.267641	0.514916	0.811283	1.0827	1.5911	5	4.776775
1714000	-942.6135	-957.5292	14.91577	10	3.500905	0.0490593	0.0719963	0.0294852	0.0601621	0.00279161	0.0714863	0.0237068	0.0200467	0.0676891	0.214973	0.0352176	0.0564959	0.0693325	0.185729	0.00860286	0.0380012	0.0338352	0.0446161	0.124509	0.0453652	0.00217936	0.0105563	0.0507784	0.00730423	0.0152816	0.0335848	0.00343023	0.00228384	0.072082	0.0644449	0.00593094	0.0742613	0.0174952	0.123355	0.0401939	0.148833	0.146484	0.0194207	0.079994	0.0291778	0.0294368	0.107231	0.00620613	0.129049	0.0116005	0.0746901	0.0185333	0.345882	0.238721	0.0387197	0.0303451	0.00968264	0.246275	0.0698535	0.00464087	0.204647	0.160207	0.145086	0.0988922	0.0224113	0.151499	0.21107	0.226618	0.00233175	0.108889	0.0770571	0.262959	0.0178218	0.235449	0.00346252	0.06012	0.424649	0.755965	1.08408	1.73531	5	5.54956
1715000	-955.5529	-964.2799	8.727023	10	4.207722	0.0703236	0.0635047	0.0790759	0.0390207	0.0542614	0.0773667	0.0154333	0.0744133	0.0487017	0.014384	0.112921	0.0804621	0.0442037	0.0884928	0.139686	0.0110842	0.130407	0.0258781	0.0435826	0.221465	0.019176	0.0175397	0.0498958	0.0251607	0.0133111	0.0423555	0.00398708	0.104474	0.0640224	0.254074	0.0324361	0.0258341	0.00901284	0.160554	0.0836608	0.00167611	0.329189	0.0262486	0.282884	0.0931333	0.00983874	0.0362123	0.0237264	0.144968	0.0321978	0.0101536	0.00488718	0.0403273	0.0853823	0.0155037	0.043004	0.306061	0.227955	0.13154	0.0409655	0.0247827	0.211735	0.219316	0.169926	0.222851	0.0764391	0.190481	0.0109824	0.0195044	0.0803945	0.0506507	0.0588435	0.0569283	0.0985627	0.0103333	0.193546	0.465422	0.782099	1.08432	1.66816	5	5.921294
1716000	-952.9871	-961.4175	8.430431	2	1.473031	0.0793164	0.0316124	0.0956906	0.0169596	0.00955803	0.00539994	0.0236493	0.0542231	0.000479008	0.155278	0.0804458	0.0162074	0.0326299	0.0105712	0.0154407	0.0234372	0.0201015	0.0420683	0.0783431	0.188642	0.0108853	0.0459957	0.0262316	0.0316508	0.00474937	0.00249269	0.0193854	0.00166307	0.169052	0.0532383	0.0198673	0.0998753	0.0227202	0.0449774	0.267544	0.0109991	0.0536601	0.0146707	0.031928	0.0157357	0.0283368	0.167499	0.0439885	0.0527404	0.108706	0.0270801	0.281663	0.06385	0.0375836	0.115393	0.0136097	0.0515602	0.0962317	0.0261497	0.00329032	0.443207	0.023664	0.0464838	0.427198	0.106775	0.47675	0.0223958	0.0406441	0.201953	0.0622467	0.166757	0.0476352	0.209777	0.0780606	0.0606283	0.141104	0.221126	0.584005	1.0488	2.14607	4	5.600337
1717000	-938.341	-957.638	19.29697	10	4.308952	0.0835816	0.0624217	0.0751621	0.0499413	0.0304935	0.0562372	0.0432549	0.0457796	0.0347849	0.0202058	0.0101836	0.0519482	0.0282273	0.0626692	0.0142143	0.148499	0.045707	0.0619178	0.0850697	0.028558	0.00766165	0.0541901	0.0431268	0.0175305	0.0208855	0.040996	0.0116617	0.0214992	0.0566176	0.0525687	0.00698462	0.0673104	0.0458215	0.00851429	0.00644845	0.0251045	0.0616641	0.142542	0.105742	0.0844678	0.0644781	0.0644843	0.0333428	0.0203975	0.222119	0.113997	0.0268176	0.0133224	0.132173	0.0316818	0.284578	0.182438	0.139878	0.0214813	0.00655162	0.205939	0.0909538	0.0348997	0.100445	0.0161779	0.0393695	0.0498894	0.0256932	0.00709336	0.0782006	0.0816151	0.000786122	0.0739578	0.149438	0.041071	0.00379376	0.470569	0.785258	1.08424	1.65993	5	4.277257
1718000	-941.1887	-965.848	24.65931	10	3.959926	0.0731568	0.0395743	0.012367	0.037501	0.0298923	0.0195243	0.0245552	0.025285	0.0293714	0.110379	0.0220161	0.0373132	0.0459283	0.102919	0.129137	0.100223	0.0551958	0.0177114	0.105901	0.0915726	0.0107123	0.0971087	0.0274177	0.0466041	0.0163612	0.0133237	0.00345504	0.0103017	0.000588531	0.00698221	0.0356601	0.0201037	0.0807439	0.0274719	0.0283612	0.0282083	0.0850231	0.111729	0.00740976	0.0259684	0.023151	0.208448	0.0247081	0.256994	0.0122828	0.0964494	0.0701636	0.208153	0.0434016	0.256632	0.0552909	0.0143593	0.0773568	0.125962	0.0696076	0.0753741	0.0551182	0.000458271	0.136043	0.241006	0.10243	0.012412	0.200628	0.0211627	0.00985575	0.145844	0.00219587	0.0691074	0.0361869	0.195647	0.0718371	0.452147	0.773812	1.08441	1.68964	5	4.711325
1719000	-935.3018	-950.6329	15.33111	2	5.115024	0.0179363	0.0416539	0.0833086	0.128479	0.0314068	0.00126654	0.0386915	0.0908236	0.101709	0.139802	0.0120007	0.0356972	0.00150798	0.0129857	0.0103477	0.0258513	0.0633594	0.00973015	0.129518	0.0678831	0.00308415	0.0122478	0.0164588	0.0123158	0.0161884	0.0131425	0.00660638	0.00164549	0.0398485	0.0834535	0.0108058	0.0226169	0.0250252	0.0991666	0.140908	0.00544537	0.0519542	0.182909	0.0143448	0.29056	0.0238584	0.0203214	0.0553796	0.119336	0.202228	0.0724966	0.0745915	0.0207934	0.149755	0.0706566	0.0288896	0.101088	0.130951	0.0451135	0.113439	0.140832	0.0214107	0.00655936	0.00979241	0.0923385	0.0580243	0.0780047	0.106381	0.0307471	0.00196489	0.0157115	0.0746103	0.0729985	0.0611126	0.029626	0.487123	0.506786	0.806665	1.0831	1.60345	4	4.60882
1720000	-936.4031	-950.2904	13.88728	10	10.44949	0.0348805	0.0729413	0.0435818	0.0438425	0.218739	0.0088444	0.0464867	0.0353943	0.0189706	0.171862	0.0813232	0.082128	0.022791	0.182372	0.0368712	0.0135064	0.0894834	0.0370487	0.0455355	0.0414688	0.0301391	0.0639571	0.0399304	0.00902213	0.0125472	0.0332365	0.00400621	0.000571687	0.00881034	0.0877922	0.0351649	0.00179327	0.0145344	0.027349	0.0452723	0.012252	0.177751	0.0497424	0.16108	0.00894211	0.0547089	0.0291946	0.00175955	0.132022	0.116404	0.221083	0.0203822	0.149994	0.0263358	0.205828	0.091857	0.0452735	0.137353	0.00417889	0.00775734	0.0262869	0.0818934	0.218271	0.130296	0.00835123	0.0512647	0.166658	0.204501	0.0757544	0.00795991	0.118483	0.0170167	0.0314442	0.125216	0.0699026	0.224227	0.638679	0.874209	1.07144	1.41567	5	4.953624
1721000	-936.8051	-956.5803	19.77521	10	6.96661	0.0176027	0.0750631	0.0672215	0.0314149	0.0667374	0.0278679	0.0354738	0.0860652	0.0382212	0.194347	0.0498817	0.0325101	0.0195433	0.0573916	0.052203	0.0166611	0.0232639	0.040992	0.0785503	0.00762885	0.0128756	0.00939685	0.0332931	0.0587827	0.0193554	0.0526729	0.0076041	0.00160322	0.00512662	0.00446974	0.0285684	0.0272574	0.109846	0.0884131	0.0996103	0.0448566	0.0410204	0.136697	0.00127189	0.0300491	0.00537353	0.344586	0.349884	0.0184673	0.0107129	0.233043	0.0823538	0.0327608	0.0420981	0.0792603	0.0101045	0.116793	0.0363765	0.013132	0.109718	0.0440898	0.00177463	0.0336209	0.243937	0.30602	0.0734395	0.0349014	0.0258314	0.0398453	0.0183458	0.010337	0.168187	0.0100902	0.133399	0.0865375	0.153638	0.567688	0.839721	1.07903	1.51356	5	4.70007
1722000	-940.2147	-963.5237	23.30896	10	2.446497	0.122948	0.0322317	0.0105642	0.0402862	0.0310423	0.0949352	0.0235796	0.0202136	0.0387546	0.0246982	0.0173716	0.0245589	0.0362491	0.0964656	0.0273182	0.0373893	0.00178716	0.0605145	0.0165742	0.0492013	0.00600252	0.00655447	0.0108904	0.0074928	0.0226579	0.0295501	0.0403137	0.0216401	0.0966903	0.0378522	0.00328097	0.00501409	0.0181991	0.0960369	0.0461809	0.0799572	0.0386883	0.312504	0.0130494	0.0124355	0.00937384	0.0497739	0.00622088	0.0575049	0.252972	0.00977523	0.186904	0.0671972	0.218401	0.241979	0.0230366	0.0603804	0.0531077	0.0489096	0.00560012	0.0428114	0.132518	0.0290152	0.0354215	0.0295046	0.00718504	0.0402332	0.00131884	0.00701387	0.119279	0.0729749	0.208596	0.0211416	0.0577818	0.427018	0.0406209	0.341325	0.695404	1.07799	1.88528	5	4.275246
1723000	-955.9848	-963.603	7.618246	10	6.171721	0.0678876	0.0124926	0.440375	0.00299406	0.00375324	0.0580798	0.0690265	0.0534154	0.00742711	0.0198741	0.0988985	0.0791083	0.0503643	0.0383868	0.0324865	0.0275168	0.0869349	0.00950305	0.11695	0.0154469	0.00171865	0.0308571	0.0415122	0.00020708	0.0038078	0.0659376	0.0182442	0.0126234	0.0058089	0.0156824	0.03231	0.0755878	0.0113012	0.102228	0.00510235	0.357956	0.0802975	0.045756	0.0325275	0.0109441	0.0566906	0.112599	0.0568643	0.297522	0.07009	0.0605301	0.0322564	0.169923	0.0148176	0.0793825	0.25416	0.0593294	0.0202125	0.387677	0.289649	0.0893255	0.233596	0.0300353	0.118091	0.0822366	0.0122219	0.0253112	0.49016	0.0909378	0.0150511	0.135648	0.0142953	0.0207316	0.137352	0.0251194	0.144764	0.544495	0.827539	1.08087	1.54709	5	5.867911
1724000	-916.5916	-944.3411	27.74945	10	2.960391	0.0598659	0.0140839	0.0800085	0.00963562	0.0490012	0.195582	0.0378725	0.0204555	0.0129962	0.109552	0.011931	0.0138817	0.0254462	0.141429	0.0219186	0.0281099	0.0911534	0.0193205	0.0922672	0.0597684	0.0114545	0.023924	0.046449	0.0189444	0.023696	0.006411	0.00991083	0.0186784	0.0166868	0.0182195	0.013889	0.0108583	0.213847	0.018544	0.00376475	0.0318449	0.0848497	0.0451555	0.0216777	0.0240381	0.3399	0.00616966	0.189745	0.0211352	0.102356	0.0656375	0.0894738	0.164382	0.0623771	0.0330102	0.0156098	0.0038655	0.277071	0.170865	0.00131027	0.0584222	0.0629868	0.0332599	0.148847	0.00421751	0.209181	0.028918	0.112315	0.0184223	0.0507761	0.138797	0.000467123	0.00509111	0.0580966	0.0962392	0.104726	0.386174	0.729311	1.08231	1.8022	5	4.430793
1725000	-927.194	-947.2924	20.09845	10	5.442837	0.167574	0.00863307	0.0838708	0.0274553	0.027504	0.0167534	0.0746931	0.034899	0.0333289	0.11445	0.00935598	0.0218142	0.0222584	0.0537095	0.00818781	0.0517985	0.0689374	0.00517666	0.0316834	0.120952	0.00802921	0.0102496	0.00811999	0.00280799	0.00807623	0.08755	0.00788439	0.0967658	0.0176109	0.0634445	0.00335731	0.00536231	0.0770546	0.056472	0.0163985	0.09365	0.0444457	0.0392347	0.136269	0.0685637	0.122263	0.0511267	0.281903	0.0571717	0.0307705	0.0424951	0.136623	0.0362037	0.0989771	0.0887306	0.0100146	0.0405069	0.0355462	0.040466	0.0598049	0.118082	0.0626814	0.0268267	0.165517	0.00139502	0.0631274	0.0178138	0.125555	0.673409	0.000216614	0.0613656	0.0014523	0.0203381	0.165362	0.109266	0.070037	0.519491	0.813852	1.08246	1.5842	5	4.64943
1726000	-935.344	-953.1544	17.81034	10	3.269361	0.0540122	0.0733893	0.0669516	0.0895934	0.111356	0.0656242	0.000706619	0.0828175	0.00701766	0.110752	0.0263521	0.0416017	0.0143598	0.0169707	0.0395757	0.0500269	0.0392783	0.0590501	0.139752	0.00967397	0.00395475	0.0234233	0.0589362	0.0183171	0.00702128	0.0173213	0.00339947	0.0744515	0.038544	0.0195189	0.0145898	0.0531257	0.0453052	0.140277	0.0426882	0.0326435	0.167997	0.164745	0.0329636	0.137298	0.131598	0.0690271	0.278264	0.116881	0.0227552	0.0219257	0.0732615	0.0216096	0.190333	0.190441	0.0927141	0.324542	0.0483572	0.00154925	0.0591005	0.0166792	0.0780701	0.226483	0.00744354	0.0460687	0.0443212	0.0234226	0.0246998	0.0857221	0.0139108	0.014402	0.119774	0.265769	0.0643157	0.250096	0.0309678	0.409083	0.74543	1.08356	1.76193	5	5.149886
1727000	-927.1766	-944.5838	17.40723	10	8.51773	0.0677801	0.0657121	0.00821112	0.0474365	0.0384344	0.0539358	0.0886437	0.0463303	0.0653535	0.121253	0.0240909	0.0391823	0.0261171	0.13012	0.00443226	0.0162411	0.0380546	0.0209062	0.0447709	0.0467995	0.0247965	0.051459	0.0153569	0.0558064	0.0281515	0.0554235	0.011185	0.0308996	0.00364672	0.031956	0.0107205	0.0119633	0.0321606	0.0631959	0.18985	0.007992	0.2487	0.252016	0.107699	0.0501305	0.0409093	0.0288494	0.134454	0.00528239	0.000995509	0.355757	0.103041	0.0680614	0.154338	0.220565	0.00139836	0.00275484	0.0562209	0.005244	0.00120741	0.0260532	0.165553	0.0286861	0.0404659	0.0278629	0.205464	0.102047	0.00470948	0.0916239	0.103486	0.170346	0.0141521	0.158812	0.126234	0.252495	0.0345687	0.604164	0.857944	1.07548	1.46241	5	5.008553
1728000	-926.4809	-945.8375	19.35667	10	4.295162	0.0752721	0.128096	0.0264315	0.0573484	0.0479855	0.0589031	0.0604268	0.0629658	0.00899054	0.0819665	0.0248007	0.0268374	0.0208807	0.0534858	0.0210233	0.00798238	0.0656963	0.053675	0.117262	0.0311663	0.0231518	0.0268716	0.054314	0.0156531	0.0344637	0.0346874	0.01796	0.0128852	0.00567826	0.00941273	0.0131994	0.0730819	0.12804	0.0616465	0.046384	0.0286642	0.0358593	0.0324397	0.0607315	0.24906	0.0079963	0.0863487	0.261605	0.215303	0.194318	0.0264009	0.139983	0.0251605	0.0478674	0.070611	0.018652	0.46289	0.00883856	0.197357	0.0592031	0.000185759	0.26844	0.0597341	0.0181769	0.0954708	0.0332005	0.311708	0.0168479	0.0405233	0.0569989	0.0511509	0.194941	0.0416607	0.0923553	0.00760553	0.0255356	0.469877	0.784835	1.08425	1.66104	5	5.13245
