Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
827000	-1327.943	-1405.252	77.30896	10	3.185006	0.00808972	0.0142765	0.0119925	0.018654	0.00256966	0.00391239	0.00722269	0.00145851	0.00178652	0.013501	0.00234289	0.00205913	0.00185161	0.00138238	0.0146627	0.00651184	0.018756	0.0778373	0.00218328	0.000690709	0.00194791	0.00679325	0.0375814	0.0238655	0.00507314	0.00486813	0.00606392	0.00564829	0.000789008	0.0119805	0.0243226	0.0594427	0.0376268	0.035486	0.0131299	0.0436081	0.0411328	0.024874	0.0217747	0.136333	0.0246678	0.056449	0.0229035	0.0609637	0.0202634	0.0233967	0.00621214	0.014589	0.0253002	0.0726304	0.0300624	0.217398	0.0993421	0.0238831	0.0389917	0.0833194	0.0326416	0.403087	0.741283	1.08329	1.77234	5	1.607097
828000	-1327.644	-1408.371	80.72711	10	2.249962	0.00846552	0.0153296	0.0149224	0.019137	0.0103262	0.00259873	0.00129852	0.00641287	0.00122914	0.0162859	0.00096921	0.00112915	0.00330511	0.00143357	0.0147577	0.00324318	0.0066793	0.120819	0.0011771	0.000537555	0.00375373	0.0078364	0.0363008	0.0233884	0.0101862	0.00622997	0.00581476	0.000858347	2.65188e-05	0.00243019	0.0175239	0.0456618	0.0496122	0.0300621	0.00287696	0.0526914	0.0422972	0.0311005	0.0243169	0.13847	0.0155005	0.0739688	0.0208408	0.0725842	0.0263908	0.00330001	0.0149872	0.00976659	0.034773	0.0584764	0.0515619	0.124942	0.0836669	0.0259083	0.0426317	0.0737565	0.0524406	0.321392	0.679209	1.07515	1.92425	5	1.56699
829000	-1348.435	-1424.982	76.54653	10	3.219166	0.00634978	0.00335863	0.0175829	0.033381	0.000384349	0.00310803	0.0139956	0.0025472	0.00535867	0.00664607	0.0135265	0.00125322	0.000725894	0.00842855	0.00143279	0.0115443	0.0263987	0.136334	0.00465954	0.0125357	0.00069469	0.00220747	0.0491954	0.0140696	0.00819461	0.0047215	0.0153072	0.000415206	0.000365773	0.000697834	0.0318146	0.0642424	0.0757992	0.00746234	0.00588507	0.0481568	0.0539281	0.0327451	0.0286894	0.125929	0.0353227	0.0809319	0.0273273	0.0550935	0.0287986	0.0237577	0.0539926	0.0201264	0.0454551	0.0612015	0.0460838	0.152949	0.0619069	0.020376	0.0460267	0.0565316	0.00210918	0.405537	0.742983	1.0834	1.76808	5	1.698063
830000	-1344.274	-1422.794	78.5201	10	2.123813	0.00781212	0.00367311	0.0228605	0.00595425	0.00502939	0.00379245	0.00981472	0.0114633	0.000990595	0.00615534	0.00317114	0.000833281	0.00369605	0.0144258	0.0240236	0.00595508	0.00955275	0.113134	0.00951969	0.00786364	0.0101623	0.00210981	0.0234498	0.0515768	0.00951523	0.000718838	0.0021478	0.00533523	0.00248466	0.0029569	0.0221292	0.0701415	0.0288244	0.0430538	0.0140688	0.0264741	0.081629	0.0500919	0.0325099	0.145852	0.028912	0.0727616	0.016927	0.0397949	0.0225203	0.0160359	0.0111725	0.000232878	0.0339082	0.0914953	0.0243264	0.230931	0.136281	0.0300678	0.0412293	0.076622	0.0319872	0.307619	0.667565	1.0728	1.95202	5	1.800159
831000	-1346.548	-1421.612	75.06437	10	5.996694	0.00126273	0.00643048	0.0176769	0.00891704	0.00259384	0.0118375	0.0127068	0.00839049	0.00400525	0.0288867	0.00149385	0.0013357	0.00707545	0.00130839	0.00455698	0.000445325	0.00364184	0.0778461	0.00294199	0.00435624	0.00175371	0.00347523	0.0298273	0.0680332	0.0015664	0.00256487	0.0124369	0.00215278	0.000803261	0.00146211	0.0588937	0.0419	0.0621724	0.0449611	0.0121978	0.039179	0.0898891	0.0118062	0.0282489	0.175677	0.0131974	0.0631186	0.0237919	0.0573977	0.018198	0.0738458	0.0124956	0.0199282	0.0203134	0.081696	0.0200568	0.180276	0.0468002	0.0293231	0.0480187	0.0932109	0.0126867	0.538856	0.824504	1.08127	1.55537	5	1.711065
832000	-1357.417	-1429.999	72.5816	10	3.691389	0.00427018	0.00639724	0.0130521	0.0224837	0.0103292	0.0155305	0.0147658	0.0280887	0.0316229	0.0136311	0.000103722	0.00965638	0.000173543	0.00141294	0.0065714	0.00402403	0.0198112	0.140803	0.00349657	0.00375961	0.00673226	0.00199498	0.0289439	0.038937	0.00178501	0.002629	0.0109088	0.00198391	0.00166121	0.00408797	0.0256076	0.0735087	0.0440103	0.0787859	0.00211131	0.0380277	0.0749613	0.0380692	0.0352498	0.196393	0.0186041	0.086509	0.035055	0.0628695	0.0257583	0.00320959	0.0143931	0.0158116	0.0147458	0.0752465	0.0151139	0.117812	0.0929584	0.0175663	0.0530239	0.0623422	0.0636083	0.436561	0.763812	1.08431	1.71532	5	1.831
833000	-1359.222	-1429.358	70.13551	10	5.700321	0.013059	0.00117831	0.0136762	0.0246796	0.00197762	0.00603198	0.00196005	0.00210752	0.000445604	0.0106631	0.00364252	0.00692692	0.00984145	0.0056509	0.0230105	0.0198599	0.00710015	0.116578	0.00943702	0.00235155	0.00170974	0.00272246	0.0274444	0.0256962	0.000100548	0.00169594	0.00364206	0.00447474	0.0072481	0.00239206	0.02395	0.0612023	0.0307664	0.0286846	0.0304458	0.0576777	0.036356	0.0527589	0.0226729	0.190876	0.043165	0.0862976	0.0125446	0.0548946	0.00800732	0.0528338	0.0246523	0.0305769	0.0239289	0.0622034	0.0691357	0.254751	0.159894	0.0111244	0.0476074	0.0915528	0.00330176	0.528798	0.819016	1.08192	1.57027	5	1.929166
834000	-1335.629	-1412.314	76.6843	10	3.722969	0.0169397	0.0090784	0.0133495	0.0186426	6.49078e-05	0.00136701	0.00411216	0.0180341	0.00468444	0.00471759	0.000142352	0.00194523	0.000694528	0.000696041	0.00686734	0.00253625	0.000716276	0.131043	0.000743468	0.00221031	0.00216009	0.00139307	0.0249592	0.0349195	0.00017841	0.00797041	0.0063318	0.00223642	0.00244457	0.00546046	0.0320925	0.0501654	0.0514909	0.00811005	0.00784479	0.0344285	0.0569582	0.0357723	0.033651	0.14397	0.0473771	0.0611079	0.0129689	0.0481766	0.00581877	0.0436854	0.0581057	0.0113143	0.0297138	0.0691694	0.0299422	0.108965	0.0939478	0.027786	0.0158318	0.102651	0.00431684	0.438464	0.765049	1.08433	1.71215	5	1.552001
835000	-1347.135	-1421.739	74.60364	10	3.988168	0.00733322	0.0164498	0.000411084	0.0123132	0.000603487	0.000566359	0.017249	0.00165235	0.0123288	0.0185993	5.37108e-05	0.00106511	0.0104966	0.00600398	0.00315876	0.00300006	0.0187204	0.174406	0.00135957	0.00202658	0.0248159	0.0076477	0.0362148	0.0171201	0.000695461	0.00815232	0.011233	0.000954846	0.00232688	0.000471613	0.0358213	0.0775439	0.0274619	0.0278425	0.0184458	0.0360202	0.0622662	0.0136492	0.0375874	0.167964	0.0246803	0.0428753	0.0251444	0.0644052	0.0174646	0.0613602	0.00944767	0.00170566	0.0540519	0.080975	0.0366276	0.111822	0.0669988	0.0281283	0.0337659	0.0870628	0.00247096	0.453711	0.774799	1.0844	1.68709	5	1.671018
836000	-1364.105	-1441.542	77.4373	10	3.373176	0.0229687	0.0122549	0.00473023	0.0167382	0.00115053	0.00642576	0.000720972	0.000954588	0.00508346	0.0189514	0.00243306	0.0121341	0.00950119	0.00292815	0.0169187	0.00259204	0.0317008	0.0779688	0.00120798	0.0249042	0.0061961	0.0100678	0.0229659	0.0423888	0.00738543	0.0130391	0.00408749	0.0106141	0.0179886	0.0277208	0.0429175	0.0430263	0.0686802	0.0238331	0.0126726	0.0295429	0.0562358	0.0186607	0.0640876	0.115272	0.0410329	0.0421614	0.0402265	0.0423054	0.0193893	0.040722	0.0324094	0.00499427	0.0489581	0.0438704	0.0452232	0.132701	0.0676958	0.0327151	0.0234019	0.0377653	0.0253203	0.416219	0.750299	1.08383	1.74966	5	1.630542
837000	-1352.144	-1424.328	72.1835	10	4.079154	0.00682791	0.0167041	0.0194177	0.0133559	0.00778537	0.00312749	0.00500372	0.00159463	0.00680109	0.0247417	0.000692423	0.00178177	0.00138977	0.0190266	0.00582716	0.0129467	0.00951516	0.138969	0.00314139	0.000620295	0.00333446	0.00883464	0.0285851	0.0455936	0.0087305	0.00698362	0.012505	0.00595336	0.00415332	0.0162767	0.0167142	0.0688343	0.0356379	0.0125581	0.0272537	0.0524066	0.0513124	0.0158034	0.0533566	0.14311	0.0179714	0.109452	0.054117	0.0660544	0.0169504	0.0454895	0.0466016	0.0038735	0.0192365	0.0722062	0.0148295	0.221816	0.106911	0.0215104	0.0360727	0.106209	0.0630392	0.458658	0.777903	1.08438	1.67906	5	1.939547
838000	-1362.194	-1430.618	68.4243	10	6.742312	0.0136879	0.0152214	0.0563799	0.0455803	0.010535	0.00914018	0.021239	0.0025859	0.00381182	0.0123479	0.00293309	0.0141438	0.0016097	0.0171024	0.0160148	0.00236711	0.0200431	0.207666	0.00288737	0.0172352	0.00543836	0.00666712	0.040646	0.0325844	0.0148322	0.00218248	0.00708907	0.000638624	0.000490731	0.00121553	0.0411702	0.109873	0.0433776	0.00986129	0.0303536	0.0430295	0.0614993	0.0143087	0.0440486	0.240292	0.0265589	0.11593	0.0377079	0.0384073	0.0162859	0.0527662	0.00793459	0.00454029	0.0410594	0.0813496	0.017878	0.286405	0.0822894	0.0218738	0.0390056	0.10773	0.00791448	0.561513	0.836524	1.07955	1.52241	5	2.227767
839000	-1351.826	-1426.632	74.80529	10	2.857912	0.00682749	0.0062662	0.00274658	0.028651	0.00723076	0.0022749	0.00175677	0.000911255	0.00310376	0.00976694	0.00120289	0.00112813	0.00631889	0.000954532	0.00576621	0.00623411	0.0272529	0.0942064	0.0139494	0.0105781	0.0170485	0.0103317	0.0515608	0.0466325	0.000228295	0.00246711	0.00260315	0.000501199	0.00225422	0.00212205	0.0247706	0.0453736	0.0423937	0.00342301	0.0661474	0.0374606	0.0475775	0.0568999	0.0433008	0.183494	0.0331706	0.0817811	0.0245122	0.0542518	0.00816896	0.0318016	0.00973902	0.0148046	0.0439869	0.0623193	0.0464156	0.116983	0.0935602	0.0551827	0.0127451	0.0590998	0.0388708	0.377962	0.723345	1.08172	1.81698	5	1.711111
840000	-1351.69	-1424.373	72.68291	10	3.593004	0.00782637	0.00517109	0.0213744	0.0356106	0.000317739	0.000912495	0.00467595	1.0484e-05	0.00695772	0.0124924	0.0116613	0.00129502	0.00917023	0.00560595	0.00653002	0.0203984	0.00245905	0.0760771	0.000573252	0.0095472	0.00267313	0.00510589	0.0364762	0.0458007	0.00579111	0.00145334	0.0128665	0.0107754	0.00568017	0.00201139	0.0805875	0.0593944	0.0324152	0.00482865	0.00431796	0.0320618	0.0450643	0.0196363	0.0565238	0.106699	0.0249684	0.0907562	0.0275294	0.0350873	0.0163281	0.064724	0.0374136	0.00554493	0.0310012	0.114443	0.021837	0.160183	0.0964464	0.0496344	0.0594574	0.0768213	0.0154305	0.430503	0.759844	1.08421	1.72545	5	1.736436
841000	-1344.962	-1414.163	69.20152	10	5.899518	0.0193125	0.0231235	0.0148074	0.0149018	0.000398817	0.00243057	0.00281196	1.72491e-05	0.00108089	0.00960132	0.00417314	0.00142113	0.00375697	0.0139585	0.00655967	0.00113787	0.0216433	0.129448	0.00133833	0.00858909	0.000947607	0.00563248	0.0469488	0.0475061	0.0106228	0.000846813	7.31159e-05	0.00543069	0.00321337	0.0037505	0.0194977	0.0563542	0.05221	0.00122724	0.00763857	0.0383467	0.0617784	0.0103694	0.0257578	0.135705	0.0212273	0.067259	0.0379151	0.0761764	0.0284825	0.0668496	0.0497976	0.00451372	0.0241102	0.0443882	0.0313477	0.135592	0.107622	0.045468	0.047797	0.128235	0.00120684	0.535631	0.822754	1.08148	1.56013	5	1.732357
842000	-1351.106	-1423.789	72.6834	10	6.942041	0.0119139	0.019305	0.0352707	0.0162913	0.00097222	0.00176873	0.00509941	0.00443424	0.00238306	0.00396452	0.0105182	0.00191157	0.0108273	0.0142627	0.0124233	0.000904645	0.00552579	0.0692957	0.00519149	0.0190129	0.00192025	0.0034501	0.0388031	0.0133592	0.0011436	0.0012726	0.0105211	0.00257018	0.0111941	0.00725597	0.0318286	0.0451933	0.0351524	0.00271853	0.0188607	0.0406078	0.0542141	0.030643	0.0384522	0.167926	0.0374753	0.0849625	0.0248719	0.0520363	0.0179857	0.02821	0.0170094	0.00239454	0.0321929	0.0369217	0.0345609	0.173284	0.0717138	0.030528	0.0183373	0.0627383	0.0162259	0.567025	0.839379	1.07909	1.51451	5	1.549812
843000	-1350.223	-1419.512	69.28893	10	5.333826	0.0107463	0.00860123	0.0320424	0.00441133	0.000216662	0.0184547	0.0164982	0.00642981	0.000853545	0.0229714	0.00602834	0.000859261	0.012261	0.00183549	0.00495506	0.0048499	0.0107328	0.100485	0.0071423	0.00463427	0.00261459	0.00383732	0.0438861	0.0430804	0.0049018	0.00449455	0.00901681	0.00633912	0.00360476	0.0064954	0.0362377	0.0510947	0.0281603	0.0330864	0.0313965	0.0618468	0.0733259	0.0434789	0.0332486	0.170353	0.0430111	0.081012	0.0181225	0.0592189	0.0265757	0.0173243	0.0470487	0.00866954	0.0271056	0.0814671	0.0407694	0.208831	0.0930897	0.0379496	0.0453329	0.0692443	0.0317893	0.515378	0.811543	1.08268	1.5904	5	1.902071
844000	-1342.583	-1410.446	67.8631	10	5.626575	0.00676397	0.00965098	0.00755425	0.0116038	0.00841581	0.0011371	0.0057349	0.000277339	0.0105095	0.0283129	0.000274405	0.00230113	0.000483493	0.0126895	0.00585265	0.0010783	0.0144978	0.124968	0.00763923	0.00643671	0.0098275	0.00304046	0.0296496	0.0439199	0.0042666	0.00627846	0.00260922	0.0106255	0.00111327	0.000568085	0.0436082	0.0643203	0.0488957	0.00672522	0.016089	0.0380101	0.0534764	0.0317276	0.0413007	0.133033	0.0244656	0.0638672	0.0215977	0.0451861	0.0248049	0.0602704	0.00620017	0.0406213	0.0459001	0.0707971	0.0400011	0.135308	0.131036	0.0464623	0.0384525	0.0433745	0.016707	0.526189	0.817577	1.08207	1.57416	5	1.710318
845000	-1338.929	-1418.44	79.51069	10	4.146369	0.00636854	0.0119853	0.0177779	0.0172063	0.00742267	0.000500902	0.0021758	0.00166719	0.00414164	0.0178818	0.00902443	0.00571574	0.00851758	0.000557759	0.00105684	0.00169503	0.014887	0.112519	0.0040183	0.0106479	0.0153613	0.0136912	0.0272967	0.0372772	0.00323931	0.0132708	0.00124805	0.0127619	0.00287953	0.00614072	0.0212637	0.039522	0.0601011	0.0154014	0.00170512	0.0378908	0.061709	0.0360083	0.0213235	0.1217	0.0350613	0.094783	0.0194384	0.0485551	0.0362496	0.0258708	0.0332583	0.010627	0.0260699	0.0733142	0.0298102	0.192936	0.0800673	0.011969	0.0511316	0.057603	0.0232845	0.462227	0.780123	1.08435	1.6733	5	1.655589
846000	-1332.141	-1409.514	77.37352	10	4.342724	0.00778332	0.0200804	0.0134903	0.00435525	0.00120748	0.00510567	0.000617642	0.00113919	0.000658304	0.0141005	0.00200937	0.00195234	0.000454845	0.000286151	0.009376	0.00375893	0.00494291	0.166883	0.00402789	0.00345143	0.00296082	0.0114581	0.0215889	0.0452815	0.00969639	0.00599787	0.00211831	0.00824622	0.00336717	0.000505177	0.0195833	0.0537253	0.0259707	0.0443235	0.0195279	0.0493986	0.075184	0.0673659	0.038349	0.138359	0.028023	0.0770998	0.0381822	0.0668921	0.0193811	0.0130914	0.0112714	0.00934302	0.0388525	0.0750688	0.0227307	0.196731	0.100692	0.0353235	0.0313654	0.0623354	0.0999697	0.472253	0.786285	1.08421	1.65725	5	1.835041
847000	-1337.663	-1412.362	74.69989	10	7.038187	0.0136529	0.00724457	0.0123802	0.00733824	0.000580785	0.00589082	0.000667229	0.00151734	0.0011858	0.0122916	0.00673455	0.00274802	0.00127266	0.000589108	0.00495628	0.00643065	0.0203954	0.123424	0.00834745	0.00419834	0.00191622	0.0048015	0.0174014	0.0343425	0.000533466	0.00795178	0.0157237	0.0115814	0.00228565	0.000672244	0.0269738	0.0637496	0.0282673	0.00910065	0.0298186	0.0421061	0.0480116	0.0455546	0.0285249	0.10979	0.0165574	0.0742482	0.0428831	0.0354505	0.0168418	0.0169557	0.0105514	0.000693828	0.0303293	0.0588998	0.0357872	0.101345	0.138608	0.0324943	0.0420056	0.066601	0.0344773	0.569604	0.840706	1.07886	1.51083	5	1.525683
848000	-1349.579	-1420.105	70.5262	10	7.034162	0.0284156	0.00807517	0.00518053	0.00919176	0.0101937	0.00529128	0.00461492	0.000633431	0.00321656	0.0181052	0.000283287	0.000156849	0.00898317	0.00204651	0.0186358	0.00506101	0.00936485	0.134028	0.000182768	0.00154654	0.0116221	0.00278037	0.0617197	0.0430095	0.0132171	0.0015884	0.0105124	0.0010254	0.00018137	0.00203698	0.0364717	0.0695962	0.0284945	0.0177399	0.00476592	0.0313546	0.0738325	0.0393645	0.0320965	0.207936	0.029718	0.0689195	0.0235852	0.0412092	0.0138235	0.0591647	0.0639089	0.0414197	0.0341853	0.128061	0.0261037	0.137555	0.109471	0.013122	0.0455821	0.0702037	0.015135	0.569497	0.840651	1.07887	1.51098	5	1.883719
849000	-1362.464	-1435.307	72.84297	10	2.922938	0.00643882	0.0180346	0.00903545	0.0165256	0.0213936	0.00201039	0.00450094	0.00809942	0.0114398	0.0190021	0.00177546	0.00139799	0.00657807	0.00262906	0.00803424	0.0123536	0.00133503	0.10366	0.00824016	0.00195819	0.00449208	0.000604318	0.0398182	0.0295145	0.00162196	0.00081557	0.00544729	0.00439397	0.00264578	4.72172e-05	0.0255231	0.0852732	0.0500142	0.00758862	0.0209891	0.0375411	0.0837006	0.0136457	0.0204175	0.0959967	0.0184895	0.0432454	0.0266407	0.0376705	0.0349275	0.0364693	0.0256862	0.0156772	0.0316835	0.0654961	0.0470499	0.181833	0.118185	0.00468762	0.06184	0.100419	0.00794256	0.383211	0.72717	1.08211	1.80751	5	1.652476
850000	-1330.109	-1410.49	80.3807	10	2.759683	0.019154	0.00408497	0.00759006	0.0122575	0.00145164	0.000235658	0.0062541	0.000921155	0.00593323	0.00187609	0.00387034	0.00255134	0.00228526	0.000613185	0.0108717	0.000563006	0.0135335	0.145173	0.00601357	0.0150658	0.00162432	0.00185961	0.0209954	0.0260203	0.00482108	0.00430932	0.00810108	0.00267921	0.00685097	0.000266156	0.028514	0.0551012	0.0323443	0.0042715	0.00438578	0.0578532	0.0553624	0.0437223	0.0266405	0.133627	0.0270675	0.0690831	0.0225327	0.0481664	0.0201387	0.0449711	0.041274	0.00763187	0.0303626	0.0682913	0.0362658	0.202256	0.0938563	0.0589035	0.0449801	0.0484673	0.0128296	0.369772	0.71729	1.08104	1.8319	5	1.656726
851000	-1338.431	-1416.601	78.16959	10	3.91484	0.00964443	0.00290095	0.00563736	0.0054021	0.001316	0.00229953	0.00276899	0.00170334	0.00189511	0.0100364	0.0106885	0.00766197	0.00161615	0.0175616	0.00277712	0.0032929	0.00595546	0.123013	0.00141411	0.00054959	0.00958147	0.0225661	0.0258167	0.0335031	0.00221562	0.00549282	0.000825852	0.000772802	0.00701978	0.00732163	0.0482695	0.0502447	0.0216418	0.0282144	0.00626316	0.0228194	0.0530267	0.0350457	0.0211747	0.15987	0.0188213	0.0600718	0.0259013	0.0614165	0.0269863	0.0428707	0.0185966	0.00741864	0.0347643	0.0558756	0.0216981	0.114366	0.0952126	0.0185024	0.019391	0.066939	0.0218262	0.449622	0.772212	1.0844	1.69376	5	1.490479
852000	-1349.149	-1424.29	75.14172	10	2.894855	0.00386974	0.00554904	0.00870698	0.00635615	0.000427003	0.000786271	0.00954292	0.00129807	0.0118139	0.0363551	0.00524775	0.00220625	0.00992261	0.00895588	0.018826	0.00471924	0.00807575	0.103918	0.00672803	0.00655661	0.00816784	0.00914469	0.0136589	0.0434187	0.00519178	0.00354468	0.000727756	0.00687115	0.00204645	1.97416e-05	0.0382711	0.052023	0.0650307	0.00575734	0.00066533	0.0541987	0.0400919	0.0185028	0.0407981	0.143702	0.0320437	0.0815771	0.0197702	0.0614096	0.020933	0.0232043	0.00435006	0.0709163	0.0383634	0.0533518	0.0554243	0.183722	0.1014	0.0185061	0.0575665	0.0571827	0.0229264	0.380961	0.725535	1.08194	1.81156	5	1.714342
853000	-1367.923	-1436.04	68.11739	10	5.297918	0.0271172	0.00794585	0.0354425	0.00914142	0.00129962	0.00255403	0.0111605	0.00081273	0.0119102	0.00673785	0.0017995	0.00102285	0.0148028	0.0175442	0.00145872	0.00839033	0.0222882	0.106529	0.0280913	0.000269884	0.000768946	0.0164834	0.0528039	0.0474537	0.00817822	0.020901	0.016535	0.0154442	0.00290903	0.00569368	0.0375627	0.0425664	0.0409479	0.0167797	0.0167672	0.0422032	0.0611693	0.0183396	0.0192748	0.104972	0.0480066	0.0745578	0.0274626	0.0503363	0.0115632	0.0488563	0.00477854	0.00672633	0.0325449	0.0477309	0.0242721	0.191311	0.142572	0.0435687	0.014542	0.0669832	0.00616617	0.513999	0.810765	1.08275	1.59249	5	1.746051
854000	-1342.812	-1416.297	73.48446	10	4.457137	0.00488234	0.00535739	0.0185794	0.00939094	0.000938576	0.00507351	0.00604128	0.00719188	0.0125125	0.0462779	0.00144561	0.00208445	0.00101029	0.00822119	0.000917741	0.0112809	0.00730388	0.133605	0.00193041	0.00802952	0.0083117	0.0163323	0.0267563	0.0336025	0.00284756	0.00931732	0.0101012	0.000861268	0.00265867	0.00219143	0.0288675	0.0851704	0.0339279	0.0280423	0.000927339	0.0392876	0.0568067	0.01228	0.0219246	0.126519	0.0214629	0.0617634	0.0360946	0.063846	0.0130662	0.026477	0.0183975	0.0271477	0.035946	0.061232	0.0253158	0.142912	0.12898	0.037656	0.0377307	0.0686537	0.0107608	0.477838	0.789668	1.08409	1.6484	5	1.656251
855000	-1345.531	-1423.576	78.04554	10	3.028417	0.00275998	0.0183536	0.00928062	0.037923	0.00379237	0.00904237	0.00367362	0.00446323	0.00219317	0.0459657	0.00733903	0.00197461	0.00577931	0.014289	0.00624372	0.00283166	0.0264182	0.0685604	0.00235104	0.00290556	0.00178202	0.00781568	0.0160369	0.0230791	0.00130333	0.0032668	0.00153732	0.0019939	0.00334736	0.00729746	0.041033	0.0508923	0.040431	0.0496086	0.0149386	0.0434152	0.0558597	0.0152335	0.0400431	0.138071	0.0561253	0.0880829	0.0230021	0.046449	0.0348052	0.0613842	0.0140922	0.0104826	0.0268455	0.064278	0.0288207	0.151505	0.0997421	0.0567365	0.0302336	0.0640445	0.0193085	0.391448	0.733089	1.08265	1.79281	5	1.709064
856000	-1337.821	-1412.782	74.96107	10	6.121159	0.00629219	0.0193525	0.00930083	0.00263214	0.00691508	0.0010595	0.00524108	0.00248525	0.000531508	0.0132803	0.00235395	0.00564242	0.000334143	0.00890051	0.00197518	0.00636906	0.0150877	0.100646	0.00487722	0.00616497	0.000153246	0.019624	0.0596174	0.0224251	0.000171097	0.0169285	0.00811958	0.000354985	0.0052753	0.00301936	0.0308271	0.084322	0.0544136	0.00653491	0.0140891	0.0486846	0.0637212	0.0114172	0.0254473	0.149878	0.0236353	0.101454	0.0396216	0.037269	0.0264278	0.00895487	0.0176817	0.047999	0.0395375	0.0662492	0.0270174	0.189833	0.105131	0.0404385	0.0366638	0.0903196	0.0882127	0.542888	0.826677	1.08099	1.54945	5	1.830911
857000	-1335.358	-1409.893	74.53502	10	4.023031	0.00841481	0.0048432	0.0102008	0.0063592	0.00502973	0.00210522	0.0059061	0.00253872	0.00020438	0.00313177	0.000862267	0.000339026	0.00551008	0.00194754	0.0139978	0.00580739	0.00543586	0.115143	0.00141873	0.00877479	0.00363739	0.0165836	0.029666	0.0308138	0.000640068	0.00717326	0.0142336	0.00733663	0.00505641	0.000635218	0.0148996	0.0405462	0.0499235	0.0188992	0.010817	0.0394924	0.0441237	0.0489588	0.0348583	0.153809	0.0467118	0.0876466	0.0221229	0.0637521	0.00792595	0.0468012	0.00318788	0.0198745	0.0250539	0.0755081	0.0391159	0.181013	0.106054	0.0162804	0.0486456	0.0754721	0.00625155	0.455623	0.776002	1.0844	1.68398	5	1.651492
858000	-1356.893	-1428.339	71.44612	10	3.094338	0.00049022	0.0138211	0.0196023	0.0310865	0.00655624	0.00509323	0.000999127	0.0255501	0.0029818	0.0127426	0.000865655	0.000278092	0.0065978	0.0194576	0.0025325	0.000939217	0.00973181	0.106425	0.0023503	0.000515051	0.00546664	0.0125954	0.0330771	0.0291481	0.00359001	0.000193925	0.0149758	0.00530182	9.85625e-05	0.00742965	0.0179231	0.0518127	0.039363	0.0207147	0.000912391	0.0399147	0.0637032	0.0534388	0.0168228	0.131638	0.0374175	0.0459224	0.0254486	0.0442821	0.0641064	0.0126013	0.0285369	0.0209005	0.0344983	0.0527086	0.0705777	0.184339	0.116632	0.0203216	0.027334	0.102123	0.0789653	0.396431	0.736621	1.08294	1.784	5	1.783452
859000	-1341.236	-1416.089	74.853	10	5.553279	0.0226334	0.00481623	0.01938	0.019345	0.00164477	0.00137697	0.00575551	0.00517107	0.00383478	0.0026345	0.00280674	0.00241177	0.00112344	0.000390394	0.020282	0.00151279	0.00566449	0.104039	0.000518353	0.0237176	0.00586826	0.01144	0.0196045	0.0259381	0.00246726	0.0024678	0.000437481	0.00845076	0.0023397	0.00422677	0.00696596	0.0507247	0.0649318	0.00274981	0.0133871	0.0387773	0.0323311	0.0270569	0.0254341	0.146769	0.0343976	0.0723482	0.070769	0.0183503	0.0164986	0.0217329	0.0417162	0.00426763	0.0383259	0.0456704	0.035585	0.18208	0.0730916	0.0337003	0.0413209	0.0807659	0.0428358	0.523552	0.816115	1.08223	1.5781	5	1.594884
860000	-1348.963	-1423.194	74.23118	10	2.794176	0.023966	0.0294696	0.0177684	0.0126593	0.0114581	0.00234032	0.00163549	0.00686397	0.0120941	0.0133208	0.0109936	0.00227582	0.000791969	0.00497764	0.000414696	0.000174885	0.00183449	0.11573	0.00115976	0.0233636	0.006645	0.00666109	0.0329428	0.0489973	0.00701899	0.000858517	0.00528711	0.00035656	0.0102054	0.00596449	0.0450887	0.074152	0.0442685	0.00637547	0.00774173	0.0411167	0.0599747	0.0211677	0.0589955	0.140643	0.0473528	0.0877951	0.0245971	0.0746271	0.0192269	0.0364373	0.0642403	0.0147716	0.0318031	0.0452734	0.0500612	0.178292	0.0892122	0.0404014	0.0425223	0.0689203	0.000746562	0.372685	0.719455	1.08129	1.82657	5	1.834034
