Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
39000	-247.704	-257.341	9.637001	10	0.3581393	0.00868229	0.278963	0.126678	0.0121982	0.0450954	0.0993856	0.0908392	0.0707296	0.0543361	0.0322227	0.147748	0.0405012	0.208205	0.0133875	0.0467022	0.0635203	0.244456	0.0618986	0.00269124	0.100042	0.799225	0.0111672	0.149871	0.681698	3.15726	5	2.547508
40000	-237.349	-254.6954	17.34648	10	0.5208695	0.0420034	0.0812836	0.158619	0.070202	0.0144221	0.00292182	0.0247173	0.1396	0.0283556	0.00886983	0.0411057	0.0295906	0.150345	0.0622026	0.0315702	0.0653847	0.00502629	0.13811	0.0195406	0.00569644	0.403135	0.037318	0.265322	0.834879	2.86248	5	1.522703
41000	-240.786	-256.4502	15.66421	2	0.2163766	0.0179301	0.122857	0.00766749	0.0946957	0.013829	0.044842	0.0908883	0.00309331	0.0648283	0.00359582	0.0479343	0.0430663	0.0893719	0.0184022	0.461096	0.0527948	0.0341193	0.120946	0.205519	0.168843	0.0856119	0.000895702	0.043725	0.425034	3.53035	4	1.791932
42000	-246.0998	-258.4228	12.323	10	0.651047	0.0839098	0.159657	0.154611	0.0665388	0.00529531	0.0595759	0.0628392	0.0797817	0.00173877	0.0171021	0.00736347	0.0618749	0.194368	0.141827	0.00348037	0.310371	0.137535	0.0264604	0.316383	0.00307746	0.188543	0.0637789	0.339487	0.905283	2.69145	5	2.082335
43000	-251.1873	-262.0314	10.84404	1	0.1441326	0.121734	0.0165708	0.218069	0.141749	0.0252488	0.0136865	0.0527743	0.00873913	0.000983822	0.112879	0.0695502	0.0862267	0.0470994	0.36284	0.0683449	0.295994	0.0210851	0.00409708	0.171784	0.041527	0.25873	3.64678e-05	0.00892818	0.224064	3.76697	3	2.139712
44000	-241.3532	-252.9639	11.61069	10	0.4419985	0.060582	0.10713	0.0734691	0.123693	0.0301056	0.0463403	0.0723295	0.169092	0.0230197	0.0979911	0.0236322	0.0175096	0.0152604	0.0807043	0.743377	0.247246	0.180559	0.0178678	0.228546	0.000754007	0.0919915	0.0232101	0.212376	0.773004	2.99141	5	2.4512
45000	-238.8834	-253.6606	14.77715	10	0.2898282	0.00979631	0.0542684	0.308284	0.121306	0.0340606	0.0159357	0.0756489	0.0202723	0.0848708	0.0201936	0.093376	0.0183647	0.581876	0.0984814	0.0844795	0.131977	0.173884	0.0780258	0.0103465	0.021104	0.175241	0.00450654	0.0966092	0.578318	3.32057	5	2.211793
46000	-246.0599	-252.8512	6.791298	10	0.7423771	0.0380824	0.10199	0.135763	0.175484	0.00278624	0.0943398	0.0345239	0.105129	0.014267	0.208534	0.0966631	0.0199876	0.0570468	0.0150431	0.186777	0.719675	0.314986	0.220711	0.0280237	0.0440896	0.050762	0.0832533	0.382857	0.939614	2.59428	5	2.664664
47000	-235.3376	-254.5827	19.24503	10	0.502555	0.0428097	0.15387	0.00625949	0.105288	0.0602539	0.00955434	0.0689683	0.0789465	0.0161956	0.0094348	0.0286293	0.0158209	0.0065479	0.0717581	0.176905	0.121026	0.137114	0.0683542	0.288219	0.110803	0.0265117	0.0338623	0.253581	0.822119	2.89044	5	1.603269
48000	-248.2094	-254.3953	6.185977	1	0.2818945	0.00421315	0.29313	0.222684	0.276247	0.012498	0.00745198	0.13215	0.0349641	0.0216276	0.177076	0.0393092	0.00483967	0.750577	0.0332496	0.0571174	0.090312	0.0983219	0.0424065	0.0185804	0.131727	0.143259	0.00394182	0.0905066	0.564106	3.34145	3	2.591742
