Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
0	-317.8753	-332.8675	14.99226	10	0.1521392	0.121867	0.0410976	0.191754	0.0300766	0.0352397	0.0387026	0.015712	0.00179788	0.0173048	0.0852855	0.143744	0.331689	0.00840397	0.0486938	0.095324	0.307549	0.188634	0.0124061	0.111003	0.0974668	0.0187875	6.04251e-05	0.01148	0.248269	3.74019	5	1.942538
1000	-250.131	-263.2437	13.11265	2	0.6455858	0.0597665	0.0947061	0.126088	0.133943	0.0178666	0.00526143	0.0566866	0.0429404	0.00852516	0.0552865	0.0771642	0.0564348	0.189799	0.0319696	0.0608921	0.191055	0.0994081	0.037248	0.186018	0.317829	0.0927802	0.062626	0.336684	0.902906	2.69778	4	1.941669
2000	-242.3891	-254.9184	12.52933	2	0.4529258	0.122902	0.0316328	0.0956162	0.275113	0.0515551	0.0974825	0.0113609	0.0574863	0.0430529	0.0154925	0.111024	0.027378	0.344069	0.106652	0.0433487	0.250911	0.00350298	0.141076	0.0133852	0.0783743	0.0665312	0.025031	0.220078	0.782745	2.97215	4	1.987946
3000	-257.6041	-257.5459	-0.05822061	1	0.1827834	0.0616011	0.0899994	0.116058	0.173195	0.0117488	0.0270811	0.0825194	0.0927498	0.0240813	0.250745	0.101619	0.00428798	0.0861187	0.0201386	0.167402	0.403879	0.0764247	0.0550621	0.372896	0.189594	0.818872	0.000277165	0.0244708	0.337256	3.638	3	3.226073
4000	-246.2023	-254.8752	8.6729	2	0.556473	0.107064	0.0993722	0.198822	0.127786	0.010816	0.0222645	0.0075371	0.0334498	0.0187429	0.093292	0.0749926	0.0515008	0.0130353	0.156526	0.398683	0.218889	0.220123	0.0551323	0.178874	0.10624	0.129502	0.0442737	0.287194	0.857377	2.81116	4	2.322645
5000	-267.3317	-261.8709	-5.460814	1	0.8167541	0.23646	0.319915	0.458035	0.108255	0.115805	0.0397952	0.289298	0.0999546	0.0119948	0.00591419	0.0861503	0.121442	0.67284	0.0200785	0.237992	0.0629902	0.468998	0.0279068	0.0912762	0.130825	0.097009	0.0991185	0.413793	0.961491	2.5256	3	3.702935
6000	-238.4169	-254.0142	15.59727	2	0.2851635	0.0505689	0.0554384	0.0365436	0.10266	0.0674471	0.0037565	0.072438	0.0248573	0.0256793	0.049121	0.0968944	0.0402568	0.00169174	0.0726223	0.00879842	0.269899	0.0810962	0.461518	0.103265	0.089345	0.0332861	0.00416915	0.093015	0.570024	3.33279	4	1.747183
7000	-243.0695	-251.5247	8.455172	2	0.4273685	0.25255	0.0147429	0.0893586	0.0175673	0.00184208	0.0846363	0.0309029	0.0088027	0.0353733	0.0116266	0.0609945	0.127651	0.0346889	0.510022	0.191487	0.0769689	0.10969	0.375903	0.292702	0.019951	0.0856272	0.0208526	0.201888	0.759276	3.01798	4	2.433088
8000	-242.3594	-256.3848	14.02539	1	0.3784397	0.0147127	0.111838	0.125223	0.0345203	0.00252965	0.0529258	0.0147265	0.126537	0.000906257	0.0130928	0.0895526	0.152362	0.0543422	0.0476626	0.0867592	0.234961	0.273816	0.0678494	0.235335	0.0572318	0.00126138	0.0137308	0.165476	0.706854	3.11394	3	1.798146
9000	-247.983	-257.3461	9.363033	2	1.605826	0.0669816	0.0555136	0.296028	0.0728088	0.0153915	0.0122433	0.110616	0.0939582	0.0206635	0.0542163	0.0569959	0.104069	0.0805119	0.110221	0.045233	0.00121855	0.0255237	0.419484	0.32016	0.132358	0.113415	0.241217	0.605273	1.05608	2.09743	4	2.20761
10000	-223.7906	-254.3229	30.53224	0.2	0.9743645	0.0129012	0.148579	0.238615	0.0837002	0.0412617	0.0137658	0.214523	0.0485473	0.0152737	0.066815	0.0843028	0.0188673	0.137099	0.0352483	0.0421195	0.00509467	0.0557139	0.163741	0.362018	0.0075594	0.0944584	0.131811	0.468908	0.995619	2.40366	2	1.890203
11000	-242.4826	-261.3218	18.83917	0.2	0.6466951	0.0838984	0.152754	0.187021	0.0272751	0.0155721	0.0545573	0.0677706	0.119337	0.0355904	0.0481963	0.060596	0.0830954	0.0367345	0.0827135	0.296905	0.247613	0.0556512	0.036652	0.213493	0.219086	0.247006	0.06286	0.337255	0.903392	2.69649	2	2.371519
