Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
285000	-3287.295	-3320.566	33.27123	2	1.123416	0.103775	0.0248001	0.0190682	0.00294643	0.0824728	0.669238	0.0269742	0.00624373	0.121284	0.0448538	0.0235408	0.00619397	0.0462441	0.111008	0.0950003	0.0811741	0.0250941	0.00538487	0.0391711	0.0410205	0.0496344	0.0466704	0.0694346	0.0376934	0.0282965	0.0163896	0.04667	0.0368061	0.0657681	0.0325336	0.0131406	0.0186631	0.0125187	0.0127556	0.018263	0.000592231	0.0247272	0.148402	0.0323509	0.00813738	0.10452	0.0962848	0.00769246	0.0591413	0.104064	0.175353	0.0787061	0.176542	0.0671929	0.366532	0.0167895	0.432715	0.20182	0.0206556	0.101304	0.093274	0.0394281	0.055719	0.276732	0.116278	0.0810243	0.172634	0.129429	0.0645664	0.194187	0.014472	0.239278	0.0482212	0.0119099	0.128957	0.108146	0.132255	0.000237623	0.0168078	0.126101	0.114785	0.00876415	0.0187607	0.00323915	0.1609	0.510945	1.01778	2.31038	4	6.499456
286000	-3281.159	-3319.936	38.77701	2	1.542344	0.0762345	0.0850976	0.0969557	0.0339568	0.0162365	0.390772	0.0314276	0.00197759	0.161619	0.0779472	0.00104924	0.0191474	0.036414	0.119299	0.00876983	0.212728	0.0239172	0.00208076	0.00934636	0.0419426	0.0486309	0.00656035	0.0688769	0.0278145	0.0243967	0.00674591	0.0397835	0.022592	0.179902	0.0390861	0.0249826	0.0018274	0.0152608	0.069679	0.0254335	0.000871307	0.0128493	0.142385	0.0306385	0.0141598	0.0765585	0.157416	0.135732	0.00266265	0.0814663	0.0834333	0.0938112	0.32443	0.0120703	0.216441	0.0240481	0.0742004	0.0567478	0.00341061	0.25183	0.0267184	0.0521652	0.0971517	0.5262	0.07091	0.0170834	0.0208657	0.115839	0.167345	0.129181	0.118654	0.160535	0.0237872	0.0240502	0.1086	0.0466347	0.191061	0.0527896	0.00212569	0.0483551	0.214763	0.0513567	0.0306331	0.017576	0.23179	0.595456	1.05281	2.11994	4	6.158035
287000	-3286.103	-3318.327	32.22418	2	1.163678	0.190237	0.00414916	0.0355961	0.0653326	0.0108002	0.461401	0.00427047	0.00647383	0.124344	0.0575366	0.026502	0.011377	0.0169092	0.0509242	0.0268985	0.0277211	0.00530746	0.0248863	0.0237317	0.0327604	0.119188	0.00396365	0.121716	0.0229324	0.0400983	0.0140907	0.0904863	0.0506856	0.251643	0.0511863	0.0645085	0.00496752	0.0333289	0.0192594	0.101648	0.00418977	0.0510412	0.108839	0.009209	0.0660901	0.0905494	0.160066	0.222615	0.0216401	0.059734	0.00783241	0.246212	0.235804	0.0269359	0.192402	0.092473	0.118969	0.1746	0.00261762	0.157675	0.0241625	0.0340891	0.011055	0.206294	0.092889	0.035219	0.0271473	0.143219	0.0571135	0.246076	0.119418	0.113151	0.074292	0.0105698	0.127763	0.0497682	0.110575	0.0279575	0.0547661	0.0378497	0.254946	0.0125507	0.0157152	0.0360712	0.168409	0.520969	1.02259	2.28803	4	6.169014
288000	-3277.443	-3312.638	35.19507	2	1.438541	0.115591	0.0283888	0.0172921	0.0440403	0.019118	0.707229	0.00152473	0.0225976	0.116165	0.0458393	0.00629373	0.0445926	0.0263139	0.0807445	0.056952	0.00626971	0.00531807	0.0107758	0.0472485	0.0765768	0.0802703	0.000470424	0.127884	0.0062649	0.0267303	0.00467573	0.0409319	0.00276072	0.0417108	0.061414	0.048586	0.0182065	0.00571656	0.0153186	0.0182615	0.017487	0.0499209	0.0987643	0.0344486	0.0221451	0.10852	0.0525423	0.0623757	0.0458387	0.107429	0.161171	0.220249	0.362618	0.0291828	0.117836	0.0243325	0.154123	0.074556	0.113739	0.336779	0.0245462	0.0306493	0.0569754	0.303615	0.304026	0.0621178	0.0350446	0.148318	0.117555	0.250029	0.147076	0.151112	0.068761	0.0289831	0.116241	0.0354497	0.0530247	0.041058	0.0206678	0.0220574	0.201262	0.0693431	0.0539909	0.0282844	0.21567	0.577996	1.0466	2.15973	4	6.542317
289000	-3305.546	-3334.539	28.99285	2	1.130069	0.0922912	0.0353168	0.0036555	0.0986768	0.154868	0.585341	0.0317132	0.00448184	0.10912	0.0736189	0.00265271	0.032835	0.0701638	0.185219	0.0978736	0.0699697	0.00102301	0.00177987	0.044772	0.0545368	0.0295006	0.00418984	0.0939052	0.0307077	0.0537924	0.0123973	0.018624	0.0051433	0.0556419	0.0282962	0.0411648	0.00309431	0.028191	0.0343211	0.105114	0.0370651	0.0337281	0.146084	0.0200677	0.0320814	0.132696	0.0817235	0.158216	0.0165223	0.224545	0.105431	0.225842	0.106762	0.0309367	0.00334277	0.039551	0.433705	0.123319	0.226641	0.383015	0.19912	0.0586031	0.0124382	0.35482	0.322124	0.0627279	0.0991674	0.156549	0.13119	0.190847	0.0127053	0.250214	0.0249545	0.00114743	0.169868	0.0226047	0.0985158	0.0471021	0.0263925	0.0174036	0.201235	0.0434663	0.0388688	0.0153784	0.162151	0.512636	1.0186	2.30661	4	7.412709
290000	-3271.162	-3317.704	46.54196	2	1.461278	0.090887	0.0288737	0.019986	0.0316399	0.0418326	0.537047	0.00721365	0.00311756	0.11741	0.0164116	0.0295567	0.0017194	0.0210383	0.0702502	0.142308	0.0866717	0.047338	0.0181244	0.0714383	0.0107354	0.048557	0.00782173	0.0879458	0.0398707	0.0186944	0.00514034	0.034588	0.0120125	0.0777562	0.0778256	0.00552785	0.0295778	0.0203769	0.00495646	0.0392323	0.00199606	0.0109577	0.121223	0.0276915	0.028602	0.144255	0.135595	0.153542	0.0316747	0.0916896	0.0464014	0.126728	0.23555	0.0211271	0.000390681	0.0550593	0.166431	0.0745799	0.0173472	0.235187	0.060972	0.0343695	0.165911	0.142283	0.0657043	0.00122535	0.00426537	0.12413	0.130744	0.0940073	0.19146	0.109454	0.0379501	0.0282078	0.129643	0.0572036	0.162129	0.0329778	0.00276771	0.00236693	0.152539	0.0188473	0.0176652	0.0416615	0.219278	0.581982	1.04806	2.15068	4	5.437997
291000	-3274.432	-3322.06	47.62814	2	1.666705	0.160078	0.0267078	0.00589429	0.110055	0.0279989	0.436182	0.015711	0.0054737	0.0780052	0.102213	0.00639306	0.0356195	0.00928227	0.102485	0.05446	0.185429	0.0546992	0.00390068	0.0384691	0.00452334	0.0981867	0.0166995	0.0760271	0.0243065	0.0464324	0.00477211	0.0619764	0.00807358	0.0866706	0.0536869	0.0481126	0.00884334	0.0180278	0.0271849	0.0992816	0.0256543	0.0135272	0.0655055	0.0248671	0.0292112	0.125635	0.0876772	0.226713	0.05219	0.0659967	0.152359	0.06926	0.20155	0.0602276	0.0551853	0.0374576	0.0251956	0.100529	0.0181469	0.21752	0.0683376	0.058485	0.212485	0.187473	0.0394335	0.0101022	0.0488087	0.20934	0.102582	0.224382	0.066161	0.151922	0.0241572	0.032417	0.113229	0.0191906	0.0142268	0.0631441	0.0158913	0.0485515	0.209208	0.0635621	0.00565167	0.0544849	0.249965	0.614141	1.05888	2.07702	4	5.839497
292000	-3285.059	-3316.725	31.66595	2	1.14187	0.135175	0.010241	0.03752	0.197728	0.0575304	0.554952	0.00712591	0.0430967	0.0767657	0.029766	0.0355111	0.00567856	0.0804487	0.0349936	0.0384959	0.0378575	0.0961576	0.0381314	0.0154266	0.0131497	0.0741047	0.008271	0.0899202	0.0263575	0.027774	0.00870965	0.0248679	0.00844047	0.169364	0.0711705	0.0292453	0.0029647	0.0389068	0.0334472	0.0319235	0.0230702	0.0398711	0.0725212	0.0348897	0.0546047	0.0919632	0.0373847	0.270013	0.0339378	0.119033	0.490715	0.0695411	0.173838	0.0166141	0.198566	0.0217724	0.26029	0.0432988	0.0623973	0.244092	0.0908469	0.123767	0.101489	0.424727	0.115592	0.0328481	0.154734	0.108103	0.292069	0.0801055	0.118693	0.0628216	0.00840897	0.00855186	0.134987	0.0186537	0.147802	0.0273802	0.0487093	0.0698303	0.0835628	0.120971	0.0123404	0.0795041	0.164361	0.515602	1.02004	2.3	4	7.016129
293000	-3279.145	-3318.463	39.31772	2	2.416118	0.100255	0.0162994	0.0341516	0.07043	0.00619793	0.375956	0.0143473	0.0204278	0.09262	0.120627	0.0141224	0.00773089	0.0389261	0.0685551	0.0839573	0.000346533	0.002826	0.0164656	0.00580406	0.0432653	0.066759	0.0107559	0.0737518	0.0409701	0.0219783	0.00650943	0.0564229	0.0143976	0.110955	0.0454752	0.0452017	0.03738	0.00709615	0.0255707	0.0300626	0.0168388	0.0219881	0.0741665	0.0333292	0.0148919	0.108347	0.17642	0.27332	0.00725953	0.0776457	0.270872	0.00342191	0.139237	0.0262274	0.365078	0.0249972	0.221193	0.0638025	0.00954771	0.363804	0.0523104	0.22692	0.00650315	0.217927	0.0392652	0.00589342	0.0424442	0.163623	0.0300441	0.228946	0.0394143	0.0650177	0.0478864	0.0528107	0.117048	0.0201945	0.0445571	0.00765171	0.0159732	0.0047091	0.0582667	0.0488411	0.00902834	0.00238268	0.338357	0.693039	1.07761	1.89099	4	5.566643
294000	-3278.4	-3312.638	34.23806	2	1.292962	0.0472025	0.0662297	0.0387344	0.0750883	0.0649982	0.377859	0.0205739	0.00685436	0.137559	0.0556151	0.0131542	0.015137	0.0219025	0.0290111	0.00882772	0.183099	0.00722969	0.0316289	0.0305917	0.0330598	0.0844448	0.0137874	0.11241	0.0310383	0.0699942	0.00451836	0.0075054	0.0241041	0.119984	0.0958534	0.0369363	0.0181067	0.0120228	0.0148435	0.055946	0.0450285	0.0136435	0.0804223	0.00421202	0.0313638	0.12905	0.0840256	0.0376567	0.0138132	0.150786	0.11662	0.00034633	0.404476	0.0233455	0.211808	0.0278452	0.187719	0.115553	0.0214014	0.283204	0.0158088	0.217904	0.0137595	0.166936	0.11768	0.0288183	0.239506	0.177546	0.069625	0.214637	0.156163	0.258204	0.0442222	0.0238976	0.123796	0.111124	0.258014	0.122288	0.0405357	0.0443288	0.0785618	0.0232513	0.0111344	0.0267841	0.191497	0.550028	1.03554	2.22294	4	6.532699
295000	-3287.795	-3322.592	34.7969	2	2.229046	0.174516	0.00286721	0.088233	0.0607346	0.0636512	0.648025	0.0126443	0.000186753	0.153656	0.0271238	0.0456786	0.0396636	0.0188454	0.0594758	0.236123	0.23772	0.037085	0.0265471	0.0853345	0.0131479	0.0458428	0.0235955	0.0610238	0.0227795	0.0344023	0.00335676	0.0691601	0.0416102	0.125896	0.0394319	0.0456794	0.0161723	0.0213144	0.026409	0.0368092	0.0262771	0.0241841	0.0719874	0.0222731	0.0438921	0.0866238	0.180759	0.022739	0.00122446	0.0884182	0.139282	0.0591721	0.126471	0.0549886	0.174199	0.0194165	0.168532	0.0117287	0.00547267	0.111613	0.0750134	0.0333698	0.0723404	0.0526804	0.0309341	0.0873625	0.31985	0.174516	0.0409271	0.44156	0.0439917	0.332881	0.0493163	0.00754443	0.122527	0.0526484	0.207394	0.0969335	0.0340715	0.0823106	0.0203181	0.0269429	0.0327002	0.0267242	0.319164	0.677351	1.07479	1.92869	4	6.548852
296000	-3293.085	-3323.403	30.31801	1	1.104886	0.174017	0.0266083	0.0539435	0.0595572	0.0449214	0.406689	0.020461	0.0369127	0.0835714	0.0430111	0.017933	0.0768072	0.00972176	0.0212385	0.0237915	0.0577588	0.0152415	0.039591	0.00964858	0.0612948	0.0282446	0.0207315	0.106499	0.0439404	0.0186143	0.00609061	0.0519148	0.0245738	0.0430413	0.0132405	0.0194115	0.00085643	0.0395767	0.0361121	0.0982362	0.0044819	0.026751	0.114005	0.00579659	0.0346013	0.140845	0.332761	0.046428	0.05052	0.067094	0.126848	0.120575	0.134315	0.0346236	0.124596	0.0112172	0.251822	0.0727397	0.0122481	0.210752	0.00170406	0.0516579	0.0177337	0.219453	0.132405	0.00552166	0.441059	0.126718	0.0414703	0.0710647	0.0421443	0.393102	0.0388403	0.00699473	0.189426	0.0549002	0.461214	0.0822827	0.0120088	0.00246486	0.0925112	0.00396021	0.00629758	0.0285669	0.157393	0.506157	1.01542	2.32103	3	6.280324
297000	-3272.888	-3312.016	39.12816	2	1.448164	0.184189	0.00829432	0.0121856	0.0949538	0.020705	0.533928	0.00330984	0.000135271	0.139077	0.0587804	0.00319643	0.0207995	0.0541268	0.0250961	0.0678215	0.0590888	0.0932479	0.0070724	0.0102534	0.0184499	0.0645934	0.0167258	0.129257	0.0398738	0.025428	0.000978659	0.0499565	0.00300651	0.0287679	0.0283215	0.0353522	0.016588	0.0459605	0.0329998	0.101077	0.0174905	0.031565	0.0586084	0.0332774	0.0540832	0.137676	0.229452	0.0608478	0.0271489	0.0849087	0.0314962	0.0284061	0.190757	0.0202476	0.23548	0.0165746	0.167827	0.0991553	0.0992854	0.193061	0.0655454	0.0461274	0.0351679	0.428631	0.0550676	0.00722668	0.00678645	0.151185	0.16261	0.207957	0.0864852	0.372468	0.0143965	0.00317581	0.174823	0.114418	0.0369548	0.0793114	0.0356495	0.0149052	0.335295	0.0179978	0.025341	0.089495	0.217203	0.579695	1.04723	2.15588	4	6.417966
298000	-3271.916	-3309.47	37.55449	2	1.322273	0.193737	0.0374451	0.0152682	0.181816	0.0817119	0.531388	0.00811066	0.0106778	0.0685206	0.0830512	0.0169942	0.0583926	0.0205924	0.0294901	0.0923262	0.0157893	0.0392139	0.0102324	0.0414717	0.0666045	0.0812197	0.0184595	0.0743739	0.0198238	0.0261012	0.00746639	0.0438264	0.00625556	0.221676	0.0547917	0.0534876	0.00988528	0.0375611	0.0130764	0.0134824	0.00952198	0.0584323	0.146161	0.0185419	0.0248702	0.148634	0.134364	0.186568	0.0350803	0.116507	0.119201	0.0605074	0.187339	0.0231696	0.287887	0.0222302	0.0783033	0.235859	0.0500671	0.103283	0.00835168	0.0337879	0.123166	0.327497	0.0575138	0.0329733	0.0592714	0.121193	0.108422	0.198317	0.0136757	0.0843908	0.0962791	0.0196806	0.100925	0.0617821	0.0775237	0.105006	0.0182341	0.00517119	0.200654	0.0200811	0.0945837	0.0525613	0.196517	0.556027	1.03802	2.20943	4	6.351891
299000	-3264.136	-3307.357	43.22144	2	1.549377	0.0858643	0.0269433	0.0316273	0.0935791	0.00606871	0.520009	0.00488639	0.0114765	0.117002	0.0639314	0.067034	0.0130099	0.000382002	0.112245	0.081765	0.0134931	0.0522737	0.0123059	0.0219802	0.025906	0.072515	0.0155405	0.0859956	0.0151388	0.0101122	0.0121046	0.05723	0.0364971	0.0821272	0.0215872	0.02314	0.0293691	0.0195569	0.0285959	0.0367901	0.0237129	0.052086	0.110525	0.0261333	0.0436658	0.0671009	0.153634	0.0688053	0.00175292	0.0942494	0.02943	0.0419591	0.222903	0.0204151	0.18189	0.0335436	0.198082	0.0424066	0.0440242	0.0195403	0.104658	0.0714083	0.130179	0.227341	0.279232	0.0375776	0.0247232	0.10967	0.0181253	0.284968	0.0747473	0.0878552	0.0523109	0.0384992	0.104846	0.0285469	0.0957822	0.0656378	0.11665	0.119992	0.292104	0.0104923	0.0322857	0.0270435	0.23285	0.596574	1.05319	2.11738	4	5.818618
300000	-3271.299	-3299.198	27.89894	2	1.476556	0.148619	0.0067989	0.0294073	0.0762165	0.0269036	0.673995	0.00144062	0.0102822	0.111242	0.0864213	0.0640659	0.026517	0.0254476	0.0155041	0.00616546	0.18361	0.016322	0.0531638	0.0659934	0.0272532	0.0612128	0.00442359	0.0573119	0.0571918	0.0302743	0.0113552	0.0274116	0.0110656	0.313519	0.0411913	0.0498236	0.00904785	0.0295927	0.0127324	0.0871113	0.0145841	0.0178902	0.0786417	0.00781473	0.0409675	0.150748	0.0153554	0.176942	0.0454745	0.0541309	0.0345478	0.0355776	0.168837	0.0531631	0.280949	0.0301195	0.241317	0.0462099	0.0798957	0.222362	0.117361	0.293734	0.15349	0.424508	0.0610517	0.00455463	0.0339703	0.161772	0.15617	0.1166	0.0211815	0.125732	0.106501	0.0504527	0.177022	0.0390366	0.138329	0.0178827	0.0656325	0.124653	0.193585	0.0242917	0.00467415	0.0395472	0.221678	0.584607	1.04901	2.1447	4	6.905896
301000	-3288.37	-3319.598	31.22783	2	1.623565	0.120333	0.015746	0.0288114	0.039006	0.121299	0.581996	0.0118305	0.010034	0.147458	0.0070582	0.041598	0.0112022	0.0103094	0.118738	0.109505	0.111363	0.0329755	0.00423781	0.0251876	0.0113379	0.123677	0.000435162	0.0902815	0.0579198	0.0398449	0.00335485	0.0312929	0.0109898	0.427629	0.0286996	0.0323484	0.0197682	0.017535	0.0291999	0.113582	0.00904735	0.0137636	0.083411	0.0314022	0.0280615	0.112369	0.0053215	0.0366962	0.0280486	0.0956665	0.0456729	0.0388873	0.164048	0.0456464	0.193629	0.0272103	0.0410914	0.163229	0.0157434	0.107502	0.0104532	0.28094	0.205999	0.31487	0.240696	0.104612	0.0373013	0.173471	0.229934	0.110706	0.0399255	0.0886978	0.187183	0.0285415	0.129647	0.0212798	0.242003	0.0336729	0.0198078	0.0221169	0.135065	0.0161844	0.0508388	0.0849347	0.243795	0.60791	1.05692	2.09137	4	6.681914
302000	-3268.813	-3308.901	40.08881	2	2.168723	0.0929753	0.0618794	0.0343022	0.129195	0.0435027	0.365634	0.00771169	0.00107365	0.151515	0.0522362	0.0389572	0.0297655	0.0023795	0.0148606	0.0762114	0.104534	0.0170066	0.0135494	0.0191876	0.0858205	0.050053	0.0391938	0.0789416	0.0123464	0.051045	0.0108355	0.0430312	0.00131526	0.10957	0.0252147	0.0219882	0.0140215	0.0339439	0.0300288	0.0527428	0.00306443	0.050386	0.133533	0.0194227	0.0362833	0.148716	0.0428289	0.0576189	0.0423649	0.0982278	0.116705	0.0206144	0.137846	0.0337193	0.356538	0.0282795	0.146091	0.084927	0.0206758	0.127306	0.00514889	0.00449676	0.116493	0.215306	0.112989	0.0557595	0.0389798	0.20489	0.147429	0.103182	0.101963	0.0584393	0.0809118	0.0114099	0.104196	0.0295867	0.222502	0.240933	0.0276304	0.0521518	0.127571	0.0720275	0.0262863	0.0178658	0.312616	0.671834	1.07369	1.94186	4	5.799864
303000	-3273.705	-3321.924	48.21901	2	1.326559	0.164964	0.0313118	0.048909	0.0413998	0.000208688	0.436613	0.0146562	0.0338385	0.0731794	0.0539824	0.000566209	0.0309346	0.000264572	0.0515359	0.0258495	0.0788258	0.130405	0.00478223	0.0782225	4.82041e-05	0.063578	0.00241553	0.0690544	0.0268072	0.0328513	0.00750672	0.000413735	0.035286	0.076723	0.0483189	0.00724534	0.00253047	0.0176135	0.0442967	0.0494385	0.0103841	0.0122983	0.0878093	0.0172555	0.0504558	0.0673419	0.0629663	0.0517278	0.0334538	0.0735049	0.011844	0.010446	0.125913	0.0384819	0.0981667	0.0218804	0.0442541	0.354412	0.0197034	0.0514372	0.0146779	0.0564026	0.0279722	0.194006	0.0427205	0.0463194	0.277984	0.0756982	0.170124	0.156466	0.22156	0.135546	0.0251585	0.0324347	0.149785	0.0760184	0.205069	0.159475	0.0192501	0.0685821	0.0611412	0.00171174	0.00708134	0.0144494	0.197244	0.556888	1.03838	2.20749	4	5.267946
304000	-3271.058	-3297.173	26.11481	2	1.295974	0.180097	0.0162358	0.0165848	0.130453	0.0363349	0.658699	0.00672043	0.0384363	0.14035	0.0526262	0.00350189	0.00518271	0.0313635	0.060585	0.167861	0.166533	0.00717315	0.0679824	0.0276287	0.0116085	0.100692	0.00315127	0.07445	0.0106919	0.0665394	0.00672215	0.0625936	0.0227127	0.0887334	0.0626318	0.00233273	0.0231246	0.0140259	0.00980788	0.109169	0.00497993	0.000753865	0.136746	0.0291474	0.0591662	0.0866731	0.0438955	0.0644257	0.043431	0.166233	0.00189451	0.124589	0.1029	0.035868	0.30703	0.0611395	0.124772	0.26836	0.013317	0.285188	0.00209831	0.0190675	0.0248209	0.48854	0.115749	0.029567	0.15299	0.135043	0.205723	0.0886292	0.348892	0.0891298	0.0296683	0.0217482	0.185606	0.0742731	0.220353	0.0140583	0.0340916	0.130788	0.277982	0.0282377	0.0278259	0.0194958	0.192016	0.550654	1.0358	2.22153	4	7.208222
305000	-3264.894	-3302.053	37.15853	2	1.490558	0.0916508	0.0376726	0.0141601	0.0893457	0.150274	0.51648	0.0140766	0.00314966	0.195476	0.00208658	0.0861245	0.0353187	0.025803	0.0725748	0.0407019	0.161786	0.00306164	0.00545462	0.0492304	0.011455	0.089111	0.0128875	0.0454822	0.0315402	0.054147	0.00321255	0.0211319	0.00379	0.0988938	0.0364217	0.0213647	0.00628638	0.0209145	0.0464002	0.0521198	0.01036	0.00950894	0.128396	0.0197191	0.0288172	0.0850892	0.0196938	0.0365071	0.13177	0.138002	0.000328806	0.0584741	0.0801901	0.00181523	0.17885	0.0109281	0.0739185	0.508301	0.0294309	0.233792	0.0659011	0.059011	0.392145	0.121007	0.174935	0.0446067	0.0532852	0.138678	0.237094	0.0748273	0.0154856	0.0862228	0.0492019	0.025227	0.13726	0.0388461	0.124984	0.15675	0.0276776	0.0467401	0.428509	0.0456318	0.062818	0.0381598	0.22386	0.586977	1.04986	2.1393	4	6.578481
306000	-3278.435	-3314.007	35.57173	2	1.00515	0.150219	0.0497924	0.0326794	0.0679186	0.188096	0.444479	0.0222625	0.0324529	0.110276	0.043497	0.0250595	0.0050045	0.00494743	0.0500337	0.112207	0.133942	0.00638489	0.0256582	0.0409535	0.0359556	0.100913	0.00729715	0.116168	0.0584172	0.0406515	0.00640115	0.0388753	0.00484767	0.0672342	0.0657662	0.0710781	0.0255878	0.0163266	0.021419	0.0539721	0.00304962	0.0353183	0.108924	0.0184149	0.0276412	0.0763354	0.0905442	0.0369997	0.0381191	0.100299	0.00308307	0.065865	0.22156	0.00989944	0.233863	0.0505072	0.167916	0.24578	0.0324985	0.208717	0.0108721	0.0286246	0.0127203	0.267279	0.0378776	0.133486	0.233024	0.176582	0.109483	0.124432	0.0214176	0.100642	0.130039	0.0506333	0.173561	0.0829714	0.0650008	0.0789458	0.0405457	0.0994856	0.39805	0.0275005	0.0512793	0.0257451	0.13798	0.478294	1.00085	2.38288	4	6.532306
307000	-3280.805	-3319.068	38.26246	2	1.190158	0.293615	0.00591556	0.0139032	0.0318576	0.0893666	0.536485	0.0278024	0.0177568	0.120914	0.0629278	0.026657	0.01188	0.0666182	0.0911109	0.0363504	0.161127	0.0226377	0.0148333	0.00949401	0.0254419	0.0486836	0.0176509	0.087804	0.0406496	0.0352063	0.00838672	0.0444528	0.041231	0.146111	0.0537753	0.0151675	0.00612896	0.027438	0.0103744	0.0394575	0.0105113	0.0162874	0.0778045	0.00471857	0.0107675	0.0688461	0.00558319	0.157274	0.047226	0.11344	0.0520095	0.144868	0.15	0.0744311	0.00232463	0.0483885	0.301573	0.255568	0.0208942	0.00249064	0.0103611	0.0478076	0.0324947	0.166721	0.00691243	0.0628952	0.195421	0.117683	0.02011	0.16648	0.0331699	0.407794	0.0942256	0.00594069	0.17211	0.0499614	0.00114259	0.166922	0.0331924	0.217502	0.287078	0.0231842	0.0411274	0.00718786	0.173265	0.527294	1.02553	2.27391	4	6.221642
308000	-3267.868	-3298.837	30.96909	2	1.338717	0.10987	0.0301176	0.00570432	0.15218	0.0700066	0.485902	0.00172482	0.00584911	0.138134	0.0946696	0.00298806	0.00498425	0.0228815	0.105264	0.00980622	0.12966	0.0301373	0.0280028	0.0146386	0.0852826	0.064711	0.00545558	0.0811455	0.0148821	0.0496845	0.00182591	0.0320826	0.0334104	0.235664	0.0555448	0.0125632	0.0113313	0.0334405	0.0458539	0.0875635	0.00525313	0.00764196	0.0727341	0.0307305	0.0208752	0.10133	0.0221966	0.0565879	0.245374	0.0989844	0.11842	0.0461495	0.188772	0.033514	0.129445	0.0130622	0.322503	0.181744	0.060406	0.0870848	0.0505732	0.0301662	0.0163602	0.0539281	0.231917	0.0278689	0.395311	0.129656	0.017505	0.11917	0.0509618	0.315953	0.00425221	0.0164567	0.163562	0.0887643	0.0716105	0.151409	0.0208906	0.113364	0.177445	0.0225011	0.0622566	0.0154462	0.199298	0.559307	1.03936	2.20204	4	6.483101
309000	-3269.374	-3314.857	45.48305	2	1.552846	0.0579053	0.0306478	0.0631857	0.128152	0.0102441	0.375508	0.010374	0.0115964	0.16347	0.029021	0.0173846	0.015603	0.00241689	0.034955	0.0573816	0.0994805	0.0644461	0.0283485	0.000995538	0.0295651	0.0586101	0.00816085	0.0843722	0.0343941	0.0361882	0.00545674	0.0668175	0.0112419	0.1705	0.0727053	0.0371862	0.015138	0.01373	0.0381223	0.0683294	0.0128288	0.00880783	0.0838253	0.0299835	0.04447	0.0907504	0.0663303	0.0289825	0.256662	0.114946	0.0492961	0.0146458	0.0870402	0.0066629	0.204253	0.0364097	0.205173	0.219848	0.0328095	0.0622642	0.0360924	0.0614804	0.0136376	0.0583736	0.100175	0.0223758	0.275932	0.135143	0.132512	0.0308957	0.0815091	0.0898392	0.0162643	0.00516894	0.127951	0.0746162	0.107734	0.0454936	0.00726134	0.132455	0.256428	0.0175747	0.0459048	0.0126145	0.233372	0.597123	1.05338	2.11613	4	5.495056
310000	-3275.787	-3313.111	37.32398	2	1.361599	0.113427	0.100411	0.0549055	0.0961235	0.146139	0.603039	0.0387466	0.0385708	0.116473	0.0175802	0.0612639	0.0205083	0.0169536	0.00434126	0.0904284	0.123238	0.0158576	0.0863908	0.0397606	0.0121744	0.0853088	0.0209868	0.151314	0.0449648	0.0295579	0.00896855	0.0412199	0.0424208	0.118355	0.0198275	0.0477116	0.0174804	0.0152562	0.01058	0.0369677	0.0294556	0.0425978	0.0986827	0.0468838	0.0323106	0.10919	0.0168055	0.0675518	0.157026	0.122913	0.00101483	0.0252364	0.130106	0.0444241	0.383479	0.0306223	0.220901	0.248229	0.0830913	0.120052	0.077263	0.0377589	0.0190549	0.154674	0.0464676	0.0543562	0.230393	0.127251	0.13083	0.0680182	0.00917874	0.202934	0.0515604	0.0489025	0.161368	0.0488224	0.00536218	0.0223065	0.00252988	0.194332	0.360909	0.0172667	0.0297889	0.0195502	0.203129	0.563772	1.04114	2.19196	4	6.618702
