Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
45000	-737.0347	-763.9819	26.94723	10	0.3545413	0.377784	0.00248798	0.0197005	0.0437913	0.0311461	0.164793	0.00796067	0.0173462	0.00345255	0.0234127	0.0479404	0.0281647	0.03639	0.0181492	0.131833	0.544538	0.534596	0.116892	0.0168843	0.0286705	0.548297	0.0107392	0.147082	0.677003	3.16518	5	2.744229
46000	-736.0053	-768.9419	32.93656	10	0.2595894	0.239371	0.0183597	0.0271151	0.139984	0.00781502	0.0242751	0.0359941	0.00384809	0.000973625	0.0248673	0.0495486	0.0143164	0.0136437	0.0186454	0.120881	0.276487	0.336339	0.233983	0.00119843	0.00416458	0.228937	0.00258913	0.0736974	0.521277	3.40244	5	1.820748
47000	-732.0198	-761.3123	29.29244	10	0.2397067	0.230395	0.0818998	0.0346781	0.140541	0.00818197	0.0394873	0.0271256	0.000113123	0.00236378	0.00778318	0.0261944	0.0275029	0.00105192	0.0365572	0.530502	0.308468	0.166656	0.383756	0.0206813	0.015672	0.456827	0.00166625	0.0593637	0.47927	3.4597	5	2.546437
48000	-738.3856	-770.7395	32.3539	10	0.2436909	0.241323	0.00337475	0.0040359	0.0170571	0.00753171	0.0790403	0.0356258	0.000270332	0.0107117	0.0203434	0.0137696	0.0197337	0.0207171	0.00106223	0.549734	0.31572	0.296862	0.0317581	0.0728305	0.0210503	0.125245	0.00183065	0.062173	0.487991	3.44801	5	1.887796
49000	-734.5874	-768.5173	33.92984	10	0.204852	0.215755	0.000771595	0.0629079	0.0929355	0.00495947	0.128136	0.0277849	0.00316978	0.00460175	0.0185391	0.024522	0.0200373	0.0183243	0.188109	0.458832	0.157097	0.112513	0.00949718	0.215924	0.00441973	0.0125557	0.000625571	0.0366207	0.396202	3.56655	5	1.781392
50000	-734.262	-767.631	33.36892	10	0.3282253	0.197066	0.0607361	0.0320698	0.0586816	0.0237924	0.278344	0.0206749	0.00445662	0.000340644	0.0325401	0.024169	0.0306768	0.0127909	0.0214817	0.53005	0.0941877	0.266631	0.0501737	0.223902	0.0131045	0.00712585	0.00786192	0.126556	0.640296	3.22529	5	1.982996
51000	-746.1349	-767.0829	20.94799	10	0.4260459	0.339359	0.0360597	0.0526188	0.183261	0.0394409	0.328516	0.0260225	0.0109675	0.00698411	0.045578	0.0421098	0.0301662	0.0107161	0.0172835	0.0314184	0.29011	0.0511809	0.506375	0.859031	0.0082575	0.00634412	0.0206443	0.20093	0.757994	3.02043	5	2.921799
52000	-739.5992	-765.0501	25.45084	10	0.7730602	0.298879	0.0369216	0.0325246	0.0391628	0.0376987	0.129081	0.0277388	0.00551976	0.00253777	0.0410411	0.0228624	0.0186231	0.0490207	0.0487683	0.0138332	0.360272	0.395075	0.752981	0.425571	0.0354861	0.0240812	0.0898147	0.396057	0.949201	2.56493	5	2.797679
53000	-744.1033	-767.0043	22.90093	10	0.2459515	0.337259	0.021338	0.106692	0.00871516	0.0486146	0.147018	0.0257649	0.00100967	0.00687531	0.0322765	0.0402855	0.0199101	0.00394861	0.060976	0.287502	0.243716	0.29241	0.879689	0.269016	0.00249554	0.0129271	0.00192841	0.0637822	0.49287	3.44142	5	2.848438
54000	-730.7183	-763.8923	33.17399	10	0.4661025	0.315021	0.027512	0.010491	0.0316683	0.00430874	0.136867	0.0156546	0.00153338	0.0014716	0.0562975	0.0269163	0.0304008	0.00436399	0.25266	0.112731	0.212458	0.0106684	0.59107	0.279664	0.0154633	0.0235037	0.0272905	0.229212	0.793946	2.94955	5	2.160725
