Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	brlens[118]	brlens[119]	brlens[120]	brlens[121]	brlens[122]	brlens[123]	brlens[124]	brlens[125]	brlens[126]	brlens[127]	brlens[128]	brlens[129]	brlens[130]	brlens[131]	brlens[132]	brlens[133]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
336000	-1728.902	-1728.738	-0.1632336	2	0.6961289	0.00778412	0.00134941	0.0149476	0.0204754	0.0589619	0.00545184	0.160616	0.0173651	0.0799915	0.107291	0.0421542	0.0108023	0.0233702	0.0262645	0.0438668	0.0211281	0.00397855	0.055004	0.0967664	0.0682777	0.0609557	0.0514216	0.0111798	0.0110849	0.013364	0.0345599	0.0355835	0.00258668	0.00307906	0.0139627	0.00410862	0.274867	0.0766195	0.116163	0.00393825	0.0254177	0.0311574	0.0674399	0.0178335	0.032257	0.085943	0.0416666	0.0287175	0.151318	0.0414134	0.0452477	0.00105731	0.0519383	0.0780391	0.00414174	0.0253144	0.0578581	0.00992247	0.039489	0.0700644	0.0187029	0.0267873	0.000483922	0.0185139	0.0611615	0.0152518	0.0273208	0.00364568	0.125724	0.0310422	0.0086159	0.0329658	0.0522714	0.0169254	0.0171171	0.0536078	0.0209543	0.0069612	0.0971165	0.0262492	0.188491	0.0337328	0.0286475	0.138976	0.150085	0.0849115	0.0613652	0.0984271	0.0549523	0.0178406	0.0323226	0.0385934	0.0273609	0.165149	0.0169896	0.0116489	0.0844611	0.0123173	0.0288823	0.318236	0.0826237	0.106191	0.18782	0.0749406	0.071513	0.0754121	0.000885845	0.0883508	0.0624517	0.111591	0.18093	0.0105559	0.0839652	0.0146798	0.000893279	0.0435185	0.523282	0.127648	0.0301116	0.00443833	0.00947381	0.020268	0.0468045	0.00154996	0.0923056	0.100965	0.0298729	0.152953	0.00847658	0.0263888	0.0967756	0.267666	0.0473147	0.159241	0.00649337	0.0109321	0.0793045	0.0860123	0.0733616	0.361698	0.923425	2.64151	4	7.864967
337000	-1681.695	-1693.332	11.63694	2	1.478486	0.00532077	0.0143555	0.0379786	0.00527991	0.142518	0.0546793	0.101019	0.000671306	0.0268826	0.0214444	0.0303679	0.0766337	0.00760461	0.0349506	0.0257506	0.0102494	0.0126947	0.01511	0.00136661	0.0143728	0.0304829	0.0478384	0.00376723	0.0655771	0.00514622	0.0143573	0.0258799	0.00707877	0.0516765	0.00665998	0.000433034	0.234084	0.0847221	0.0751113	0.0246323	0.0231546	0.0176899	0.106946	0.0126103	0.0075277	0.0549497	0.0236512	0.0727411	0.0774097	0.00615265	0.0146619	0.00363538	0.00530423	0.0171094	0.0179314	0.0180736	0.0199551	0.0798081	0.00967256	0.0306777	0.0316854	0.0134786	0.00650364	2.65365e-05	0.0185059	0.00924434	0.00554951	0.00661633	0.0927528	0.00196113	0.000154751	0.0211999	0.0110599	0.00401285	0.0429083	0.00782826	0.00605481	0.0613754	0.0771219	0.00944877	0.135098	0.0179754	0.0238885	0.0561211	0.00659503	0.0299462	0.0585677	0.0358995	0.0570276	0.0584159	0.00587134	0.0181695	0.039248	0.207818	0.0751972	0.00468382	0.0541322	0.0728557	0.0232001	0.237341	0.0765874	0.0340609	0.00751991	0.0219195	0.0729385	0.134478	0.0371656	0.118957	0.111715	0.0800646	0.0124869	0.062054	0.104573	0.0256113	0.16006	0.156821	0.102745	0.0164675	0.00515336	0.00779916	0.0629951	0.0931862	0.0152471	0.0155905	0.0478225	0.0782554	0.0361965	0.230774	0.0159893	0.0497154	0.100223	0.379396	0.094038	0.0866214	0.00555465	0.0624779	0.108657	0.0599392	0.22198	0.584936	1.04913	2.14395	4	6.473757
338000	-1751.076	-1744.986	-6.090136	2	0.8043606	0.0203003	0.0211314	0.0468875	0.0554503	0.000617079	0.0844627	0.137278	0.0120109	0.0795159	0.0676232	0.0563024	0.000784484	0.0151821	0.00802205	0.000537705	0.0110984	0.0121921	0.023644	0.0877044	0.0488807	0.0386974	0.0196385	0.0803995	0.00551173	0.019644	0.00728238	0.107767	0.0170025	0.00721906	0.0339759	0.0697367	0.00840963	0.133643	0.00896253	0.142775	0.0204201	0.0129463	0.164162	0.0105621	0.00473685	0.0168679	0.0170498	0.0481046	0.133182	0.00191099	0.00163423	0.00675757	0.043846	0.0371097	0.00289555	0.028425	0.0393185	0.0338131	0.0690716	0.0727839	0.00241847	0.0506582	0.00512631	0.0501524	0.0934114	0.00192418	0.00136055	0.285042	0.15559	0.00947827	0.0334109	0.0290806	0.011952	0.0626357	0.0517348	0.0463616	0.0322532	0.406023	0.00297497	0.0396188	0.193372	0.0616674	0.00639407	0.0662154	0.0945682	0.0596688	0.00800685	0.177722	0.026239	0.0155203	0.0229167	0.0369601	0.0273578	0.18797	0.147775	0.00117659	0.0418779	0.00677701	0.216792	0.328601	0.0197386	0.0929376	0.0284268	0.105617	0.0400111	0.0185743	0.103373	0.0380498	0.0133836	0.0181965	0.103459	0.0165159	0.0114918	0.00243478	0.0516243	0.0555853	0.0581014	0.00129331	0.40703	0.00207902	0.0396754	0.00223937	0.0162589	0.0916814	0.040347	0.24428	0.105555	0.0272166	0.159686	0.142023	0.0855491	0.148934	0.161143	0.158553	0.0489128	0.0562507	0.113447	0.213626	0.0964863	0.408884	0.958156	2.53647	4	8.397975
339000	-1721.312	-1721.259	-0.05313606	2	0.8448084	0.019304	0.022364	0.146751	0.0216251	0.102059	0.0832478	0.11092	0.023064	0.0710211	0.0606685	0.000488081	0.000480306	0.00935648	0.0350626	0.0124136	0.00545358	0.0369243	0.00594259	0.0176035	0.0317396	0.0363809	0.03705	0.0921847	0.00927757	0.0260223	0.00604407	0.0301938	0.0231878	0.0412397	0.0015973	0.0154668	0.00894696	0.102624	0.0667248	0.0210146	0.0345044	0.0227606	0.0822462	0.0243292	0.0370476	0.011466	0.0320541	0.170506	0.0742812	0.0524286	0.0345442	0.00306961	0.0356649	0.0196897	0.0556126	3.53093e-05	0.0311759	0.0122596	0.0963776	0.0574073	0.131135	0.0316376	0.00140513	0.00851814	0.0045558	0.00792402	0.0172298	0.184845	0.151511	0.00366687	0.00876609	0.0209187	0.0116659	0.0782668	0.0821577	0.131327	0.0516871	0.0967777	0.0852973	0.0158106	0.168444	0.0271544	0.013119	0.0676309	0.0285922	0.0813533	0.0342902	0.049929	0.00084636	0.027589	0.00389824	0.0403669	0.14001	0.05358	0.00210775	0.0896986	0.0273226	0.0998334	0.113835	0.137733	0.0257247	0.304835	0.125879	0.115369	0.122202	4.97956e-05	0.126164	0.0426678	0.119866	0.0569528	0.126261	0.0155565	0.0222912	0.0461422	0.0837567	0.000803879	0.233721	0.0361483	0.274242	0.0184809	0.128207	0.0844819	0.0981961	0.00752574	0.000231193	0.220762	0.0683547	0.174319	0.263279	2.9328e-05	0.0472899	0.00372803	0.0453395	0.101229	0.0185499	0.023262	0.0729626	0.142675	0.105051	0.424567	0.968637	2.50174	4	7.951877
340000	-1711.727	-1711.125	-0.6026337	2	0.7055816	0.0068517	0.0116665	0.188419	0.0646005	0.039049	0.0302262	0.120239	0.0857708	0.0391574	0.0624109	0.0452927	0.00326421	0.0169529	0.0507157	0.0113603	0.00872163	0.0143632	0.00853034	0.124613	0.0068332	0.0300389	0.0206202	0.0409254	0.0102291	0.0336945	0.00579792	0.123373	0.0404061	0.0234435	0.00404462	0.00689987	0.0169535	0.0928788	0.0674432	0.0189337	0.0074845	0.00697257	0.0809757	0.00238158	0.0194281	0.0247577	0.00402178	0.0655013	0.142982	0.0315987	0.00351839	0.0246421	0.0151927	0.0536717	0.0138977	0.00889474	0.0305047	0.0241225	0.0456747	0.0149166	0.302521	0.0253457	0.00417476	0.00976082	0.0264505	0.00142067	0.0526033	0.196675	0.338219	0.00636319	0.0215638	0.000582057	0.00618113	0.0238799	0.00231085	0.162359	0.0765658	0.0329184	0.0750602	0.00143817	0.419092	0.158669	0.040801	0.0638218	0.331004	0.0185945	0.0110138	0.0709511	0.024291	0.0362449	0.0129173	0.0903813	0.0919346	0.137087	0.0623755	0.151686	0.0749375	0.0164528	0.173149	0.00146693	0.026662	0.0895177	0.015047	0.00474501	0.0793702	0.0336675	0.00772233	0.0923307	0.0297612	0.0122824	0.038637	0.0578395	0.0555932	0.110868	0.124865	0.0778149	0.199232	0.0153199	0.293415	0.00338259	0.0143034	0.0738677	0.104816	0.00134978	0.0276785	0.0222392	0.0127511	0.0990564	0.0583683	0.0832352	0.0214557	0.0148427	0.0949553	0.00112956	0.0653267	0.0301889	0.113558	0.152464	0.0753809	0.366152	0.926919	2.63155	4	7.808784
341000	-1728.748	-1723.67	-5.078339	2	1.005692	0.0332682	0.0426368	0.0188366	0.0740115	0.00222551	0.00203522	0.190314	0.00376226	0.0713339	0.0920856	0.0229252	0.0199422	0.000990154	0.047335	0.00869203	0.00817371	0.0157102	0.0641089	0.107733	0.0087175	0.0710343	0.00207307	0.0225469	0.0102131	0.0191696	0.00675845	0.106637	0.0205182	0.00622264	0.00211494	0.0133561	0.00847521	0.147504	0.0317183	0.014398	0.0319729	0.0516414	0.208733	0.0108673	0.0420578	0.0262906	0.00576381	0.0153127	0.0512239	0.0472842	0.0215596	0.0149987	0.0640785	0.0249806	0.0146588	0.0627281	0.0151937	0.0129425	0.0728148	0.0444872	0.112985	0.0349648	0.0107218	0.00070039	0.0278191	0.026097	0.0390591	0.0208821	0.184391	0.00814799	0.0191644	0.0147559	0.0177873	0.0434153	0.00771272	0.0483782	0.0103925	0.09044	0.00646335	0.0849255	0.0657313	0.0446105	0.0492661	0.0542385	0.259462	0.161242	0.107721	0.0470129	0.049159	0.0408855	0.0305273	0.164744	0.0385743	0.0204968	0.0502138	0.0536806	0.0174344	0.0717858	0.219205	0.23118	0.042064	0.0613667	0.0479289	0.171812	0.115837	0.153834	0.0492299	0.0352582	0.124603	0.0325702	0.00397068	0.116769	0.0222795	0.00976618	0.0587143	0.0684491	0.126886	0.0780895	0.666536	0.138744	0.308859	0.0596268	0.229301	0.00153931	0.0823665	0.0940023	0.0685683	0.0728508	0.100584	0.00705368	0.0835381	0.0156464	0.145752	0.00256884	0.0454389	0.0306616	0.103607	0.192682	0.138088	0.478456	1.00094	2.38252	4	8.512895
342000	-1722.131	-1705.941	-16.19029	2	0.6050929	0.038791	0.0140381	0.265647	0.025696	0.00244406	0.00467987	0.149572	0.0478317	0.0467598	0.135326	0.0114045	0.0307761	0.000656148	0.0636981	0.00995121	0.0142752	0.0117991	0.0113233	0.0701675	0.0593567	0.0173833	0.0149769	0.00440037	0.0102497	0.00799222	0.00245046	0.0188118	3.86594e-05	0.0113051	0.00368877	0.00635045	0.108261	0.117726	0.100937	0.0516853	0.0258485	0.0260812	0.178568	0.00213909	0.0449458	0.0339474	0.0493085	0.108548	0.237951	0.00647818	0.0274541	0.00425597	0.107392	0.00296346	0.0276501	0.0212853	0.0198781	0.0563397	0.0385328	0.053698	0.127464	0.000323617	0.0204274	0.016105	0.0250946	0.00380118	0.0702154	0.116469	0.138095	0.0276801	0.00149644	0.011106	0.0337304	0.0539406	0.105184	0.00767202	0.217118	0.0141619	0.00855987	0.259815	0.139071	0.0059441	0.0619612	0.172457	0.138444	0.0239452	0.0638243	0.0645048	0.0778831	0.0812405	0.148841	0.15072	0.288688	0.257317	0.0288485	0.0280362	0.0599806	0.0071635	0.236025	0.149616	0.0555078	0.0249882	0.00348925	0.265701	0.144239	0.0254583	0.0493508	0.00913228	0.211279	0.00376867	0.0303614	0.230965	0.0478885	0.0538855	0.0905827	0.0232922	0.00349656	0.018684	0.553661	0.155865	0.0199063	0.253519	0.0200864	0.0159481	0.170003	0.00354191	0.255241	0.100514	0.0808853	0.03497	0.0664447	0.0544214	0.0277964	0.0200149	0.00148819	0.0411754	0.172012	0.0175991	0.0541602	0.315091	0.883895	2.74685	4	9.363849
343000	-1750.483	-1723.915	-26.56778	2	0.681972	0.0194736	0.0154862	0.167636	0.0686826	0.0196913	0.0313106	0.328005	0.110633	0.115687	0.0318318	0.00788283	0.0783704	0.000849684	0.0628118	0.0297153	0.0361103	0.0159573	0.00292798	0.0467078	0.037568	0.0419835	0.0501028	0.00207395	0.0350594	0.0149103	0.0330519	0.0880505	0.0225819	0.00497158	0.0566149	0.0466069	0.197244	0.130179	0.109578	0.0114135	0.0236953	0.0449811	0.209361	0.0518464	0.0411083	0.0399746	0.0161014	0.105832	0.169144	0.0107856	0.0143745	0.0198193	0.146293	0.0502265	0.0460673	0.0143138	0.142373	0.0284318	0.100406	0.00399884	0.0373131	0.0221084	0.00218686	0.00673904	0.0379184	0.0347519	0.0385218	0.00854433	0.192176	0.00177592	0.00815901	0.0208426	0.0350192	0.0844542	0.0201442	0.0563477	0.039248	0.0354585	0.160221	0.0245437	0.0140157	0.110063	0.203373	0.0511816	0.317272	0.00109277	0.240302	0.0563264	0.0490112	0.0310478	0.26516	0.0171049	0.283832	0.116213	0.256109	0.0207301	0.149657	0.0305224	0.131279	0.29234	0.0682453	0.0923766	0.0199816	0.264328	0.136745	0.00961617	0.0929978	0.0554107	0.0266854	0.0194329	0.00718021	0.0432576	0.0547011	0.146953	0.134623	0.0133199	0.109583	0.124039	0.423182	0.44984	0.0335187	0.062165	0.132012	0.0252731	0.0611647	0.0573084	0.107524	0.175609	0.0124968	0.00427805	0.0274742	0.0678585	0.0102075	0.0414062	0.0693392	0.00024873	0.167776	0.0305086	0.0703424	0.354898	0.918	2.65676	4	10.23267
344000	-1716.611	-1707.252	-9.359371	1	1.003436	0.00349956	0.0172973	0.0522938	0.00975569	0.0647883	0.000414983	0.027761	0.144778	0.0907745	0.0490992	0.0522774	0.0077227	0.0146449	0.0979634	0.0771556	0.00343755	0.00943078	0.0280821	0.00341559	0.121543	0.0770852	0.0299124	0.0159506	0.0210842	0.00105729	0.0269091	0.0691712	0.0202445	0.0331334	0.0352267	0.00375709	0.0297511	0.0799425	0.00309374	0.0442752	0.050828	0.0100842	0.111876	0.0180398	0.00519604	0.0268004	0.017718	0.0423114	0.123046	0.0140862	0.0130906	0.00427635	0.141917	0.0881916	0.0259754	0.0684829	0.00464879	0.00310694	0.0240696	0.0481313	0.117677	0.0272093	0.00514214	0.000354146	0.0112754	0.0214362	0.0376885	0.0571317	0.162152	0.000250428	0.00356567	0.0279173	0.0322762	0.0851463	0.00515876	0.0312056	0.0214943	0.0134031	0.0294233	0.0749013	0.69014	0.0208329	0.0951499	0.0440588	0.0870175	0.00129415	0.474572	0.143382	0.0176218	0.143732	0.0816703	0.0262641	0.232164	0.0128789	0.00108985	0.0384319	0.000427457	0.00855944	0.319928	0.11331	0.101105	0.0855793	0.0201665	0.00324981	0.0497235	0.112455	0.129646	0.0957344	0.0439905	0.0296914	0.234372	0.0138046	0.172723	0.115123	0.123948	0.107626	0.0756795	0.025932	0.135978	0.0135241	0.0183006	0.0425732	0.0348739	0.0485716	0.00868627	0.00251504	0.0283921	0.048131	0.0499728	0.00797787	0.09991	0.0416828	0.0188869	0.0469361	0.227747	0.0300433	0.232137	0.0997744	0.137639	0.477782	1.00057	2.38401	3	8.303102
345000	-1708.227	-1712.321	4.093838	2	1.25549	0.0255276	0.0211124	0.0254629	0.0780329	0.00317031	0.0248043	0.135324	0.0442019	0.0406594	0.0930279	0.0245235	0.0375831	0.00226346	0.0243746	0.0180611	0.00864344	0.0286476	0.00656824	0.062282	0.0220384	0.00910856	0.0167336	0.0309226	0.0150971	0.143198	0.0217479	0.0469142	0.0041416	0.0411457	0.0184648	0.110581	0.0214541	0.00909104	0.0399911	0.0732668	0.027085	0.0517951	0.104891	0.0102712	0.00173029	0.0312813	0.0069504	0.0881701	0.0175173	0.00584985	0.00659333	0.00323994	0.043375	0.0897157	0.0345648	0.0254985	0.00860632	0.0021118	0.0231198	0.0671401	0.0304855	0.014617	0.00370356	7.92056e-05	0.0293327	0.0332838	0.0395883	0.0844856	0.0789664	0.00698595	0.00216874	0.00240744	0.0206649	0.0424972	0.0140582	0.100019	0.0109595	0.0265691	0.0275194	0.032217	0.987605	0.00552363	0.0432225	0.137446	0.0483823	0.0657375	0.0948078	0.023306	0.227134	0.0767624	0.176247	0.0560937	0.0882518	0.0557338	0.056712	0.0111179	0.00834243	0.0164456	0.26815	0.0961658	0.0491041	0.296111	0.0792664	0.0393776	0.0251226	0.00747556	0.0310804	0.0183116	0.0861624	0.0302372	0.00457865	0.0311093	0.00254133	0.0765694	0.165166	0.172064	0.00120577	0.0248125	0.0342404	0.0658925	0.0470268	0.00459752	0.0662867	0.156606	0.0442956	0.0873947	0.165599	0.00313818	0.116858	0.0116588	0.12289	0.0371738	0.0228844	0.0223305	0.0231631	0.0384349	0.144196	0.0386516	0.184965	0.542058	1.03213	2.24084	4	7.515082
346000	-1752.806	-1746.261	-6.544962	1	0.6538528	0.00151558	0.0240473	0.157493	0.0770355	0.0373143	0.0586226	0.0989076	0.0947131	0.0179994	0.0800241	0.271156	0.113099	0.0389244	0.016125	0.0530222	0.0160467	0.0936767	0.0301198	0.0142513	0.0248874	0.0599411	0.00869277	0.00873699	0.0296693	0.0081196	0.0188602	0.0597577	0.0293566	0.0427949	0.139141	0.041612	6.09358e-05	0.0241007	0.0127455	0.0182001	0.0139449	0.0282433	0.0853344	0.0574962	0.0256557	0.0359181	0.0112088	0.0781195	0.0596726	0.0447979	0.0175667	0.0776239	0.000746848	0.00490638	0.0579065	0.0824871	0.0289783	0.0338375	0.0814218	0.0212592	0.0946303	0.0328744	0.00129273	0.0109894	0.0283401	0.0441663	0.0205939	0.105648	0.096824	0.00901692	0.0176458	0.0355697	0.0305628	0.0433012	0.144949	0.0458448	0.0330418	0.0688555	0.173885	0.0578993	0.413207	0.0113546	0.152399	0.0583724	0.0403004	0.00590331	0.0514237	0.0635293	0.0039288	0.100011	0.0515561	0.120149	0.00876693	0.00527036	0.00509748	0.0326261	0.0573302	0.00364336	0.141537	0.185113	0.0366409	0.0277112	0.000619107	0.105441	0.0484881	0.0330998	0.038002	0.00654407	0.12496	0.0820959	0.0372453	0.00793038	0.143487	0.164411	0.0287222	0.0150911	0.00450001	0.0391644	0.122479	0.00936511	0.11071	0.0631168	0.122789	0.0552539	0.0403246	0.00984639	0.027645	0.00405438	0.454439	0.00840826	0.180773	0.0159475	0.00153931	0.147883	0.0584007	0.0390015	0.180022	0.185118	0.0643721	0.340918	0.906489	2.68822	3	8.056619
347000	-1736.112	-1725.964	-10.14767	2	0.8568141	0.0119842	0.0592061	0.0272368	0.026579	0.0278691	0.00852809	0.230212	0.0223668	0.0628465	0.0804815	0.102899	0.0169699	0.019506	0.0595742	0.00965856	0.00145154	0.0359985	0.0202648	0.0697555	0.0690871	0.023668	0.00295593	0.0193956	0.0227651	0.048178	0.00204834	0.0458625	0.00475453	0.00979855	0.0151188	0.065395	0.165308	0.117668	0.166957	0.0318883	0.0129008	0.0374808	0.0535417	0.00131437	0.0196417	0.0418187	0.0291984	0.0148118	0.134211	0.085427	0.0159339	0.00858389	0.0949682	0.012772	0.0965946	0.0162883	0.0446204	0.0347521	0.0987479	0.0718469	0.00709615	0.0196107	0.00989481	0.00131362	0.034051	0.00981883	0.00163499	0.0829544	0.234151	0.00537391	0.039043	0.0271818	0.0273413	0.0079445	0.126385	0.100136	0.172505	0.0574909	0.00153991	0.0511332	0.360529	0.0233846	0.263601	0.00512304	0.0808158	0.11497	0.0129439	0.0171194	0.0343476	0.0629947	0.063721	0.21793	0.136138	0.0827122	0.0189317	0.00501975	0.0406846	0.0573232	0.170823	0.0414789	0.0719261	0.156016	0.167435	0.00982867	0.0957573	0.0222334	0.00127173	0.152168	0.0462502	0.197987	0.104495	0.0461956	0.0028702	0.13507	0.0173752	0.138523	0.342074	0.0676432	0.157909	0.0220478	0.0392867	0.0449286	0.0371997	0.103787	0.0341975	0.00604285	0.0398109	0.207761	0.465389	0.0241035	0.0351836	0.0345677	0.0163342	0.0176312	0.010903	0.02467	0.120598	0.268892	0.107578	0.42904	0.971534	2.49185	4	8.943247
348000	-1746.556	-1740.331	-6.225888	1	1.249978	0.0212778	0.00379384	0.0716697	0.0422849	0.0540052	0.0856262	0.0980718	0.136073	0.125279	0.056714	0.00580389	0.0887885	0.0182343	0.0535605	0.00145285	0.00947534	0.0195837	0.000654652	0.0920485	0.0125591	0.00653545	0.00573792	0.0474885	0.0688825	0.0079843	0.0136568	0.00918297	0.0186881	0.0148729	0.0448972	0.0767783	0.151212	0.0615027	0.0138538	0.0252062	0.0177988	0.0639046	0.107776	0.00164608	0.00179495	0.045159	0.0594041	0.0530933	0.135555	0.00341559	0.013448	0.0134143	0.0791812	0.03519	0.0323686	0.0305844	0.0391447	0.00738454	0.00186845	0.0639835	0.0057856	0.0242425	0.00272417	0.0029988	0.103125	0.00328467	0.0804003	0.0754847	0.0664066	0.008402	0.00709432	0.00952952	0.00861806	0.0050255	0.283235	0.0704005	0.00349254	0.00275219	0.0718199	0.00261623	0.408645	0.0391907	0.0682678	0.0235323	0.0650897	0.00599541	0.0343136	0.0284433	0.196185	0.129162	0.119726	0.0232679	0.060556	0.0370679	0.100265	0.077307	0.0537732	0.292008	0.178538	0.0324945	0.0629519	0.0291165	0.0426866	0.0967796	0.0734375	0.0477256	0.106716	0.0356878	0.0442523	0.0858371	0.19147	0.0339157	0.0357616	0.0151607	0.0921778	0.0156185	0.07912	0.097934	0.196471	0.100791	0.0874504	0.00324265	0.00598666	0.0284484	0.0682708	0.0531556	0.0221694	0.20647	0.27353	0.125934	0.0387107	0.0457442	0.016182	0.026988	0.0452507	0.0889631	0.0822142	0.0819592	0.183993	0.540857	1.03161	2.24354	3	7.965099
349000	-1718.037	-1717.754	-0.2828506	2	0.8276336	0.000547662	0.0104382	0.0534111	0.00275405	0.00637914	0.00778326	0.204297	0.0209759	0.0926	0.0675875	0.0271203	0.043819	0.000648502	0.0603738	0.0180114	0.00700288	0.0173603	6.21769e-05	0.0390263	0.0407556	0.00829329	0.0468361	0.00576594	0.00689729	0.00202257	0.0326635	0.022212	0.00202713	0.0165816	0.0254078	0.0606953	0.0130004	0.0350225	0.0744571	0.0544731	0.000522207	0.0185199	0.132966	0.0235271	0.0145532	0.0358041	0.0285254	0.0245351	0.086633	0.0523741	0.0033265	0.00542637	0.182291	0.0312411	0.0378902	0.0107937	0.0261327	0.00179721	0.0464489	0.0448796	0.0586773	0.0114396	0.0258466	0.0198163	0.0279976	0.0233784	0.0197361	0.212888	0.13195	0.0157205	0.00593131	0.0008667	0.0120603	0.0158602	0.267167	0.151317	0.0542045	0.00626511	0.0952124	0.113132	0.139057	0.011725	0.022285	0.00831911	0.174482	0.184453	0.10678	0.0310157	0.0957536	0.0676208	0.0892539	0.122825	0.147767	0.0300901	0.110808	0.00452375	0.0353266	0.238627	0.00548733	0.115387	0.0188213	0.0309385	0.0127392	0.0427416	0.0617429	0.0729959	0.0507354	0.00990778	0.0893302	0.120501	0.0703762	0.0158	0.00258466	0.109367	0.0381467	0.0313192	0.239628	0.0102338	0.000881073	0.0187896	0.00621713	0.0892464	0.0204773	0.0635278	0.0453919	0.0934433	0.0300994	0.0223585	0.472743	0.134567	0.0490085	0.0718472	0.0484951	0.0261859	0.163126	0.0994397	0.182788	0.16029	0.101424	0.418026	0.964327	2.51622	4	7.773383
350000	-1707.435	-1705.395	-2.039465	2	0.6594368	0.0138441	0.0291493	0.0175199	0.064431	0.0125724	0.00670135	0.245105	0.00954003	0.0919877	0.0801676	0.0762856	0.0756851	0.00124139	0.039571	0.0470092	0.00161182	0.0293209	0.0284023	0.00205414	0.083296	0.051008	0.0111492	0.0225617	0.0569988	0.00537353	0.00230354	0.00609073	0.0120528	0.00377464	0.0116106	0.0544982	0.132823	0.189533	0.00192591	0.0284082	0.0145249	0.00554443	0.0785599	0.00169502	0.0102656	0.0466024	0.0261731	0.0607219	0.147299	0.0285137	0.017222	0.00432844	0.0171633	0.0137708	0.0887741	0.00719598	0.0317995	0.0924124	0.0311576	0.0498429	0.0330327	0.00740069	0.0184481	0.01944	0.0578963	0.0309211	0.0371535	0.146967	0.442968	0.00122703	0.0023346	0.00677178	0.0301378	0.0389857	0.0575637	0.0624076	0.0129985	0.0246363	0.00219636	0.0166327	0.382794	0.033685	0.0543632	0.0477559	0.00790826	0.0504745	0.0225594	0.0295043	0.137507	0.0276778	0.0351073	0.0310097	0.00280689	0.152184	0.0954529	0.145292	0.0307931	0.067431	0.0312988	0.00194386	0.12135	0.0619321	0.00977209	0.0268162	0.0260012	0.0917496	0.0509659	0.00287667	0.231089	0.0469955	0.112935	0.0413748	0.0783624	0.0297853	0.128368	0.052122	0.256097	0.0155035	0.493103	0.0295987	0.110503	0.0654872	0.0315452	0.0414976	0.078627	0.0361805	0.0741697	0.0572991	0.364793	0.00332693	0.0427048	0.0045268	0.0149649	0.0932944	0.129934	0.0510524	0.171684	0.0550606	0.0655541	0.343746	0.908857	2.68184	4	8.090292
