Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	brlens[118]	brlens[119]	brlens[120]	brlens[121]	brlens[122]	brlens[123]	brlens[124]	brlens[125]	brlens[126]	brlens[127]	brlens[128]	brlens[129]	brlens[130]	brlens[131]	brlens[132]	brlens[133]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
2760000	-1725.639	-1716.557	-9.082317	2	0.659874	0.021343	0.00712161	0.256774	0.00280107	0.0200033	0.0651131	0.142544	0.0780228	0.0801166	0.0320077	0.0626168	0.00779269	0.0101764	0.0751055	0.0333011	0.00524722	0.00821935	0.0388546	0.0095388	0.0169268	0.0295951	0.00315956	0.112201	0.0222278	0.00358068	0.0523256	0.0510684	0.0168016	0.108481	0.0024886	0.0498555	0.000854502	0.0618892	0.039202	0.0313018	0.0102956	0.0576102	0.077576	0.0243911	0.0725633	0.0203287	0.00380358	0.0114722	0.0982384	0.0163452	0.0361708	0.0100046	0.117798	0.0743179	0.0282669	0.0147849	0.0478735	0.0507527	0.0131404	0.0731192	0.0070801	0.0310905	0.000478107	0.0321705	0.0631811	0.00199614	0.0705682	0.0794901	0.135008	0.0282862	0.000123706	0.000633505	0.0645208	0.0409471	0.0441538	0.0647675	0.00465377	0.0411138	0.0151083	0.00295294	0.11474	0.0277563	0.0648477	0.160003	0.0272459	0.0917763	0.0289599	0.598976	0.422851	0.000516557	0.193419	0.257151	0.0074666	0.0323636	0.0392308	0.0494179	0.569159	0.064398	0.123937	0.0581208	0.013343	0.00925729	0.0423762	0.0391206	0.124896	0.025639	0.0282118	0.151917	0.0511143	0.0857661	0.0147195	0.0333254	0.017211	0.0224932	0.0455098	0.0452984	0.0912635	0.305121	0.0144749	0.037965	0.0187406	0.023363	0.142454	0.244892	0.199254	0.0745068	0.0626323	0.0920576	0.1115	0.0598207	0.0626176	0.0120007	0.00386311	0.0115334	0.019311	0.041316	0.0461674	0.0730419	0.0656468	0.343966	0.90904	2.68135	4	8.576264
2761000	-1700.171	-1702.869	2.697697	2	0.7753944	0.00438013	0.00135823	0.0846519	0.0251441	0.0206109	0.026249	0.125195	0.0556193	0.0960789	0.220635	0.00874588	0.017523	0.00473538	0.0301838	0.0413605	0.00325839	0.0186906	0.0188208	0.0345088	0.0517476	0.0105249	0.0125379	0.00315498	0.0034523	0.000625499	0.0116985	0.0122244	0.0317379	0.0433999	0.0170375	0.0503839	0.0351962	0.066455	0.0638423	0.0467516	0.015107	0.00941397	0.0590119	0.0242131	0.0132239	0.0136678	0.0387105	0.0475683	0.082733	0.0783986	0.00132041	0.016727	0.0445393	0.0239361	0.0272125	0.0314898	0.0197591	0.0896893	0.0258408	0.0610201	0.0393451	0.00879218	0.0057458	0.00379115	0.0594652	0.0178644	0.0272256	0.0224628	0.223025	0.0129221	0.0126441	0.00633451	0.0338595	0.00929838	0.0528223	0.0431962	0.109037	0.0285732	0.119654	0.0245047	0.0654158	0.00192415	0.00656486	0.0755003	0.0152218	0.0358524	0.0275702	0.00995355	0.141231	0.212478	0.0133484	0.0981853	0.00105152	0.0383285	0.121951	0.00918047	0.305682	0.0054642	0.172646	0.0525792	0.0652502	0.0902701	0.0494234	0.146949	0.0183389	0.0401063	0.0579994	0.0336133	0.47414	0.0301305	0.0171976	0.0828947	0.138985	0.0768977	0.00232729	0.110225	0.128117	0.186657	0.0486949	0.0545231	0.0974977	0.0636002	0.141659	0.0183703	0.0592938	0.0103125	0.0204255	0.105095	0.0932162	0.0962764	0.0497918	0.176893	0.0174769	0.0261439	0.032709	0.0763677	0.00751383	0.0919051	0.0903132	0.397036	0.949897	2.56275	4	7.330082
2762000	-1698.691	-1703.945	5.253483	2	1.146407	0.0236092	0.00100801	0.0372284	0.00568553	0.000672288	0.0384892	0.14266	0.105539	0.190126	0.0938627	0.0352648	0.02648	0.0511667	0.0058431	0.0160493	0.00223572	0.0295407	0.00496655	0.0569294	0.02106	0.0164219	0.0347316	0.00738563	0.0619356	0.0177545	0.0082438	0.0459086	0.0255312	0.0188322	0.0421185	0.00187361	0.0232186	0.096837	0.066671	0.0302265	0.00369217	0.00836716	0.144161	0.0174471	0.0231286	0.0161617	0.0156728	0.0549912	0.0988431	0.00463446	0.0135954	0.00419554	0.0971302	0.0626522	0.120253	0.0171086	0.00981776	0.038077	0.00420756	0.0344744	0.0165588	0.0164979	0.00446398	0.00818868	0.0764589	0.020974	0.0127875	0.177355	0.121509	0.00425678	0.0090446	0.00708051	0.0255415	0.00907403	0.0287142	0.0190405	0.0554525	0.00430383	0.175826	0.147518	0.0289998	0.036195	0.0203165	0.0107247	0.0443318	0.0417391	0.0161039	0.0119855	0.0114866	0.493126	0.0191548	0.0912219	0.0419973	0.0125457	0.0681694	0.0541982	0.0948728	0.0422663	0.121992	0.0956439	0.0550708	0.135746	0.0227027	0.0244838	0.0647681	0.0584945	0.0131282	0.00565281	0.36388	0.0488183	0.0534619	0.341316	0.132256	0.166311	0.0478807	0.00747127	0.0897212	0.0859567	0.0442228	0.0484356	0.0263059	0.0676502	0.0172509	0.0101867	0.0420303	0.0122079	0.0930628	0.0353872	0.152088	0.0365393	0.0702199	0.0388845	0.000678418	0.0293339	0.133036	0.00620284	0.0158217	0.0188998	0.165207	0.516731	1.02058	2.29749	4	7.088
2763000	-1719.066	-1715.1	-3.966469	2	0.6125474	0.00795536	0.00418893	0.109052	0.0596103	0.0196371	0.0333462	0.0512017	0.0530319	0.0663504	0.132524	0.0969005	0.031528	0.0233243	0.0339424	0.0139337	0.00336273	0.01973	0.00334012	0.00546652	0.00604964	0.013516	0.0341558	0.0420925	0.0209818	0.0185466	0.0385611	0.0496828	0.0283172	0.0563002	0.0099826	0.0198094	0.0727724	0.149727	0.0582629	0.0065808	0.0304082	0.0437395	0.101923	0.0255855	0.000866206	0.0594637	0.00961644	0.0486571	0.0673728	0.0347058	0.0171245	0.00414733	0.026344	0.0468995	0.0357729	0.00540884	0.0146349	0.0519568	0.0348979	0.0616199	0.0672967	0.022971	0.0156014	0.00013849	0.0510608	0.00121491	0.0179149	0.0579209	0.165742	0.00692597	0.00151911	0.0305443	0.0143267	0.115124	0.0616956	0.000867683	0.17099	0.0649084	0.00896307	0.107342	0.0345652	0.0447724	0.0208431	0.0014461	0.031351	0.0598391	0.0159784	0.0753573	0.0674793	0.36094	0.127041	0.00583852	0.0158065	0.0309219	0.15701	0.140186	0.282172	0.0243683	0.0981729	0.103534	0.0391449	0.00447252	0.048529	0.0695565	0.115031	0.019294	0.0866868	0.0259215	0.464904	0.011006	0.126534	0.194868	0.095469	0.164851	0.00732474	0.0171139	0.138664	0.0737537	0.0431142	0.0436428	0.0445178	0.0403896	0.0354613	0.0406213	0.117911	0.14013	0.0528307	0.071253	0.104484	0.0266113	0.238006	0.0915049	0.238404	0.00764835	0.0978552	0.0694584	0.0677088	0.132335	0.0557058	0.319175	0.887588	2.73753	4	8.202614
2764000	-1727.448	-1708.584	-18.86435	2	0.6165016	0.00356309	0.00326613	0.143243	0.0291597	0.00102965	0.0583528	0.145744	0.0811589	0.0537402	0.0422469	0.0574748	0.104266	0.00389507	0.021036	0.100825	0.00137761	0.024641	0.00570651	0.0254476	0.0159321	0.0823419	0.0772158	0.0124188	0.0386464	0.0284886	0.0295637	0.0725986	0.00175584	0.0134499	0.000296988	0.0101271	0.0697902	0.208914	0.0474834	0.0251659	0.0227837	0.0105122	0.0863007	0.00243865	0.00467117	0.0235717	0.00793952	0.0516969	0.168423	0.0373131	0.0128792	0.00244474	0.0072073	0.0258699	0.0924048	0.014911	0.0490427	0.116105	0.107944	0.0323891	0.0527623	0.00598716	0.0157106	0.0135511	0.0688825	0.0230145	0.0582403	0.0969331	0.363824	0.0128557	0.00579314	0.0227189	0.00310274	0.0122589	0.0821529	0.127532	0.00855848	0.00723097	0.122038	0.024167	0.0398628	0.0437242	0.0922929	0.0703636	0.0241857	0.0656204	0.0864822	0.0506952	0.150861	0.481447	0.0100541	0.0275894	0.179973	0.0919086	0.0173072	0.0651672	0.396071	0.0218315	0.244096	0.00388696	0.0325965	0.597298	0.0280002	0.0779953	0.202507	0.0681197	0.0589813	0.282172	0.172112	0.120233	0.0199609	0.0395703	0.0861801	0.00417967	0.00219444	0.0010824	0.137444	0.303561	0.180051	0.0167822	0.042427	0.087353	0.0698623	0.0582691	0.0143329	0.0398753	0.127748	0.0873781	0.098681	0.00775509	0.0201856	0.0348662	0.129264	0.20465	0.303282	0.0995282	0.0377655	0.084484	0.0565284	0.321321	0.88951	2.73264	4	9.786674
2765000	-1729.332	-1729.287	-0.04515054	2	1.254603	0.0085388	0.0140394	0.0319512	0.00974899	0.0556824	0.0138916	0.182208	0.0729506	0.118411	0.121982	0.0204216	0.00252164	0.00916418	0.0461775	0.00667147	0.00070074	0.0735742	0.0391806	0.0103228	0.010738	0.04821	0.0106633	0.0133512	0.0167447	0.0458592	0.00473726	0.100609	0.0320061	0.102624	0.00861578	0.0402495	0.147136	0.0208544	0.0442975	0.00924894	0.00871053	0.132341	0.115466	0.0115754	0.027451	0.065594	0.0150214	0.0480051	0.0767305	0.0350769	0.0222148	0.030365	0.00837357	0.0116533	0.0808448	0.0249467	0.0144694	0.0242981	0.0375047	0.0763347	0.0451643	0.0424383	0.0346188	0.00334705	0.0871762	0.0164371	0.0240372	0.0137597	0.352874	0.00264047	0.0034066	0.022838	0.00852961	0.0129105	0.0345777	0.0920897	0.0290932	0.105382	0.115227	0.0277387	0.0482409	0.00346791	0.00225308	0.114945	0.0832033	0.0207945	0.110413	0.0616259	0.13534	0.240829	0.00481293	0.352471	0.127229	0.00613142	0.088029	0.0996705	0.0929684	0.0200935	0.184994	0.0409949	0.0555775	0.0248882	0.0342262	0.0376733	0.0189648	0.0137387	0.0744904	0.133083	0.0248119	0.046386	0.139603	0.00231579	0.150965	0.0356698	0.0137493	0.153563	0.0418525	0.16458	0.00560902	0.0847526	0.143715	0.0782682	0.121869	0.134257	0.00978833	0.00838054	0.0278412	0.01575	0.102132	0.0393672	0.00517389	0.0701831	0.0814989	0.0299068	0.0149224	0.0140506	0.00712991	0.131253	0.184809	0.541866	1.03205	2.24128	4	7.565842
2766000	-1762.775	-1736.536	-26.23852	2	0.5153184	0.0328548	0.0770529	0.29438	0.000312046	0.110677	0.0110813	0.0523229	0.113648	0.154601	0.151183	0.0257012	0.00194932	0.0256337	0.054849	0.0229083	0.0229263	0.000367885	0.0588412	0.0265202	0.0401201	0.0563307	0.0160368	0.065999	0.020661	0.0073491	0.0655133	0.0589692	0.020033	0.0436943	0.0516834	0.0191758	0.218605	0.161904	0.0148385	0.00758161	0.00413978	0.0718501	0.248833	0.00305294	0.0343942	0.0391799	0.0178649	0.044551	0.204207	0.0300146	0.00280084	0.00803728	0.0731625	0.0599521	0.0588263	0.0137591	0.061355	0.0083086	0.0461571	0.0909333	0.0231996	0.0217726	0.0263031	0.000272786	0.0792564	0.0655322	0.0387507	0.017506	0.315574	0.00700821	0.0025506	0.00815764	0.0267207	0.101278	0.149805	0.0433326	0.0101161	0.185627	0.0389661	0.0470411	0.00758049	0.0711431	0.128903	0.367129	0.00432756	0.0927416	0.104161	0.106748	0.183985	0.512186	0.23104	0.235908	0.0854501	0.0199726	0.0300228	0.103734	0.129523	0.00970561	0.0252005	0.197833	0.0704813	0.197574	0.0899714	0.0582926	0.0647884	0.268657	0.118639	0.00855324	0.514063	0.138614	0.0999661	0.0658505	0.0104517	0.00220957	0.0107365	0.0367748	0.0794331	0.0308157	0.093197	0.0681741	0.0319421	0.0412377	0.0424598	0.0103434	0.0861457	0.061243	0.0817875	0.0277423	0.216407	0.0261975	0.072537	0.15198	0.122639	0.00713676	0.187949	0.0514007	0.127711	0.0728307	0.0362609	0.261799	0.831102	2.87084	4	10.53068
2767000	-1697.306	-1696.597	-0.7095968	2	0.9862614	0.00344608	0.00283687	0.214873	0.0267832	0.046433	0.00954239	0.37221	0.00448317	0.114603	0.0918284	0.0191484	0.0103202	0.015986	0.0263644	0.00601157	0.0166166	0.0205688	0.0145971	0.0449341	0.0169483	0.00626382	0.00733816	0.00141812	0.0350152	0.016288	0.0386986	0.0742587	4.45773e-05	0.0720597	0.0188291	0.0150476	0.124469	0.0880706	0.00548534	0.0248805	0.0192857	0.0405228	0.119307	0.00051289	0.0393506	0.00835155	0.0481693	0.0845964	0.0660856	0.0128027	0.0225688	0.000666378	0.0768118	0.0619667	0.019878	0.0089314	0.0142171	0.0339304	0.0104079	0.0110394	0.00654918	0.0148089	0.00521989	0.0043932	0.0415425	0.0144582	0.0198606	0.0124696	0.319227	0.000245259	0.0698949	0.0188605	0.0350764	0.0129707	0.138802	0.0397662	0.0138873	0.223485	0.00561475	0.0623637	0.15268	0.0307767	0.0246926	0.0612552	0.0536549	0.00553671	0.0277167	0.0877679	0.00200016	0.754682	0.0837759	0.0756315	0.0618471	0.0139778	0.0513484	0.0634664	0.0080839	0.0470153	0.196023	0.10509	0.0630343	0.0131167	0.00902724	0.0143295	0.29942	0.066064	0.0129715	0.063364	0.0265372	0.0885992	0.028349	0.0759585	0.0103567	0.157057	0.0386765	0.0353781	0.123286	0.102015	0.0370228	0.135678	0.00649485	0.0961902	0.0209519	0.0171729	0.0117639	0.164226	0.0106797	0.0124014	0.0681926	0.0333336	0.029952	0.268737	0.038799	0.128206	0.117399	0.137704	0.0260439	0.053743	0.134204	0.472583	0.997686	2.39553	4	7.914855
2768000	-1729.926	-1725.832	-4.094194	2	0.8394419	0.00680219	0.00765168	0.172554	0.011154	0.0717479	0.0342143	0.114047	0.0822597	0.149032	0.0543319	0.00488264	0.109367	0.0123228	0.0237157	0.0305133	0.00242732	0.0223052	0.0285653	0.0619658	0.0579957	0.0230705	0.00335918	0.00131719	0.0232779	0.0586319	0.00779891	0.0208699	0.0156202	0.0303672	0.017855	0.00587361	0.172237	0.04251	0.0262665	0.093903	0.00119418	0.0468086	0.127496	0.00952509	0.00349532	0.0119899	0.0240773	0.0751445	0.209424	0.0921654	0.024697	0.00906085	0.0716083	0.0548093	0.0375295	0.0230517	0.0359395	0.0156516	0.036741	0.14862	0.0598649	0.00107855	0.00302613	0.00196612	0.0607234	0.0196102	0.00349174	0.122839	0.084194	0.0194368	0.0138822	0.00936848	0.0500329	0.057053	0.174931	0.0174729	0.0371771	0.0921985	0.0136645	0.199043	0.0672177	0.0739023	0.0119939	0.00418882	0.0764067	0.0425321	0.0340551	0.0857769	0.0583082	0.224082	0.144777	0.0332526	0.0991102	0.0654079	0.116564	0.00266497	0.397057	0.0175047	0.336303	0.125528	0.00439761	0.35348	0.0163264	0.0762093	0.0269745	0.0226629	0.0406187	0.015703	0.0875584	0.134583	0.0211941	0.0814758	0.0477579	0.015421	0.00811747	0.0131801	0.14952	0.103008	0.0464305	0.0146052	0.0319527	0.0706687	0.0643799	0.135355	0.00354174	0.0618532	0.0134861	0.0189153	0.117133	0.00862211	0.000834942	0.000636538	0.0408141	0.0934261	0.0603164	0.0959746	0.125398	0.123075	0.10392	0.422542	0.967312	2.50623	4	8.063136
2769000	-1737.062	-1720.123	-16.93904	2	0.8982546	0.00349709	0.0143326	0.264373	0.00438895	0.035743	0.0129884	0.181647	0.000125678	0.17715	0.147008	0.038439	0.0314062	0.0284299	0.0850223	0.0605726	0.0176658	0.0352007	0.00374526	0.0195653	0.0168657	0.0106084	0.0151121	0.0201957	0.0111239	0.0703672	0.00871607	0.164685	0.0178158	0.010403	0.0202121	0.0165069	0.0718574	0.192105	0.0166935	0.0406156	0.000984858	0.0156096	0.303049	0.066532	0.00954108	0.0125027	0.0233452	0.0452521	0.0660539	0.0474046	0.0123952	0.0335425	0.015809	0.0119358	0.09103	0.054483	0.0495665	0.0354882	0.0418215	0.0900295	0.0777351	0.0568996	0.00923084	0.0085042	0.0505364	0.00305234	0.011214	0.0472055	0.113419	4.18742e-05	0.00854908	0.0236628	0.0307533	0.024044	0.061178	0.138822	0.205017	0.01688	0.0636756	0.0836421	0.0031575	0.013906	0.164828	0.157509	0.0288516	0.270203	0.0818053	0.0954179	0.018075	0.617433	0.0647794	0.439338	0.00298758	0.0138053	0.0117513	0.0291361	0.0215401	0.0663535	0.182014	0.144006	0.0367358	0.707077	0.083014	0.00147649	0.0981163	0.100437	0.00501762	0.064718	0.108306	0.347549	0.0381284	0.10862	0.0145563	0.00698111	0.22727	0.00774957	0.115482	0.0187045	0.0926793	0.108011	0.0249087	0.0932567	0.0513736	0.0201412	0.00998533	0.0449568	0.154282	0.0335935	0.0462175	0.01351	0.0843478	0.0202693	0.0311699	0.0510998	0.024484	0.0827545	0.128255	0.0506095	0.116233	0.443879	0.980859	2.45903	4	9.608365
2770000	-1718.391	-1717.996	-0.3948078	1	0.6393983	0.00312357	0.0484929	0.132659	0.0319503	0.0342101	0.0441621	0.0739381	0.0935325	0.124533	0.106075	0.0282303	0.0103118	0.0169629	0.0169424	0.0262054	0.00608122	0.0248783	0.0195236	0.146567	0.0130352	0.0288912	0.00175534	0.0131544	0.0448044	0.0244427	0.00355895	0.0485845	0.00145321	0.0315718	0.00592065	0.020165	0.0440399	0.0827092	0.0337536	0.134053	0.0185957	0.0118186	0.122109	0.0442238	0.00850983	0.0472692	0.0449777	0.0805261	0.130761	0.0139929	0.0160669	0.00351721	0.0167466	0.0308486	0.0213182	0.0132944	0.0896971	0.0848926	0.0225058	0.0676013	0.0808858	0.022925	0.012444	0.000205532	0.0226204	0.00241217	0.0220236	0.00446193	0.240477	0.00591737	0.00326262	0.0176255	0.00820746	0.0480834	0.0244343	0.0924755	0.12014	0.0326422	0.0100855	0.0350126	0.0975996	0.00590556	0.0910847	0.00707617	0.00363419	0.0318983	0.0765456	0.0808928	0.0881432	0.243994	0.0431514	0.197571	0.0150467	0.0422291	0.0124077	0.0929127	0.0856151	0.0965713	0.0290111	0.175252	0.0616182	0.561177	0.00971719	0.0330409	0.013942	0.00456684	0.132665	0.00642304	0.0725971	0.211595	0.0453963	0.0313085	0.164619	0.0608444	0.0910812	0.0587075	0.108022	0.0121039	0.00467854	0.100582	0.0344416	0.0843863	0.0173769	0.0551302	0.0302336	0.0240256	0.214293	0.0887537	0.0164413	0.0899488	0.0447929	0.03093	0.0252409	0.0387732	0.0296793	0.0499327	0.00866089	0.042892	0.0613224	0.333477	0.900161	2.70504	3	7.443049
2771000	-1704.751	-1710.146	5.394908	1	0.9649921	0.0116518	0.0428732	0.0777872	0.0137414	0.0675975	0.0149433	0.0872794	0.00204619	0.0892581	0.0551646	0.0834974	0.072283	0.0178398	0.0465781	0.00693093	0.0113663	0.00603193	0.0257182	0.00448008	0.0209483	0.0204884	0.0102638	0.0323368	0.00243268	0.0301569	0.00592693	0.0155464	0.0259518	0.0490676	0.00653474	0.00731671	0.0455586	0.0504919	0.0678383	0.0319112	0.0142049	0.072295	0.0907933	0.0323458	0.00713647	0.0119409	0.00708477	0.0360217	0.0462799	0.0495082	0.0136942	0.0319229	0.0287013	0.0791074	0.0267949	0.0216971	0.0119922	0.000416996	0.0727146	0.0247922	0.00803894	0.00520623	0.00386898	0.00575095	0.0266309	0.029488	0.0389019	0.0739491	0.112354	0.0232329	0.00623896	0.0163675	0.00205329	0.083853	0.0495298	0.0364216	0.043008	0.0575645	0.0406395	0.00264323	0.160007	0.0209002	0.033386	0.0102683	0.0435003	0.0223583	0.190151	0.191894	0.0124752	0.225598	0.029419	0.115343	0.0100593	0.023999	0.0299059	0.219296	0.32757	0.0282592	0.0237817	0.00616252	0.00155969	0.291597	0.00635591	0.167202	0.0141063	0.103708	0.0113605	0.0931441	0.0457489	0.113746	0.0314952	0.0865815	0.0510219	0.0535555	0.0206507	0.0413473	0.0893309	0.0676179	0.0181756	0.0924114	0.019459	0.00561131	0.220143	0.051687	0.102703	0.138621	0.0144072	0.0344067	0.00624297	0.0292953	0.012173	0.0662522	0.0534975	0.165799	0.105336	0.0485528	0.0809981	0.0462563	0.129917	0.46597	0.993948	2.41016	3	6.831518
2772000	-1696.42	-1710.207	13.7868	2	0.6740286	0.00630648	0.0196793	0.0450506	0.00161999	0.00239547	0.0318645	0.145665	0.0739129	0.112819	0.0337183	0.0135828	0.053357	0.0217463	0.0122874	0.0132346	0.0256803	0.00438766	0.0105475	0.0128722	0.01294	0.00795889	0.00608696	0.0045105	0.000478522	0.00809458	0.0484066	0.0437652	0.0505679	0.0859177	0.0315342	0.0508449	0.0320905	0.0894483	0.0390357	0.0079466	0.0101093	0.0106666	0.101613	0.00467157	0.0183205	0.0250605	0.00956954	0.00755249	0.110586	0.00944922	0.0143962	0.00808679	0.114683	0.063775	0.0108183	0.0305048	0.0265745	0.0593106	0.0358603	0.0391682	0.127326	0.00512135	0.0141463	0.00791924	0.0450625	0.0141064	0.0208315	0.0947678	0.0202191	0.021655	0.0110014	0.00461486	0.0138278	0.0980679	0.0131693	0.0486611	0.0627125	0.0552159	0.133766	0.0120579	0.0260542	0.0424814	0.0254244	0.0703612	0.00789454	0.0138008	0.00528889	0.019837	0.0369897	0.242387	0.0371055	0.0365775	0.010146	0.121321	0.00360021	0.078688	0.0122316	0.089366	0.163864	0.21559	0.0345227	0.41785	0.0429707	0.0252878	0.0731396	0.116793	0.0913974	0.00667324	0.109546	0.127469	0.171902	0.0042328	0.0458039	0.120607	0.100291	0.143878	0.0888482	0.00588568	0.0517263	0.0591215	0.00555685	0.00170779	0.0132246	0.113476	0.0562379	0.0190389	0.0961287	0.00217857	0.0477615	0.0224372	0.066103	0.128999	0.0109704	0.001428	0.0290409	0.0352468	0.0105231	0.0476569	0.0686517	0.351014	0.91485	2.66548	4	6.500052
2773000	-1691.805	-1704.89	13.0856	2	1.016103	0.0124961	0.0265305	0.0594075	0.00772102	0.0966754	0.00373059	0.0647026	0.142627	0.0549059	0.0686334	0.026994	0.088214	0.0166756	0.00758597	0.000782777	0.0069345	0.0112956	0.00360208	0.0382387	0.000331977	0.0365957	0.0299847	0.00328252	0.011997	0.00370975	0.00932155	0.0396486	0.025473	0.107057	0.00120806	0.00637934	0.0713023	0.0828351	0.0641296	0.0560717	0.00196073	0.0765062	0.0862139	0.00802446	0.0208097	0.0299343	0.00984164	0.0586689	0.201703	0.0194681	0.00812495	0.00184415	0.0613847	0.085221	0.0300278	0.00703715	0.0401123	0.0909669	0.0971501	0.00070979	0.143743	0.0220561	0.00192278	0.00366374	0.0328567	0.0101476	0.019595	0.0695229	0.165874	0.00374126	0.00530731	0.0065641	0.0292672	0.0621778	0.0726962	0.131216	0.0587506	0.2663	0.0830296	0.0162798	0.038435	0.0307501	0.011277	0.0375761	0.161803	0.0526368	0.0530003	0.0979651	0.151111	0.220352	0.028622	0.013414	0.0506423	0.0845698	0.0106564	0.0523779	0.0248502	0.0332743	0.132681	0.0234325	0.0187397	0.0246731	0.014674	0.0034773	0.0137614	0.0688461	0.0509186	0.106438	0.0947006	0.0132938	0.0193104	0.0134933	0.00949626	0.00229592	0.0489263	0.00600525	0.200617	0.003617	0.00206493	0.0968955	0.0168552	0.0919897	0.0383896	0.00936862	0.0157955	0.0976341	0.0328011	0.121118	0.108146	0.0407673	0.241625	0.00194846	0.0397017	0.00809802	0.0333541	0.0419589	0.0277679	0.016524	0.140156	0.481539	1.00262	2.37569	4	6.533018
2774000	-1722.134	-1713.546	-8.588107	2	0.5043769	0.0173675	0.0131356	0.0119199	0.0425529	0.0314445	0.00752314	0.126821	0.0964449	0.0852023	0.0552756	0.009387	0.00390617	0.01375	0.0221761	0.0122746	0.00226755	0.00939661	0.00763828	0.0608339	0.0298374	0.00145735	0.0201982	0.0385318	0.0248805	0.00100901	0.0184656	0.0783399	0.0112943	0.128748	0.048963	0.00598237	0.092466	0.0240948	0.0639914	0.014159	0.0198539	0.035639	0.122759	0.0112876	0.0142554	0.0756876	0.0130125	0.0493963	0.13583	0.00872903	0.0104351	0.0427213	0.0124946	0.0457664	0.00875721	0.0625134	0.0102404	0.0788819	0.0508185	0.0239506	0.0336413	0.0134859	0.00225327	0.022516	0.0437929	0.0136091	0.0325417	0.33379	0.101326	0.0193863	0.0406548	0.00553413	0.0170183	0.0362241	0.105513	0.422626	0.0204193	0.0307672	0.0780437	0.0575346	0.0558735	0.144027	0.0810048	0.00480115	0.040771	0.0293802	0.0759598	0.0655128	0.0142415	0.528337	0.0940771	0.0438811	0.0531663	0.184449	0.00472835	0.0666915	0.167627	0.131209	0.40935	0.00980517	0.0231656	0.183452	0.0306513	0.0140853	0.00806287	0.0236456	0.0999934	0.0294474	0.177192	0.147398	0.0395613	0.140521	0.0412954	0.0548905	0.109797	0.0499088	0.143728	0.155052	0.0148874	0.0579409	0.0272157	0.0112896	0.0253504	0.0947173	0.0523719	0.354623	0.182876	0.0247437	0.0569176	0.0137208	0.0196545	0.1561	0.25227	0.0283419	0.0992263	0.0293272	0.0222901	0.0896434	0.0342018	0.254764	0.823427	2.88761	4	8.785692
