Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
565000	-447.073	-458.0832	11.01019	2	3.724498	0.00713214	0.0333314	0.0506727	0.0356332	0.0139752	0.0232708	0.166385	0.028772	0.0323494	0.0667405	0.0950707	0.0148321	0.0338444	0.0467045	0.00921592	7.30156e-05	0.318242	0.0415723	0.0161222	0.189875	0.0468289	0.155608	0.0185511	0.0329347	0.0339312	0.0263404	0.095354	0.140667	0.0574327	0.00453194	0.201978	0.234609	0.0156627	0.0357465	0.262297	0.172185	0.00770167	0.00831598	0.0684436	0.321015	0.0135375	0.438556	0.765109	1.08433	1.712	4	3.177485
566000	-467.0076	-467.232	0.2243756	10	0.8555964	0.0792914	0.0531126	0.0592653	0.0646245	0.117521	0.0875345	0.0215532	0.0850955	0.143085	0.00342795	0.106805	0.0257817	0.150714	0.0432565	0.0229002	0.0457466	0.0286476	0.0230648	0.00798479	0.379865	0.150502	0.308847	0.0586496	0.00430255	0.0171189	0.218557	0.166096	0.680973	0.141582	0.185163	0.161136	0.0227492	0.0588076	0.0293931	0.0458865	0.0829741	0.025818	0.0173759	0.154746	0.734824	0.00768361	0.107322	0.42859	0.971245	2.49284	5	4.822462
567000	-436.3443	-454.3794	18.03514	10	1.528693	0.00452587	0.0131121	0.107687	0.0254734	0.122391	0.106938	0.0147941	0.0685315	0.00907387	0.100708	0.0920627	0.00600606	0.0116372	0.00727985	0.0160846	0.0185314	0.0431984	0.0196959	0.0868499	0.0121452	0.0137457	0.0812907	0.0418183	0.0456955	0.129194	0.52772	0.0489533	0.0568214	0.00716071	0.0817804	0.0157317	0.0961208	0.126925	0.0239776	0.0248683	0.0526728	0.00474035	0.41585	0.0102559	0.170621	0.0534032	0.229721	0.593264	1.05206	2.12495	5	2.916071
568000	-449.6295	-461.6079	11.9784	10	1.604183	0.00833052	0.0393207	0.158171	0.010539	0.0627349	0.00935197	0.0673491	0.00551659	0.0367171	0.0164984	0.119345	0.00105879	0.102375	0.137867	0.0504582	0.00450714	0.276952	0.0519747	0.034753	0.0546132	0.0908127	0.125391	0.109371	0.0120765	0.0929704	0.078641	0.0171637	0.0857234	0.005351	0.0670225	0.110968	0.00883065	0.00484469	0.0480599	0.121598	0.149319	0.568908	0.464723	0.0259345	0.0482707	0.127851	0.240977	0.605027	1.056	2.098	5	3.612264
569000	-439.1091	-468.7042	29.5951	1000	0.5289271	0.0190696	0.0426098	0.0253208	0.0729216	0.00101322	0.210733	0.00982403	0.162803	0.0542199	0.0171838	0.0383673	0.00599761	0.0655919	0.141289	0.0194245	0.0749061	0.0712427	0.0049548	0.01255	0.0529479	0.0545613	0.274622	0.0667085	0.0111917	0.143371	0.0179585	0.0665908	0.00705038	0.0947659	0.0397361	0.0699348	0.0787739	0.0350333	0.494009	0.0413241	0.0510881	0.186866	0.289843	0.0507058	0.0233152	0.0267443	0.0388665	0.270381	0.840226	2.85053	6	3.227164
570000	-443.9522	-461.0054	17.05318	10	0.7253274	0.0241311	0.0419569	0.0583578	0.0756658	0.0688383	0.167038	0.0181378	0.0241879	0.0122784	0.00275485	0.10693	0.00104428	0.0220165	0.0474003	0.0124136	0.00678562	0.0515563	0.0856284	0.0110307	0.0508102	0.0725808	0.128428	0.0609901	0.692361	0.155836	0.0516431	0.0412807	0.0221291	0.0127574	0.0214875	0.251561	0.0354785	0.0388001	0.0179945	0.00324876	0.0198081	0.00528906	0.22574	0.140985	0.0946065	0.0365369	0.0796043	0.375239	0.933904	2.61125	5	3.018504
571000	-435.2907	-458.1673	22.87667	1000	4.701987	0.0122473	0.015406	0.0200019	0.0976241	0.0962784	0.129306	0.0725814	0.00635533	0.00689539	0.102595	0.0807308	0.00601277	0.0229607	0.0581489	0.0348008	0.0229142	0.0693525	0.0364457	0.0351202	0.079918	0.0609846	0.104799	0.062925	0.153929	0.0571296	0.116268	0.0643258	0.28157	0.218765	0.160173	0.00401475	0.03834	0.0221817	0.121982	0.0986471	0.0417518	0.20405	0.430858	0.0286259	0.051941	0.0469254	0.489209	0.796451	1.08378	1.63056	6	3.375882
572000	-435.8548	-460.3623	24.50753	1000	3.307212	0.0109265	0.0405658	0.0728182	0.044395	0.227674	0.0567287	0.108447	0.0418076	0.0208986	0.131972	0.0596264	0.00332302	0.032821	0.0514125	0.0430152	0.0208392	0.0382263	0.00159026	0.116485	0.00586233	0.0212573	0.0738892	0.123826	0.107874	0.00156419	0.315203	0.0645428	0.158617	0.120721	0.143833	0.00497174	0.0568803	0.0131168	0.0602217	0.0763137	0.154349	0.207937	0.419208	0.141124	0.0737335	0.0165856	0.411715	0.747234	1.08366	1.75739	6	3.485203
573000	-443.8409	-463.3216	19.48073	1000	1.636167	0.0489451	0.021888	0.0533746	0.175536	0.097651	0.0520846	0.0896537	0.0860147	0.0230932	0.136235	0.0240724	0.027207	0.156322	0.04655	0.109496	0.126675	0.32199	0.0665534	0.0508913	0.0494892	0.0368862	0.108732	0.167186	0.01988	0.0261419	0.0753932	0.112572	0.108529	0.187815	0.116434	0.0643323	0.306893	0.00242543	0.0157789	0.0572326	0.252893	0.0972223	0.43089	0.129595	0.0258694	0.0389186	0.245612	0.609757	1.05751	2.08712	6	4.145341
574000	-449.7884	-460.1109	10.32253	10	1.671554	0.00810399	0.0152014	0.0707269	0.10284	0.0996695	0.0755363	0.0358025	0.0445902	0.0200114	0.123347	0.0801698	0.0137688	0.0496305	0.0147515	0.0176134	0.0294068	0.0249175	0.0835269	0.0666336	0.0382657	0.225631	0.141682	0.000630282	0.275511	0.0912384	0.0103555	0.0800621	0.0251798	0.607282	0.0796909	0.0543918	0.281503	0.0295016	0.0924659	0.0566925	0.428528	0.0328025	0.122601	0.0255194	0.0323386	0.0131968	0.250649	0.614826	1.05909	2.07544	5	3.721317
575000	-444.5808	-457.8862	13.30542	10	1.865805	0.0533962	0.00280583	0.0527515	0.130029	0.00636312	0.0903426	0.0401299	0.0494305	0.0211741	0.072986	0.158939	0.0173996	0.230386	0.0999306	0.00124738	0.0257115	0.0244709	0.0562749	0.00483778	0.0122436	0.00332382	0.055474	0.0470449	0.0466232	0.121325	0.0681157	0.279536	0.188454	0.0453003	0.0623659	0.122017	0.0137731	0.328817	0.021096	0.181331	0.0461489	0.0976301	0.0688712	0.208286	0.112927	0.0668831	0.276712	0.63994	1.06624	2.01711	5	3.336194
576000	-435.8403	-452.1235	16.28318	10	0.6862713	0.00170421	0.0706812	0.0351122	0.15222	0.0624992	0.148138	0.0905862	0.112603	0.0372797	0.104702	0.0642701	0.00874869	0.00252332	0.00949665	0.0512548	0.0572883	0.0186987	0.00212463	0.0117258	0.0165819	0.0612127	0.114478	0.0820104	0.000337392	0.00673355	0.105039	0.0171466	0.145059	0.10117	0.0380684	0.0161664	0.0622394	0.15697	0.05124	0.619189	0.108805	0.0581678	0.0433804	0.0295757	0.418554	0.0178114	0.0712585	0.35698	0.919673	2.65209	5	3.311593
577000	-437.4916	-457.9997	20.50807	10	1.839724	0.019531	0.00699453	0.161834	0.0588693	0.0965337	0.0258517	0.0410317	0.102211	0.0436543	0.125641	0.0262017	0.00970956	0.000972433	0.00433513	0.00136356	0.000238646	0.114655	0.0111409	0.0215584	0.00113332	0.109601	0.0338227	0.0139315	0.0730376	0.0641571	0.0930376	0.0790454	0.162342	0.0611434	0.0691549	0.0255768	0.126201	0.0339755	0.284036	0.10265	0.00580684	0.0314674	0.0433171	0.0204341	0.477662	0.0323608	0.273362	0.636811	1.06541	2.02442	5	2.816221
578000	-443.4059	-461.577	18.17114	2	1.917213	0.0602205	0.012992	0.026753	0.0894819	0.10136	0.114963	0.0889399	0.0514576	0.0230636	0.0253722	0.0542912	0.00643307	0.198066	0.0245867	0.0237297	0.0635204	0.0716457	0.0362087	0.0412783	0.00896528	0.06817	0.0792978	0.102407	0.0411996	0.116124	0.110795	0.0304327	0.0356961	0.196747	0.0123924	0.0529771	0.0482173	0.00862924	0.10422	0.021285	0.00817475	0.0173768	0.245022	0.19735	0.0250302	0.00329836	0.283188	0.645911	1.06777	2.00313	4	2.648171
579000	-436.9116	-463.753	26.8414	1000	1.420297	0.0376856	0.01484	0.136805	0.0532607	0.0695377	0.122835	0.0456635	0.0542778	0.0587104	0.0343495	0.0481881	0.0229347	0.00918877	0.000145659	0.0143233	0.034352	0.0116344	0.133103	0.0176558	0.041384	0.0589118	0.202834	0.116744	0.0605092	0.100297	0.0818281	0.0135284	0.00242819	0.148495	0.532273	0.0340673	0.176768	0.147316	0.00847147	0.0784628	0.129083	0.00928716	0.0694733	0.243989	0.0308773	0.0418617	0.212743	0.574729	1.04538	2.16715	6	3.248382
580000	-446.9038	-461.0472	14.14346	10	1.428349	0.153808	0.0134792	0.0027112	0.0966353	0.0868152	0.0940016	0.105346	0.0215983	0.0283832	0.120992	0.0769711	0.0075687	0.00487186	0.0307662	0.0173068	0.0326053	0.0127748	0.0809894	0.00291364	0.173672	0.046944	0.105819	0.057621	0.173841	0.0806913	0.121997	0.080814	0.00819125	0.0265217	0.363244	0.0152807	0.0425031	0.016129	0.00485666	0.0186053	0.0366216	0.295637	0.317242	0.0288057	0.168307	0.04285	0.214039	0.576179	1.04592	2.16386	5	3.216733
581000	-448.2389	-457.5829	9.343921	2	3.921976	0.122222	0.0321789	0.109213	0.0217446	0.207776	0.030947	0.0652543	0.0416674	0.00571507	0.0942981	0.00565973	0.0063187	0.143939	0.00100335	0.0535221	0.000495647	0.0842446	0.00766511	0.00518375	0.0874806	0.0201399	0.0389974	0.127069	0.00219665	0.0142688	0.0479146	0.15073	0.0844185	0.105663	0.37807	0.0820213	0.124793	0.016619	0.0625707	0.0550373	0.397653	0.0629942	0.0345633	0.246769	0.119621	0.00457949	0.450024	0.772467	1.08441	1.6931	4	3.303219
582000	-447.6614	-463.9193	16.25792	2	1.218084	0.0565039	0.0117888	0.0168313	0.0511112	0.0692939	0.0613836	0.102579	0.00312167	0.0388196	0.0579775	0.0558849	0.000949753	0.00239374	0.095642	0.0173752	0.0235313	0.0026515	0.0235283	0.113863	0.12537	0.0204027	0.173585	0.140547	0.0713987	0.00934358	0.0321348	0.0206158	0.0919849	0.185423	0.259844	0.0282447	0.0795878	0.0281863	0.0749654	0.18592	0.00662035	0.0218762	0.0682588	0.0422276	0.398338	0.000158484	0.178315	0.533746	1.02847	2.25947	4	2.870262
583000	-445.5004	-451.9115	6.411121	10	4.535592	0.0184681	0.0314156	0.06045	0.177631	0.0764676	0.0470018	0.0689617	0.0574966	0.0650991	0.0453047	0.0505035	0.00181602	0.132199	0.0400793	0.0576733	0.0586813	0.130339	0.0238092	0.0135091	0.0240096	0.0390535	0.137286	0.100693	0.043259	0.0278174	0.00866923	0.0864239	0.0147757	0.13753	0.507686	0.0916352	0.0198437	0.00191827	0.145539	0.114663	0.0557118	0.0727547	0.10722	0.00722449	0.153591	0.84113	0.481566	0.791907	1.084	1.64253	5	3.89534
584000	-434.6158	-456.1342	21.51837	1000	3.650602	0.00417067	0.0622711	0.0629682	0.0984741	0.347888	0.0407746	0.0586278	0.00594472	0.0260129	0.139927	0.040794	0.0313057	0.106176	0.0296827	0.00788727	0.0261981	0.200109	0.0306687	0.0484753	0.0065027	0.0207733	0.118217	0.265379	0.0211576	0.0111778	0.0827748	0.139614	0.106397	0.0318634	0.0253962	0.150095	0.027603	0.00410466	0.351209	0.0311929	0.0927002	0.0941546	0.00282673	0.473179	0.218717	0.0609466	0.434074	0.762188	1.08427	1.71947	6	3.704336
585000	-446.1197	-460.7237	14.60402	10	1.81047	0.0100613	0.0123041	0.0119123	0.105736	0.154105	0.035157	0.124468	0.100596	0.00571853	0.0535842	0.00737233	0.0081041	0.167261	0.0934379	0.0346522	0.100712	0.173433	0.033839	0.0104378	0.0409399	0.0494582	0.137999	0.312144	0.126292	0.0100678	0.35015	0.0549402	0.103196	0.161076	0.0529558	0.0168593	0.188533	0.118393	0.184281	0.0743931	0.023877	0.00758089	0.00493788	0.107309	0.0116146	0.0357214	0.269551	0.633217	1.06443	2.0328	5	3.415612
586000	-462.2644	-470.8047	8.540368	10	0.9873665	0.00299051	0.0435491	0.0265695	0.152992	0.124015	0.0912151	0.161377	0.151528	0.0326065	0.0978898	0.00236691	0.0678199	0.0661215	0.370302	0.0253567	0.0650408	0.181065	0.00466332	0.0893699	0.00567906	0.0276446	0.1594	0.170609	0.0587346	0.0567887	0.101888	0.168617	0.0151691	0.0193724	0.0705417	0.0207379	0.0328535	0.0678147	0.0102686	0.254193	0.0724371	0.153126	0.219057	0.415825	0.018352	0.0399787	0.134426	0.472921	0.997875	2.39478	5	3.915925
587000	-444.8989	-461.5628	16.6639	10	1.233135	0.0335558	0.0688426	0.0243894	0.0765466	0.0222261	0.0440757	0.164897	0.00628141	0.0026788	0.0353436	0.0484342	0.0303882	0.13937	0.133244	0.0534576	0.0293515	0.156072	0.0271529	0.00127333	0.0887786	0.0419274	0.133526	0.0619163	0.0679416	0.340491	0.0403117	0.0922952	0.0091303	0.0261558	0.0355053	0.0560262	0.311896	0.0416571	0.0544514	0.0948162	0.419048	0.0811541	0.0278683	0.0597976	0.00945073	0.111391	0.181006	0.537135	1.02998	2.25188	5	3.303117
588000	-447.7479	-464.2009	16.45301	10	1.132121	0.0217372	0.000797638	0.00817164	0.070623	0.0331029	0.0224337	0.0570478	0.0119912	0.0251958	0.096998	0.0659621	0.00760516	0.0489418	0.0460072	0.0365844	0.0990506	0.184318	0.00882028	0.00977397	0.154079	0.0765452	0.0305559	0.0719924	0.132391	0.0774305	0.0285883	0.0607114	0.0542911	0.0306011	0.0430496	0.0433924	0.463141	0.0199986	0.101087	0.0119168	0.0552549	0.00164333	0.0180905	0.647169	0.337382	0.0612442	0.162537	0.513155	1.01885	2.30545	5	3.375718
589000	-430.5072	-447.0885	16.58125	2	0.823744	0.00256191	0.0396923	0.0669138	0.0251992	0.0379468	0.021488	0.0666888	0.0731634	0.039907	0.0354207	0.028031	0.00859292	0.0880126	0.0675156	0.00291082	0.0133272	0.0325068	0.0141603	0.00839924	0.171186	0.0167645	0.100096	0.0760135	0.300904	0.548633	0.0638079	0.0680971	0.0624252	0.00615903	0.0404581	0.00379115	0.475876	0.00711131	0.0120897	0.0513667	0.104743	0.034165	0.0413786	0.0630735	0.0209231	0.0193528	0.1006	0.416521	0.963323	2.51956	4	2.960854
590000	-429.5588	-458.7777	29.21895	1000	0.811661	0.00628777	0.032569	0.0898462	0.0222808	0.0225613	0.0407952	0.112749	0.0107361	0.0231299	0.0262684	0.0395626	0.0107288	0.138311	0.0203683	0.0187406	0.00263516	0.0901629	0.0650239	0.00886209	0.0901023	0.00227673	0.0941427	0.0777608	0.0763655	0.0185291	0.114476	0.102816	0.0260434	0.160746	0.0901084	0.0854682	0.682966	0.0535879	0.0191816	0.269166	0.0598754	0.0250191	0.0600538	0.102204	0.0321765	0.126768	0.0980376	0.411787	0.960134	2.53004	6	3.151451
591000	-438.6919	-462.1355	23.44368	1000	1.415158	0.0174327	0.0329352	0.0717811	0.11686	0.0437928	0.0906022	0.0265495	0.0839052	0.0343642	0.00349909	0.149076	0.0155206	0.0713938	0.100287	0.0156462	0.0092657	0.0311762	0.0184782	0.00809339	0.0451842	0.0390151	0.0801322	0.0114711	0.163541	0.0691216	0.101457	0.0621319	0.0261379	0.0407632	0.00118372	0.0559385	0.517979	0.395848	0.138279	0.0073695	0.0382336	0.551828	0.085493	0.0567946	0.0406917	0.0328151	0.211914	0.573797	1.04502	2.16926	6	3.502067
592000	-441.3595	-465.7012	24.34167	1000	1.715493	0.0142585	0.0516932	0.001625	0.116936	0.340186	0.107436	0.0108461	0.0210169	0.0310457	0.0148863	0.0851493	0.0543504	0.00361578	0.0188861	0.0291439	0.0921764	0.0180183	0.0266553	0.00152501	0.177077	0.212589	0.283395	0.0869748	0.0594801	0.306313	0.00310656	0.0779411	0.0216071	0.0183933	0.0171766	0.0165177	0.475963	0.0968455	0.180707	0.00232797	0.00106436	0.0157111	0.19642	0.141436	0.0264616	0.00507712	0.256776	0.620894	1.06092	2.06141	6	3.462036
593000	-442.1076	-462.8596	20.75205	10	1.010326	0.0113846	0.0695058	0.037013	0.0586825	0.0178435	0.0362358	0.0770086	0.0581129	0.00292931	0.172044	0.049066	0.0739388	0.0223087	0.0398009	0.0241517	0.0450506	0.0385902	0.00238502	0.01614	0.0158853	0.0122999	0.110419	0.283807	0.0720483	0.0304721	0.00227308	0.0389043	0.0256598	0.0274297	0.0285816	0.0293225	0.371674	0.108426	0.0538554	0.0117915	0.0834595	0.0402162	0.376463	0.0079008	0.00365433	0.116187	0.13901	0.479834	1.00169	2.37947	5	2.702922
594000	-441.3696	-464.128	22.7584	1000	1.244414	0.0514412	0.0184666	0.000191192	0.158229	0.0237924	0.0425693	0.17353	0.0478437	0.0448132	0.0438197	0.047409	0.0030101	0.00857893	0.0922397	0.141325	0.00367509	0.0379627	0.0732576	0.020003	0.146716	0.0862936	0.275034	0.0513282	0.0532667	0.213252	0.0293337	0.0518456	0.0805015	0.0368527	0.0975788	0.0391935	0.41102	0.580731	0.0896949	0.121268	0.0306073	0.0611057	0.0221086	0.120712	0.020168	0.0251284	0.183009	0.539635	1.03108	2.24628	6	3.675898
595000	-451.3717	-453.7735	2.401827	10	6.588724	0.00601329	0.055284	0.157982	0.0132705	0.108322	0.183226	0.0285377	0.0840413	0.0598239	0.0807381	0.0411347	0.00652433	0.0537039	0.203746	0.0710594	0.0224789	0.0900127	0.00116382	0.0108174	0.048009	0.022975	0.0516828	0.0252782	0.022309	0.0913648	0.133306	0.0274222	0.0651419	0.0324288	0.139374	0.00386593	0.0606221	0.754889	0.0554744	0.075459	0.0823323	0.067767	0.188114	0.0332065	0.000916014	0.654025	0.557124	0.834232	1.07991	1.52873	5	3.913843
596000	-445.8333	-458.7727	12.93942	10	1.969923	0.00749836	0.0170677	0.0428993	0.11734	0.172781	0.0174965	0.0907766	0.0251752	0.00212505	0.109858	0.0637601	0.0119927	0.245731	0.0529253	0.00450239	0.0621943	0.00482376	0.0241661	0.0579832	0.162212	0.0835869	0.198276	0.0144397	0.071362	0.0781558	0.0159606	0.222328	0.0517295	0.00357746	0.0152573	0.00934276	0.31044	0.11754	0.0848292	0.416544	0.0545905	0.0377974	0.187558	0.175565	0.0459938	0.00783041	0.289658	0.651777	1.06922	1.98935	5	3.496011
597000	-441.6242	-469.1636	27.53947	1000	1.382449	0.00104381	0.0922138	0.0952184	0.140065	0.0239627	0.0378568	0.0494818	0.0122614	0.0678648	0.0836918	0.153037	0.00509388	0.0230581	0.07729	0.121132	0.236964	0.0434725	0.0411536	0.0171523	0.0157214	0.0494906	0.0189107	0.058802	0.380003	0.0408849	0.010453	0.116177	0.043537	0.0167564	0.0142068	0.0272898	0.0335541	0.206873	0.0238869	0.30672	0.105829	0.109034	0.00257046	0.114497	0.00209204	0.0208851	0.206579	0.567744	1.0427	2.18298	6	3.040188
598000	-464.2937	-470.353	6.059347	10	2.106354	0.00632055	0.146609	0.327525	0.00164211	0.0335155	0.142911	0.0566583	0.0524731	0.0596443	0.222443	0.147241	0.00375225	0.0564471	0.0806896	0.0286242	0.0483977	0.00834196	0.0154765	0.0146411	0.0812965	0.000166492	0.0143519	0.00911888	0.003695	0.540559	0.0888726	0.0342264	0.0770545	0.702944	0.15191	0.0281968	0.0313987	0.0186392	0.0027484	0.357097	0.0156804	0.0254758	0.0737125	0.0133561	0.200565	0.00510806	0.305648	0.665867	1.07244	1.95605	5	3.929527
599000	-436.0486	-452.0554	16.00682	10	0.4768578	0.035525	0.001134	0.102011	0.0410753	0.0642199	0.0650805	0.0495005	0.0261278	0.0228716	0.117785	0.0599827	0.00921525	0.0456501	0.0281235	0.000884133	0.00589142	0.144069	0.000141702	0.0367407	0.0614776	0.0210609	0.0331103	0.00499705	0.0459674	0.0352243	0.0246505	0.00381371	0.0350681	0.0930799	0.029502	0.0502221	0.0357862	0.00614172	0.704383	0.663989	0.0782655	0.0236465	0.0236103	0.114244	0.228487	0.0241466	0.0291828	0.23654	0.802671	2.93161	5	3.196903
600000	-448.5643	-461.1448	12.58054	2	0.8958781	0.0115451	0.0628175	0.132759	0.0730587	0.036495	0.0926869	0.0429071	0.0271597	0.0140633	0.306066	0.0126618	0.00580286	0.0290924	0.0433594	0.0713855	0.00881617	0.0172297	0.032644	0.0278218	0.0470232	0.00803611	0.116917	0.0708719	0.0404814	0.0801541	0.0279504	0.154065	0.145024	0.00871457	0.0156692	0.045622	0.00535474	0.00503716	0.0544449	0.602627	0.0148708	0.0217513	0.0879286	0.0677409	0.568782	0.106772	0.115739	0.443052	0.980351	2.46086	4	3.34421
601000	-447.7108	-465.5508	17.83992	0.2	0.617777	0.0355356	0.00427082	0.00722912	0.116537	0.167641	0.212605	0.017395	0.0276091	0.0123073	0.0830618	0.0955895	0.0061837	0.0445394	0.0608112	0.00551684	0.00572285	0.0020725	0.0132576	0.016228	0.00891652	0.014454	0.243623	0.00694111	0.0356088	0.0421063	0.0252299	0.0925487	0.0451366	0.00502824	0.0273874	0.115222	0.104849	0.0393275	0.0226485	0.486243	0.0355241	0.104434	0.133922	0.0567954	0.00425477	0.877302	0.056794	0.32201	0.890124	2.73107	2	3.461618
602000	-446.54	-463.5622	17.02216	0.2	0.690407	0.0274377	0.076846	0.226799	0.0148428	0.041169	0.00443853	0.0834292	0.00817092	0.0129548	0.165106	0.0463161	0.0308372	0.00991009	0.0302057	0.0677236	0.00534556	0.0214641	0.0351412	0.00227564	0.0516931	0.0136195	0.132554	0.123078	0.00861709	0.0508791	0.130951	0.0713458	0.0773922	0.017422	0.0901557	0.171066	0.016717	0.0217224	0.607219	0.650252	0.00899523	0.115024	0.0398484	0.0874924	0.199169	0.12282	0.0721405	0.358969	0.921261	2.64763	2	3.718447
603000	-420.687	-448.4437	27.75668	0.2	2.571622	0.062122	0.0140541	0.0623908	0.0841938	0.0441087	0.0797043	0.0694522	0.0484237	0.055493	0.360117	0.162786	0.028931	0.000242942	0.0571204	0.00671344	0.0152888	0.0629686	0.041833	0.0011122	0.0104518	0.0607939	0.0958423	0.168736	0.0519985	0.0816709	0.0148903	0.100291	0.00571585	0.0952512	0.00937031	0.0608453	0.0782492	0.0201719	0.383196	0.484825	0.0237026	0.0473021	0.0100097	0.081925	0.0388228	0.00708084	0.353143	0.704664	1.0794	1.8628	2	3.188199
604000	-404.3007	-454.0081	49.7074	0.2	1.105628	0.0730402	0.0215824	0.0170704	0.129969	0.185214	0.0329807	0.112126	0.00209216	0.0053855	0.123308	0.00302727	0.011961	0.217466	0.171803	0.030728	4.81959e-05	0.0161745	0.0529658	0.0140342	0.0216462	0.0975117	0.103792	0.0191292	0.70271	0.0413732	0.0204646	0.069798	0.0581703	0.0200449	0.0822437	0.165077	0.0836634	0.0439134	0.027184	0.53465	0.0271853	0.0957551	0.036939	0.0174559	0.172317	0.241315	0.157535	0.506351	1.01551	2.3206	2	3.903316
605000	-374.7806	-456.9517	82.17104	0.05	1.175029	0.0717442	0.00502519	0.0184144	0.174956	0.0776575	0.0824707	0.00216148	0.0733378	0.0850598	0.0976683	0.113754	0.0218835	0.106045	0.0668511	0.0201495	0.0558779	0.00872989	0.0184553	0.0191312	0.0581275	0.0224045	0.03736	0.0561515	0.0133287	0.160482	0.145175	0.175383	0.0591645	0.000832182	0.0347578	0.0140567	0.0583146	0.0130185	0.0538084	0.619535	0.0459702	0.0486162	0.0536568	0.213883	0.0209211	0.0609071	0.170499	0.523705	1.02387	2.28192	1	3.085227
606000	-372.6606	-457.5274	84.86684	0.05	1.21499	0.018041	0.00727557	0.113786	0.0690072	0.00336519	0.0301395	0.121649	0.012631	0.0138002	0.0657055	0.0194677	0.00803967	0.151174	0.141886	0.0198614	0.0147763	0.085308	0.0361007	0.000741788	0.0747274	0.0146728	0.0817136	0.0545433	0.00766264	0.0504415	0.0572782	0.335172	0.0477854	0.104911	0.0290661	0.164584	0.0316813	0.0430784	0.210211	0.111588	0.249629	0.189226	0.0227527	0.378053	0.0235129	0.00617709	0.177759	0.533042	1.02815	2.26105	1	3.221223
607000	-381.4963	-468.2039	86.70752	0.05	0.9993262	0.0124936	0.0254963	0.00742019	0.0743405	0.130412	0.0239458	0.0593981	0.106331	0.0317	0.00433295	0.0396669	0.0268703	0.142567	0.103081	0.0183574	0.085456	0.0162954	0.0508319	0.0250012	0.0865731	0.0566528	0.0229636	0.0540136	0.00440773	0.0854581	0.071747	0.428855	0.0438889	0.331537	0.145908	0.0364811	0.0633463	0.072273	0.0103633	0.0186493	0.049044	0.00787657	0.108303	0.236192	0.133874	0.21744	0.136819	0.476549	0.999888	2.38674	1	3.269844
608000	-375.899	-457.3609	81.46188	0.05	1.657769	0.0580882	0.12793	0.0753954	0.0864522	0.19341	0.0265655	0.0531323	0.0535226	0.0202672	0.104761	0.13689	0.00673673	0.0424095	0.00637973	0.0110412	0.012809	0.0371599	0.0364277	0.0286092	0.0834639	0.0611298	0.110344	0.0288759	0.0882502	0.0668781	0.086787	0.116412	0.0522713	0.0154719	0.069195	0.115316	0.0568249	0.515616	0.0928724	0.0168938	0.064619	0.226414	0.0360913	0.4001	0.22108	0.0394851	0.248698	0.612871	1.05848	2.07995	1	3.68238
609000	-364.7819	-465.2977	100.5158	0.05	1.948167	0.0543002	0.0464609	0.0138627	0.0495158	0.226792	0.117262	0.0142148	0.0354462	0.0137214	0.00379085	0.144511	0.0122386	0.0839178	0.0284222	0.0560917	0.107153	0.0233049	0.00155302	0.0372875	0.16888	0.0875543	0.0209798	0.00741035	0.0217045	0.0123236	0.0259083	0.0859693	0.594785	0.0517892	0.0216675	0.0871593	0.256641	0.0159511	0.120969	0.159901	0.0543855	0.0425847	0.0950356	0.373623	0.0114458	0.137008	0.287008	0.649386	1.06864	1.99497	1	3.523523
610000	-349.2592	-454.7223	105.4631	0.05	1.977604	0.006479	0.019624	0.0463307	0.139088	0.138499	0.0926177	0.0111519	0.0323737	0.0419841	0.134859	0.112301	0.0141677	0.117873	0.00309768	0.00457658	0.0120815	0.106392	0.12798	0.0163469	0.0116392	0.0196581	0.104403	0.0390122	0.0597356	0.00399124	0.104666	0.0211734	0.107552	0.118176	0.0261019	0.0558179	0.0279849	0.0449126	0.0173774	0.0220238	0.0340417	0.102424	0.236602	0.493582	0.0323998	0.516204	0.290586	0.652611	1.06942	1.98738	1	3.377303
611000	-368.2067	-458.6783	90.47163	0.05	1.016797	0.020094	0.024641	0.124953	0.00994484	0.0420745	0.139241	0.0130013	0.0804983	0.017483	0.0673469	0.0142943	0.0262684	0.222987	0.0197705	0.0708256	0.0117799	0.00326089	0.00665243	0.0478108	0.0209525	0.091687	0.275987	0.0753152	0.0464414	0.00291647	0.00578649	0.0695726	0.112207	0.0866324	0.0396154	0.342923	0.0371175	0.0573351	0.196221	0.0634317	0.0898311	0.00348703	0.0636734	0.467148	0.0367423	0.908011	0.140293	0.481743	1.00273	2.37524	1	4.055962
