Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
20000	-904.7355	-908.466	3.73052	2	1.403671	0.0289073	0.0235301	0.000394118	0.102067	0.124241	0.15284	0.0306748	0.0046215	0.0694915	0.00401529	1.56245e-05	0.0123367	0.061908	0.0099925	0.119351	0.0266584	0.0756155	0.019562	0.0451112	0.10468	0.0217675	0.0021694	0.0109147	0.0370317	0.0159431	0.0171809	0.114489	0.15392	0.171496	0.014689	0.0168906	0.0614213	0.00287588	0.0306592	0.00395673	0.0248719	0.222096	0.0343532	0.022054	0.0317595	0.0182214	0.0205783	0.0112664	0.00652636	0.00670379	0.122535	0.0479878	0.0183159	0.000931723	0.0176953	0.240117	0.0991874	0.0441485	0.0421694	0.245423	0.0151516	0.177566	0.107557	0.0761812	0.0756025	0.0853921	0.135216	0.233805	0.457716	0.0609957	0.129362	0.286319	0.0972996	0.0367398	0.316302	0.0845088	0.0231073	0.0597477	0.00696933	0.00481081	0.014416	0.0632076	0.0292456	0.131655	0.0465888	0.0621307	0.123266	0.0849065	0.046485	0.0487084	0.165013	0.00356817	0.210051	0.571695	1.04423	2.17403	4	6.257903
21000	-903.523	-909.2521	5.729012	2	1.69283	0.0134373	0.00981138	0.0369531	0.0651108	0.185833	0.142704	0.240986	0.00953122	0.0413122	0.00447703	0.0202037	0.0553872	0.0139251	0.020807	0.0562191	0.0738838	0.000143783	0.0216538	0.0395739	0.0254649	0.00561215	0.0272334	0.00703439	0.0274712	0.0885577	0.0172385	0.181552	0.0126959	0.149439	0.0325053	0.0162297	0.017548	0.000853009	0.0116748	0.0433437	0.0151874	0.0858932	0.004519	0.0306823	0.0691916	0.0643863	0.0604448	0.0123611	0.00804877	0.0298623	0.154465	0.008753	0.107223	0.00771889	0.047391	0.20314	0.0448523	0.0693689	0.0257541	0.0661784	0.00870925	0.294944	0.32047	0.00171299	0.0147023	0.161619	0.0514193	0.0904112	0.0335658	0.0301243	0.0631213	0.0295999	0.0791917	0.050561	0.111916	0.101017	0.0687605	0.0123342	0.0160777	0.042294	0.0519829	0.17247	0.0454404	0.0653616	0.103628	0.033205	0.317343	0.149421	0.0142564	0.311689	0.0416309	0.0404486	0.253633	0.617795	1.05999	2.06858	4	5.761257
22000	-907.4552	-902.4881	-4.967068	1	1.388226	0.018276	0.00795514	0.155124	0.0693919	0.0216288	0.163362	0.0395923	0.0167435	0.0712414	0.0215606	0.00168704	0.0862528	0.102562	0.0389855	0.0606374	0.0431553	0.0389509	0.00583867	0.0859231	0.0101631	0.0529374	0.00942231	0.00593568	0.0922837	0.0727062	0.0151867	0.10981	0.125115	0.0276145	0.0204956	0.0723848	0.0178622	0.0210948	0.00450384	0.0201571	0.0428921	0.0944624	0.0070401	0.034721	0.123906	0.149021	0.120459	0.0360071	0.00903766	0.00451903	0.00236563	0.027221	0.0548969	0.460844	0.0141812	0.0770847	0.0926208	0.0956258	0.0949787	0.260984	0.0182972	0.307801	0.0789362	0.114612	0.0203174	0.011901	0.00772453	0.0328052	0.18067	0.0756298	0.0301468	0.190355	0.118866	0.0924076	0.195636	0.0283265	0.00357888	0.386454	0.0515799	0.0495188	0.0331993	0.0169704	0.0915645	0.0284024	0.197286	0.064147	0.160146	0.0244639	0.116417	0.408394	0.0260783	0.0573518	0.207528	0.568829	1.04312	2.18052	3	6.749394
23000	-893.3705	-902.1196	8.749129	2	1.504838	0.0222998	0.0151024	0.0854182	0.0793025	0.0197627	0.0387645	0.0138658	0.0263717	0.01949	0.0568669	0.0200535	0.181882	0.017932	0.0392681	0.0313466	0.019923	0.0786949	0.0441143	0.0501122	0.00362023	0.0154353	0.0242284	0.00355136	0.0119789	0.00245539	0.00933902	0.0115655	0.0398002	0.136342	0.0381967	0.036322	0.073505	0.0200841	0.0162552	0.0576873	0.00678615	0.078134	0.0467014	0.0640825	0.089921	0.12989	0.0618818	0.00425896	0.0567566	0.00262601	0.117359	0.0281628	0.0739519	0.0393735	0.0283184	0.0752186	0.152417	0.0980615	0.0683886	0.404322	0.00647117	0.0837094	0.146737	0.00419908	0.0660322	0.244524	0.0536293	0.0701034	0.191039	0.0506711	0.172642	0.400172	0.0205468	0.00558741	0.130197	0.00604087	0.0511214	0.259527	0.0474541	0.0398032	0.0103291	0.0196509	0.00831202	0.00438937	0.136625	0.221394	0.0406871	0.0289417	0.0227341	0.0752908	0.000511003	0.00683006	0.226069	0.58936	1.0507	2.13387	4	5.613454
24000	-925.3761	-912.7313	-12.64487	2	0.7997647	0.00352455	0.0566368	0.00102237	0.146712	0.0360755	0.232987	0.13673	0.0225434	0.0658873	0.000191505	0.00672463	0.0244852	0.0362303	0.157925	0.0542291	0.0901887	0.0981375	0.00627535	0.0823101	0.00152812	0.058099	0.02844	0.00620039	0.0390985	0.0204499	0.0120708	0.27554	0.0552673	0.126113	0.0207266	0.000520811	0.012715	0.00857402	0.0223133	0.0181471	0.000595103	0.116951	0.012315	0.00625972	0.131858	0.239628	0.0192665	0.0430378	0.000918683	0.00853609	0.0630804	0.0764991	0.107313	0.00789087	0.264213	0.00621123	0.0383906	0.0300324	0.0368785	0.0351517	0.0634722	0.09903	0.0424018	0.391242	0.00781176	0.305912	0.122708	0.00839083	0.15406	0.0109443	0.393467	0.200101	0.0170377	0.206818	0.158681	0.0862976	0.0923031	0.0293528	0.000764639	0.103656	0.053529	0.112189	0.497318	0.186661	0.144148	0.022138	0.0203879	0.102626	0.203467	0.256907	0.323552	0.240608	0.0955087	0.407039	0.95689	2.54056	4	7.867628
25000	-895.2563	-894.3067	-0.9496126	2	1.236159	0.00287962	0.033671	0.229598	0.0363355	0.0882823	0.155907	0.0984398	0.0401284	0.0109502	0.00294286	0.0131674	0.0326147	0.0483901	0.0142553	0.046553	0.0559294	0.0675505	0.00603594	0.0357982	0.158586	0.0352123	0.0195422	0.0161756	0.00547881	0.00125367	0.025183	0.061839	0.114593	0.149305	0.0255369	0.00348131	0.0108614	0.0154711	0.0249012	0.0241424	0.00427808	0.0980168	0.109759	0.00431822	0.0448422	0.0985286	0.0564063	0.00377987	0.00203243	4.35602e-05	0.0558794	0.153229	0.0157102	0.00863048	0.109198	0.0160577	0.0890446	0.0542992	0.225508	0.0660358	0.080786	0.482336	0.521635	0.0300155	0.050112	0.020817	0.052964	0.0395309	0.281499	0.0421203	0.0717043	0.0134505	0.186009	0.0811749	0.038388	0.153377	0.0179827	0.0694468	0.0172479	0.110856	0.0223106	0.56425	0.203124	0.034175	0.00446224	0.00375226	0.0223448	0.177661	0.00658772	0.022261	0.0528573	0.0644322	0.181544	0.537809	1.03027	2.25037	4	6.46626
26000	-872.8174	-879.5663	6.748948	1	0.9739193	0.0128562	0.0260758	0.0135139	0.0167926	0.174767	0.0786749	0.0123119	0.00807974	0.0436601	0.00735244	0.0214102	0.00327368	0.0916567	0.00464288	0.0474911	0.0440718	0.0350037	0.012583	0.0761004	0.00692406	0.0362943	0.000662025	0.00716704	0.0178449	0.0111239	0.00188235	0.234443	0.106025	0.0260847	0.0431392	0.00809963	0.0118941	0.00350292	0.00865078	0.00114542	0.0124539	0.122905	0.00789186	0.0126891	0.0391881	0.0649484	0.0329231	0.0407368	0.00205186	0.0025551	0.242635	0.0226086	0.00906399	0.0436034	0.042459	0.000553974	0.131582	0.0193279	0.0172106	0.00132391	0.0365178	0.000692715	0.00473316	0.0546921	0.00480433	0.258083	0.179459	0.0983443	0.0191088	0.193802	0.145605	0.301861	0.386512	0.00898963	0.0559805	0.309038	0.0218121	0.00168223	0.0251717	0.0195465	0.0434307	0.312314	0.0969554	0.295557	0.0360666	0.0386362	0.0619021	0.262454	0.0259519	0.0155215	0.0844008	0.0956841	0.131721	0.46877	0.99554	2.40397	3	5.619223
27000	-894.314	-881.984	-12.33007	2	1.845202	0.0372705	0.0176651	0.0646743	0.187436	0.0908435	0.0244517	0.0041955	0.00161911	0.0467572	0.0229479	0.0129257	0.0348713	0.0242692	0.0114973	0.116218	0.0243756	0.0359839	0.0013109	0.0939942	0.0116734	0.0620372	0.00190351	0.0036414	0.0513831	0.00891778	0.0168799	0.0734925	0.026554	0.0567559	0.0116897	0.0168799	0.0380189	0.021211	0.0132779	0.0148414	0.0344501	0.114919	0.0321726	0.00608357	0.0832151	0.0634809	0.0141128	0.00427175	0.00283234	0.0570619	0.112761	0.0266426	0.0498425	0.258629	0.0557404	0.260323	0.042207	0.0520071	0.0441299	0.235001	0.122573	0.0594592	0.157401	0.137086	0.103238	0.000554747	0.0517571	0.0683832	0.0351156	0.0389187	0.104265	0.292901	0.232442	0.159527	0.133209	0.213069	0.0788407	0.232794	0.164714	0.00344905	0.00832815	0.153319	0.524756	0.0296658	0.00174185	0.311762	0.42801	0.136803	0.129789	0.00135802	0.0383263	0.36789	0.274069	0.637474	1.06559	2.02287	4	7.353795
28000	-890.0857	-894.1364	4.050695	1	2.056732	0.0131636	0.019076	0.0440094	0.106243	0.0933291	0.209327	0.00888174	0.0111349	0.144734	0.101395	0.0212543	0.0838176	0.00862592	0.0241454	0.0834204	0.0452918	0.0203009	0.0247429	0.0675805	0.00328121	0.0140195	0.0080422	0.0194749	0.0195142	0.00297109	0.00335475	0.135281	0.047702	0.0698681	0.0158118	0.0109054	0.0278409	0.00361203	0.0350703	0.0128725	0.00434824	0.152706	0.0640862	0.00796947	0.0950539	0.183116	0.0478375	0.0056718	0.0065921	0.00667616	0.0561847	0.0607305	0.0489809	0.0291845	0.135974	0.0470248	0.0526703	0.0111285	0.0320849	0.169462	0.0866977	0.0689931	0.0100985	0.0265493	0.028044	0.354673	0.167446	0.211711	0.0232591	0.062006	0.0212587	0.235948	0.2263	0.368243	0.0562792	0.0488444	0.0874219	0.0477915	0.0203386	0.0653768	0.202994	0.0386566	0.153113	0.0125621	0.0606362	0.00774287	0.0247365	0.0381137	0.0847205	0.130203	0.0222638	0.0101665	0.299954	0.660914	1.07135	1.96779	3	5.780767
29000	-905.0899	-899.1605	-5.92942	2	1.486168	0.037663	0.0204233	0.0645781	0.141183	0.0367423	0.463114	0.266803	0.0330098	0.00587699	0.00777773	0.0241474	0.0202668	0.0205356	0.0233493	0.122217	0.021573	0.0925044	0.00557502	0.05081	0.00440331	0.0269879	0.00613273	0.00619767	0.0198418	0.00134778	0.012146	0.0680055	0.117808	0.0952447	0.0171536	0.0316501	0.0214966	0.00438468	0.0496302	0.00570682	0.022207	0.225223	0.0781586	0.00204658	0.125085	0.0562786	0.0422393	0.0125808	0.0361386	0.0311816	0.207776	0.0796374	0.126982	0.305539	0.00750341	0.116227	0.127249	0.0093309	0.0889359	0.24559	0.0197023	0.0521954	0.0511794	0.0640254	0.0134016	0.145916	0.0866913	0.104671	0.0107391	0.0144638	0.128157	0.00434141	0.000628646	0.183549	0.140074	0.0569244	0.00303784	0.130827	0.401922	0.113059	0.173778	0.0734723	0.343385	0.140207	0.0817129	0.134891	0.0262183	0.0523284	0.043437	0.196902	0.063789	0.200638	0.223178	0.586238	1.0496	2.14099	4	7.148461
30000	-921.0225	-913.1537	-7.868847	1	1.639664	0.00847352	0.0118061	0.0512255	0.0760201	0.108396	0.0677344	0.180112	0.0293167	0.151589	0.0190981	0.0216618	0.0396046	0.0040642	0.0475583	0.161645	0.0069633	0.0139993	0.0108671	0.102097	0.00326437	0.039171	0.0168415	0.0102143	0.0877772	0.0153551	0.0017873	0.174876	0.01708	0.224664	0.0746826	0.052188	0.0431067	0.00308318	0.0110518	0.0307021	0.00635546	0.0925461	0.0678892	0.0334853	0.0414054	0.106508	0.102186	0.00513107	0.0149171	0.0243428	0.158738	0.0467626	0.392832	0.0408521	0.0219309	0.0699247	0.0504439	0.0380493	0.0848008	0.243904	0.141918	0.0210345	0.130359	0.180985	0.0582105	0.161335	0.0191726	0.121602	0.0302165	0.193836	0.120871	0.0600832	0.146815	0.121325	0.0592076	0.0620447	0.137005	0.0355926	0.0313213	0.176948	0.012582	0.48934	0.223415	0.107184	0.0116065	0.0364381	0.00317627	0.0593624	0.328504	0.0952483	0.0125823	0.0640234	0.246114	0.610265	1.05767	2.08595	3	7.014428
31000	-889.4838	-895.5336	6.049836	2	1.284034	0.00262349	0.00228261	0.0480932	0.0193094	0.0209269	0.120854	0.191057	0.019796	0.0549722	0.00470975	0.0214814	0.0605087	0.0201049	0.0622295	0.0412359	0.0340413	0.193353	0.0347114	0.0289251	0.0222938	0.0284444	0.00529911	0.039023	0.0175535	0.0194965	0.00919692	0.190655	0.0827378	0.0917631	0.0288602	0.0107281	0.0132651	0.0211185	0.0121103	0.00854816	0.00504036	0.079735	0.0429917	0.0031992	0.0791262	0.0402968	0.0128652	0.00559852	0.00576376	0.00840627	0.0226262	0.0624357	0.0291393	0.0325861	0.178587	0.029389	0.0232618	0.0453528	0.00753963	0.242819	0.211574	0.106927	0.161964	0.143405	0.0335662	0.0302738	0.27334	0.0821859	0.0100494	0.10479	0.0310137	0.0352328	0.370563	0.110566	0.0185498	0.0277063	0.00149517	0.0199846	0.0344078	0.294032	0.0194475	0.47372	0.0589696	0.215881	0.00584819	0.0121083	0.014958	0.0643071	0.110238	0.00118083	0.0240911	0.0446939	0.189952	0.54816	1.03475	2.22714	4	5.686138
32000	-888.388	-897.4246	9.036606	2	1.158095	0.0151769	0.0130684	0.0435148	0.0674663	0.0428177	0.188467	0.0982291	0.00475584	0.025219	0.01668	0.0507396	0.0915671	0.00265957	0.00220795	0.0208983	0.024699	0.0750042	0.00393304	0.0247315	0.00657491	0.0493797	0.0185276	0.0137625	0.00147266	0.0118359	0.00420619	0.0822946	0.0233439	0.110403	0.0209331	0.0413299	0.0352562	0.00472794	0.0994536	0.020581	0.0174892	0.117893	0.0494282	0.0231917	0.0278203	0.120866	0.00676305	0.00439286	0.016199	0.011264	0.0603401	0.120011	0.300501	0.0487687	0.320171	0.00155556	0.00045605	0.245376	0.00329968	0.221797	0.147322	0.0101438	0.0468407	0.161534	0.0795529	0.0369152	0.0302129	0.0268721	0.0388543	0.00818596	0.0931772	0.0273499	0.271105	0.147515	0.0492726	0.00299595	0.0339964	0.00160127	0.0962288	0.0701504	0.0617795	0.220191	0.0174813	0.0170995	0.00280586	0.0150514	0.0150034	0.102711	0.338245	0.0593577	0.0256721	0.218421	0.167377	0.519609	1.02195	2.29107	4	5.547148
33000	-913.5782	-913.4122	-0.1660488	2	1.409757	0.0188339	0.0133676	0.0324402	0.0797897	0.00343828	0.390863	0.201158	0.0056637	0.0874631	0.0188145	0.00461759	0.0668903	0.00228637	0.0425119	0.148195	0.0135239	0.0692017	0.0417598	0.0800316	0.0133107	0.121522	0.00142425	0.000271336	0.0376501	0.0185535	0.000882313	0.10013	0.494631	0.0656601	0.0167219	0.00521666	0.0160627	0.0458044	0.0858555	0.0149912	0.0416067	0.107687	0.0945083	0.0551909	0.0416454	0.0638629	0.0128373	0.0729473	0.0458205	0.00939638	0.283407	0.0552345	0.183212	0.00865886	0.0102425	0.228643	0.10869	0.14996	0.0373685	0.0094157	0.0184076	0.101867	0.107507	0.120388	0.0597805	0.157696	0.1004	0.0247266	0.0138984	0.00945778	0.128983	0.076771	0.00726051	0.326436	0.0221685	0.0605546	0.0359499	0.0235869	0.127508	0.209591	0.0267236	0.347624	0.0265105	0.053517	0.0101961	0.0147982	0.0366707	0.052247	0.0721944	0.104583	0.0470906	0.0423285	0.211039	0.572812	1.04465	2.1715	4	6.547294
34000	-884.8456	-891.1213	6.275643	1	1.057049	0.0156325	0.00839293	0.048567	0.0126519	0.0933053	0.328324	0.105898	0.0205189	0.0348381	0.0263353	0.000729982	0.0495677	0.0283107	0.0393484	0.0804135	0.0511264	0.078181	0.0560578	0.0301371	0.00699599	0.0178321	0.0113653	0.00460945	0.0377442	0.00574031	0.00492134	0.082662	0.0185957	0.0333119	0.0489816	0.0140841	0.0161812	0.0185526	0.00782073	0.0424713	0.0132971	0.11018	0.0248303	0.0153722	0.161979	0.111587	0.00693968	0.0275772	0.0312488	0.00103586	0.134518	0.0539229	0.0613034	0.0144932	0.0154094	0.0173425	0.0159364	0.363915	0.0766042	0.216198	0.218368	0.0116829	0.171112	0.0791904	0.00911474	0.147117	0.106521	0.130392	0.0565931	0.0461939	0.0449201	0.12259	0.0876826	0.184145	0.0485375	0.0173546	0.0226027	0.15009	0.164193	0.0544467	0.226329	0.0291911	0.148863	0.0230261	0.0773682	0.0120814	0.0974177	0.0194791	0.12737	0.0557386	0.0110684	0.00356413	0.148194	0.493252	1.00884	2.34971	3	5.658241
35000	-896.6558	-899.5794	2.923575	10	5.460487	0.000374127	0.0122879	0.053215	0.0231055	0.0169691	0.144564	0.0156484	0.0152525	0.0627053	0.00701763	0.00356167	0.0190362	0.141673	0.00967368	0.0450386	0.00863036	0.022261	0.000456953	0.0345894	0.000674574	0.0719147	0.027996	0.0276224	0.107272	0.0152537	0.00331315	0.0489812	0.0101562	0.12578	0.0263178	0.00611739	0.00412319	0.0124558	0.00214688	0.0416035	0.00441947	0.143207	0.0593652	0.030527	0.0716431	0.0287652	0.0107638	0.030183	0.0135782	0.00834926	0.00536892	0.0784938	0.0254293	0.0155028	0.123081	0.31511	0.0330424	0.199027	0.412941	0.153947	0.122693	0.0331952	0.017195	0.0025616	0.199705	0.134079	0.00388326	0.371333	0.00811165	0.00762744	0.0140121	0.0245676	0.084843	0.0143393	0.188927	0.0369028	0.186843	0.0642235	0.54019	0.109284	0.0664264	0.0200302	0.00809317	0.0245371	0.0994804	0.0629227	0.0250377	0.0502476	0.103623	0.0611916	0.0711351	0.0337143	0.520147	0.814219	1.08242	1.58321	5	5.721489
36000	-892.8268	-889.9607	-2.866065	2	1.747956	0.0267023	0.00344761	0.0542764	0.0376054	0.439254	0.262029	0.0829826	0.0135038	0.0333495	0.0565889	4.52468e-05	0.0496799	0.0818668	0.0955082	0.0373105	0.0444751	0.0145499	0.0145039	0.121644	0.0065963	0.00748046	0.00253518	0.015363	0.0242771	0.00220545	0.0215734	0.187259	0.0415847	0.0263732	0.0359369	0.00752535	0.0536611	0.00668399	0.00215899	0.0871036	0.00869679	0.120708	0.0306997	0.000134164	0.117125	0.0893568	0.0362836	0.0352531	0.0108526	0.00605274	0.000513716	0.0376587	0.0344912	0.116058	0.187247	0.34732	0.0464273	0.0615828	0.246093	0.182013	0.45253	0.0017104	0.230276	0.0866998	0.0929986	0.206003	0.0476973	0.342045	0.115898	0.0498382	0.00500853	0.0316975	0.0428515	0.013653	0.0629964	0.0526449	0.00626418	0.0266925	0.164358	0.149268	0.19129	0.0632911	0.00652556	0.00129917	0.0328029	0.0263969	0.0161123	0.113449	0.157091	0.119668	0.0610383	0.0443698	0.261213	0.625223	1.06218	2.05138	4	6.726673
37000	-889.0911	-896.0074	6.916322	2	1.930246	0.0061597	0.00155249	0.0271452	0.0594744	0.0632958	0.227629	0.0309944	0.00845343	0.0760068	0.0235813	0.0339596	0.0270008	0.150797	0.0482249	0.129068	0.0522865	0.00894591	0.000334494	0.0775389	0.00893241	0.0382913	0.00489008	0.0140127	0.0315841	0.024878	0.00377894	0.0835208	0.0449771	0.00220401	0.0169937	0.0149786	0.0175397	0.0392929	0.0396707	0.00352363	0.0331166	0.165476	0.00325481	0.00935814	0.128735	0.143848	0.0162028	0.0381539	0.0263022	0.0301171	0.0211153	0.119745	0.165943	0.00769957	0.0087736	0.321031	0.0445689	0.142657	0.392173	0.249006	0.0035823	0.083919	0.0246417	0.127835	0.0377134	0.0718146	0.0332582	0.0469754	0.128501	0.046128	0.0268123	0.0427851	0.144659	0.0557807	0.0760101	0.173355	0.0436827	0.000365898	0.190842	0.146948	0.0601509	0.0139247	0.0601832	0.0352012	0.0549492	0.069176	0.00879023	0.198132	0.068268	0.0244502	0.094788	0.0294102	0.284803	0.647385	1.06814	1.99967	4	5.731825
38000	-895.2646	-892.7083	-2.556301	1	2.48157	0.0329406	0.0434701	0.0261435	0.0866419	0.0920978	0.112259	0.00710235	0.0514784	0.0452538	0.000729369	0.0228978	0.0545034	0.0173015	0.0326967	0.187061	0.0192702	0.0303255	0.0120114	0.031282	0.00994892	0.0378979	0.0151806	0.022937	0.0301476	0.00999694	0.008503	0.0669354	0.0457729	0.122943	0.00132079	0.00209956	0.00341664	0.0174528	0.148499	0.013154	0.00305579	0.230852	0.0815575	0.0047742	0.040069	0.153262	0.0599942	0.0160892	0.000857657	0.0332829	0.292992	0.0899507	0.162935	0.0375149	0.00623533	0.268961	0.0303229	0.0628561	0.313114	0.536062	0.219811	0.10956	0.0419722	0.232218	0.0399582	0.0298176	0.0204099	0.0652028	0.0263662	0.06152	0.0338267	0.0151261	0.0237084	0.191694	0.103922	0.194926	0.00164698	0.0116493	0.00579706	0.135345	0.0407	0.0806978	0.0172589	0.0214878	0.430399	0.133213	0.0107506	0.0187043	0.0292914	0.047981	0.0984997	0.0191127	0.344702	0.698075	1.07842	1.87881	3	6.398983
39000	-931.4242	-910.2855	-21.13879	2	0.9480829	0.0177107	0.0195839	0.0700638	0.0848103	0.121108	0.342972	0.150748	0.00589852	0.0181646	0.0474677	0.00970365	0.00771813	0.203956	0.173693	0.165305	0.0535666	0.00289542	0.0418394	0.214326	0.0483018	0.0166853	0.0128736	0.0248727	0.00349288	0.00507902	0.00867162	0.176788	0.0939895	0.138164	0.00741266	0.0463146	0.0253048	0.0188954	0.00922664	0.00965999	0.00926221	0.185568	0.0213218	0.0258275	0.0115996	0.101901	0.0616933	0.00744276	0.0911574	0.0217108	0.0822948	0.0644939	0.0625273	0.035383	0.463487	0.0336185	0.169737	0.0977492	0.0458574	0.554959	0.379162	0.357632	0.2429	0.143423	0.0306095	0.0533346	0.0566012	0.0809456	0.00731533	0.0277988	0.184146	0.105617	0.0744824	0.213904	0.406721	0.00132286	0.019956	0.0572399	0.0867674	0.108733	0.0796147	0.013074	0.0857678	0.0202615	0.013878	0.207501	0.00906879	0.398367	0.0974884	0.125391	0.0573233	0.113205	0.126482	0.460571	0.990835	2.42211	4	8.404407
40000	-878.0407	-884.498	6.457286	2	1.398519	0.0280724	0.00390349	0.0345272	0.0358358	0.118655	0.0986076	0.202215	0.0607087	0.00381341	0.0334779	0.00300998	0.0447003	0.0249663	0.0359174	0.034625	0.142862	0.014739	0.00382072	0.0137423	0.0141888	0.0424025	0.00423685	0.00888637	0.0218632	0.00197004	0.00753668	0.0590136	0.0992792	0.0531316	0.0382664	0.00672948	0.00569151	0.0129843	0.0368773	0.0219208	0.0158979	0.175574	0.0458657	0.0182015	0.0726232	0.057161	0.00506313	0.020622	0.016835	0.00765723	0.0368826	0.057976	0.0338112	0.00174141	0.0172922	0.00252087	0.0186186	0.18992	0.109345	0.230282	0.0636287	0.0667576	0.0587568	0.261233	0.0308097	0.0877494	0.00975267	0.00182821	0.209172	0.0558364	0.00456457	0.101421	0.430673	0.0460518	0.10492	0.0806126	0.142361	0.269371	0.015139	0.0129951	0.0382683	0.00303472	0.0774556	0.123751	0.188838	0.0153019	0.574053	0.00175672	0.153456	0.0881648	0.0312794	0.00474195	0.209212	0.570745	1.04386	2.17618	4	5.860802
41000	-876.9288	-884.3283	7.399522	2	1.638964	0.0210833	0.000350444	0.0194336	0.0276269	0.221974	0.210765	0.00269739	0.000846786	0.0552608	0.0144022	0.0490258	0.0216512	0.0570846	0.0185675	0.0401841	0.00863204	0.0484425	0.00241993	0.0231064	0.0402206	0.0223329	0.00543132	0.000995851	0.0570004	0.0244447	0.00123574	0.101975	0.0888406	0.112191	0.000321578	0.0114372	0.0289431	0.0126174	0.00922919	2.31975e-05	0.00557006	0.111809	0.00707628	0.00298369	0.0542272	0.0996128	0.0310329	0.00127116	0.00118892	0.0125689	0.0215975	0.0323522	0.172534	0.0520749	0.433335	0.0598847	0.0428746	0.0305387	0.000110106	0.170739	0.0542666	0.0206003	0.0284577	0.0221843	0.0456866	0.301763	0.142937	0.192741	0.0480595	0.146334	0.0760154	0.123639	0.118282	0.0609064	0.0832682	0.0438675	0.0292946	0.0113399	0.0962421	0.111004	0.0631588	0.0330288	0.164509	0.0338111	0.026445	0.0721862	0.473747	0.00704265	0.0316151	0.119514	0.00416993	0.00875255	0.246013	0.610163	1.05764	2.08619	4	5.499043
42000	-888.2002	-885.837	-2.363197	2	1.646904	0.0466692	0.0198111	0.0468069	0.0570297	0.138651	0.229669	0.111668	0.00234192	0.0536335	0.0016593	0.00401403	0.00989035	0.090472	0.0230603	0.0699379	0.0760498	0.0226303	0.00963677	0.0925279	0.0500178	0.0159927	0.00492684	0.03828	0.0711717	0.00934023	0.00241032	0.246827	0.0323083	0.0166256	0.0263827	0.0130306	0.0415924	0.00774155	0.0114324	0.0101834	0.0367517	0.0982271	0.0137903	0.00348717	0.0404955	0.131484	0.0317481	0.00539338	0.0403072	0.00156098	0.0709524	0.0818553	0.0457699	0.00919358	0.514445	0.132709	0.0995933	0.166676	0.0758978	0.277382	0.157856	0.0544757	0.0550229	0.0166571	0.0179569	0.0439395	0.427643	0.0754707	0.113594	0.0988033	0.0745449	0.0103306	0.278669	0.00326469	0.111632	0.0557838	0.0217154	0.145588	0.0445707	0.250326	0.0507047	0.00328611	0.0780329	0.0782272	0.249893	0.0120634	0.244181	0.0684029	0.135403	0.142509	0.0182001	0.0259538	0.24715	0.611313	1.058	2.08354	4	6.746844
43000	-909.6458	-901.3473	-8.298567	1	1.201508	0.000465597	0.00739046	0.0147202	0.0530143	0.0453966	0.281491	0.184193	0.000193681	0.00812678	0.0501323	0.0150148	0.014537	0.0560283	0.0084181	0.0654764	0.0206805	0.0489883	0.0125622	0.0428816	0.0468268	0.0178856	0.0203193	0.0307387	0.030059	0.0347741	0.0228775	0.172783	0.245207	0.0360009	0.00500575	0.0358141	0.0025619	0.0167998	0.0112509	0.0332554	0.0198905	0.148909	0.083262	0.0512685	0.0754582	0.0644004	0.056356	0.00133153	0.0417327	0.0156675	0.0945532	0.267681	0.0360465	0.0332082	0.191168	0.157457	0.064756	0.184682	0.0198692	0.0606185	0.0146499	0.215945	0.477285	0.153879	0.136188	0.00612674	0.410083	0.0993724	0.00993943	0.0309735	0.0631125	0.076822	0.0235944	0.0129421	0.00877678	0.0119214	0.409354	0.187096	0.42025	0.113642	0.114012	0.0286926	0.0607265	0.0188372	0.0167516	0.0207147	0.308229	0.0527424	0.198519	0.0117534	0.0271341	0.000962396	0.175326	0.529943	1.02675	2.26798	3	7.101216
