Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
32000	-512.4553	-565.8842	53.42884	10	2.048104	0.177585	0.00866512	0.0121542	0.0891219	0.0070763	0.0120417	0.0345818	0.02356	0.0165601	0.0543229	0.106323	0.156625	0.135304	0.181154	0.0551874	0.0397413	0.37809	0.29895	0.660033	1.07115	1.96987	5	1.488094
33000	-524.9429	-576.2742	51.33129	10	0.6154234	0.0465165	0.0179127	0.0447013	0.0712136	0.00765188	0.0137975	0.025332	0.0216265	0.0154505	0.0269183	0.113841	0.144013	0.146181	0.262685	0.0249495	0.00423975	0.346036	0.0563039	0.320737	0.888988	2.73397	5	1.333066
34000	-519.0443	-564.7983	45.75401	10	4.645439	0.199045	0.00954474	0.0046502	0.114172	5.17208e-05	0.012239	0.0323141	0.0153554	0.00768832	0.0608793	0.218221	0.169401	0.0777782	0.335563	0.00499649	0.0544148	0.30759	0.48665	0.794937	1.08386	1.63455	5	1.623904
35000	-532.029	-569.6781	37.64908	2	1.533474	0.116128	5.99516e-05	0.00295356	0.0703517	0.0199815	0.0252377	0.0202962	0.00354971	0.0351367	0.0396985	0.0859875	0.17148	0.145235	0.198669	0.00845732	0.0767812	0.224073	0.230448	0.594035	1.05233	2.12319	4	1.244076
36000	-534.0576	-571.6191	37.56149	2	1.586368	0.1326	0.0151191	0.009509	0.0420154	0.00139176	0.0256306	0.00220516	0.0734606	0.00816075	0.0245352	0.104817	0.171386	0.045571	0.323829	0.0219948	0.029775	0.175823	0.238361	0.602328	1.05512	2.1042	4	1.207823
37000	-536.8617	-573.7019	36.84021	2	4.256355	0.169334	0.0176448	0.00520018	0.0825263	0.0462885	0.00736696	0.0145913	0.0357453	0.00430798	0.0621319	0.124823	0.198853	0.0554787	0.127704	4.08961e-05	0.0405531	0.100449	0.467914	0.783632	1.08428	1.66417	4	1.093039
38000	-514.3996	-577.464	63.06434	10	0.8382035	0.158535	0.00280832	0.00802582	0.131383	0.0299497	0.0303434	0.00149574	0.18291	0.0169564	0.0725082	0.115622	0.11752	0.00728539	0.18712	0.0202871	0.0248096	0.332298	0.103658	0.422072	0.967003	2.50727	5	1.439858
39000	-504.235	-566.3284	62.09337	10	0.3286376	0.10668	0.00512305	0.00559959	0.0648181	0.00843897	0.00983891	0.0143726	0.0125686	2.34386e-05	0.0247669	0.189499	0.179355	0.0523667	0.164232	0.0154408	0.00750966	0.248603	0.00790347	0.126878	0.640905	3.22431	5	1.109237
40000	-528.6523	-565.2379	36.58559	2	1.171646	0.143971	0.0192063	0.00475177	0.0981407	0.0594201	0.0105616	0.0336174	0.00675589	0.000120144	0.0514942	0.0927061	0.294344	0.0756079	0.28229	0.0391561	0.019257	0.320249	0.169877	0.522894	1.02349	2.28374	4	1.551649
41000	-534.3872	-573.3858	38.99858	2	1.073392	0.0782791	0.00224948	0.0270243	0.114274	0.0542872	0.0115297	0.0110039	0.0119327	0.0019764	0.0229123	0.165178	0.118036	0.118251	0.188998	0.0163369	0.00151633	0.184525	0.151361	0.497752	1.01117	2.33972	4	1.128311
