Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
693000	-842.7041	-888.921	46.21692	2	1.046845	0.037094	0.013594	0.0141827	0.0154042	0.00193134	0.0386102	0.00577338	0.00417089	0.0154906	0.0401622	0.0292098	0.0344479	0.00222067	0.00434719	0.000487345	0.0220168	0.0827132	0.0274218	0.00635682	0.0174372	0.0520041	0.0477346	0.0108663	0.00491811	0.00689639	0.00560375	0.0211984	0.0201804	0.0716343	0.0592201	0.059363	0.106457	0.017487	0.00813042	0.0971555	0.057207	0.368008	0.0449168	0.0759119	0.00132382	0.00662346	0.150156	0.081091	0.0199736	0.0799603	0.0781557	0.098246	0.0551781	0.0209673	0.145946	0.11878	0.0805028	0.0231364	0.146205	0.490393	1.00735	2.35605	4	2.508005
694000	-846.5964	-887.8447	41.24828	2	1.219702	0.0177456	0.0191165	0.00359002	0.0526985	0.0391764	0.0271056	0.0229208	0.00207951	0.00444712	0.0159273	0.0589357	0.000647005	0.00671459	0.0214524	0.000124016	0.000210268	0.0345103	0.0193892	0.0021485	0.00306872	0.0579161	0.0822409	0.0112378	0.0195419	0.0288186	0.0124668	0.0506391	0.0198455	0.129571	0.0791462	0.0840792	0.147639	0.021314	0.00729526	0.0751124	0.0849412	0.326093	0.0793602	0.0710583	0.0117539	0.0023968	0.296148	0.138771	0.00657034	0.00749528	0.106937	0.135345	0.00385787	0.0400276	0.0997929	0.016174	0.0504897	0.0294926	0.178605	0.534114	1.02863	2.25865	4	2.685578
695000	-839.0953	-890.6933	51.59806	2	1.729439	0.0358661	0.0212509	0.0103479	6.93887e-05	0.0211276	0.00218801	0.00305473	0.00086344	0.0142132	0.0369698	0.0438839	0.00121228	0.00692278	0.051146	0.015581	0.0382072	0.00765949	0.0179407	0.0031026	0.0111554	0.0326007	0.0668013	0.0154391	0.0220992	0.018832	0.0187685	0.0260239	0.0244255	0.0520029	0.0331232	0.0547728	0.111422	0.0630249	0.0273093	0.063741	0.0285219	0.360991	0.0392459	0.0230777	0.0133176	0.00743007	0.106806	0.0933379	0.00200895	0.0166841	0.0643297	0.0488383	0.0898252	0.0581948	0.0700575	0.146001	0.0305279	4.26797e-05	0.258691	0.622769	1.06147	2.05707	4	2.172386
696000	-845.6757	-889.3578	43.68214	2	3.921919	0.00376261	0.00748303	0.0217877	0.00586965	0.018475	0.0302401	0.00406108	0.0114801	0.0337584	0.00350471	0.026378	0.00956241	0.00530689	0.0318756	0.000434708	0.00710071	0.00112399	0.0230548	0.0146585	0.0210657	0.0349976	0.00905793	0.0836601	0.0089334	0.0197153	0.000721271	0.0410638	0.00336221	0.0609764	0.0365273	0.00547523	0.110935	0.0302421	0.00989198	0.117502	0.071762	0.310294	0.0662882	0.449647	0.00157201	0.0296796	0.023594	0.12663	0.141213	0.0314237	0.152372	0.0626983	0.0428647	0.00138255	0.0719174	0.0430534	0.0200557	0.0151734	0.450021	0.772465	1.08441	1.69311	4	2.515666
697000	-847.3936	-888.6196	41.22606	1	1.7726	0.0287461	0.0135478	0.0246611	0.0114618	0.00418814	0.0291695	0.015777	0.00211843	0.0132221	0.00186496	0.0867514	0.00838211	0.00171247	0.0210244	0.011536	0.0118884	0.11426	0.0180254	0.0445877	0.00514162	0.0564877	0.0383894	0.0402401	0.00560214	0.0394807	0.0182949	0.046824	0.00185304	0.0352431	0.029907	0.0262992	0.150149	0.0715379	0.00750218	0.121851	0.0327688	0.26667	0.0968661	0.150483	0.00723656	0.00184367	0.0739924	0.130948	0.144056	0.130511	0.0594051	0.0265481	0.051403	0.0029383	0.208904	0.0112969	0.0466716	0.00571092	0.264532	0.628427	1.0631	2.04394	3	2.60598
698000	-842.6608	-887.5937	44.93297	2	2.722678	0.0116677	0.00152417	0.00866528	0.00309727	0.0108121	0.00854139	0.0132782	0.0140318	0.0213447	0.00724397	0.0274146	0.00772611	0.00564139	0.0248623	0.00208635	0.0355863	0.0415801	0.0124265	0.06398	0.0231289	0.0926156	0.0669886	0.0563268	0.0397644	0.0146389	0.00605825	0.0312505	0.00848279	0.0621731	0.0284249	0.124533	0.100077	0.019549	0.00990687	0.0615928	0.0208284	0.310733	0.0718614	0.281632	0.0108599	0.00389585	0.102693	0.0799095	0.0204015	0.0322246	0.129621	0.0615524	0.0552441	0.0906336	0.203465	0.00687629	0.108479	0.0469242	0.366601	0.714917	1.08076	1.83773	4	2.704857
699000	-850.1225	-892.662	42.53949	2	2.206992	0.00441241	0.0396957	0.0107083	0.040458	0.0202331	0.00383863	0.000789748	0.00690685	0.00149102	0.0955435	0.0646084	0.0133962	0.00194049	0.0348649	0.00911153	0.00927785	0.022702	0.00457338	0.0285864	0.00392445	0.11151	0.0713173	0.0316014	0.00565297	0.0677519	0.0361659	0.0295847	0.00487783	0.0419983	0.0933922	0.0483987	0.107178	0.0164668	0.0021577	0.0690163	0.182131	0.277539	0.0325836	0.344889	0.0106092	0.0202473	0.0767115	0.0480233	0.014383	0.0180871	0.0861501	0.116397	0.027998	0.104862	0.127653	0.0407088	0.00047349	0.0131928	0.316792	0.675362	1.0744	1.93345	4	2.696771
700000	-837.4134	-887.7432	50.32978	2	1.447106	0.0218187	0.00290667	0.010277	0.00191021	0.037009	0.00699576	0.00111782	0.00622859	0.0125829	0.0103293	0.111402	0.00353012	0.00180408	0.028052	0.0183283	0.0277261	0.0570295	0.0193475	0.0064899	0.0117536	0.0377907	0.0344822	0.0254291	0.0266091	0.0206882	0.0184099	0.0168147	0.0275804	0.0912788	0.0692613	0.000525545	0.156921	0.0740825	0.00811848	0.0492518	0.110903	0.275322	0.0375093	0.108342	0.00189468	0.0350995	0.0717014	0.0472815	0.0470854	0.116571	0.088765	0.0628322	0.033474	0.0683814	0.180151	0.00160375	0.0169221	0.0142187	0.217035	0.579509	1.04716	2.1563	4	2.371941
701000	-848.6887	-896.2834	47.5947	2	1.392699	0.0319574	0.00701203	0.00382354	0.00446957	0.0194131	0.0100535	0.00162279	0.0163178	0.000970168	0.0209421	0.0661145	0.0112545	0.00485355	0.00713307	0.00166059	0.0142688	0.0061559	0.0577921	0.0177244	0.00129326	0.0247424	0.0164913	0.00755635	0.012899	0.0108756	0.0110516	0.0149898	0.0235644	0.0765962	0.0195265	0.00757827	0.101903	0.152244	0.00748484	0.0500238	0.0293071	0.326999	0.14019	0.0807969	0.0220381	0.0949348	0.24882	0.0676567	0.0719418	0.0986928	0.00551422	0.0184467	0.0584121	0.100837	0.130948	0.0830506	0.0666819	0.00541017	0.208261	0.569664	1.04345	2.17863	4	2.493037
702000	-848.2934	-885.3903	37.09685	1	1.694673	0.00852632	0.00143477	0.00133812	0.0272499	0.0285574	0.00812367	0.0439018	0.00707364	0.00648557	0.0405784	0.0158511	0.00279936	0.00185773	0.0241251	0.000149778	0.0170886	0.0424544	0.0353531	0.0115681	0.0349524	0.150313	0.0513104	0.0331147	0.00846898	0.0139524	0.0393696	0.0105195	0.0142887	0.0190112	0.149285	0.0174314	0.108167	0.138513	0.00143992	0.107184	0.0421933	0.357015	0.0418466	0.007954	0.092224	0.0492213	0.192013	0.179669	0.0665052	0.0118252	0.00908027	0.11207	0.0558018	0.102229	0.266525	0.0907107	0.127928	4.42534e-05	0.25389	0.618049	1.06007	2.06799	3	3.026694
703000	-851.6999	-889.6476	37.94773	2	0.9668109	0.00447848	0.00152324	0.0082881	0.00690583	0.00988455	0.0116756	0.00402718	0.00242959	0.00612452	0.00415224	0.0864177	0.0115415	0.000238988	0.014063	0.00208357	0.0112243	0.0399395	0.00218071	0.0476633	0.0444271	0.0711617	0.102157	0.0168144	0.0088419	0.0237021	0.00784708	0.0378539	0.076511	0.117368	0.0981951	0.00118096	0.0918546	0.0123423	0.00689936	0.167274	0.103124	0.337141	0.051086	0.0872481	0.0122864	0.132519	0.261074	0.116376	0.0046002	0.0580012	0.00577028	0.179181	0.0782594	0.0616199	0.304151	0.25642	0.0952408	0.0217012	0.130285	0.466544	0.994275	2.4089	4	3.32507
704000	-845.1727	-888.2711	43.09838	1	1.861012	0.0100995	0.0400518	0.0515173	0.00892757	0.0119535	0.0260714	0.00636718	0.0100835	0.0196379	0.0734729	0.0448337	0.00296603	0.00194314	0.0349558	0.012048	0.0198348	0.039493	0.0029306	0.010965	0.0017357	0.0302446	0.0518231	0.00792289	0.0130088	0.0092856	0.0133361	0.0159706	0.0172307	0.0347595	0.0867563	0.0463689	0.0720791	0.011853	0.0163545	0.0377262	0.0412469	0.227319	0.0714482	0.0272334	0.0391881	0.000689619	0.331774	0.0889309	0.0344891	0.0580046	0.00909331	0.0613334	0.09494	0.0884606	0.17477	0.0523299	0.110222	0.00382533	0.276099	0.63937	1.06609	2.01844	3	2.409907
705000	-857.0735	-899.9673	42.89378	2	2.057518	0.049821	0.00944106	0.0484485	0.001605	0.0141782	0.000576642	0.0291887	0.00503952	0.0128844	0.07812	0.0334427	0.0157237	0.00431764	0.0248898	0.00242253	0.0128708	0.0546596	0.0152914	0.0117657	0.00821965	0.0511121	0.0339065	0.0360632	0.0694772	0.0198759	0.0329289	0.0284663	0.0605815	0.0362972	0.112647	0.0113325	0.144943	0.00539056	0.010098	0.0977596	0.0197989	0.422625	0.172489	0.369152	0.000153834	0.0363937	0.104211	0.0957786	0.0479484	0.0385011	0.0116188	0.125947	0.0732133	0.0596192	0.0814326	0.100407	0.0491579	0.0169954	0.300045	0.660994	1.07136	1.9676	4	3.00923
706000	-843.2914	-885.6947	42.40333	2	2.614162	0.00204335	0.00555787	0.00372127	0.00635838	0.018609	0.0132292	0.02735	0.000488807	0.00150025	0.0374017	0.0104187	0.00629389	1.14676e-05	0.0171582	0.000727343	0.0237452	0.0414052	0.00653662	0.00302587	0.00702931	0.0587208	0.0762558	0.0193399	0.0167096	0.0345646	0.0249938	0.0625845	0.00840996	0.0244227	0.0463812	0.00226871	0.0693979	0.0382123	0.0059223	0.0608858	0.0388285	0.310374	0.11289	0.317014	0.00459571	0.0342733	0.0136526	0.0762965	0.0411788	0.0946688	0.0745201	0.149171	0.103104	0.0197606	0.180451	0.0523171	0.0181742	0.104251	0.35702	0.707648	1.07981	1.85552	4	2.527202
707000	-837.7957	-883.4364	45.64076	2	1.310298	0.0243136	0.00515514	0.0155155	0.0131017	0.0345768	0.010649	0.0026119	0.00431619	0.0038885	0.00258538	0.0278743	0.0014821	0.00835346	0.053303	0.00231104	0.0293989	0.0194973	0.0284097	0.00519183	0.00618758	0.12986	0.0231806	0.0434441	0.00648558	0.0233844	0.00969235	0.020843	0.0168841	0.0341756	0.0801973	0.0147822	0.126277	0.0144561	0.00697726	0.101593	0.0280796	0.466725	0.0713188	0.520988	0.00724103	0.0655344	0.0825612	0.119535	0.0604741	0.0487446	0.0302051	0.0621092	0.0845811	0.0126455	0.121998	0.0983979	0.010795	0.0136709	0.194475	0.5536	1.03702	2.2149	4	2.85656
708000	-850.4707	-893.8078	43.33715	2	2.634405	0.00517361	0.00996715	0.0249766	0.016635	0.0285998	0.00492294	0.00533829	0.000567206	0.0322612	0.0364741	0.0162995	0.00384683	0.00691732	0.0308527	0.0131655	0.00231251	0.0696807	0.0162545	0.013524	0.00759072	0.053561	0.00485896	0.0264734	0.0270522	0.0107103	0.0135892	0.028494	0.00271865	0.117688	0.0928006	0.00254902	0.16368	0.10291	0.00801922	0.0372368	0.00490198	0.263	0.0601225	0.0707556	0.0332607	0.0765478	0.169636	0.106166	0.107002	0.117218	0.0156291	0.0390448	0.0971086	0.109785	0.114746	0.236236	0.0305561	0.00969764	0.35884	0.709041	1.08	1.85212	4	2.699115
709000	-829.2353	-879.8362	50.60086	2	1.569441	0.0181176	0.00373574	0.0154258	0.00979779	0.0222046	0.000176927	0.0092569	0.010348	0.0181661	0.00756761	0.0232192	0.00015755	0.000566854	0.0243414	0.0127632	0.0161755	0.045051	0.01287	0.00509175	0.0076575	0.0939428	0.019746	0.00776775	0.0215578	0.0123251	0.0127915	0.0370146	0.00805862	0.0872211	0.069914	0.0302938	0.0633855	0.0762323	0.0185822	0.0292598	0.082561	0.302045	0.0962387	0.00283974	0.0263863	0.00800969	0.196701	0.0841082	0.0153117	0.00972894	0.0702923	0.0181986	0.075176	0.0595317	0.106051	0.0867272	0.0261593	0.00696217	0.235853	0.599721	1.05425	2.11017	4	2.123812
710000	-853.353	-898.2393	44.88628	1	2.176452	0.00273933	0.00649058	0.0976276	0.0011621	0.0040337	0.0209969	0.0185366	0.00375263	0.00736582	0.00215843	0.0518863	0.00836915	0.000910586	0.00414362	0.00103179	0.0345975	0.0980493	0.0116073	0.0233527	0.00119801	0.0452972	0.0586375	0.0155294	0.00626031	0.0201646	0.0327092	0.0250212	0.0157747	0.0784897	0.0303677	0.0359168	0.071085	0.115495	0.000262176	0.0606203	0.114261	0.286658	0.0780176	0.0403243	0.000110533	0.0224616	0.0858617	0.0431756	0.00616333	0.0911965	0.0319496	0.0383925	0.0773992	0.0302729	0.131471	0.0457959	0.0642713	0.000151108	0.313466	0.672555	1.07384	1.94014	3	2.199573
711000	-857.1826	-901.3066	44.12393	1	2.116872	0.0361208	0.0133825	0.0339535	0.0260786	0.0250652	0.0255391	0.0239501	0.00214649	0.0550074	0.00406853	0.0715871	0.00112766	0.000888104	0.015363	0.0156202	0.0233703	0.0223057	0.00916542	0.0199923	0.00553747	0.0393314	0.0490723	0.0301634	2.77115e-05	0.0190764	0.00689719	0.0190261	0.0259104	0.00261274	0.086269	0.0500201	0.08435	0.169597	0.0069605	0.0958774	0.00317034	0.28391	0.0716747	0.0502286	0.0202638	0.00495641	0.00180397	0.0180041	0.0265001	0.0405204	0.0807209	0.0333536	0.0536818	0.0353883	0.256828	0.111908	0.0424727	0.0309191	0.306838	0.666893	1.07266	1.95361	3	2.281766
712000	-850.8225	-894.7377	43.91526	2	1.664642	0.00241178	0.0075211	0.0228637	0.0723663	0.0011553	0.0162477	0.0445526	0.000633805	0.0032145	0.0348477	0.0180282	0.000268498	0.000843916	0.0538412	0.00229045	0.00506949	0.064722	0.0204584	0.0240046	0.000572524	0.0869382	0.0237479	0.0330894	0.0772218	0.00310429	0.0467624	0.0174982	0.00036546	0.0196076	0.107407	0.00103162	0.107411	0.534402	0.0263178	0.0211644	0.02558	0.245168	0.0913409	0.0134333	0.0524006	0.0434741	0.056752	0.113799	0.00243222	0.0479508	0.0279399	0.0770131	0.150488	0.0241775	0.0921433	0.22402	0.083469	0.000406552	0.249673	0.613849	1.05879	2.07769	4	2.87397
713000	-847.8297	-895.7408	47.91112	1	2.69976	0.0458662	0.000852489	0.00158331	0.0220446	0.00900331	0.0026456	0.0203222	0.0163175	0.00787913	0.0238079	0.000784361	0.00549677	0.00487876	0.0247411	0.00458696	0.00780532	0.0145704	0.0285571	0.0269021	0.0176922	0.0407081	0.0437942	0.00576994	0.0124725	0.0139731	0.00787706	0.00852482	0.0189588	0.000304319	0.0325714	0.0055111	0.0701651	0.106065	0.00242007	0.0480242	0.101599	0.22152	0.0654985	0.0366047	0.00917338	0.0599269	0.00309949	0.0822125	0.0257663	0.0526906	0.0145085	0.0209611	0.0514824	0.0589477	0.193871	0.107322	0.0141676	0.021929	0.364613	0.713422	1.08057	1.84139	3	1.844759
714000	-840.068	-884.4719	44.40388	2	1.116983	0.00875744	0.00799828	0.0208523	0.0247314	0.00388749	0.0181503	0.0234244	0.013633	0.00954951	0.00670093	0.0601979	0.00556772	0.00760019	0.0265023	0.00557427	0.00933146	0.0426478	0.0276101	0.0109327	0.00248095	0.0270662	0.017273	0.0416989	0.00150341	0.0251187	0.0412725	0.0107341	0.0168976	0.044438	0.0763186	0.00251089	0.137369	0.292051	0.00204515	0.0869447	0.0767346	0.290783	0.0746178	0.0214146	0.0128936	0.0457699	0.0657423	0.10239	0.0104627	0.0448466	0.0808722	0.100243	0.0512847	0.0148252	0.210686	0.168757	1.82391e-06	0.0737846	0.159686	0.509295	1.01697	2.31405	4	2.605482
715000	-857.2879	-898.3871	41.09917	1	2.157836	0.0166144	0.0162476	0.0640357	0.116916	0.0140956	0.0283845	0.012907	0.00111249	0.00494878	0.0261751	0.00187182	0.00166099	0.000947173	0.0192062	0.0140497	0.084772	0.0385459	0.0190284	0.0237443	0.0031106	0.0479397	0.0211963	0.0530502	0.0100236	0.0187669	0.0220814	0.0521026	0.00662609	0.0542027	0.0542131	0.00733244	0.0657328	0.183036	0.0066993	0.0191305	0.00388158	0.224285	0.0795965	0.0964559	0.00600768	0.0433927	0.165045	0.0865151	0.151695	0.0641595	0.0186229	0.051277	0.0510272	0.0468604	0.131541	0.109154	0.06126	0.058861	0.311415	0.670812	1.07348	1.94429	3	2.580146
716000	-835.9569	-884.1116	48.15473	2	2.305042	0.00671772	0.0159767	0.00342271	0.0153048	0.0045804	0.0144467	0.00375489	0.00394071	0.0101663	0.0290656	0.0563947	0.0202529	0.000147436	0.0153483	0.0169683	0.0350592	0.0461034	0.00736843	0.0210182	0.00760289	0.000501178	0.0212368	0.00363736	0.00744804	0.00627961	0.0185016	0.0118829	0.0340799	0.0698345	0.0577748	0.00681397	0.0690907	0.00789981	0.00123235	0.031971	0.0564349	0.259719	0.0699738	0.0628883	0.00258838	0.0212888	0.125896	0.0687921	0.0301266	0.0782338	0.107667	0.0505757	0.0591451	0.107922	0.0706405	0.14283	0.0329768	0.0269429	0.327158	0.68397	1.07604	1.91284	4	2.056466
717000	-849.7098	-894.3307	44.62096	2	2.429215	0.0121716	0.0117004	0.00636648	0.000309359	0.0120973	0.00284739	0.00647791	0.000894405	0.0109295	0.0104078	0.041898	0.0059588	0.00229235	0.0228777	0.00375716	0.0215179	0.0338805	0.00904551	0.0128972	0.00287147	0.0896033	0.0356282	0.0261552	0.0179828	0.0226697	0.019024	0.0439743	0.0273756	0.0221516	0.0916856	0.00612301	0.0986893	0.0190412	0.0043215	0.0637414	0.0771981	0.283853	0.0435505	0.0988339	0.0140258	0.0259823	0.158727	0.116225	0.0634955	0.146032	0.0334816	0.169386	0.0720232	0.0455975	0.0444481	0.106899	0.000843598	0.128539	0.339641	0.694064	1.07778	1.88852	4	2.448506
718000	-849.1466	-888.1438	38.9972	2	1.836273	0.00790151	0.0052237	3.33438e-05	0.0245081	0.0267702	0.0280345	0.0117152	0.00911866	0.00486376	0.0241637	0.00601755	0.00111605	0.00281153	0.0178238	0.0101666	0.0332878	0.029513	0.0570436	0.0070848	0.00380313	0.0251668	0.0165127	0.00635943	0.0294977	0.0165063	0.0335511	0.00433526	0.0174523	0.049061	0.117321	0.00467896	0.0731533	0.0585775	0.00281591	0.144991	0.0376616	0.437458	0.0866809	0.0505294	0.0306987	0.0534918	0.322994	0.210798	0.120405	0.114592	0.0923677	0.107372	0.0545831	0.0212441	0.223609	0.0182557	0.0818634	0.0125349	0.272915	0.636392	1.0653	2.0254	4	2.988119
719000	-834.5909	-878.3393	43.74845	2	2.017116	0.0237053	0.0171386	0.0326185	0.00363927	0.00379004	0.0495567	0.00177983	0.00711821	0.00295768	0.0201505	0.00947326	0.013321	0.000759024	0.0187427	0.00960709	0.00693527	0.0238733	0.0177021	0.0137581	0.0107125	0.0581131	0.0136464	0.0667008	0.00155405	0.0225679	0.00271036	0.0477591	0.0267935	0.197504	0.103634	0.049377	0.208233	0.0846829	0.0048262	0.0724264	0.0744515	0.464699	0.00545395	0.0292321	0.0558705	0.00138001	0.294986	0.00192505	0.129394	0.120854	0.0126631	0.0737767	0.0311268	0.0733378	0.0933178	0.00122705	0.0246907	0.0179605	0.295309	0.656821	1.07041	1.97746	4	2.754214
720000	-835.3238	-882.61	47.28623	2	2.346673	0.0268727	0.0615803	0.0317758	0.00673079	0.007642	0.0106948	0.00861711	0.0167567	0.00113273	0.00429469	0.0360233	0.00360966	0.00330854	0.0207532	0.0160954	0.000463818	0.0354232	0.0316067	0.00698357	0.00276016	0.0380967	0.0342583	0.0233028	0.0116383	0.00589259	0.011532	0.0181528	0.0148716	0.0704496	0.0577121	0.0530031	0.12873	0.0526742	0.00220109	0.0649901	0.0456278	0.290523	0.0581481	0.0703623	0.00543611	0.00245699	0.323807	0.000389692	0.0750702	0.0575543	0.0604987	0.0730561	0.065397	0.0236491	0.0752231	0.0220234	0.0246328	0.0395503	0.331421	0.68745	1.07666	1.90447	4	2.234037
721000	-862.6998	-900.3701	37.67037	2	1.412113	0.0275796	0.0571566	0.0293272	0.00990389	0.00600035	0.0501631	0.00565995	0.00166355	0.0292176	0.028678	0.0909423	0.0117535	0.00676431	0.0349727	0.0203648	0.0381031	0.0610783	0.0216487	0.00373319	0.010249	0.100417	0.135489	0.0347027	0.0647661	0.0222841	0.0312712	0.0282556	0.0351622	0.078721	0.0500076	0.0602637	0.0696942	0.284834	0.00391036	0.0920591	0.0250647	0.529736	0.121159	0.00601457	0.00329444	0.0035417	0.152221	0.120015	0.142065	0.219212	0.0539651	0.138365	0.0336779	0.0492111	0.0242181	0.0318877	0.0229613	0.00770368	0.211421	0.573242	1.04481	2.17052	4	3.32111
722000	-842.876	-886.9987	44.12275	1	2.650723	0.032687	0.0189134	0.0202075	0.0201372	0.0231361	0.0251587	0.0016485	0.000591034	0.0105689	0.0718055	0.0522847	0.00548443	0.00181458	0.00252755	0.00631083	0.0119601	0.0198181	0.0104272	0.0239038	0.0114895	0.069199	0.0209786	0.0106852	0.00669683	0.0139517	0.0177783	0.0249693	0.0166184	0.0610525	0.0784191	0.00354102	0.0732128	0.262642	0.00736051	0.0440439	0.02091	0.385379	0.00729441	0.00312609	0.00118489	0.0308749	0.0359358	0.0212945	0.0835942	0.0998431	0.0471771	0.0216341	0.108424	0.0671518	0.134046	0.0431398	0.0227135	0.0127518	0.360296	0.710151	1.08015	1.8494	3	2.228499
723000	-849.5247	-893.5928	44.06806	1	1.565867	0.00897643	0.0560368	0.0141376	0.0158684	0.0142362	0.00489903	0.0117662	0.00232549	0.00760301	0.000680758	0.0556027	0.00861381	0.00613885	0.00695241	0.00420103	0.029394	0.0324338	0.011029	0.0462224	0.0107057	0.0336407	0.0673095	0.0452261	0.00763973	0.0290029	0.00135632	0.0165534	0.0214863	0.0705354	0.0105539	0.0736663	0.0494718	0.231697	0.0148456	0.104874	0.0348752	0.320068	0.00224103	0.0592511	0.00185215	0.00875742	0.0553116	0.110396	0.0601263	0.135019	0.0685725	0.00699194	0.0787718	0.0846462	0.0467543	0.086373	0.0151305	0.0416328	0.23532	0.599165	1.05407	2.11145	3	2.342453
724000	-845.5772	-892.387	46.80981	2	1.716539	0.0126076	0.00728655	0.020423	0.00479659	0.0527526	0.0134601	0.00958617	0.000438779	0.00578112	0.124679	0.0712778	0.0214942	0.00479185	0.00854969	0.00237166	0.00297324	0.0391967	0.0130206	0.00897301	0.00354465	0.0592809	0.0145177	0.0229621	0.0233675	0.00877288	0.0138753	0.0248001	0.0058408	0.0472369	0.0271913	0.00936476	0.0974415	0.288501	0.0246847	0.0932244	0.0649337	0.463193	0.00121415	0.0325832	0.0173014	0.074134	0.0187802	0.0281001	0.0822744	0.139082	0.062158	0.0548992	0.095644	0.073245	0.127805	0.0662255	0.0220896	0.074811	0.25692	0.621035	1.06096	2.06109	4	2.687541
725000	-838.8994	-881.9739	43.07452	2	1.591574	0.00683632	0.00203218	0.0328373	0.0246717	0.00250596	0.0236999	0.000265207	0.00665522	0.00347341	0.0590696	0.021677	0.00935521	0.00782436	0.0207557	0.014942	0.0303376	0.0651294	0.0302561	0.0155593	0.00257356	0.121152	0.0189047	0.0237849	0.00803277	0.0206222	0.0641672	0.00272472	0.0244793	0.0634387	0.0758215	0.0560093	0.0838947	0.238783	0.00176772	0.153353	0.0494524	0.304322	0.0464604	0.0167136	0.0410118	0.00526236	0.0635071	0.0801225	0.0770809	0.270678	0.0447219	0.0352274	0.0442333	0.081655	0.130658	0.124739	0.00219037	0.00605122	0.239128	0.603122	1.05538	2.10237	4	2.76148
726000	-841.2426	-887.9215	46.67882	2	1.617195	0.00451543	0.0022147	0.0133674	0.00369873	0.00376086	0.0136128	0.00446131	0.00343092	0.0187719	0.00267436	0.0205208	0.0147346	0.00612667	0.0218984	0.00185537	0.0131749	0.0464256	0.0146526	0.0137228	0.0269947	0.0393631	0.00385624	0.0225614	0.0201939	0.0331152	0.026431	0.00936779	0.00616734	0.133677	0.0711348	0.00353594	0.148061	0.367764	0.00814659	0.119003	0.0418294	0.38959	0.0126154	0.0172764	0.0234491	0.0516765	0.0957587	0.110426	0.100997	0.11944	0.0264318	0.0154199	0.083821	0.146456	0.0105846	0.114195	0.0113352	0.029948	0.242872	0.606968	1.05662	2.09354	4	2.664243
727000	-827.412	-877.3821	49.97008	2	1.311742	0.0143082	0.00339814	0.00129123	0.00993401	0.0272408	0.000123398	0.00741099	0.00374732	0.00024781	0.034351	0.018227	0.000482471	0.000261373	0.0243457	0.00334434	0.0273604	0.0325613	0.00675806	0.00748898	0.00120394	0.046475	0.0212494	0.0158566	0.00114801	0.023409	0.0041411	0.0235731	0.0103441	0.0874935	0.117545	0.0106238	0.083692	0.113242	0.0201395	0.0318849	0.015824	0.26237	0.0199971	0.0833649	0.00175188	0.0837999	0.134981	0.089533	0.110931	0.0420918	0.0872003	0.10799	0.0375971	0.0443692	0.0496469	0.0118748	0.0438375	0.00723784	0.194722	0.553895	1.03715	2.21424	4	2.069301
728000	-846.7699	-894.907	48.13703	2	2.650879	0.0140455	0.0043197	0.0429686	0.0147274	0.0158048	0.0193435	0.00298013	0.0286206	0.0217744	0.016381	0.0175651	0.000291865	0.00708923	0.0449763	0.00776854	0.0155777	0.0223101	0.0191456	0.0387648	0.00539549	0.0561607	0.0352692	0.0131436	0.026538	0.00446516	0.00256612	0.0425648	0.0526451	0.14189	0.0759875	0.017786	0.12255	0.0305085	0.0229552	0.0648777	0.0940823	0.254617	0.00524165	0.246134	0.00508279	0.0761579	0.0498748	0.0487435	0.070892	0.00813408	0.0789658	0.0355109	0.055305	0.129678	0.0375647	0.0370301	0.0553702	0.00110531	0.36031	0.710162	1.08015	1.84938	4	2.359248
729000	-836.7903	-887.5269	50.7366	2	2.185701	0.00535609	0.0254591	0.0122826	0.0295024	0.00394933	0.0185029	0.0145766	0.000237368	0.00728676	0.0967198	0.000643385	0.0169127	0.00201409	0.00782431	0.00344707	0.00859393	0.0652096	0.0102761	0.0118927	0.00580585	0.0384879	0.040928	0.0165775	0.0120679	0.0372205	0.0225826	0.0111078	0.0136085	0.136775	0.00524166	0.0588479	0.0753388	0.0765034	0.00299541	0.0639709	0.0569207	0.153769	0.0231993	0.261001	0.06484	0.00901564	0.0519512	0.0679503	0.0404161	0.0499969	0.0167579	0.0340281	0.0798677	0.0464493	0.0400906	0.0421165	0.0604079	0.0123725	0.314478	0.673412	1.07401	1.9381	4	2.069897
