Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
20000	-1239.682	-1246.052	6.370891	2	1.358664	0.117994	0.179397	0.0173532	0.079564	0.10959	0.0150378	0.00802008	0.0280521	0.00457067	0.0161578	0.00274926	0.00620021	0.0526044	0.0131399	0.0313792	0.00342026	0.150733	0.105304	0.178383	0.0431559	0.131641	0.0126685	0.053765	0.192865	0.13714	0.000305697	0.00456758	0.0114199	0.016539	0.0626794	0.0583594	0.00577091	0.00202163	0.0351225	0.00210197	0.0607098	0.00583036	0.00908299	0.0526377	0.0430956	0.158404	0.0366593	0.0363677	0.0679341	0.0895578	0.0250588	0.0177854	0.0235646	0.115433	0.15703	0.0138945	0.208476	0.0346413	0.0774861	0.0238849	0.0493712	0.0985134	0.0239275	0.000917413	0.0784453	0.0945114	0.206524	0.00277961	0.210417	0.0129578	0.00393881	0.0532744	0.0906209	0.0173991	0.0284072	0.0774426	0.0132971	0.100615	0.041152	0.0104297	0.0400862	0.394692	0.134918	0.023967	0.060316	0.0338928	0.100175	0.208485	0.030903	0.143878	0.0160849	0.0193282	0.254816	0.0566271	0.0209196	0.0435888	0.20264	0.563206	1.04092	2.19324	4	5.94493
21000	-1246.632	-1244.001	-2.631348	2	1.50476	0.223707	0.0742581	0.000538	0.0651391	0.0843496	0.00813062	0.0155225	0.0108754	0.06347	0.0230511	0.0179537	0.00479076	0.132172	0.0145754	0.0359363	0.0144765	0.0169536	0.0623689	0.220987	0.123693	0.054876	0.0674307	0.0218212	0.0829637	0.117641	0.0239983	0.00817647	0.0468221	0.0948936	0.0526006	0.0635402	0.011074	0.00400089	0.0865716	0.0158319	0.0997258	0.0497384	0.0245733	0.0958425	0.0297552	0.0243243	0.0241985	0.0341062	0.0140118	0.124284	0.017173	0.298005	0.0165761	0.192793	0.00221591	0.00664048	0.0290248	0.203659	0.00957787	0.0846223	0.0494521	0.0538839	0.0249679	0.00952042	0.00454688	0.0111656	0.0875044	0.114064	0.0144815	0.0388848	0.0117224	0.0582131	0.122405	0.0744664	0.0224989	0.0464749	0.047912	0.0707366	0.00149685	0.157891	0.0186048	0.621769	0.091577	0.0311378	0.0500296	0.0221716	0.0807656	0.156259	0.0664454	0.102533	0.00653766	0.265804	0.648277	0.0196309	0.129521	0.0835624	0.226057	0.589347	1.0507	2.1339	4	6.762952
22000	-1254.24	-1250.091	-4.149588	2	1.928342	0.189243	0.190522	0.0107045	0.124224	0.0512972	0.00835484	0.0957581	0.0121711	0.0434254	0.00839308	0.00884576	0.00249311	0.0682401	0.0422658	0.00570895	0.0213833	0.0025387	0.000526453	0.147605	0.101267	0.282367	0.0200592	0.165123	0.13108	0.0545566	0.00196588	0.0534535	0.00364546	0.0383765	0.0325654	0.00589891	0.0232076	0.0440828	0.24043	0.107747	0.0701807	0.0623881	0.0164551	0.067445	0.0151359	0.0796753	0.00291233	0.0444799	0.0247748	0.066726	0.0250208	0.16558	0.12886	0.0687535	0.0258376	0.0644402	0.104242	0.268145	0.0139081	0.0254192	0.0347506	0.142997	0.427516	0.112193	0.0252155	0.014553	0.180215	0.00617797	0.00498519	0.0472904	0.0993447	0.154457	0.0385025	0.026969	0.0724861	0.09228	0.0987151	0.0439478	0.0406342	0.0505332	0.0423692	0.109311	0.0105839	0.0489655	0.441207	0.0981163	0.0496824	0.0495644	0.00414735	0.114974	0.00765544	0.0144483	0.423533	0.0981008	0.000438706	0.023648	0.284568	0.647171	1.06809	2.00017	4	6.930413
23000	-1227.614	-1236.115	8.501277	10	3.188416	0.109881	0.117401	0.0161932	0.08502	0.0448267	0.114993	0.00328736	0.055366	0.0233491	0.00720707	0.0600024	0.0239472	0.128516	0.00331252	0.0163274	0.0330521	0.00233934	0.0734885	0.0852628	0.0746277	0.0508327	0.0852816	0.0120174	0.0481974	0.0381613	0.00412185	0.000237638	0.011368	0.0270782	0.135047	0.00362128	0.0699842	0.00985129	0.0520979	0.00787216	0.0404083	0.0713459	0.00276155	0.0846673	0.044147	0.0597172	0.0416161	0.0250926	0.0498599	0.116062	0.0227652	0.0668004	0.0183942	0.012	0.129698	0.0195302	0.0822643	0.00806339	0.0832614	0.0138506	0.0498048	0.106066	0.102924	0.0146494	0.0324836	0.0771269	0.0534784	0.00810949	0.00787603	0.00399435	0.0142274	0.216512	0.282076	0.0235466	0.00159766	0.015844	0.0599761	0.332231	0.058917	0.120292	0.184833	0.211185	0.0410444	0.025395	0.581524	0.031205	0.058874	0.0551749	0.0372944	0.0251137	0.205888	0.115008	0.000921394	0.00144387	0.018297	0.0509535	0.403332	0.741454	1.0833	1.77191	5	5.852365
24000	-1251.947	-1245.484	-6.462553	2	1.214443	0.0339632	0.175771	0.0108354	0.149127	0.0813485	0.0276491	0.101279	0.0250742	0.000862597	0.0148696	0.0348953	0.0221268	0.0288678	0.0374249	0.0477618	0.0193927	0.0606287	0.0998448	0.0642809	0.0765756	0.112787	0.0786653	0.00473198	0.0400024	0.118185	0.0128228	0.0684803	0.0782416	0.00492063	0.0641247	0.000335057	0.00788154	0.0215433	0.0590615	0.0172114	0.0717964	0.0822824	0.0328496	0.0737461	0.0846651	0.0769778	0.112279	0.0313737	0.0562947	0.123932	0.0289122	0.195592	0.162771	0.102031	0.00896072	0.0697405	0.309664	0.00181939	0.0137809	0.0148185	0.0038428	0.141509	0.0380621	0.139628	0.0880193	0.0144306	0.0752914	0.0649848	0.0057053	0.0252122	0.0182884	0.0575527	0.0556556	0.154129	0.0884231	0.124664	0.152768	0.287534	0.302404	0.0398338	0.0216015	0.0146116	0.0230721	0.139649	0.687797	0.122724	0.00541708	0.0575601	0.0793425	0.0616691	0.0158922	0.00746	0.152289	0.148267	0.0149759	0.244665	0.177661	0.532917	1.02809	2.26133	4	7.130792
25000	-1246.762	-1231.671	-15.09142	2	1.466798	0.167029	0.365162	0.0160205	0.162785	0.0729413	0.0641478	0.10909	0.0680051	0.0484498	0.00340992	0.00379529	0.000731138	0.0699309	0.0230611	0.0124917	0.0184167	0.0201713	0.0517254	0.120276	0.0150466	0.146528	0.00811642	0.0211551	0.0554331	0.0974212	0.00175048	0.0424917	0.0264418	0.0867399	0.08564	0.0185811	0.0343643	0.000138537	0.132118	0.00601571	0.277336	0.0131267	0.02981	0.0894679	0.0787214	0.00409753	0.061868	0.11085	0.158108	0.0446712	0.0149516	0.14472	0.168303	0.0792372	0.139697	0.0416659	0.0388718	0.0440974	0.350176	0.037047	0.020644	0.10481	0.06345	0.0490834	0.0668439	0.0477127	0.530587	0.0596537	0.0328642	0.0202074	0.0169769	0.0924254	0.103119	0.179743	0.133782	0.0647085	0.00457232	0.0423813	0.036595	0.0131231	0.0512736	0.284004	0.0294487	0.071638	1.01655	0.00885028	0.000280066	0.0262301	0.030206	0.123705	0.0133523	0.304592	0.0674567	0.149744	0.139172	0.0175024	0.220148	0.582935	1.04841	2.14851	4	8.119735
26000	-1235.075	-1237.043	1.967966	10	2.654954	0.0506041	0.289684	0.0300436	0.0840305	0.0430289	0.0407593	0.0029382	0.0257292	0.0350053	0.024123	0.00402606	0.00111097	0.0477529	0.000840166	0.0167126	0.00886369	0.108723	0.0919131	0.111653	0.00982047	0.17772	0.0423422	0.0956876	0.0635196	0.0666466	0.000766654	0.0304751	0.0124773	0.0148084	0.0271024	0.0203651	0.0587383	0.00912632	0.246708	0.054102	0.0642245	0.0287589	0.0182075	0.0637485	0.0775736	0.0796632	0.181729	0.00048933	0.110992	0.278718	0.00139491	0.163322	0.0380212	0.056042	0.0508602	0.0761742	0.0490074	0.0810129	0.423567	0.0481875	0.0552697	0.0762895	0.0543027	0.0484848	0.0396552	0.0773101	0.0506443	0.0339444	0.087076	0.0190654	0.0746142	0.0616328	0.0532128	0.249177	0.00321603	0.0169381	0.00406903	0.179584	0.0975208	0.0794557	0.0128027	0.00776343	0.028613	0.0977707	0.688143	0.0963755	0.0219806	0.0153191	0.161584	0.115984	0.204994	0.306311	0.0926279	0.034076	0.0408624	0.0799313	0.360672	0.710437	1.08019	1.8487	5	7.206243
27000	-1252.044	-1246.308	-5.736275	2	1.923593	0.134931	0.182147	0.00181004	0.0880673	0.00790356	0.0246686	0.00648448	0.00487029	0.086483	0.030869	0.0250943	0.0464845	0.0921823	0.000161738	0.0525651	0.0292338	0.0193296	0.259842	0.170927	0.0781463	0.0770784	0.0258585	0.0645217	0.0424806	0.213191	0.00202551	0.0152935	0.012581	0.0799119	0.0308657	0.0469846	0.0197374	0.00356615	0.0271182	0.0279988	0.0330006	0.0137613	0.00694289	0.115008	0.00819287	0.127977	0.0526848	0.0430552	0.102062	0.0898354	0.000690678	0.0466307	0.26143	0.377349	0.0320871	0.00689599	0.334185	0.0618611	0.0606739	0.032664	0.0229199	0.223376	0.0476782	0.0791959	0.017853	0.00225971	0.302803	0.111318	0.0903572	0.0866282	0.51253	0.0895554	0.0722759	0.08048	0.294114	0.0155296	0.048063	0.0129105	0.0372439	0.130329	0.0599799	0.0465146	0.000958502	0.00233089	0.119948	0.013598	0.000222367	0.228445	0.0317221	0.0592259	0.0168494	0.0183956	0.044104	0.0816481	0.047797	0.118625	0.28398	0.646635	1.06795	2.00143	4	7.006188
28000	-1233.176	-1238.679	5.503478	2	1.30964	0.0785629	0.203422	0.0226907	0.186409	0.0273049	0.0649023	0.0570979	0.044097	0.0169672	0.00461162	0.00512848	0.000814664	0.0848721	0.0168864	0.0144778	0.0997646	0.0308546	0.0954975	0.174635	0.0321596	0.0779997	0.0334393	0.0072038	0.0287436	0.112216	0.00853766	0.00143106	0.0246238	0.0776417	0.0513721	0.0902275	0.00207207	0.0235385	0.0250051	0.00139423	0.0865939	0.0390175	0.00722539	0.0641631	0.0540688	0.0420567	0.00888204	0.0119586	0.0888166	0.0249645	0.0221172	0.0552849	0.107921	0.0252854	0.00817615	0.0768665	0.0115389	0.306797	0.0227782	0.0144198	0.0299826	0.0403528	0.0395855	0.0409064	0.0421178	0.334787	0.299107	0.130098	0.0837899	0.00030516	0.404371	0.0134169	0.0811525	0.0195455	0.0332697	0.0185087	0.053649	0.119697	0.0513002	0.0146841	0.217393	0.0527396	0.0548712	0.0127234	0.00638218	0.0851543	0.00996576	0.17612	0.0139344	0.0816659	0.0169045	0.164499	0.0109263	0.145181	0.0457269	0.0600913	0.194363	0.553466	1.03697	2.2152	4	5.910441
29000	-1233.397	-1230.481	-2.916341	10	1.372962	0.177741	0.20468	0.00472549	0.154626	0.0447086	0.0501579	0.0323164	0.00267897	0.0609483	0.0220118	0.0192845	0.0142207	0.0331358	0.00808959	0.0385106	0.0595108	0.0791032	0.0826078	0.174049	0.0166445	0.0807075	0.0138985	0.0551555	0.181621	0.0888832	0.0105551	0.00954451	0.0191132	0.0568751	0.0113347	0.0313908	0.0526455	0.00342357	0.0200697	0.0143804	0.119625	0.0746845	0.00920495	0.0860747	0.107725	0.0842815	0.0437711	0.11427	0.086799	0.112496	0.00936705	0.156936	0.136084	0.0875196	0.00261898	0.0121775	0.116181	0.00122253	0.13714	0.00866202	0.142122	0.191625	0.0402916	0.122427	0.0467327	0.0652272	0.184768	0.0714568	0.109717	0.0741922	0.545494	0.00907965	0.0579723	0.179103	0.0107767	0.0693299	0.0213674	0.0567814	0.279897	0.0319229	0.0212748	0.0165102	0.0442665	0.15202	0.00392778	0.00838849	0.1553	0.0587395	0.0827959	0.0417058	0.0573271	0.0320642	0.665579	0.0135384	0.206796	0.41861	0.205014	0.565948	1.042	2.18704	5	7.725316
30000	-1240.161	-1242.217	2.055672	10	1.847841	0.0152889	0.189603	0.0194301	0.0883177	0.020282	0.0245051	0.014516	0.0431345	0.0155063	0.102517	0.0178411	0.02631	0.0636896	0.00581008	0.103181	0.0212236	0.0981155	0.159765	0.0203531	0.0590653	0.276433	0.0888441	0.00963646	0.029171	0.0946437	0.00847719	0.0367995	0.0263235	0.130689	0.111276	0.0117111	0.0464304	0.0030266	0.252044	0.0403666	0.02601	0.0367649	0.0260036	0.0786112	0.0712639	0.00886345	0.138354	0.0171693	0.150054	0.0935997	0.0149477	0.106719	0.0681272	0.0658625	0.12154	0.000755709	0.0576897	0.0248529	0.0721734	0.00728286	0.223012	0.0162389	0.0102336	0.0670535	0.0482046	0.0526894	0.260064	0.0328319	0.0174905	0.032494	0.622451	0.365966	0.0232269	0.00587003	0.00416956	0.209893	0.00267375	0.0494356	0.125848	0.0365325	0.117831	0.017708	0.00184536	0.109586	0.0222215	0.0288255	0.0213382	0.00291403	0.122635	0.041016	0.0116794	0.0482803	0.377101	0.0802807	0.0888479	0.310707	0.274409	0.637792	1.06567	2.02213	5	7.070167
31000	-1252.766	-1248.639	-4.126878	2	3.500672	0.205188	0.13819	0.0247178	0.048491	0.0344704	0.0110218	0.0402284	0.00602898	0.0117288	0.0222793	0.0102367	0.00486093	0.0763784	0.0156695	0.0441035	0.0259442	0.00191269	0.0997445	0.0532874	0.000949188	0.0980063	0.0172755	0.023519	0.000465673	0.0854177	0.0305232	0.0199188	0.0631687	0.00759992	0.0786464	0.0186141	0.0237473	0.0173481	0.0622075	0.0542154	0.0286628	0.0118357	0.00172235	0.0959893	0.0430169	0.0395738	0.0772631	0.0295602	0.292158	0.288342	0.00519791	0.14113	0.0128721	0.0716506	0.00991716	0.0169923	0.10613	0.0539635	0.0819552	0.0622943	0.0186573	0.162814	0.0162986	0.00977841	0.0553714	0.0570675	0.292612	0.0241453	0.0454998	0.017669	0.763327	0.0430455	0.00503737	0.175911	0.0582335	0.0250756	0.049754	0.00195073	0.0918033	0.0594547	0.0113106	0.019006	0.062212	0.0151474	0.0170536	0.0947861	0.0352809	0.328634	0.199503	0.0936618	0.0989696	0.0850848	0.344052	0.12135	0.0082652	0.238754	0.424634	0.755955	1.08408	1.73534	4	6.69291
32000	-1251.776	-1247.138	-4.63795	2	1.954778	0.190872	0.117528	0.00497287	0.0144306	0.102822	0.0654669	0.021397	0.136553	0.033811	0.00473083	0.0782288	0.00973962	0.0915349	0.00354702	0.0497473	0.0386459	0.0557125	0.00701861	0.104923	0.0210224	0.192894	0.0510182	0.0765758	0.0492953	0.111232	0.000168817	0.0102255	0.00685425	0.0803196	0.0320291	0.0114801	0.0286676	0.0111822	0.0932128	0.0167587	0.11473	0.025916	0.00494849	0.110848	0.0580005	0.12792	0.0106116	0.0046723	0.174253	0.0389769	0.00802635	0.151966	0.106196	0.0958673	0.00222109	0.0513205	0.254263	0.0381934	0.00399913	0.163952	0.064429	0.0134636	0.139612	0.0455175	0.0470818	0.114639	0.116278	0.0224164	0.0673779	0.0319706	0.707053	0.297201	0.0880075	0.0678606	0.381067	0.0246503	0.0136877	0.0480491	0.0615403	0.37985	0.0543295	0.0926504	6.89298e-05	0.0367632	0.0869384	0.0131536	0.0388276	0.000936046	0.0624798	0.231769	0.0592002	0.0334078	0.0262845	0.0351514	0.0667647	0.0596449	0.287816	0.650117	1.06882	1.99325	4	7.101623
33000	-1226.422	-1230.861	4.439228	10	2.227279	0.128263	0.0865129	0.0113409	0.0509526	0.00541442	0.0590878	0.00673981	0.00326129	0.0118494	0.0971338	0.0307565	0.0165546	0.0586058	0.00531065	0.140017	0.0095359	0.1792	0.121152	0.165752	0.0913532	0.269616	0.0392341	0.00580903	0.165758	0.0919593	0.00565702	0.00411487	0.00400939	0.0055067	0.0302982	0.0148805	0.0270493	0.00334694	0.0430306	0.009646	0.18609	0.0322657	0.00108058	0.101707	0.0348395	0.0308033	0.0394252	0.0159127	0.0406408	0.0759407	0.0121993	0.207125	0.0885385	0.161275	0.109491	0.023326	0.00517978	0.0546589	0.0787866	0.0905128	0.0268623	0.0844047	0.084969	0.251096	0.0252282	0.0438114	0.0445136	0.142654	0.0732592	0.0522488	0.347497	0.098213	0.0220238	0.122268	0.377687	0.0104965	0.0263916	0.27504	0.282725	0.0750387	0.0395507	0.00782692	0.0452803	0.0848659	0.0671263	0.0328779	0.145304	0.0197477	0.0257796	0.183212	0.00417093	0.109645	0.00545708	0.0358362	0.0165281	0.0301677	0.318975	0.677193	1.07476	1.92907	5	6.708313
34000	-1254.395	-1238.202	-16.19306	1	2.347687	0.0725449	0.242384	0.0139016	0.0672802	0.0385688	0.000339562	0.0199944	0.00444313	0.0137153	0.0192204	0.0799513	0.0119115	0.140867	0.0913297	0.0511324	0.0281895	0.0580944	0.188948	0.16063	0.0820573	0.107708	0.0513788	0.00676431	0.328858	0.153097	0.00736533	0.0141397	0.0148954	0.0674853	0.104591	0.0758229	0.0738372	0.0190051	0.0870127	0.0309198	0.0898896	0.021513	0.0509833	0.0929609	0.0263577	0.0270618	0.0112032	0.0427681	0.0842469	0.136397	0.00349779	0.133533	0.0164243	0.0405797	0.0542785	0.346959	0.0160026	0.106073	0.00207545	0.0209787	0.149375	0.0718187	0.0343447	0.0243001	0.144888	0.0328723	0.0020332	0.133446	0.159097	0.0224032	0.61017	0.236115	0.010395	0.0333094	0.216657	0.0318566	0.120744	0.0800446	0.58485	0.0128748	0.0536182	0.0553671	0.237544	0.0406098	0.0290616	0.00497661	0.122514	0.0936025	0.0546209	0.244705	0.0494241	0.0855717	0.0142361	0.0291934	0.0574344	0.0699861	0.331523	0.687534	1.07667	1.90427	3	7.806225
35000	-1245.489	-1246.69	1.200639	10	1.982534	0.2181	0.0610281	0.0386804	0.103838	0.0241474	0.0121921	0.0288996	0.0173746	0.0010638	0.0142635	0.0297441	0.00238817	0.0924761	0.0127664	0.0938478	0.0532708	0.106213	0.215121	0.147428	0.0225215	0.0537845	0.0779963	0.0129785	0.0409001	0.0746074	0.00475542	0.0273427	0.00546715	0.0844942	0.0169744	0.0903176	0.0260333	0.0331498	0.108736	0.0163815	0.110633	0.0488667	0.0351599	0.148067	0.0652424	0.0456912	0.065166	0.154969	0.097621	0.0456272	0.0161778	0.116963	0.1062	0.105785	0.0633168	0.00468555	0.0528478	0.39853	0.00188143	0.00417934	0.0167628	0.0307236	0.0220607	0.0171498	0.147826	0.0153927	0.223735	0.0833361	0.0322142	0.141311	1.1432	0.0833838	0.0556237	0.014215	0.0670475	0.0199853	0.240003	0.0650395	0.103289	0.145505	0.0418679	0.0510404	0.0739273	0.0185292	0.0949573	0.0729803	0.0566441	0.02962	0.00993292	0.145079	0.0940027	0.163304	0.01182	0.00116161	0.0789479	0.0775264	0.291181	0.653143	1.06955	1.98613	5	7.346037
36000	-1247.561	-1246.688	-0.8730417	10	3.21153	0.224786	0.129049	0.00177556	0.0849083	0.0438883	0.0261369	0.00200779	0.0181329	0.0263921	0.025738	0.0613266	0.0136578	0.0267044	0.00822338	0.0225667	0.0194581	0.0112297	0.198929	0.310409	0.0222914	0.0863519	0.0239526	0.0671164	0.254333	0.045649	0.0153827	0.013977	0.117505	0.0901214	0.12886	0.0212929	0.0120958	0.00120135	0.0655263	0.0174186	0.0751102	0.000385465	0.016773	0.0410066	0.0963167	0.0795135	0.00750345	0.16577	0.159025	0.162131	0.0630563	0.0574133	0.0359285	0.0228439	0.0693473	0.101363	0.0182018	0.309511	0.0333727	0.0666336	0.0460154	8.30217e-06	0.0633646	0.0103329	0.031135	0.00924062	0.222684	0.124722	0.110976	0.229885	0.452549	0.0117893	0.113867	0.0887692	0.047489	0.0597674	0.0124203	0.0518898	0.0576259	0.163414	0.05075	0.121734	0.0774125	0.00237969	0.011099	0.0218324	0.0286804	0.109566	0.0244874	0.111951	0.209285	0.266204	0.0311275	0.0483511	0.0550186	0.0597287	0.404992	0.742606	1.08338	1.76902	5	6.957156
37000	-1216.517	-1228.671	12.15438	10	3.244998	0.152653	0.0954381	0.000417114	0.0222714	0.015801	0.0242484	0.0129066	0.0302238	0.00547176	0.0469398	0.0277052	0.00250476	0.0367871	0.00268674	0.0713552	0.0476581	0.0328204	0.0696162	0.239083	0.0724788	0.0487987	0.018442	0.0281571	0.0855494	0.0937317	0.00844721	0.00774791	0.0259169	0.0291148	0.100391	0.0886236	0.0520294	0.0213084	0.0598976	0.0117005	0.0971122	0.0219812	0.0136804	0.0526885	0.0533763	0.0201095	0.0161887	0.115992	0.0351013	0.0415729	0.00998126	0.099326	0.06806	0.0140271	0.0318413	0.056536	0.129832	0.109897	0.0694988	8.11314e-05	0.0574913	0.0483375	0.022601	0.100403	0.498798	0.0807591	0.191276	0.0133234	0.00591647	0.0395625	0.137328	0.0117128	0.874659	0.00722393	0.0493881	0.0416014	0.0477693	0.0532079	0.179485	0.025234	0.0199756	0.0890435	0.0615051	0.0116796	0.0233134	0.025096	0.0363231	0.184105	0.00892421	0.130178	0.021868	0.0343668	0.00365975	0.205272	0.0271463	0.0610277	0.40737	0.74425	1.08348	1.7649	5	6.175368
38000	-1240.714	-1235.575	-5.138747	10	1.077565	0.129176	0.124714	0.00233025	0.0496264	0.023922	0.0686165	0.0137041	0.00622924	0.0350256	0.05616	0.0053847	0.00342261	0.0794141	0.0250473	0.0841138	0.0652229	0.0325596	0.0572039	0.191473	0.0249115	0.0983953	0.100424	0.00302927	0.0724635	0.0985868	0.00414117	0.0110931	0.0118035	0.0129563	0.0650758	0.00658462	0.0163766	0.00464598	0.0400873	0.042771	0.0632204	0.0109149	0.019004	0.0728751	0.105234	0.00290621	0.0634741	0.0450916	0.0311695	0.205781	0.0287852	0.029349	0.00017835	0.0766922	0.0157873	0.227719	0.0110482	0.0383216	0.686296	0.137862	0.0693786	0.508579	0.10825	0.132348	0.133987	0.0128038	0.331686	0.106193	0.00966993	0.00390608	1.06522	0.266407	0.300443	0.153323	0.0307294	0.0483647	0.0623596	0.0441264	0.0810402	0.0836625	0.0202998	0.0862386	0.056466	0.128987	0.0653013	0.00145962	0.15317	0.0430842	0.00120479	0.0564178	0.022487	0.0600453	0.0149724	0.0242504	0.0759268	0.01123	0.152165	0.498886	1.01175	2.3372	5	7.912423
39000	-1257.992	-1241.877	-16.11569	1	1.517332	0.10933	0.196066	0.0181054	0.161638	0.0271667	0.0564729	0.00530938	0.0260485	0.00627777	0.0767167	0.0309284	0.00325226	0.0729773	0.0239975	0.0266616	0.0129866	0.025376	0.120016	0.205076	0.0438206	0.139435	0.0643628	0.107586	0.0493323	0.0995747	0.0164121	0.0237574	0.00707515	0.0399781	0.0523625	0.00780401	0.0156213	0.0043262	0.213394	0.0760141	0.019448	0.0175271	0.0101295	0.0966226	0.0611355	0.125468	0.0911224	0.0243388	0.134634	0.0390252	0.00225798	0.262545	0.0162137	0.542311	0.0918282	0.0214536	0.055968	0.000753753	0.0410355	0.0517037	0.097375	0.0646974	0.037493	0.0931101	0.238962	0.0345428	0.0473611	0.0875425	0.0549052	0.189961	0.781421	0.0379858	0.00265147	0.0306789	0.0514531	0.0303415	0.00552375	0.149255	0.261622	0.0404126	0.0980568	0.106133	0.0020169	0.0483666	0.26769	0.105016	0.0260262	0.0740244	0.013829	0.216014	0.0935122	0.313271	0.0267777	0.0164126	0.0683089	0.197996	0.227988	0.591416	1.05142	2.12917	3	7.881524
40000	-1248.483	-1243.046	-5.436532	10	1.039859	0.146783	0.142325	0.00813506	0.0975981	0.0695195	0.00567229	0.0553147	0.00919806	0.0200236	0.0825448	0.00535173	0.0316638	0.127938	0.0170376	0.0153681	0.0756176	0.200445	0.230006	0.187462	0.0239933	0.154904	0.0700074	0.00209432	0.00947784	0.0882715	0.0319579	0.0101813	0.0336758	0.0833696	0.037944	0.0218884	0.042168	0.0177577	0.000240172	0.0665926	0.0803819	0.0437547	0.00273367	0.162021	0.0859143	0.0574655	0.184525	0.0934375	0.0652498	0.0175488	0.0107964	0.235895	0.0260567	0.679162	0.01117	0.0569787	0.0335823	0.110458	0.014899	0.0211123	0.555656	0.0671425	0.230774	0.0191796	0.040625	0.0250281	0.129617	0.0107418	0.0560465	0.227158	0.590127	0.0246299	0.0503953	0.0432476	0.0110723	0.043912	0.0865294	0.0903938	0.0895638	0.0662833	0.0182126	0.034271	0.00879645	0.106803	0.0512122	0.00317896	0.0257579	0.0443802	0.160034	0.185326	0.0081317	0.368153	0.0504466	0.0699606	0.0594638	0.19	0.144838	0.488413	1.0063	2.36045	5	8.05792
41000	-1222.69	-1232.235	9.544965	2	1.374414	0.176728	0.155225	0.0167717	0.189354	0.0135527	0.0169063	0.0144942	0.0138328	0.018931	0.00123782	0.00259408	0.0100357	0.0456324	0.00662746	0.0391076	0.0270635	0.0642145	0.142393	0.113772	0.0486605	0.207479	0.0709279	0.0236142	0.0350684	0.0974905	0.029503	0.006616	0.0110339	0.0308196	0.016624	0.0238736	0.00761739	0.0241484	0.0553056	0.0217019	0.0295798	0.0106176	0.0019112	0.0795662	0.134367	0.0621643	0.00841918	0.0595782	0.0252151	0.0439471	0.00474443	0.139234	0.00398162	0.105438	0.015429	0.0165932	0.00351834	0.0606874	0.0369001	0.0247383	0.0120973	0.0937078	0.126302	0.0597107	0.035637	0.030376	0.197472	0.0218909	0.0532203	0.0567946	0.727176	0.0570946	0.0123703	0.155275	0.0394036	0.0700473	0.0304246	0.0257991	0.131593	0.00565054	0.0490208	0.232356	0.00745096	0.0210168	0.0047366	0.0595242	0.0855382	0.0104594	0.0870604	0.0129365	0.0810812	0.12108	0.249208	0.00568057	0.0347956	0.0198856	0.205254	0.566224	1.04211	2.18641	4	5.669463
42000	-1251.574	-1250.049	-1.524176	2	1.897228	0.100275	0.075653	0.0244383	0.04926	0.000158962	0.0726504	0.0610259	0.00654579	0.0364914	0.000137234	0.0391382	0.0152897	0.102729	0.0174917	0.0473366	0.0168151	0.156469	0.0745519	0.080219	0.0528989	0.0630126	0.0565295	0.0419342	0.164235	0.0838252	0.00480547	0.0154292	0.0254826	0.000360097	0.0480727	0.0176477	0.0134496	0.00730706	0.0787915	0.0262897	0.0408433	0.0136612	0.0478543	0.072427	0.049296	0.0988883	0.0870888	0.036813	0.157048	0.122147	0.0600935	0.208833	0.0128324	0.239121	0.00434036	0.263227	0.211981	0.0786351	0.0612829	0.00779874	0.0115683	0.0683308	0.00105738	0.0152732	0.0782233	0.0233447	0.0950299	0.038128	0.0546274	0.0363293	0.401193	0.205393	0.0426054	0.0144432	0.376538	0.00161411	0.00206357	0.0495265	0.032643	0.0911109	0.0479693	0.00969785	0.0398432	0.0738807	0.231457	0.0274935	0.0413258	0.00388774	0.0555713	0.0263104	0.013408	0.0757587	0.0460609	0.0387857	0.0548261	0.332639	0.28069	0.64362	1.06719	2.0085	4	6.308917
