Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
783000	-365.3085	-383.3767	18.06821	2	0.2882103	0.0347446	0.0380375	0.0637363	0.0746576	0.0298196	0.305339	0.0190014	0.0185088	0.159151	0.00727152	0.0821132	0.0892532	0.0123292	0.0386839	0.0331976	0.0154759	0.00883006	0.103468	0.108061	0.0121881	0.26635	0.0989424	0.191292	0.0509342	0.107449	0.180913	0.0240347	0.205443	0.0804823	0.567156	0.0941647	0.041157	0.136081	0.101742	0.0126205	0.0057371	0.0473369	0.0406867	0.0485684	0.188305	0.0741387	0.138595	0.215079	0.668743	0.137548	0.358365	0.00614601	0.0922132	0.0970896	0.0276275	0.0503344	0.337262	0.096802	0.20533	0.1	0.131176	0.0371946	0.131521	0.154068	0.0307594	0.125868	0.142531	0.0269414	0.0645921	0.0944425	0.0580296	0.136396	0.13192	0.119265	0.200159	0.154753	0.317948	0.0459108	0.00438779	0.0953608	0.575462	3.32479	4	8.452015
784000	-390.9734	-413.5195	22.54612	2	4.023105e-05	0.143347	0.0624867	0.00614885	0.0128904	0.124489	0.0775448	0.42589	0.412253	0.0225435	0.0401234	0.00758095	0.0494411	0.0858987	0.00285329	0.0502392	0.040169	0.0809974	0.113892	0.160433	0.232682	0.168355	0.0999832	0.158617	0.0505367	0.0547772	0.0844598	0.0158853	0.000547138	0.0643574	0.128274	0.151515	0.0898916	0.042699	0.139139	0.0187994	0.0341237	0.163638	0.0801279	0.00784443	0.115523	0.0375175	0.0236327	0.253354	0.0574767	0.0975514	0.408448	0.104641	0.31085	0.042205	0.00319904	0.549753	0.0974972	0.00129992	0.0457897	0.143329	0.0903058	0.0143751	0.0500359	0.0460561	0.022169	0.0777125	0.019751	0.199079	0.0662019	0.10825	0.0468558	0.155507	0.0184142	0.11913	0.0841956	0.129163	0.107215	0.176534	0	0	0	4	4	7.528491
785000	-388.3852	-416.2663	27.88107	2	0.02924507	0.0229251	0.022833	0.0480781	0.254483	0.0513758	0.0982254	0.0123712	0.240957	0.0848038	0.0460672	0.000784452	0.0595891	0.011376	0.0591745	0.0172546	0.00385181	0.175409	0.0246969	0.05672	0.0111836	0.254523	0.0155437	0.038262	0.12233	0.0967675	0.191514	0.0637369	0.207555	0.129198	0.0138901	0.447923	0.0428811	0.090152	0.00717613	0.0552747	0.0892749	0.107224	0.0151829	0.00155711	0.235585	0.155205	0.0266129	0.0644182	0.0394661	0.0509675	0.129133	0.028213	0.41557	0.108912	0.0450653	0.229718	0.0273792	0.0808572	0.236756	0.121457	0.21212	0.0989246	0.0318908	0.0422062	0.0239848	0.0470193	0.0127362	0.095387	0.218939	0.115551	0.378484	0.166725	0.103208	0.0761959	0.0126634	0.0914747	0.0206703	0.00417738	1.44671e-21	5.68552e-11	8.95565e-05	3.99991	4	7.039799
786000	-368.0351	-400.405	32.36993	2	0.04984235	0.173488	0.110315	0.130827	0.14016	0.282345	0.0693254	0.114568	0.0258611	0.0945494	0.0100224	0.0671768	0.0105601	0.0663056	0.00546913	0.0492033	0.094297	0.135339	0.193932	0.0416604	0.0131281	0.0374346	0.0740888	0.0675464	0.0863742	0.0531093	0.0165644	0.0015594	0.0139835	0.164196	0.0195296	0.300467	0.0273497	0.113249	0.0289108	0.166693	0.117212	0.0996113	0.0957369	0.0118307	0.0595098	0.159521	0.140576	0.104781	0.00492338	0.00520255	0.175964	0.0331636	0.0676467	0.0704945	0.109858	0.382397	0.0898014	0.233215	0.0612216	0.00487962	0.0299202	0.00824809	0.0236979	0.219765	0.0226069	0.0631053	0.0332291	0.166481	0.0411045	0.0476124	0.0539091	0.173363	0.0212029	0.0288611	0.107444	0.0296932	0.0634083	0.403538	4.63759e-13	1.01617e-06	0.00520383	3.9948	4	6.564326
787000	-378.5626	-409.0057	30.44315	1	0.05234959	0.021453	0.202286	0.235578	0.105521	0.031452	0.182386	0.159885	0.00821905	0.0215593	0.0356533	0.13391	0.0868104	0.0381085	0.0557776	0.0567878	0.00685649	0.05936	0.0133492	0.0509996	0.00718781	0.0975446	0.0429753	0.0632469	0.00642861	0.0227911	0.126749	0.0665237	0.0166881	0.0627194	0.0445933	0.0995321	0.0165237	0.00728311	0.0144388	0.130703	0.0246579	0.106308	0.0874328	0.0994133	0.185344	0.0428818	0.0518605	0.090107	0.0227832	0.23022	0.151205	0.294716	0.106048	0.176175	0.0418027	0.0173901	0.23811	0.0698875	0.00916382	0.0341145	0.0601009	0.0803101	0.0251852	0.0391896	0.00452064	0.142541	0.0754952	0.0553271	0.118101	0.0975952	0.0961628	0.00434885	0.153043	0.340107	0.330845	0.0533314	0.0758464	0.115025	1.75646e-12	1.97719e-06	0.00685929	3.99314	3	6.278576
788000	-383.7565	-398.4372	14.68062	1	0.04691358	0.0540625	0.0312665	0.087124	0.00867912	0.0797609	0.0284317	0.0992372	0.108293	0.247898	0.0505244	0.0566792	0.0518054	0.0190654	0.0545151	0.0392194	0.00235914	0.0701233	0.242	0.100169	0.145926	0.0312593	0.0518799	0.143053	0.0156269	0.0977204	0.20105	0.1374	0.0540252	0.0789773	0.00414107	0.0548097	0.03106	0.0749503	0.207449	0.0977994	0.228824	0.000626128	0.0943655	0.0827708	0.159353	0.0224277	0.0953137	0.0596415	0.0044087	0.114193	0.0794579	0.00121632	0.259198	0.0460454	0.0131169	0.0503159	0.0789037	0.197569	0.000903274	0.111429	0.12138	1.31543	0.0433493	0.0700283	0.298017	0.0589817	0.0581006	0.0431618	0.461226	0.0501896	0.0588231	0.109204	0.0470568	0.306665	0.0788619	0.0318887	0.106591	0.0379959	8.17352e-14	4.26708e-07	0.00363049	3.99637	3	7.855372
789000	-358.1121	-384.0804	25.9683	2	0.2004908	0.445387	0.0367339	0.204507	0.0320301	0.141117	0.0123883	0.0132277	0.0726797	0.134033	0.180936	0.00802261	0.426227	0.157103	0.00865144	0.132186	0.00874364	0.0261214	0.0948642	0.0665053	0.0972218	0.0447252	0.00141633	0.245061	0.231653	0.138612	0.142269	0.0833643	0.0565353	0.0890541	0.0208977	0.545426	0.0335533	0.0949023	0.0498877	0.122155	0.0167889	0.0808657	0.000198065	0.0503961	0.113494	0.0704197	0.0329707	0.0370186	0.0937686	0.0127159	0.348237	0.158498	0.0998083	0.0122066	0.0425164	0.0303059	0.112096	0.0755151	0.156136	0.14186	0.10245	0.000638025	0.0163001	0.10959	0.0626068	0.0147465	0.0657976	0.0563171	0.0650779	0.198532	0.119588	0.0301795	0.0101891	0.217614	0.0766203	0.0199245	0.065758	0.207873	0.000540254	0.0340591	0.384938	3.58046	4	7.323817
790000	-380.9328	-400.3331	19.40022	2	0.1315137	0.334851	0.00677264	0.149882	0.0998437	0.38872	0.13349	0.0043804	0.0907097	0.83172	0.0474156	0.289627	0.0623053	0.0536009	0.13208	0.106004	0.0431194	0.111555	0.090119	0.0407115	0.00965217	0.00896515	0.0641148	0.0916145	0.0644377	0.023398	0.21837	0.0978407	0.145547	0.00260157	0.0733692	0.338242	0.0585362	0.126445	0.0156553	0.0307124	0.0936937	0.471604	0.0423708	0.0196221	0.0919011	0.0142494	0.0162027	0.121662	0.0212334	0.0118743	0.146018	0.000102737	0.12791	0.0398661	0.0293809	0.141006	0.0661889	0.339186	0.243422	0.000587028	0.0929092	0.0171859	0.207331	0.0386712	0.308538	0.076523	0.226652	0.0262746	0.17919	0.18118	0.00044437	0.0312308	0.0396573	0.0119651	0.103158	0.0619721	0.130043	0.167401	1.45193e-05	0.00564248	0.185658	3.80869	4	8.324818
791000	-358.6742	-380.9307	22.25655	2	0.1990969	0.182306	0.0542502	0.0417421	0.0821993	0.303679	0.0615638	0.0230618	0.0853996	0.00542799	0.0459001	0.374882	0.163007	0.0952654	0.0381659	0.01148	0.00533754	0.00149686	0.116789	0.0622499	0.0528217	0.305297	0.0457418	0.288661	0.0193033	0.100523	0.0314549	0.0903517	0.230831	0.00110247	0.016804	0.121155	0.0274623	0.218352	0.108937	0.140218	0.0326649	0.0389077	0.0550029	0.133436	0.209128	0.0824996	0.0276866	0.324567	0.200049	0.0407738	0.0441108	0.029231	0.0341462	0.109027	0.181739	0.0488518	0.038668	0.228968	0.0166798	0.0022449	0.305856	0.176013	0.0685596	0.115033	0.0130695	0.0745588	0.371007	0.0143008	0.00290588	0.0169675	0.00679051	0.255342	0.0176032	0.0108888	0.184931	0.101333	0.036446	0.240041	0.00051482	0.0332561	0.381297	3.58493	4	7.443247
792000	-387.5249	-422.1285	34.60358	2	0.06886431	0.0574196	0.0605271	0.168163	0.0674082	0.237136	0.0620262	0.0660303	0.14354	0.0859194	0.197068	0.0501251	0.105519	0.0117252	0.0273644	0.0160731	0.00570187	0.0774178	0.249302	0.112535	0.015208	0.0376363	0.102854	0.255932	0.00458789	0.070259	0.0317932	0.150796	0.0657869	0.104471	0.183404	0.448137	0.0583779	0.0122413	0.0861031	0.0279312	0.20452	0.0219457	0.0573258	0.0208914	0.00329695	0.645979	0.027742	0.0144372	0.0402415	0.189424	0.11256	0.0836555	0.00534354	0.0581135	0.0912919	0.0862985	0.0421645	0.0211823	0.0456243	0.0106929	0.0614759	0.0344332	0.100998	0.00664517	0.0321575	0.0452688	0.177043	0.0313382	0.0462007	0.0167259	0.0597446	0.0950654	0.120037	0.115281	0.0316057	0.12503	0.212299	0.0264151	1.00347e-09	4.71934e-05	0.0255959	3.97436	4	6.577015
793000	-376.0805	-402.49	26.40946	2	0.005694876	0.0679268	0.0196921	0.0767809	0.158123	0.501842	0.115867	0.0264726	0.0216086	0.0395191	0.1574	0.0662453	0.138879	0.2274	0.0189647	0.0546218	0.0256752	0.105049	0.0649609	0.0610161	0.0194575	0.00304957	0.0331656	0.179951	0.00294884	0.0398772	0.0132747	0.0100957	0.0923711	0.0417278	0.0614186	0.175939	0.0198917	0.0155689	0.0779488	0.0526516	0.0466785	0.237905	0.125605	0.0380168	0.0472283	0.0351631	0.0151164	0.119032	0.0281818	0.350328	0.459832	0.0488557	0.169379	0.145176	0.0980218	0.00125798	0.0162132	0.0280727	0.128407	0.0465115	0.0587155	0.0431671	0.156946	0.0297322	0.0294238	0.066289	0.0764772	0.263074	0.156924	0.0891339	0.0617706	0.0735305	0.295339	0.11784	0.00749787	0.161474	0.269898	0.346477	1.06975e-106	1.54921e-53	1.93733e-22	4	4	7.276073
794000	-388.3992	-409.9688	21.56964	1	0.05025712	0.109747	0.152701	0.198015	0.0956217	0.0603178	0.0366374	0.230866	0.058276	0.0350788	0.0641435	0.0644329	0.00833357	0.00732874	0.0438385	0.0156785	0.0155046	0.0106737	0.0182707	0.141897	0.0637162	0.125154	0.0892109	0.0428827	0.166564	0.0995196	0.153753	0.255248	0.0321886	0.0933109	0.023533	0.149029	0.0920859	0.229521	0.282589	0.0768514	0.0641161	0.106291	0.0340522	0.0100154	0.138934	0.0810655	0.0947626	0.110134	0.164764	0.315679	0.00373318	0.1454	0.140929	0.0151827	0.0385617	0.0735242	0.0557118	0.0156206	0.302171	0.0588096	0.177284	0.1823	0.040451	0.124742	0.169473	0.121782	0.0139187	0.0535358	0.0794822	0.159036	0.0152181	0.0932226	0.259281	0.0915757	0.0421223	0.18459	0.00683776	0.0393051	5.83383e-13	1.13968e-06	0.0054575	3.99454	3	7.166136
795000	-390.6815	-410.1021	19.42062	1	0.02589689	0.0634051	0.0899964	0.0152239	0.2246	0.236738	0.0293954	0.410714	0.0664009	0.100327	0.391811	0.0819003	0.0474857	0.138857	0.132797	0.124332	0.0387409	0.0022509	0.0311686	0.0337692	0.0663351	0.0371732	0.0151775	0.122165	0.0466834	0.423743	0.570642	0.15756	0.0536297	0.0413621	0.193195	0.206185	0.0147056	0.0488473	0.236073	0.06359	0.120663	0.105924	0.0109625	0.235714	0.0335907	0.0834642	0.0111576	0.00410506	0.0585933	0.0381938	0.135916	9.86431e-05	0.0656388	0.16635	0.164674	0.0129756	0.0443847	0.0748923	0.130006	0.117672	0.122706	0.0554558	0.0620938	0.0173231	0.0573396	0.0563547	0.00496303	0.146991	0.0717546	0.0179303	0.00839965	0.0219128	0.0925949	0.0700219	0.196027	0.097031	0.0954218	0.0171969	3.15498e-24	2.65585e-12	2.51191e-05	3.99997	3	7.383474
796000	-392.7504	-422.4126	29.6622	1	0.02041421	0.229253	0.0816922	0.302988	0.0781724	0.076865	0.0620011	0.00469087	0.159284	0.0229675	0.232422	0.163575	0.400686	0.0427593	0.0226517	0.0322316	0.0154178	0.0627553	0.000951951	0.0553457	0.207142	0.404174	0.262948	0.0319459	0.0465165	0.0462714	0.190728	0.00751196	0.0477872	0.0101285	0.037302	0.152759	0.0821419	0.168709	0.0349583	0.0913568	0.0709612	0.00698594	0.00742911	0.046853	0.00996282	0.00166532	0.00084685	0.0084672	0.193777	0.0282068	0.0426946	0.0184213	0.0242874	0.392434	0.0798023	0.0502274	0.158005	0.00886169	0.0289701	0.00597245	0.0958552	0.067201	0.0262406	0.158848	0.0211503	0.0385611	0.0291058	0.00984751	0.0734986	0.105811	0.00861857	0.163324	0.0485932	0.00318215	0.100844	0.0629511	0.0979148	0.194397	1.80119e-30	2.00766e-15	1.27262e-06	4	3	6.359864
797000	-393.9636	-404.1971	10.23356	1	0.3426562	0.247723	0.16875	0.116368	0.0164774	0.0738783	0.00771624	0.0107447	0.159147	0.00388142	0.0365594	0.214186	0.193746	0.31144	0.0852146	0.0524088	0.113539	0.044173	0.246879	0.0736999	0.00699231	0.0668022	0.0720671	0.0518764	0.003864	0.159506	0.243411	0.00627004	0.0305489	0.196176	0.0613722	0.112209	0.0254622	0.0293322	0.0483328	0.00646173	0.204782	0.0534745	0.131904	0.0565103	0.0820093	0.258794	0.135343	0.368285	0.0301464	0.0913927	0.192014	0.0815894	0.0231705	0.0190665	0.0378386	0.0636613	0.0172501	0.0195231	0.0298257	0.157959	0.264648	0.121938	0.238931	0.388173	0.067876	0.0633244	0.0526035	0.0396547	0.226257	0.275968	0.166606	0.00765837	0.229502	0.159289	0.235568	0.113698	0.182719	0.0843352	0.00938362	0.137835	0.660954	3.19183	3	8.270504
798000	-416.0509	-419.6803	3.629349	1	0.2830127	0.058171	0.249788	0.112631	0.450331	0.129264	0.0742628	0.165036	0.0364322	0.126504	0.078933	0.213831	0.180535	0.0595503	0.0381012	0.00341859	0.00876652	0.132547	0.131327	0.0928892	0.0101432	0.103509	0.0367469	0.144933	4.09599e-05	0.228489	0.158691	0.200875	0.0378175	0.117442	0.120712	0.357865	0.0128326	0.174777	0.0345072	0.446321	0.0188994	0.418016	0.0523839	0.0469337	0.0984849	0.0100074	0.0368608	0.157804	0.174454	0.0940672	0.14908	0.0296029	0.219444	0.334886	0.272267	0.04161	0.0700052	0.191289	0.0938552	0.0209194	0.0997027	0.323133	0.0436218	0.0610162	0.0124414	0.0178565	0.0947126	0.230969	0.24973	0.0974161	0.0073808	0.0531291	0.0385523	0.0445236	0.155322	0.255702	0.0146704	0.07812	0.00401873	0.0913636	0.56614	3.33848	3	8.936889
799000	-383.7766	-413.9963	30.2197	2	0.005179013	0.193158	0.0679771	0.314309	0.279217	0.0906332	0.00374653	0.0231585	0.254808	0.00646929	0.00149142	0.00994038	0.0345643	0.130544	0.0040474	0.0350366	0.0314109	0.0587809	0.0355317	0.134647	0.0291916	0.0953162	0.000483469	0.00746781	0.119176	0.191979	0.0374583	0.171444	0.263554	0.0741948	0.447067	0.0568237	0.0544105	0.0286163	0.164972	0.210709	0.0357466	0.135525	0.0228665	0.107293	0.0149533	0.134345	0.0429676	0.0530068	0.160148	0.013551	0.433032	0.355758	0.160939	0.0741617	0.0845185	0.127944	0.055015	0.0712737	0.0998516	0.0031475	0.0678789	0.000192327	0.00458188	0.0215354	0.0230128	0.0359363	0.0392116	0.283026	0.00841934	0.132205	0.203777	0.182256	0.0659752	0.0101616	0.0508963	0.0516117	0.0636709	0.0605748	3.15475e-117	8.41342e-59	1.26472e-24	4	4	7.1533
800000	-371.167	-400.6656	29.49863	2	0.1481979	0.114305	0.0425571	0.0432364	0.00465185	0.194477	0.0717336	0.178082	0.0357759	0.00306175	0.269758	0.0919902	0.194421	0.0343216	0.0414742	0.00217527	0.056456	0.0452073	0.0213738	0.336276	0.0219987	0.257829	0.183441	0.269349	0.0921782	0.023922	0.0562395	0.00608178	0.546034	0.313934	0.0114227	0.34736	0.0299983	0.143909	0.0717361	0.250653	0.1297	0.0306129	0.0406918	0.0321654	0.132981	0.0603875	0.0352469	0.0904313	0.00836039	0.0722985	0.0389584	0.0894231	0.106846	0.174627	0.0647001	0.0537974	0.0510494	0.0148833	0.0597801	0.00728417	0.00903683	0.0782707	0.0774498	0.0245602	0.00588292	0.0306032	0.174272	0.0909179	0.0893853	0.14332	0.0163037	0.0385606	0.0511217	0.0830791	0.148679	0.215675	0.0183359	0.0459004	4.74492e-05	0.0101785	0.236384	3.75339	4	7.042999
801000	-404.9538	-426.1492	21.19541	1	0.001782782	0.112975	0.0815996	0.0455767	0.0375538	0.0522698	0.0449656	0.0503564	0.0077816	0.0304104	0.202477	0.0944397	0.150402	0.0999793	0.223799	0.00576366	0.034508	0.0717029	0.17584	0.0241595	0.183338	0.346651	0.133162	0.00633012	0.133423	0.0116562	0.275324	0.0330249	0.0803752	0.174563	0.0645193	0.123251	0.144916	0.058596	0.0350903	0.0940228	0.0998229	0.00256816	0.0615929	0.00663981	0.0685732	0.159272	0.250769	0.0296653	0.277288	0.210876	0.0555837	0.233712	0.0210587	0.0768452	0.0307719	0.00495181	0.1323	0.00146904	0.0390511	0.151599	0.0551275	0.0383752	0.509408	0.101837	0.098692	0.146667	0.0179337	0.0415317	0.0231871	0.0409748	0.141866	0.165252	0.102281	0.0353014	0.252762	0.0193761	0.00762269	0.0510001	0	1.57077e-169	1.39804e-70	4	3	7.208406
802000	-357.3749	-387.8313	30.4564	2	0.2107879	0.180123	0.042903	0.0431082	0.226738	0.374265	0.128315	0.00411349	0.0474959	0.26084	0.0943408	0.0646084	0.106474	0.0836264	0.0475951	0.0398571	0.0198441	0.0128734	0.15136	0.018242	0.175207	0.324235	0.083008	0.0550373	0.0350206	0.0884541	0.00239798	0.0941612	0.0284042	0.0474278	0.0926881	0.163234	0.0272396	0.0194305	0.142908	0.337535	0.220652	0.236732	0.0832045	0.105122	0.0461027	0.0247432	0.0129205	0.148775	0.00340255	0.263241	0.0192052	0.121587	0.0346374	0.0019013	0.00391113	0.0196964	0.202551	0.0227022	0.189694	0.00758654	0.0362254	0.442168	0.0714386	0.144871	0.141821	0.0334249	0.0298254	0.101339	0.0584713	0.0295763	0.0192716	0.0308452	0.0512877	0.0667218	0.146964	0.128945	0.0212304	0.000525621	0.000756317	0.0402217	0.411222	3.5478	4	6.986431
803000	-339.5996	-402.8282	63.22864	10	0.4037647	0.381652	0.121856	0.1349	0.164723	0.151557	0.0346279	0.104086	0.0677227	0.0292895	0.169105	0.000322669	0.0877063	0.00744091	0.0899893	0.028502	0.0249768	0.0468819	0.03297	0.188502	0.0048724	0.0112353	0.0753354	0.10259	0.105095	0.024154	0.279695	0.0921814	0.154697	0.111475	0.271236	0.32164	0.0100692	0.168185	0.265609	0.0803933	0.0393423	0.00853505	0.0390855	0.0115914	0.0309379	0.113028	0.0372728	0.0092019	0.0111453	0.0325229	0.0166876	0.108553	0.0209159	0.0610176	0.0263718	0.00277194	0.197552	0.217629	0.00231128	0.222369	0.300077	0.0496107	0.122874	0.0417967	0.0585412	0.0949123	0.207176	0.0122354	0.153178	0.079659	0.184068	0.0285695	0.0918028	0.330929	0.00918079	0.0165203	0.0860664	0.0877988	0.0172613	0.184563	0.735322	3.06285	5	7.109113
804000	-336.7633	-398.4566	61.69334	10	0.2165852	0.133595	0.0664353	0.0338016	0.0938768	0.175878	0.0165412	0.135413	0.21815	0.0696267	0.210184	0.000286141	0.112968	0.0849875	0.0746781	0.0604753	0.038991	0.132927	0.236527	0.0421387	0.104331	0.147066	0.131979	0.20735	0.0509934	0.0218178	0.069542	0.0352054	0.0621101	0.105859	0.265431	0.246467	0.0611557	0.052005	0.147474	0.0801318	0.0225251	0.16806	0.160993	0.0919979	0.0791012	0.102675	0.150356	0.104869	0.0151192	0.0266881	0.129523	0.097562	0.145077	0.0159813	0.0909297	0.0305262	0.0823741	0.0179334	0.280216	0.102644	0.00360495	0.0452808	0.160764	0.121732	0.154715	0.0666273	0.025678	0.0758766	0.0473985	0.0141672	0.0555802	0.120668	0.106874	0.0286396	0.020399	0.0182311	0.00410556	0.113471	0.000901223	0.0438578	0.425544	3.5297	5	6.825362
805000	-354.955	-399.115	44.16005	10	0.366569	0.140555	0.0936529	0.114002	0.0789351	0.0186952	0.103237	0.0748777	0.101309	0.0180756	0.00747221	0.0886467	0.121541	0.39725	0.195117	0.122408	0.0115433	0.0994663	0.0919257	0.171696	0.00270823	0.282336	0.0584217	0.0612188	0.407619	0.353707	0.0253309	0.0235591	0.162267	0.246507	0.116539	0.326781	0.206282	0.0144958	0.206676	0.080041	0.124678	0.563403	0.0292313	0.270955	0.0909663	0.0294426	0.157206	0.0163014	0.0165429	0.0539517	0.122573	0.15399	0.0123942	0.0344906	0.158715	0.0291585	0.0727587	0.0514648	0.118686	0.211582	0.0181156	0.25697	0.0288052	0.0371604	6.04946e-05	0.0160289	0.00441349	0.0341339	0.00616352	0.0461501	0.12192	0.253127	0.24192	0.169515	0.0846908	0.450744	0.042547	0.125382	0.0122016	0.156379	0.692413	3.13901	5	8.881233
806000	-356.8415	-399.6338	42.79226	10	0.866175	0.242466	0.154255	0.39105	0.282597	0.113126	0.0868819	0.0391671	0.0124394	0.0956866	0.0942987	0.110013	0.168267	0.0508589	0.0548741	0.00381315	0.040971	0.0549141	0.0828131	0.360503	0.0531555	0.305959	0.0645284	0.0519854	0.116559	0.106593	0.186049	0.0143362	0.213477	0.0853949	0.0763908	0.411951	0.127083	0.239772	0.0645512	0.15601	0.0202535	0.229816	0.0403329	0.0972501	0.0194663	0.192119	0.0694993	0.0404057	0.241746	0.000909126	0.103752	0.0124185	0.00107002	0.165831	0.113077	0.130904	0.00868612	0.0262452	0.236295	0.0521788	0.0561142	0.131954	0.258405	0.175678	0.0639462	0.0605461	0.0662078	0.0750204	0.0215597	0.0960347	0.152401	0.0448554	0.018454	0.350019	0.337393	0.0506498	0.0603107	0.00296362	0.109542	0.432472	0.97373	2.48426	5	8.537558
807000	-355.1407	-411.5292	56.3885	10	0.3730959	0.141039	0.0181021	0.108182	0.138723	0.0948759	0.0678832	0.00263033	0.0479068	0.0189757	0.0354885	0.0343267	0.419671	0.0187836	0.0375526	0.0551547	0.000755155	0.0149526	0.131847	0.0147222	0.231965	0.226209	0.0748063	0.106685	0.148294	0.331074	0.408792	0.0356257	0.088986	0.0427976	0.19327	0.210596	0.209299	0.186768	0.148053	0.0571125	0.0253933	0.0250803	0.0652685	0.294269	0.01537	0.287289	0.148693	0.0948276	0.0937904	0.0458121	0.0109061	0.0187321	0.0272917	0.00539527	0.174541	0.0383571	0.204151	0.0137926	0.143947	0.258621	0.0016355	0.0500246	0.0297088	0.00337401	0.0806188	0.0787924	0.529427	0.215021	0.0212005	0.0626253	0.000694241	0.101431	0.0219189	0.118702	0.0151688	0.165334	0.0807922	0.119037	0.0130321	0.161391	0.700445	3.12513	5	7.788945
808000	-350.4962	-385.6781	35.18193	10	0.26593	0.240342	0.144044	0.091723	0.231941	0.342051	0.223353	0.0314541	0.075727	0.182582	0.362628	0.0356741	0.0455951	0.249343	0.195847	0.0321585	0.00173652	0.0465749	0.337219	0.021767	0.0220036	0.168148	0.047605	0.335117	0.0532284	0.0641567	0.125113	0.0099166	0.0141192	0.335687	0.0203381	0.314913	0.0738478	0.0593946	0.073065	0.136757	0.00103215	0.0421848	0.0441458	0.00980096	0.0273877	0.177319	0.54002	0.0273825	0.0512434	0.0716894	0.283948	0.0896568	0.155132	0.0879197	0.0304596	0.0635492	0.452407	0.0793878	0.0144154	0.130556	0.0288489	0.0281034	0.308658	0.0208891	0.0469205	0.0351932	0.187872	0.0242584	0.0500261	0.198661	0.144396	0.195321	0.110179	0.092374	0.359141	0.246346	0.0495792	0.0526083	0.00293876	0.0784117	0.533898	3.38475	5	9.304184
809000	-344.4888	-398.2892	53.80039	10	0.3983124	0.235167	0.00934719	0.345912	0.127288	0.297975	0.0202067	0.0263798	0.10954	0.27691	0.0225586	0.0286263	0.112721	0.143863	0.1083	0.129846	0.0101466	0.0313776	0.0451839	0.0307308	0.142233	0.0693471	0.00405884	0.202352	0.349336	0.000897808	0.0931609	0.00259827	0.20021	0.0737923	0.179613	0.839061	0.032645	0.0934892	0.0596232	0.127684	0.0148526	0.445468	0.0104563	0.0791942	0.103794	0.0360817	0.0886281	0.0115591	0.104779	0.0589288	0.0446585	0.00561864	0.0404849	0.198467	0.137822	0.0547701	0.0842466	0.0154958	0.00210674	0.143845	0.0754862	0.134992	0.0129263	0.345256	0.0381701	0.0406791	0.043802	0.039565	0.0846783	0.136039	0.0356513	0.0690521	0.0341463	0.00835084	0.168332	0.0846931	0.0317623	0.114174	0.0164717	0.180494	0.729448	3.07359	5	7.761194
810000	-348.8975	-400.757	51.85954	10	0.1930624	0.0247855	0.0415015	0.371667	0.160667	0.054885	0.0974158	0.0343649	0.037697	0.00878607	0.0297822	0.299195	0.0907958	0.0167668	0.0349359	0.000781516	0.00960465	0.113599	0.0569704	0.135329	0.104838	0.086221	0.069242	0.104227	0.109327	0.210286	0.00349572	0.508016	0.0551156	0.137283	0.0177537	0.296234	0.0857106	0.187646	0.0706572	0.146887	0.0493866	0.0249466	0.119581	0.179926	0.0629389	0.336337	0.226895	0.186838	0.0158574	0.257904	0.190378	0.0299117	0.050888	0.0720322	0.0509721	0.126274	0.0893691	0.0507952	0.144595	0.041644	0.0502441	0.147743	0.249738	0.0654259	0.0819355	0.0527546	0.118668	0.00424158	0.0635527	0.173353	0.00595864	0.00686409	0.359615	0.0520456	0.0898585	0.157574	0.265726	0.108235	0.000414468	0.0298715	0.36531	3.6044	5	8.173473
