Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
2351000	-399.4797	-409.2891	9.809418	2	0.04190997	0.110485	0.0190314	0.014037	0.0722652	0.00444144	0.0733033	0.0789565	0.0945399	0.0515568	0.215081	0.111825	0.0507904	0.111641	0.0110768	0.0162417	0.00105451	0.0304419	0.0967279	0.147093	0.00906675	0.00982937	0.0424925	0.18336	0.0807931	0.0460746	0.0685162	0.0372033	0.0843471	0.0677512	0.483961	0.145908	0.800428	0.083859	0.320602	0.0238185	0.0883833	0.0267093	0.0492911	0.0250498	0.00128802	0.0552216	0.0842647	0.120146	0.248463	0.0813737	0.04081	0.0154299	0.0521946	0.0889622	0.137161	0.108727	0.0112269	0.0236607	0.395945	0.675927	0.0586976	0.183908	0.0705523	0.143443	0.0304551	0.433249	0.0927457	0.0347119	0.103128	0.000833819	0.182363	0.557764	0.311628	0.100109	0.0196309	0.0355613	0.00264958	0.00587688	2.40218e-15	7.31835e-08	0.00174691	3.99825	4	8.496143
2352000	-385.0598	-405.6416	20.58177	2	0.06972157	0.102303	0.0939477	0.247411	0.0418514	0.256235	0.103248	0.164454	0.00588673	0.107173	0.087674	0.0506947	0.132012	0.0146316	0.120717	0.0207832	0.00147169	0.0840363	0.305303	0.0450847	0.123788	0.00031685	0.148667	0.264221	0.0518795	0.116492	0.0501252	0.0395934	0.228842	0.0257207	0.0605275	0.113637	0.0396383	0.0427644	0.119872	0.477227	0.148537	0.0326286	0.0429793	0.200066	0.177283	0.021721	0.152271	0.21393	0.0735237	0.0985347	0.0296617	0.0464449	0.0381258	0.0515981	0.0394249	0.0555731	0.239382	0.0443684	0.0399428	0.106457	0.0575262	0.0994347	0.101736	0.195161	0.130739	0.134586	0.0121503	0.000747041	0.055298	0.0556397	0.0834572	0.014802	0.046251	0.620051	0.134884	0.0449446	0.195085	0.0606999	1.28511e-09	5.34032e-05	0.0269438	3.973	4	7.783874
2353000	-406.1949	-410.0961	3.901127	1	0.007880034	0.0797498	0.0472591	0.684096	0.104323	0.126763	0.36549	0.0247047	0.00823197	0.233616	0.300564	0.0694049	0.0470577	0.0707163	0.0302616	0.0095741	0.0328214	0.0289071	0.365695	0.0002496	0.0365802	0.0386662	0.00645208	0.104341	0.142623	0.107416	0.257436	0.148518	0.118054	0.158033	0.0796691	0.171414	0.132185	0.201138	0.110836	0.0761984	0.0304225	0.0448492	0.05196	0.453015	0.272748	0.0476787	0.0263494	0.36493	0.125034	0.00940642	0.0381622	0.0382913	0.202757	0.0712514	0.252052	0.213837	0.23128	0.0136274	0.0306838	0.106948	0.0300176	0.167929	0.0599145	0.017694	0.0161945	0.112157	0.0348466	0.00411186	0.181763	0.0637766	0.00713172	0.194828	0.244703	0.190736	0.0580159	0.163473	0.0553901	0.190214	2.21562e-77	7.04911e-39	2.3482e-16	4	3	8.937225
2354000	-364.3356	-397.9947	33.65908	1	0.03505382	0.0389445	0.227665	0.175775	0.0363242	0.271508	0.136261	0.026619	0.026366	0.00665974	0.141558	0.0452826	0.0563933	0.00673816	0.0163919	0.00548084	0.012532	0.164317	0.132961	0.15708	0.0255365	0.0166296	0.0151923	0.00402204	0.215784	0.104876	0.0121211	0.00185764	0.0390715	0.118635	0.0896866	0.292034	0.015942	0.210242	0.305906	0.120235	0.0584041	0.0595492	0.0384116	0.000253591	0.0891819	0.0205633	0.0205835	0.148925	0.15144	0.0430696	0.0644086	0.0500244	3.69585e-05	0.0107038	0.074701	0.0257705	0.0548509	0.0696135	0.041378	0.227344	0.0934522	0.000903342	0.29016	0.0105095	0.029528	0.0123494	0.0306544	0.0423098	0.0940953	0.028248	0.0950963	0.0223533	0.212682	0.0266589	0.0313536	0.113583	0.267895	0.0350389	3.72703e-18	2.88433e-09	0.00045669	3.99954	3	5.958712
2355000	-370.99	-400.1267	29.13671	2	0.0523568	0.0950427	0.0524687	0.0147502	0.111807	0.0200095	0.0593253	0.0754005	0.00709947	0.0660462	0.0204304	0.0509866	0.290702	0.0697627	0.0430223	0.0485416	0.00527416	0.11113	0.130839	0.0304484	0.0395329	0.0337332	0.077876	0.0665103	0.0525164	0.112992	0.000683427	0.0331732	0.187027	0.0284919	0.0227636	0.122134	0.0151183	0.117708	0.0659372	0.130147	0.0206541	0.124515	0.0101706	0.0695296	0.0717545	0.156228	0.164548	0.0633804	0.348862	0.305765	0.118396	0.0289274	0.0483692	0.0628114	0.000457009	0.0100519	0.0954487	0.0124323	0.0523115	0.00454144	0.0848783	0.0872592	0.124275	0.223958	0.238076	0.100891	0.196097	0.301899	0.340384	0.0962754	0.0284253	0.0122255	0.0219601	0.0958205	0.0243094	0.171053	0.313974	0.140158	1.76288e-12	1.98079e-06	0.00686448	3.99313	4	6.780504
2356000	-390.0425	-412.3501	22.30751	1	0.05373973	0.0386299	0.601297	0.0511274	0.0784806	0.063493	0.277243	0.0120519	0.0234253	0.0407091	0.0106307	0.0671814	0.116332	0.172369	0.0103584	0.0193654	0.0645056	0.0426412	0.00699819	0.0912051	0.0585353	0.103541	0.0471307	0.114026	0.0733392	0.067428	0.0333321	0.01386	0.0450434	0.0252829	0.241009	0.225044	0.0534549	0.0222186	0.153097	0.0727436	0.00825416	0.183275	0.179334	0.188646	0.0387469	0.135542	0.0301254	0.015682	0.0978448	0.173557	0.0360525	0.0821748	0.235293	0.0898648	0.0126593	0.0281805	0.00250061	0.0786272	0.0849075	0.150374	0.00519685	0.122657	0.0174413	0.225294	0.106569	0.032363	0.127206	0.0269718	0.0618354	0.361913	0.137683	0.120282	0.175199	0.0853018	0.167735	0.102173	0.0981456	0.129263	3.48368e-12	2.78418e-06	0.00790616	3.99209	3	7.092
2357000	-385.5151	-415.9572	30.44206	1	0.04921996	0.00537395	0.0123907	0.0542894	0.0320295	0.0422726	0.140367	0.000163538	0.0110428	0.028542	0.0336658	0.052805	0.0767646	0.127704	0.392374	0.00411101	0.133083	0.0969168	0.081026	0.223976	0.0887675	0.0366241	0.0259743	0.0237598	0.122289	0.0156709	0.096112	0.0828992	0.0230116	0.220147	0.0695055	0.0307728	0.0319745	0.0318319	0.198518	0.236629	0.0493754	0.0692759	0.118162	0.0327525	0.00754432	0.0187119	0.170114	0.256691	0.0477873	0.0531579	0.00967215	0.110136	0.0201485	0.060811	0.114922	0.0381127	0.42233	0.107667	0.149922	0.104567	0.0823901	0.134011	0.070172	0.0418568	0.0563693	0.119214	0.148297	0.00913542	0.0640936	0.0421324	0.0134309	0.0697998	0.0779019	0.0148317	0.129001	0.0598535	0.045039	0.256221	3.26283e-13	8.52393e-07	0.00483785	3.99516	3	6.278997
2358000	-380.9996	-406.6862	25.68659	2	0.05441263	0.0970652	0.0699076	0.115293	0.0943896	0.0296448	0.249327	0.0289989	0.154417	0.456252	0.18066	0.233086	0.041326	0.0641758	0.00584826	0.0233055	0.0484014	0.415398	0.0691452	0.103586	0.093077	0.0348907	0.023258	0.0333963	0.224321	0.0378001	0.174491	0.011057	0.0481289	0.0901236	0.0786308	0.118982	0.12079	0.00522507	0.0537548	0.101362	0.0750016	0.00149257	0.001487	0.107448	0.00108221	0.00708013	0.0758697	0.0134436	0.152782	0.176265	0.0274695	0.110565	0.0360696	0.199874	0.0101057	0.107454	0.0448276	0.119594	0.0688323	0.159108	0.12721	0.0446344	0.0837971	0.0273807	0.194006	0.0371642	0.0299731	0.277846	0.244928	0.0531655	0.0355618	0.143877	0.00334217	0.179894	0.0449797	0.0737613	0.0926556	0.170549	4.79222e-12	3.26529e-06	0.00844682	3.99155	4	7.090093
2359000	-404.572	-408.072	3.499935	1	0.2352562	0.119606	0.0975517	0.0939584	0.105157	0.0748411	0.00513564	0.118241	0.00781172	0.0267255	0.408217	0.0247022	0.144468	0.103729	0.177932	0.148055	0.0169309	0.0617836	0.1498	0.0781624	0.0395596	0.0414914	0.0176443	0.209805	0.162973	0.211101	0.00102199	0.199256	0.126248	0.0752059	0.267898	0.369262	0.00739995	0.156409	0.016819	0.05559	0.06938	0.118929	0.160825	0.0144049	0.240008	0.141351	0.113069	0.284258	0.0899114	0.1698	0.0322842	0.483287	0.206668	0.0758575	0.162331	0.00792716	0.0850769	0.25118	0.0460101	0.396847	0.178727	0.145393	0.115909	0.0113315	0.0974387	0.345766	0.160358	5.63012e-05	0.0308442	0.0532384	0.0101497	0.213197	0.099868	0.0502785	0.0773078	0.197144	0.0323198	0.0653809	0.00149435	0.0562686	0.469345	3.47289	3	8.954606
2360000	-374.0569	-409.3267	35.26981	2	0.0525262	0.0563257	0.174147	0.122333	0.0244979	0.141232	0.0437768	0.0178529	0.157594	0.172624	0.150496	0.00889066	0.1399	0.0828507	0.0907333	0.0335239	0.00219912	0.106526	0.0239128	0.0676088	0.000319338	0.046617	0.0527826	0.0746186	0.201574	0.0475008	0.0261785	0.000170287	0.203519	0.243078	0.0820097	0.04749	0.045954	0.135475	0.0982001	0.141099	0.0578743	0.132006	0.0898467	0.092215	0.0337717	0.197596	0.0327743	0.0698018	0.0199603	0.239727	0.0277249	0.0164815	0.0262192	0.134139	0.134621	0.461207	0.0839836	0.014793	0.0856177	0.234956	0.151211	0.0613811	0.0180111	0.000886177	0.00571309	0.0555519	0.0151587	0.00319921	0.15168	0.0394348	0.0939302	0.143981	0.124908	0.0779727	0.0632256	0.0446313	0.257326	0.0478101	1.91997e-12	2.06714e-06	0.0069871	3.99301	4	6.604939
2361000	-372.9222	-411.642	38.71978	2	0.04470508	0.105029	0.0414651	0.0708858	0.195749	0.0166461	0.0639419	0.144991	0.0129569	0.0145404	0.0413498	0.058737	0.0893113	0.0287079	0.0265852	0.0157103	0.000720509	0.00353883	0.0814827	0.0299783	0.0579256	0.101895	0.162263	0.0680677	0.0997567	0.0215607	0.198633	0.0797604	0.240877	0.00923252	0.0269287	0.156951	0.0590298	0.200491	0.0905554	0.139832	0.0255765	0.273689	0.0412334	0.308403	0.00901118	0.217181	0.0357372	0.0299926	0.00858005	0.0520522	0.0676451	0.037105	0.0723816	0.0276608	0.0310284	0.0100293	0.187824	0.0423941	0.172565	0.190613	0.0556912	0.0340845	0.0265746	0.147149	0.0584024	0.0525306	0.00512866	0.0380924	0.0910703	0.354987	0.063395	0.000866596	0.00483042	0.0319335	0.00211148	0.077158	0.00528739	0.0443254	1.89925e-14	2.0573e-07	0.00268231	3.99732	4	5.690408
2362000	-368.4254	-397.6828	29.25749	1	0.07456626	0.124562	0.0313631	0.22901	0.249445	0.265392	0.0626368	0.0320722	0.0635698	0.118181	0.0894238	0.0184149	0.0344701	0.0474736	0.0407357	0.0115823	0.00490744	0.0320561	0.0639437	0.0533436	0.00897987	0.229889	0.023275	0.0553939	0.0421177	0.062363	0.134409	0.000671806	0.327745	0.00195472	0.075294	0.11312	0.0161351	0.0357248	0.0148358	0.0961023	0.454466	0.312099	0.11732	0.106552	0.0349416	0.01165	0.0521753	0.110738	0.023462	0.407087	0.0531406	0.0176707	0.0322629	0.0157744	0.0176492	0.0025545	0.155941	0.0638639	0.0985488	0.0333048	0.0427551	0.010694	0.244427	0.0338091	0.0596385	0.0493125	0.0441964	0.0560946	0.00733699	0.0433067	0.0436064	0.113436	0.188103	0.0731054	0.0793986	0.0520046	0.0180317	0.303869	4.67345e-09	0.000101798	0.035219	3.96468	3	6.39492
2363000	-395.9447	-413.6655	17.72081	1	0.06508056	0.0439007	0.274921	0.0802771	0.102595	0.13888	0.257539	0.0389518	0.0285925	0.0957357	0.0250529	0.194301	0.057158	0.0688857	0.0347745	0.00981767	0.0029841	0.101175	0.0356871	0.215019	0.0149299	0.134146	0.0105367	0.278886	0.0738462	0.0619275	0.17621	0.054452	0.127295	0.140125	0.054685	0.251676	0.0644843	0.164721	0.262352	0.118599	0.189646	0.175906	0.118745	0.438723	0.131233	0.19015	0.0382207	0.0575276	0.0147986	0.00623356	0.0761282	0.0465598	0.104021	0.04341	0.117159	0.154104	0.194413	0.0192615	0.00285713	0.145971	0.0231974	0.0211478	0.0261424	0.00642842	0.0189251	0.280552	0.042207	0.0568166	0.0822916	0.0116749	0.0626092	0.00769613	0.0176431	0.104118	0.193888	0.142069	0.183881	0.208063	3.11516e-10	2.6303e-05	0.0200806	3.97989	3	7.549536
2364000	-369.6922	-401.3368	31.64458	2	0.1360233	0.0580149	0.029001	0.134716	0.137213	0.0635583	0.140657	0.0304278	0.0828355	0.041783	0.0158557	0.104204	0.0208771	0.137745	0.0494456	0.0748097	0.0528106	0.000438134	0.298591	0.135658	0.0136453	0.189168	0.0153037	0.0820775	0.202712	0.115716	0.0389014	0.00492728	0.0981889	0.157452	0.359411	0.040392	0.153627	0.00151804	0.18332	0.165975	0.066436	0.0209545	0.0447122	0.00604958	0.00772477	0.158191	0.03156	0.175369	0.0746829	0.167374	0.0434768	0.0241107	0.137558	0.00621208	0.0123386	0.0307644	0.0720232	0.0718455	0.160452	0.0438227	0.0553429	0.0209276	0.0117368	0.0493818	0.310615	0.0444292	0.0331651	0.0817609	0.24271	0.106103	0.100522	0.072519	0.107846	0.0905795	0.040101	0.0140741	0.542199	0.0257074	2.05786e-05	0.00671379	0.199385	3.79388	4	6.736356
2365000	-367.6365	-405.3922	37.75576	2	0.30271	0.0843505	0.117328	0.0506558	0.0276221	0.00759914	0.088876	0.0110526	0.163579	0.106695	0.122895	0.204512	0.121056	0.0142801	0.018425	0.112189	0.0139915	0.023411	0.0475874	0.0054495	0.0268044	0.0661517	0.199546	0.0233703	0.236224	0.111687	0.0480499	0.00724709	0.324519	0.105384	0.193899	0.268902	0.0763087	0.231242	0.191379	0.179051	0.072605	0.070223	0.0451199	0.0402787	0.0413731	0.142858	0.0410037	0.0457803	0.000901503	0.111592	0.0824648	0.0147363	0.0171678	0.0633418	0.0449585	0.0351719	0.0671058	0.118547	0.0211352	0.00733103	0.108505	0.140911	0.0954014	0.0680871	0.0913622	0.0628432	0.0246207	0.0440766	0.0104084	0.0235152	0.0520597	0.0560963	0.0292049	0.186797	0.119807	0.246726	0.0630198	0.0182979	0.00551771	0.106605	0.600326	3.28755	4	6.156756
2366000	-366.9097	-396.1786	29.26894	2	0.2036816	0.0701965	0.161023	0.087305	0.149372	0.13089	0.0296486	0.0228753	0.147321	0.0902808	0.119915	0.0532383	0.0243673	0.175588	0.104246	0.0411453	0.0141067	0.0190084	0.268388	0.0339548	0.0679174	0.0612472	0.0639132	0.123999	0.191598	0.210698	0.0825727	0.010795	0.0843057	0.167243	0.167304	0.423105	0.00722598	0.0321725	0.000798513	0.0385435	0.143747	0.095383	0.0458141	0.198349	0.174027	0.0461282	0.0543099	0.0100467	0.32214	0.0694345	0.0191366	0.0573452	0.193601	0.14524	0.130644	0.208351	0.0143998	0.0993551	0.149247	0.0648026	0.0335514	0.272412	0.0127421	0.0245237	0.0321546	0.0125454	0.114183	0.327026	0.108298	0.0319321	0.0145279	0.0645955	0.135055	0.0816674	0.141859	0.000835284	0.170652	0.00283621	0.000601806	0.0359261	0.393198	3.57027	4	7.299209
2367000	-361.816	-393.7771	31.96111	2	0.06152486	0.118336	0.00182562	0.130195	0.225496	0.0779755	0.195022	0.212886	0.0617717	0.0907059	0.117753	0.0578442	0.206806	0.023146	0.0201792	0.00156923	0.00440939	0.0409027	0.07584	0.0308691	0.0419397	0.113624	0.0373146	0.0738036	0.451668	0.0545764	0.0215552	0.282199	0.0649537	0.0810554	0.119407	0.255774	0.0628582	0.042486	0.00279596	0.0302519	0.0327688	0.190385	0.0451217	0.226582	0.00930951	0.0667546	0.15378	0.0148722	0.0862654	0.00413648	0.0539643	0.0699363	0.0757649	0.0519486	0.0734907	0.0470983	0.0192043	0.000233845	0.0459975	0.0677139	0.0293872	0.176361	0.0236298	0.142839	0.0557935	0.0120472	0.295133	0.0265977	0.21302	0.535468	0.142325	0.00612995	0.0511113	0.122943	0.0514563	0.0651388	0.166916	0.0426406	9.10109e-11	1.42214e-05	0.0155566	3.98443	4	6.924062
2368000	-386.7801	-417.1751	30.39505	1	0.007155526	0.182494	0.0482473	0.0847979	0.0224331	0.0956153	0.332239	0.0613515	0.0308786	0.212066	0.0754594	0.233842	0.132015	0.0753104	0.0427981	0.000607917	0.0321479	0.0247595	0.0103991	0.0336542	0.0528142	0.116017	0.0282252	0.0569185	0.0936512	0.0963293	0.038273	0.0529046	0.160983	0.0425509	0.0857119	0.199142	0.0664015	0.0215618	0.249669	0.185676	0.148963	0.0332981	0.347571	0.175952	0.0547642	0.0181875	0.0196396	0.0307298	0.0576465	0.0494116	0.0171579	0.0217739	0.0654864	0.0691689	0.0228905	0.174026	0.0358873	0.124307	0.024688	0.0138523	0.230392	0.0730524	0.0302304	0.0199306	0.0506747	0.0563051	0.0351153	0.25475	0.106235	0.0414755	0.00132186	0.0624482	0.127662	0.0175271	0.0829931	0.111702	0.158464	0.0442784	4.07004e-85	9.55463e-43	5.82686e-18	4	3	6.287904
2369000	-372.3102	-406.6	34.28981	2	0.02731978	0.0479303	0.137335	0.0977938	0.102338	0.0422459	0.0185949	0.0631278	0.037697	0.0437642	0.0562324	0.149103	0.0204805	0.0405527	0.00157235	0.0123717	0.00769799	0.0145008	0.0482714	0.00336717	0.0593844	0.165126	0.0547126	0.188988	0.195552	0.0504358	0.155733	0.0371739	0.0364365	0.0162641	0.104311	0.417852	0.256237	0.157991	0.102595	0.0238938	0.132959	0.0891547	0.0822422	0.347782	0.0454165	0.253491	0.164854	0.000159367	0.0062193	0.123247	0.101872	0.282292	0.469302	0.0171119	0.0163238	0.0152437	0.401826	0.0208879	0.145976	0.00739926	0.0453039	0.237383	0.0255229	0.038	0.0174029	0.0859725	0.0180357	0.236147	0.0204703	0.0132337	0.0818038	0.00175132	0.0234256	0.0909153	0.0660149	0.110341	0.0355268	0.0691784	5.12542e-23	1.07033e-11	4.47889e-05	3.99996	4	6.907854
2370000	-384.8945	-416.1486	31.2541	2	0.0685333	0.0371446	0.135716	0.0327456	0.0679643	0.0838171	0.00554075	0.133175	0.00666748	0.121498	0.144067	0.00111307	0.280586	0.0137809	0.00503964	0.048713	0.0202169	0.0715576	0.308549	0.323362	0.0836796	0.123024	0.197724	0.116052	0.0969051	0.0324296	0.0120629	0.0210645	0.0152874	0.00634395	0.0763825	0.323737	0.0604347	0.00184729	0.0796426	0.00497498	0.309199	0.108269	0.092252	0.0149261	0.0662838	0.0335462	0.0350304	0.117328	0.289825	0.0700795	0.0312454	0.0119777	0.0263838	0.118403	0.0141957	0.0269887	0.0787755	0.0300875	0.00329615	0.0412298	0.0102262	0.0115479	0.13306	0.0957834	0.0625693	0.155126	0.00562122	0.002	0.281903	0.272523	0.314436	0.0645859	0.158265	0.00370495	0.205387	0.0248989	0.111982	0.0562565	9.10547e-10	4.49564e-05	0.0250851	3.97487	4	6.582044
2371000	-361.1531	-396.2729	35.11978	1	0.05529731	0.1404	0.0161328	0.11581	0.0480721	0.0524296	0.0780642	0.0957985	0.147728	0.0643255	0.0851011	0.0929098	0.360762	0.00129271	0.000216843	0.0302024	0.000664372	0.000286286	0.0750295	0.130239	0.0152331	0.0247274	0.0160999	0.113085	0.214765	0.0497829	0.0830799	0.0374387	0.01356	0.116029	0.0679569	0.186315	0.0379121	0.0707553	0.28616	0.204282	0.00196325	0.0284651	0.0353027	0.152413	0.0681339	0.106607	0.00411735	0.051597	0.0303275	0.0159932	0.0206973	0.229946	0.0684894	0.0300419	0.0213041	0.0797023	0.0429692	0.116959	0.0529311	0.102828	0.144693	0.029607	0.0244571	0.0812049	0.0461779	0.0415632	0.0184692	0.0626582	0.0554856	0.177043	0.162561	0.139492	0.0621858	0.0350395	0.205617	0.102485	0.083233	0.00520847	7.20266e-12	4.00283e-06	0.00919176	3.9908	3	5.810617
2372000	-383.6465	-412.6918	29.04531	2	0.0452326	0.00892318	0.250781	0.0667512	0.0253886	0.159664	0.0177646	0.0480009	0.0519582	0.125639	0.0347981	0.128899	0.0203835	0.0545586	0.0192557	0.00904646	0.00432306	0.00909857	0.00942112	0.148516	0.0397899	0.0747063	0.0886884	0.116075	0.159803	0.0691402	0.0922897	0.099754	0.0627282	0.0202389	0.0688319	0.151395	0.205805	0.187687	0.156699	0.546824	0.0960076	0.181307	0.0756343	0.048381	0.0643804	0.0509459	0.148755	0.156265	0.125002	0.0266859	0.0582286	0.423805	0.0491389	0.0384444	0.172064	0.0840512	0.104096	0.0787804	0.272127	0.119121	0.00306	0.0392307	0.0133491	0.010521	0.0824062	0.0152519	0.0486104	0.0919714	0.0356358	0.0454715	0.0411202	0.305817	0.0175443	0.149233	0.0416526	0.0835651	0.0599251	0.00385055	2.7265e-14	2.46485e-07	0.00289118	3.99711	4	6.79506
2373000	-357.677	-399.3804	41.70339	2	0.1797942	0.141274	0.0177389	0.149486	0.0578321	0.336592	0.144153	0.0913953	0.0400148	0.00184126	0.0444993	0.211665	0.0629824	0.0357849	0.0863922	0.0578132	0.0186767	0.0388076	0.176532	0.0693743	0.0264198	0.122363	0.0582168	0.0505507	0.183328	0.0556035	0.0971356	0.0123302	0.0905028	0.123858	0.206866	0.218976	0.0879483	0.0771751	0.162658	0.217373	0.375851	0.0807306	0.164121	0.134702	0.0216754	0.000869513	0.027519	0.0167912	0.0329053	0.102167	0.0593807	0.017928	0.03662	0.111571	0.0214315	0.168702	0.0464262	0.0271169	0.0833829	0.0282046	0.0424447	0.0730624	0.0189913	0.0326493	0.00367624	0.07799	0.0113148	0.0118103	0.0373506	0.0844333	0.0505693	0.110011	0.0811176	0.0765848	0.0557085	0.0232392	0.277331	0.0481257	0.000244433	0.022992	0.328911	3.64785	4	6.248665
2374000	-374.9302	-393.6907	18.76042	1	0.3191057	0.179403	0.0259244	0.187217	0.0546133	0.089517	0.0200626	0.0262297	0.0101928	0.101449	0.0620909	0.0279372	0.0571592	0.20676	0.003836	0.0381364	0.0103543	0.093121	0.0592707	0.207892	0.0165012	0.177839	0.011431	0.347418	0.166909	0.0125466	0.00177579	0.0429882	0.0504103	0.190064	0.103179	0.0817854	0.0611619	0.295563	0.0241751	0.232058	0.33091	0.187601	0.131529	0.0778541	0.103725	0.0231257	0.000508639	0.353094	0.0805276	0.00825073	0.0125438	0.00530506	0.644283	0.0843167	0.26193	0.032151	0.0683176	0.0192161	0.0184007	0.0108945	0.301667	0.0470446	0.126009	0.0768892	0.030863	0.00193993	0.0293345	0.0818126	0.121278	0.165107	0.195259	0.045926	0.0218371	0.0335452	0.059616	0.143859	0.045888	0.160838	0.00697253	0.119416	0.626536	3.24708	3	7.420172
2375000	-395.4689	-415.5097	20.04073	2	0.002192224	0.16846	0.0855832	0.0213996	0.0210052	0.00205789	0.118217	0.158665	0.141593	0.0281723	0.109255	0.159653	0.0241403	0.0617602	0.122138	0.00888755	0.00513052	0.141331	0.0381531	0.105876	0.134781	0.14692	0.00146149	0.0540135	0.0877494	0.0390811	0.00154061	0.158289	0.0872489	0.0785572	0.0244868	0.486614	0.0695115	0.0380467	0.140555	0.169065	0.301432	0.125907	0.0931385	0.0369914	0.0693958	0.4613	0.0109828	0.508833	0.322687	0.0790583	0.0358963	0.200389	0.128451	0.00193868	0.143182	0.253686	0.00683718	0.0382264	0.356454	0.0725726	0.0319681	0.0224105	0.0645294	0.0477188	0.0016992	0.160146	0.139207	0.0176727	0.255911	0.00850141	0.0414663	0.250446	0.0191861	0.0822818	0.133799	0.053697	0.0516308	0.0653559	1.30276e-275	5.40799e-138	1.71596e-57	4	4	7.934384
2376000	-386.1025	-393.9608	7.858354	2	0.2644887	0.540561	0.302709	0.0630731	0.0222196	0.0737012	0.129023	0.0393327	0.0107119	0.0889387	0.115643	0.0816051	0.257196	0.0274534	0.0108178	0.0827343	0.0572299	0.0728247	0.0204914	0.115274	0.0261249	0.159244	0.0798932	0.0839423	0.30453	0.296572	0.00524914	0.056409	0.0602356	0.420263	0.0153761	0.549021	0.0209809	0.280189	0.00045279	0.30168	0.0712987	0.111063	0.30186	0.0608936	0.0136007	0.117555	0.180258	0.0838504	0.0659586	0.122566	0.198871	0.0316638	0.441509	0.0356854	0.10649	0.293344	0.0625658	0.0953163	0.0357524	0.0218756	0.0114226	0.0204139	0.116113	0.296983	0.200888	0.0716732	0.116823	0.153374	0.192104	0.0654397	0.281235	0.0422413	0.0381344	1.831e-05	0.130004	0.119393	0.144224	0.0553304	0.00285688	0.077335	0.531061	3.38875	4	9.279494
2377000	-374.3763	-395.9226	21.54629	2	0.1766248	0.200422	0.0990944	0.166499	0.0821955	0.0759226	0.0222206	0.262526	0.0717838	0.15542	0.273142	0.0639994	0.128979	0.0330867	0.220198	0.00673164	0.095874	0.0431346	0.0918151	0.226463	0.0106827	0.0144088	0.00783462	0.0599665	0.0621837	0.149569	0.00069437	0.00642807	0.0235778	0.0826631	0.0367009	0.274968	0.0522767	0.0759041	0.136597	0.0349681	0.110659	0.0722053	0.0182878	0.168623	0.0203844	0.0290957	0.226297	0.00417442	0.354417	0.0831675	0.085275	0.255492	0.0131464	0.117034	0.0851961	0.0805629	0.0827011	0.0464609	0.0652581	0.158033	0.133005	0.134028	0.18657	0.203709	0.307935	0.114267	0.18687	0.0363123	0.0667295	0.0221733	0.209124	0.0507615	0.127973	0.0846213	0.11825	0.107161	0.137737	0.103801	0.000212945	0.0214712	0.319974	3.65834	4	7.756429
2378000	-365.0356	-393.3173	28.28167	2	0.2796766	0.0695317	0.0315324	0.161688	0.0535782	0.271102	0.29718	0.00713347	0.127746	0.0833113	0.0793448	0.0455264	0.311503	0.0500588	0.0501899	0.00925202	0.0982116	0.138559	0.187017	0.117607	0.0178203	0.0449668	0.0614024	0.00448393	0.122438	0.202547	0.0732494	0.00890813	0.0848813	0.164118	0.0646575	0.0970531	0.0841126	0.160723	0.00635472	0.0574235	0.0629589	0.00179379	0.0117354	0.141848	0.0198586	0.112476	0.0595593	0.127355	0.0464806	0.0463678	0.243712	0.0539043	0.0574112	0.11669	0.0512344	0.0479294	0.293993	0.00307087	0.112503	0.0808217	0.0607348	0.0252557	0.0396732	0.186422	0.0396847	0.101643	0.0746067	0.0493264	0.159636	0.16627	0.27324	0.188709	0.0256856	0.0682755	0.234143	0.178483	0.00323428	0.0639299	0.00379185	0.08881	0.56004	3.34736	4	7.075866
