Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
308000	68.49797	-48.2342	116.7322	0.05	0.560484	0.00965725	0.0298616	0.0516531	0.0142195	0.0864203	0.0365174	0.00552633	0.278109	0.0775455	0.0489009	0.0670945	0.0450743	0.28958	0.859738	2.80561	1	0.7055054
309000	69.69633	-44.10445	113.8008	0.05	0.1299824	0.0270404	0.00549694	0.276255	0.0971619	0.0217325	0.0974696	0.0281678	0.247995	0.0392324	0.0813286	0.137375	1.28267e-05	0.00530438	0.181004	3.81368	1	1.059254
310000	62.04742	-45.67867	107.7261	0.05	1.031802	0.310588	0.0402453	0.0248547	0.0598789	0.133298	0.0968811	0.024459	0.0227664	0.118853	0.323861	0.231369	0.143255	0.486106	1.00508	2.36556	1	1.387055
311000	73.46997	-45.49602	118.966	0.05	0.6603199	0.0151958	0.0840021	0.202112	0.0415103	0.0412049	0.125426	0.132802	0.00369348	0.0102573	0.473875	0.0518065	0.0657413	0.34419	0.909227	2.68084	1	1.181885
312000	81.48251	-45.37677	126.8593	0.05	0.4278132	0.0327968	0.0528094	0.0250947	0.211973	0.150682	0.0489003	0.12088	0.00592821	0.30701	0.00907457	0.101221	0.0209229	0.20221	0.759705	3.01716	1	1.06637
313000	82.43966	-49.16483	131.6045	0.05	0.03980865	0.0612632	0.149279	0.164134	0.0402672	0.102769	0.0598423	0.019525	0.119043	0.0376556	0.0748867	0.0034908	4.19243e-16	3.05788e-08	0.00121628	3.99878	1	0.8321556
314000	86.97246	-42.95441	129.9269	0.05	0.2294609	0.0797854	0.0301546	0.0233258	0.082943	0.0317083	0.00817122	0.0233618	0.0244363	0.107988	0.533221	0.0931884	0.0012886	0.0523119	0.456126	3.49027	1	1.038284
315000	82.29998	-46.74017	129.0402	0.05	0.001781048	0.0528709	0.00168587	0.0506502	0.250648	0.0350462	0.0577171	0.025114	0.038371	0.178137	0.224699	0.193985	0	1.0759e-169	1.19485e-70	4	1	1.108925
316000	79.95593	-45.02958	124.9855	0.05	1.677972	0.10603	0.351063	0.181007	0.162403	0.11812	0.0588867	0.0143113	0.0389246	0.0329813	0.215578	0.10304	0.251553	0.615728	1.05936	2.07336	1	1.382347
317000	85.07014	-44.06855	129.1387	0.05	0.1323883	0.0514365	0.000940554	0.0415504	0.113142	0.0823308	0.00301702	0.019962	0.402441	0.0917966	0.0033086	0.303514	1.55643e-05	0.0058414	0.188318	3.80583	1	1.113439
318000	78.01748	-44.79977	122.8173	0.05	2.850797	0.0410588	0.0920273	0.0498859	0.0573334	0.0862748	0.220118	0.00872061	0.0189664	0.0868133	0.531445	0.27599	0.37738	0.722917	1.08167	1.81803	1	1.468633
319000	80.00533	-44.37045	124.3758	0.05	0.6998242	0.00851918	0.136084	0.123249	0.217667	0.2366	0.0846574	0.0380066	0.00712824	0.259618	0.370999	0.0335197	0.0741507	0.363447	0.924803	2.6376	1	1.516047
320000	82.78255	-46.1972	128.9798	0.05	1.858288	0.0668529	0.0933922	0.0783695	0.0148284	0.0920914	0.27121	0.0412831	0.0861961	0.026891	0.182548	0.226713	0.275751	0.639045	1.066	2.0192	1	1.180377
321000	80.94472	-43.90829	124.853	0.05	3.581173	0.153285	0.0271244	0.0963542	0.0783759	0.119848	0.100249	0.0325694	0.467225	0.134577	0.150646	0.0968083	0.429761	0.759355	1.08419	1.72669	1	1.457062
322000	81.70776	-48.16696	129.8747	0.05	0.03176879	0.216018	0.151182	0.0518435	0.304085	0.147988	0.0572018	0.0656217	0.0160763	0.0362554	0.255287	0.0140197	6.24612e-20	3.735e-10	0.000195567	3.9998	1	1.315578
323000	90.6935	-43.95073	134.6442	0.05	0.664189	0.0475016	0.0541097	0.0458402	0.110407	0.0309874	0.0956235	0.00690645	0.0282237	0.164982	0.13908	0.0590197	0.0665616	0.346132	0.910839	2.67647	1	0.782681
324000	84.22047	-44.27249	128.493	0.05	0.4569007	0.082719	0.165878	0.105295	0.0856418	0.0398498	0.179303	0.0125118	0.314615	0.0191646	0.311899	0.117367	0.0257055	0.222851	0.786185	2.96526	1	1.434244
325000	88.93949	-45.07944	134.0189	0.05	0.0570807	0.037006	0.0433401	0.055823	0.0925799	0.0705659	0.129643	0.0514625	0.378116	0.0170866	0.0106147	0.0244008	1.57591e-11	5.91999e-06	0.0108127	3.98918	1	0.9106394
326000	93.54696	-45.68376	139.2307	0.05	0.02635977	0.00345602	0.0265605	0.0935707	0.0309113	0.0661353	0.014196	0.0518763	0.057571	0.0162117	0.102884	0.0357843	8.07621e-24	4.24905e-12	3.05273e-05	3.99997	1	0.4991568
327000	82.79354	-46.0705	128.864	0.05	1.229975	0.0519829	0.148222	0.0881821	0.30841	0.0455373	0.037405	0.142092	0.307969	0.188699	0.168828	0.0353893	0.180443	0.536429	1.02966	2.25347	1	1.522715
328000	88.43449	-43.50023	131.9347	0.05	0.1940796	0.00865606	0.0464598	0.0609101	0.339117	0.176685	0.0393951	0.0318145	0.0769261	0.0391056	0.419803	0.0702796	0.000430305	0.0304313	0.36803	3.60111	1	1.309152
329000	87.12628	-46.62104	133.7473	0.05	0.2053114	0.196393	0.130114	0.287737	0.055606	0.0316834	0.14284	0.0214183	0.165267	0.00736521	0.0776527	0.016352	0.000635078	0.0368948	0.397377	3.56509	1	1.132429
330000	87.37283	-44.68175	132.0546	0.05	0.6250083	0.0177557	0.0505667	0.0846783	0.419945	0.106189	0.00017516	0.0805347	0.302869	0.118796	0.0267315	0.0955226	0.0583035	0.325891	0.89356	2.72225	1	1.303764
331000	88.92718	-47.45296	136.3801	0.05	0.34045	0.114255	0.0622445	0.01508	0.0852485	0.0770594	0.19897	0.0201184	0.0628522	0.0640507	0.16469	0.0597073	0.00914206	0.136114	0.657881	3.19686	1	0.9242768
332000	87.74402	-45.36856	133.1126	0.05	0.4075351	0.0614644	0.0803586	0.0149947	0.075289	0.0379745	0.0231615	0.149926	0.0408053	0.171363	0.615273	0.0173923	0.0178163	0.187362	0.739307	3.05551	1	1.288003
333000	91.48967	-44.34116	135.8308	0.05	0.2739924	0.0447334	0.0264823	0.0964207	0.0801708	0.0116998	0.033823	0.0858648	0.244399	0.221054	0.000199145	0.139498	0.00342319	0.0844842	0.549429	3.36266	1	0.9843449
334000	83.70372	-52.00521	135.7089	0.05	0.5158001	0.200147	0.43364	0.106024	0.0584797	0.0281271	0.0233018	0.0065347	0.0633423	0.0271268	0.0154195	0.0706105	0.0363523	0.262105	0.831433	2.87011	1	1.032754
335000	83.70861	-50.18259	133.8912	0.05	0.4901095	0.0888732	0.027087	0.0731395	0.117285	0.139276	0.0428654	0.034534	0.163279	0.228758	0.0777554	0.162801	0.0315695	0.24541	0.812936	2.91008	1	1.155653
336000	79.94528	-44.36487	124.3102	0.05	0.1682414	0.0787591	0.194851	0.195752	0.0245814	0.0035243	0.0551706	0.419444	0.579258	0.114191	0.319873	0.153542	0.000144191	0.0176917	0.295919	3.68624	1	2.138946
337000	82.13587	-44.31214	126.448	0.05	1.000376	0.218743	0.22549	0.257772	0.20122	0.0132554	0.264005	0.00261124	0.130442	0.000630393	0.466391	0.0763494	0.137029	0.476865	1.00006	2.38604	1	1.856909
338000	89.64664	-44.60107	134.2477	0.05	0.174836	0.0364507	0.0632502	0.12	0.0610803	0.100888	0.175072	0.0165493	0.0749183	0.372447	0.0263076	0.0938581	0.000196564	0.0206348	0.314891	3.66428	1	1.140821
339000	87.43721	-43.57177	131.009	0.05	1.607647	0.174494	0.0255822	0.186527	0.170827	0.0199734	0.0700311	0.0291802	0.513084	0.0119891	0.0580789	0.0648128	0.241483	0.605546	1.05616	2.09681	1	1.32458
340000	88.33387	-46.26449	134.5984	0.05	0.5651041	0.0153537	0.00114978	0.0586865	0.0494656	0.146902	0.119152	0.0963435	0.298374	0.0545577	0.0875803	0.129473	0.0460002	0.292309	0.862415	2.79928	1	1.057038
341000	89.48698	-44.76436	134.2513	0.05	0.008762036	0.0343145	0.103757	0.388436	0.112001	0.0103479	0.0451601	0.0498225	0.323118	0.0250168	0.00177957	0.0507128	1.08719e-69	4.93749e-35	9.26123e-15	4	1	1.144466
342000	92.05014	-44.99241	137.0426	0.05	0.1759296	0.0241739	0.0647314	0.0759314	0.00117949	0.0101529	0.173576	0.0332553	0.0830655	0.161697	0.136416	0.0773947	0.000206462	0.0211442	0.318002	3.66065	1	0.8415736
343000	82.82973	-46.04886	128.8786	0.05	4.155551	0.112916	0.190119	0.121528	0.0943743	0.0777773	0.0774402	0.017921	0.0378675	0.469366	0.0529198	0.0784093	0.462708	0.780422	1.08435	1.67252	1	1.330639
344000	85.0805	-44.7271	129.8076	0.05	0.2695036	0.137177	0.285193	0.285045	0.0963999	0.00690989	0.0898255	0.0726072	0.282624	0.153207	0.0785658	0.0964559	0.00314794	0.0810934	0.540852	3.37491	1	1.584011
345000	89.47345	-45.03757	134.511	0.05	0.1965408	0.0400157	0.0798057	0.119418	0.25872	0.0197125	0.128941	0.048535	0.00931743	0.0934689	0.294995	0.0223505	0.00047041	0.031804	0.37457	3.59316	1	1.115279
346000	88.61867	-44.70887	133.3275	0.05	0.2637954	0.0360329	0.0330009	0.0940854	0.110043	0.00682113	0.0969082	0.117959	0.0555943	0.212417	0.381975	0.0943029	0.002818	0.0768181	0.529689	3.39067	1	1.23914
347000	84.06324	-52.40594	136.4692	0.05	0.07997126	0.128851	0.104833	0.164746	0.0655003	0.0233964	0.155435	0.0371179	0.00385255	0.055315	0.128078	0.060785	1.64044e-08	0.000190635	0.0456968	3.95411	1	0.9279101
348000	89.97805	-45.88443	135.8625	0.05	0.3566974	0.055939	0.0465529	0.0205797	0.058551	0.0691827	0.0261009	0.0965989	0.0526479	0.226935	0.157685	0.161061	0.0109947	0.148754	0.679825	3.16043	1	0.971834
349000	92.1545	-44.80311	136.9576	0.05	0.222805	0.0486857	0.0212707	0.0120391	0.0259268	0.0709057	0.0273106	0.00406032	0.164678	0.289889	0.110102	0.107075	0.0010767	0.0478801	0.440527	3.51052	1	0.8819431
350000	87.4321	-46.48002	133.9121	0.05	1.251856	0.00784368	0.0549739	0.239896	0.147148	0.211779	0.0466527	0.0362771	0.0120693	0.0257585	0.289479	0.00716721	0.184325	0.541267	1.03179	2.24262	1	1.079044
351000	90.61308	-45.89723	136.5103	0.05	0.1345277	0.0761435	0.110081	0.151011	0.0231374	0.0501546	0.018251	0.025209	0.117108	0.226274	0.126969	0.010607	1.83785e-05	0.00634592	0.19483	3.79881	1	0.9349454
352000	88.79286	-43.70022	132.4931	0.05	0.1798248	0.575067	0.0208461	0.0121938	0.0342615	0.0305453	0.0213286	0.0711459	0.0219653	0.0742442	0.372573	0.10785	0.000244753	0.0230069	0.328997	3.64775	1	1.342021
353000	86.65108	-45.16995	131.821	0.05	0.5611235	0.0110168	0.200046	0.10648	0.18629	0.111315	0.0318797	0.0387165	0.108882	0.307036	0.0464792	0.191925	0.0452022	0.289959	0.860111	2.80473	1	1.340066
354000	90.22619	-46.20728	136.4335	0.05	1.174561	0.0736379	0.0470615	0.077338	0.198411	0.00574133	0.0228222	0.0366575	0.073113	0.00793233	0.162412	0.135634	0.170413	0.523593	1.02382	2.28217	1	0.8407606
355000	87.31063	-47.836	135.1466	0.05	1.583874	0.094865	0.0041666	0.159859	0.167213	0.0099545	0.062235	0.0227049	0.131151	0.0703132	0.157789	0.0302354	0.237993	0.601947	1.05499	2.10507	1	0.9104874
356000	85.4212	-45.37362	130.7948	0.05	1.488033	0.0732815	0.167598	0.027716	0.142732	0.170253	0.0382201	0.0362207	0.140686	0.457456	0.0898692	0.00763352	0.223468	0.586552	1.04971	2.14027	1	1.351667
357000	88.83682	-44.08844	132.9253	0.05	0.679088	0.109324	0.0955612	0.0568147	0.0724521	0.0423553	0.086099	0.0234999	0.0500526	0.125653	0.491118	0.0940945	0.0697282	0.353494	0.916866	2.65991	1	1.247025
358000	95.43036	-42.71357	138.1439	0.05	0.6861333	0.09969	0.0205198	0.0323836	0.0613713	0.000110145	0.0259935	0.0235472	0.257445	0.183091	0.0153142	0.0504252	0.0712291	0.356913	0.919619	2.65224	1	0.7698917
359000	86.96954	-45.02353	131.9931	0.05	0.3913393	0.283322	0.0106548	0.166489	0.100209	0.141101	0.0424094	0.0607108	0.364249	0.111224	0.0602054	0.019013	0.015485	0.175257	0.721736	3.08752	1	1.359589
360000	87.793	-43.8177	131.6107	0.05	0.2884353	0.235754	0.0216728	0.140828	0.0712053	0.107924	0.00662142	0.0135159	0.143466	0.301601	0.317053	0.0434819	0.00440419	0.0955342	0.57586	3.3242	1	1.403123
361000	91.54465	-43.4687	135.0134	0.05	1.526314	0.119316	0.079905	0.0304904	0.0494759	0.0351799	0.0986109	0.0588381	0.125135	0.221014	0.0441769	0.0941687	0.229359	0.592879	1.05193	2.12583	1	0.9563109
362000	87.23868	-45.09741	132.3361	0.05	1.086695	0.0155544	0.0525994	0.0436157	0.0568498	0.131013	0.121943	0.128419	0.0521063	0.203581	0.331658	0.115134	0.15392	0.501344	1.013	2.33173	1	1.252474
363000	87.05168	-44.81154	131.8632	0.05	0.9409797	0.0758141	0.0699629	0.118572	0.251196	0.0695929	0.0851393	0.0652296	0.050501	0.0787763	0.401068	0.0436248	0.125032	0.458263	0.989488	2.42722	1	1.309477
364000	88.33048	-44.81351	133.144	0.05	1.581729	0.000461765	0.13534	0.0974832	0.116499	0.158341	0.113347	0.0152006	0.173967	0.0230002	0.121788	0.161904	0.237676	0.601618	1.05488	2.10582	1	1.117332
365000	90.3199	-42.38842	132.7083	0.05	0.1750425	0.0496817	0.0193985	0.0383459	0.129715	0.10645	0.0154843	0.0583295	0.00866661	0.113382	0.276005	0.500174	0.000198405	0.0207305	0.315479	3.66359	1	1.315632
366000	90.3435	-43.60763	133.9511	0.05	0.6764722	0.0780268	0.0375714	0.158226	0.00987715	0.0102541	0.00628283	0.148617	0.100394	0.166763	0.234113	0.180925	0.0691715	0.352214	0.915828	2.66279	1	1.131051
367000	89.13676	-45.38669	134.5234	0.05	0.2406367	0.277919	0.041569	0.192398	0.0167951	0.00365561	0.0432507	0.0953531	0.140061	0.173681	0.0992628	0.0427839	0.00170373	0.0600163	0.481319	3.45696	1	1.12673
368000	92.60313	-43.55036	136.1535	0.05	0.192763	0.0319733	0.0370586	0.119374	0.0565553	0.016763	0.0681319	0.0424549	0.00837262	0.410865	0.0486596	0.133297	0.000409889	0.0297076	0.364507	3.60538	1	0.9735047
369000	80.39086	-44.64185	125.0327	0.05	0.125894	0.294328	0.317394	0.0277205	0.118962	0.158814	0.235209	0.0556738	0.552663	0.0582837	0.0311138	0.206341	9.07758e-06	0.00446446	0.168618	3.82691	1	2.056503
370000	83.32026	-46.33154	129.6518	0.05	0.6367958	0.128725	0.0665197	0.209514	0.35858	0.133583	0.0659089	0.0900084	0.0453072	0.0616947	0.3463	0.0792408	0.0607751	0.332118	0.89899	2.70812	1	1.585382
371000	80.7503	-51.1216	131.8719	0.05	0.8450132	0.0356332	0.0805678	0.11627	0.183758	0.206601	0.0709892	0.0921189	0.344228	0.0663752	0.120346	0.00168659	0.105095	0.424644	0.968687	2.50157	1	1.318573
372000	87.78085	-46.39172	134.1726	0.05	0.3731167	0.0419795	0.00263311	0.0167078	0.0605332	0.259515	0.0187156	0.231798	0.22056	0.0165441	0.166111	0.108479	0.0130348	0.161407	0.70047	3.12509	1	1.143577
373000	75.5173	-49.12891	124.6462	0.05	1.875878	0.0661288	0.106356	0.0400905	0.527693	0.00452363	0.0947223	0.0713257	0.126811	0.0552384	0.235329	0.619505	0.277994	0.641131	1.06655	2.01433	1	1.947723
374000	89.64642	-48.15257	137.799	0.05	1.231036	0.0445401	0.0368168	0.0389618	0.17327	0.0790436	0.0728069	0.0680141	0.0191393	0.023383	0.0158141	0.172858	0.180632	0.536666	1.02977	2.25293	1	0.7446481
375000	82.6891	-42.31809	125.0072	0.05	0.556898	0.186581	0.0880407	0.0179462	0.0241475	0.0272935	0.102355	0.3252	0.0620079	0.23738	0.351801	0.615532	0.0443584	0.287447	0.857629	2.81057	1	2.038284
376000	86.5718	-47.17937	133.7512	0.05	0.09258173	0.0474331	0.0256674	0.0566645	0.0411821	0.0471597	0.107766	0.0903781	0.124678	0.00677833	0.535437	0.107106	1.73588e-07	0.000619445	0.0745155	3.92486	1	1.19025
377000	89.12882	-44.14916	133.278	0.05	0.3544598	0.0662525	0.103178	0.0335687	0.0467272	0.0705663	0.0296175	0.217538	0.0375256	0.404773	0.184311	0.028218	0.0107296	0.147019	0.676895	3.16536	1	1.222276
378000	82.52416	-45.60878	128.1329	0.05	0.8896187	0.0971938	0.281876	0.0657377	0.067794	0.374859	0.0687725	0.0817528	0.23502	0.344211	0.0177072	0.0608625	0.114438	0.440861	0.978998	2.4657	1	1.695787
379000	75.86095	-45.26051	121.1215	0.05	1.103748	0.593783	0.436068	0.200648	0.104045	0.027085	0.297698	0.0473316	0.561314	0.0440637	0.0582357	0.0129105	0.157177	0.505859	1.01527	2.3217	1	2.383182
380000	85.15976	-44.65426	129.814	0.05	0.7480168	0.0141381	0.0430155	0.0910113	0.0622564	0.137081	0.21353	0.125761	0.339834	0.0345836	0.460676	0.0435004	0.0844602	0.385332	0.941441	2.58877	1	1.565388
381000	80.13355	-48.54108	128.6746	0.05	1.389122	0.221302	0.0872737	0.167404	0.115208	0.0866805	0.0917087	0.00453107	0.553892	0.0638054	0.119015	0.078121	0.207675	0.568996	1.04319	2.18014	1	1.588942
382000	88.78693	-45.39418	134.1811	0.05	0.8563346	0.0345193	0.10209	0.101024	0.286557	0.0689902	0.0594923	0.0025936	0.0114885	0.371639	0.0804814	0.000175188	0.107477	0.428863	0.97142	2.49224	1	1.119051
383000	88.1926	-49.41759	137.6102	0.05	0.07833804	0.100307	0.0372562	0.0232172	0.182854	0.00367621	0.0427566	0.000633111	0.266671	0.0433626	0.108702	0.0277497	1.1432e-08	0.000159163	0.0423992	3.95744	1	0.8371857
384000	90.25243	-44.46695	134.7194	0.05	0.1137609	0.167686	0.012513	0.0495127	0.100926	0.169788	0.0357455	0.0264471	0.00074353	0.423968	0.00346325	0.123519	2.81024e-06	0.00248731	0.132487	3.86502	1	1.114312
385000	88.33762	-46.83605	135.1737	0.05	0.457719	0.0159259	0.193084	0.188031	0.0593089	0.0469752	0.0456206	0.038051	0.00718173	0.0742507	0.1488	0.226538	0.0258451	0.22342	0.786887	2.96385	1	1.043766
386000	90.68458	-43.40561	134.0902	0.05	0.794155	0.0188752	0.131979	0.0335308	0.0919806	0.124149	0.050681	0.0434005	0.181844	0.124548	0.242821	0.0671077	0.0943144	0.40477	0.955322	2.54559	1	1.110916
387000	92.60247	-44.78727	137.3897	0.05	0.03125795	0.0944397	0.133321	0.0431257	0.217098	0.0323285	0.0196532	0.0289567	0.224137	0.0080003	0.025537	0.0151767	3.06149e-20	2.615e-10	0.000168679	3.99983	1	0.8417735
388000	84.90857	-47.22597	132.1345	0.05	0.0930595	0.383707	0.126513	0.0486668	0.0714827	0.151157	7.5539e-05	0.014249	0.073155	0.41468	0.0175038	0.0574402	1.87444e-07	0.000643666	0.0757102	3.92365	1	1.358631
389000	88.51956	-45.29839	133.818	0.05	0.4748419	0.14503	0.0939531	0.0811206	0.306372	0.0758374	0.0209427	0.0348152	0.349263	0.0288352	0.00745697	0.0222773	0.028825	0.235175	0.801063	2.93494	1	1.165903
390000	86.3175	-44.87405	131.1915	0.05	0.1558166	0.0320952	0.064579	0.106403	0.148067	0.0124056	0.0139148	0.131414	0.22034	0.108187	0.204035	0.437554	7.48815e-05	0.0127731	0.259292	3.72786	1	1.478994
391000	91.48449	-43.44146	134.926	0.05	0.9028867	0.129501	0.144161	0.0809498	0.0150832	0.0432684	0.0947771	0.0688596	0.0762473	0.20404	0.109998	0.0295862	0.117193	0.445481	0.98184	2.45549	1	0.9964718
392000	87.24965	-48.37716	135.6268	0.05	0.5546598	0.0795341	0.0042145	0.112231	0.150304	0.101648	0.062673	0.0508267	0.0630631	0.117324	0.0424389	0.176075	0.0439128	0.28611	0.856299	2.81368	1	0.9603313
393000	91.415	-45.27703	136.692	0.05	0.9220155	0.0220396	0.013179	0.0896505	0.0598332	0.00475101	0.0310601	0.0486314	0.0149044	0.153751	0.0684455	0.312278	0.121143	0.451988	0.985773	2.4411	1	0.8185233
394000	85.0543	-43.16316	128.2175	0.05	0.5329735	0.133189	0.0306251	0.0287206	0.219686	0.058987	0.0213123	0.117189	0.370561	0.249253	0.0402521	0.442032	0.0396501	0.272898	0.842853	2.8446	1	1.711806
395000	94.29365	-46.09677	140.3904	0.05	0.01151978	0.0500459	0.107807	0.0185553	0.0519565	0.0449484	0.0603367	0.0362387	0.0291772	0.0554742	0.0457804	0.0400958	3.05693e-53	8.27734e-27	2.39869e-11	4	1	0.5404158
396000	87.13137	-47.06904	134.2004	0.05	1.812435	0.0448926	0.161761	0.182865	0.0927469	0.0874811	0.0823053	0.00208163	0.133311	0.154158	0.00239069	0.0413763	0.269808	0.633461	1.0645	2.03223	1	0.9853684
397000	89.51479	-47.38495	136.8997	0.05	0.09901433	0.0733824	0.291917	0.0101581	0.0318774	0.0604189	0.0987111	0.0125454	0.0492061	0.00283453	0.26204	0.00288415	4.58721e-07	0.00100638	0.091118	3.90788	1	0.8959743
398000	89.27802	-45.64559	134.9236	0.05	0.5932577	0.115207	0.0251837	0.0540172	0.115711	0.146543	0.119163	0.00363233	0.140772	0.0829014	0.201918	0.0393405	0.0517205	0.308504	0.87784	2.76194	1	1.04439
399000	82.02136	-47.0444	129.0658	0.05	0.02658664	0.0364491	0.116633	0.0875013	0.188101	0.11374	0.00636582	0.19069	0.0677134	0.795542	0.0686062	0.0129867	1.26499e-23	5.3177e-12	3.35055e-05	3.99997	1	1.684327
400000	92.10979	-43.39581	135.5056	0.05	0.5298289	0.0899968	0.0196161	0.0399855	0.0264657	0.162271	0.0203775	0.0237327	0.141494	0.370099	0.029609	0.0682732	0.0390408	0.270944	0.840815	2.8492	1	0.9919206
401000	83.78111	-46.16203	129.9431	0.05	0.4277551	0.175451	0.0486952	0.169283	0.132596	0.0442957	0.264428	0.0777604	0.00593567	0.0779497	0.418505	0.142054	0.0209137	0.202168	0.759649	3.01727	1	1.556954
402000	91.38831	-46.13069	137.519	0.05	0.1352274	0.100981	0.0115557	0.0471237	0.145228	0.14	0.00899905	0.0165562	0.0737465	0.022705	0.043958	0.225652	1.93829e-05	0.00651646	0.196961	3.7965	1	0.8365053
403000	79.01287	-43.99892	123.0118	0.05	0.2745041	0.156388	0.530984	0.282293	0.0449901	0.223257	0.0708212	0.0507809	0.689313	0.00654583	0.20775	0.0127215	0.00345545	0.0848722	0.550395	3.36128	1	2.275845
404000	77.84501	-46.45349	124.2985	0.05	1.713599	0.0733103	0.140402	0.0697739	0.294277	0.360028	0.33368	0.181685	0.0383141	0.0144609	0.437198	0.0736162	0.256514	0.620637	1.06084	2.06201	1	2.016747
405000	91.69702	-42.69785	134.3949	0.05	1.299202	0.215209	0.00625326	0.0264323	0.00815052	0.0226575	0.0452724	0.072967	0.245151	0.253083	0.138367	0.0317789	0.192572	0.551322	1.03608	2.22003	1	1.065322
406000	87.58566	-48.74512	136.3308	0.05	0.007001969	0.085324	0.0253778	0.119011	0.0353124	0.0617111	0.132023	0.00443618	0.0132336	0.206543	0.196547	0.0811648	5.81295e-87	1.14187e-43	2.41285e-18	4	1	0.9606835
407000	92.93808	-43.79471	136.7328	0.05	0.0151575	0.0165848	0.102287	0.296884	0.0262737	0.00424555	0.0100836	0.0671411	0.0502449	0.06016	0.245826	0.0368126	1.06633e-40	1.54545e-20	9.60684e-09	4	1	0.9165431
408000	90.62007	-45.52605	136.1461	0.05	0.1280835	0.0614929	0.0768886	0.137026	0.0761792	0.0439436	0.0839472	0.051744	0.19079	0.0526902	0.1277	0.0684015	1.0954e-05	0.00490299	0.175244	3.81984	1	0.970803
409000	87.04086	-47.06663	134.1075	0.05	0.9646294	0.152541	0.141522	0.016359	0.0789357	0.0344396	0.147683	0.0131381	0.0157899	0.393042	0.0411357	0.0379004	0.129844	0.465856	0.993883	2.41042	1	1.072486
410000	83.42006	-43.53917	126.9592	0.05	1.714235	0.139203	0.0502394	0.0687025	0.166636	0.165837	0.0783758	0.115518	0.294516	0.068369	0.174791	0.394329	0.256602	0.620723	1.06087	2.06181	1	1.716517
411000	87.58465	-45.80888	133.3935	0.05	2.301634	0.0762765	0.115479	0.0668768	0.112312	0.059878	0.0520118	0.0258215	0.0107992	0.117812	0.109089	0.321024	0.326805	0.683681	1.07598	1.91353	1	1.06738
412000	83.88344	-45.20782	129.0913	0.05	1.281082	0.00963185	0.0881547	0.300795	0.317479	0.031573	0.115801	0.08966	0.0400698	0.281439	0.134382	0.158792	0.18944	0.547539	1.03448	2.22854	1	1.567778
413000	87.24655	-44.45397	131.7005	0.05	1.926254	0.233233	0.127468	0.0474822	0.0428679	0.124658	0.0259818	0.014522	0.174179	0.171347	0.123866	0.154852	0.28431	0.646935	1.06803	2.00073	1	1.240458
414000	81.26282	-51.79403	133.0568	0.05	0.8462851	0.145974	0.0181443	0.122141	0.1075	0.0383101	0.116261	0.265413	0.0734008	0.00373394	0.0447517	0.28669	0.105363	0.425122	0.968999	2.50052	1	1.222319
415000	91.0402	-44.87432	135.9145	0.05	0.5588691	0.0669541	0.0527835	0.153566	0.110331	0.0570445	0.00434733	0.0870267	0.0104331	0.236721	0.149383	0.0503053	0.0447516	0.288621	0.858791	2.80784	1	0.9788954
416000	90.32457	-41.98561	132.3102	0.05	0.3732289	0.0937028	0.0101868	0.129471	0.00855883	0.201814	0.0217136	0.00662859	0.18698	0.438722	0.102554	0.147236	0.0130493	0.161493	0.700606	3.12485	1	1.347567
417000	88.53817	-44.57417	133.1123	0.05	1.362208	0.1486	0.070549	0.0210005	0.00682682	0.0334411	0.294502	0.115707	0.186361	0.00564496	0.186798	0.0913965	0.20323	0.56389	1.04119	2.19169	1	1.160826
418000	84.79501	-46.13516	130.9302	0.05	0.6010657	0.0365128	0.2168	0.117726	0.0974542	0.0122262	0.150435	0.101322	0.0356531	0.222955	0.308825	0.127136	0.053328	0.312864	0.881862	2.75195	1	1.427047
419000	91.8453	-45.09998	136.9453	0.05	0.1146212	0.0471623	0.158825	0.0311467	0.0782937	0.00529512	0.0427106	0.129216	0.0398751	0.169187	0.0155199	0.153927	3.07897e-06	0.00260329	0.135004	3.86239	1	0.8711579
420000	92.9778	-44.29334	137.2711	0.05	0.984984	0.0693973	0.0123242	0.066955	0.000773993	0.0170438	0.154205	0.0035013	0.149103	0.1382	0.124078	0.0271158	0.133948	0.472191	0.997467	2.39639	1	0.7626973
421000	90.8102	-44.38866	135.1989	0.05	0.2929818	0.00510548	0.0984102	0.0911855	0.122953	0.00385376	0.0685529	0.00103485	0.0417315	0.0504993	0.234754	0.319861	0.00474331	0.0990477	0.583826	3.31238	1	1.037942
422000	86.86164	-44.30684	131.1685	0.05	0.8463917	0.421684	0.280631	0.054765	0.076486	0.0333308	0.0245701	0.00899202	0.220158	0.0697817	0.0554327	0.143998	0.105385	0.425162	0.969025	2.50043	1	1.389831
423000	91.81401	-43.90473	135.7187	0.05	0.9545193	0.0562494	0.0789699	0.0143157	0.126201	0.0136818	0.0276911	0.124389	0.210805	0.0204737	0.227508	0.032942	0.127792	0.462641	0.992035	2.41753	1	0.933227
