Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
936000	-1293.823	-1334.143	40.31951	10	2.854902	0.0078473	0.0164697	0.111024	0.00802701	0.069091	0.00757697	0.0154888	0.0328495	0.269675	0.0438581	0.00455748	0.19731	0.053509	0.0151799	0.00426614	0.103136	0.127024	0.0641691	0.0054348	0.119005	0.220183	0.0825519	0.0519719	0.0457483	0.0866946	0.275696	0.0469169	0.00684078	0.019324	0.0887017	0.0428908	0.0309661	0.171399	0.0872164	0.0437039	0.0879891	0.112405	0.0285534	0.0663406	0.00720989	0.118471	0.125563	0.0736261	0.0461136	0.290882	0.0235816	0.0780843	0.0819229	0.0863017	0.0773928	0.126937	0.088962	0.161856	0.522609	0.0527466	0.0201912	0.0707139	0.0208719	0.00951782	0.245957	0.0171171	0.377716	0.723164	1.0817	1.81742	5	5.218222
937000	-1293.959	-1340.223	46.26398	10	2.642615	0.0231368	0.00056197	0.0293072	0.00738172	0.026575	0.0608377	0.054669	0.0291639	0.326272	0.0108414	0.0708613	0.0436475	0.0318101	0.0207281	0.0647102	0.0609546	0.0590863	0.00412396	0.0263249	0.0277414	0.174664	0.0743409	0.029768	0.0261701	0.070333	0.0306759	0.0522912	0.0813926	0.00784284	0.0353694	0.0990869	0.03502	0.0147636	0.0291227	0.070424	0.134215	0.0827381	0.0830196	0.0178697	0.0369401	0.1266	0.0693784	0.060646	0.0201664	0.160982	0.19996	0.00440489	0.0553345	0.120185	0.214708	0.0383672	0.146992	0.207082	0.230159	0.128327	0.00534554	0.0234076	0.161858	0.0233253	0.451447	0.0161034	0.359574	0.709601	1.08008	1.85075	5	4.629561
938000	-1291.97	-1333.02	41.04973	10	3.728995	0.0172947	0.0030592	0.142583	0.00787588	0.0341718	0.0359477	0.0100056	0.0208244	0.244459	0.0992718	0.000904447	0.0604291	0.0308532	0.0211466	0.0530946	0.0560089	0.108465	0.0938157	0.0192741	0.00693833	0.103781	0.0912046	0.0240405	0.117552	0.119597	0.100331	0.0174928	0.0727744	0.0107138	0.0734378	0.0584539	0.0558746	0.000566482	0.0310253	0.0769634	0.143294	0.0451776	0.0534415	0.0774612	0.0192548	0.0524352	0.120115	0.00897537	0.0399988	0.108966	0.171605	0.0140312	0.166871	0.0762188	0.205126	0.159051	0.00330399	0.142111	0.366315	0.135845	0.0440326	0.0736836	0.162466	0.0154435	0.336129	0.0804443	0.438825	0.765283	1.08434	1.71156	5	4.84203
939000	-1302.108	-1342.574	40.46662	10	1.728325	0.0182771	0.00552953	0.0836369	0.00175501	0.0635011	0.0513755	0.0600061	0.040412	0.202351	0.000709497	0.0138838	0.079422	0.037939	0.00587316	0.034166	0.0810471	0.0717011	0.0567188	0.02518	0.00451644	0.214475	0.0312299	0.0963799	0.129104	0.140042	0.00606465	0.0475367	0.0405857	0.0471547	0.0971554	0.0366295	0.139855	0.00845682	0.0686447	0.0290011	0.123208	0.0516946	0.0547411	0.0596668	0.0601823	0.209851	0.215747	0.0694207	0.153844	0.0393926	0.227144	0.110496	0.0851003	0.139573	0.174232	0.0669903	0.00478514	0.0312004	0.388735	0.0760893	0.0514923	0.0185513	0.0105659	0.0106699	0.384006	0.0130964	0.258538	0.62262	1.06143	2.05742	5	4.900791
940000	-1315.142	-1335.556	20.41384	2	1.873208	0.00583181	0.00874429	0.0518724	0.021534	0.00962248	0.0291349	0.0223001	0.00742451	0.252209	0.105626	0.0160287	0.0726877	0.077801	0.0372387	0.0515572	0.143156	0.0842574	0.022261	0.0153704	0.018131	0.249912	0.0307433	0.0388781	0.0765833	0.148179	0.0916124	0.139652	0.0262341	0.00649563	0.0765725	0.151349	0.0125327	0.000218725	0.00993172	0.0237991	0.244318	0.151956	0.143608	0.0121072	0.075131	0.0718166	0.211423	0.0407641	0.0858442	0.115207	0.0468205	0.110653	0.0587187	0.221054	0.361861	0.0998175	0.0785911	0.285082	0.372258	0.117803	0.211226	0.0251375	0.0241526	0.00847635	0.302633	0.107278	0.277655	0.640816	1.06647	2.01506	4	5.719221
941000	-1292.006	-1339.54	47.53429	10	1.392538	0.00842539	0.0054016	0.050611	0.0213645	0.0249531	0.0253986	0.0305068	0.0401237	0.153871	0.0138175	0.00530998	0.050299	0.000998817	0.0166575	0.0260401	0.0830435	0.0249761	0.0398787	0.0238514	0.0193598	0.135673	0.081336	0.109272	0.0300721	0.123367	0.0331007	0.0954395	0.00415347	0.0877509	0.00196766	0.043628	0.0396042	0.0167953	0.0243023	0.480306	0.130201	0.0232726	0.0503382	0.219941	0.0113694	0.141036	0.135254	0.102718	0.104042	0.0545108	0.0538646	0.121257	0.0751234	0.180243	0.100413	0.124426	0.00436456	0.0373828	0.318992	0.0816454	0.0142382	0.0333656	0.0693313	0.000803713	0.305996	0.0320491	0.208234	0.569634	1.04343	2.1787	5	4.497836
942000	-1294.195	-1331.878	37.68299	10	2.014248	0.0281921	0.0126069	0.0651061	0.00720965	0.0468111	0.0735867	0.030158	0.0673696	0.197899	0.0120344	0.0266248	0.0984237	0.0486051	0.0152724	0.0344474	0.0977231	0.0129568	0.0372933	0.00365894	0.0143091	0.256839	0.0292094	0.0593672	0.107708	0.101797	0.231496	0.0299885	0.0325288	0.0808177	0.027944	0.121541	0.0032684	0.0235363	0.0129679	0.257526	0.00476072	0.0436723	0.131547	0.172376	0.0186366	0.0458181	0.312712	0.0337881	0.0331392	0.0470378	0.0918115	0.137241	0.103274	0.452636	0.182576	0.112509	0.139537	0.220271	0.438278	0.0147259	0.00827836	0.0339271	0.0104958	0.0290955	0.502731	0.00532569	0.29497	0.65652	1.07034	1.97817	5	5.633023
943000	-1281.032	-1324.824	43.79191	10	2.410833	0.0124897	0.00640953	0.0327671	0.00235449	0.0342092	0.0262503	0.0214096	0.0500169	0.150611	0.0212007	0.0021332	0.113723	0.0409099	0.013267	0.00746037	0.0266669	0.109603	0.0662609	0.0218475	0.0602489	0.188709	0.138332	0.0213656	0.0648633	0.0357961	0.00577314	0.00857488	0.0805016	0.0244454	0.0339276	0.112564	0.0278156	0.152655	0.0132942	0.181432	0.0695318	0.0290996	0.0991285	0.0511084	0.04453	0.183943	0.120251	0.136073	0.197211	0.125215	0.0548479	0.0357251	0.0163623	0.196656	0.114048	0.0798801	0.0208406	0.124542	0.452961	0.0687692	0.0383812	0.0798014	0.0694702	0.171582	0.361405	0.110836	0.337837	0.692623	1.07754	1.892	5	4.962092
944000	-1281.486	-1324.446	42.95987	10	2.157141	0.0172903	0.00808355	0.0777894	0.00265644	0.0642024	0.0362331	0.00523653	0.0589786	0.225749	0.0458728	0.00641152	0.146241	0.0170887	0.0412252	0.0153181	0.0643178	0.0928104	0.0393495	0.00730205	0.0234405	0.132512	0.119559	0.114771	0.0145559	0.0814011	0.0218092	0.0159612	0.0276672	0.0337584	0.10335	0.183502	0.00728083	0.0358712	0.0599173	0.182701	0.164983	0.0301337	0.0640362	0.111114	0.0315282	0.288732	0.0999911	0.0538153	0.0199824	0.0660403	0.0133475	0.0325916	0.0604471	0.198866	0.109609	0.0515439	0.0478484	0.074934	0.488872	0.160462	0.0878467	0.0430589	0.0218756	0.0854223	0.317526	0.0248806	0.311338	0.670747	1.07347	1.94445	5	4.879701
945000	-1294.839	-1333.387	38.54828	10	1.829377	0.035836	0.000229985	0.084077	0.0223627	0.0815457	0.0531562	0.0181835	0.0580003	0.286434	0.000200091	0.0293659	0.171177	0.0563557	0.0314458	0.0785397	0.113959	0.0614577	0.064214	0.0302515	0.0421489	0.126559	0.0342531	0.0477087	0.132971	0.234955	0.116529	0.00268868	0.0952202	0.044773	0.0401461	0.163528	0.00970114	0.00154081	0.0603712	0.211469	0.148047	0.0162236	0.0662491	0.0442411	0.0415784	0.180257	0.138148	0.0149884	0.0616362	0.0794469	0.00320439	0.0357192	0.176483	0.113755	0.18184	0.0481849	0.0638755	0.096287	0.554737	0.0608745	0.0803509	0.0670625	0.0234683	0.0414582	0.571907	0.148154	0.27202	0.63555	1.06507	2.02736	5	5.699532
946000	-1295.873	-1338.952	43.07932	10	3.542411	0.010819	0.00911178	0.0778968	0.0612388	0.0903112	0.02309	0.0266334	0.00640118	0.303964	0.0357356	0.0148902	0.126984	0.0205293	0.0254821	0.0562445	0.0752924	0.0810446	0.0431177	0.0418164	0.0495124	0.095842	0.076731	0.0224605	0.0369819	0.132147	0.0097374	0.0404195	0.018095	0.0182462	0.0810704	0.0378918	0.0488241	0.0625654	0.127582	0.319156	0.163083	0.0528024	0.111091	0.0189717	0.0121078	0.24524	0.156727	0.04656	0.081585	0.0622062	0.028246	0.00670688	0.103972	0.143917	0.0610147	0.100323	0.0659143	0.0753963	0.354971	0.0660035	0.103011	0.0702657	0.0123631	0.0340615	0.333591	0.260236	0.42731	0.757733	1.08414	1.73082	5	5.078232
947000	-1303.788	-1335.393	31.6049	10	1.558486	0.0368364	0.0225969	0.0789332	0.0126957	0.0595241	0.0336394	0.0216825	0.0631434	0.200812	0.00941666	0.0214205	0.0673771	0.0185636	0.0209604	0.0226414	0.0358254	0.0978855	0.0235046	0.0366347	0.0982273	0.163199	0.0737233	0.0572504	0.0879083	0.0791926	0.0632306	0.0618663	0.0437263	0.0443995	0.0157852	0.00438625	0.108985	0.122284	0.104261	0.180178	0.139637	0.00135171	0.0398359	0.12104	0.0445379	0.243266	0.175241	0.265298	0.0515298	0.148854	0.046594	0.0790601	0.0241674	0.188861	0.175781	0.0900245	0.0924063	0.536192	0.379395	0.0387765	0.0116375	0.0370351	0.0281418	0.010708	0.508885	0.175077	0.234217	0.59801	1.05368	2.11409	5	5.846031
948000	-1305.47	-1341.737	36.26653	10	2.200722	0.0212342	0.000118906	0.0428124	0.0144616	0.0993691	0.0475251	0.00206494	0.0703783	0.398112	0.0471366	0.0240414	0.148999	0.0410586	0.0152844	0.0130934	0.122503	0.0133835	0.0336903	0.0127102	0.0981796	0.206091	0.101253	0.0363978	0.0711156	0.13161	0.0037767	0.0369972	0.0494684	0.080298	0.0121394	0.07447	0.0844302	0.0266357	0.154546	0.269809	0.171029	0.104171	0.10291	0.233047	0.014303	0.20769	0.135548	0.0823687	0.0791965	0.00574298	0.11797	0.0267209	0.0489188	0.0360663	0.0622187	0.159157	0.130429	0.0659543	0.557449	0.0424698	0.0121009	0.146762	0.0104308	0.0597445	0.514734	0.00472258	0.316113	0.674791	1.07429	1.93481	5	5.737051
949000	-1285.291	-1335.279	49.98849	10	1.937675	0.000638839	0.0189872	0.138537	0.00387768	0.0963791	0.0511422	0.00227501	0.0338728	0.193947	0.0653822	0.00394773	0.117488	0.036316	0.0569632	0.0278553	0.0664408	0.0686913	0.0428499	0.0108069	0.0334607	0.159462	0.0569027	0.106145	0.0290064	0.0417513	0.0916378	0.00127636	0.024537	0.0221372	0.0786591	0.069993	0.0170212	0.0105804	0.0342277	0.18582	0.23317	0.227824	0.107608	0.189784	0.019272	0.160582	0.180831	0.158488	0.0348519	0.0532896	0.0105153	0.00314206	0.0449752	0.108675	0.115651	0.0434761	0.0790498	0.0969548	0.362727	0.135139	0.0174332	0.026248	0.0291353	0.0675396	0.296266	0.012585	0.28572	0.648218	1.06835	1.99771	5	4.81423
950000	-1281.72	-1326.669	44.9489	10	1.975812	0.005297	0.00047372	0.0566274	0.0222151	0.0254258	0.0178397	0.0458683	0.0391404	0.2044	0.0574581	0.00186843	0.128297	0.0267741	0.0360823	0.0539858	0.0528467	0.125634	0.0397285	0.05446	0.19564	0.177281	0.0162574	0.028224	0.0192023	0.160641	0.174867	0.0805943	0.0056149	0.00284474	0.0358964	0.0848544	0.0417134	0.00170234	0.0789793	0.198002	0.161574	0.187924	0.0234901	0.0258413	0.0156629	0.08854	0.189718	0.0291333	0.0438871	0.072435	0.0657989	0.0555772	0.0703926	0.121295	0.0151341	0.126697	0.0855441	0.13676	0.65125	0.0545576	0.0809028	0.0105248	0.0468248	0.0564961	0.382239	0.0188942	0.29037	0.652417	1.06937	1.98784	5	5.113831
951000	-1311.448	-1351.13	39.68198	10	2.122217	0.0385374	0.00227186	0.060957	0.00580182	0.0717933	0.162712	0.0178128	0.0302075	0.193153	0.0433507	0.0260947	0.0752674	0.0217217	0.0116331	0.097812	0.02519	0.144442	0.081779	0.0235223	0.0318665	0.128763	0.165519	0.0542341	0.144042	0.127104	0.0625962	0.0176749	0.101255	0.0250108	0.0926345	0.160632	0.044692	0.0674493	0.0354595	0.122889	0.150697	0.176946	0.15361	0.054607	0.0184241	0.0811024	0.12604	0.0992355	0.0778083	0.0427661	0.201928	0.0117308	0.0128571	0.0195093	0.0986922	0.0507686	0.389489	0.117719	0.378799	0.0472229	0.232378	0.136732	0.0358897	0.0415132	0.263288	0.0325709	0.30744	0.667411	1.07277	1.95238	5	5.568205
952000	-1286.708	-1329.893	43.18487	10	2.44747	0.00376642	0.0135073	0.0669964	0.00576137	0.0723953	0.0448046	0.032328	0.10898	0.217983	0.00460461	0.030555	0.0705516	0.038204	0.00651114	0.0828351	0.0556932	0.0504448	0.0454865	0.00992405	0.0600634	0.120833	0.0467918	0.0320906	0.118429	0.152603	0.143847	0.117768	0.138223	0.00528219	0.13098	0.090456	0.0344345	0.0908198	0.00485256	0.1044	0.0563962	0.171067	0.114585	0.0437725	0.0197984	0.0323308	0.0922233	0.0269031	0.0540653	0.000211655	0.176318	0.0317845	0.0683988	0.142494	0.276646	0.0373719	0.0559682	0.136134	0.336034	0.0725078	0.0861377	0.00275644	0.0696655	0.0327346	0.366748	0.0199513	0.341419	0.695478	1.07801	1.8851	5	4.87621
953000	-1281.862	-1324.574	42.71207	10	2.517597	0.00194017	0.0184236	0.0215919	0.00799283	0.0245018	0.0330155	0.0244887	0.0419315	0.171949	0.0246567	0.0265907	0.119903	0.00956782	0.0433887	0.0655402	0.0800565	0.0365656	0.0182538	0.022862	0.056854	0.086406	0.0672122	0.0304058	0.0764699	0.0926319	0.0631775	0.0395705	0.0523929	0.0428765	0.00547976	0.0941302	0.0539148	0.041698	0.00809296	0.0694838	0.0783011	0.128633	0.0524436	0.0496837	0.0106669	0.242961	0.134885	0.123873	0.0875987	0.0310369	0.110656	0.0124987	0.000767133	0.0956887	0.056202	0.162069	0.0590521	0.107295	0.52119	0.0941931	0.126985	0.0232569	0.0581633	0.0104813	0.337791	0.072858	0.348119	0.700757	1.07882	1.8723	5	4.463245
954000	-1303.724	-1340.167	36.44373	10	2.235115	0.0201324	0.0131061	0.129584	0.0126607	0.0415566	0.0771648	0.0109407	0.038225	0.267689	0.0376058	0.0443359	0.235856	0.0434888	0.00727064	0.0268028	0.0790556	0.107255	0.0386828	0.0473601	0.0326331	0.280623	0.153032	0.0214051	0.298781	0.102896	0.0732672	0.0374458	0.0226162	0.0641387	0.035193	0.0651727	0.0230715	0.0919591	0.0778937	0.211296	0.0116456	0.150239	0.153677	0.0699645	0.0263984	0.115488	0.179774	0.17729	0.00535212	0.058086	0.175711	0.000598251	0.0746725	0.0207458	0.0766224	0.124716	0.0729318	0.194696	0.340287	0.1315	0.0225472	0.0757369	0.0244371	0.0272746	0.399117	0.0209969	0.319813	0.677893	1.0749	1.9274	5	5.600701
955000	-1298.129	-1334.747	36.61735	10	4.302188	0.0124093	0.00124384	0.0376407	0.00408815	0.0391124	0.0482806	0.059557	0.0704559	0.254271	0.0279378	0.00258058	0.126008	0.0557019	0.0293096	0.0133836	0.159169	0.0932356	0.0212526	0.0209306	0.0692454	0.175542	0.0923384	0.0244867	0.0527736	0.0515852	0.0485227	0.160981	0.0879252	0.0311417	0.0562674	0.144553	0.0448845	0.122652	0.0380238	0.178559	0.0880221	0.131821	0.132583	0.0523041	0.0728509	0.106868	0.0781912	0.094651	0.0721225	0.0352453	0.0539623	0.0122339	0.109837	0.0378848	0.121802	0.0314147	0.189242	0.202792	0.426494	0.0630374	0.138062	0.0221345	0.105439	0.0199896	0.426096	0.00945807	0.47023	0.785051	1.08424	1.66047	5	5.290587
956000	-1296.673	-1336.178	39.50444	10	2.426022	0.00666069	0.0157259	0.0312587	0.00111725	0.0723168	0.0545214	0.0246556	0.0141579	0.313639	0.0190306	0.0344414	0.168062	0.0243206	0.0202841	0.0526936	0.0797569	0.071224	0.0112243	0.0126576	0.0771692	0.122965	0.106031	0.0657021	0.0824086	0.0669752	0.102399	0.0626608	0.0493194	0.00314421	0.0590789	0.0934922	0.0886258	0.0843704	0.260276	0.216824	0.018332	0.293835	0.145448	0.0256675	0.0205572	0.108921	0.0886878	0.131675	0.0152631	0.00467479	0.0686439	0.00491954	0.0146917	0.0695861	0.189555	0.139893	0.122346	0.24114	0.58889	0.0282908	0.0863666	0.0691226	0.106227	0.0274551	0.5884	0.0204188	0.339329	0.693815	1.07774	1.88912	5	5.7882
957000	-1295.305	-1339.856	44.55137	10	2.85155	0.0017552	0.0269273	0.0842144	0.00428691	0.0923619	0.0520067	0.0714463	0.0217925	0.16235	0.025809	0.0375776	0.0555647	0.00645917	0.0408586	0.0612994	0.059708	0.0832176	0.0626078	0.0326198	0.0741663	0.122663	0.0379215	0.0282308	0.0172176	0.103178	0.198159	0.0300652	0.0821609	0.0800264	0.0525908	0.152449	0.0468825	0.0598134	0.00989153	0.255653	0.0550564	0.0292183	0.104355	0.0176237	0.0217741	0.0284977	0.21796	0.125693	0.178249	0.0874414	0.043089	0.0793433	0.0412588	0.0502905	0.0527093	0.0762678	0.13957	0.0534695	0.212468	0.124139	0.0119969	0.0230252	0.0231091	0.038202	0.46541	0.0313984	0.377441	0.722963	1.08168	1.81792	5	4.665548
958000	-1290.816	-1335.514	44.69775	10	1.541638	0.00715041	0.0120297	0.0429135	0.0227007	0.0256293	0.030685	0.00289973	0.0594596	0.195531	0.044957	0.00656599	0.0785538	0.0173061	0.0724315	0.0783575	0.0543061	0.0977284	0.0346232	0.0214318	0.0261771	0.0894617	0.0120298	0.0106635	0.06093	0.0852208	0.0410044	0.0658502	0.0473021	0.00617766	0.0371974	0.0332162	0.0454494	0.0629566	0.00984915	0.0820209	0.169564	0.0181762	0.0807911	0.200479	0.01333	0.170552	0.0646247	0.0951541	0.0283311	0.0559431	0.13415	0.139772	0.0783026	0.0109441	0.0693892	0.0846132	0.0274879	0.138607	0.445033	0.0911712	0.0159452	0.0703933	0.0456523	0.0739557	0.447867	0.10873	0.231684	0.595343	1.05278	2.1202	5	4.499728
959000	-1291.402	-1332.816	41.41424	10	4.074327	0.0455149	0.0169879	0.105951	0.0139607	0.0504023	0.0713979	0.00033027	0.0547463	0.205922	0.0144626	0.0240909	0.177685	0.0323058	0.0241812	0.0609729	0.0384923	0.0737898	0.0478064	0.00060136	0.0401996	0.117187	0.137505	0.0366344	0.0320469	0.0866018	0.0125374	0.0628606	0.0534889	0.0152126	0.0290156	0.0653544	0.0489044	0.0830796	0.168638	0.0821863	0.0788551	0.0948288	0.0670643	0.0230797	0.115725	0.178067	0.152397	0.0638052	0.027002	0.184704	0.0197318	0.0390244	0.133866	0.0392283	0.155228	0.110718	0.0976152	0.107565	0.309483	0.126299	0.041005	0.0292725	0.0565832	0.0530778	0.520709	0.0756785	0.458399	0.777741	1.08438	1.67948	5	5.031667
960000	-1297.81	-1335.432	37.62168	10	2.308952	0.0373608	0.0126027	0.0785105	0.00948684	0.0467563	0.0123213	0.0940672	0.033375	0.18221	0.00747491	0.0132655	0.108918	0.00957214	0.0157975	0.0941444	0.0434243	0.0377511	0.0298438	0.0298784	0.0904923	0.0722345	0.0886305	0.112301	0.0255403	0.0465637	0.0585495	0.0486962	0.0845826	0.0834097	0.0257539	0.0832699	0.084365	0.127114	0.114043	0.042613	0.0789167	0.0652874	0.0829701	0.0177242	0.158139	0.20907	0.115493	0.121741	0.12564	0.00137638	0.212537	0.000675045	0.0891367	0.140301	0.0425191	0.0946109	0.130749	0.354628	0.506279	0.0172195	0.0717948	0.0128479	0.0113474	0.0236726	0.395534	0.033543	0.327561	0.684302	1.0761	1.91204	5	5.198671
961000	-1274.24	-1324.984	50.74402	10	1.506408	0.0110889	0.00824849	0.0534989	0.0068621	0.0536148	0.0203903	0.00211859	0.0825782	0.286484	0.0573483	0.0222995	0.0641125	0.029517	0.0112893	0.0594767	0.133618	0.110065	0.0327112	0.0067918	0.089333	0.101494	0.100292	0.0377217	0.0540701	0.0992295	0.0184359	0.012368	0.0232791	0.0218353	0.0279824	0.0522521	0.0409231	0.0988369	0.017574	0.0975229	0.0853703	0.00216571	0.0680511	0.080587	0.147263	0.157723	0.0927169	0.142254	0.00581252	0.0736584	0.0572911	0.0940916	0.103407	0.0948857	0.167208	0.036715	0.176505	0.0630117	0.32028	0.0538892	0.0511192	0.0368141	0.0181531	0.0176393	0.550398	0.0238871	0.226311	0.589619	1.0508	2.13327	5	4.666159
962000	-1301.251	-1341.613	40.3619	10	1.246498	0.000125367	0.0135251	0.10403	0.00167807	0.0330954	0.0146314	0.126416	0.0599131	0.178568	0.0321633	0.000638509	0.0825393	0.084131	0.0137786	0.0678988	0.0870255	0.0339018	0.0594286	0.04275	0.0629451	0.177574	0.021877	0.00386633	0.00162345	0.100989	0.0221829	0.100818	0.047668	0.014352	0.025643	0.0844372	0.0474084	0.193993	0.0413933	0.111266	0.0565376	0.00764281	0.154314	0.136954	0.1049	0.0558933	0.196036	0.113111	0.108637	0.014636	0.00142492	0.129435	0.0433189	0.200942	0.0685088	0.00992559	0.169298	0.22646	0.326529	0.061916	0.0964551	0.049083	0.000603054	0.00737362	0.592117	0.0172121	0.183378	0.540094	1.03128	2.24525	5	5.043536
963000	-1293.361	-1337.891	44.5306	10	1.868721	0.0131825	0.0364549	0.0265435	0.00606911	0.109809	0.0757693	0.0294145	0.022145	0.193584	0.0399414	0.0338849	0.0593637	0.0371235	0.00464142	0.0231942	0.0749172	0.0711716	0.0733143	0.0116854	0.0161255	0.226596	0.129781	0.0830753	0.134655	0.078783	0.0484468	0.0107803	0.164665	0.016594	0.0294272	0.109218	0.037954	0.111976	0.0136834	0.19319	0.042624	0.078856	0.0660796	0.0737416	0.0267061	0.106316	0.167483	0.0414793	0.0361684	0.175668	0.0965948	0.123659	0.0491344	0.165233	0.133054	0.0609188	0.155104	0.14014	0.444406	0.0731955	0.0435444	0.0391294	0.0100801	0.0112376	0.248972	0.0718354	0.277084	0.640286	1.06633	2.0163	5	5.028518
964000	-1287.787	-1331.862	44.07511	10	2.46892	0.00280393	0.00992738	0.0917236	0.0174008	0.0394547	0.0202546	0.018514	0.0246179	0.140596	0.0101925	0.0278475	0.127106	0.0170329	0.0254622	0.095319	0.0219363	0.0542079	0.00714379	0.00092967	0.000750486	0.158374	0.0638227	0.0341757	0.0660338	0.0499064	0.0694129	0.0398155	0.0261241	0.017541	0.129098	0.0867738	0.0462643	0.0419806	0.00119006	0.216209	0.134394	0.0181466	0.264333	0.0265673	0.0187679	0.234457	0.183522	0.0926075	0.313464	0.028716	0.20047	0.090345	0.123285	0.0185189	0.18348	0.0791898	0.0812739	0.114652	0.350113	0.093487	0.0219869	0.129075	0.0615125	0.00113452	0.280977	0.0427002	0.34349	0.697119	1.07827	1.88113	5	4.987119
965000	-1284.61	-1328.624	44.01484	10	1.891087	0.00107447	0.0107079	0.129346	0.00111787	0.0410861	0.0690499	0.0274831	0.0728624	0.139775	0.00503582	0.00507189	0.0478881	0.0289161	0.0307962	0.0503114	0.0408986	0.0921789	0.0114812	0.0115951	0.0611213	0.118403	0.069905	0.0173858	0.0326286	0.0416741	0.110431	0.0190739	0.0348537	0.00842362	0.00892265	0.109902	0.0364353	0.122021	0.0203163	0.0170691	0.170784	0.0131626	0.0977045	0.0029861	0.10794	0.167821	0.140979	0.270768	0.182265	0.0460127	0.118822	0.0277411	0.0713993	0.011582	0.223566	0.1385	0.0806996	0.0495974	0.670972	0.0585243	0.0822392	0.0174282	0.0229409	0.0102018	0.349468	0.0153067	0.279918	0.642909	1.06701	2.01016	5	4.794652
966000	-1297.276	-1332.853	35.57635	10	2.24078	0.0179409	0.0503565	0.0616681	0.0112993	0.0709287	0.00560557	0.0804628	0.0644361	0.252088	0.00749264	0.0381167	0.159645	0.0215198	0.0206531	0.0458561	0.0937948	0.112649	0.00343459	0.0233669	0.0518849	0.125694	0.0226014	0.0159386	0.0203548	0.141425	0.110591	0.103788	0.181413	0.0487559	0.0111815	0.0964531	0.0229297	0.0598753	0.0188751	0.0298067	0.089674	0.0640535	0.137475	0.0784137	0.0156606	0.163105	0.124572	0.126261	0.00822734	0.0856515	0.0835456	0.027909	0.0811526	0.123196	0.0848717	0.109871	0.176742	0.205275	0.697955	0.241303	0.24798	0.0288994	0.132027	0.0334759	0.536787	0.144553	0.320417	0.678397	1.07499	1.92619	5	6.051517
967000	-1315.642	-1346.083	30.44078	10	4.052709	0.0146775	0.0260812	0.105587	0.0176067	0.0370529	0.0751778	0.0429274	0.0430184	0.200916	0.0367873	0.0204054	0.113832	0.0440969	0.0242945	0.0301157	0.108076	0.01981	0.0832642	0.00183015	0.158381	0.229814	0.0352041	0.0310047	0.0516754	0.195513	0.03093	0.0292983	0.0102115	0.045419	0.0969324	0.049365	0.0363443	0.218929	0.0299346	0.283844	0.180116	0.0365535	0.0597992	0.0320306	0.0365254	0.290404	0.0576563	0.149116	0.207792	0.0952304	0.0926529	0.0712361	0.0291122	0.238443	0.0169451	0.159513	0.290837	0.156588	0.538883	0.125793	0.0850713	0.00455554	0.0244909	0.0402262	0.397445	0.210287	0.457235	0.777012	1.08439	1.68136	5	6.20566
968000	-1283.995	-1326.958	42.96258	10	1.848217	0.0022917	0.00973653	0.0497081	0.0136116	0.0909928	0.0601242	0.0683887	0.0674626	0.297252	0.00250497	0.00226465	0.105125	0.0440429	0.0186484	0.048294	0.1261	0.0542638	0.0284375	0.0352107	0.038924	0.176356	0.019834	0.0480484	0.0734651	0.150741	0.0131609	0.0477331	0.0451185	0.0193196	0.0451728	0.088932	0.0501712	0.0612832	0.0758612	0.103191	0.0854634	0.00907173	0.0639545	0.0154695	0.0219595	0.141398	0.187203	0.124532	0.13726	0.00857952	0.0699127	0.0112335	0.0211588	0.121455	0.34036	0.0859387	0.104351	0.141936	0.411213	0.0394839	0.0366636	0.0884618	0.0296397	0.00208068	0.50954	0.22967	0.274457	0.637838	1.06568	2.02202	5	5.219759
