Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
30000	-1290.336	-1333.166	42.82945	10	1.71643	0.0305638	0.0140874	0.0882858	0.0020204	0.0425842	0.00735681	0.00294978	0.0695866	0.287827	0.0133821	0.0246074	0.101831	0.017957	0.032191	0.0477171	0.0367371	0.0956021	0.0576141	0.0369717	0.0772162	0.129945	0.0818274	0.0415682	0.130475	0.0233363	0.187003	0.00676127	0.0966622	0.00952071	0.0292558	0.0901986	0.103215	0.0759912	0.253895	0.123469	0.17135	0.011284	0.0229563	0.0946914	0.0375001	0.0494525	0.0648719	0.041888	0.0593164	0.0263627	0.0297055	0.0366992	0.520843	0.223422	0.10328	0.1132	0.0432313	0.0911672	0.377355	0.176973	0.0696853	0.195089	0.0348072	0.0390661	0.0430333	0.0518235	0.256905	0.62102	1.06095	2.06112	5	5.199266
31000	-1285.783	-1331.713	45.93031	10	2.390216	0.00804293	0.028841	0.103678	0.000413731	0.058732	0.0267728	0.00186461	0.0975754	0.174459	0.0139199	0.00302063	0.0657158	0.0265371	0.0146989	0.0334068	0.0535105	0.0670763	0.0667012	0.00900392	0.0127479	0.136593	0.105809	0.0300638	0.0237317	0.167052	0.146786	0.0224079	0.0573749	0.00194772	0.054527	0.114561	0.012224	0.177666	0.249696	0.0987304	0.129766	0.0413006	0.0764025	0.0505452	0.000746661	0.0757672	0.148453	0.103382	0.156205	0.00441186	0.00991785	0.0541549	0.441136	0.0921049	0.0555755	0.00162011	0.0898814	0.0833196	0.198444	0.0726294	0.0451591	0.100043	0.0299761	0.105838	0.0718425	0.0169676	0.335795	0.690985	1.07727	1.89595	5	4.52148
32000	-1300.363	-1334.792	34.42957	10	3.788273	0.0222268	0.0132788	0.103444	0.0170102	0.0231861	0.00497603	0.0876721	0.0788422	0.201981	0.0572264	0.00755155	0.0885664	0.0491709	0.026353	0.0799675	0.0427768	0.0900114	0.0390231	0.013349	0.071979	0.159017	0.130438	0.0330176	0.0798025	0.0683243	0.0537567	0.0368473	0.0814285	0.0780187	0.114039	0.137506	0.0118292	0.110978	0.0859335	0.0652652	0.113793	0.0183589	0.104379	0.191141	0.0907206	0.133963	0.0162801	0.0653403	0.0504695	0.136671	0.0907688	0.0209574	0.386046	0.157496	0.0207566	0.0907063	0.0758553	0.0279882	0.411087	0.102153	0.237688	0.177091	0.0573834	0.0125334	0.0559822	0.00684421	0.442339	0.767554	1.08437	1.70574	5	5.217248
33000	-1287.744	-1334.273	46.529	10	2.152244	0.00854965	0.00237271	0.028581	0.0214209	0.10415	0.0418961	0.0027476	0.0364275	0.192611	0.0117155	0.00531919	0.11099	0.0652847	0.0292982	0.0344603	0.0848672	0.0443845	0.0495262	0.00835328	0.0266274	0.15744	0.0261437	0.045954	0.182402	0.151353	0.056917	0.017226	0.00522887	0.0230215	0.0811995	0.108302	0.0475581	0.286495	0.182205	0.170086	0.0392742	0.0246759	0.00482875	0.0321443	0.0287	0.205879	0.163418	0.0501101	0.0357794	0.0799412	0.0972731	0.0811708	0.446366	0.188685	0.130436	0.00510856	0.0484942	0.0314596	0.436603	0.066388	0.0392239	0.1271	0.0101524	0.0264639	0.0357385	0.0471508	0.310795	0.670284	1.07337	1.94555	5	4.933679
34000	-1285.95	-1332.283	46.33385	10	3.175564	0.00759202	0.00699304	0.11998	0.00713624	0.07955	0.0153638	0.00424879	0.0337264	0.248772	0.0104389	0.0705138	0.0750109	0.0518965	0.0393736	0.0126862	0.0765941	0.0761945	0.0556909	0.00452462	0.000929963	0.195995	0.046449	0.0347158	0.223308	0.187347	0.0740683	0.0153086	0.117185	0.00011233	0.0485014	0.116914	0.000247927	0.102646	0.0915869	0.192974	0.0826698	0.0388877	0.0525125	0.00448289	0.0507898	0.0969745	0.0199174	0.0697089	0.0471828	0.0398501	0.125094	0.00749329	0.434344	0.194794	0.0545125	0.145852	0.0958851	0.0309866	0.450778	0.0901084	0.052872	0.204592	0.0292483	0.0603259	0.0156763	0.0252015	0.402404	0.740807	1.08326	1.77353	5	4.965316
35000	-1290.345	-1334.56	44.21455	10	2.918095	0.00339003	0.0160224	0.0619432	0.0139814	0.0582732	0.0412707	0.0193903	0.104856	0.196531	0.0228667	0.0109611	0.134266	0.020183	0.0214757	0.0186616	0.0723144	0.0523303	0.0452223	0.0251638	0.0902319	0.154597	0.0529028	0.0254746	0.0904301	0.0722932	0.0526657	0.0233424	0.0316364	0.00590698	0.0718198	0.134805	0.0138428	0.106674	0.0699535	0.172553	0.134212	0.00268475	0.074833	0.119461	0.0546154	0.00660184	0.0759808	0.175466	0.0657216	0.000924911	0.0409747	0.0440976	0.540794	0.187278	0.136607	0.0177011	0.058396	0.039744	0.223601	0.0927567	0.101916	0.122841	0.0293717	0.0852364	0.0034254	0.0289048	0.382825	0.72689	1.08208	1.80821	5	4.572379
36000	-1294.813	-1328.023	33.20971	10	1.580797	0.00499927	0.0314424	0.193438	0.00542431	0.0635676	0.0552416	0.00336047	0.0415602	0.184021	0.0659192	0.0115643	0.0464811	0.00636148	0.0067089	0.0157886	0.0191367	0.0246935	0.0215791	0.00111586	0.080509	0.143744	0.0405675	0.0354725	0.0659455	0.173151	0.015258	0.0784556	0.0605834	0.00285193	0.0628592	0.105764	0.0582052	0.0291704	0.296542	0.0361839	0.161945	0.0636016	0.0310321	0.13843	0.0720647	0.105297	0.00684053	0.061547	0.107233	0.221973	0.0847986	0.0062039	0.423333	0.175875	0.0503895	0.0713837	0.00377975	0.0881182	0.52761	0.214416	0.128317	0.18487	0.0700675	0.0174067	0.160796	0.0245043	0.237538	0.601475	1.05483	2.10615	5	5.289499
37000	-1289.955	-1340.23	50.27489	10	1.598799	0.00696779	0.00243909	0.031678	0.00353074	0.0932524	0.0427144	0.0105793	0.0472301	0.145406	0.0332341	0.0170727	0.0496699	0.0852392	0.0641911	0.0277274	0.002886	0.0412975	0.0185222	0.00604587	0.074677	0.148362	0.0060075	0.0394476	0.0803241	0.0797584	0.0979911	0.109104	0.00672471	0.00107158	0.182431	0.0651624	0.0221262	0.0590368	0.239139	0.0574855	0.270779	0.0853324	0.0157488	0.143843	0.0709203	0.10748	0.210429	0.0653383	0.176105	0.024638	0.0207065	0.0218177	0.331595	0.06793	0.0643472	0.111878	0.148015	0.100079	0.252921	0.131753	0.0428461	0.224464	0.00556228	0.0166131	0.0153302	0.0281271	0.240189	0.604216	1.05573	2.09986	5	4.753132
38000	-1299.731	-1338.368	38.63695	10	1.83052	0.00293282	0.0237441	0.119786	0.0248986	0.0716281	0.0600996	0.016288	0.0502699	0.180059	0.0161307	0.00262752	0.0539986	0.0380319	0.0517535	0.00482503	0.0428799	0.107199	0.00927663	0.0390734	0.0509339	0.0747291	0.139722	0.0489517	0.0221551	0.240439	0.0863233	0.145368	0.0831093	0.0116202	0.0484407	0.0768644	0.0707559	0.161044	0.11373	0.252392	0.0771817	0.0644708	0.0671283	0.228824	0.0270585	0.118525	0.00266495	0.0666488	0.0901129	0.0374658	0.0841552	0.00349996	0.842601	0.193403	0.036351	0.0861147	0.00898229	0.0029927	0.586364	0.129157	0.0608427	0.104584	0.0349893	0.00982676	0.00523495	0.00142596	0.272169	0.63569	1.06511	2.02703	5	5.512686
39000	-1284.667	-1333.396	48.72955	10	1.461791	0.0603531	0.0180339	0.0600186	0.0300485	0.0794864	0.0242259	0.0730692	0.0686378	0.114218	0.004116	0.025742	0.11516	0.0377757	0.0475358	0.0362267	0.0277973	0.07461	0.0548163	0.011568	0.0422687	0.119773	0.0251931	0.0712248	0.0432801	0.0777413	0.0404265	0.0776943	0.0680979	0.00735306	0.0691482	0.0791863	0.0199481	0.196757	0.0968197	0.0481865	0.0682183	0.0448975	0.0711001	0.0340185	0.00390438	0.19593	0.10632	0.0519783	0.155565	0.0754569	0.00240609	0.0472792	0.474822	0.0792867	0.0697846	0.0861439	0.0268166	0.0457676	0.443692	0.0572278	0.103396	0.0566456	0.030611	0.00142405	0.159339	0.11833	0.219359	0.58207	1.0481	2.15047	5	4.656901
40000	-1290.26	-1330.3	40.04032	10	2.249814	0.0300759	0.00338183	0.0440882	0.00808594	0.0746361	0.0145851	0.0722418	0.0333623	0.214022	0.0219061	0.00263922	0.107693	0.0431891	0.0327981	0.0156625	0.0202777	0.0593297	0.0659804	0.00482451	0.045254	0.149321	0.0770415	0.099825	0.0554444	0.0398036	0.0349581	0.045869	0.0387287	0.0930819	0.0347535	0.122013	0.0491995	0.115833	0.151075	0.136928	0.142504	0.0238428	0.0698106	0.206473	0.105927	0.115757	0.072821	0.0393736	0.281593	0.133911	0.0101408	0.0176536	0.566644	0.0461471	0.0318702	0.0234193	0.0395984	0.0460358	0.402572	0.0829785	0.142588	0.0167349	0.0352974	0.00260237	0.185046	0.0615443	0.321376	0.679196	1.07515	1.92428	5	5.060793
41000	-1306.029	-1342.908	36.8786	10	4.082722	0.00775495	0.0111251	0.0669455	0.0164177	0.0698323	0.109438	0.0078928	0.0475847	0.0948849	0.0711222	0.0294278	0.0466763	0.0656523	0.0319493	0.0179479	0.0316066	0.0857484	0.0439191	0.0208789	0.0392081	0.098173	0.0559534	0.0385308	0.114094	0.137069	0.0141509	0.183391	0.0841551	0.00108513	0.0416885	0.14116	0.00357439	0.108365	0.134948	0.0720677	0.16008	0.085928	0.0391164	0.0776273	0.125174	0.136292	0.151072	0.062636	0.182431	0.0362732	0.000523019	0.0157191	0.364145	0.288039	0.0343497	0.0716532	0.138076	0.0482002	0.496029	0.264371	0.0722337	0.121304	0.0133644	0.0463244	0.0036781	0.00195835	0.45885	0.778022	1.08438	1.67875	5	5.181014
42000	-1292.986	-1330.021	37.03506	10	2.222234	0.0396328	0.0161348	0.0591225	0.00125793	0.0298361	0.0802395	0.00984313	0.080533	0.371318	0.00512148	0.031525	0.171134	0.0140793	0.0168268	0.087797	0.135876	0.0418873	0.0191113	0.0155633	0.031196	0.113977	0.0363257	0.158127	0.0871407	0.116357	0.219654	0.0552387	0.017141	0.0176952	0.0239755	0.0410654	0.0437445	0.0352583	0.165039	0.0683783	0.160669	0.00585016	0.105403	0.0733114	0.0189285	0.162805	0.0518963	0.154396	0.0908873	0.202344	0.0152952	0.158147	0.465531	0.14535	0.0262598	0.0710655	0.0128999	0.00305163	0.464269	0.15871	0.0200385	0.0721581	0.0233373	0.0643646	0.0860545	0.0656339	0.318434	0.67674	1.07467	1.93015	5	5.33581
43000	-1297.548	-1336.902	39.35446	10	3.783476	0.00661059	0.0297738	0.0705594	0.00723978	0.0228722	0.0214313	0.00971832	0.0185625	0.347438	0.0320264	0.0438792	0.151675	0.100508	0.0578847	0.0464871	0.0776235	0.101803	0.0332755	0.0209665	0.0231196	0.165051	0.01379	0.0184656	0.110182	0.127359	0.0836953	0.092844	0.0225144	0.0237774	0.0607917	0.0717407	0.0952511	0.113554	0.103826	0.0893849	0.0751315	0.0961954	0.00719274	0.221433	0.0432137	0.187615	0.118861	0.0115375	0.09324	0.0536996	0.0844284	0.0220338	0.357495	0.118536	0.0598033	0.05111	0.0240774	0.0466095	0.464732	0.129484	0.159735	0.00704974	0.263813	0.102606	0.076179	0.0277195	0.442057	0.767372	1.08437	1.7062	5	5.319212
44000	-1306.163	-1338.309	32.14645	10	2.001732	0.0155307	0.00838345	0.0448867	0.0115554	0.0189249	0.0199253	0.10459	0.0136689	0.24099	0.0496407	0.00186454	0.0796449	0.0554636	0.124876	0.0623317	0.0757317	0.075117	0.0317518	0.105795	0.114671	0.106281	0.139468	0.0108806	0.0209136	0.222318	0.0694689	0.0284208	0.0190085	0.0240802	0.0844432	0.082275	0.0317193	0.320932	0.0772454	0.0839116	0.150463	0.0120976	0.00873302	0.250511	0.0497195	0.186584	0.226416	0.110414	0.15084	0.0336321	0.0255593	0.0292637	0.626981	0.295144	0.0774285	0.0185085	0.0386362	0.0572062	0.449415	0.042898	0.0383639	0.0234646	0.151343	0.0081401	0.089929	0.057354	0.293481	0.655198	1.07003	1.98129	5	5.785756
45000	-1279.349	-1323.522	44.17278	10	2.619616	0.0221227	0.00737668	0.0684718	0.00810333	0.0587452	0.0302967	0.00329066	0.0563704	0.205897	0.0207972	0.020029	0.136128	0.05353	0.0404905	0.0447784	0.0405513	0.073406	0.0296425	0.0299919	0.129178	0.140996	0.0993418	0.0547113	0.0517141	0.0404963	0.0210716	0.0585016	0.135026	0.00422148	0.0904758	0.0842485	0.0248179	0.190078	0.0917191	0.0556192	0.248662	0.0960532	0.212849	0.262461	0.00228263	0.2397	0.0131651	0.0397456	0.107482	0.0858102	0.0836855	0.03116	0.442542	0.0678149	0.0172844	0.01045	0.0130778	0.146189	0.419548	0.104892	0.0475292	0.0102807	0.168565	0.00417845	0.0224031	0.0620989	0.357512	0.708025	1.07986	1.8546	5	5.182146
46000	-1287.302	-1326.491	39.18902	10	2.371395	0.0198058	0.00373893	0.0920534	0.0119455	0.039312	0.0506971	0.0904115	0.0521533	0.188599	0.0587874	0.0226177	0.065228	0.0245788	0.02616	0.0247817	0.042103	0.0759222	0.0366471	0.0323106	0.0354514	0.182251	0.0528466	0.00798087	0.118043	0.0323844	0.021063	0.0128697	0.0753713	0.0657906	0.118006	0.147808	0.0264623	0.231419	0.0969366	0.0533139	0.179996	0.014866	0.00617655	0.277125	0.00309668	0.0736714	0.0338431	0.0593756	0.145556	0.00902642	0.0738916	0.00584276	0.0655623	0.09511	0.138593	0.105114	0.0781867	0.137034	0.395576	0.11334	0.160957	0.00104333	0.227193	0.0210781	0.505594	0.0916348	0.333915	0.68947	1.07701	1.89961	5	5.254334
47000	-1281.646	-1327.541	45.89506	10	2.140095	0.0151424	0.0198271	0.0342237	0.00267057	0.0595705	0.0229779	0.0188299	0.0102905	0.229216	0.0240244	0.000748603	0.0776248	0.03355	0.0132423	0.0212292	0.0381922	0.0880808	0.0597738	0.0233408	0.0523948	0.31536	0.0341036	0.00532449	0.0451683	0.14401	0.0537304	0.0488036	0.0118629	0.0252812	0.0267557	0.04486	0.117219	0.131333	0.149129	0.201478	0.138276	0.0876288	0.123858	0.177617	0.075904	0.112704	0.0646669	0.06954	0.0950255	0.132972	0.0646131	0.0512487	0.0396886	0.218393	0.127673	0.018575	0.0278097	0.0542416	0.349183	0.029282	0.0337046	0.0265463	0.0200162	0.0324972	0.340916	0.0735579	0.309443	0.66913	1.07313	1.9483	5	4.785509
48000	-1292.384	-1335.913	43.5287	10	2.809126	0.00964729	0.0168054	0.101952	0.0175094	0.0938058	0.0736972	0.00251438	0.0551382	0.172791	0.0107117	0.02915	0.0938433	0.044794	0.0209743	0.0860522	0.0249625	0.187977	0.0537478	0.015707	0.0703074	0.14314	0.046378	0.000627891	0.0772505	0.0738227	0.0240981	0.167726	0.0401908	0.0409087	0.062288	0.172883	0.0400959	0.186443	0.14673	0.0354553	0.0418581	0.00209761	0.0567017	0.019861	0.00279298	0.190056	0.0939894	0.0986143	0.129787	0.182297	0.146204	0.0784781	0.0203748	0.220867	0.0722012	0.0190443	0.0447517	0.0535157	0.373312	0.177313	0.0334987	0.012115	0.00526772	0.0720029	0.246693	0.181755	0.373935	0.72038	1.0814	1.82429	5	5.015578
49000	-1286.562	-1331.145	44.58316	10	2.588524	0.0720555	0.000755186	0.056277	0.0191011	0.0560106	0.0762024	0.0382797	0.0605571	0.256099	0.0387735	0.0114004	0.133305	0.0209045	0.0492769	0.0431517	0.0310329	0.0819282	0.032188	0.0163153	0.0593328	0.177653	0.063557	0.0442846	0.0535186	0.176688	0.0201017	0.0169366	0.0454829	0.062912	0.01872	0.0985551	0.0419589	0.130331	0.203915	0.0331276	0.0996755	0.0015896	0.0730337	0.273815	0.0471339	0.0630347	0.0297482	0.0332866	0.085006	0.0845829	0.0221093	0.0585135	0.0459471	0.27781	0.0129596	0.018602	0.131347	0.0303692	0.397228	0.162185	0.0935555	0.0128776	0.122439	0.0255777	0.403806	0.000626084	0.354692	0.705859	1.07957	1.85988	5	4.947547
50000	-1305.617	-1345.485	39.86794	10	1.714868	0.0468235	0.0235868	0.160562	0.00622218	0.117316	0.0263828	0.00910783	0.0376408	0.215064	0.0125468	0.0103582	0.100225	0.0314274	0.0137828	0.039612	0.0706277	0.122302	0.0397906	0.0127335	0.0278883	0.140927	0.119199	0.0429607	0.0967113	0.0980659	0.172868	0.0803399	0.0391628	0.0587308	0.0274305	0.114231	0.039788	0.123474	0.187797	0.0161505	0.16329	0.0324008	0.0247593	0.0669635	0.0718181	0.0704687	0.0645458	0.0046665	0.269468	0.000571925	0.039536	0.0544436	0.0637153	0.115545	0.0521233	0.103254	0.0256937	0.139473	0.425988	0.0700345	0.0406292	0.0154464	0.166684	0.0880198	0.404801	0.0831474	0.25669	0.620809	1.06089	2.06161	5	5.139322
51000	-1302.025	-1339.706	37.68125	10	2.818197	0.000840621	0.0349163	0.0835086	0.0117331	0.0865926	0.035368	0.0596158	0.0282857	0.154276	0.0324448	0.0297511	0.0655523	0.027193	0.0386041	0.0540371	0.0720478	0.0592396	0.0264694	0.0336662	0.105676	0.224757	0.0520373	0.0217845	0.0864667	0.128936	0.0335543	0.0636439	0.0611107	0.0411863	0.035509	0.068948	0.0456881	0.149814	0.0906723	0.0583664	0.466783	0.012175	0.0101605	0.245099	0.0332505	0.183448	0.087209	0.115924	0.100386	0.00834289	0.0591019	0.0467843	0.0547777	0.0528527	0.123059	0.102895	0.122165	0.0707117	0.439458	0.16269	0.0589529	0.00134004	0.191045	0.00802233	0.613813	0.0361338	0.374689	0.720938	1.08146	1.82291	5	5.608873
52000	-1297.36	-1335.876	38.51652	10	7.671947	0.0010317	0.00144592	0.0681485	0.0105706	0.0180101	0.12489	0.0287999	0.0432864	0.259296	0.0589849	0.0081092	0.205767	0.0188787	0.02762	0.0177754	0.0539369	0.0694297	0.0502189	0.0190174	0.0973771	0.244484	0.0701766	0.0549796	0.0960995	0.14657	0.0406465	0.0311139	0.0813049	0.0313978	0.123288	0.066652	0.0780389	0.157378	0.256142	0.0476081	0.133362	0.0429102	0.0253526	0.179875	0.0532793	0.063555	0.0434377	0.142803	0.064933	0.132724	0.0708833	0.142056	0.0815862	0.333485	0.0161306	0.0218777	0.109525	0.0563227	0.431895	0.132466	0.0336778	0.00728035	0.0106485	0.0308164	0.250921	0.0607435	0.585502	0.848759	1.07739	1.48835	5	5.381021
53000	-1288.97	-1334.823	45.8532	10	1.856941	0.0113963	0.00136285	0.0865663	0.000328661	0.0816213	0.0700339	0.0387845	0.108145	0.200114	0.00866368	0.00589914	0.0475296	0.0592931	0.0285196	0.0389401	0.138879	0.0460117	0.0488202	0.0229376	0.116273	0.109609	0.0376117	0.0344857	0.0573554	0.163161	0.00235359	0.0498076	0.0648487	0.0250967	0.0423967	0.112725	0.01859	0.0947464	0.207226	0.00661571	0.0494194	0.0163164	0.0205489	0.155257	0.0376377	0.191816	0.038869	0.0805416	0.0800263	0.0854899	0.0152628	0.160539	0.0239019	0.0414889	0.0683785	0.00551944	0.130879	0.0601119	0.377777	0.146818	0.142443	0.0929145	0.0115004	0.0536476	0.335421	0.0284523	0.275578	0.638884	1.06596	2.01958	5	4.637726
54000	-1290.962	-1334.082	43.12011	10	1.289784	0.0191951	0.0199303	0.166002	0.00734768	0.0433873	0.0130157	0.0125257	0.0455594	0.311154	0.0463434	0.0278929	0.125921	0.070476	0.0183536	0.0452012	0.0402383	0.0555532	0.0597958	0.039819	0.0199986	0.148513	0.0128232	0.0686206	0.0419391	0.131709	0.0657436	0.0980319	0.0486294	0.0103269	0.0478668	0.103385	0.0905487	0.15646	0.24105	0.199076	0.182005	0.0158412	0.0398024	0.00402782	0.0155056	0.155331	0.133091	0.175102	0.0282122	0.110402	0.0455378	0.0996738	0.00462205	0.224574	0.097762	0.0271387	0.43149	0.0292353	0.445494	0.0636957	0.0810847	0.0109485	0.026411	0.0491069	0.0755241	0.027044	0.190948	0.549365	1.03526	2.22443	5	5.251094
55000	-1286.517	-1329.67	43.1533	10	3.906597	0.0143439	0.00624439	0.0297741	0.000683468	0.0312359	0.0325025	0.0178777	0.0895395	0.258588	0.00748122	0.00913732	0.199834	0.0723963	0.0490783	0.0339724	0.0387782	0.149846	0.0368813	0.0321666	0.0318504	0.135185	0.0696988	0.0145732	0.128007	0.131048	0.00880166	0.0139353	0.043806	0.0410664	0.0677287	0.0711301	0.0258452	0.201401	0.294172	0.0293963	0.0378481	0.0744621	0.0310306	0.118372	0.00207243	0.141236	0.0732365	0.158441	0.0993428	0.0672545	0.0639958	0.231398	0.0443839	0.226893	0.13578	0.00998331	0.36523	0.107508	0.465299	0.0177143	0.106448	0.0254103	0.0154237	0.0424254	0.150654	0.052724	0.449156	0.771916	1.0844	1.69452	5	5.282573
56000	-1288.673	-1328.776	40.10303	10	2.175801	0.0164794	0.00988434	0.0472605	0.0206504	0.0885336	0.0523792	0.0129356	0.0562158	0.18363	0.00327532	0.0134961	0.154746	0.0158751	0.0420523	0.0611348	0.103296	0.0738289	0.0739574	0.00499284	0.0467976	0.153452	0.0740689	0.127366	0.0784183	0.0440175	0.0909968	0.040188	0.0831859	0.00401508	0.0929618	0.0842175	0.0584628	0.169861	0.140708	0.102284	0.19058	0.020799	0.0180778	0.068501	0.00169735	0.150617	0.041254	0.169474	0.110186	0.0578086	0.0523197	0.0129807	0.0828298	0.117486	0.0620488	0.056545	0.290628	0.0634398	0.403487	0.0939507	0.175664	0.0764784	0.228635	0.0187085	0.195344	0.00674447	0.313394	0.672494	1.07382	1.94029	5	5.191907
57000	-1295.069	-1335.191	40.12212	10	2.067843	0.0368398	0.0088501	0.0629703	0.0155169	0.0663022	0.0404291	0.062803	0.00205778	0.209795	0.0317463	0.00954291	0.100231	0.0178506	0.0428398	0.092693	0.0710633	0.0342983	0.00277691	0.00904985	0.0749242	0.198888	0.0972823	0.0648799	0.0536106	0.0810284	0.0499746	0.0752486	0.0266753	0.0992349	0.0136029	0.039876	0.0715685	0.204121	0.297859	0.0164225	0.178122	0.0178014	0.000678517	0.116792	0.0420591	0.217127	0.00390329	0.190153	0.102142	0.130009	0.0500013	0.0354101	0.0253216	0.0330882	0.15287	0.0279621	0.444879	0.11986	0.504492	0.093471	0.139351	0.0446483	0.194158	0.0438467	0.067932	0.0394578	0.301241	0.662039	1.0716	1.96512	5	5.398388
58000	-1286.515	-1330.155	43.63988	10	1.75121	0.00532124	0.0780084	0.0729011	0.028593	0.0477416	0.0285199	0.00213969	0.0203392	0.30817	0.0114525	0.0303388	0.069681	0.0189399	0.00919711	0.0362058	0.0817191	0.0550147	0.0373762	0.0142453	0.0370395	0.296477	0.0933873	0.0402062	0.0998322	0.110269	0.104192	0.166867	0.0404251	0.0029595	0.0475722	0.0787544	0.00906665	0.0451022	0.221681	0.10535	0.247638	0.0768864	0.00263348	0.124729	0.0396699	0.258529	0.120127	0.0619046	0.158445	0.070312	0.117137	0.0242596	0.141236	0.0275443	0.0564968	0.114329	0.299641	0.0514585	0.657056	0.174261	0.0497672	0.0176778	0.0250491	0.176358	0.129968	0.060865	0.261653	0.62565	1.06231	2.05039	5	5.739065
59000	-1296.823	-1336.114	39.29124	10	2.320611	0.00388372	0.0115125	0.0954624	0.00621626	0.0332057	0.0388135	0.0450561	0.0444416	0.215219	0.0242134	0.00689063	0.118753	0.0188237	0.0545562	0.0360172	0.0598248	0.0305311	0.0368108	0.0535699	0.103895	0.240575	0.00164917	0.0745198	0.0683192	0.142287	0.0192331	0.167752	0.00211186	0.0595755	0.0589692	0.0954309	0.0662503	0.170567	0.112318	0.135858	0.0552543	0.00234946	0.0272809	0.0908108	0.0302497	0.130326	0.00493764	0.0827756	0.0925452	0.0607965	0.0414297	0.0103699	0.0519165	0.102718	0.187616	0.0658761	0.59686	0.206	0.555106	0.0559629	0.0978291	0.0258939	0.0450072	0.234908	0.0347171	0.0467569	0.328761	0.685283	1.07627	1.90968	5	5.389408
60000	-1286.762	-1325.437	38.67413	10	1.821957	0.00245411	0.0199404	0.090058	0.0180402	0.0537555	0.0685485	0.00964632	0.0703523	0.260111	0.0103234	0.0281971	0.0942151	0.0164672	0.0219013	0.0398007	0.12215	0.0697327	0.0612668	0.00991564	0.0748919	0.112372	0.0429058	0.00806042	0.0932513	0.210378	0.0271298	0.147062	0.0961477	0.0138145	0.069503	0.117544	0.0145774	0.091622	0.346644	0.0719784	0.0818958	0.246703	0.180118	0.062527	0.000148392	0.201372	0.12634	0.0526494	0.141997	0.126196	0.0521463	0.0652879	0.137526	0.0225035	0.0393333	0.0903916	0.325203	0.00292575	0.451851	0.0763328	0.0852697	0.120716	0.0426104	0.0311282	0.00433297	0.00136678	0.271054	0.634639	1.06482	2.02949	5	5.373628
61000	-1304.566	-1335.748	31.18165	10	2.703976	0.0011712	0.000615956	0.167332	0.00788538	0.0307342	0.0145498	0.10195	0.0584412	0.206617	0.0157475	0.0253126	0.0881597	0.0478876	0.031274	0.0587358	0.0880836	0.0540076	0.105363	0.0178686	0.0110276	0.20546	0.0260079	0.0432906	0.0754879	0.206586	0.0139082	0.0805343	0.0789804	0.000151099	0.100813	0.0728256	0.0648191	0.229984	0.128005	0.0749857	0.0391158	0.073892	0.312055	0.125677	0.168209	0.21904	6.88877e-05	0.0899972	0.0944806	0.0707075	0.0593892	0.0718508	0.223205	0.0848638	0.0532204	0.0213041	0.261788	0.0940059	0.337723	0.0559982	0.0550125	0.019395	0.00831171	0.0282911	0.044822	0.00894594	0.36498	0.713698	1.08061	1.84072	5	5.155973
62000	-1285.842	-1334.589	48.74737	10	1.830819	0.00331152	0.00594546	0.0915495	0.0212416	0.0121182	0.0430048	0.0443792	0.0610106	0.18346	0.0078684	0.00382473	0.13743	0.0504681	0.0203539	0.0175039	0.0484055	0.0814683	0.00582907	0.0071568	0.0185723	0.359893	0.016661	0.00959792	0.0248408	0.18518	0.0899205	0.129677	0.00549319	0.0246487	0.0482039	0.0495463	0.0580751	0.123304	0.205696	0.087431	0.0706767	0.00680208	0.100451	0.123041	0.270891	0.0393406	0.0504967	0.0564314	0.115771	0.0143141	0.0267366	0.0601665	0.0173027	0.0318294	0.0587999	0.100582	0.371698	0.0850379	0.389042	0.118724	0.0803999	0.0121469	0.0530893	0.117545	0.0948331	0.0141545	0.272208	0.635727	1.06512	2.02695	5	4.763373
