Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
0	-974.2214	-1009.921	35.69938	10	0.04189495	0.0964651	0.0953807	0.0769869	0.00372994	0.143045	0.169138	0.0302049	0.00754933	0.141798	0.0546711	0.0179971	0.119517	0.140895	0.119796	0.0783862	0.0494329	0.0103578	0.0275257	0.0721201	0.0830761	0.0345914	0.0569903	0.128914	0.0326011	0.0793166	2.37386e-15	7.27509e-08	0.00174262	3.99826	5	1.870485
1000	-611.2871	-634.149	22.86188	10	1.755503	0.00987479	0.108073	0.0167091	0.0306144	0.140641	0.108071	0.103836	0.0164439	0.00540355	0.176764	0.0163926	0.0211212	0.156768	0.0287165	0.354356	0.297691	0.0387901	0.00812917	0.0985811	0.0971394	0.0192525	0.0657652	0.36642	0.29094	0.48598	0.262234	0.626212	1.06247	2.04909	5	3.062474
2000	-616.1466	-636.0251	19.87849	10	6.091964	0.0043422	0.0223184	0.002839	0.050921	0.186989	0.186946	0.0412294	0.0106955	0.107264	0.0885866	0.0470572	0.00802243	0.151916	0.132966	0.388639	0.192133	0.0401775	0.00353832	0.0241595	0.00987212	0.0363638	0.0561445	0.133277	0.336055	0.582176	0.541952	0.826174	1.08105	1.55082	5	2.844628
3000	-616.809	-637.1387	20.32968	10	1.657074	0.0047655	0.0438317	0.0124403	0.0350087	0.215916	0.17164	0.136796	0.0234418	0.0523278	0.165674	0.028621	0.0067575	0.155432	0.035706	0.122852	0.441101	0.0207122	0.0438627	0.170435	0.168508	0.134492	0.0947488	0.157277	0.06969	0.349516	0.248599	0.612772	1.05845	2.08018	5	2.861552
4000	-605.056	-627.0754	22.01939	10	2.327469	0.0146274	0.0169801	0.0121315	0.0285172	0.0483481	0.123096	0.232136	0.00390367	0.0281414	0.243786	0.0076096	0.00956872	0.128218	0.0387598	0.262493	0.303854	0.0708503	0.142666	0.112801	0.176728	0.0382263	0.287554	0.204795	0.0952795	0.21489	0.329464	0.685857	1.07638	1.9083	5	2.845958
5000	-616.4947	-628.0921	11.59741	2	4.563343	0.00649287	0.0318118	0.0244616	0.0417479	0.183787	0.185168	0.0382662	0.0719515	0.0237464	0.200221	0.00628323	0.0239465	0.127163	0.016138	0.191604	0.540045	0.00468801	0.100733	0.0480236	0.023324	0.0957783	0.120851	0.105127	0.086312	0.620123	0.482865	0.792684	1.08397	1.64048	4	2.917793
6000	-611.9627	-627.7238	15.76116	2	2.102741	0.0213711	0.047475	0.00773602	0.0448893	0.107382	0.213159	0.00267078	0.0192235	0.0182072	0.296768	0.002461	0.0114557	0.112602	0.0736839	0.221292	0.547779	0.124159	0.0387761	0.0616815	0.00970863	0.0466595	0.121117	0.0613281	0.0542646	0.447523	0.305238	0.665512	1.07236	1.95689	4	2.713372
7000	-614.821	-632.4632	17.64226	2	4.461954	0.00713768	0.072024	0.00208767	0.023991	0.00602499	0.081639	0.301924	0.0856943	0.0284644	0.282954	0.00092213	0.00558351	0.10884	0.0116625	0.297365	0.260794	0.0381742	0.0355338	0.111596	0.120377	0.0676544	0.175897	0.0909344	0.0791563	0.122582	0.47807	0.789808	1.08409	1.64803	4	2.419014
8000	-609.4293	-628.063	18.63363	2	2.313724	0.0110003	0.00750618	0.0111104	0.0129266	0.121855	0.114862	0.0522308	0.0209581	0.00442281	0.090379	0.00682986	0.00979235	0.164126	0.0416076	0.221507	0.37454	0.0679284	0.0822952	0.0744076	0.0763648	0.0199354	0.208733	0.0964444	0.0563099	0.366675	0.328053	0.684704	1.07617	1.91107	4	2.314748
9000	-601.1384	-626.5762	25.4378	10	2.319201	0.0119486	0.0139499	0.00175592	0.0519139	0.144659	0.143809	0.106182	0.0547021	0.0395627	0.175196	0.0130764	0.00753508	0.143401	0.0288371	0.168659	0.273192	0.121126	0.0840002	0.121648	0.0414343	0.0508084	0.213858	0.235725	0.0808943	0.362415	0.328617	0.685165	1.07625	1.90997	5	2.690289
10000	-611.5538	-627.8637	16.3099	2	3.540036	0.0132291	0.0126235	0.00573712	0.0792552	0.186581	0.176382	0.024328	0.0119769	0.154576	0.234275	0.0176405	0.0019119	0.0859175	0.0255952	0.147338	0.369146	0.00641296	0.0301167	0.0375393	0.0846367	0.0830948	0.0712643	0.147343	0.170292	0.527649	0.427159	0.757633	1.08414	1.73107	4	2.704861
11000	-612.6761	-625.6691	12.99304	10	3.044116	0.00184961	0.0120583	0.0488631	0.0558422	0.0116584	0.130116	0.171302	0.0329048	0.00507751	0.274199	0.0170542	0.00346241	0.169984	0.0141598	0.238139	0.560755	0.0390842	0.063722	0.0601487	0.0615219	0.221112	0.0432079	0.113286	0.127468	0.528467	0.392646	0.733942	1.08273	1.79069	5	3.005443
12000	-597.2916	-631.7676	34.47602	10	2.088316	0.00256256	0.0164155	0.0110902	0.0265666	0.146616	0.084062	0.0375034	0.00514789	0.0172125	0.196434	0.0199364	0.000987854	0.0868557	0.0226295	0.188645	0.171297	0.0793822	0.038883	0.0238411	0.0704356	0.0250955	0.0440458	0.0613127	0.2317	0.485691	0.303594	0.664088	1.07205	1.96027	5	2.094349
13000	-611.8036	-640.2783	28.47466	10	4.590377	0.00376442	0.0306541	0.012961	0.0327296	0.0166235	0.128484	0.233321	0.14793	0.00912341	0.139856	0.00412304	0.0016123	0.164964	0.00826246	0.054372	0.365902	0.0841647	0.0026037	0.158776	0.059184	0.0275417	0.0373772	0.182881	0.191867	0.0135051	0.484121	0.793433	1.08393	1.63851	5	2.112584
14000	-613.6488	-634.2425	20.59368	10	2.056455	0.00720172	0.0699613	0.00319978	0.135205	0.0334987	0.0691936	0.401327	0.00349706	0.00031099	0.130969	0.00530257	0.0339125	0.114733	0.0143561	0.247202	0.37912	0.0786338	0.0336206	0.283577	0.0953661	0.0912334	0.0514332	0.207079	0.140307	0.0211412	0.299922	0.660886	1.07134	1.96785	5	2.651381
