Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
811000	-338.7058	-413.5299	74.82402	10	0.7005602	0.0365058	0.00926614	0.236622	0.095017	0.0619278	0.0445521	0.163333	0.0961865	0.0575059	0.0510744	0.130833	0.012852	0.153036	0.31513	0.0928644	0.0348169	0.0265473	0.0553927	0.0650403	0.278403	0.358444	0.226607	0.132239	0.397835	0.25431	0.0842573	0.0139913	0.176292	0.15145	0.0743079	0.363794	0.925076	2.63682	5	3.812334
812000	-336.5151	-419.6989	83.18382	10	1.435659	0.0146695	0.0048414	0.069541	0.120622	0.0301645	0.0511648	0.0967208	0.0272396	0.0580633	0.0926687	0.0693394	0.150875	0.224417	0.0878048	0.063798	0.00272824	0.0321294	0.228217	0.0535491	0.123933	0.025412	0.258207	0.367065	0.248623	0.00767869	0.3786	0.0761876	0.0504073	0.133496	0.21521	0.577484	1.04641	2.1609	5	3.148163
813000	-346.0502	-419.6634	73.61328	10	0.8952745	0.00141753	0.0528752	0.584378	0.220224	0.0726048	0.0721629	0.0222079	0.0345096	0.134799	0.0854573	0.515103	0.123165	0.120574	0.0508368	0.132887	0.042146	0.0733316	0.0884735	0.224732	0.401313	0.360754	0.06118	0.138988	0.00798832	0.0737249	0.15933	0.243062	0.262261	0.131354	0.115614	0.442842	0.980221	2.46132	5	4.491842
814000	-327.6538	-411.35	83.69614	10	1.17231	0.00343206	0.000621913	0.216202	0.3445	0.232762	0.0632974	0.0629728	0.0309383	0.0461765	0.0707013	0.0506583	0.0552181	0.10291	0.113036	0.0769379	0.00720571	0.388408	0.0755318	0.142232	0.0137653	0.23996	0.0100034	0.0944503	0.291433	0.0449979	0.0294438	0.0153116	0.423153	0.050598	0.169999	0.523054	1.02357	2.28338	5	3.296858
815000	-337.9616	-412.5905	74.62891	10	1.957627	0.00915181	0.0303246	0.227444	0.250359	0.170998	0.00897643	0.0544595	0.0163139	0.0960393	0.0423849	0.198419	0.0836149	0.050402	0.0251129	0.0996817	0.0374592	0.640803	0.103709	0.0378028	0.0412194	0.14109	0.0300795	0.00780352	0.197211	0.240326	0.258883	0.0573382	0.166149	0.11093	0.288164	0.650431	1.06889	1.99251	5	3.434484
816000	-342.3067	-410.9817	68.67501	10	1.430716	0.00406593	0.0202417	0.305723	0.208754	0.313383	0.0487418	0.0160635	0.0443046	0.191379	0.0391031	0.0988438	0.047658	0.128882	0.108364	0.159208	0.0165641	0.233861	0.0974124	0.133444	0.115274	0.188382	0.0814831	0.229482	0.207666	0.0954331	0.0613947	0.0916697	0.349532	0.128058	0.214418	0.576603	1.04608	2.1629	5	3.764371
817000	-335.7463	-415.3614	79.61505	10	0.7958204	0.0113517	0.0549172	0.211272	0.10183	0.0853599	0.0174494	0.0353185	0.0207259	0.0384335	0.108335	0.214666	0.117998	0.00247304	0.17577	0.176158	0.097753	0.19526	0.0207535	0.0188018	0.0382398	0.567505	0.26236	0.21387	0.196996	0.0512156	0.0563873	0.0780968	0.0980189	0.152271	0.0946691	0.405446	0.95579	2.5441	5	3.419587
818000	-327.139	-409.8543	82.71531	10	0.9763167	0.00131077	0.0146146	0.126826	0.20463	0.114834	0.0635054	0.0995297	0.0379476	0.0522219	0.0322294	0.0854363	0.0238391	0.0322876	0.219879	0.180775	0.01499	0.0853848	0.00410755	0.0489428	0.21642	0.374098	0.0695801	0.112379	0.055549	0.248908	0.0464013	0.163393	0.0428508	0.111912	0.132204	0.469516	0.995962	2.40232	5	2.884784
819000	-328.3886	-412.6293	84.24067	10	0.2754006	0.0049516	0.0232712	0.151534	0.187854	0.0775222	0.00676026	0.0204371	0.00850813	0.104567	0.0372895	0.00680075	0.0816352	0.148096	0.0424343	0.0904372	0.00116987	0.0329738	0.187271	0.139814	0.0445477	0.372627	0.0462375	0.346611	0.121303	0.0587466	0.069656	0.0172747	0.0521585	0.0345102	0.00351242	0.0855528	0.552083	3.35885	5	2.516999
820000	-350.5383	-418.5755	68.03718	10	1.718569	0.0042995	0.0172642	0.086456	0.316752	0.268717	0.0114903	0.102582	0.0664266	0.0646839	0.030486	0.0349377	0.0432103	0.0645357	0.111886	0.0858509	0.0339931	0.0435914	0.0345236	0.00476844	0.262286	0.338022	0.240694	0.119628	0.214494	0.000319021	0.0270129	0.233736	0.271142	0.153317	0.257199	0.621309	1.06104	2.06045	5	3.287104
821000	-344.2737	-418.126	73.85228	10	1.438718	0.0087364	0.0429645	0.127452	0.236752	0.118326	0.0286997	0.121967	0.0257144	0.141999	0.101683	0.00194743	0.108547	0.0384494	0.0712846	0.047146	0.0420008	0.198345	0.290787	0.128417	0.101877	0.0780712	0.0854647	0.0966497	0.335902	0.0778491	0.0199483	0.0296087	0.094571	0.222336	0.215699	0.578028	1.04661	2.15966	5	3.023497
822000	-337.5428	-406.3267	68.78386	10	4.542379	0.0208585	0.0123852	0.18506	0.0632328	0.155816	0.0465091	0.0571698	0.0532337	0.0983567	0.0419308	0.0282959	0.0287959	0.292006	0.0726341	0.201705	0.064097	0.251398	0.159063	0.345277	0.0326633	0.197565	0.0564055	0.119027	0.182434	0.419577	0.0731262	0.0903822	0.220514	0.462204	0.481884	0.792098	1.08399	1.64202	5	4.031722
823000	-336.1137	-404.0544	67.94067	10	4.69776	0.015943	0.0214434	0.352116	0.259673	0.132336	0.0809224	0.355127	0.00960577	0.0653162	0.0499192	0.0685574	0.255842	0.128628	0.0725486	0.334667	0.00745652	0.23586	0.264355	0.0182995	0.106798	0.0530866	0.592773	0.0419243	0.113144	0.0903337	0.159624	0.0141549	0.232951	0.113859	0.489019	0.796338	1.08379	1.63086	5	4.247264
824000	-338.229	-412.787	74.55793	10	4.666446	0.0449228	0.0123225	0.147351	0.156183	0.191427	0.0128818	0.0748582	0.00186183	0.144319	0.122366	0.0115902	0.0868127	0.244893	0.232003	0.165416	0.00781833	0.123595	0.091664	0.218641	0.0486977	0.102803	0.0463656	0.757831	0.0222562	0.142896	0.17905	0.103491	0.0604173	0.0270766	0.487605	0.795503	1.08383	1.63306	5	3.58181
825000	-328.8509	-410.607	81.75614	10	1.190954	0.024842	0.0116433	0.125562	0.186769	0.0558031	0.0910982	0.0179437	0.0240138	0.113316	0.0941796	0.0532672	0.0492528	0.189555	0.0640282	0.112084	0.0702168	0.0433831	0.0531996	0.0457265	0.376207	0.142983	0.19353	0.341555	0.092385	0.045372	0.240698	0.00559631	0.153132	0.14101	0.17341	0.527481	1.02562	2.27349	5	3.158352
826000	-334.732	-419.766	85.03396	10	1.955105	0.00827963	0.00983646	0.178549	0.143977	0.250575	0.0286925	0.111228	0.00299636	0.119343	0.0962286	0.312964	0.107293	0.070848	0.403617	0.0708955	0.0253308	0.0551789	0.226556	0.0517192	0.0651268	0.226126	0.186566	0.188069	0.0246119	0.142769	0.0127764	0.0325778	0.222824	0.061498	0.287856	0.650153	1.06882	1.99317	5	3.437052
827000	-334.2781	-407.4532	73.17506	10	0.4861679	0.0015918	0.000126011	0.487576	0.0751775	0.131961	0.0199633	0.03203	0.0280543	0.0108082	0.0295971	0.136313	0.0523872	0.148152	0.223873	0.0608889	0.0020047	0.120038	0.000616383	0.0732596	0.0909927	0.0335306	0.152307	0.13182	0.49715	0.0964299	0.336867	0.282841	0.0378873	0.111429	0.0308535	0.24279	0.809937	2.91642	5	3.405671
828000	-333.9778	-409.5476	75.56981	10	1.272696	0.00657498	0.0173458	0.134218	0.186202	0.151665	0.00451142	0.148258	0.005055	0.0857518	0.0830634	0.192741	0.0856096	0.13831	0.162606	0.0410526	0.0201229	0.0200746	0.0793249	0.200234	0.138007	0.477935	0.120339	0.159174	0.530262	0.0444934	0.217405	0.0549133	0.0142933	0.213653	0.18798	0.545761	1.03373	2.23253	5	3.733197
829000	-343.8537	-418.1782	74.32452	10	1.037481	0.0155919	0.0200726	0.64325	0.0630084	0.100209	0.147892	0.0299192	0.0540133	0.0360825	0.0934066	0.150743	0.128335	0.0955549	0.0839143	0.14258	0.0139945	0.0455218	0.00551154	0.0972691	5.74232e-05	0.0295635	0.0884814	0.545771	0.189131	0.136893	0.136085	0.0205293	0.111959	0.222655	0.144371	0.487735	1.00594	2.36195	5	3.447995
830000	-336.4354	-412.867	76.43163	10	2.579038	0.0149193	0.0158667	0.247254	0.0888853	0.350196	0.000850967	0.0636107	0.126731	0.0253588	0.0814206	0.0139174	0.0549332	0.111683	0.372962	0.280134	0.0198335	0.116401	0.246576	0.07182	0.20671	0.193702	0.233627	0.408995	0.0864458	0.0453021	0.0634179	0.149066	0.0723497	0.213199	0.353824	0.70519	1.07947	1.86151	5	3.976169
831000	-341.8403	-416.7193	74.87902	10	0.435056	0.0350535	0.00298619	0.236907	0.139537	0.0738268	0.0165045	0.0520038	0.0427621	0.111218	0.0549048	0.0645224	0.043285	0.0848814	0.0935825	0.127489	0.0248062	0.0198499	0.297346	0.00445618	0.320211	0.0783894	0.011624	0.618994	0.204494	0.0432669	0.150212	0.0341908	0.248002	0.109332	0.0220795	0.207424	0.76659	3.00391	5	3.344639
832000	-344.4819	-422.1663	77.68437	10	0.5173257	0.00367545	0.0152332	0.192751	0.113007	0.225254	0.0785106	0.0143314	0.067297	0.0977973	0.0708855	0.0384196	0.246305	0.0518117	0.0620061	0.0747045	0.00402875	0.226234	0.0180588	0.166933	0.226093	0.147294	0.204742	0.252256	0.0597605	0.0155865	0.0131669	0.0402039	0.0657767	0.204476	0.0366422	0.263076	0.832477	2.8678	5	2.996599
833000	-328.3419	-411.0393	82.69744	10	0.5270555	0.00192686	0.0110568	0.210995	0.170744	0.0505468	0.0581502	0.0437099	0.0193983	0.0468629	0.100462	0.0328611	0.0263256	0.206612	0.136743	0.040849	0.0249148	0.0141902	0.263344	0.139891	0.0624825	0.123176	0.0264916	0.251364	0.0399384	0.015207	0.316264	0.146255	0.119568	0.199864	0.0385053	0.269212	0.838998	2.85328	5	2.900195
834000	-329.2608	-409.4357	80.17487	10	0.6798217	0.00458153	0.0483579	0.189416	0.270665	0.150047	0.0363846	0.104027	0.0119007	0.106658	0.0179618	0.0156725	0.0613805	0.132167	0.143095	0.241281	0.0175746	0.12468	0.0310725	0.428726	0.0594326	0.0615687	0.282636	0.0135747	0.265478	0.0835112	0.212792	0.0154466	0.0739032	0.0113814	0.0698844	0.353852	0.917155	2.65911	5	3.215372
835000	-341.7161	-410.2177	68.50155	10	1.093729	0.00800946	0.0600339	0.221512	0.136872	0.103966	0.0291327	0.0599489	0.0263206	0.0726575	0.0754078	0.120246	0.0571464	0.142207	0.101161	0.136567	0.0335588	0.152566	0.256264	0.563383	0.134247	0.277213	0.0834205	0.258771	0.041112	0.771323	0.174105	0.0578602	0.0460806	0.0390995	0.155267	0.503219	1.01395	2.32757	5	4.24019
836000	-335.1949	-415.4466	80.25172	10	1.404564	0.00967095	0.00232299	0.0847316	0.225659	0.0632868	0.0165844	0.112552	0.0798968	0.0628348	0.0380567	0.196471	0.0460105	0.0365415	0.0994912	0.0791044	0.0797265	0.0575248	0.0806474	0.0721459	0.0422504	0.469565	0.106318	0.0328899	0.138427	0.345775	0.108606	0.0389468	0.114696	0.194448	0.210196	0.57186	1.04429	2.17366	5	3.03518
837000	-331.2966	-408.5458	77.2492	10	1.156925	0.0020626	0.00637645	0.100061	0.187503	0.00433617	0.0392583	0.136329	0.021722	0.093265	0.078373	0.132353	0.0321958	0.135483	0.0752813	0.236732	0.00147772	0.268682	0.17229	0.0687169	0.0478956	0.476435	0.0278757	0.036761	0.165414	0.236446	0.123933	0.13028	0.105204	0.0536722	0.16716	0.519323	1.02181	2.2917	5	3.196416
838000	-335.7524	-411.4824	75.73005	10	0.8308829	0.00660241	0.0152254	0.183495	0.106726	0.0203729	0.0207261	0.0852209	0.00257458	0.038229	0.0425878	0.0275722	0.0724257	0.184587	0.052664	0.077766	0.0200386	0.227785	0.13144	0.100983	0.00309854	0.0394564	0.281788	0.146987	0.345041	0.0699457	0.0734745	0.18168	0.146931	0.0379025	0.102111	0.419277	0.965158	2.51345	5	2.743326
839000	-330.2735	-407.2173	76.9438	10	1.525805	0.00405418	0.0106244	0.172746	0.108746	0.137326	0.0593088	0.198553	0.00201157	0.102278	0.0260421	0.124631	0.00477095	0.227633	0.107547	0.206109	0.0119748	0.154082	0.115637	0.0531348	0.00911277	0.188992	0.0431219	0.0339557	0.126933	0.513244	0.401964	0.08116	0.127846	0.0960261	0.229281	0.592796	1.0519	2.12602	5	3.449565
840000	-335.6021	-403.6221	68.01995	10	2.430508	0.0130019	0.00715026	0.41088	0.200117	0.304807	0.0211148	0.072515	0.0674757	0.0249805	0.220844	0.172065	0.103177	0.12866	0.343881	0.223102	0.000694331	0.135241	0.120452	0.0754143	0.146335	0.255113	0.0365342	0.0230697	0.108879	0.00776081	0.481124	0.506746	0.24921	0.289245	0.339768	0.694165	1.07779	1.88827	5	4.749589
841000	-338.9585	-419.8978	80.93931	10	1.563489	0.0284883	0.034011	0.151414	0.0627273	0.142552	0.0501076	0.00844419	0.000808398	0.13023	0.035041	0.0885577	0.138158	0.311905	0.172219	0.208528	0.0613557	0.0745061	0.000416359	0.0246501	0.141684	0.0859854	0.0833296	0.149217	0.164443	0.246734	0.149406	0.00378227	0.15569	0.0392386	0.234966	0.598794	1.05394	2.1123	5	2.943629
842000	-345.7167	-416.9091	71.19249	10	2.499418	0.0110388	0.0253564	0.159153	0.267823	0.134997	0.159853	0.186806	0.0107864	0.0692088	0.114806	0.249458	0.00533656	0.103582	0.00723133	0.496439	0.0155044	0.175298	0.050225	0.169585	0.227893	0.1283	0.131093	0.404804	0.0946676	0.208778	0.283885	0.0300926	0.357804	0.00137756	0.346401	0.699411	1.07862	1.87557	5	4.281181
843000	-328.3241	-410.5806	82.25653	10	0.5672406	0.0355519	0.0180313	0.0854624	0.0793618	0.0172159	0.0434459	0.122105	0.012551	0.103926	0.0212133	0.057696	0.01612	0.117206	0.254569	0.0679721	0.0156554	0.0104025	0.00338883	0.226983	0.488609	0.105704	0.147655	0.160373	0.174633	0.502926	0.118037	0.201312	0.0506681	0.214214	0.0464296	0.293565	0.863639	2.79637	5	3.47299
844000	-327.8672	-409.8247	81.95751	10	1.840266	0.00173364	0.0225028	0.288021	0.310206	0.138301	0.002065	0.161	0.0367562	0.0886079	0.0393112	0.0835764	0.113876	0.0572337	0.0578013	0.121151	0.0561024	0.159747	0.427848	0.157909	0.0128213	0.0226921	0.0431797	0.3911	0.0688769	0.16099	0.0748065	0.227126	0.153023	0.101019	0.273432	0.636877	1.06543	2.02427	5	3.579385
845000	-334.603	-414.7759	80.17288	10	0.3141097	0.0433539	0.00215668	0.127793	0.0927908	0.137793	0.00442057	0.0896822	0.00892354	0.039045	0.053646	0.0475304	0.00948852	0.089417	0.214698	0.095357	0.0280091	0.0649328	0.135436	0.431776	0.0587561	0.0581716	0.101392	0.0173518	0.0569499	0.570545	0.0469677	0.0481675	0.0298885	0.292151	0.00650946	0.115507	0.618755	3.25923	5	2.996592
846000	-342.3908	-413.0733	70.6825	10	1.091962	0.0163361	0.00481808	0.281792	0.0143621	0.354367	0.0648899	0.012453	0.0338847	0.0631401	0.202695	0.0125785	0.0962787	0.231645	0.025797	0.0957417	0.0200368	0.125517	0.0248827	0.0186415	0.0846497	0.415549	0.334212	0.0950758	0.0506234	0.217543	0.211613	0.190155	0.087719	0.390104	0.154929	0.502749	1.01371	2.32861	5	3.777101
847000	-326.1356	-415.3492	89.21362	10	1.086252	0.0316806	0.0069119	0.238537	0.108981	0.101938	0.00592717	0.0603083	0.016082	0.0256022	0.00394397	0.185864	0.119718	0.165513	0.383111	0.0346074	0.0158531	0.129305	0.040612	0.0497264	0.141252	0.163572	0.0188372	0.101422	0.0694577	0.087376	0.0423982	0.115155	0.303771	0.211046	0.153835	0.501226	1.01294	2.332	5	2.97851
848000	-340.9603	-407.8135	66.85321	10	1.899031	0.000464581	0.00161198	0.224115	0.127712	0.263834	0.0420803	0.0790663	0.0229569	0.0977498	0.152024	0.193579	0.09565	0.0965053	0.122377	0.192687	0.00712003	0.110239	0.321547	0.204973	0.300646	0.0862718	0.135142	0.116418	0.0282152	0.0596346	0.106297	0.080744	0.425533	0.211937	0.280917	0.643829	1.06724	2.00801	5	3.907132
849000	-325.7247	-406.5783	80.85358	10	2.236485	0.000947126	0.0148296	0.20344	0.352747	0.0920653	0.0385481	0.00929137	0.0195436	0.0979627	0.0747421	0.243804	0.204509	0.0109686	0.135836	0.0416865	0.0331305	0.0875911	0.0346463	0.0486675	0.230003	0.172871	0.149095	0.0993499	0.315035	0.0723479	0.0732714	0.307127	0.44268	0.199771	0.319959	0.678015	1.07492	1.92711	5	3.806507
850000	-341.8794	-407.6401	65.76071	10	5.756942	0.0239439	0.0382295	0.102109	0.258019	0.176287	0.00674109	0.157883	0.0822875	0.0769294	0.181112	0.324828	0.094762	0.066052	0.223479	0.159433	0.0134097	0.495344	0.164448	0.141169	0.113023	0.0508957	0.263183	0.275926	0.0816548	0.0271599	0.0822083	0.205027	0.572757	0.125252	0.530771	0.8201	1.08179	1.56733	5	4.583553
851000	-329.5576	-419.4004	89.84271	10	0.1505248	0.00213547	0.00780949	0.0576056	0.2426	0.106038	0.0541666	0.111443	0.0100193	0.0141114	0.118062	0.0686554	0.0438829	0.0692539	0.0728031	0.00689721	0.0296942	0.0369129	0.025986	0.137679	0.00483491	0.090444	0.0316669	0.00726462	0.00119815	0.0393123	0.0744771	0.101899	0.212255	0.239643	5.48123e-05	0.0109363	0.243409	3.7456	5	2.018751
852000	-330.2392	-403.6041	73.36491	10	2.282138	0.00179322	0.000783445	0.231673	0.219663	0.175478	0.0768991	0.0242274	0.0395549	0.112671	0.0813666	0.0869842	0.140307	0.258146	0.0263749	0.346593	0.0163621	0.0360134	0.140649	0.535268	0.128322	0.0140362	0.00531561	0.0197434	0.173358	0.115118	0.192481	0.378188	0.383842	0.258977	0.324778	0.682013	1.07568	1.91753	5	4.220187
853000	-349.0152	-410.4443	61.4291	10	1.360909	0.0118373	0.0402899	0.233111	0.604241	0.0819605	0.0229216	0.218528	0.0435702	0.0935691	0.0425259	0.0599352	0.040432	0.0586074	0.0823452	0.111511	0.00777884	0.0363509	0.0746336	0.18684	0.530628	0.0283924	0.446987	0.0628256	0.0626126	0.389016	0.25094	0.0160389	0.00714914	0.365192	0.203014	0.563639	1.04109	2.19226	5	4.210772
854000	-338.5766	-417.4745	78.89787	10	1.614288	0.0585201	0.0024145	0.114642	0.258754	0.13467	0.0104286	0.0733461	0.0155426	0.0904141	0.108271	0.0160092	0.073433	0.157349	0.0033464	0.12297	0.00511177	0.13729	0.0622274	0.201474	0.219653	0.422731	0.220938	0.0747955	0.0604009	0.135316	0.102129	0.0309902	0.249817	0.00654684	0.24245	0.606537	1.05648	2.09453	5	3.169531
855000	-337.9683	-409.437	71.46878	10	0.7515364	0.0049094	0.00188463	0.217526	0.147282	0.172227	0.0390491	0.00928256	0.0893365	0.18929	0.0438453	0.162159	0.165353	0.0533979	0.333811	0.0549059	0.00546955	0.0595933	0.311241	0.623947	0.0776385	0.0193031	0.120304	0.241734	0.0148073	0.704559	0.111116	0.12222	0.0434954	0.15079	0.0852132	0.386865	0.942565	2.58536	5	4.290478
856000	-329.5275	-414.5685	85.04101	10	0.6392679	0.013696	0.00295224	0.173581	0.130406	0.121942	0.0334499	0.126084	0.00445906	0.0618871	0.0281124	0.0928433	0.0706969	0.112456	0.0974023	0.166589	0.000348429	0.118114	0.18159	0.00188548	0.0376433	0.0295049	0.0695697	0.324767	0.252403	0.0658921	0.34805	0.0136162	0.0709726	0.113108	0.061295	0.333409	0.900102	2.70519	5	2.864021
857000	-351.3679	-417.9701	66.60216	10	2.496972	0.0206925	0.108386	0.0793129	0.0789982	0.246349	0.130042	0.0827741	0.00295925	0.0108046	0.061552	0.217701	0.0496483	0.0398299	0.325057	0.0784285	0.0105849	0.106783	0.0324232	0.134472	0.35011	0.224884	0.296733	0.168654	0.705146	0.232799	0.171914	0.219802	0.021082	0.0680044	0.346169	0.699229	1.07859	1.87601	5	4.275925
858000	-333.0706	-414.7375	81.6669	10	0.5703441	0.013302	0.00299215	0.166282	0.114708	0.160721	0.0262859	0.0297096	0.0498098	0.014939	0.0679191	0.0809593	0.0199867	0.0629689	0.117268	0.0434987	0.00199711	0.130782	0.0280697	0.119453	0.101456	0.00517333	0.00246439	0.0666746	0.234511	0.424409	0.0710175	0.164168	0.0626111	0.360526	0.047055	0.29538	0.865401	2.79216	5	2.744664
859000	-354.4488	-402.2181	47.76931	10	6.338296	0.0097076	0.0307817	0.244219	0.312641	0.117418	0.0325402	0.0875819	0.00189184	0.155622	0.0860462	0.209668	0.0992753	0.275696	0.0580534	0.219789	0.0340532	0.0965761	0.258026	0.00196614	0.520868	0.21483	0.516083	0.163063	0.091535	0.0905763	0.14957	0.430354	0.127554	0.169335	0.549671	0.8303	1.08049	1.53954	5	4.80532
860000	-329.4579	-412.2602	82.80231	10	0.7832347	0.000908261	0.00769868	0.203363	0.0751294	0.185345	0.0502603	0.0347403	0.0319446	0.0961275	0.00913144	0.0954159	0.0300179	0.134666	0.114631	0.0216392	0.00195367	0.155143	0.0500292	0.335729	0.0282512	0.336749	0.0970372	0.0198339	0.0604874	0.232972	0.129456	0.182946	0.245427	0.05693	0.0919865	0.400296	0.952199	2.55552	5	3.023963
861000	-338.7749	-411.6645	72.88952	10	1.746014	0.00559666	0.00358021	0.195869	0.0947151	0.165672	0.035415	0.297901	0.091178	0.128684	0.027787	0.269608	0.0389576	0.0604195	0.222659	0.167584	0.01533	0.220315	0.048068	0.299419	0.245008	0.187002	0.00467026	0.298373	0.0484974	0.16365	0.0143437	0.0525574	0.18314	0.0273658	0.260949	0.624968	1.06211	2.05197	5	3.613365
862000	-322.8468	-417.7576	94.91087	10	0.242546	0.0156872	0.0776738	0.091215	0.161309	0.0455511	0.0155806	0.0454249	0.0371943	0.108851	0.0619658	0.110998	0.0918668	0.0177629	0.0484053	0.0488473	0.0276034	0.0541766	0.0107862	0.184443	0.0317777	0.0125539	0.348255	0.096534	0.0684909	0.0628775	0.0845707	0.130384	0.116238	0.140831	0.00178238	0.0613621	0.4855	3.45136	5	2.347855
863000	-331.5242	-410.121	78.59674	10	1.493791	0.0318132	0.0508343	0.139457	0.0200253	0.0463115	0.0146806	0.0787636	0.0249387	0.0908374	0.0160301	0.208404	0.103956	0.0673954	0.203779	0.0875498	0.00275509	0.00141846	0.0164761	0.163468	0.343803	0.00610725	0.0541429	0.359577	0.182213	0.118022	0.127007	0.108881	0.091733	0.623011	0.224362	0.58752	1.05005	2.13806	5	3.38339
864000	-341.4365	-416.8369	75.40034	10	5.532395	0.00109847	0.00632841	0.285199	0.186909	0.200289	0.0421149	0.0723922	0.00872686	0.0427166	0.0585203	0.072131	0.0616161	0.18799	0.109342	0.194056	0.0383821	0.122015	0.0198971	0.163226	0.0278078	0.196841	0.398289	0.0735148	0.13774	0.214662	0.378664	0.0721387	0.158365	0.0207096	0.522792	0.815693	1.08227	1.57924	5	3.551679
865000	-338.7375	-418.0441	79.30663	10	1.193952	0.0334308	0.005617	0.212853	0.084274	0.0471497	0.0242538	0.0532842	0.0332276	0.204191	0.0560883	0.146664	0.111378	0.103212	0.124328	0.0515671	0.034854	0.0507614	0.0300925	0.131233	0.126472	0.290776	0.0729338	0.000487199	0.055393	0.355826	0.0137029	0.0776915	0.399098	0.0972473	0.173955	0.528183	1.02594	2.27192	5	3.028086
866000	-338.1247	-417.9479	79.8232	10	1.31404	0.0338693	0.0473827	0.34049	0.131462	0.214459	0.0526297	0.0879043	0.0157689	0.0648709	0.00813223	0.160756	0.0403815	0.103001	0.0868758	0.145364	0.113203	0.196868	0.131645	0.268325	0.000230119	0.428521	0.220246	0.0464243	0.177626	0.147532	0.112339	0.0244569	0.0958328	0.0478365	0.195114	0.554362	1.03734	2.21318	5	3.544436
867000	-324.2475	-415.4959	91.24837	10	0.3056301	0.0125816	0.0330774	0.0778455	0.190333	0.0932765	0.0241433	0.131267	0.028767	0.0402211	0.077854	0.000480556	0.0367294	0.0228082	0.0074091	0.0374872	0.0111124	0.0693761	0.140564	0.176125	0.00862892	0.0473131	0.026572	0.125026	0.0150597	0.016596	0.0375227	0.266508	0.195241	0.36985	0.00576312	0.108882	0.605138	3.28022	5	2.319775
868000	-321.8988	-403.8258	81.92695	10	1.602638	0.00019889	0.0429813	0.163661	0.32421	0.0788192	0.0471916	0.0370663	0.0270867	0.0978858	0.0532797	0.0274147	0.0724055	0.185395	0.0837552	0.0948934	0.0335728	0.0497163	0.063435	0.0908419	0.097422	0.166898	0.174043	0.154707	0.193341	0.0621422	0.0617919	0.364394	0.221851	0.264425	0.240751	0.604794	1.05592	2.09853	5	3.334825
869000	-324.2162	-416.231	92.01486	10	0.7175522	0.0144729	0.0248284	0.134394	0.0520054	0.10881	0.0746149	0.0398048	0.0807068	0.00909946	0.00906569	0.0253454	0.0534651	0.0542008	0.19893	0.118779	0.0110203	0.116599	0.0793962	0.289448	0.353188	0.0281971	0.207908	0.0239845	0.0964705	0.442711	0.0933082	0.137421	0.168024	0.0678595	0.0779407	0.371695	0.931203	2.61916	5	3.114058
870000	-327.9642	-410.0083	82.04406	10	1.475954	0.0136146	0.014631	0.136704	0.0427738	0.126834	0.0796301	0.0190477	0.0331622	0.0527449	0.0722858	0.0891642	0.0720649	0.0354146	0.24504	0.0161886	0.0192696	0.196811	0.018323	0.0680903	0.0252114	0.213382	0.0339533	0.0567577	0.158868	0.0488341	0.442382	0.124878	0.314826	0.11597	0.221584	0.584504	1.04898	2.14493	5	2.886856
871000	-334.4097	-411.9313	77.52164	10	1.208561	0.0498018	0.0134324	0.414113	0.00223784	0.236557	0.052919	0.163887	0.00398482	0.119167	0.143607	0.0755393	0.00857439	0.179522	0.270977	0.140013	0.00128512	0.494218	0.364855	0.0155428	0.0918615	0.147584	0.256442	0.156781	0.0129547	0.0186888	0.502005	0.00228613	0.0137101	0.126882	0.176601	0.53157	1.02749	2.26434	5	4.079428
872000	-331.7546	-413.9117	82.15715	10	1.823223	0.0118745	0.0979998	0.258674	0.185256	0.124723	0.0590757	0.0242587	0.0720586	0.0430339	0.0834317	0.024767	0.110256	0.133039	0.113077	0.134899	0.000482417	0.0369897	0.590681	0.0216839	0.113084	0.174687	0.228055	0.10213	0.0656165	0.0574062	0.0660904	0.220933	0.0983453	0.0322986	0.271219	0.634795	1.06486	2.02912	5	3.284908
873000	-313.7657	-413.7968	100.0311	10	0.07875759	0.006362	0.00640056	0.212498	0.00167865	0.134896	0.00332431	0.0750271	0.00424698	0.0544332	0.0461186	0.0502662	0.044683	0.0715884	0.135388	0.0130293	0.00797122	0.0348112	0.150915	0.0540592	0.0853883	0.00749843	0.0353124	0.0122969	0.184661	0.0587372	0.0278803	0.01562	0.0616552	0.0950321	1.25612e-08	0.000166833	0.0432357	3.9566	5	1.691778
874000	-340.8199	-420.2773	79.45747	10	1.354761	0.00601186	0.0934076	0.153415	0.166527	0.110476	0.118619	0.18799	0.0104498	0.0505147	0.0252762	0.0240604	0.137658	0.371951	0.00614411	0.202249	0.0485724	0.530808	0.111497	0.146362	0.0453741	0.347615	0.0328402	0.0734214	0.176726	0.272787	0.108551	0.0414034	0.128141	0.289849	0.201989	0.56245	1.04062	2.19494	5	4.018693
