Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1233000	-594.907	-609.4846	14.57762	1	3.980823	0.158913	0.129471	0.0603129	0.0467378	0.000549007	0.154332	0.162064	0.144603	0.211038	0.0534592	0.018654	0.303834	0.116967	0.0887056	0.039352	0.0120502	0.207441	0.082561	0.439317	0.0099069	0.179073	0.0664906	0.190507	0.232503	0.0321449	0.21635	0.0923878	0.0969453	0.0291839	0.00749503	0.0400582	0.0177625	0.0119281	0.183008	0.016367	0.05049	0.0172985	0.135509	0.0333466	0.257587	0.189896	0.414736	0.152781	0.064826	0.0410804	0.103982	0.000535754	0.248926	0.105517	0.164576	0.0583864	0.148558	0.0420592	0.0873585	0.089457	0.0159932	0.142173	0.159971	0.00611053	0.0653706	0.143207	0.0412287	0.0296215	0.250799	0.038144	0.137266	0.0627864	0.453306	0.774543	1.0844	1.68775	3	7.352049
1234000	-575.1853	-600.9391	25.75379	1	1.916274	0.1162	0.101954	0.0319339	0.0513008	0.0561357	0.0375086	0.194635	0.0358499	0.165786	0.0574108	0.00723279	0.131972	0.130492	0.142326	0.0065759	0.124304	0.0989798	0.118324	0.0313695	0.104454	0.00359777	0.267599	0.0651298	0.0429133	0.14704	0.031977	0.104946	0.00173285	0.293096	0.076667	0.0819437	0.275266	0.0160429	0.265614	0.0157154	0.241818	0.117779	0.037071	0.222567	0.00909855	0.0954382	0.023315	0.256461	0.0609397	0.178709	0.0977712	0.00362145	0.0358371	0.086205	0.0497765	0.0673535	0.11458	0.104563	0.059058	0.0602588	0.0917624	0.0258259	0.186152	0.149623	0.0140356	0.144019	0.0306985	0.0196674	0.0500698	0.148948	0.0110641	0.212772	0.283071	0.645805	1.06775	2.00338	3	6.440886
1235000	-585.6499	-614.3466	28.69676	2	1.403952	0.163962	0.0772146	0.0681285	0.0182038	0.0557878	0.0245002	0.152833	0.248614	0.174544	0.0843801	0.0312775	0.249215	0.0944432	0.185387	0.0136242	0.0203957	0.0496446	0.000197042	0.0705495	0.055177	0.025837	0.099043	0.283225	0.104077	0.208567	0.125208	0.0494308	0.168397	0.0399805	0.0524896	0.00102699	0.109936	0.028639	0.270283	0.0122482	0.123421	0.159203	0.0383174	0.126071	0.0182893	0.260678	0.0942015	0.113395	0.0148685	0.0611918	0.147367	0.100422	0.111237	0.169737	0.0483681	0.407793	0.0300768	0.073136	0.0321413	0.261554	0.0488869	0.0680397	0.0254189	0.123294	0.0277479	0.363596	0.17519	0.0406457	4.56016e-05	0.00501858	0.0382545	0.132891	0.210096	0.571747	1.04425	2.17391	4	6.856965
1236000	-597.1935	-613.8477	16.65414	1	0.6704754	0.107759	0.25256	0.169819	0.0215801	0.00814249	0.00184194	0.35157	0.268668	0.214646	0.0093324	0.143639	0.164897	0.171506	0.0114358	0.0182637	0.0637653	0.0353917	0.0139799	0.0551755	0.0999893	0.0847478	0.0864605	0.00855962	0.0749421	0.0669973	0.0427093	0.0156851	0.0111011	0.172429	0.0115259	0.0282633	0.160404	0.0442119	0.0253883	0.0472211	0.143997	0.0560341	0.131186	0.0651091	0.714557	0.0846591	0.222503	0.0236457	0.272252	0.0220056	0.0115641	0.194574	0.0759164	0.185584	0.259866	0.132014	0.0251761	0.0435775	0.0239365	0.0157483	0.161762	0.0095936	0.0759719	0.724702	0.133344	0.00421069	0.0267326	0.000761988	0.239447	0.0423161	0.232755	0.0553193	0.0678964	0.34926	0.913416	2.66943	3	7.475431
1237000	-594.0793	-610.565	16.48565	2	1.126556	0.0155474	0.0237249	0.202115	0.0751294	0.133107	0.0365009	0.00342882	0.258954	0.1003	0.110368	0.0523609	0.133815	0.281663	0.436124	0.185227	0.065842	0.102744	0.0253579	0.196159	0.0066412	0.0504915	0.153436	0.0532371	0.237576	0.279038	0.130565	0.077663	0.0293846	0.0281201	0.0103737	0.0928915	0.152523	0.260496	0.322928	0.000448154	0.0574477	0.0863395	0.0239535	0.0417259	0.0124317	0.163042	0.160442	0.0103972	0.111507	0.0512098	0.105037	0.0935294	0.040498	0.0691461	0.127285	0.394014	0.0140279	0.0395027	0.168657	0.145432	0.0712542	0.124556	0.116195	0.0161204	0.00283028	0.13639	0.0125087	0.103881	0.322188	0.218549	0.098387	0.19171	0.161491	0.511745	1.01817	2.3086	4	7.654475
1238000	-600.6906	-613.0496	12.35907	2	3.630718	0.153968	0.263642	0.15074	0.0182963	0.234473	0.0202921	0.0473286	0.0666745	0.285504	0.112128	0.0550188	0.573663	0.144138	0.271356	0.0357522	0.105549	0.0233187	0.0588333	0.0349065	0.19278	0.18144	0.14021	0.0273679	0.200136	0.104892	0.101104	0.00576384	0.028199	0.0277037	0.0582426	0.0190144	0.0585359	0.16318	0.0812895	0.147527	0.133752	0.155616	0.318318	0.078254	0.0395387	0.0342109	0.0838862	0.234984	0.157824	0.0440235	0.180827	0.186851	0.353729	0.118971	0.0911547	0.0219292	0.293794	0.00342593	0.00229524	0.00151844	0.0852138	0.107246	0.212743	0.105708	0.124797	0.102429	0.630883	0.106602	0.0354647	0.0390881	0.0212544	0.0255179	0.432849	0.761386	1.08425	1.72151	4	8.324818
1239000	-574.6019	-604.9694	30.36757	2	1.830435	0.0946958	0.0388074	0.0362539	0.0676053	0.124486	0.0103183	0.0308971	0.0777988	0.0521274	0.116274	0.00647044	0.361186	0.349917	0.0113507	0.083378	0.0332044	0.0950126	0.0167586	0.107395	0.0709512	0.160786	0.224574	0.0620404	0.131109	0.0199731	0.057747	0.0712159	0.0733336	0.056962	0.0165061	0.00534717	0.170706	0.0702833	0.197789	0.0987164	0.079104	0.0051519	0.172669	0.0407244	0.124906	0.0619043	0.132155	0.0748907	0.074571	0.224237	0.00426108	0.0088795	0.0120981	0.00696588	0.0572812	0.113749	0.290265	0.0979887	0.352741	0.0222094	0.0709274	0.192131	0.0228347	0.149778	0.0486807	0.00705351	0.093687	0.438268	0.0758714	0.0646281	0.0911714	0.0779007	0.272158	0.63568	1.0651	2.02706	4	6.49166
1240000	-597.4317	-614.9554	17.52376	2	1.269997	0.108228	0.0594177	0.065922	0.100873	0.0153952	0.13187	0.131179	0.0730693	0.057772	0.0401477	0.00495727	0.485469	0.386318	0.234037	0.257961	0.0232486	0.117115	0.0214205	0.0391236	0.244924	0.128839	0.126642	0.0201664	0.14935	0.101677	0.151925	0.0442889	0.066231	0.0423247	0.143917	0.0113858	0.0832021	0.0103587	0.257362	0.0785331	0.0168961	0.0991028	0.188167	0.0301564	0.0766269	0.0454085	0.100582	0.00893474	0.0836152	0.408813	0.0228775	0.277543	0.112553	0.259563	0.227117	0.142533	0.244749	0.0594968	0.0344675	0.119719	0.222667	0.147047	0.283055	0.396849	0.125193	0.00924879	0.0695143	0.0190328	0.0345017	0.137304	0.159577	0.0549191	0.187509	0.545185	1.03348	2.23383	4	8.232479
1241000	-592.2177	-610.2948	18.07716	1	2.660868	0.150165	0.214648	0.124746	0.012627	0.0807721	0.136976	0.155071	0.4273	0.192825	0.0329917	0.00350127	0.103878	0.26133	0.122032	0.096733	0.0164447	0.135095	0.0993554	0.12379	0.0697753	0.0475018	0.266457	0.250465	0.0804463	0.057094	0.135605	0.0744871	0.0399026	0.0206854	0.0498101	0.0482017	0.00105487	0.0150389	0.301999	0.0306694	0.0476075	0.111567	0.047656	0.0253805	0.0411034	0.011197	0.125312	0.125587	0.020968	0.058926	0.0467111	0.359553	0.0485285	0.00468164	0.240878	0.0529406	0.286886	0.011251	0.0802765	0.0628949	0.284383	0.132954	0.0707471	0.015298	0.361604	0.0202667	0.158049	0.134886	0.0269685	0.0695969	0.0221593	0.047796	0.361196	0.710836	1.08024	1.84773	3	7.13409
1242000	-581.23	-607.9476	26.71762	2	1.605164	0.127132	0.158929	0.232812	0.0119612	0.0660729	0.0633444	0.0736782	0.0359943	0.00368077	0.249444	0.0468141	0.185438	0.0845976	0.0882345	0.0382957	0.025098	0.0596175	0.111048	0.163777	0.208883	0.0857962	0.250925	0.0683364	0.0167461	0.026934	0.120402	0.00431565	0.00975251	0.0331761	0.0537018	0.053923	0.0348653	0.180981	0.139916	0.00344493	0.0608338	0.112345	0.00908372	0.0309587	0.219441	0.190142	0.0918617	0.030565	0.0222325	0.174476	0.306687	0.150047	0.272719	0.189377	0.0809798	0.0182352	0.065772	0.28576	0.54848	0.12503	0.0926771	0.00980049	0.0605871	0.0721342	0.205226	0.0718097	0.0612292	0.00196075	0.162287	0.0960155	0.0408981	0.0246796	0.24112	0.605174	1.05604	2.09766	4	7.0024
1243000	-575.932	-601.7811	25.84908	2	4.358875	0.0780905	0.11691	0.190534	0.0180503	0.171556	0.0610566	0.134616	0.0550088	0.20036	0.22347	0.0354748	0.15834	0.195476	0.030556	0.0504779	0.0233771	0.115443	0.0108157	0.166235	0.035406	0.0355793	0.128425	0.0727978	0.180542	0.0954018	0.101909	0.012762	0.0803286	0.00124128	0.0775744	0.0127372	0.115417	0.031976	0.00088512	0.031083	0.14792	0.183852	0.290281	0.378366	0.203093	0.0435212	0.0906144	0.0666066	0.0494204	0.157366	0.0614671	0.00934746	0.0417527	0.0740606	0.0133321	0.493591	0.126425	0.303881	0.0970198	0.102049	0.0318253	0.151768	0.0399537	0.0494652	0.0225345	0.0752138	0.0176582	0.110192	0.137238	0.113785	0.0323487	0.0218592	0.473052	0.786772	1.08419	1.65598	4	6.78772
1244000	-596.5135	-614.1966	17.68303	2	1.145379	0.166835	0.0118013	0.29336	0.0808283	0.0148137	0.0538498	0.271324	0.0992072	0.165847	0.055457	0.0112664	0.115636	0.128127	0.0882184	0.371432	0.00504045	0.0133457	0.0372035	0.0839953	0.180328	0.00554742	0.103992	0.0550179	0.146152	0.147989	0.136357	0.0653253	0.022952	0.0291638	0.359578	0.171606	0.249001	0.153801	0.15221	0.0256974	0.168637	0.0261431	0.123371	0.12486	0.00659109	0.162006	0.0109177	0.0988123	0.0766909	0.0856844	0.0679697	0.0374343	0.00872554	0.0602314	0.0357682	0.00189805	0.21549	0.102855	0.193463	0.253504	0.261692	0.0135201	0.0168035	0.353033	0.338115	0.289038	0.2367	0.0956205	0.00363113	0.272596	0.0962681	0.294433	0.165015	0.516476	1.02046	2.29805	4	8.204808
1245000	-594.063	-612.8599	18.79689	2	2.639372	0.104305	0.0851115	0.0508067	0.233739	0.0977544	0.0296739	0.197192	0.104784	0.0728483	0.156879	0.00274137	0.180606	0.178555	0.150292	0.0924278	0.00919097	0.0474172	0.0112293	0.0198488	0.134877	0.0813569	0.0113579	0.0798807	0.0544604	0.0894872	0.567947	0.0764255	0.0404409	0.0805674	0.0125149	0.0235477	0.155463	0.037174	0.122026	0.0728644	0.138044	0.0850033	0.192413	0.122347	0.157789	0.141621	0.0411897	0.0366241	0.188016	0.412072	0.0196323	0.10495	0.123149	0.3318	0.0113775	0.0769087	0.1442	0.00578924	0.259973	0.211429	0.00819548	0.111324	0.0844829	0.121521	0.089872	0.0486657	0.140456	0.0753909	0.0808067	0.185615	0.021929	0.0419788	0.359284	0.70938	1.08005	1.85129	4	7.280356
1246000	-585.8838	-600.8714	14.98759	1	1.398121	0.0699517	0.121582	0.252768	0.0655941	0.147077	0.0364409	0.153205	0.0517195	0.0213009	0.114393	0.0134229	0.254359	0.0637453	0.110335	0.00421636	0.00939109	0.00235109	0.0069811	0.105918	0.0214601	0.113536	0.201231	0.102917	0.345329	0.280908	0.031867	0.0029891	0.054687	0.0718175	0.131309	0.0986356	0.334839	0.0615725	0.194957	0.00803461	0.0802246	0.0114093	0.222118	0.101027	0.0668649	0.102735	0.404384	0.00543732	0.219132	0.0416602	0.220795	0.0492255	0.102324	0.0773417	0.00624756	0.0698781	0.0141912	0.331189	0.0410267	0.0906168	0.0216711	0.242166	0.476558	0.371878	0.0396763	0.00300304	0.0193267	0.0461205	0.146188	0.126309	0.117708	0.0400498	0.209147	0.570671	1.04383	2.17635	3	7.569322
1247000	-574.1322	-595.5923	21.46007	2	1.847314	0.107707	0.102022	0.172922	0.0895936	0.00664786	0.162727	0.345055	0.281449	0.0811524	0.0412362	2.53397e-05	0.249064	0.11349	0.0484165	0.0283561	0.0550241	0.0980856	0.0538745	0.18882	0.0848448	0.0639258	0.324693	0.195699	0.283047	0.200809	0.130843	0.00491621	0.0470205	0.0407551	0.108404	0.108717	0.196762	0.010466	0.0459017	0.0303239	0.00821387	0.0260644	0.1353	0.00786863	0.178835	0.0940191	0.038257	0.0442371	0.151786	0.00242751	0.313577	0.145378	0.0410062	0.189031	0.0268962	0.0464827	0.0051006	0.00500098	0.0411704	0.179713	0.0626093	0.0160477	0.227214	0.0978367	0.0689252	0.225648	0.0502528	0.0121083	0.126653	0.310116	0.0611689	0.119563	0.274341	0.637729	1.06565	2.02228	4	7.161302
1248000	-577.2106	-604.6402	27.42958	1	1.270012	0.229377	0.0355346	0.0636034	0.0262106	0.0646216	0.0561828	0.0795809	0.0150206	0.109111	0.038535	0.0150325	0.189339	0.0865054	0.1027	0.00732468	0.0110224	0.126516	0.0194479	0.010112	0.0782456	0.0336981	0.302699	0.082972	0.0726922	0.203985	0.103553	0.0225299	0.00580583	0.0856142	0.0219764	0.0630563	0.131155	0.0141851	0.0566421	0.169735	0.138965	0.0596745	0.0937739	0.0766997	0.261831	0.0910157	0.199258	0.0882236	0.253348	0.240496	0.280317	0.024706	0.0565982	0.124357	0.0802321	0.212239	0.0737882	0.0793124	0.0402158	0.0282409	0.00433511	0.0903692	0.394902	0.130299	0.0250938	0.0232323	0.0699259	0.0757842	0.0141407	0.0509429	0.0777081	0.143586	0.187512	0.545188	1.03348	2.23382	3	6.337934
1249000	-573.1205	-597.2327	24.11225	2	2.235542	0.10659	0.09337	0.12049	0.0571149	0.0863988	0.0483151	0.114296	0.0703393	0.104358	0.0678684	0.00500559	0.212057	0.121759	0.0489697	0.00603746	0.0933717	0.170166	0.0357971	0.0147589	0.229875	0.117188	0.0443343	0.11493	0.183609	0.0388268	0.00993245	0.0203079	0.0226191	0.0879913	0.0455063	0.0910824	0.157666	0.106769	0.280648	0.0825221	0.199988	0.26894	0.0142867	0.0141781	0.0679036	0.0664036	0.0366427	0.0745819	0.154048	0.191637	0.358082	0.17219	0.115788	0.138441	0.0853903	0.169061	0.133463	0.0716971	0.158653	0.102471	0.15191	0.00447183	0.00618186	0.00288728	0.0237402	0.0651838	0.342699	0.0375543	0.470823	0.136365	0.156863	0.169091	0.319858	0.677931	1.0749	1.92731	4	7.372483
1250000	-558.3752	-594.8321	36.45688	1	1.861498	0.119367	0.0796941	0.0659481	0.00186275	0.0341808	0.0145992	0.0518357	0.0498943	0.149043	0.108592	0.0282668	0.165465	0.104855	0.0168624	0.0213615	0.0552199	0.0193666	0.0641701	0.0471653	0.264431	0.0699619	0.212066	0.0710557	0.0746513	0.0382728	0.0619711	0.00559631	0.0369982	0.209531	0.0291499	0.0171151	0.233458	0.000952304	0.13784	0.158642	0.0748228	0.017217	0.199259	0.00927615	0.0817212	0.0536229	0.0873427	0.0433253	0.0142913	0.113802	0.0571771	0.15705	0.0821565	0.005251	0.216056	0.00347394	0.144231	0.087062	0.0513694	0.028818	0.150396	0.0573108	0.0220252	0.0801007	0.0732399	0.093967	0.0413267	0.0500117	0.0303176	0.127089	0.27478	0.0287243	0.276162	0.639428	1.0661	2.01831	3	5.376056
1251000	-570.376	-599.7761	29.40005	1	0.8535656	0.0568877	0.148898	0.0920018	0.0122931	0.0306416	0.107264	0.251798	0.0775959	0.0970231	0.110555	0.0634337	0.247358	0.260628	0.231421	0.0277625	0.0889739	0.0160756	0.000133038	0.156426	0.0183761	0.107746	0.119069	0.116358	0.0266295	0.0282668	0.145298	0.17193	0.0443369	0.281494	0.0521148	0.0122337	0.0786069	0.0739052	0.131467	0.0454559	0.00806692	0.190079	0.06378	0.302126	0.0468813	0.046603	0.0785867	0.0228622	0.163747	0.0170149	0.0761617	0.126915	0.0305397	0.26392	0.158286	0.0606913	0.173153	0.0409445	0.0806267	0.0400307	0.0377945	0.0499908	0.0228887	0.0215284	0.123135	0.0655282	0.209135	0.0109462	0.00411522	0.0627355	0.0153278	0.0379347	0.106895	0.427838	0.970759	2.49451	3	6.182532
1252000	-577.7776	-609.9342	32.15659	2	0.9795782	0.10734	0.139415	0.0863223	0.0936944	0.0792584	0.0339539	0.0924395	0.187632	0.0635844	0.0461893	0.0319642	0.262497	0.0934446	0.0943643	0.131124	0.0152768	0.0033942	0.0994967	0.0730085	0.00303413	0.198897	0.0700709	0.0365488	0.257259	0.0320438	0.0842279	0.0395093	0.000821364	0.0888972	0.00550394	0.0770173	0.541058	0.153217	0.1184	0.0455554	0.280733	0.000532376	0.227929	0.135749	0.33762	0.0459105	0.142911	0.0183534	0.0301891	0.00954891	0.0168551	0.0264655	0.0966236	0.0642353	0.0673859	0.0364203	0.072654	0.118008	0.106332	0.293441	0.297047	0.0495144	0.0798852	0.149212	0.0237933	0.0139305	0.0687773	0.00981749	0.023719	0.0567007	0.0895007	0.228222	0.132861	0.470526	0.996532	2.40008	4	6.704479
1253000	-572.8181	-603.5063	30.68823	2	2.177757	0.183216	0.13914	0.156856	0.0103941	0.163621	0.0216179	0.341474	0.154209	0.214837	0.18849	0.0226334	0.37284	0.100393	0.0599309	0.0213163	0.0134768	0.0409358	0.115363	0.0151605	0.134807	0.181498	0.0752841	0.0618293	0.219127	0.0206632	0.146808	0.0571212	0.0094344	0.153246	0.0938797	0.0132822	0.294507	0.139016	0.0253236	0.0562502	0.105228	0.0625699	0.0218506	0.0560845	0.160831	0.0334299	0.0576371	0.00924874	0.0373078	0.0101544	0.130625	0.0949672	0.27474	0.136054	0.12499	0.00781637	0.0858235	0.232832	0.0173656	0.0125049	0.0173262	0.0722718	0.0160518	0.118745	0.10173	0.137882	0.0556185	0.056102	0.0605362	0.388099	0.0892902	0.0365875	0.313609	0.672676	1.07386	1.93985	4	6.840282
1254000	-583.3095	-609.8327	26.52314	2	1.960671	0.141475	0.171767	0.167076	0.0679915	0.141292	0.138867	0.0514992	0.032322	0.136779	0.0677027	0.0418619	0.211145	0.111181	0.109098	0.0632235	0.00997893	0.0642816	0.00992684	0.0978948	0.0270597	0.140559	0.0704727	0.242011	0.397875	0.0264093	0.141982	0.0227929	0.120236	0.0439045	0.0888671	0.065852	0.102518	0.0474739	0.100571	0.0233785	0.299762	0.0446757	0.157777	0.101114	0.0723384	0.0166537	0.108669	0.0431528	0.133267	0.216005	0.0324273	0.201757	0.0209877	0.00871941	0.0924893	0.0748035	0.0807659	0.0331038	0.0510346	0.0180031	0.0434287	0.00194999	0.203862	0.370144	0.0372846	0.211134	0.106588	0.0562203	0.00832909	0.114424	0.235658	0.109424	0.288534	0.650765	1.06897	1.99173	4	6.803279
1255000	-572.8388	-604.702	31.86322	2	2.082884	0.330815	0.0986755	0.2542	0.0796036	0.206866	0.0775046	0.221007	0.0866812	0.150296	0.0441363	0.0970095	0.169445	0.0660555	0.0786945	0.0542148	0.00921466	0.0851315	0.0528387	0.135211	0.0600246	0.0567349	0.162287	0.127492	0.050688	0.0644028	0.104339	0.0380948	0.0228668	0.0482125	0.0503517	0.0124721	0.156559	0.0170093	0.279035	0.0490643	0.0072448	0.065508	0.0871094	0.00320228	0.26255	0.107713	0.0801873	0.182773	0.0172613	0.179677	0.0923835	0.0671735	0.016604	0.108791	0.0994459	0.150024	0.032943	0.029454	0.114085	0.00347866	0.0838674	0.0619367	0.00942465	0.011176	0.089597	0.094907	0.0785589	0.0741276	0.0813025	0.348629	0.167176	0.0233779	0.302972	0.663548	1.07193	1.96155	4	6.428925
1256000	-562.6805	-600.3947	37.71417	2	2.260057	0.0250769	0.0900892	0.133832	0.0141405	0.0682061	0.0331428	0.16229	0.0357275	0.035382	0.0320227	0.000888188	0.18898	0.122857	0.0987217	0.0865895	0.0314224	0.178692	0.0502542	0.176216	0.0967993	0.0591213	0.271624	0.0335776	0.144166	0.0841865	0.0722964	0.0431295	0.100471	0.0346614	0.0413923	0.0135173	0.0118508	0.00129063	0.127305	0.10215	0.0519864	0.0542683	0.0702548	0.00662757	0.128508	0.0986514	0.0367763	0.179702	0.230599	0.129132	0.00996205	0.00966266	0.0603622	0.0470316	0.421375	0.075905	0.00993928	0.0116287	0.0544877	0.0391351	0.287405	0.130657	0.175231	0.0640689	0.0391261	0.0403702	0.0199082	0.00727813	0.105647	0.0917814	0.0709239	0.19594	0.32246	0.680095	1.07532	1.92213	4	5.756403
1257000	-578.1479	-609.861	31.7131	2	1.094006	0.074672	0.380471	0.166776	0.0734516	0.090481	0.0624921	0.305725	0.0588321	0.10782	0.166156	0.121574	0.0575814	0.210365	0.0186002	0.037496	0.0469118	0.0832892	0.0074671	0.104815	0.0377951	0.0388408	0.0126129	0.0231085	0.193956	0.0476415	0.051206	0.0234148	0.28188	0.0355446	0.155546	0.0057814	0.0948184	0.0253352	0.0528887	0.158937	0.08937	0.0368687	0.0217371	0.165129	0.00396779	0.143116	0.130855	0.201343	0.061178	0.00197929	0.0948492	0.16904	0.0829678	0.191409	0.00245844	0.187977	0.0946646	0.155962	0.00943065	0.0208236	0.0814904	0.133045	0.0157532	0.163406	0.0310174	0.00564578	0.00624422	0.0867741	0.0658278	0.268642	0.326154	0.0242507	0.15532	0.503292	1.01398	2.32741	4	6.487663
1258000	-581.3461	-597.8635	16.51749	2	0.5577546	0.121197	0.0597104	0.260391	0.0552973	0.0606957	0.00767793	0.368912	0.081505	0.146297	0.140944	0.00163429	0.114655	0.0552138	0.196216	0.111177	0.0251749	0.0844064	0.0449658	0.0327159	0.173521	0.0274304	0.0378568	0.0137769	0.40046	0.0230171	0.069924	0.0600469	0.0471043	0.0110285	0.0230698	0.0140726	0.100002	0.185142	0.103519	0.0993565	0.0107249	0.0679167	0.037741	0.0356787	0.0611735	0.100457	0.00743153	0.110012	0.0339991	0.0843173	0.0318779	0.0971112	0.0437451	0.177876	0.70321	0.0107623	0.182532	0.138864	0.0825672	0.0180311	0.252589	0.144452	0.280388	0.305475	0.33752	0.115118	0.00777055	0.0792689	0.0485589	0.117363	0.0607175	0.0639241	0.0445292	0.287958	0.858135	2.80938	4	7.207289
1259000	-575.6889	-600.1404	24.45145	1	1.11012	0.330098	0.0669724	0.142168	0.0941865	0.0877964	0.00371717	0.0806788	0.0878357	0.101375	0.0650798	0.0166525	0.0801776	0.0610168	0.117029	0.00992093	0.0227704	0.172855	0.0411778	0.0827614	0.044015	0.0710193	0.248892	0.211596	0.160615	0.130016	0.168144	0.0174934	0.0274537	0.0438234	0.0527545	0.021568	0.117065	0.0146219	0.288752	0.0442724	0.0519757	0.00814857	0.0164226	0.188855	0.0295868	0.10789	0.211821	0.0194773	0.0226785	0.0340541	0.106408	0.166268	0.0788535	0.0555573	0.0545909	0.12848	0.269808	0.0290152	0.0682582	0.123615	0.0394126	0.00928805	0.12472	0.170942	0.130543	0.224166	0.136576	0.0273018	0.102309	0.0362132	0.0653004	0.486829	0.158387	0.507521	1.01609	2.318	3	6.651736
1260000	-574.7312	-606.7054	31.97426	2	3.736082	0.0959829	0.173336	0.212349	0.00482173	0.0291945	0.0983662	0.290058	0.136079	0.0552046	0.0231626	0.0945846	0.119456	0.115567	0.072746	0.0405027	0.00189267	0.128087	0.0632252	0.170133	0.0595426	0.18222	0.111992	0.0406867	0.15189	0.182198	0.114317	0.0429387	0.0278857	0.158857	0.0695196	0.0252367	0.0594054	0.000131491	0.109994	0.0524293	0.0541861	0.0195837	0.125923	0.107781	0.0556465	0.0176688	0.0435212	0.0015399	0.00102196	0.0874309	0.195172	0.151206	0.145263	0.287027	0.142126	0.0243911	0.0358785	0.0764583	0.0862872	0.190446	0.0651493	0.0501555	0.142772	0.180179	0.176721	0.151339	0.0110919	0.193743	0.173254	0.0647145	0.0291042	0.0207898	0.439249	0.765558	1.08434	1.71085	4	6.421566
1261000	-562.7604	-605.6461	42.88568	2	2.189907	0.161161	0.160635	0.179691	0.0110556	0.19902	0.015552	0.0198327	0.0622053	0.165628	0.0945765	0.0113153	0.231458	0.203463	0.0311471	0.0265837	0.0991799	0.0746416	0.0386519	0.0952602	0.0140111	0.0919185	0.106733	0.149759	0.116455	0.0675048	0.0221316	0.00952474	0.00147565	0.021765	0.04174	0.04981	0.176059	0.0747382	0.148886	0.239963	0.0951726	0.0336064	0.074991	0.105798	0.00807468	0.0641382	0.0029394	0.071226	0.306492	0.107457	0.0900736	0.0771655	0.024688	0.045773	0.0315685	0.00956562	0.0999395	0.176602	0.0529062	0.0333732	0.0303678	0.0255355	0.239664	0.00456602	0.100198	0.0859455	0.0770059	0.0915211	0.0840181	0.150395	0.0888461	0.00681161	0.314937	0.673799	1.07409	1.93718	4	5.709959
1262000	-594.7588	-613.2724	18.51362	1	3.310438	0.100753	0.0774673	0.198706	0.0526522	0.0810485	0.0356466	0.0788619	0.06686	0.126346	0.0455616	0.01643	0.336373	0.275299	0.044666	0.202145	0.123205	0.0362879	0.13342	0.014833	0.112391	0.00497848	0.134193	0.129517	0.156968	0.0831357	0.117604	0.00628104	0.0325126	0.0317981	0.0433672	0.0433997	0.192	0.218329	0.108048	0.0289134	0.216581	0.026173	0.0477676	0.0281734	0.0878926	0.408186	0.200252	0.0727513	0.058235	0.0385491	0.154987	0.019895	0.090371	0.112273	0.0128994	0.0369382	0.329216	0.00796146	0.0935836	0.0158438	0.177644	0.0346553	0.0751592	0.345416	0.102599	0.0572374	0.16994	0.137349	0.12231	0.0419001	0.0446778	0.16807	0.411938	0.747386	1.08367	1.757	3	7.025487
1263000	-560.5621	-598.4134	37.85135	2	0.8819583	0.177707	0.093654	0.227673	0.00155287	0.100755	0.0486584	0.0132366	0.0627317	0.0441314	0.132055	0.0472669	0.169216	0.0103127	0.152915	0.113847	0.0169801	0.00714099	0.00466727	0.164711	0.073728	0.098728	0.148974	0.120581	0.16447	0.166658	0.128777	0.049588	0.0672319	0.000378594	0.0214283	0.019737	0.0252861	0.0555246	0.146005	0.149759	0.0522256	0.0968573	0.0394611	0.0975778	0.0035386	0.0756487	0.0734909	0.102881	0.0478736	0.0198512	0.0586306	0.131418	0.357304	0.0935985	0.366422	0.0990216	0.0984631	0.03257	0.0306569	0.048533	0.124864	0.0592536	0.138879	0.0176672	0.0889696	0.065348	0.0299608	0.199935	0.00819779	0.0768281	0.187838	0.05809	0.112842	0.438152	0.977312	2.47169	4	6.007919
