Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
579000	-573.7302	-604.9725	31.24235	1	2.370803	0.133456	0.0884058	0.347541	0.00426227	0.0287261	0.0722344	0.0239335	0.229106	0.0279402	0.13305	0.0515975	0.110428	0.177285	0.0252243	0.0139739	0.00273785	0.115516	0.075211	0.156563	0.0115436	0.0467935	0.0943819	0.0284089	0.0459033	0.0394566	0.242859	0.0167865	0.0315061	0.0396888	0.0618181	0.0767402	0.0629399	0.017241	0.261258	0.0188896	0.0775155	0.107318	0.0210509	0.0884066	0.0803695	0.0455073	0.00846889	0.0793037	0.150202	0.0977551	0.00900802	0.0843992	0.205475	0.0053162	0.126184	0.0432642	0.0386207	0.0495028	0.0220783	0.123241	0.0278878	0.115411	0.0821672	0.0712021	0.0239308	0.276844	0.221795	0.205992	0.00884303	0.0263768	0.358742	0.0509925	0.333855	0.689422	1.077	1.89972	3	5.846577
580000	-579.206	-607.7536	28.54754	2	1.514609	0.239221	0.175868	0.0961406	0.0535602	0.0454721	0.0219432	0.687948	0.0896884	0.235019	0.0521423	0.0295654	0.338356	0.0556993	0.0915396	0.143904	0.0284953	0.0566956	0.0103215	0.115719	0.142472	0.0503331	0.0477784	0.0217711	0.129488	0.0378828	0.15033	0.0529118	0.0433411	0.0335734	0.0884524	0.0568508	0.067841	0.0593432	0.314152	0.0787567	0.0343711	0.174192	0.0522899	0.0714863	0.0314975	0.0421748	0.0290527	0.0554431	0.179804	0.129561	0.0402492	0.163041	0.0440395	0.00462156	0.141823	0.322323	0.0168235	0.246623	0.275803	0.0802237	0.049879	0.076182	0.0469846	0.0683045	0.0243216	0.0708166	0.0172031	0.211599	0.0443015	0.0502102	0.0921102	0.0432181	0.227571	0.59097	1.05127	2.13019	4	6.87315
581000	-575.2712	-608.9583	33.68712	2	2.76497	0.127167	0.136538	0.215907	0.0276027	0.0427482	0.0892508	0.14737	0.087093	0.148622	0.0725254	0.0131924	0.0985346	0.130756	0.0986426	0.0322452	0.000259785	0.0860092	0.0557334	0.0655983	0.0490856	0.149129	0.116852	0.0126108	0.434768	0.0382961	0.230594	0.00614983	0.0163196	0.0679239	0.160825	0.0109711	0.228588	0.153119	0.107695	0.0420657	0.0266773	0.285449	0.0592147	0.178787	0.106425	0.0611763	0.0228368	0.0827984	0.0850131	0.301252	0.0626956	0.0106274	0.151919	0.206742	0.0989676	0.0710478	0.0830953	0.030844	0.0498425	0.198007	0.139715	0.140645	0.0263168	0.187348	0.00344706	0.110762	0.034777	0.153823	0.126194	0.054464	0.012748	0.00836161	0.370221	0.717625	1.08108	1.83107	4	6.672809
582000	-589.7278	-610.9952	21.26741	1	1.91928	0.238032	0.182875	0.177402	0.0344486	0.0799906	0.0989266	0.0683359	0.0373613	0.112651	0.0637973	0.00590594	0.245954	0.173115	0.0319217	0.133324	0.0325228	0.0097097	0.0281191	0.0521854	0.082592	0.0104528	0.150865	0.235582	0.0787246	0.11784	0.28722	0.0643644	0.106265	0.0321317	0.0818726	0.064632	0.0958972	0.270327	0.10803	0.121441	0.122315	0.173217	0.0129129	0.0451471	0.0255921	0.0449377	0.151484	0.160956	0.0718094	0.0663642	0.126625	0.0487021	0.0450349	0.203383	0.276983	0.0568045	0.269023	0.0639589	0.0507775	0.0838995	0.00314707	0.0144051	0.154155	0.0227526	0.0645727	0.0238342	0.224802	0.0386145	0.00417082	0.099041	0.10191	0.323077	0.283445	0.646146	1.06783	2.00258	3	6.889224
583000	-589.5028	-609.8325	20.32968	1	1.067745	0.19973	0.205739	0.0904326	0.0138678	0.0988189	0.0576354	0.363049	0.113656	0.0122698	0.159508	0.0812316	0.229454	0.0602053	0.0413584	0.0115556	0.0372164	0.0439985	0.0323845	0.284289	0.0350097	0.185098	0.157892	0.181317	0.0734846	0.0441811	0.182753	0.101441	0.0323122	0.0319206	0.0384534	0.0132122	0.232519	0.019962	0.122466	0.02813	0.204264	0.228438	0.158651	0.0290557	0.0112986	0.115797	0.0516378	0.019817	0.138772	0.020109	0.0502527	0.102143	0.0243582	0.36912	0.0368441	0.440904	0.021402	0.044135	0.0221478	0.0112965	0.101019	0.0176462	0.000413347	0.0583982	0.273188	0.168124	0.13032	0.012019	0.0976558	0.0411048	0.371397	0.0798686	0.150269	0.496208	1.01038	2.34315	3	7.06815
584000	-557.4536	-598.4506	40.99702	2	0.6391876	0.085169	0.0868502	0.11958	0.0643983	0.118278	0.0121289	0.209321	0.0864065	0.00420327	0.0523568	0.0456817	0.174066	0.00208813	0.0851322	0.0249131	0.0167652	0.00958544	0.0916388	0.0231283	0.14578	0.0278437	0.17538	0.0211357	0.134013	0.085109	0.102206	0.074103	0.000623289	0.101207	0.0863887	0.00711292	0.146541	0.00413943	0.283912	0.0273857	0.00244021	0.235109	0.298381	0.167054	0.0403896	0.0213991	0.0100166	0.00191964	0.0832986	0.09588	0.137004	0.0260177	0.180631	0.11505	0.0248949	0.0269937	0.0227516	0.18105	0.184646	0.0700445	0.0437205	0.132842	0.0877575	0.0442717	0.107693	0.022643	0.0488379	0.0171797	0.140816	0.1755	0.00564165	0.0594955	0.0612781	0.333367	0.900066	2.70529	4	5.545939
585000	-579.5149	-603.885	24.37013	1	0.3027168	0.140512	0.0729302	0.10791	0.0389726	0.0885587	0.0174628	0.0619909	0.113144	0.240246	0.0110212	0.0258383	0.264087	0.0849782	0.0919579	0.115057	0.00495277	0.039859	0.0498462	0.0752963	0.0906821	0.094063	0.135118	0.0139238	0.110792	0.0110356	0.287784	0.0226817	0.0736278	0.0481047	0.133659	0.0368152	0.105009	0.00222072	0.0452022	0.0146214	0.0483465	0.0866561	0.0932709	0.226025	0.095753	0.116254	0.0631627	0.225749	0.0281684	0.0917271	0.228821	0.202551	0.0186911	0.0321744	0.0940519	0.128926	0.0814976	0.194919	0.128592	0.0591771	0.673186	0.0978791	0.0510409	0.0322808	0.0353997	0.0056662	0.0390112	0.289189	0.116533	0.0351389	0.020955	0.229853	0.00551828	0.10661	0.600337	3.28753	3	6.740608
586000	-576.4416	-604.7406	28.29901	2	2.110291	0.0534772	0.187122	0.0969992	0.0207329	0.108478	0.00237363	0.195739	0.216883	0.232168	0.0958346	0.0472367	0.169828	0.134522	0.103498	0.0314155	0.0124397	0.197351	0.0206271	0.174235	0.0795174	0.186097	0.0379793	0.0149949	0.185109	0.0324006	0.00956023	0.119641	0.0777602	0.0238241	0.0315302	0.00764834	0.10804	0.193513	0.113348	0.036068	0.237939	0.149551	0.0573037	0.160375	0.0858843	0.14877	0.0867718	0.0536277	0.0658324	0.0827206	0.0193336	0.118922	0.0280265	0.0694699	0.48031	0.12897	0.0650145	0.0026818	0.310073	0.0471099	0.000367045	0.221093	0.0979998	0.00694625	0.113906	0.0737609	0.100607	0.041012	0.0491158	0.117362	0.319674	0.0642414	0.306094	0.666252	1.07252	1.95513	4	6.962764
587000	-580.8826	-602.1926	21.31004	1	1.422117	0.128512	0.0174756	0.140109	0.059553	0.0440187	0.00407522	0.167299	0.198266	0.0467122	0.133381	0.043568	0.330577	0.0526717	0.0589492	0.111842	0.00113593	0.0633415	0.105268	0.0831508	0.087781	0.0688547	0.0761099	0.0658379	0.00629056	0.0551858	0.255744	0.0363547	0.0604018	0.00576536	0.13326	0.0215817	0.277298	0.144995	0.102814	0.0301367	0.0558407	0.134114	0.048	0.125103	0.192681	0.019087	0.367927	0.0799902	0.081934	0.35215	0.0754537	0.0650794	0.0891714	0.108167	0.181428	0.0400378	0.197038	0.0652879	0.111853	0.00705311	0.110503	0.000481758	0.0136263	0.386607	0.0780231	0.0161422	0.109219	0.0352032	0.0242172	0.306741	0.0950172	0.143185	0.213037	0.575058	1.0455	2.16641	3	6.934677
588000	-591.5737	-616.2081	24.63437	2	1.455705	0.338956	0.135472	0.097978	0.0579315	0.00107729	0.034858	0.271547	0.104146	0.273589	0.104291	0.00867597	0.170787	0.17526	0.0534161	0.0327051	0.0192606	0.00520145	0.104399	0.0497085	0.0895779	0.0144422	0.0109818	0.0790603	0.276658	0.0284035	0.0243316	0.0173636	0.0924715	0.0589315	0.126985	0.0423544	0.0555442	0.00510333	0.140478	0.0320256	0.165403	0.050472	0.143885	0.0286806	0.185304	0.429564	0.145886	0.0432611	0.0653783	0.0943918	0.0181822	0.0221353	0.0478747	0.254354	0.271086	0.0279082	0.314776	0.424196	0.190918	0.0707861	0.0228344	0.24009	0.013303	0.202728	0.0648004	0.0413205	0.0526726	0.0198485	0.0819454	0.180717	0.04543	0.274334	0.218398	0.581014	1.04771	2.15288	4	7.368439
589000	-574.8244	-605.3986	30.57422	2	1.618295	0.144602	0.416973	0.174561	0.0264076	0.115642	0.00543882	0.00838225	0.0507228	0.100003	0.0256853	0.0726861	0.151262	0.175405	0.0636539	0.0887518	0.00472717	0.0791496	0.0303222	0.0284741	0.0347904	0.0311584	0.0803537	0.00503676	0.129664	0.0389782	0.0709798	0.00748447	0.102763	0.256244	0.0212734	0.0125514	0.0406253	0.0422208	0.203393	0.0393837	0.0873802	0.00307547	0.200728	0.0165923	0.0180732	0.00649474	0.0202613	0.187953	0.383415	0.134518	0.144757	0.199843	0.123123	0.118104	0.190473	0.0707604	0.293422	0.00523236	0.040222	0.188507	0.273669	0.0631376	0.058182	0.0553234	0.0291613	0.176622	0.109116	0.2202	0.00791044	0.147134	0.0815919	0.0100941	0.243032	0.607131	1.05667	2.09316	4	6.544829
590000	-569.8985	-599.8995	30.00096	2	1.858577	0.184015	0.160177	0.0716948	0.0151926	0.0664732	0.00732451	0.064717	0.363082	0.0893858	0.0767843	0.0391102	0.54687	0.0175293	0.163936	0.0246212	0.0140886	0.027214	0.0257507	0.0012442	0.00113264	0.152893	0.0913303	0.0632236	0.32257	0.0696838	0.101864	0.0358773	0.090804	0.248653	0.00250444	0.115688	0.107729	0.0486719	0.140255	0.0868867	0.118719	0.0129063	0.0130901	0.114035	0.0534719	0.00957502	0.0988685	0.0209668	0.0639408	0.0369203	0.141298	0.0227684	0.269633	0.0156915	0.154022	0.181551	0.000559573	0.153516	0.0605132	0.121924	0.129051	0.13254	0.0500402	0.141584	0.0850816	0.0725858	0.205927	0.101005	0.0462189	0.0564946	0.111169	0.184947	0.275788	0.63908	1.06601	2.01912	4	6.619589
591000	-587.3282	-611.3353	24.00709	2	3.111176	0.187208	0.132718	0.03652	0.0982929	0.0560219	0.0533347	0.175599	0.0373089	0.135408	0.3325	0.015619	0.074073	0.0643151	0.201904	0.0490913	0.0743219	0.166961	0.0757693	0.0819577	0.130915	0.200551	0.135575	0.0365875	0.184007	0.0724318	0.0720738	0.0418538	0.026374	0.0140281	0.0644463	0.0122531	0.0930933	0.00861499	0.145082	0.0123389	0.110753	0.0306546	0.0171014	0.0238396	0.191799	0.0773615	0.1785	0.0185057	0.184497	0.133954	0.0969773	0.0796298	0.0951907	0.0870745	0.0589712	0.0431614	0.041515	0.0755252	0.111939	0.120883	0.351944	0.0130957	0.0594886	0.165774	0.128843	0.0763922	0.259262	0.129864	0.189013	0.107614	0.00645989	0.548462	0.397684	0.737503	1.08301	1.7818	4	7.113192
592000	-579.5271	-609.1576	29.63049	2	0.5740934	0.138497	0.0991819	0.155768	0.0389773	0.115417	0.117622	0.0719736	0.097145	0.205574	0.106575	0.0538001	0.0832595	0.141005	0.0981346	0.166156	0.174556	0.085904	0.0191511	0.0915596	0.0585226	0.0660078	0.0692544	0.184953	0.175052	0.00149389	0.708078	0.00496647	0.009379	0.19802	0.00721404	0.070098	0.0632603	0.102861	0.0951108	0.0568994	0.0337613	0.0206277	0.160179	0.0175003	0.112166	0.0677083	0.0205221	0.156962	0.0380331	0.0645855	0.190395	0.156631	0.0322467	0.00319378	0.0172725	0.0999583	0.0584901	0.0920928	0.0600331	0.0727715	0.0231833	0.17617	0.114571	0.0816551	0.0461013	0.0644932	0.119139	0.0526757	0.124824	0.0409371	0.0267857	0.0679363	0.0478126	0.297561	0.867504	2.78712	4	6.345029
593000	-579.1945	-596.7928	17.59828	1	1.058591	0.16353	0.0860134	0.472107	0.0237758	0.064875	0.00127088	0.311396	0.0315164	0.0808107	0.0377582	0.0385506	0.224791	0.142509	0.00818707	0.279254	0.00847136	0.0582429	0.0959957	0.188166	0.0590236	0.0248977	0.0443555	0.209857	0.093662	0.0339218	0.0320761	0.0055157	0.0281749	0.140072	0.0520733	0.0440617	0.148828	0.0041133	0.00367958	0.00955581	0.00604124	0.273416	0.111423	0.297949	0.0890652	0.133173	0.15051	0.186791	0.0103513	0.0612996	0.0870735	0.0619587	0.137762	0.152332	0.157103	0.0545205	0.113012	0.0386502	0.0467679	0.0678228	0.132718	0.0590376	0.0382621	0.198123	0.229755	0.00218467	0.336787	0.139487	0.542367	0.0982832	0.0249416	0.0521498	0.148494	0.493681	1.00907	2.34876	3	7.342206
594000	-595.178	-628.7056	33.52763	2	1.054921	0.350014	0.173616	0.0387902	0.0698003	0.019093	0.00127118	0.26662	0.121232	0.0470363	0.175259	0.0855023	0.12213	0.153794	0.0848671	0.213654	0.00821117	0.0695707	0.0125466	0.0308646	0.133805	0.113906	0.0638103	0.0344192	0.136592	0.204399	0.0597609	0.0635496	0.017196	0.0681651	0.114408	0.067783	0.186353	0.0797459	0.0839935	0.0184103	0.0279455	0.114905	0.00220571	0.104832	0.341163	0.00543251	0.0026743	0.101913	0.0612177	0.103275	0.043439	0.0554419	0.0921562	0.0326293	0.0761489	0.0220766	0.0540111	0.156234	0.281559	0.00537304	0.0621742	0.00267555	0.00991961	0.0732056	0.208218	0.014511	0.0812697	0.122966	0.0634169	0.00931742	0.0550647	0.338393	0.14778	0.492659	1.00854	2.35102	4	6.215934
595000	-591.8221	-614.1	22.27788	1	0.9019526	0.244295	0.0175174	0.120498	0.0593932	0.0636899	0.0515757	0.152622	0.017629	0.292051	0.00175469	0.0460282	0.211694	0.0569167	0.100151	0.0729754	0.0167608	0.098207	0.0271068	0.0297795	0.165455	0.190274	0.425862	0.172245	0.117221	0.0150777	0.0636221	0.0195922	0.113358	0.0385617	0.0712245	0.0461608	0.0887481	0.066121	0.0469174	0.0486537	0.128891	0.087163	0.0363782	0.249859	0.127583	0.164918	0.0324593	0.0849899	0.0847721	0.0144076	0.00854988	0.000375202	0.100653	0.327511	0.346494	0.00588248	0.0291322	0.262807	0.00738944	0.0674874	0.0660804	0.0549342	0.165129	0.0763835	0.0929605	0.0383512	0.0502766	0.0233312	0.036925	0.306306	0.437346	0.00444439	0.117	0.445159	0.981643	2.4562	3	6.88991
596000	-593.2879	-615.9521	22.6642	1	0.4315044	0.346822	0.00906433	0.102201	0.00139149	0.107167	0.0925395	0.18105	0.0747213	0.067899	0.0500989	0.127953	0.369956	0.195566	0.0541904	0.0496104	0.0703651	0.0118406	0.0221781	0.159388	0.123795	0.158319	0.224137	0.169355	0.219483	0.0514046	0.156057	0.0979201	0.00706512	0.0527715	0.016958	0.0476779	0.298585	0.0231834	0.0707022	0.402685	0.0630613	0.28128	0.182544	0.0348639	0.0642049	0.220492	0.177038	0.219995	0.00103469	0.032497	0.14641	0.0152393	0.0126282	0.0739584	0.0631825	0.00754995	0.147966	0.1338	0.0367417	0.137321	0.0963469	0.000727364	0.0716047	0.0208904	0.0687974	0.0765275	0.100877	0.0349146	0.0358899	0.0642143	0.0243893	0.0372352	0.0215093	0.204873	0.763239	3.01038	3	6.898322
597000	-571.2305	-607.9929	36.76244	2	2.173217	0.0159045	0.0805412	0.0851292	0.0823516	0.205669	0.0149645	0.123685	0.0945537	0.0859036	0.0740677	0.0319744	0.197902	0.174347	0.0724855	0.104027	0.0158817	0.0942289	0.0665415	0.216665	0.0011427	0.170278	0.127897	0.0597673	0.0628979	0.0489595	0.0526592	0.00822984	0.00216829	0.142977	0.0825115	0.0188239	0.0282586	0.0439525	0.0442647	0.0831357	0.0281726	0.00843908	0.262749	0.0189233	0.0226779	0.0122717	0.0314962	0.141553	0.214268	0.0749341	0.0498117	0.072595	0.219393	0.105601	0.119101	0.152972	0.0380751	0.278727	0.0720603	0.0889925	0.139236	0.0647605	0.0629989	0.11453	0.25421	0.167407	0.166433	0.205585	0.0242872	0.0390506	0.0961185	0.0193392	0.31311	0.672254	1.07378	1.94086	4	6.181515
598000	-566.0284	-603.3902	37.36181	2	2.058063	0.265895	0.0876474	0.0936672	0.0102703	0.238344	0.0241547	0.318332	0.0625554	0.0898639	0.0571899	0.0765084	0.166903	0.127558	0.0253219	0.0417047	0.0498416	0.0456523	0.12203	0.0175139	0.23492	0.162396	0.0814218	0.0220708	0.154893	0.222827	0.0596463	0.00468822	0.0105316	0.0144602	0.0555984	0.0354396	0.114103	0.0461414	0.0866864	0.0253872	0.015815	0.139771	0.0328927	0.112413	0.0800992	0.0406111	0.0234813	0.136016	0.0124434	0.138061	0.077651	0.0881706	0.140472	0.00954211	0.0848237	0.0313419	0.117597	0.0490212	0.0414011	0.00956098	0.062681	0.147504	0.131669	0.0604683	0.0462343	0.0402268	0.227204	0.201338	0.11603	0.292168	0.108829	0.0532107	0.300109	0.661049	1.07138	1.96747	4	6.12091
599000	-592.5417	-613.6162	21.07451	1	1.85153	0.125858	0.100297	0.106715	0.00954145	0.0491987	0.020002	0.240141	0.214643	0.0878752	0.0847451	0.0138968	0.241455	0.220312	0.149817	0.0810486	0.0553561	0.138388	0.0272186	0.101425	0.00196083	0.132147	0.153111	0.0348	0.0530596	0.0224436	0.148671	0.060493	0.0425625	0.0652035	0.058133	0.0790963	0.124127	0.2112	0.061507	0.0899797	0.250555	0.110757	0.082816	0.542767	0.121868	0.0569101	0.297572	0.0564845	0.419337	0.102382	0.00810733	0.0417675	0.0644511	0.00821241	0.0268934	0.0583021	0.137296	0.159053	0.0880298	0.039912	0.00925438	0.0122421	0.0245616	0.145881	0.180419	0.15081	0.0101882	0.0115348	0.0838704	0.0276144	0.148301	0.0307124	0.274884	0.638236	1.06579	2.02109	3	6.915289
600000	-577.4157	-606.8021	29.38641	1	1.502753	0.0441304	0.0861131	0.121703	0.041269	0.0791257	0.0113692	0.0938069	0.0566728	0.0832804	0.0847871	0.0991421	0.318879	0.23086	0.0119608	0.0454479	0.0431692	0.0819463	0.0189692	0.0837411	0.0272399	0.090933	0.108473	0.029477	0.170252	0.0933296	0.192492	0.0460602	0.0325558	0.0805143	0.0442801	0.00686945	0.0497033	0.0263777	0.108209	0.114666	0.198987	0.00409709	0.509664	0.0273875	0.0510109	0.0240161	0.0637093	0.0686449	0.139366	0.143002	0.00840182	0.0583308	0.0843294	0.0456271	0.215794	0.160331	0.116155	0.085445	0.0306694	0.118144	0.0163139	0.0396825	0.0319922	0.268895	0.236827	0.117201	0.053125	0.141058	0.00195173	0.0507602	0.0369401	0.113314	0.225748	0.589014	1.05058	2.13466	3	6.118977
601000	-580.6991	-608.7795	28.0804	2	1.254334	0.15	0.327656	0.202209	0.0162111	0.116311	0.00399145	0.149676	0.0762495	0.0287323	0.170186	0.0377345	0.157126	0.151258	0.0454284	0.170434	0.02919	0.0557389	0.0875399	0.0246129	0.102043	0.154024	0.107418	0.145955	0.0985295	0.168019	0.113344	0.0376882	0.00822316	0.0704047	0.0299045	0.0336719	0.10894	0.0543002	0.195446	0.0237994	0.167725	0.18741	0.0328671	0.0822167	0.109193	0.0216497	0.178822	0.342312	0.0835861	0.181382	0.0255354	0.0410903	0.123132	0.120636	0.0433627	0.019955	0.0231266	0.182414	0.00374348	0.227452	0.0122521	0.0160539	0.000387365	0.226741	0.0388626	0.0201444	0.0560041	0.0823007	0.0563168	0.128253	0.0657366	0.0569275	0.184761	0.541807	1.03202	2.24141	4	6.409586
602000	-585.7837	-604.0693	18.2857	1	2.550758	0.0213867	0.187639	0.145834	0.0222999	0.000808783	0.00774164	0.085504	0.0466171	0.174357	0.0998915	0.0233671	0.0541491	0.112941	0.0485869	0.160657	0.0402106	0.0456912	0.00614639	0.0585555	0.276358	0.247781	0.229094	0.091474	0.209532	0.154717	0.14705	0.0563389	0.0363257	0.150044	0.11887	0.062641	0.138283	0.0754922	0.144988	0.134392	0.308537	0.107991	0.0212748	0.122297	0.0267044	0.0371919	0.0531609	0.0185278	0.118405	0.37303	0.00902113	0.0532823	0.0634577	0.012357	0.0342241	0.133018	0.124029	0.153941	0.450446	0.159351	0.00228667	0.0556895	0.359702	0.0689916	0.132874	0.0597689	0.0802192	0.0312981	0.0273641	0.0444217	0.0269899	0.238628	0.351217	0.703171	1.07918	1.86643	3	7.124248
603000	-585.3577	-606.7805	21.42275	1	1.150471	0.00498332	0.08268	0.286466	0.0542906	0.0648176	0.0692504	0.256324	0.0144635	0.135654	0.0655587	0.00719889	0.257844	0.0134438	0.105885	0.149342	0.102542	0.139987	0.0237783	0.0643476	0.0575928	0.137175	0.00804737	0.0320355	0.196894	0.0328189	0.201322	0.0413821	0.012344	0.0626784	0.0882248	0.0388208	0.0294928	0.0402201	0.180126	0.0157955	0.286954	0.00602404	0.235867	0.00028373	0.266654	0.0406032	0.151571	0.0239545	0.0715321	0.020349	0.138904	0.0458335	0.0177091	0.0045533	0.173847	0.0235726	0.167929	0.0316594	0.0139966	0.0704458	0.00177371	0.109392	0.00557734	0.0913047	0.145695	0.603613	0.0250631	0.226116	0.445277	0.17965	0.0742089	0.17683	0.165963	0.517736	1.02106	2.29524	3	6.950571
604000	-586.0347	-613.0938	27.05906	2	1.604148	0.233959	0.434065	0.389247	0.0040593	0.0716008	0.230964	0.176352	0.177897	0.118871	0.165974	0.00713322	0.0787197	0.187137	0.0188782	0.0133543	0.0187664	0.210137	0.0609482	0.166125	0.136221	0.0520587	0.0298924	0.118412	0.0597833	0.075215	0.115905	0.0829423	0.0447425	0.00875033	0.0993978	0.0857042	0.143152	0.0885507	0.0830707	0.0441367	0.113505	0.0741154	0.100475	0.0687621	0.0721084	0.0466268	0.195193	0.0286411	0.509593	0.122304	0.088421	0.114574	0.0108834	0.085694	0.0315322	0.0596511	0.0578972	0.0210449	0.0526903	0.00912475	0.0022929	0.207917	0.103744	0.00606179	0.172919	0.0271163	0.0522467	0.472704	0.217215	0.0580326	0.000161673	0.0792082	0.240972	0.605021	1.05599	2.09801	4	7.294581
605000	-586.1427	-610.1944	24.0517	2	0.9320597	0.195769	0.193144	0.100354	0.07647	0.105611	0.0219205	0.353744	0.28125	0.0200353	0.0866254	0.020965	0.203224	0.132241	0.354747	0.0899594	0.0408071	0.0565079	0.0822952	0.287927	0.0646691	0.0258506	0.098999	0.150308	0.0294169	0.0492084	0.291359	0.0393101	0.0153207	0.00395827	0.130462	0.0128429	0.0624967	0.0322392	0.270358	0.0511092	0.0882296	0.131492	0.00608146	0.164157	0.0173299	0.0760965	0.196996	0.0352418	0.0255503	0.0969716	0.366841	0.0539048	0.0257945	0.376819	0.0528796	0.0328227	0.0415313	0.063734	0.0419274	0.445454	0.260122	0.00210856	0.042708	0.0351437	0.0689003	0.00013804	0.0402324	0.149571	0.0980131	0.044782	0.144777	0.0730145	0.123206	0.455333	0.987762	2.4337	4	7.33087
606000	-559.838	-597.2501	37.41216	2	1.460607	0.0125808	0.115116	0.128291	0.00214839	0.0610978	0.0190215	0.196893	0.138119	0.0731948	0.216528	0.0188307	0.196154	0.180033	0.0298167	0.105586	0.00401802	0.107626	0.0174507	0.168675	0.0627614	0.0300052	0.167409	0.00210638	0.272573	0.139531	0.253282	0.0453656	0.0824294	0.0554739	0.0279812	0.0515087	0.154952	0.0383457	0.136834	0.102263	0.142676	0.151342	0.0130183	0.0310267	0.0408746	0.0890968	0.0724892	0.0148365	0.011887	0.0409694	0.139559	0.114318	0.0107925	0.0251628	0.0838331	0.0100988	0.0936101	0.215115	0.0263806	0.05681	0.143515	0.0477085	0.18592	0.102087	0.140449	0.126632	0.11647	0.0367966	0.0579417	0.0183181	0.0442747	0.0917144	0.219172	0.581865	1.04802	2.15094	4	5.909724
607000	-591.0046	-616.697	25.69241	1	1.014426	0.172675	0.0962115	0.144102	0.0154247	0.0240896	0.00317226	0.196818	0.0378523	0.126797	0.130735	0.0124745	0.296947	0.0495218	0.0682187	0.269578	0.0352719	0.0171345	0.14028	0.0694945	0.145188	0.0422134	0.0543538	0.01261	0.13231	0.00548588	0.195431	0.0257766	0.0186126	0.248312	0.0251044	0.101963	0.398176	0.113532	0.212003	0.0432874	0.264067	0.0502954	0.0996937	0.0627184	0.0133644	0.0742993	0.0740733	0.0956485	0.0106238	0.109746	0.0338928	0.0596394	0.00584495	0.0685627	0.0352769	0.0195622	0.0792388	0.124855	0.0341737	0.0489639	0.0109099	0.0672579	0.0628226	0.0110246	0.218658	0.0365323	0.386136	0.262404	0.170874	0.0701732	0.0152127	0.179503	0.139823	0.481045	1.00235	2.37678	3	6.537209
608000	-583.0957	-607.7924	24.6967	2	0.6503549	0.171673	0.121113	0.164872	0.0187795	0.017586	0.0284627	0.33028	0.20253	0.107098	0.176266	0.0497382	0.0616843	0.136545	0.185394	0.119143	0.00774516	0.202888	0.0135671	0.115355	0.0420891	0.103112	0.201692	0.164124	0.164122	0.161763	0.120734	0.0483978	0.0783208	0.259405	0.0497712	0.0326813	0.0451652	0.00613403	0.247434	0.0110816	0.0551085	0.0332301	0.197007	0.206496	0.150118	0.154395	0.262711	0.0512422	0.0199556	0.0680018	0.111732	0.0282292	0.0202444	0.102304	0.0690999	0.0696204	0.0604535	0.0800309	0.0349494	0.043182	0.0542412	0.0221735	0.185019	0.200117	0.289305	0.156668	0.0221807	0.191464	0.0926249	0.0195247	0.137098	0.214711	0.0636327	0.339133	0.904984	2.69225	4	7.369983
609000	-571.2798	-603.1746	31.8948	2	1.906633	0.105648	0.104928	0.174352	0.0990375	0.0542064	0.0921113	0.34344	0.140249	0.0795095	0.0844841	0.0113918	0.29922	0.0554789	0.104705	0.208597	0.0103407	0.0373118	0.151602	0.0923582	0.0864931	0.0970579	0.0339855	0.255175	0.137385	0.177411	0.0372081	0.175222	0.0523723	0.0809207	0.0833942	0.00463511	0.18497	0.00103566	0.0577748	0.0457504	0.00679016	0.00455394	0.20749	0.046881	0.00132152	0.290632	0.0178515	0.0352668	0.0988735	0.0078107	0.144855	0.0613683	0.0891018	0.0304306	0.0586316	0.141625	0.161741	0.0673414	0.0190649	0.195544	0.000401991	0.0181116	0.144111	0.260312	0.101892	0.0865663	0.149469	0.14313	0.0398356	0.0215989	0.117972	0.0110839	0.281869	0.644703	1.06747	2.00596	4	6.541422
