Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	brlens[118]	brlens[119]	brlens[120]	brlens[121]	brlens[122]	brlens[123]	brlens[124]	brlens[125]	brlens[126]	brlens[127]	brlens[128]	brlens[129]	brlens[130]	brlens[131]	brlens[132]	brlens[133]	brlens[134]	brlens[135]	brlens[136]	brlens[137]	brlens[138]	brlens[139]	brlens[140]	brlens[141]	brlens[142]	brlens[143]	brlens[144]	brlens[145]	brlens[146]	brlens[147]	brlens[148]	brlens[149]	brlens[150]	brlens[151]	brlens[152]	brlens[153]	brlens[154]	brlens[155]	brlens[156]	brlens[157]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1213000	-6354.103	-6381.333	27.22943	2	2.050663	0.0564926	0.0944477	0.0110308	0.00831185	0.0448292	0.0232567	0.00108371	0.0229957	0.00475208	0.00543709	0.00352965	0.0258285	0.00503847	0.0117362	0.000307589	0.0433642	0.0360361	0.00209516	0.115916	0.0076685	0.000769062	0.00721465	0.0991598	0.0330968	0.176054	0.0496757	0.00951745	0.0164111	0.0024122	0.0889838	0.0124918	0.0259249	0.0108628	0.000917988	0.0107932	0.0397617	0.0014391	0.0639921	0.0433471	0.132089	0.12438	0.00124042	0.0161564	0.0455351	0.137399	0.134273	0.00599085	0.0254115	0.0106807	0.0766036	0.04623	0.091253	0.083668	0.0652739	0.0393103	0.00263027	0.0397312	0.00399398	0.0193169	0.00871163	0.000596659	0.10231	0.162266	0.072943	0.0402357	0.0114847	0.00685914	0.0199398	0.0995069	0.0143356	0.00828	0.0235115	0.120412	0.0795041	0.0835291	0.0157012	0.0481334	0.0195808	0.0541504	0.00264444	0.0365132	0.0860137	0.0705622	0.0100175	0.0196795	0.018507	0.387531	0.0696717	0.0365258	0.14047	0.141853	0.044232	0.0496198	0.0686401	0.108446	0.110285	0.186215	0.00667536	0.0042953	0.00663772	0.0195594	0.0944247	0.042455	0.0538096	0.0634551	0.0076237	0.0889312	0.133901	0.190548	0.0965688	0.194494	0.0935812	0.110602	0.0194778	0.603311	0.0920541	0.245023	0.0993186	0.0517313	0.0351306	0.144903	0.0590013	0.11776	0.107862	0.0361337	0.340159	0.0423278	0.321531	0.0302653	0.00761107	0.0314119	0.0998622	0.132535	0.0290739	0.0902903	0.0510107	0.0874177	0.0311665	0.00333503	0.0212084	0.0934977	0.371415	0.0248465	0.0754381	0.117203	0.0272529	0.0187659	0.050446	0.0366232	0.019416	0.304924	0.0138544	0.0227819	0.00497884	0.413862	0.103998	0.156813	0.299248	0.660295	1.07121	1.96925	4	10.89216
1214000	-6357.968	-6374.837	16.86889	2	2.058793	0.0636792	0.14449	0.0147874	0.0174257	0.0579407	0.00357224	0.0182485	0.0266817	0.0432902	0.00843076	0.0197965	0.0122464	0.002491	0.0225831	0.000143441	0.0546945	0.0403714	0.00329362	0.134856	0.0291564	0.00334233	0.0272175	0.0516716	0.0522222	0.0625304	0.0149722	0.0340076	0.0711812	0.0115799	0.149661	0.00465913	0.0402458	0.000368262	0.00506757	0.00544922	0.0228326	0.0178569	0.051238	0.0249082	0.134582	0.0737265	0.127388	0.0151704	0.0589062	0.192079	0.115281	0.0120881	0.0275488	0.0152054	0.100048	0.0430553	0.126169	0.0364018	0.05991	0.0119065	0.0241693	0.0276481	0.0161943	0.0136314	0.00203608	0.00138587	0.0904682	0.241317	0.0577981	0.0260955	0.0127282	0.040128	0.0195031	0.0431667	0.0401771	0.00764923	0.0453727	0.153835	0.138206	0.0969426	0.0300701	0.0403011	0.0225635	0.149982	0.0373844	0.0627454	0.251392	0.0756329	0.00961032	0.0284371	0.0353713	0.268357	0.0704373	0.0152055	0.154567	0.0247947	0.0597095	0.0437603	0.114761	0.0378209	0.0512316	0.194813	0.0242563	0.0138947	0.0604391	0.116927	0.0555636	0.066856	0.0737947	0.00979153	0.0692291	0.135747	0.158333	0.243285	0.0639071	0.0633772	0.0268332	0.0706995	0.00952555	0.681973	0.0566555	0.356591	0.0790961	0.0157631	0.0185565	0.289871	0.0624271	0.0992172	0.0553685	0.0478475	0.361505	0.116596	0.349352	0.0289411	0.0119296	0.0348281	0.0214049	0.0269768	0.00628367	0.158468	0.0751744	0.0601587	0.111297	0.0276936	0.0161719	0.14136	0.201739	0.207408	0.0475971	0.157836	0.000449014	0.00374403	0.045394	0.0529381	0.0180411	0.161241	0.0111146	0.0185162	0.00758936	0.309256	0.0610957	0.241284	0.300193	0.661123	1.07139	1.96729	4	11.51527
1215000	-6368.035	-6385.465	17.43073	2	2.207266	0.0162444	0.112749	0.00882798	0.0133776	0.0427479	0.020457	0.038606	0.0215571	0.0429563	0.00751731	0.0169396	0.0221113	0.0109975	0.0201772	0.00690078	0.0316885	0.041456	0.000131678	0.140005	0.00113052	0.16281	0.00544867	0.0560819	0.0286857	0.149081	0.0076288	0.044069	0.036478	0.0653858	0.0714565	0.0211297	0.0441056	0.00633584	0.00815238	0.00505029	0.00589232	0.0251927	0.0048447	0.0255699	0.120142	0.198964	0.0759805	0.0511398	0.0787097	0.0210769	0.102537	0.010775	0.0253845	0.0339184	0.0708159	0.0361359	0.0792989	0.0662841	0.0406852	0.0224489	0.0146162	0.00959237	0.019209	0.0354587	0.000715242	0.00618707	0.198409	0.200369	0.0262734	0.0283634	0.0186649	0.0163418	0.0154532	0.0640836	0.00762303	0.0597797	0.067097	0.0699744	0.122139	0.0561156	0.0868533	0.00687581	0.0226392	0.110504	0.0198497	0.110724	0.125408	0.0851251	0.0463	0.0152941	0.0570929	0.32878	0.0455846	0.054334	0.226327	0.13691	0.0643797	0.0121219	0.100636	0.160114	0.0266818	0.316036	0.0198937	0.00733196	0.00475824	0.0759835	0.12864	0.106351	0.0404955	0.157237	0.0351178	0.078935	0.22498	0.153962	0.0300544	0.0388044	0.0104236	0.0922585	0.0113218	0.771166	0.0675382	0.287064	0.100611	0.00180192	0.027156	0.0103332	0.0962929	0.1519	0.0372366	0.00429492	0.436337	0.0967809	0.384915	0.0134742	0.0233575	0.0275619	0.0473156	0.0182681	0.106925	0.172279	0.135059	0.0536961	0.0398694	0.0168234	0.0287415	0.149288	0.160838	0.0546131	0.111545	0.156712	0.00950589	0.00237264	0.0511403	0.0370752	0.0740628	0.269801	0.00323288	0.0782088	0.00620189	0.402585	0.0831378	0.118969	0.316821	0.675387	1.07441	1.93339	4	11.76195
1216000	-6376.805	-6406.675	29.86927	2	1.568575	0.00472187	0.133633	0.00660382	0.00495587	0.0745603	0.00804267	0.0043476	0.0333135	0.0413707	0.00027763	0.0116618	0.0124124	0.00911181	0.00657612	0.00789874	0.0336785	0.0301282	0.0086803	0.0731622	0.0195403	0.132983	0.103353	0.123656	0.0201201	0.0583516	0.0416789	0.0265551	0.0626281	0.0790857	0.106916	0.00787795	0.014089	0.000924339	0.00310807	0.00452182	0.0244599	0.0283906	0.0109367	0.0783054	0.101064	0.0856393	0.0608402	0.124021	0.0319752	0.0825633	0.138626	0.0051725	0.0274964	0.0214728	0.133884	0.0555087	0.0745646	0.0536493	0.0564556	0.00922505	0.0213826	0.0325742	0.0187819	0.00669323	5.58231e-06	0.00462718	0.0905983	0.162652	0.0356417	0.00557166	0.0226836	0.0202856	0.0274411	0.0631442	0.0272048	0.0347654	0.00303838	0.191816	0.0999536	0.103609	0.0516116	0.0449681	0.0197255	0.0898993	0.0175674	0.159218	0.153327	0.088425	0.0340401	0.0341791	0.00380261	0.384652	0.000520965	0.18535	0.252537	0.0681084	0.0521881	0.0280693	0.0999586	0.117776	0.0649444	0.17489	0.00713094	0.0100177	0.00438859	0.00655651	0.0780918	0.0773061	0.0544216	0.0364109	0.0928133	0.00585678	0.092125	0.12593	0.00864557	0.092956	0.0578238	0.262759	0.0195393	0.436249	0.138857	0.337798	0.133603	0.0319425	0.0052952	0.00523949	0.0569774	0.123051	0.103895	0.0178397	0.391527	0.154782	0.342149	0.0363126	0.124726	0.0472119	0.0202881	0.0364531	0.122225	0.109592	0.0523452	0.0995033	0.112032	0.0163651	0.0168225	0.0593291	0.238909	0.0512439	0.0173911	0.126109	0.0242628	0.0136093	0.0443466	0.0378544	0.00163666	0.0806662	0.0381271	0.0329814	0.0293237	0.330495	0.0488574	0.167862	0.235724	0.599587	1.05421	2.11048	4	11.06186
1217000	-6399.972	-6419.037	19.06415	2	1.964104	0.0316761	0.0575779	0.0102336	0.0339836	0.013995	0.0113136	0.0362478	0.0469124	0.0319198	0.013057	0.0113724	0.0390881	0.0120483	0.0187721	0.0367185	0.0800415	0.0508372	0.0301585	0.0889944	0.00519524	0.0781536	0.019127	0.116711	0.0629493	0.0464702	0.0320943	0.0220246	0.0172194	0.0842777	0.0310569	0.00543216	0.0198578	0.0103585	0.0106778	0.0057448	0.0209378	0.0122437	0.0273023	0.024397	0.113204	0.103907	0.0423507	0.0486546	0.119527	0.0537228	0.088668	0.0106123	0.021739	0.0314228	0.0527068	0.0102909	0.139969	0.0844313	0.0631246	0.0019911	0.0116145	0.0318444	0.0359171	0.0169312	0.000144023	0.00576751	0.068731	0.208098	0.168526	0.00657456	0.0105575	0.0301704	0.0408985	0.0855546	0.0310013	0.000819143	0.0671605	0.158064	0.0313665	0.0780831	0.23007	0.0201935	0.0639875	0.0286097	0.0182991	0.0629025	0.0772266	0.0255894	0.0363891	0.00325498	0.0533077	0.417051	0.00345325	0.0325534	0.136875	0.21415	0.058758	0.0461072	0.0965922	0.0848193	0.0250804	0.240481	0.101384	0.0209015	0.0342207	0.1274	0.0230279	0.106323	0.040617	0.0725588	0.0646715	0.00414155	0.246821	0.192308	0.00813603	0.186953	0.021006	0.111452	0.0076555	0.592134	0.0383429	0.303239	0.0887752	0.00772733	0.020027	0.120827	0.0553082	0.130297	0.0352964	0.0194782	0.273009	0.21477	0.313941	0.0192283	0.0394993	0.0145976	0.211415	0.0236386	0.0560619	0.192975	0.0736417	0.145028	0.0507405	0.035051	0.0421606	0.0917071	0.369162	0.103449	0.147497	0.0747547	0.0269847	0.0150832	0.00920364	0.0267612	0.00655719	0.123555	0.031486	0.0616908	0.0208009	0.300607	0.131624	0.140239	0.288952	0.651142	1.06906	1.99084	4	11.52503
1218000	-6380.604	-6389.55	8.945936	2	2.316641	0.0894862	0.0695501	0.00265866	0.00942626	0.0375403	0.0129826	0.0189247	0.0985306	0.0532606	0.0164776	0.0208498	0.0130486	0.0153149	0.0614203	0.00440797	0.0512959	0.0750844	0.00329425	0.0516319	0.0743459	0.0167517	0.0172762	0.072295	0.0142718	0.098947	0.0169025	0.0227932	0.0109681	0.0556426	0.0180013	0.00224956	0.00833016	0.00574387	0.00203553	0.0104583	0.0402891	0.017788	0.00812056	0.029183	0.0734901	0.0425624	0.0222614	0.0642264	0.0649697	0.161308	0.188564	0.00207484	0.00331435	0.043256	0.0755226	0.0836257	0.0484462	0.0534571	0.0724628	0.00673711	0.0181828	0.033074	0.00869651	0.0181872	0.000371498	0.00326531	0.168073	0.125459	0.0515885	0.0242014	0.00579592	0.0444978	0.00758655	0.067068	0.0299402	0.000256987	0.0337308	0.18611	0.0735572	0.062127	0.0895691	0.0324433	0.0113241	0.128579	0.0204073	0.0301073	0.083882	0.0931692	0.0267475	0.00055938	0.0247454	0.433775	0.104211	0.0616476	0.294182	0.222115	0.0811913	0.0497285	0.0837145	0.0132406	0.102	0.428533	0.0617366	0.00939497	0.0304883	0.239677	0.0882108	0.0477575	0.040952	0.11812	0.0322258	0.108143	0.272836	0.177408	0.00557082	0.0650614	0.0363948	0.238353	0.0157191	0.724671	0.205482	0.44056	0.156411	0.0613379	0.0349651	0.194939	0.0472093	0.112521	0.0283768	0.0206964	0.369262	0.0792243	0.364604	0.0306861	0.237211	0.0722425	0.282332	0.0405333	0.0597056	0.134949	0.126106	0.125098	0.0353578	0.0452369	0.0107465	0.102327	0.151095	0.218392	0.0870362	0.0445699	0.0109479	0.0117331	0.0307584	0.0687341	0.0148907	0.142393	0.00660512	0.0694153	0.00487515	0.25091	0.186106	0.124071	0.328353	0.68495	1.07621	1.91048	4	12.78487
1219000	-6374.317	-6375.727	1.409928	2	1.744624	0.061426	0.120477	0.031265	0.0244962	0.0552905	0.00682455	0.0229551	0.0675839	0.0254145	0.0125401	0.00179308	0.0331153	0.00930209	0.0287798	0.000232792	0.0687991	0.0601225	0.0168667	0.144901	0.0197735	0.0817927	0.0629227	0.0674837	0.0495973	0.165377	0.00202903	0.0540408	0.0306751	0.0548753	0.0532745	0.0109862	0.0490223	0.00628978	0.00979541	0.0060147	0.0270529	0.000576159	0.0359181	0.0361019	0.110026	0.167036	0.0405903	0.0365311	0.152532	0.0551011	0.144079	0.0189838	0.0274351	0.0347806	0.0511221	0.0319804	0.12076	0.0821924	0.0338014	0.0204143	0.022141	0.0231868	0.00627031	0.0207967	0.00117743	0.00170206	0.145732	0.145823	0.0609281	0.0278298	0.0127079	0.00834267	0.018424	0.134715	0.0127801	0.00516529	0.0167817	0.158897	0.112494	0.0466877	0.0298602	0.000687754	0.00433464	0.120028	0.0101986	0.0246089	0.104146	0.118967	0.014153	0.0142967	0.00129083	0.703358	0.239219	0.113572	0.172354	0.138348	0.0764889	0.0125876	0.152839	0.0293411	0.0411387	0.353992	0.0703726	0.0112977	0.00366189	0.188653	0.127836	0.00650291	0.0422834	0.0811747	0.00954334	0.032047	0.0141533	0.263699	0.0119633	0.0647731	0.0109093	0.245877	0.0535057	0.898693	0.107835	0.330291	0.164634	0.0192427	0.0190142	0.228811	0.0865592	0.206247	0.020786	0.0962095	0.377338	0.00862121	0.755597	0.0277584	0.0735504	0.078989	0.0857401	0.0265494	0.0132419	0.162626	0.0598318	0.146555	0.0402147	0.0467061	0.0047751	0.080927	0.334408	0.132385	0.12151	0.0306882	0.018922	0.00586626	0.0242721	0.0318359	0.00292452	0.198117	0.0339674	0.0450839	0.0146375	0.537123	0.231698	0.155485	0.260761	0.624785	1.06206	2.0524	4	13.52606
1220000	-6381.122	-6395.396	14.27383	2	2.058331	0.00805037	0.0913262	0.0212187	0.00187632	0.0285975	0.0130345	0.00571875	0.00712646	0.0115218	0.0107814	0.0119967	0.0494665	0.00980729	0.0270176	0.00428836	0.0992884	0.0181671	0.00103591	0.117804	0.0494792	0.0625094	0.0372349	0.15667	0.0311149	0.144577	0.0137856	0.0541517	0.00711672	0.0156627	0.0792469	0.0110754	0.0605116	0.00935654	0.00371728	0.0129475	0.0158386	0.00425609	0.0404869	0.0498119	0.0884603	0.0528324	0.00806079	0.026026	0.0533619	0.0385644	0.118313	0.00712944	0.0176437	0.0045827	0.0801988	0.123571	0.030465	0.030139	0.0747057	0.0449704	0.00664868	0.0202147	0.02546	0.0311205	0.00295232	0.012671	0.0877586	0.141731	0.0299186	0.0428295	0.0213625	0.0396091	0.0180312	0.0544043	0.0331357	0.0821782	0.0838818	0.193209	0.0823771	0.0474108	0.0986448	0.0118107	0.0241891	0.108671	0.0535236	0.116332	0.0576113	0.0952638	0.0474483	0.000422105	0.0202516	0.3437	0.0909801	0.0577788	0.29321	0.102935	0.00650388	0.0411075	0.0860339	0.0515294	0.0761217	0.31678	0.0158342	0.00652065	0.0410657	0.0864116	0.217562	0.0351417	0.06477	0.0838284	0.00667942	0.117834	0.0414326	0.043952	0.0657507	0.119297	0.00449796	0.0967886	0.0263841	0.736838	0.0860544	0.43605	0.0753948	0.016295	0.00897489	0.0622709	0.0539842	0.140215	0.00800868	0.0729596	0.545732	0.116734	0.402846	0.0735018	0.00665364	0.110512	0.0931987	0.067097	0.0241117	0.196782	0.169282	0.145417	0.155596	0.0285207	0.0196149	0.0629171	0.153285	0.116068	0.113455	0.0055721	0.0164887	0.00213642	0.014426	0.00489702	0.0436553	0.158938	0.0038849	0.050841	0.0359478	0.424732	0.117275	0.280997	0.30014	0.661076	1.07138	1.9674	4	11.88637
1221000	-6376.603	-6384.651	8.04802	2	1.904736	0.0267573	0.148243	0.0224063	0.0106826	0.0668871	0.0108913	0.00450038	0.00807821	0.0135175	0.00161111	0.015481	0.0473224	0.010931	0.00505372	0.00251181	0.0175524	0.0188006	0.00953018	0.111636	0.00584972	0.0976189	0.0734925	0.137037	0.0327758	0.242674	0.00616557	0.0279687	0.0608624	0.0851298	0.0891661	0.0184678	0.0661585	0.0156521	0.00282295	0.00261964	0.033485	0.00583596	0.0227449	0.102817	0.102865	0.144123	0.0421114	0.0145451	0.0371801	0.118887	0.232946	0.0153408	0.00908699	0.0323923	0.097081	0.0237049	0.0597451	0.0406129	0.0447612	0.0233645	0.0209111	0.0341478	0.00573177	0.0178509	0.00210826	0.00625718	0.103997	0.243318	0.0272999	0.030121	0.0106798	0.0323827	0.0150688	0.0720024	0.0244325	0.014374	0.0632004	0.149975	0.105959	0.069071	0.209559	0.00432299	0.00683459	0.101622	0.0322031	0.0549119	0.154137	0.133933	0.0373218	0.00534936	0.00522513	0.523514	0.0251885	0.0222009	0.212847	0.0646764	0.0165302	0.0125565	0.133642	0.0150301	0.0576549	0.186948	0.0418113	0.0257135	0.0294008	0.0703159	0.172284	0.0333341	0.0452811	0.0391868	0.0177837	0.489771	0.00937021	0.0479413	0.0594324	0.136795	0.0245711	0.11209	0.0237857	0.75134	0.0774143	0.485322	0.0777949	0.0233062	0.0446363	0.0942984	0.0444879	0.0889871	0.049356	0.0166061	0.293231	0.124792	0.445697	0.0686024	0.00011593	0.0164631	0.00612198	0.108584	0.059494	0.134284	0.106028	0.0176287	0.108724	0.0169514	0.0176965	0.117955	0.150837	0.254843	0.149855	0.00312527	0.0210416	0.00349065	0.0531803	0.0209626	0.015072	0.0901845	0.00894768	0.0864922	0.00228	0.520608	0.215367	0.265191	0.281631	0.644485	1.06741	2.00647	4	12.42184
1222000	-6377.387	-6398.036	20.64977	2	2.440219	0.0586477	0.101913	0.007526	0.0107225	0.0558363	0.00935084	0.0101794	0.0105833	0.100229	0.00807127	0.0195159	0.0210714	0.0149973	0.00939097	0.00378284	0.0501812	0.0297369	0.0144858	0.129528	0.0434899	0.179135	0.0480742	0.0973926	0.0278669	0.0758485	0.0301017	0.0318673	0.0187877	0.0142508	0.128468	0.000640605	0.0202626	0.00464416	0.0045944	0.00249083	0.0242853	0.0100099	0.0193195	0.0144551	0.191917	0.116132	0.0195179	0.0194436	0.00501893	0.17526	0.169444	0.0121364	0.0277612	0.0238713	0.0443134	0.106509	0.0933745	0.0709536	0.0541199	0.0171559	0.00158272	0.025271	0.0295265	0.0125706	0.00204305	0.00122928	0.135451	0.137086	0.0311431	0.0427487	0.0499078	0.00190707	0.013399	0.0263478	0.0319872	0.0791309	0.0825676	0.10202	0.0703815	0.101721	0.089914	0.0352748	0.0400316	0.126801	0.0130894	0.0376259	0.100737	0.0512553	0.0178853	0.0339507	0.00172904	0.346663	0.0548045	0.019543	0.149491	0.0572358	0.0178102	0.0254689	0.0955208	0.0215325	0.0330987	0.229581	0.0210372	0.0483942	0.00846381	0.0282533	0.248435	0.0217674	0.0349654	0.0860138	0.0792294	0.0819215	0.0320799	0.12679	0.164664	0.0811517	0.0261304	0.066025	0.0277671	0.763455	0.302535	0.343417	0.0970453	0.0371033	0.0203125	0.169792	0.0669346	0.138538	0.0687399	0.00799626	0.293543	0.0352729	0.297325	0.0272222	0.00487946	0.101529	0.0457798	0.00303828	0.0653193	0.198891	0.0668567	0.114999	0.204608	0.0299003	0.00538458	0.0710585	0.398505	0.170269	0.0459377	0.0681603	0.00865964	0.0105316	0.0390212	0.021128	0.00466246	0.163601	0.0766198	0.0348491	0.017914	0.190612	0.0756796	0.219917	0.340715	0.694919	1.07792	1.88645	4	11.49636
1223000	-6382.34	-6393.16	10.82022	2	2.271832	0.0569393	0.151659	0.0135769	0.0284038	0.0624983	0.00270324	0.0291637	0.0383612	0.0155349	0.00644848	0.0157658	0.0237189	0.00834627	0.0136536	0.0135406	0.0326253	0.0538084	0.00105028	0.120331	0.0356209	0.112148	0.0653995	0.0931225	0.0479012	0.299624	0.0137433	0.051931	0.137897	0.062511	0.0530704	0.00795404	0.00610985	0.0159734	0.0114588	0.00521803	0.0241319	0.0266513	0.031528	0.0193733	0.150055	0.0875779	0.0463196	0.0179235	0.0295686	0.209195	0.189757	0.0046062	0.00270347	0.0238568	0.0662501	0.0362685	0.142284	0.0630285	0.0543611	0.0444335	0.0236472	0.0284602	0.0376703	0.0253662	0.0180459	0.00279462	0.123931	0.195828	0.0114325	0.0348853	0.0143733	0.00778267	0.0123552	0.0934401	0.0187598	0.0196234	0.064684	0.128299	0.104818	0.117128	0.0849614	0.025004	0.00773125	0.173961	0.0034332	0.0384211	0.209725	0.206416	0.00339417	0.158376	0.0160004	0.423983	0.130368	0.0728896	0.143007	0.0998978	0.0316649	0.0106747	0.0287664	0.114355	0.0496172	0.257378	0.00627893	0.00312217	0.0669614	0.040727	0.16695	0.0800424	0.0380096	0.0797945	0.0189661	0.276536	0.000826386	0.096055	0.0471156	0.0168736	0.028048	0.0724602	0.00664478	0.864147	0.00414205	0.313675	0.0928582	0.0247823	0.0108532	0.126151	0.0628289	0.131271	0.0465673	0.0455852	0.354286	0.0636124	0.40738	0.0262886	0.020795	0.00975793	0.0211165	0.00733544	0.0341528	0.195759	0.109887	0.139694	0.17441	0.00120996	0.0454291	0.0285924	0.244477	0.142074	0.0136295	0.116198	0.03116	0.00407488	0.0479959	0.065673	0.0154276	0.148452	0.0271467	0.0923724	0.0123626	0.40455	0.25064	0.186487	0.323699	0.681121	1.07551	1.91967	4	12.56173
1224000	-6368.8	-6391.838	23.03767	2	1.980897	0.038923	0.115748	0.00527895	0.0170985	0.044812	0.00521772	0.0371104	0.019337	0.0123379	0.0228064	0.017157	0.021143	0.00912835	0.00884403	0.00392928	0.0469381	0.0219453	0.0315746	0.116734	0.00694286	0.0454176	0.0360017	0.0717162	0.0371687	0.0335958	0.0321331	0.0230378	0.0174781	0.00621631	0.0624439	0.0122246	0.0366118	0.00481268	0.0017809	0.0181425	0.0327865	0.0410126	0.0276931	0.0322824	0.123613	0.115964	0.0247546	0.023892	0.121126	0.0362266	0.175194	0.00312323	0.00995102	0.0258113	0.0679693	0.0123598	0.0424816	0.0619804	0.0851615	0.0207209	0.0319417	0.0315912	0.0468124	0.0113122	0.000790734	0.00329003	0.215773	0.196558	0.107451	0.0377794	0.0125021	0.0208821	0.0251664	0.0592888	0.0467587	0.0447772	0.0329351	0.113209	0.104242	0.122059	0.0544411	0.0197134	0.0016935	0.0865281	0.0107153	0.102174	0.060871	0.0599799	0.00353968	0.0817784	0.0280611	0.325211	0.116585	0.0652828	0.236167	0.293618	0.0455618	0.0401429	0.0614161	0.101791	0.0359028	0.217531	0.020683	0.00295176	0.0913031	0.0542969	0.219676	0.102118	0.0251917	0.0701931	0.0249201	0.234387	0.0346632	0.095382	0.0626166	0.0203111	0.0216812	0.0996891	0.0142935	0.544507	0.115021	0.354845	0.0867784	0.0158838	0.00485016	0.025754	0.0536833	0.0559309	0.0332045	0.0336542	0.380025	0.0381209	0.351615	0.00811544	0.0645926	0.00243248	0.0440077	0.0895618	0.0224463	0.143179	0.129215	0.0496032	0.111791	0.00335939	0.0153053	0.099183	0.267378	0.0693273	0.0234942	0.129056	0.0293728	0.008128	0.0321252	0.0688714	0.0122375	0.0698673	0.0285066	0.0592064	0.00692513	0.277077	0.14562	0.214769	0.290984	0.652967	1.0695	1.98655	4	10.9527
1225000	-6391.72	-6409.653	17.93301	2	1.759909	0.0311879	0.0782679	0.0203902	0.0186722	0.139676	0.0265119	0.0218497	0.00825179	0.0143006	0.00141968	0.0277242	0.0259235	0.010174	0.0294053	0.000293705	0.0632182	0.0330297	0.000486658	0.0753585	0.0620877	0.0128956	0.0958097	0.0868946	0.0215261	0.0895582	0.0383885	0.022466	0.0168383	0.0161837	0.110536	0.0316573	0.0570337	0.00624342	0.0010309	0.0156567	0.0585201	0.0494397	0.00656624	0.0230278	0.168413	0.0842306	0.0500423	0.0398215	0.00780183	0.062224	0.129257	0.0091739	0.0148928	0.0435641	0.0872873	0.00975252	0.142226	0.0763029	0.0702153	0.0286647	0.0218952	0.0335042	0.020092	0.0145349	0.00533085	0.000767698	0.166102	0.139778	0.0197765	0.0394336	0.0132801	0.033504	0.00908642	0.0794283	0.0263067	0.0541271	0.0562548	0.184766	0.0757216	0.125834	0.245185	0.0149388	0.0122156	0.0898073	0.012952	0.168704	0.0343444	0.0876895	0.0445898	0.149318	0.0200095	0.450747	0.138152	0.11478	0.226277	0.295107	0.0794033	0.0919159	0.148516	0.200378	0.0472841	0.206678	0.00992914	0.00165227	0.00237533	0.0124895	0.151018	0.142566	0.0503239	0.00705462	0.0228112	0.118422	0.0617013	0.07233	0.0482658	0.104059	0.135617	0.249465	0.005566	0.603287	0.055531	0.26636	0.0755796	0.0313225	0.000722319	0.0391982	0.0900672	0.0839832	0.0238244	0.00948726	0.249865	0.13318	0.355645	0.0254734	0.128202	0.131262	0.0371167	0.0114742	0.0373152	0.217086	0.111439	0.026348	0.103792	0.0406372	0.0066848	0.119123	0.173463	0.00975004	0.0178837	0.0480712	0.00587756	0.00957826	0.0329533	0.00482862	0.0127917	0.137059	0.00442413	0.0572586	0.00223452	0.356127	0.0444524	0.284272	0.262828	0.626786	1.06263	2.04775	4	11.88156
