Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	brlens[118]	brlens[119]	brlens[120]	brlens[121]	brlens[122]	brlens[123]	brlens[124]	brlens[125]	brlens[126]	brlens[127]	brlens[128]	brlens[129]	brlens[130]	brlens[131]	brlens[132]	brlens[133]	brlens[134]	brlens[135]	brlens[136]	brlens[137]	brlens[138]	brlens[139]	brlens[140]	brlens[141]	brlens[142]	brlens[143]	brlens[144]	brlens[145]	brlens[146]	brlens[147]	brlens[148]	brlens[149]	brlens[150]	brlens[151]	brlens[152]	brlens[153]	brlens[154]	brlens[155]	brlens[156]	brlens[157]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
117000	-6389.217	-6392.813	3.595533	2	2.295728	0.0185707	0.154812	0.0286345	0.0178529	0.0785583	0.00723003	0.0306807	0.013764	0.00810998	0.00858693	0.0344154	0.0329444	0.00516249	0.0399306	0.00545387	0.0645484	0.0432486	0.000906923	0.0748386	0.00510203	0.0793109	0.02618	0.0794488	0.0445641	0.0204715	0.0522429	0.0115897	0.0193233	0.0430662	0.0581999	0.0230672	0.0726051	0.00512089	0.00266479	0.00749072	0.0285978	0.0152882	0.0197263	0.00999299	0.233442	0.137164	0.0229714	0.0236284	0.0757252	0.235562	0.141034	0.00797789	0.0352272	0.0151963	0.102348	0.00741686	0.128278	0.033626	0.0690754	0.0372243	0.0301586	0.0120203	0.0160672	0.016569	0.0023046	0.00240228	0.101131	0.222065	0.0374825	0.0201269	0.00589602	0.0278237	0.0391971	0.0617381	0.0201437	0.040457	0.0308522	0.237613	0.152823	0.142648	0.114224	0.0290024	0.0134557	0.154985	0.0123743	0.0650739	0.1705	0.0161596	0.00938287	0.0414861	0.0300782	0.240582	0.007298	0.0932207	0.185691	0.0234534	0.209776	0.011651	0.0643593	0.0613982	0.131007	0.04471	0.31756	0.00602559	0.0556965	0.0218112	0.0177835	0.0378619	0.0307523	0.100357	0.0231188	0.197403	0.0724198	0.0726837	0.0770746	0.0181452	0.147036	0.182662	0.097659	0.0549147	0.0246535	0.0102411	0.0887782	0.0494958	0.18247	0.108549	0.630185	0.0139479	0.0583795	0.100054	0.0232028	0.00484536	0.428431	0.138328	0.607873	0.0175027	0.0346245	0.270078	0.102311	0.0342213	0.133303	0.00135328	0.175671	0.0958321	0.1072	0.536072	0.00339572	0.0772188	0.129435	0.0370795	0.0493997	0.0745721	0.0104905	0.331289	0.00220225	0.0772485	0.265164	0.0449773	0.427228	0.203267	0.234272	0.239355	0.326193	0.683178	1.07589	1.91474	4	13.26274
118000	-6365.456	-6394.904	29.44826	2	2.782149	0.0564039	0.136892	0.0119791	0.0123312	0.0781046	0.0258835	0.00989193	0.054908	0.0618845	0.00720187	0.00869823	0.0390307	0.0250683	0.0241498	0.000166511	0.068681	0.0369267	0.0119861	0.102342	0.0317713	0.175599	0.0166485	0.0413149	0.0357201	0.0991981	0.0457358	0.00590081	0.00971906	0.0171044	0.0589486	0.0219319	0.052419	0.0138692	0.00425057	0.00439999	0.0200576	0.0234666	0.0244709	0.0172217	0.0950089	0.113519	0.0095264	0.0239826	0.0758911	0.158154	0.135856	0.000447786	0.0284745	0.0230017	0.0438588	0.043284	0.0454162	0.035149	0.0506122	0.0174525	0.0169219	0.0210745	0.0171849	0.0201944	0.00151624	0.00256146	0.145619	0.143464	0.0504753	0.0133686	0.0249876	0.049296	0.0260714	0.109125	0.00389195	0.0318456	0.0404012	0.11191	0.0958004	0.02472	0.0542417	0.0219589	0.0261654	0.0891395	0.00640308	0.00195878	0.0751428	0.0361369	0.00054076	0.0202784	0.0421051	0.232871	0.0305248	0.141877	0.132096	0.01719	0.137717	0.00374462	0.128465	0.13735	0.044223	0.048935	0.304312	0.0289492	0.0427839	0.0101081	0.0713038	0.0445099	0.0538546	0.014135	0.037753	0.173654	0.0370195	0.0251454	0.062181	0.0137006	0.0474838	0.11162	0.0618202	0.00784572	0.0108645	0.00254347	0.138985	0.192997	0.266802	0.11757	0.623716	0.0137381	0.0312477	0.0693045	0.254618	0.0102097	0.296223	0.135618	0.443084	0.0227964	0.0131145	0.128352	0.0789198	0.00515733	0.0124913	0.00960447	0.124541	0.0242589	0.0967531	0.226924	0.00336163	0.0275948	0.126784	0.103594	0.0960934	0.0668883	0.00542256	0.325184	0.0457984	0.00290176	0.0489501	0.0616394	0.276573	0.0324541	0.0274204	0.255011	0.371673	0.718705	1.08121	1.82842	4	10.77569
119000	-6383.521	-6398.058	14.53692	2	2.286801	0.0593183	0.115429	0.00698878	0.0070592	0.0673347	0.00101824	0.00247384	0.0212975	0.0605186	0.00466092	0.024243	0.0371219	0.00370873	0.0507695	0.00451791	0.0321618	0.0442474	0.0181058	0.0175876	0.0712413	0.0998797	0.0350478	0.0740899	0.0545645	0.110827	0.00428862	0.0353811	0.039115	0.000914868	0.0473834	0.0113862	0.0350673	0.00895359	0.01224	0.0126577	0.0208552	0.0159433	0.0350862	0.0394107	0.0928382	0.0921926	0.146283	0.0161969	0.071039	0.156865	0.171084	0.00634157	0.038609	0.0344878	0.0805795	0.0351024	0.0549436	0.0671325	0.0612278	0.0280637	0.0234161	0.0243199	0.0276717	0.0508846	0.000387269	0.000785739	0.136867	0.262564	0.0486846	0.0573929	0.0329229	0.0327915	0.00458665	0.0289949	0.0573473	0.0429491	0.00467149	0.0931299	0.100256	0.0400274	0.084008	0.029822	0.0112145	0.147433	0.0566427	0.0124213	0.127705	0.104792	0.00777426	0.025415	0.00765194	0.112709	0.0212833	0.241447	0.166912	0.0562785	0.124101	0.00239037	0.0583657	0.176581	0.100479	0.0395576	0.653505	0.0216625	0.15879	0.0386795	0.0174541	0.0328926	0.0710682	0.00577064	0.0217989	0.173175	0.0697238	0.0539015	0.0646152	0.00869905	0.0904463	0.163894	0.0772922	0.00505303	0.09721	0.00259755	0.135632	0.21132	0.244325	0.0747208	0.730518	0.0263671	0.110734	0.0593879	0.0616576	0.00506435	0.251225	0.145352	0.53223	0.0240582	0.0063824	0.00654203	0.0737786	0.0137626	0.0575372	0.0439372	0.194036	0.167627	0.118923	0.381299	0.0155401	0.0173662	0.0946169	0.162013	0.0391552	0.00402501	0.00266742	0.255371	0.0234893	0.0794318	0.145463	0.0514863	0.418125	0.141769	0.0454931	0.11831	0.325264	0.682414	1.07575	1.91657	4	12.40048
120000	-6405.117	-6417.539	12.42241	2	2.092627	0.0574803	0.0600339	0.0116324	0.00380936	0.0488657	0.0110965	0.000779351	0.0222056	0.00137087	0.00714331	0.00431149	0.0268732	0.0121527	0.0198697	0.00211172	0.0827896	0.0290974	0.0231664	0.133381	0.0665307	0.0521872	0.0299529	0.0867844	0.0372064	0.184158	0.039903	0.0430805	0.00497659	0.000637316	0.0954162	0.042934	0.0546201	0.00205715	0.00864086	0.0106071	0.0103778	0.00148198	0.0757782	0.0206772	0.115858	0.0641056	0.0750219	0.0602517	0.00857904	0.0911602	0.115289	0.00265789	0.0101908	0.0300578	0.0698733	0.0377068	0.0502361	0.0712289	0.0413299	0.0218613	0.00924204	0.0157812	0.00746312	0.0137461	0.000160705	0.0054394	0.192865	0.214433	0.0324005	0.0300043	0.0103737	0.0228402	0.0336077	0.0483843	0.0375766	0.0534194	0.038958	0.148355	0.155493	0.103669	0.0256937	0.000368833	0.052985	0.072667	0.0286624	0.00401596	0.110684	0.0294834	0.0124801	0.0112192	0.0332938	0.0333994	0.0109385	0.157508	0.138115	0.044532	0.00145324	0.0035289	0.0738588	0.108544	0.0820012	0.0489535	0.524808	0.004899	0.110769	0.0464601	0.0308485	0.06878	0.0588178	0.0014446	0.0117393	0.146481	0.0441394	0.100376	0.0472564	0.077438	0.00780021	0.150145	0.0576006	0.000902078	0.0634528	0.0438641	0.173919	0.238478	0.342566	0.100738	0.49435	0.0111895	0.330686	0.1098	0.04279	0.00110357	0.335523	0.125009	0.293361	0.00619372	0.0302451	0.0420038	0.178447	0.015771	0.102594	0.0322103	0.18814	0.252021	0.137784	0.289351	0.0260007	0.0151535	0.0993278	0.155751	0.152222	0.0153437	0.0198223	0.205115	0.019767	0.135867	0.213784	0.129013	0.35331	0.090903	0.00819875	0.0396933	0.304086	0.664515	1.07214	1.95925	4	11.70175
121000	-6391.671	-6400.162	8.490795	2	2.066634	0.0780776	0.13139	0.0222418	0.0414184	0.0538377	0.03483	0.0526414	0.0576069	0.087528	0.00529876	0.00722521	0.0282763	0.0110524	0.0250197	0.00366091	0.0429319	0.0250124	0.0082196	0.163748	0.0761414	0.0829175	0.033963	0.0979039	0.0382716	0.0856403	0.0221585	0.0180567	0.0396989	0.068926	0.115782	0.0137044	0.0537188	0.0142046	0.0083326	0.00973549	0.0382736	0.00640447	0.0649438	0.038751	0.145595	0.0839577	0.0277922	0.198408	0.0140724	0.107307	0.160873	0.00131015	0.0123688	0.0148185	0.0532848	0.0191444	0.051605	0.0292129	0.0680352	0.0235501	0.0363619	0.0260385	0.0261901	0.0233775	0.00073988	0.00369248	0.134443	0.277316	0.0451072	0.0177506	0.0101692	0.0251089	0.0126313	0.0676797	0.0153648	0.0577297	0.0662832	0.116557	0.116002	0.0608845	0.0700714	0.0515923	0.0279041	0.0950414	0.0392271	0.00410114	0.146218	0.00479616	0.00388702	0.00501729	0.0381296	0.041781	0.0935476	0.178415	0.131956	0.0150124	0.254332	0.0202126	0.0660443	0.0398676	0.134634	0.0419314	0.297995	0.00500348	0.167041	0.0281118	0.065865	0.0526833	0.00227095	0.089627	0.0842339	0.241851	0.0649071	0.0873235	0.0374268	0.00190147	0.0672927	0.210239	0.00304149	0.0156532	0.0593447	0.0306923	0.102239	0.16673	0.123288	0.232717	0.783591	0.00735873	0.0259113	0.0681236	0.148264	0.00666366	0.38862	0.0369963	0.362226	0.000782968	0.0552088	0.0384351	0.0482729	0.0229894	0.0315013	0.0234372	0.218775	0.16779	0.0286858	0.28286	0.0288952	0.0126275	0.0256923	0.062859	0.0362193	0.0518988	0.0256862	0.407477	0.0090576	0.0730412	0.360062	0.0750252	0.32105	0.171154	0.149567	0.146598	0.301101	0.661917	1.07157	1.96541	4	12.40291
122000	-6416	-6426.643	10.64353	2	2.565783	0.051755	0.141649	0.015231	0.0197452	0.0270255	0.0318645	0.0760214	0.060353	0.0314546	0.002586	0.0143587	0.0113843	0.0374636	0.0188053	0.000544132	0.0210892	0.0346069	0.0117497	0.0863452	0.0881304	0.0320611	0.0416512	0.0685772	0.0855139	0.0878337	0.00633934	0.0424372	0.0400511	0.080754	0.135865	0.00818135	0.037161	0.00911336	0.0208292	0.00217658	0.0263304	0.00604338	0.0151031	0.000957021	0.102711	0.119629	0.0110781	0.0440623	0.0670175	0.0653883	0.142152	0.0108726	0.0206906	0.0565387	0.0422817	0.0503057	0.0688981	0.0892565	0.058461	0.0202197	0.0235911	0.0254531	0.00620363	0.0289144	0.00132304	0.00425915	0.123827	0.199436	0.0967914	0.00682108	0.0115744	0.0313131	0.021925	0.0609792	0.0470261	0.016494	0.00873357	0.113746	0.127741	0.061992	0.0339134	0.049652	0.0107054	0.132948	0.0273211	0.0845987	0.216839	0.000742491	0.010748	0.00657888	0.0485437	0.0199402	0.113812	0.124424	0.164715	0.013528	0.306136	0.0152001	0.0692441	0.28784	0.081189	0.0486393	0.614653	0.0209932	0.0273382	0.105933	0.0518066	0.0450004	0.0211314	0.0129355	0.0364534	0.215296	0.0434964	0.078584	0.0877648	0.0690987	0.0173516	0.0706973	0.00050215	0.00555164	0.0575425	0.0140669	0.10974	0.124468	0.383147	0.145096	0.586341	0.016032	0.0669849	0.122113	0.190841	0.0159212	0.318056	0.0067769	0.213617	0.0073968	0.0315696	0.12925	0.0610834	0.0118984	0.0342208	0.0226346	0.107522	0.0469999	0.0688399	0.313659	0.0148211	0.00343878	0.139558	0.161718	0.141269	0.136838	0.0346844	0.276691	0.0218203	0.134904	0.290775	0.00547751	0.322114	0.142496	0.219406	0.120304	0.352606	0.704248	1.07934	1.86381	4	12.28083
123000	-6379.826	-6406.587	26.76098	2	2.309617	0.0289848	0.106526	0.0129471	0.00545534	0.063124	0.000293862	0.00332796	0.0668846	0.119767	0.00351431	0.020914	0.0293716	0.00333974	0.0141178	0.000473266	0.00844072	0.0487119	0.0118808	0.0452301	0.0205225	0.00500935	0.121844	0.0681428	0.017666	0.109414	0.0370263	0.0158844	0.0510918	0.000775385	0.0765133	0.00641742	0.0353517	0.00610126	0.0133543	0.0014706	0.0292297	0.0245767	0.00517724	0.0329237	0.172856	0.146224	0.0442057	0.0578995	0.0396354	0.126322	0.0436571	0.0104539	0.0289538	0.0236411	0.048612	0.0642812	0.0115145	0.0374372	0.00766958	0.0321872	0.0462909	0.0149034	0.0216004	0.0187401	0.00289407	0.00191929	0.121983	0.192478	0.0608061	0.0254794	0.0249773	0.0537723	0.0391507	0.0735342	0.0397984	0.0211777	0.00984642	0.0734064	0.0469539	0.122198	0.0561964	0.0238272	0.0502438	0.0907438	0.0189769	0.0198511	0.115208	0.0312971	0.00411122	0.0200998	0.0227165	0.0828864	0.0476728	0.161554	0.180001	0.0108809	0.1994	0.0982218	0.0641046	0.155199	0.0954893	0.0456934	0.673626	0.00220732	0.129931	0.0434893	0.238171	0.0338958	0.0187889	0.065071	0.0182676	0.160651	0.0277408	0.093894	0.127197	0.0258303	0.0957413	0.0222508	0.0281199	0.0229287	0.0344581	0.050781	0.133775	0.147053	0.282369	0.202699	0.611542	0.0150899	0.0300784	0.109593	0.0642353	0.0164902	0.348489	0.00374993	0.397522	0.00172388	0.0316932	0.0313772	0.0409901	0.00096321	0.0439412	0.00280972	0.0835657	0.0205013	0.113398	0.24833	0.0212533	0.00864483	0.0427104	0.0218873	0.120246	0.0344064	0.00115982	0.116401	0.0116294	0.0769954	0.16914	0.175023	0.343729	0.0485598	0.0904515	0.100121	0.32763	0.684358	1.07611	1.91191	4	11.05101
124000	-6398.389	-6417.523	19.13318	2	2.006103	0.00201432	0.132091	0.0237814	0.0219544	0.0601458	0.026935	0.00225932	0.00492131	0.0365015	0.000482283	0.0330284	0.0167847	0.0189676	0.0221088	0.010263	0.0190197	0.0369318	0.00366577	0.177493	0.0326333	0.0684877	0.0136814	0.082834	0.0396633	0.13224	0.0173446	0.040468	0.0597001	0.126346	0.0594816	0.0186977	0.0529963	0.00411605	0.00946186	0.0288167	0.0333954	0.0253214	0.0559811	0.00872292	0.181378	0.115992	0.0525328	0.0673342	0.0229396	0.0966614	0.140919	0.000270796	0.0131719	0.064741	0.104674	0.00592449	0.0737724	0.0555052	0.100806	0.012287	0.0383171	0.0266088	0.020085	0.0154343	0.00138753	0.00368036	0.119023	0.219928	0.112383	0.034848	0.037826	0.00336647	0.0227495	0.0421087	0.0282273	0.0483013	0.14814	0.155229	0.113656	0.0883513	0.115273	0.0251842	0.00848777	0.106945	0.0922887	0.0411079	0.0488117	0.013007	0.0197513	0.0120094	0.0218812	0.0541792	0.0453431	0.131816	0.177429	0.00959199	0.0549874	0.0833618	0.070698	0.0165321	0.103049	0.0555117	0.53257	0.016285	0.0174832	0.0662484	0.216777	0.00669651	0.00616654	0.0911056	0.00790736	0.0802594	0.108331	0.0589527	0.108071	0.20093	0.0889837	0.101115	0.0116195	0.0108561	0.042097	0.0807308	0.0709031	0.287132	0.218736	0.0212386	0.624008	0.0654601	0.0656168	0.0760371	0.0714947	0.00596404	0.394046	0.00327524	0.3163	0.00243536	0.0180891	0.0834762	0.137718	0.0543805	0.054033	0.0167884	0.204503	0.10597	0.179421	0.278349	0.0659929	0.0413558	0.0715532	0.0255238	0.121337	0.178178	0.00192963	0.056086	0.0053735	0.0732205	0.0689866	0.164815	0.287515	0.177065	0.117388	0.0577795	0.294002	0.655661	1.07014	1.9802	4	11.97821
125000	-6388.365	-6403.081	14.71589	2	1.80224	0.0664254	0.0980671	0.0181077	0.00902888	0.0410982	0.0190791	0.0259973	0.0159964	0.00762054	0.0112427	0.0415171	0.0142797	0.012368	0.0133168	0.00311391	0.0638008	0.0136123	0.0257596	0.090099	0.0326647	0.138552	0.0861559	0.0507256	0.0290712	0.112429	0.0484488	0.0144095	0.0419172	0.042022	0.0778802	0.0129355	0.0133118	0.00695254	0.00320352	0.00950312	0.0248814	0.0150886	0.0151638	0.0527329	0.254952	0.130115	0.0675942	0.045914	0.0389527	0.132804	0.0786348	0.0058436	0.011777	0.0244188	0.063767	0.0152932	0.0903211	0.0510905	0.0420799	0.0224839	0.0100972	0.0180562	0.022031	0.0234543	0.00263546	0.000694915	0.0711678	0.221102	0.0539059	0.0443548	0.0206114	0.0572586	0.02519	0.0750124	0.0298306	0.0243204	0.220903	0.136997	0.087782	0.0561205	0.0678479	0.000613313	0.0106256	0.0756272	0.00680638	0.0274466	0.160715	0.0613018	0.00274374	0.028253	0.0378154	0.00481061	0.0920356	0.383017	0.130595	0.157535	0.109093	0.0491595	0.122974	0.134493	0.0538494	0.0667725	0.568454	0.00937497	0.107228	0.117047	0.278645	0.0003418	0.0178393	0.0132092	0.0276142	0.0562693	0.0423877	0.0534011	0.0746913	0.162525	0.0416969	0.0104785	0.00491297	0.00283224	0.00154738	0.0103621	0.0480806	0.180284	0.258681	0.00859892	0.519955	0.00352434	0.170334	0.0830122	0.105347	0.000572848	0.393448	0.0015074	0.278665	0.00422083	0.0214534	0.134242	0.0999668	0.0186629	0.0190397	0.0608733	0.297367	0.0410143	0.362978	0.380448	0.0322454	0.105755	0.0235977	0.101242	0.146038	0.0551911	0.010153	0.083157	0.0630863	0.0911553	0.129818	0.184831	0.292643	0.157154	0.151882	0.084202	0.268468	0.632189	1.06415	2.03519	4	12.28556
126000	-6397.427	-6409.428	12.0005	2	2.588573	0.0494387	0.118365	0.0184936	0.018864	0.065746	0.00383835	0.0390172	0.0402621	0.0380547	0.00564708	0.0471092	0.0208017	0.0184766	0.0238342	0.0118513	0.0749991	0.0539165	0.00153365	0.0867935	0.040557	0.105345	0.0560125	0.07822	0.00984534	0.0388504	0.0181973	0.0423479	0.0363373	0.410621	0.18407	0.00386115	0.0614647	0.0077995	0.00467227	0.00250932	0.0432974	0.013149	0.0377304	0.108489	0.126644	0.131157	0.0517512	0.0683209	0.00800194	0.209255	0.183649	0.0114755	0.0158212	0.014381	0.0321307	0.0316319	0.076173	0.0451049	0.0783775	0.024517	0.0279325	0.0125388	0.0444756	0.0507389	0.00760381	0.000489771	0.0760268	0.212155	0.0965717	0.035515	0.0328309	0.0551159	0.02262	0.0680233	0.0683392	0.0404632	0.00782625	0.137576	0.0893361	0.170481	0.107824	0.0109892	0.0350349	0.106261	0.0102148	0.031017	0.13476	0.0267852	0.0239748	0.0292351	0.0145709	0.000869267	0.043204	0.232264	0.116648	0.165926	0.106456	0.109696	0.0800061	0.112904	0.115759	0.0937919	0.587943	0.0811612	0.21264	0.0498324	0.218075	0.0455485	0.0160376	0.0106022	0.0560478	0.0981375	0.0392908	0.0662105	0.0549843	0.0307972	0.0217351	0.123986	0.0116757	0.0148811	0.00836977	0.00556051	0.175477	0.194215	0.0898966	0.0151497	0.515009	0.00147336	0.158365	0.0452677	0.0378898	0.0107952	0.324224	0.0101137	0.297628	0.0188527	0.0152366	0.129349	0.051313	0.0402184	0.00331211	0.0296895	0.202339	0.044588	0.145593	0.284002	0.00768181	0.0966627	0.0059642	0.356905	0.169566	0.0641198	0.00489269	0.0925494	0.13839	0.00199229	0.195669	0.0548336	0.330437	0.064313	0.157532	0.0324724	0.354696	0.705863	1.07957	1.85988	4	12.48115
127000	-6379.375	-6394.306	14.93048	2	1.937693	0.0309811	0.0984315	0.00175451	0.00554804	0.0450835	0.00019026	0.0622433	0.0339996	0.0111722	0.00221415	0.0164158	0.0201415	0.0391174	0.0122614	0.000313252	0.0342512	0.0587561	0.0316267	0.110399	0.0160397	0.0701162	0.0221867	0.0446684	0.0176773	0.0797954	0.012871	0.0344985	0.0095477	0.0465034	0.150421	0.0201365	0.0183239	0.011737	0.00801517	0.00363156	0.0184525	0.0242979	0.00675028	0.0748561	0.087582	0.0980889	0.00255107	0.0638895	0.0226383	0.248781	0.208698	0.0159871	0.0245775	0.0439511	0.0529797	0.103588	0.0364279	0.0865682	0.0538888	0.0150494	0.0344938	0.0303969	0.0191864	0.0192089	0.00465391	0.000525904	0.089428	0.282097	0.0168023	0.0294868	0.0124771	0.0444628	0.012157	0.0515548	0.00255399	0.0676324	0.0199068	0.190646	0.0631708	0.0403462	0.0313922	0.0223226	0.0207875	0.108017	0.00315049	0.00972773	0.00981548	0.0119759	0.000991396	0.0122772	0.00545563	0.1324	0.00676638	0.157753	0.124192	0.259874	0.131742	0.143286	0.0840285	0.180434	0.0803806	0.0543758	0.501357	0.104147	0.0230837	0.0626627	0.262878	0.0354935	0.0135568	0.124559	0.070515	0.0533347	0.0627336	0.084429	0.00283002	0.087545	0.0437344	0.11022	0.0404314	0.0462841	0.00990308	0.0537272	0.182088	0.160297	0.116684	0.109528	1.13621	0.121743	0.0269058	0.0826219	0.0292731	0.012582	0.264461	0.00586095	0.39075	0.012662	0.0483691	0.132232	0.021634	0.0200558	0.0144809	0.0147132	0.121522	0.0319929	0.0318594	0.315876	0.0115774	0.0774247	0.169119	0.0675421	0.0541569	0.182437	0.0142859	0.0112099	0.0264756	0.207836	0.238566	0.0773589	0.453765	0.068051	0.249609	0.0530452	0.285722	0.64822	1.06835	1.99771	4	12.25329
128000	-6357.819	-6381.485	23.66549	2	2.162034	0.0519517	0.133642	0.0234765	0.0242454	0.0821189	0.0021657	0.0353988	0.0282433	0.00255343	0.00536837	0.00835393	0.0256709	0.00213119	0.0218946	0.0132785	0.0453306	0.0515952	0.003934	0.0645537	0.0252243	0.0450677	0.0171854	0.0700245	0.0457217	0.062166	0.0242615	0.0618364	0.00968867	0.0579986	0.0638478	0.005331	0.0348658	0.0046024	0.00105414	0.0209072	0.0400886	0.00781674	0.0386971	0.0096017	0.0612505	0.146681	0.000845973	0.00140523	0.00849266	0.0602447	0.147102	0.00843703	0.022302	0.0188867	0.0935435	0.0456831	0.0556787	0.0840891	0.0693812	0.041221	0.0113287	0.0254939	0.00573217	0.0154136	0.00267478	0.00298723	0.0461315	0.157068	0.0204412	0.0236717	0.0177173	0.0120298	0.0276058	0.066627	0.000973872	0.0465416	0.0135563	0.138117	0.111329	0.0760088	0.0738791	0.00601571	0.0597943	0.0568507	0.00113849	0.00918911	0.0474238	0.0154327	0.0234313	0.0195204	0.0608556	0.0649342	0.042289	0.152741	0.124567	0.189003	0.0822988	0.131218	0.114522	0.152018	0.109502	0.0564193	0.307084	0.142749	0.000937104	0.00481306	0.227682	0.0233817	0.0238564	0.0582822	0.0298728	0.0521965	0.0302425	0.0527754	0.0231522	0.0535321	0.0603665	0.163744	0.103919	0.0591327	0.0242385	0.0311755	0.217396	0.173863	0.193799	0.0794241	0.530433	0.139557	0.114004	0.0987046	0.0810473	0.00861682	0.39092	0.0113634	0.448682	0.0142457	0.0363228	0.0317107	0.00698066	0.00357314	0.0720361	0.0202719	0.191836	0.0911622	0.121423	0.354009	0.0388054	0.00667476	0.117627	0.00590857	0.0471507	0.131135	0.0354405	0.060696	0.02634	0.0804529	0.0834197	0.210867	0.418814	0.0466179	0.199833	0.143684	0.311879	0.671208	1.07356	1.94335	4	11.10961
129000	-6378.715	-6388.536	9.821349	2	1.844643	0.00402355	0.199016	0.00561287	0.0433007	0.0468171	0.0112072	0.0172166	0.0552363	0.00518484	0.000369764	0.0134268	0.0250893	0.00643145	0.0201337	0.00794525	0.0635505	0.0613249	0.014225	0.209319	0.00636141	0.022891	0.0685105	0.103131	0.015753	0.204657	0.025592	0.0161856	0.00292648	0.0149594	0.03541	0.0149032	0.011835	0.0066246	0.00485468	0.0105721	0.0112725	0.00118255	0.0411007	0.0119281	0.0810221	0.0840457	0.0166775	0.000907442	0.0966374	0.0884405	0.26902	0.00606146	0.0241774	0.0129548	0.0889102	0.0853459	0.0713683	0.0207314	0.0712498	0.0122496	0.0170674	0.0442655	0.0134169	0.0496488	0.00258191	0.00108835	0.0991735	0.277506	0.0473038	0.0338493	0.0181761	0.018094	0.024244	0.0358752	0.0300753	0.00699961	0.019183	0.155779	0.0418637	0.136313	0.1407	0.0356639	0.00303425	0.102194	0.000762066	0.00449121	0.139264	0.0292631	0.00645609	0.00476138	0.101725	0.0262502	0.0404208	0.119861	0.165357	0.457695	0.00662265	0.095459	0.104153	0.208141	0.105937	0.0563863	0.435691	0.0715919	0.00163903	0.00818547	0.23193	0.0232287	0.0269843	0.100132	0.0380683	0.0897666	0.0407149	0.0602825	0.0104803	0.044421	0.0277933	0.0308583	0.0553259	0.0517531	0.00790263	0.0342556	0.284891	0.189181	0.15153	0.0823151	0.702196	0.139549	0.114941	0.0573451	0.136928	0.00902273	0.309436	0.0134207	0.591602	0.0194349	0.0228493	0.0856616	0.00778357	0.00456164	0.023419	0.00652825	0.0873283	0.0656051	0.0485128	0.408498	0.0311586	0.0116132	0.0317641	0.191181	0.211573	0.151266	0.0126902	0.0619915	0.00594625	0.0508428	0.20763	0.0432097	0.304913	0.0962729	0.211509	0.278974	0.273997	0.637407	1.06557	2.02303	4	12.35306
