Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
832000	-1817.126	-1887.263	70.13796	10	0.855449	0.414456	0.0441769	0.0378578	0.0601634	0.0178474	0.0236199	0.0371575	0.03395	0.0420124	0.10842	0.0986607	0.0280028	0.0496814	0.0363488	0.0790106	0.0331411	0.022938	0.0110133	0.0100526	0.00953158	0.0297875	0.0137581	0.138435	0.0860012	0.0121686	0.0418447	0.0217669	0.0130764	0.12617	0.290808	0.0508359	0.0723849	0.145827	0.0313884	0.128744	0.229004	0.103524	0.013389	0.113197	0.281394	0.0834581	0.269736	0.00799438	0.367344	0.0408864	0.0627062	0.07937	0.0105299	0.274221	0.0823234	0.0662548	0.00273687	0.0267137	0.162989	0.516971	0.0244285	0.0224358	0.654889	0.0277013	0.0267544	0.0972253	0.16449	0.0461595	0.107291	0.428536	0.971209	2.49296	5	6.259864
833000	-1835.519	-1896.513	60.99442	10	1.029735	0.331462	0.128892	0.0133373	0.142371	0.0154097	0.0395651	0.0689513	0.0400439	0.0689035	0.157241	0.0320031	0.0584723	0.00691391	0.00425672	0.0181277	0.0527163	0.00167684	0.000658172	0.0164278	0.01848	0.0546649	0.0863943	0.423807	0.17238	0.0500465	0.00273368	0.0148913	0.208731	0.0711418	0.245909	0.0540744	0.0579018	0.137225	0.0255717	0.091675	0.164955	0.0199841	0.0217059	0.0681814	0.115032	0.0696329	0.261941	0.0153748	0.051667	0.00511261	0.0946054	0.421182	0.579589	0.518279	0.170291	0.0382111	0.246709	0.0152889	0.13192	0.0210508	0.0418027	0.022176	0.282355	0.0286625	0.0267452	0.0854349	0.0392585	0.102189	0.142848	0.48551	1.00476	2.36688	5	6.572396
834000	-1808.818	-1881.02	72.20168	10	1.192101	0.224671	0.0899152	0.0938074	0.123746	0.0106661	0.0506972	0.0442477	0.0509834	0.0927998	0.248889	0.0802142	0.0311935	0.00528473	0.0783536	0.0232858	0.00921092	0.0482012	0.0206975	0.0440194	0.0518313	0.0186419	0.0761751	0.226803	0.16242	0.019018	0.000542718	0.0967049	0.0180508	0.139558	0.0552693	0.0431965	0.0313329	0.157946	0.0358409	0.0524904	0.186521	0.0481134	0.153901	0.138388	0.0505636	0.0274483	0.381459	0.0355043	0.122842	0.079253	0.101528	0.415096	0.0674031	0.134323	0.0605541	0.0670521	0.131779	0.0570122	0.119347	0.0521592	0.028524	0.0285694	0.575094	0.22886	0.170937	0.0671158	0.478867	0.0788438	0.173619	0.52775	1.02574	2.27289	5	6.643764
835000	-1838.617	-1890.122	51.50562	10	1.303327	0.0351283	0.221076	0.0586235	0.176916	0.00910224	0.0677446	0.0383034	0.0787696	0.0591683	0.194544	0.0889399	0.0114012	0.0569298	0.0383401	0.0503971	0.0524773	0.0601272	0.00842904	0.0329441	0.0423253	0.0941996	0.0172864	0.019693	0.130429	0.0294131	0.0010919	0.0243759	0.00822092	0.0636617	0.268434	0.030856	0.0753193	0.0694532	0.0199871	0.0737146	0.18201	0.0332687	0.00213616	0.0365392	0.0649691	0.0507772	0.523871	0.290494	0.139722	0.0486642	0.048942	0.38205	0.192184	0.152182	0.00583046	0.154702	0.0930724	0.106508	0.08701	0.0566124	0.0851781	0.00387994	1.02764	0.104482	0.278763	0.160449	0.673214	0.00362442	0.193281	0.552172	1.03643	2.21812	5	7.296601
836000	-1831.761	-1902.24	70.47906	10	1.737383	0.319974	0.0752138	0.0354424	0.0677435	0.00878576	0.0679135	0.0249707	0.0471057	0.12982	0.00196877	0.0522152	0.0062195	0.086431	0.1097	0.0146728	0.0197194	0.0605322	0.0959557	0.027794	0.0099973	0.0453587	0.012586	0.121678	0.148012	0.0665989	0.000239252	0.0618851	0.111042	0.0434848	0.166396	0.0131581	0.0607409	0.200192	0.0484154	0.0955623	0.16662	0.351687	0.130931	0.0376712	0.153788	0.0655551	0.208612	0.00651054	0.00393839	0.0611599	0.0938857	0.295579	0.0439553	0.331827	0.031632	0.0599548	0.00156017	0.0358796	0.190873	0.0797294	0.0340599	0.0300098	0.903135	0.11406	0.374751	0.0059037	0.0433965	0.102417	0.259776	0.623827	1.06178	2.05462	5	6.416606
837000	-1827.158	-1890.628	63.46913	10	0.8687341	0.249822	0.116994	0.0647641	0.0614965	0.041183	0.0305315	0.0788602	0.0126536	0.0844641	0.242481	0.0923945	0.022527	0.0552146	0.146879	0.058422	0.0225069	0.00228628	0.00567584	0.010024	0.00692962	0.148062	0.0144952	0.0582868	0.153487	0.0214823	0.0223659	0.0110431	0.0776568	0.114836	0.164135	0.0405612	0.00564589	0.136056	0.0156671	0.108652	0.155456	0.252943	0.0583116	0.0311343	0.0177486	0.318547	0.24217	0.00360657	0.0350104	0.0023936	0.125634	0.346627	0.265162	0.407049	0.0254893	0.0926661	0.0889927	0.130672	0.0224726	0.0948316	0.179997	0.0512522	0.448175	0.243561	0.025468	0.0587766	0.0183338	0.0851383	0.110079	0.433402	0.974321	2.4822	5	6.326163
838000	-1828.7	-1895.123	66.42224	10	1.019667	0.242422	0.216913	0.00576084	0.0875902	0.0136843	0.0537727	0.0844922	0.00558166	0.105093	0.0629492	0.165746	0.000113988	0.0821695	0.0934764	0.000360797	0.0204467	0.047619	0.0640724	0.105334	0.0304642	0.0339394	0.0366863	0.126386	0.175202	0.11669	0.0285139	0.0325675	0.0557426	0.13755	0.0862354	0.0699937	0.0193591	0.170247	0.50964	0.134474	0.151943	0.161099	0.13208	0.0387245	0.0688563	0.0632361	0.532707	0.0249274	0.0389828	0.0403635	0.0797914	0.33107	0.0623738	0.340335	0.0803698	0.0435259	0.073609	0.013935	0.122472	0.100871	0.0213911	0.0498609	0.487271	0.0230701	0.0737959	0.08967	0.175557	0.148522	0.140861	0.482585	1.00318	2.37337	5	6.791697
839000	-1853.904	-1909.258	55.35387	10	2.122735	0.244033	0.121435	0.00971088	0.211502	0.0110476	0.0958647	0.115517	0.145244	0.0246141	0.153095	0.0798006	0.0154407	0.0384713	0.247797	0.0382477	0.0117942	0.0144732	0.0556815	0.024194	0.0341591	0.0183111	0.114709	0.452916	0.198302	0.0632222	0.0392071	0.0182555	0.0364034	0.182774	0.197879	0.0649034	0.217009	0.172592	0.17231	0.371126	0.215779	0.0894562	0.0951273	0.200532	0.258599	0.0601929	0.241778	0.0336101	0.12748	0.0638267	0.0868401	0.266339	0.103362	0.00904988	0.0533375	0.133545	0.00169821	0.0403855	0.113568	0.0851094	0.246206	0.0881162	0.438955	0.00947253	0.00394439	0.0439716	0.0432061	0.035105	0.307498	0.667461	1.07278	1.95226	5	7.200632
840000	-1813.438	-1886.97	73.53122	10	1.199142	0.178469	0.0855511	0.00991615	0.131013	0.0232779	0.0719007	0.0523118	0.0444307	0.0288145	0.0693532	0.0892994	0.0152761	0.046647	0.0718339	0.0587368	0.0116914	0.0183079	0.0155107	0.0655186	0.0386828	0.0618297	0.0555125	0.0304666	0.111497	0.0168301	0.014397	0.0217305	0.0113478	0.151884	0.173697	0.0192747	0.0362398	0.145475	0.00374347	0.0341339	0.145011	0.288905	0.0466689	0.0496488	0.109917	0.062337	0.521593	0.0562552	0.0406642	0.0696006	0.0697706	0.023752	0.0368033	0.0642123	0.101656	0.179592	0.00053025	0.00156654	0.0147377	0.0708377	0.213537	0.404429	0.397737	0.0757533	0.200591	0.0535618	0.143982	0.0243766	0.174897	0.529393	1.0265	2.26921	5	5.48263
841000	-1820.078	-1892.927	72.8491	10	1.284682	0.304629	0.0283299	0.0693784	0.0708215	0.0286673	0.0914855	0.00242667	0.0516064	0.132497	0.15277	0.161843	0.0295687	0.0548699	0.0799424	0.0355499	0.00656628	0.0362148	0.0568344	0.0126171	0.0033874	0.0554212	0.00594661	0.134503	0.151355	0.0253201	0.0134563	0.0190774	0.0190508	0.269151	0.0895971	0.0698016	0.055181	0.170749	0.112082	0.113771	0.138186	0.282173	0.213974	0.102002	0.0325646	0.0164837	0.0750323	0.210465	0.547824	0.03668	0.0228395	0.0731833	0.0322192	0.02425	0.0531429	0.000315765	0.0288919	0.0267398	0.0432897	0.0963565	0.241274	0.0114944	0.641574	0.0290636	0.0289652	0.170434	0.0561949	0.113502	0.190065	0.548297	1.03481	2.22683	5	6.063582
842000	-1825.014	-1887.413	62.39964	10	1.416058	0.215139	0.0809332	0.0554232	0.111119	0.0184915	0.0267848	0.062003	0.00211251	0.043639	0.0855091	0.10627	0.0447618	0.156155	0.0353082	0.0233057	0.0623328	0.0234827	0.00327638	0.0236316	0.00807618	0.0542977	0.00571419	0.17471	0.177635	0.0281818	0.0183376	0.0400589	0.044175	0.0752786	0.1496	0.0704131	0.0692141	0.165384	0.233906	0.083761	0.145061	0.377385	0.375206	0.0338745	0.0613565	0.0347799	0.00946986	0.00912995	0.367388	0.0338639	0.0364584	0.0336824	0.152848	0.0514504	0.0536426	0.0672273	0.0245867	0.0663364	0.0590042	0.0659312	0.251787	0.00588475	0.757341	0.00911786	0.204997	0.125938	0.091373	0.0712126	0.212059	0.573961	1.04509	2.16889	5	6.154755
843000	-1831.328	-1894.49	63.16233	10	3.220074	0.198001	0.165677	0.00624482	0.24074	0.0288702	0.066816	0.0737855	0.0446882	0.0227485	0.043365	0.1372	0.0362111	0.052665	0.187595	0.0112149	0.0134139	0.0127966	0.0345977	0.0119814	0.0503144	0.0857858	0.0259964	0.0519423	0.158376	0.0237711	0.00162383	0.0161187	0.0222749	0.111566	0.0987495	0.0608679	0.0690986	0.130628	0.0462682	0.0549023	0.115848	0.229748	0.138289	0.0653327	0.0322755	0.026736	0.563808	0.121848	0.0139903	0.00121648	0.0839336	0.138171	0.0672799	0.0234545	0.208111	0.141607	0.105194	0.077166	0.108811	0.13356	0.153447	0.00351023	0.530294	0.192932	0.0984571	0.29856	0.0483752	0.215143	0.405602	0.743028	1.08341	1.76796	5	6.333993
844000	-1815.442	-1883.773	68.3318	10	1.286695	0.4584	0.0909097	0.0672797	0.100043	0.0119065	0.0926259	0.0674013	0.00754847	0.0324148	0.0059775	0.0412739	0.0365544	0.0281323	0.0495297	0.0134954	0.0382656	0.040857	0.00668351	0.0415772	0.0293541	0.0363249	0.0339435	0.0948452	0.108143	0.0117243	0.00533377	0.0248999	0.0458659	0.187838	0.119763	0.0359249	0.0364988	0.178704	0.0312399	0.0975865	0.0904297	0.0290361	0.0156104	0.169728	0.0250526	0.0235583	0.489128	0.142156	0.0220673	0.0441824	0.0495434	0.119224	0.143322	0.0158649	0.0538153	0.0244822	0.189142	0.0295174	0.0771459	0.0607934	0.291538	0.104047	0.703009	0.162089	0.263492	0.061478	0.199418	0.169893	0.190413	0.548719	1.03498	2.22588	5	6.077628
845000	-1820.898	-1891.755	70.85738	10	0.6878455	0.194089	0.0521582	0.012274	0.105469	0.00456325	0.0690554	0.103708	0.0488966	0.041279	0.186539	0.0461033	0.0984493	0.0449049	0.015312	0.0416632	0.02112	0.0890834	0.0497741	0.0308843	0.017357	0.0694884	0.0150516	0.199224	0.122242	0.026209	0.0111062	0.0230483	0.014722	0.00688141	0.227407	0.0471862	0.009528	0.117646	0.128923	0.020342	0.182984	0.0241568	0.0961496	0.00751562	0.298354	0.130951	0.0428333	0.0576242	0.0374564	0.0322671	0.0915018	0.151078	0.27579	0.281766	0.00386879	0.0488344	0.0699681	0.0295934	0.116979	0.0984623	0.398726	0.025083	0.562509	0.019346	0.134958	0.409219	0.179748	0.0308497	0.0715942	0.357738	0.92028	2.65039	5	6.150261
846000	-1807.053	-1883.376	76.32377	10	0.6874204	0.206364	0.162699	0.0143906	0.0588347	0.0478405	0.0369095	0.0435397	0.0171781	0.0243473	0.127112	0.0761024	0.00466681	0.0603928	0.0392568	0.0018341	0.0239668	0.00254371	0.0298491	0.0560522	0.00529305	0.0340268	0.0142606	0.242449	0.110892	0.013264	0.00217559	0.0162455	0.0552801	0.253629	0.159911	0.0405985	0.063305	0.0803934	0.0212059	0.0927247	0.142498	0.000659324	0.0756453	0.0478086	0.0558041	0.0159012	0.136487	0.0810067	0.212936	0.0917017	0.0547189	0.0103837	0.0181391	0.0342606	0.0664354	0.0222789	0.0134992	0.216025	0.0713275	0.0201782	0.317588	0.0433375	0.460027	0.0529189	0.115707	0.566292	0.305161	0.0769331	0.0715035	0.357534	0.920116	2.65085	5	5.565194
847000	-1830.327	-1888.445	58.11761	10	1.553794	0.252722	0.0436376	0.00025315	0.168398	0.0288859	0.0240462	0.0737371	0.0233255	0.0980177	0.191477	0.0652335	0.0737583	0.0405624	0.0251907	0.0158195	0.0421301	0.02572	0.0291404	0.0120178	0.021101	0.0426851	0.0207553	0.183787	0.182736	0.0134569	0.0111931	0.0394864	0.0291251	0.155211	0.232079	0.0981438	0.0582662	0.0823412	0.18166	0.0520147	0.0638759	0.0666908	0.243689	0.0281027	0.12969	0.0580147	0.0467184	0.101205	0.0307613	0.239624	0.110145	0.0973007	0.00595038	0.129132	0.100236	0.886826	0.0492485	0.271729	0.105794	0.10246	0.352424	0.116229	0.653748	0.0244811	0.0251381	0.0431377	0.360981	0.00547926	0.233514	0.597272	1.05343	2.11578	5	7.086926
848000	-1843.603	-1898.489	54.88614	10	1.161821	0.184735	0.241826	0.0137053	0.131603	0.0146961	0.0297936	0.0391572	0.0402744	0.0615437	0.346428	0.17365	0.00598187	0.0361192	0.0890849	0.116625	0.0122204	0.0295798	0.00945136	0.098684	0.0162749	0.0466602	0.0266829	0.390246	0.180959	0.0179173	0.0254546	0.0559346	0.0472218	0.0631905	0.0448471	0.0870984	0.00792707	0.257926	0.0795121	0.0292602	0.108338	0.173227	0.10205	0.0555508	0.144076	0.0585403	0.0595454	0.0745876	0.00366954	0.0657141	0.13955	0.156148	0.0315463	0.279304	0.0461785	0.0417552	0.042566	0.10584	0.266397	0.071794	0.709809	0.0373416	0.454654	0.441173	0.0297002	0.0120753	0.3542	0.0334481	0.168066	0.520518	1.02238	2.28904	5	7.151049
849000	-1823.151	-1889.259	66.10839	10	1.147605	0.24814	0.0553781	0.032133	0.103023	0.0255656	0.0175888	0.0423969	0.0365934	0.0885147	0.14596	0.0748999	0.0390239	0.0572545	0.0716822	0.0791917	0.0483488	0.0505032	0.0520728	0.0205776	0.00292059	0.0518671	0.0307989	0.146188	0.197251	0.00593199	0.00515344	0.0851513	0.096728	0.0981801	0.0936093	0.0120109	0.0402246	0.217873	0.164453	0.0516167	0.168006	0.0480849	0.00372597	0.210081	0.238318	0.0822226	0.0447398	0.132873	0.132737	0.0159303	0.108298	0.127188	0.0707023	0.0676911	0.0496276	0.0167222	0.0576498	0.275489	0.188933	0.735494	0.0455514	0.000935808	0.354649	0.0118636	0.0520631	0.0569264	0.27921	0.0581592	0.16543	0.517028	1.02072	2.29682	5	6.222677
850000	-1828.475	-1893.844	65.36944	10	1.195635	0.190688	0.0766657	0.0751075	0.0247207	0.0290699	0.0289754	0.0553882	0.0624	0.0495569	0.323304	0.111961	0.0675399	0.0740438	0.0377733	0.0634411	0.000724394	0.0351375	0.00199297	0.000603116	0.0244357	0.0487835	0.0500744	0.232463	0.237044	0.0086236	0.00814103	0.0341366	0.0218035	0.141405	0.234028	0.0538857	0.00411512	0.120491	0.0349867	0.0341886	0.191234	0.161194	0.0780829	0.120829	0.0101248	0.290735	0.392585	0.169637	0.146281	0.0539453	0.0921466	0.209584	0.0106669	0.0981255	0.0312772	0.135832	0.00227803	0.0328643	0.17224	0.0238437	0.0658798	0.173778	0.397744	0.169465	0.0465331	0.0357813	0.28177	0.00381514	0.174261	0.528576	1.02612	2.27104	5	6.195973
851000	-1813.447	-1884.171	70.72381	10	1.351122	0.216617	0.108324	0.0211264	0.043373	0.018215	0.0356542	0.0693287	0.038154	0.143766	0.165345	0.0706514	0.00573623	0.00959087	0.0813592	0.00145884	0.0198278	0.0502764	0.021334	0.0423305	0.00141685	0.0561933	0.0240474	0.206334	0.335485	0.0647728	0.00732888	0.0374331	0.0577563	0.178753	0.153972	0.0311194	0.0556868	0.152328	0.0295002	0.00777965	0.176657	0.167059	0.242786	0.22205	0.144622	0.156178	0.298771	0.08464	0.148708	0.0305254	0.117558	0.00109727	0.139248	0.00133728	0.0428521	0.00815447	0.0285198	0.11504	0.366454	0.0136469	0.063978	0.0980807	0.462484	0.0408675	0.0409021	0.0257099	0.246295	0.0418144	0.201381	0.561742	1.04034	2.19654	5	6.088411
852000	-1840.133	-1891.14	51.00761	10	1.457334	0.123986	0.298535	0.00376281	0.0768856	0.00628078	0.0214685	0.0497154	0.0106758	0.00707775	0.201356	0.0766583	0.0215185	0.0056976	0.227224	0.0761286	0.109632	0.0184805	0.00502165	0.0564359	0.0126913	0.137564	0.0322849	0.1305	0.176842	0.00123425	0.00731892	0.0260664	0.113004	0.154398	0.145372	0.029299	0.0583498	0.138291	0.0541483	0.13797	0.187625	0.10354	0.128639	0.0425723	0.220102	0.125684	0.133999	0.297283	0.14383	0.00372921	0.122942	0.0930447	0.0017394	0.00961659	0.130884	0.0253838	0.0599103	0.0924474	0.313385	0.0664962	0.0199931	0.0586159	0.580512	0.0778987	0.0177541	0.00753437	0.472992	0.0109823	0.218656	0.581297	1.04781	2.15223	5	6.30101
853000	-1828.636	-1890.222	61.58604	10	2.186202	0.155533	0.0666156	0.000509325	0.0890616	0.0196845	0.0828642	0.086909	0.0630095	0.116293	0.190229	0.05315	0.088251	0.0444131	0.114252	0.0662956	0.0209471	0.0135195	0.0135087	0.0673664	0.0323662	0.0192126	0.0499607	0.065265	0.203697	0.0487845	0.0241661	0.0299959	0.00173079	0.187533	0.200308	0.0563035	0.0257997	0.164199	0.0681558	0.080745	0.114737	0.0667055	0.143964	0.18661	0.0286818	0.60967	0.382835	0.119845	0.142047	0.109193	0.0680767	0.0560329	0.0711939	0.0680787	0.4571	0.0457038	0.114713	0.0878299	0.0610294	0.144767	0.0725214	0.0131679	0.645413	0.0700345	0.0287281	0.0666613	0.341911	0.0516314	0.314533	0.673458	1.07402	1.93799	5	6.979517
854000	-1818.152	-1886.849	68.69745	10	1.253968	0.323155	0.132834	0.0137368	0.0693229	0.0651247	0.0208376	0.0745916	0.0485173	0.107538	0.255023	0.0668437	0.0231031	0.0177247	0.142539	0.00493967	0.0335019	0.0417416	0.0183435	0.0835614	0.0116273	0.0333857	0.0106375	0.108014	0.167517	0.00713589	0.00241679	0.0305714	0.0171571	0.170423	0.139778	0.00640639	0.050629	0.191217	0.0184296	0.0669587	0.226124	0.109418	0.0996168	0.124089	0.100922	0.453828	0.273775	0.0334872	0.175706	0.0420143	0.0711368	0.136808	0.277178	0.0191355	0.113334	0.0678146	0.046698	0.0863084	0.101275	0.0778093	0.0335706	0.187104	0.608302	0.0182482	0.230417	0.0322505	0.449568	0.00728996	0.184697	0.541727	1.03199	2.24159	5	6.778514
855000	-1825.614	-1892.94	67.32522	10	1.779781	0.170952	0.189363	0.0240026	0.0886424	0.0167999	0.0510377	0.0543149	0.0829614	0.0383741	0.158639	0.165719	0.0511038	0.0743968	0.131299	0.0259095	0.0477726	0.0323505	0.0150536	0.0485136	0.0148618	0.0326023	0.0246403	0.0672497	0.210909	0.0242763	0.0186885	0.122603	0.0116531	0.172112	0.213805	0.00719042	0.00303434	0.186214	0.0775262	0.00533453	0.174203	0.0343084	0.0559586	0.0516844	0.030242	0.402845	0.332782	0.0517757	0.0553046	0.308223	0.0392633	0.0152117	0.00151274	0.0201712	0.161528	0.00398609	0.450759	0.086735	0.224729	0.0396577	0.0877402	0.0145185	0.180919	0.507015	0.0566814	0.021656	0.236894	0.0748408	0.265491	0.629348	1.06336	2.0418	5	6.381054
856000	-1834.474	-1888.069	53.59491	10	1.835397	0.303031	0.125263	0.122898	0.142931	0.0063098	0.0529276	0.0268043	0.00660724	0.0379025	0.190819	0.0686319	0.0174024	0.0451952	0.0873449	0.00567117	0.0217533	0.0401865	0.0802725	0.0277605	0.00134946	0.0205105	0.0535942	0.0969793	0.153607	0.0423917	0.0323419	0.0328036	0.158259	0.260252	0.251022	0.120409	0.0741348	0.153472	0.0767597	0.026352	0.176556	0.140086	0.692896	0.0164759	0.00681398	0.707166	0.0969573	0.0374919	0.194668	0.0165471	0.00132924	0.26618	0.0127738	0.0120953	0.176969	0.0225233	0.0649571	0.0725443	0.23994	0.0217703	0.0160444	0.219334	0.0727663	0.0358823	0.109357	0.034839	0.308914	0.184049	0.272802	0.636285	1.06527	2.02565	5	6.921879
857000	-1829.29	-1885.533	56.24298	10	1.336932	0.273447	0.145463	0.0161832	0.15825	0.0165368	0.0972181	0.0622013	0.000772446	0.0415371	0.218574	0.0662079	0.00669231	0.0116093	0.16573	0.0338738	0.00997738	0.0282269	0.0172027	0.00018816	0.0692803	0.0590898	0.0369652	0.0851576	0.150167	0.0339456	0.0135967	0.00730766	0.0702117	0.145061	0.215482	0.00691949	0.0206739	0.208766	0.173276	0.315568	0.206432	0.136248	0.0473483	0.233995	0.0298196	0.482311	0.0558021	0.171307	0.30495	0.118679	0.0826111	0.0455959	0.0391754	0.127242	0.101148	0.437731	0.0286257	0.157723	0.0494721	0.473223	0.060008	0.0420926	0.0159646	0.125022	0.00892182	0.0928658	0.529313	0.0609	0.198998	0.558954	1.03921	2.20283	5	7.245888
858000	-1819.789	-1886.373	66.5842	10	1.087603	0.390066	0.0346515	0.0253057	0.0478508	0.0234177	0.0678122	0.106702	0.000575124	0.0240649	0.0992644	0.0044059	0.0349524	0.00595733	0.0304962	0.0206873	0.0170394	0.0624138	0.00474279	0.0478041	0.0123167	0.121319	0.0108868	0.00381534	0.0928892	0.00685928	0.0231571	0.0013217	0.0502195	0.167482	0.15444	0.0197197	0.0343992	0.188185	0.00391568	0.051021	0.170622	0.0825835	0.243791	0.163121	0.174048	0.895238	0.150782	0.159079	0.455686	0.382375	0.0893635	0.0288114	0.0150701	0.0799371	0.033488	0.0890927	0.0788707	0.0833643	0.263844	0.0778481	0.025921	0.0273868	0.0824395	0.101658	0.0280243	0.593651	0.162063	0.0803845	0.154094	0.501587	1.01312	2.3312	5	6.808702
859000	-1817.834	-1893.395	75.56113	10	0.706962	0.171188	0.0361748	0.0149991	0.0628182	0.0220792	0.0375276	0.0502449	0.012872	0.0210978	0.182797	0.100536	0.0551804	0.0778471	0.109622	0.0118245	0.0315235	0.0155177	0.00285317	0.0179036	0.0180308	0.130043	0.0236875	0.173565	0.18899	0.0171824	0.0022351	0.0418649	0.0203108	0.0603618	0.119202	0.0496158	0.0746332	0.0396805	0.163367	0.247742	0.247201	0.00372561	0.0273122	0.0258157	0.0101861	0.26376	0.03921	0.113798	0.185015	0.00528014	0.103129	0.309709	0.405742	0.237842	0.0481776	0.0935385	0.0711395	0.0225489	0.0251619	0.0730086	0.278342	0.0595442	0.0227423	0.0947101	0.0870933	0.0528897	0.106353	0.0687391	0.075676	0.366797	0.927421	2.63011	5	5.48683
860000	-1823.998	-1894.576	70.57889	10	1.570709	0.0289149	0.181541	0.0676149	0.0363461	0.0113673	0.0478555	0.076552	0.0251288	0.0273493	0.200166	0.11194	0.010667	0.0409833	0.117672	0.0303594	0.0119935	0.0878517	0.0289562	0.0188327	0.0477581	0.00285622	0.00167184	0.248114	0.177461	0.0487569	0.0222361	0.0290279	0.0101871	0.1798	0.213736	0.00538074	0.21741	0.172289	0.021014	0.102082	0.336503	0.0163032	0.0113506	0.139886	0.110573	0.595689	0.247989	0.386365	0.0905511	0.00748434	0.0359637	0.113585	0.10953	0.0355578	0.0972134	0.0669334	0.0317221	0.470421	0.111411	0.0944058	0.339773	0.0037489	0.0946834	0.0516025	0.0327448	0.11187	0.0119836	0.070242	0.236042	0.599918	1.05432	2.10972	5	6.487959
861000	-1818.143	-1885.15	67.00759	10	0.8974977	0.291423	0.0385818	0.0181186	0.0571782	0.0108926	0.0246566	0.0273007	0.00307043	0.00812331	0.292206	0.0803529	0.019103	0.0748234	0.106315	0.0161217	0.00561214	0.0105721	0.012037	0.0178298	0.00629233	0.0628516	0.0213464	0.106884	0.172817	0.0100055	0.000162576	0.0240523	0.064846	0.127069	0.244059	0.00455591	0.0507483	0.192121	0.0337301	0.0937779	0.127468	0.0654706	0.0577306	0.0389106	0.165766	0.592375	0.215904	0.0269371	0.115801	0.20424	0.087216	0.148458	0.0289362	0.193843	0.082288	0.23818	0.295883	0.497088	0.125282	0.0133597	0.239809	0.0947327	0.191714	0.0103857	0.220925	0.0115191	0.0363136	0.055708	0.116076	0.443616	0.980698	2.45961	5	6.511878
862000	-1817.477	-1886.072	68.59547	10	1.401429	0.285641	0.0475012	0.0735477	0.13002	0.0315344	0.0356231	0.0716915	0.00179948	0.0117012	0.331371	0.0712289	0.0152325	0.048863	0.120732	0.0164786	0.0280591	0.0243413	0.0747522	0.0402613	0.0550054	0.0515838	0.0310986	0.0667701	0.155794	0.0402865	0.00730553	0.0329083	0.015294	0.2726	0.191358	0.0464517	0.0433958	0.166008	0.0017443	0.0708064	0.203988	0.0137876	0.0886444	0.0456603	0.0318806	0.797306	0.28359	0.000449162	0.158282	0.13975	0.030464	0.0380783	0.0157027	0.24108	0.078181	0.0182541	0.0387237	0.0892648	0.0328276	0.138652	0.31616	0.274632	0.000188285	0.00215486	0.0866526	0.518325	0.0675429	0.00889824	0.209686	0.571282	1.04407	2.17496	5	6.467911
863000	-1805.496	-1885.658	80.16239	10	0.5753694	0.262616	0.105665	0.00858161	0.0895902	0.0171068	0.0653794	0.0559842	0.00964551	0.00679029	0.193314	0.0603605	0.000526737	0.0515771	0.12978	0.0158131	0.00732248	0.0217033	0.0168459	0.0092489	0.0177865	0.0227401	0.01368	0.292986	0.148151	0.00782314	0.0207349	0.0680014	0.0351238	0.178663	0.13709	0.0182763	0.0442679	0.141962	0.1018	0.0261018	0.177819	0.131242	0.172791	0.0233019	0.166093	0.420515	0.17769	0.0410696	0.00596899	0.0139274	0.112119	0.0563812	0.155352	0.133656	0.0408198	0.0456391	0.0618405	0.286074	0.0539454	0.0136209	0.39492	0.00921957	0.00538448	0.157676	0.0387548	0.0242452	0.0442418	0.0245373	0.048071	0.298301	0.868213	2.78542	5	5.391883
864000	-1817.378	-1895.462	78.08405	10	0.6229658	0.0958244	0.197741	0.0493452	0.116373	0.0344448	0.107196	0.0420665	0.0228009	0.0723464	0.142495	0.131023	0.00421733	0.0538874	0.130742	0.0456314	0.0275121	0.0140742	0.0583783	0.0461473	0.024976	0.0728078	0.00522377	0.075544	0.157931	0.00134786	0.00297146	0.0492238	0.113356	0.177404	0.0892603	0.00476991	0.00157324	0.148141	0.0622416	0.00638747	0.203691	0.14075	0.101255	0.0547724	0.0681933	0.389465	0.10242	0.0187425	0.054907	0.0574364	0.0591371	0.0266834	0.0787851	0.0392994	0.0605293	0.06181	0.0325373	0.330195	0.0172777	0.0268947	0.18817	0.174013	0.226519	0.260187	0.140343	0.137446	0.148269	0.00600134	0.0578766	0.324799	0.892598	2.72473	5	5.591136
