Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1359000	-1828.047	-1890.127	62.08061	10	1.675668	0.149365	0.0979227	0.0755025	0.0994575	0.0281429	0.0102533	0.112292	0.0115954	0.0404908	0.13998	0.124486	0.0410637	0.101854	0.0382377	0.0793768	0.00255049	0.0118367	0.0290473	0.0131079	0.00202548	0.0573363	0.0231658	0.0531506	0.149451	0.0395732	0.0102984	0.0458368	0.052119	0.106886	0.0813031	0.052822	0.0795746	0.119679	0.0334505	0.0412856	0.142525	0.0350892	0.611799	0.0650161	0.0249044	0.0349156	0.0367176	0.168511	0.00096915	0.0022916	1.19539	0.126336	0.0556721	0.101399	0.0170524	0.141513	0.0137894	0.033384	0.120101	0.12535	0.0383501	0.190752	0.20317	0.185551	0.020895	0.249593	0.147125	0.166373	0.251229	0.615405	1.05926	2.0741	5	6.409055
1360000	-1823.723	-1886.613	62.89036	10	1.571769	0.25499	0.0957804	0.00711014	0.0364527	0.0167723	0.101533	0.0467773	0.0264096	0.0484923	0.219306	0.0805844	0.0102654	0.0767104	0.109858	0.00741467	0.0372058	0.0460345	0.0255998	0.0491913	0.00666807	0.0175423	0.0238598	0.188427	0.215583	0.0387369	0.0423543	0.00988215	0.132466	0.217322	0.191853	0.0236091	0.0907342	0.217145	0.0880849	0.107673	0.279399	0.0619895	0.288417	0.0104903	0.0829502	0.154992	0.0589317	0.190711	0.0468633	0.0191606	0.476173	0.00613312	0.113048	0.200293	0.0207722	0.062046	0.181074	0.175987	0.113135	0.0197122	0.058056	0.0453607	0.284708	0.141391	0.159707	0.343549	0.0445625	0.111573	0.236199	0.600082	1.05437	2.10935	5	6.659614
1361000	-1840.358	-1902.987	62.62885	10	1.205574	0.255164	0.0417392	0.00926596	0.204949	0.0110289	0.051388	0.0368846	0.00321117	0.0762183	0.0786791	0.0858854	0.00286272	0.0337411	0.136728	0.0481901	0.00281498	0.0045505	0.00459769	0.0165035	0.0364195	0.093294	0.0297007	0.137949	0.145544	0.0556224	0.0164819	0.0457222	0.0650678	0.143708	0.128972	0.013797	0.0108848	0.182147	0.00814126	0.0481282	0.231852	0.0160351	0.249905	0.0540144	0.157448	0.115093	0.0195517	0.483355	0.179056	0.0279503	0.326939	0.0772662	0.125845	0.0389385	0.390759	0.0679472	0.0522216	0.291485	0.000562574	0.0174449	0.0264036	0.207061	0.229257	0.244201	0.0891958	0.31483	0.0232896	0.069039	0.176062	0.530883	1.02717	2.26588	5	6.392927
1362000	-1826.999	-1889.226	62.22709	10	1.279076	0.238745	0.243213	0.03313	0.0913318	0.00516947	0.0536437	0.0612267	0.0467403	0.0705268	0.171052	0.215906	0.00908662	0.0635663	0.185151	0.0175908	0.102282	0.0604307	0.00512525	0.0954766	0.0576498	0.0316334	0.0638116	0.348306	0.199412	0.0361263	0.015122	0.0335576	0.140742	0.13943	0.188953	0.0160096	0.075926	0.193311	0.0127321	0.00133339	0.328563	0.0637876	0.0199319	0.10807	0.071023	0.109677	0.0759769	0.301429	0.053775	0.030767	0.646998	0.0704173	0.0189047	0.06949	0.437745	0.069012	0.0284237	0.0437899	0.0549577	0.0268657	0.0041602	0.0776388	0.429837	0.0884368	0.0616353	0.365372	0.122804	0.343476	0.189091	0.547115	1.0343	2.22949	5	7.446414
1363000	-1826.996	-1887.85	60.85356	10	1.225728	0.268623	0.0292396	0.0182414	0.169625	0.0109425	0.125328	0.0961363	0.0461266	0.0340267	0.182393	0.152814	0.0195804	0.0268882	0.0662879	0.0626973	0.0243114	0.0167002	0.0127965	0.056694	0.0305024	0.100337	0.00295131	0.277568	0.171341	0.0523729	0.0334387	0.0150809	0.0832065	0.0673369	0.1698	0.046434	0.0690828	0.185896	0.0142493	0.191582	0.195754	0.119592	0.0669201	0.0236164	0.133028	0.580396	0.144429	0.0568291	0.106078	0.0065327	0.546382	0.0472883	0.348203	0.0340046	0.100572	0.0816543	0.0669349	0.0340616	0.0202949	0.109066	0.0149756	0.153817	0.342609	0.249075	0.0406166	0.0154436	0.00812776	0.0556894	0.179684	0.535475	1.02924	2.2556	5	6.632622
1364000	-1829.045	-1893.065	64.01973	10	2.36748	0.337987	0.118365	0.0119408	0.0382616	0.0441512	0.0339074	0.123718	0.0742088	0.0200174	0.199076	0.0681069	0.0220037	0.102492	0.122608	0.00290304	0.0318692	0.0188075	0.00369741	0.0124413	0.0127212	0.0848103	0.0886287	0.302452	0.135144	0.012273	0.00720579	0.0312368	0.0174324	0.0687811	0.194586	0.0705345	0.0698684	0.131768	0.129106	0.550099	0.140628	0.0166108	0.202335	0.0378082	0.0942946	0.0904245	0.0596771	0.242792	0.171775	0.556706	0.391614	0.0183817	0.0895366	0.162699	0.0862042	0.0136288	0.175315	0.0406114	0.471033	0.055802	0.0175028	0.118873	0.290261	0.00923683	0.10313	0.331921	0.0397018	0.102516	0.333521	0.689152	1.07695	1.90037	5	7.424228
1365000	-1826.895	-1901.091	74.19606	10	2.118223	0.305097	0.239969	0.00269244	0.0937612	0.0390218	0.0532193	0.0510326	0.0200174	0.0603828	0.136961	0.133699	0.0532261	0.0106805	0.0945871	0.0181068	0.0113867	0.0705778	0.0269016	0.0402246	0.00898735	0.00809036	0.0550012	0.164656	0.148686	0.0314185	0.0120535	0.0799709	0.0728745	0.298245	0.323142	0.00797259	0.0527287	0.160023	0.0168708	0.420518	0.134438	0.165287	0.0240012	0.245997	0.00393466	0.0109952	0.011267	0.192329	0.0340779	0.0229069	0.487776	0.0236291	0.199132	0.0973198	0.0297942	0.0547407	0.0587477	0.0449169	0.189738	0.110504	0.0787277	0.067104	0.124279	0.0796497	0.000279627	0.0708591	0.0561009	0.0673856	0.30699	0.667024	1.07268	1.9533	5	6.008701
1366000	-1815.324	-1890.196	74.87199	10	0.8790488	0.0501942	0.241605	0.0150108	0.125635	0.0183755	0.0320894	0.0236684	0.0109055	0.0555386	0.236879	0.0740043	0.00600392	0.0239231	0.0116693	0.0291967	0.0191668	0.034297	0.0171538	0.0828152	0.00869468	0.0503046	0.0364077	0.238662	0.201927	0.00499256	0.013717	0.100936	0.0221966	0.219567	0.216873	0.0822755	0.059704	0.0505631	0.0225712	0.0322301	0.160985	0.162749	0.061295	0.0652388	0.0225576	0.00588821	0.166822	0.0876122	0.0372451	0.131936	0.505496	0.0120477	0.0130967	0.272045	0.463656	0.190395	0.0752914	0.0570926	0.101598	0.107863	0.00670701	0.0367596	0.290219	0.0287382	0.0586533	0.279484	0.064929	0.0645278	0.112235	0.437115	0.976663	2.47399	5	6.000679
1367000	-1813.144	-1880.942	67.79805	10	1.195993	0.379551	0.089753	0.0370055	0.0964652	0.00785299	0.103226	0.0493021	0.0225695	0.0755325	0.100707	0.135174	0.0238655	0.030523	0.045719	0.0196574	0.00719743	0.0303871	0.0390445	0.0505086	0.0230255	0.0275052	0.0667371	0.0793601	0.258907	0.0495544	0.00249324	0.0339135	0.0324133	0.0432576	0.15844	0.0305876	0.0756663	0.209479	0.193899	0.0418445	0.17178	0.0316097	0.0350799	0.01012	0.04294	0.274767	0.0836399	0.200159	0.0870417	0.0563257	0.420369	0.303871	0.107165	0.00805455	0.111335	0.431299	0.134118	0.245897	0.269679	0.182831	0.0421568	0.0559929	0.298001	0.0870018	0.0109495	0.174832	0.0949197	0.0038307	0.174326	0.52866	1.02616	2.27085	5	6.64689
1368000	-1817.743	-1893.447	75.70491	10	0.7558484	0.105512	0.159661	0.0265668	0.0348551	0.00736134	0.0465516	0.0680144	0.00810158	0.0290306	0.114587	0.0151516	0.0132869	0.0290907	0.230112	0.0231309	0.0133749	0.00375752	0.0192181	0.0156401	0.0125219	0.0493733	0.0219942	0.08692	0.131031	0.0640227	0.0396114	0.0384952	0.0147057	0.0856718	0.0351227	0.00112987	0.0642662	0.182569	0.079044	0.105812	0.147896	0.192285	0.068099	0.0255312	0.0548575	0.18252	0.0946944	0.0587939	0.0915773	0.014977	0.460843	0.406742	0.171221	0.165614	0.023624	0.113308	0.0589876	0.02842	0.242443	0.0349887	0.00405924	0.0705144	0.0570718	0.0712549	0.336203	0.0660428	0.213223	0.00254633	0.0861357	0.388732	0.943928	2.5812	5	5.433634
1369000	-1825.862	-1886.951	61.08846	10	1.717457	0.229045	0.10956	0.00349711	0.149852	0.0261714	0.0207703	0.0619356	0.00909541	0.050036	0.204346	0.0666174	0.0692912	0.184847	0.14602	0.0379555	0.00440609	0.0211782	0.0456651	0.0165165	0.0918076	0.0317272	0.062237	0.0355601	0.251515	0.0104036	0.0409731	0.0915717	0.155024	0.0457289	0.151684	0.0422903	0.0435952	0.181797	0.0372881	0.0632558	0.170045	0.0246218	0.171069	0.0272798	0.0422207	0.142205	0.200816	0.000177738	0.0994004	0.188119	0.656786	0.406924	0.0882586	0.0388122	0.335053	0.311742	0.0328554	0.111246	0.156844	0.213491	0.0201606	0.0863419	0.0096166	0.00189535	0.299648	0.0848302	0.0699749	0.00539575	0.257046	0.621159	1.061	2.0608	5	6.789095
1370000	-1830.836	-1900.132	69.29625	10	1.323625	0.201465	0.154914	0.0159297	0.0935797	0.0326461	0.0288502	0.0218219	0.00663284	0.0507731	0.120685	0.0644704	0.0814575	0.0862941	0.167159	0.0386078	0.0397721	0.0893321	0.0573473	0.0465379	0.0141976	0.0583958	0.0565271	0.0952861	0.128831	0.0204978	0.0263813	0.119397	0.0733818	0.123311	0.302398	0.0465696	0.0819964	0.166332	0.0339233	0.0722044	0.136181	0.181938	0.0345097	0.0598961	0.13191	0.0276496	0.0359582	0.0185164	0.00547377	0.0489631	0.360369	0.278836	0.270552	0.0135976	0.125874	0.0168229	0.0508319	0.0114768	0.307073	0.0161573	0.125866	0.0481486	0.00539195	0.0592846	0.384893	0.0161855	0.58761	0.0753393	0.196746	0.556299	1.03813	2.20882	5	6.25321
1371000	-1822.801	-1886.844	64.04294	10	1.479165	0.223683	0.0893528	0.0152458	0.167487	0.0650363	0.0149036	0.0832848	0.0790234	0.0565041	0.157391	0.185207	0.0449944	0.10054	0.119634	0.00678093	0.0320479	0.0942524	0.0647141	0.0633688	0.00449916	0.0664269	0.0351612	0.102611	0.233634	0.0112211	0.0031489	0.0510654	0.0625801	0.075836	0.131975	0.0948569	0.0599874	0.115178	0.0821822	0.205655	0.184613	0.0573766	0.334939	0.0992325	0.045161	0.119293	0.208006	0.300891	0.0403013	0.0501483	0.455086	0.230368	0.0251393	0.081241	0.073825	0.347299	0.152515	0.163324	0.119993	0.117561	0.00961065	0.110155	0.0271399	0.0677508	0.0718137	0.0375241	0.00546951	0.059636	0.222086	0.585051	1.04917	2.14369	5	6.594884
1372000	-1845.596	-1900.11	54.51391	10	1.098321	0.245383	0.158739	0.0222563	0.0799794	0.0689525	0.0171091	0.0778979	0.00784271	0.00224174	0.254236	0.0737596	0.00154375	0.0514229	0.0291852	0.00319926	0.0658694	0.0341938	0.0116375	0.0127707	0.0421216	0.0391943	0.0221719	0.216989	0.136643	0.00556762	0.0507086	0.0839564	0.00951485	0.0346173	0.432197	0.0347935	0.0161287	0.182374	0.0303252	0.384864	0.265719	0.0127794	0.00881266	0.0824116	0.0629958	0.0352062	0.0565408	0.0823368	0.225918	0.0828888	0.786373	0.503065	0.108611	0.064325	0.021848	0.0663511	0.0826452	0.00219354	0.225777	0.0717548	0.0175486	0.165225	0.0851488	0.0966095	0.158769	0.114832	0.140045	0.0584458	0.156144	0.504433	1.01456	2.32487	5	6.625561
1373000	-1815.756	-1881.725	65.96937	10	0.775441	0.1486	0.324811	0.0118246	0.110658	0.0214803	0.0453539	0.10267	0.00404361	0.0705879	0.105423	0.0931582	0.0166345	0.0386223	0.117233	0.0228487	0.0514739	0.0413704	0.0089977	0.0891953	0.00663541	0.0608775	0.0166483	0.155401	0.139266	0.0144496	0.000508878	0.0564361	0.0203815	0.140761	0.184137	0.0331647	0.0527387	0.182814	0.128407	0.377619	0.251671	0.0699056	0.0473049	0.0371544	0.0236807	0.0543935	0.025259	0.241302	0.106108	0.0909861	0.352478	0.349901	0.0163894	0.0838547	0.0990708	0.295306	0.0751902	0.076288	0.277641	0.0827256	0.119738	0.00133841	0.0322673	0.0245962	0.0363507	0.0235259	0.0893802	0.0447974	0.0903231	0.397055	0.94991	2.56271	5	6.023834
1374000	-1831.11	-1885.599	54.48947	10	1.518431	0.198976	0.19967	0.0492461	0.110308	0.0282294	0.0126493	0.0812616	0.00431638	0.0349207	0.139072	0.131227	0.0175596	0.0448335	0.14	0.0710224	0.0154924	0.0503395	0.0268375	0.0581509	0.00747401	0.147664	0.00314281	0.120257	0.157585	0.0173596	0.00286943	0.039446	0.0292924	0.167351	0.144234	0.0280696	0.0658352	0.220971	0.13056	0.104816	0.0910818	0.073343	0.0618558	0.0211689	0.0303151	0.0725558	0.0772826	0.0481314	0.365103	0.0626774	0.596259	0.397929	0.0355182	0.129373	0.265425	0.345911	0.0925019	0.116044	0.168489	0.0190773	0.0154687	0.0481974	0.344095	0.0631289	0.128574	0.0229294	0.0526788	0.0699425	0.228156	0.591596	1.05149	2.12876	5	6.616095
1375000	-1828.73	-1895.561	66.83173	10	0.9510103	0.243517	0.184574	0.0382381	0.0767557	0.00870406	0.069099	0.0368405	0.0378569	0.0661723	0.174331	0.0971456	0.00708203	0.0679923	0.0567155	0.0803362	0.00493556	0.078759	0.0500021	0.0245669	0.0579385	0.0283023	0.00833553	0.238163	0.109051	0.0519069	0.0105834	0.0768957	0.0371311	0.188399	0.098525	0.0431376	0.0280383	0.0878323	0.0211977	0.117574	0.179297	0.0488394	0.119382	0.0675772	0.109863	0.0170232	0.101722	0.00751459	0.0406373	0.226311	0.350538	0.184438	0.0347678	0.0910622	0.235073	0.00686369	0.0926558	0.0223443	0.23776	0.0934839	0.0265707	0.111522	0.0200393	0.144579	0.293867	0.0251474	0.0684817	0.0459034	0.127078	0.461515	0.991383	2.42002	5	5.609899
1376000	-1839.986	-1899.692	59.70537	10	0.9949355	0.0989018	0.338511	0.0234207	0.132825	0.0080463	0.0533278	0.0194161	0.0337693	0.0714838	0.212315	0.0500677	0.0172967	0.108981	0.0238656	0.0504371	0.0499397	0.0392753	0.0147749	0.0298905	0.0565903	0.0544241	0.0250616	0.0460097	0.184393	0.0102261	0.0173641	0.0357033	0.0175862	0.0036733	0.167041	0.00892216	0.0396546	0.168861	0.179628	0.0386863	0.187521	0.0562364	0.0387416	0.161154	0.477921	0.0705628	0.201101	0.000987306	0.0190818	0.0830556	0.239242	0.367094	0.0161057	0.0936466	0.0979908	0.0290655	0.0542736	0.0434289	0.380059	0.0355604	0.0241758	0.0406023	0.0493586	0.33756	0.384191	0.0543969	0.241316	0.0197736	0.135942	0.475224	0.999156	2.38968	5	6.234573
1377000	-1824.419	-1898.384	73.96499	10	1.509685	0.166421	0.157245	0.0821288	0.161393	0.0270562	0.0526021	0.04661	0.0542359	0.0492324	0.0567046	0.118871	0.00108853	0.120344	0.081166	0.0212669	0.0169664	0.0583702	0.0195663	0.0359713	0.0118603	0.062937	0.0230022	0.00981972	0.172883	0.00306883	0.0113966	0.0714768	0.0119363	0.14232	0.178755	0.014235	0.0643061	0.180333	0.0695524	0.11594	0.120907	0.0303912	0.118721	0.0439726	0.0329967	0.165011	0.108552	0.0428786	0.0909532	0.127569	0.537679	0.3686	0.41688	0.194443	0.0549375	0.0251792	0.0100728	0.0180864	0.197753	0.0858924	0.156279	0.153162	0.0578013	0.00241285	0.0144145	0.122237	0.0133056	0.0168025	0.226815	0.590161	1.05099	2.13204	5	5.798951
1378000	-1818.364	-1885.159	66.79486	10	1.18681	0.23329	0.109318	0.0150537	0.0467479	0.0241159	0.0495171	0.0868008	0.04521	0.0142912	0.243591	0.107647	0.00765738	0.0201578	0.0918449	0.0510632	0.039759	0.0710424	0.0141749	0.0264278	0.0137841	0.0331536	0.0194901	0.140711	0.213781	0.074697	0.0144567	0.0211369	0.20837	0.0952336	0.204475	0.00749525	0.0670759	0.174811	0.160545	0.220956	0.205769	0.0187935	0.0193792	0.062688	0.0743021	0.0634604	0.0487631	0.0682979	0.380885	0.0288879	0.400593	0.302861	0.0224391	0.0295423	0.0067738	0.0570897	0.046304	0.178818	0.126865	0.0185286	0.258872	0.125603	0.0132572	0.298436	0.0347754	0.1162	0.203984	0.12073	0.172655	0.526505	1.02517	2.27567	5	6.300782
1379000	-1819.553	-1891.951	72.39762	10	0.8353985	0.207427	0.0415055	0.0298402	0.197863	0.0165856	0.0383196	0.07478	0.0270032	0.0416255	0.144297	0.13445	0.0727694	0.0931268	0.0601575	0.0551776	0.0123122	0.0259668	0.0129009	0.0345707	0.00939598	0.0441823	0.0360903	0.0631804	0.230898	0.0239391	0.00555348	0.12873	0.0369012	0.151046	0.20371	0.0680041	0.0217475	0.0993669	0.168569	0.038638	0.212919	0.0600184	0.0422367	0.0946282	0.16198	0.171542	0.365163	0.0036207	0.0476519	0.117531	0.350477	0.359623	0.047848	0.139836	0.119507	0.00818993	0.00175607	0.0349008	0.0543504	0.107399	0.221814	0.0356013	0.0268947	0.12983	0.0266708	0.00620092	0.00790682	0.00377835	0.103066	0.421005	0.966301	2.50963	5	5.610503
1380000	-1823.157	-1892.718	69.56052	10	1.481418	0.137776	0.0455717	0.00714331	0.0543921	0.0543127	0.0179406	0.0731854	0.0576021	0.0547408	0.124027	0.0857157	0.00782245	0.0156741	0.0795699	0.0403623	0.0215175	0.0138166	0.0421722	0.0719095	0.0271625	0.0610872	0.0376742	0.157492	0.131201	0.0525718	0.0296912	0.0103447	0.00308052	0.153129	0.155325	0.0500695	0.0232819	0.134143	0.317922	0.00799256	0.203974	0.0312963	0.213035	0.18666	0.042908	0.0542329	0.0486225	3.71199e-05	0.125882	0.14864	0.430278	0.0112456	0.0480964	0.134758	0.0603424	0.0648661	0.0904907	0.0329483	0.0191825	0.0976209	0.459391	0.0207744	0.00913925	0.146472	0.124648	0.100011	0.0017211	0.422701	0.222438	0.585434	1.04931	2.14282	5	5.687391
1381000	-1825.646	-1892.009	66.3626	10	1.049074	0.0893525	0.051065	0.000364565	0.104635	0.035733	0.0335008	0.108694	0.01799	0.04898	0.11203	0.0885822	0.0450561	0.0319325	0.116805	0.101962	0.0310126	0.0428744	0.0362094	0.0283627	0.0066728	0.052167	0.0463115	0.149666	0.170344	0.0122551	0.00237042	0.0712371	0.000869592	0.145964	0.109639	0.0798351	0.000535338	0.155534	0.000143887	0.239554	0.320873	0.0162259	0.00695566	0.177375	0.162138	0.0263213	0.0835903	0.0244003	0.104627	0.218826	0.874171	0.0066716	0.018921	0.0544851	0.147954	0.000484414	0.0888666	0.11015	0.139251	0.00344212	0.587093	0.0930075	0.0579047	0.0256059	0.0347764	0.0511681	0.0966605	0.279772	0.14664	0.491021	1.00768	2.35466	5	6.179959
1382000	-1831.07	-1886.164	55.09445	10	1.188851	0.493806	0.0459754	0.0189385	0.0836505	0.00579682	0.0750764	0.0390234	0.0119161	0.108745	0.175029	0.062739	0.0565038	0.0848897	0.063153	0.0164918	0.0875464	0.0170118	0.0270126	0.0443416	0.028477	0.0214008	0.065061	0.101244	0.18569	0.00953701	0.0129902	0.00443417	0.00664192	0.172038	0.17525	0.00692818	0.138574	0.260505	0.00406848	0.0477972	0.227051	0.228988	0.101585	0.336338	0.00937469	0.0758616	0.173375	0.127054	0.378535	0.0733678	0.56198	0.0766568	0.0888344	0.116731	0.0610521	0.111743	0.0615163	0.523566	0.0756152	0.0799325	0.00254485	0.0742623	0.0120151	0.00977429	0.0827787	0.101502	0.0156973	0.432137	0.173027	0.526986	1.02539	2.27459	5	6.978155
1383000	-1831.959	-1890.88	58.92076	10	1.116599	0.297386	0.174382	0.029858	0.127767	0.0486806	0.0129261	0.105518	0.0222064	0.0287527	0.177333	0.103809	0.00129861	0.0124879	0.0410939	0.0248	0.069068	0.02785	0.0517894	0.0262202	0.0415332	0.00477961	0.0783172	0.253665	0.134742	0.0721784	0.0128436	0.101252	0.0174653	0.119639	0.150713	0.0710694	0.0197302	0.196896	0.0475015	0.197019	0.154288	0.0137396	0.0693437	0.366692	0.0653295	0.0774665	0.0987805	0.064805	0.0606151	0.0981972	0.620232	0.0316012	0.480472	0.0689018	0.189171	0.0585248	0.0411049	0.00559222	0.0598635	0.000824613	0.0430327	0.179696	0.331585	0.171569	0.125949	0.274547	0.0898003	0.164836	0.159614	0.509197	1.01692	2.31427	5	6.909133
1384000	-1828.23	-1896.88	68.65045	10	1.243369	0.131289	0.0102711	0.0475449	0.140283	0.0335059	0.0118796	0.085259	0.00721955	0.127447	0.139537	0.101098	0.10767	0.0852354	0.0515402	0.00114054	0.0165148	0.016248	0.0155163	0.0522112	0.0343909	0.0712693	0.0294613	0.136851	0.179517	0.0457784	0.0136772	0.0392842	0.0715651	0.142741	0.103335	0.0237212	0.0515381	0.185217	0.0543259	0.0850378	0.142607	0.0800837	0.34575	0.373457	0.0690011	0.00797851	0.130631	0.0965131	0.0885481	0.134397	0.452865	0.0972279	0.213643	0.0730257	0.0273198	0.0202811	0.0154819	0.0423051	0.124307	0.00227832	0.0255274	0.145224	0.266456	0.0739737	0.11651	0.0627433	0.0511223	0.157731	0.182824	0.539405	1.03098	2.2468	5	5.886111
1385000	-1813.661	-1885.096	71.43522	10	1.104901	0.155682	0.202569	0.00845698	0.145319	0.0362891	0.0372657	0.0228499	0.0395373	0.0144653	0.215936	0.0217068	0.0759204	0.0473577	0.0385713	0.0157572	0.00121786	0.013869	0.0449536	0.00792739	0.0788523	0.0202713	0.0410161	0.175795	0.125739	0.00217606	0.00337224	0.00786212	0.0877582	0.159838	0.148188	0.0354723	0.0912449	0.171601	0.112529	0.0870608	0.163533	0.00686876	0.425102	0.431162	0.0820883	0.0480743	0.0923177	0.151494	0.0538389	0.00624995	0.626343	0.0180102	0.0491402	0.0435789	0.0260624	0.245425	0.0515624	0.0358943	0.0802401	0.000918035	0.071914	0.209438	0.175589	0.0371756	0.0186488	0.0153545	0.0266048	0.035105	0.157396	0.506161	1.01542	2.32103	5	5.722161
1386000	-1815.925	-1880.659	64.734	10	0.9684794	0.359075	0.00247271	0.0615461	0.0643866	0.0352302	0.0219337	0.0732569	0.0648687	0.0330805	0.0992127	0.135562	0.0512789	0.060147	0.107291	0.0396611	0.0580861	0.0492956	0.0110074	0.0208784	0.0164007	0.0458087	0.0649359	0.143227	0.198317	0.0393281	0.0219213	0.0340243	0.0334886	0.112223	0.186831	0.0379108	0.0150542	0.162869	0.035215	0.119993	0.171584	0.661973	0.0216377	0.272174	0.198717	0.06784	0.00311988	0.241828	0.0332682	0.210583	0.649058	0.0303414	0.0247942	0.00211752	0.084239	0.278053	0.0577965	0.0193879	0.158837	0.0523198	0.0219757	0.237257	0.394119	0.00235979	0.0657664	0.00357017	0.100583	0.0950317	0.130623	0.467068	0.994574	2.40774	5	6.776149
1387000	-1837.144	-1894.177	57.0327	10	0.8277464	0.122491	0.287649	0.0229424	0.0776066	0.0471015	0.0600533	0.0958657	0.0385501	0.00288629	0.212801	0.0124791	0.131064	0.0930771	0.147853	0.0059974	0.0437354	0.0402965	0.0127362	0.0199799	0.0675411	0.0740118	0.0449824	0.0942059	0.236006	0.00264854	0.00722211	0.0432971	0.102849	0.208069	0.231662	0.00348382	0.00961334	0.151379	0.0118964	0.0336754	0.187481	0.0438481	0.0154323	0.238102	0.00679738	0.0541799	0.171578	0.163461	0.0231188	0.0364526	0.404125	0.0405318	0.140347	0.647886	0.134098	0.00070969	0.0363398	0.406216	0.0782393	0.27385	0.0754986	0.000857993	0.484897	0.212223	0.0180153	0.156467	0.117501	0.00564339	0.101448	0.41807	0.964356	2.51613	5	6.971604
1388000	-1822.34	-1904.407	82.06786	10	1.011866	0.245032	0.0988863	0.0231201	0.0568112	0.0184882	0.0148146	0.0872202	0.0892376	0.00729479	0.129313	0.0438868	0.0233791	0.0379332	0.0692425	0.0289277	0.0267875	0.00985917	0.123843	0.0131169	0.0452142	0.0881733	0.0557751	0.265985	0.112971	0.0443864	0.00474254	0.0414358	0.0352929	0.0551686	0.0277383	0.0384848	0.0731129	0.123914	0.102932	0.00108938	0.176888	0.137586	0.184589	0.276444	0.024024	0.215787	0.0381214	0.0835961	0.0130893	0.0162946	0.25458	0.070581	0.00716431	0.112563	0.0344401	0.510145	0.0890576	0.183216	0.0386635	0.0904696	0.0611226	0.120271	0.0736782	0.124001	0.0457706	0.0668771	0.135238	0.0645524	0.139315	0.48029	1.00194	2.37846	5	5.51242
1389000	-1813.959	-1885.597	71.63774	10	1.137521	0.127875	0.136013	0.0367253	0.0768109	0.0435229	0.030725	0.0346585	0.0121051	0.0782457	0.127178	0.0978273	0.00638149	0.0486708	0.0517527	0.0499808	0.00799058	0.0414361	0.0973643	0.0300535	0.0224923	0.0377515	0.0505574	0.162836	0.0988434	0.00313777	0.000288496	0.0138183	0.0762112	0.100748	0.147439	0.0422811	0.0411477	0.139263	0.0110625	0.00923342	0.222985	0.0477583	0.150694	0.307812	0.0294812	0.0699851	0.0372606	0.378924	0.13202	0.103161	0.603752	0.0390844	0.0086588	0.264812	0.0924796	0.082449	0.0583676	0.0243906	0.0382387	0.0478925	0.0530911	6.1042e-05	0.143935	0.162626	0.026216	0.0896764	0.0576815	0.0384924	0.163548	0.514514	1.01951	2.30243	5	5.404414
1390000	-1825.532	-1892.284	66.75225	10	1.299032	0.198729	0.12918	0.0451575	0.048176	0.0120211	0.0853912	0.0609331	0.0685088	0.0812519	0.158544	0.129243	0.00212701	0.110511	0.0283032	0.0213114	0.01416	0.0387877	0.0113583	0.0448797	0.0294456	0.058506	0.0888275	0.358265	0.225592	0.00278889	0.0301338	0.0309267	0.0375292	0.142342	0.0789271	0.013312	0.0943549	0.12326	0.0538548	0.157356	0.112418	0.0491594	0.10017	0.266242	0.0108426	0.340489	0.0494401	0.123704	0.0177864	0.0787443	0.489106	0.0427079	0.0272154	0.0418354	0.0566016	0.0105528	0.00168321	0.025336	0.201796	0.110649	0.0398062	0.0912593	0.270012	0.28924	0.00829826	0.418418	0.0362106	0.127715	0.192543	0.551287	1.03606	2.22011	5	6.251434
