Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
229000	-2023.917	-2137.314	113.3966	10	3.083449	0.158968	0.0652064	0.0127091	0.00435296	4.2249e-06	0.026985	0.144384	0.0432241	0.00412655	0.0613685	0.28971	0.106226	0.00568662	0.0805669	0.0109451	0.0197931	0.0191722	0.0139111	0.00849747	0.0169977	0.0323544	0.0285784	0.1572	0.0155752	0.440269	0.64661	0.0221998	0.0134955	0.350557	0.020351	0.214866	0.218917	0.192948	0.0559321	0.0629288	0.0410163	0.0332429	0.0740935	0.052924	0.0147631	0.0793281	0.514821	0.190407	0.0136076	0.281075	0.201831	0.0115603	0.0811339	0.0419291	0.395616	0.736046	1.0829	1.78544	5	5.19735
230000	-2030.105	-2147.327	117.2224	10	2.444271	0.0268663	0.0624612	0.00366543	0.00152924	0.0038638	0.0189282	0.198688	0.0087103	0.000949962	0.104181	0.132324	0.107388	0.0513583	0.0644334	0.0154619	0.0119302	0.00366674	0.0104402	0.0135568	0.0317801	0.0224892	0.0014315	0.111007	0.0644233	0.32462	0.690516	0.115539	0.103438	0.0950719	0.0648803	0.201909	0.247419	0.0153326	0.032117	0.010949	0.177961	0.0175588	0.0547489	0.052543	0.123414	0.0134956	0.460185	0.518616	0.347331	0.281171	0.00848061	0.0691823	0.0342748	0.0383093	0.341109	0.695232	1.07797	1.88569	5	5.170595
231000	-2029.059	-2151.296	122.2369	10	1.818481	0.0752963	0.034339	0.00513759	0.0141053	0.0128357	0.0177375	0.15096	0.0177077	0.00791321	0.058698	0.0614407	0.0718177	0.0385265	0.00846319	0.019812	0.0325134	0.00415554	0.0281877	0.00757272	0.0134454	0.00465135	0.0123304	0.0694368	0.00588034	0.263719	0.804495	0.0223698	0.0806861	0.120789	0.0494693	0.181727	0.158143	0.00466707	0.00939452	0.109564	0.197331	0.0194152	0.0246513	0.0398873	0.117232	0.028874	0.330684	0.159689	0.081021	0.404234	0.00289213	0.0378143	0.0494589	0.0419171	0.2706	0.63421	1.0647	2.03048	5	4.11309
232000	-2020.451	-2142.88	122.4298	10	3.612662	0.120924	0.120284	0.00188429	0.00444759	0.00552194	0.0113193	0.233794	0.0379682	0.00591339	0.00139993	0.300591	0.109528	0.0915855	0.0327278	0.0102873	0.0255985	0.0190185	0.0110925	0.0161522	0.0321418	0.0201063	0.0446247	0.0784471	0.00479135	0.0265106	0.866276	0.042675	0.021558	0.0383861	0.100825	0.15476	0.187091	0.00833592	0.017946	0.0613851	0.436347	0.0512227	0.108	0.0480309	0.152795	0.162005	0.398866	0.330554	0.0891186	0.082768	0.0383763	0.033769	0.0377338	0.019909	0.431729	0.760651	1.08423	1.72339	5	4.855394
233000	-2035.693	-2144.627	108.9339	10	3.614976	0.0687543	0.0995508	8.53438e-05	0.00283479	0.00512895	0.00868241	0.227505	0.0213609	0.0159201	0.00177436	0.507193	0.0682973	0.0176407	0.0444066	0.0121862	0.00825866	0.00840747	0.0147042	0.00997651	0.0623008	0.0340004	0.0179463	0.0619958	0.0652125	0.107622	0.789077	0.011802	0.0657698	0.0695621	0.0598183	0.182215	0.256688	0.0330014	0.0276355	0.0539822	0.407831	0.0136821	0.0799888	0.119297	0.124719	0.113178	0.582724	0.325019	0.171247	0.059627	0.0147754	0.0146172	0.0614988	0.112976	0.431873	0.760745	1.08423	1.72315	5	5.242476
234000	-2019.529	-2136.062	116.5334	10	1.141637	0.0587137	0.100633	0.0161058	0.00491879	0.00255093	0.000484875	0.170442	0.025152	0.0027147	0.00361091	0.444848	0.0188665	0.0220651	0.0217444	0.0314052	0.0105088	0.0289576	0.00981378	0.00920177	0.00510512	0.020352	0.0338716	0.0788067	0.0141657	0.154475	0.933723	0.0258279	0.0488904	0.0443597	0.0393782	0.162254	0.231585	0.0144454	0.00287426	0.00854798	0.37297	0.0515119	0.100359	0.0601092	0.146086	0.0699664	0.428593	0.302929	0.0372581	0.0737377	0.00615625	0.0187607	0.0430158	0.130157	0.164317	0.515544	1.02001	2.30013	5	4.64301
235000	-2020.389	-2143.584	123.1947	10	4.890162	0.0513168	0.142065	0.0133966	0.00151697	0.00134166	0.000199342	0.144768	0.000156549	0.0124066	0.0404491	0.0638415	0.0567514	0.0596669	0.0501132	0.0530059	0.0171294	0.00651531	0.0141963	0.000594006	0.0274454	0.0674616	0.0307623	0.0925826	0.00369686	0.341499	0.998515	0.0480946	0.176691	0.0384338	0.0564381	0.136055	0.139561	2.9002e-05	0.0216872	0.0409095	0.0119952	0.0580975	0.0632204	0.0281147	0.167717	0.0983308	0.562234	0.447352	0.0401188	0.472284	0.0035772	0.0091467	0.0613571	0.0979659	0.497451	0.80128	1.08349	1.61778	5	5.070805
236000	-2032.099	-2141.349	109.2499	10	4.260737	0.0664446	0.0512389	0.00380614	0.000521419	0.00408305	0.00763633	0.149685	0.060049	0.0470897	0.0516134	0.00619607	0.0762785	0.0280937	0.0543579	0.00752482	0.0464158	0.00486946	0.0131417	0.00451812	0.00468116	0.0444438	0.00293801	0.0743789	0.00551076	0.297894	0.710313	0.0695494	0.0928905	0.0429889	0.0335704	0.591409	0.219391	0.012335	0.009072	0.032778	0.128911	0.0349024	0.0347096	0.0768436	0.164326	0.0452914	0.238854	0.157239	0.05735	0.496633	0.0345703	0.0223993	0.0670019	0.0281168	0.468136	0.783769	1.08428	1.66382	5	4.514855
237000	-2027.454	-2145.052	117.5973	10	3.596088	0.04997	0.0744169	0.0152321	0.00137625	0.00153841	0.017424	0.215289	0.0745289	0.0215042	0.0126619	0.224903	0.138478	0.0345858	0.0363094	0.0112433	0.0327419	0.00931695	0.0119397	0.0128335	0.0169999	0.0139879	0.0216841	0.0856894	0.181548	0.0907153	0.859487	0.0273906	0.00993689	0.029802	0.0423267	0.457695	0.130558	0.0663286	0.00474522	0.0873236	0.142327	0.0229934	0.0261642	0.0517772	0.232375	0.170998	0.262007	0.200112	0.145628	0.19532	0.0791918	0.020945	0.0620795	0.0435331	0.430696	0.759971	1.08421	1.72512	5	4.777963
238000	-2044.09	-2155.17	111.0802	10	4.122789	0.0261341	0.0784588	0.0133391	0.00101545	0.00522981	0.00695056	0.154071	0.0408007	0.0551167	0.00576138	0.253177	0.139795	0.0296794	0.0672093	0.0185629	0.0217956	0.0632935	0.0126898	0.0135505	0.0551889	0.0417787	0.00806319	0.142941	0.0165069	0.322534	1.10657	0.0552462	0.0710763	0.0894334	0.0269269	0.0492553	0.28374	0.0273502	0.0670671	0.0349447	0.195833	0.050883	0.0561935	0.0439247	0.127738	0.00982947	0.47211	0.497411	0.2606	0.175086	0.0236244	0.00120551	0.00445436	0.0265693	0.460983	0.779351	1.08436	1.6753	5	5.350712
239000	-2023.821	-2139.927	116.1055	10	2.950996	0.132459	0.0494952	0.000841956	0.00103604	0.00103846	0.00651279	0.1899	0.0224442	0.0124976	0.0712578	0.0892679	0.114537	0.0111366	0.039373	0.0270816	0.00879968	0.0029198	0.0132974	0.00751623	0.00989934	0.0336966	0.0172652	0.116685	0.013765	0.128592	0.690389	0.0177069	0.0497105	0.0526808	0.0949675	0.339156	0.226552	0.0408599	0.0089268	0.0598515	0.215794	0.0511853	0.0285319	0.0396968	0.136605	0.0757149	0.287418	0.410613	0.0477102	0.607	0.11687	0.0100035	0.0900075	0.0765248	0.385435	0.728778	1.08226	1.80352	5	4.895792
240000	-2021.666	-2142.183	120.5167	10	2.694443	0.0452067	0.0602307	0.00112699	0.00662874	0.00083465	0.00634452	0.107593	0.0462614	0.018135	0.0143416	0.152208	0.166036	0.0260457	0.0737373	0.0229006	0.0288097	0.00478298	0.0120088	0.00869748	0.0148969	0.0227615	0.00592653	0.0575346	0.0200262	0.219043	0.738368	0.0706902	0.0462391	0.134126	0.0467302	0.481887	0.247578	0.101178	0.0482557	0.15184	0.13468	0.0101704	0.034947	0.0280841	0.1277	0.0685673	0.412988	0.106448	0.0241042	0.173138	0.0681742	0.0111405	0.0485703	0.0701815	0.364149	0.713072	1.08053	1.84225	5	4.527905
241000	-2022.636	-2141.699	119.0625	10	2.668894	0.0578516	0.09161	0.00297966	0.000488123	0.00117382	0.0146637	0.18015	0.0373226	0.0235082	0.0237195	0.237191	0.135314	0.0128327	0.0561185	0.0149963	0.010321	0.00673958	0.0369106	0.0170203	0.0137655	0.0192065	0.0293955	0.0687645	0.0964941	0.297193	0.670554	0.0045147	0.0623364	0.101843	0.0477852	0.130714	0.154892	0.0246845	0.000790769	0.0714476	0.257597	0.00451361	0.037796	0.152294	0.125857	0.0280918	0.317184	0.400249	0.0126766	0.524584	0.0897086	0.0170336	0.0720099	0.0397655	0.361906	0.711374	1.08031	1.84641	5	4.834653
242000	-2026.18	-2142.903	116.7237	10	1.892939	0.0837753	0.0616291	0.00337292	0.000307634	0.00368568	0.0158532	0.200072	0.0204836	0.0328581	0.0628116	0.164872	0.0676238	0.0345272	0.0427714	0.025512	0.0276973	0.0204171	0.0192945	0.00254889	0.00231112	0.0685187	0.00594771	0.0382252	0.0195585	0.320616	0.710134	0.0190846	0.0472261	0.0686316	0.0335993	0.265936	0.253129	0.0250822	0.0247547	0.19699	0.222502	0.0164521	0.0143962	0.0601906	0.226079	0.114031	0.467541	0.248112	0.0354194	0.344576	0.0398925	0.0090404	0.0405932	0.0919812	0.280151	0.643124	1.06706	2.00966	5	4.920667
243000	-2010.391	-2137.853	127.4623	10	4.143967	0.089401	0.0999545	0.0179072	0.00714343	0.0070006	0.00349691	0.155688	0.0510531	0.032125	0.0527748	0.108952	0.0695004	0.0365061	0.0869886	0.0224113	0.0305463	0.0128359	0.00704928	0.00315416	0.00900986	0.0193427	0.00731321	0.100839	0.0532606	0.168106	0.770881	0.0510997	0.0228558	0.027854	0.016554	0.367841	0.291566	0.00955033	0.00259828	0.111722	0.1984	0.0588133	0.0495919	0.00116749	0.215172	0.0913153	0.490656	0.129191	0.0541744	0.26835	0.0318037	0.00406515	0.00915153	0.0510663	0.4621	0.780045	1.08435	1.6735	5	4.577801
244000	-2028.073	-2138.35	110.2772	10	2.369089	0.0793865	0.105218	0.00543203	0.00465186	0.00391976	0.000207634	0.186789	0.0271229	0.0382349	0.00445015	0.241048	0.150862	0.00540337	0.0240937	0.0386617	0.0163972	0.0161881	0.0204434	0.00547696	0.00383669	0.0658613	0.00558097	0.106376	0.00532877	0.0122029	0.947314	0.0349926	0.227954	0.0241728	0.0858505	0.365572	0.320724	0.121051	0.0308539	0.0523538	0.149431	0.0392333	0.0607902	0.0406948	0.00529343	0.0941677	0.548188	0.471535	0.0578632	0.162121	0.0406926	0.000181922	0.0918708	0.0144933	0.333683	0.689283	1.07698	1.90006	5	5.160567
245000	-2038.252	-2151.977	113.7252	10	2.323435	0.0394497	0.0736679	0.00898982	0.00224345	0.0062001	0.0234098	0.175151	0.034889	0.0603145	0.065485	0.27491	0.0681527	0.0710571	0.12902	0.00514053	0.0243714	0.00122899	0.0188431	0.00656969	0.0101235	0.00530324	0.018856	0.090544	0.0220605	0.235876	0.727142	0.0328382	0.0085266	0.00354666	0.0695967	0.115618	0.15432	0.139928	0.0573395	0.0430591	0.215118	0.0227021	0.0368481	0.1214	0.0147875	0.13783	0.582031	0.654218	0.0314391	0.119916	0.058824	0.027813	0.0883274	0.0144271	0.329051	0.68552	1.07632	1.90911	5	4.949455
246000	-2018.566	-2138.754	120.1877	10	2.424411	0.0472969	0.043862	0.0105977	0.00235517	0.0145663	0.00555803	0.207654	0.0527323	0.0245344	0.0604463	0.223904	0.0965424	0.0652636	0.0681202	0.0287746	0.0265096	0.00870684	0.00544117	0.00480675	0.0109033	0.0461141	0.0242893	0.0906506	0.0322965	0.233703	0.628338	0.184723	0.0763214	0.0498722	0.0290748	0.573649	0.214879	0.189395	0.0791085	0.0273796	0.19846	0.0436541	0.0793574	0.0583371	0.000378997	0.0658938	0.337543	0.104547	0.032761	0.16629	0.0553562	0.0108673	0.00128266	0.0383608	0.339171	0.693689	1.07772	1.88942	5	4.68146
247000	-2023.53	-2150.244	126.7137	10	1.824699	0.0688884	0.0497645	0.0233529	0.0105017	0.00139081	0.013863	0.158201	0.065117	0.0139557	0.0119323	0.135476	0.105302	0.0400252	0.0322573	0.00781573	0.0142678	0.0316464	0.0248998	0.0131907	0.0162306	0.00443686	0.0108168	0.0806184	0.0397397	0.267329	0.674838	0.0770138	0.191152	0.0340088	0.0282753	0.467048	0.23293	0.159217	0.000438545	0.0363422	0.272009	0.0602618	0.0319238	0.026055	0.0244547	0.122494	0.382112	0.191495	0.0345595	0.218668	0.0488004	0.0122208	0.0316578	0.00131437	0.271411	0.634976	1.06491	2.0287	5	4.60031
248000	-2036.856	-2138.757	101.9018	10	2.456554	0.0949399	0.010451	0.00721021	4.31518e-05	0.000400286	0.00467458	0.117832	0.0654191	0.00371193	0.0203883	0.314307	0.132104	0.0170871	0.0613768	0.0130132	0.0181056	0.0177153	0.0353287	0.0116881	0.0142521	0.0165583	0.0120467	0.0897171	0.0325399	0.0170509	0.838958	0.0613793	0.0230197	0.0562786	0.133574	0.29526	0.199231	0.148941	0.0541365	0.0237071	0.189478	0.0205462	0.0566916	0.0210659	0.0281082	0.0791275	0.528858	0.4916	0.0403819	0.278746	0.0840017	0.029627	0.0391978	0.0563999	0.342298	0.696176	1.07812	1.88341	5	4.906277
249000	-2046.904	-2141.716	94.81168	10	2.159465	0.0890505	0.0822389	0.0142594	0.00500906	0.0130278	0.0170426	0.203432	0.0473608	0.0509766	0.0761459	0.0969967	0.117609	0.0250287	0.0791637	0.0185594	0.0271687	0.0228564	0.00911064	0.0208794	0.0263212	0.0487277	0.000967763	0.0983271	0.0280922	0.569488	1.06858	0.107441	0.122892	0.000726939	0.0452108	0.0269627	0.265765	0.193839	0.0310154	0.00786444	0.301723	0.0479489	0.0492803	0.0436301	0.00354772	0.153315	0.446878	0.789711	0.0400381	0.311113	0.028792	0.0464406	0.0355892	0.0398007	0.311595	0.670966	1.07351	1.94393	5	5.995946
250000	-2019.732	-2143.237	123.5045	10	2.253831	0.125179	0.125238	0.00813859	0.00569684	0.00825161	0.00645483	0.181682	0.0601749	0.0133072	0.00267798	0.219663	0.0711979	0.0434544	0.018047	0.0189857	0.0243368	0.00762821	0.0151204	0.000587533	0.0146229	0.043098	0.0754731	0.0419014	0.0268974	0.1153	0.632096	0.0298592	0.131048	0.071432	0.0907116	0.160387	0.15079	0.153897	0.00149957	0.0288535	0.111991	0.0506294	0.0846037	0.0500194	0.000900328	0.0469432	0.355078	0.349675	0.0643545	0.265436	0.0505244	0.0109212	0.0322009	0.00391239	0.321802	0.679549	1.07521	1.92344	5	4.200879
251000	-2048.627	-2152.979	104.3513	10	2.924232	0.0316048	0.126569	0.018808	0.00715966	0.00412983	0.0125805	0.200258	0.0418871	0.0312674	0.118282	0.24485	0.080426	0.00242051	0.0893272	0.00781252	0.0256048	0.0230293	0.0263137	0.016908	0.0125601	0.0207704	0.0335074	0.123997	0.0563268	0.198568	0.858277	0.0307691	0.0535501	0.0844739	0.13274	0.474919	0.232206	0.176532	0.0108091	0.0308718	0.220055	0.0627346	0.0290214	0.112587	0.0790291	0.0264962	0.379214	0.173942	0.011862	0.311109	0.0207375	0.0478743	0.0627936	0.0632327	0.383314	0.727245	1.08212	1.80733	5	5.240804
252000	-2011.53	-2134.739	123.2094	10	2.799511	0.117068	0.0825843	0.00045784	0.00230473	0.0117967	0.0055406	0.150226	0.0166051	0.00633193	0.0135421	0.35213	0.0862074	0.0346191	0.055464	0.0199333	0.0260569	0.00205198	0.00438119	0.00257509	0.00134357	0.0405259	0.0074032	0.106393	0.0190584	0.00238593	0.74684	0.0148503	0.0687381	0.0247002	0.0863873	0.353638	0.174347	0.0548926	0.00198347	0.0631601	0.179429	0.00855376	0.0244126	0.0532077	0.141851	0.127941	0.341289	0.403422	0.127482	0.135946	0.0760547	0.039633	0.0921947	0.0326706	0.373131	0.719786	1.08133	1.82575	5	4.54061
253000	-2034.792	-2143.373	108.581	10	3.206545	0.0481569	0.0474988	0.00765095	0.0036448	0.00149544	0.0161452	0.175508	0.0022506	0.0323608	0.067983	0.174737	0.114581	0.010625	0.0368097	0.0157076	0.0294555	0.0373958	0.0188152	0.00969708	0.0384463	0.0420112	0.0379261	0.137581	0.113136	0.0431594	1.18	0.0110671	0.304695	0.0578989	0.110292	0.262918	0.258785	0.0265129	0.023188	0.0903867	0.270516	0.019361	0.0784558	0.0430295	0.127322	0.335484	0.582592	0.0717024	0.0438326	0.399786	0.0129592	0.0252096	0.0350482	0.00192592	0.404635	0.742359	1.08336	1.76964	5	5.635745
254000	-2027.557	-2145.014	117.4571	10	2.4318	0.0648636	0.0556226	0.0255235	0.00463036	0.0107868	0.0315604	0.134024	0.0166153	0.012514	0.0266929	0.246799	0.121136	0.0128166	0.0212749	0.0347925	0.0227774	0.0162762	0.0231299	0.0109815	0.0211227	0.0276566	0.00707629	0.118793	0.048078	0.189684	0.717525	0.0612016	0.0939811	0.206057	0.119189	0.576969	0.245835	0.0195423	0.024339	0.0239034	0.107323	0.0429394	0.0354693	0.0228215	0.157432	0.145669	0.596202	0.0106613	0.00205502	0.197176	0.0600521	0.00549257	0.0148306	0.0546897	0.339894	0.694266	1.07781	1.88803	5	4.846584
255000	-2027.57	-2141.127	113.5564	10	2.585685	0.0701059	0.10422	0.00219969	0.000938469	0.00259306	0.00686028	0.176662	0.0361552	0.0324431	0.00436174	0.266782	0.123365	0.120068	0.0473363	0.0326761	0.0601055	0.022924	0.0181013	0.00812611	0.0108117	0.0255071	0.0419288	0.142258	0.081253	0.307201	0.967893	0.00550807	0.0623113	0.168264	0.0681504	0.323199	0.199754	0.0659002	0.0307074	0.120181	0.0423767	0.017363	0.0132523	0.0503336	0.305921	0.122824	0.42459	0.0689403	0.166791	0.168552	0.0236584	0.00118743	0.0505711	0.039385	0.354433	0.705659	1.07954	1.86037	5	5.252599
256000	-2036.147	-2146.241	110.0946	10	2.611716	0.0940618	0.120872	0.00591349	0.00195412	0.00635808	0.00272646	0.147833	0.0607197	0.00451895	0.00378373	0.165205	0.0776064	0.0997116	0.0419043	0.0138946	0.00686471	0.0127542	0.0185039	0.0116656	0.0434336	0.0709261	0.0217795	0.0861304	0.139084	0.0185006	0.704903	0.0219283	0.235986	0.17073	0.0850683	0.277862	0.209521	0.0372156	0.010585	0.031372	0.162223	0.00184379	0.0171496	0.023867	0.26923	0.62982	0.306172	0.0109685	0.0867049	0.164972	0.0445195	0.040406	0.0182073	0.044833	0.356799	0.707479	1.07979	1.85593	5	4.882793
257000	-2024.174	-2142.799	118.6248	10	2.765578	0.0784833	0.0849119	0.0030312	0.00356191	0.00167901	0.0165752	0.214185	0.0630127	0.0247008	0.0581962	0.0607372	0.139777	0.0644414	0.0451787	0.0341118	0.0123809	0.0137475	0.00783252	0.0033022	0.020213	0.0254777	0.0238641	0.090756	0.00917567	0.285884	0.85194	0.151821	0.0115103	0.172254	0.0367353	0.401415	0.186795	0.0209167	0.0154378	0.0451466	0.00516523	0.00204213	0.0182573	0.0533012	0.151799	0.0129458	0.487931	0.0997014	0.0705883	0.244364	0.074381	0.00484805	0.0132379	0.0563266	0.370272	0.717663	1.08108	1.83098	5	4.574075
258000	-2015.915	-2136.77	120.8549	10	3.754995	0.155927	0.0719582	0.00746114	0.00356723	0.000346302	0.00709832	0.160363	0.036478	0.00644173	0.0581615	0.0973142	0.0882152	0.0559676	0.0320698	0.00913765	0.0182115	0.0218071	0.0121497	0.00527325	0.0318441	0.0389201	0.0193049	0.0822425	0.0340552	0.3088	1.09889	0.0269358	0.0607241	0.187228	0.10165	0.170256	0.194045	0.0372317	0.00845709	0.0709539	0.314663	0.0223448	0.0912617	0.0105632	0.188552	0.131778	0.385763	0.0136273	0.0347403	0.401319	0.0429456	0.0156023	0.0459158	0.0598361	0.440375	0.766286	1.08435	1.70899	5	5.078401
259000	-2022.153	-2137.68	115.527	10	2.669202	0.108639	0.0408189	0.00191982	0.003691	5.41637e-05	0.00695948	0.147118	0.0397505	0.00942287	0.013412	0.511052	0.0353579	0.0727396	0.0672716	0.0185701	0.0135286	0.00320313	0.0301152	0.0318108	0.0171121	0.0209184	0.0391609	0.0792473	0.0105301	0.151393	0.73012	0.0555257	0.0465632	0.233484	0.236	0.00676424	0.193227	0.0317795	0.0325613	0.00414121	0.240788	0.0202198	0.050442	0.059881	0.193933	0.654877	0.388584	0.0809163	0.0735257	0.189879	0.0354795	0.00892862	0.0650204	0.0798467	0.361933	0.711395	1.08031	1.84636	5	5.186281
260000	-2018.512	-2143.143	124.6309	10	4.630811	0.0771823	0.0406631	0.00746096	0.0140984	0.0115621	0.0188941	0.142778	0.0410574	0.0215652	0.00430028	0.248581	0.0318128	0.116953	0.0531104	0.0319786	0.0321558	0.0227847	0.0146934	0.0375949	0.00312572	0.0160516	0.0170861	0.0605808	0.0137269	0.256593	0.706754	0.034595	0.00579508	0.210537	0.0974028	0.0198663	0.246177	0.0232727	0.0241415	0.0657378	0.347721	0.0492342	0.147229	0.064369	0.0718298	0.307333	0.49409	0.126187	0.00932427	0.165479	0.0715702	0.0443586	0.0241874	0.0311939	0.485982	0.79454	1.08388	1.6356	5	4.724777
261000	-2019.24	-2141.148	121.9077	10	3.754995	0.066228	0.115559	0.0125804	0.0139744	0.00453068	0.000504892	0.155741	0.0417316	0.0231318	0.0142139	0.272685	0.0779459	0.0261873	0.0738975	0.0178023	0.0252685	0.0214122	0.0107803	0.0350728	0.00946124	0.0729366	0.0155104	0.0357132	0.0708695	0.244241	0.524361	0.0018132	0.0504939	0.142268	0.034726	0.134024	0.179157	0.0111428	0.0455409	0.124979	0.398125	0.0267319	0.0813616	0.0587957	0.234628	0.0180162	0.552011	0.0308266	0.121297	0.180253	0.0149968	0.00925615	0.0336312	0.0180575	0.440375	0.766286	1.08435	1.70899	5	4.484474
262000	-2037.879	-2143.065	105.1862	10	3.042918	0.0474869	0.0578485	0.0168637	0.0124676	0.00834959	0.000846529	0.182927	0.049667	0.0542845	0.00682287	0.734095	0.0358406	0.0251001	0.0343978	0.0286758	0.0213005	0.0171859	0.0160774	0.00272887	0.0281469	0.0490743	0.0168492	0.12577	0.119467	0.128446	0.684611	0.109353	0.00603649	0.139069	0.0405925	0.120403	0.204863	0.00128522	0.0573221	0.721883	0.0118968	0.0607478	0.196922	0.0814733	0.168333	0.130435	0.536444	0.029969	0.0565287	0.0469079	0.0508341	0.0454893	0.059469	0.0419173	0.392555	0.733877	1.08272	1.79085	5	5.423506
263000	-2028.957	-2141.346	112.3884	10	4.208137	0.0646245	0.0857931	0.0126673	0.000255317	0.00351693	0.00101595	0.193572	0.0503649	0.0142576	0.104143	0.128273	0.0487554	0.0507325	0.05397	0.021925	0.0278651	0.0076136	0.0155182	0.00813618	0.0174873	0.0722236	0.066004	0.0853427	0.0881929	0.461794	0.749767	0.0102654	0.0427075	0.213795	0.0914587	0.0305107	0.201702	0.0037565	0.000376352	0.238729	0.0592693	0.0249287	0.143757	0.0323447	0.242398	0.362463	0.39449	0.00390598	0.0380847	0.540857	0.0656612	0.0246542	0.0765548	0.0541912	0.465443	0.782113	1.08431	1.66813	5	5.330671
264000	-2021.712	-2149.727	128.0152	10	3.697949	0.0963614	0.179359	0.00177496	0.0106126	0.030743	0.017181	0.179719	0.0260766	4.46756e-05	0.0232265	0.292414	0.0896202	0.0270781	0.0656991	0.0338411	0.0126863	0.0175211	0.0246762	0.00795261	0.0132292	0.0296941	0.0253497	0.0759076	0.116257	0.0847778	0.506946	0.0316359	0.0415115	0.131633	0.0891463	0.0165528	0.404431	0.185155	0.0269212	0.117509	0.11144	0.0229396	0.0477494	0.0361016	0.0207372	0.416999	0.391433	0.0788246	0.169895	0.274239	0.111413	0.00487641	0.019299	0.0690981	0.436958	0.76407	1.08431	1.71466	5	4.808291
265000	-2023.781	-2145.005	121.2239	10	3.976573	0.0827625	0.0558165	0.018457	0.00423567	0.012713	0.00712893	0.136933	0.109534	0.0585524	0.0351334	0.191172	0.0467373	0.0907377	0.0614039	0.0244187	0.0167134	0.0117284	0.00871787	0.0055237	0.0180066	0.0395806	0.0445551	0.0954752	0.0859944	0.16174	0.535779	0.0344177	0.0342406	0.150621	0.0178958	0.149178	0.289181	0.181975	0.00182617	0.15157	0.00266324	0.00949159	0.0145894	0.0170273	0.0183096	0.603107	0.591877	0.0669726	0.0792254	0.268481	0.225562	0.0247582	0.031357	0.0761795	0.453071	0.774395	1.0844	1.68813	5	5.000057
266000	-2035.239	-2141.913	106.6735	10	2.550794	0.074383	0.15487	0.00187234	0.00299832	0.00165073	0.00519225	0.226774	0.0187424	0.00134949	0.102727	0.104571	0.090177	0.027785	0.0375966	0.0229583	0.00434729	0.00525402	0.0303547	0.00430946	0.0079957	0.0673231	0.0383417	0.0533591	0.0267075	0.301932	0.986579	0.152833	0.031429	0.210342	0.0329417	0.00989978	0.303438	0.140955	0.0189563	0.0024054	0.106336	0.0284794	0.15866	0.0023019	0.00624446	0.575808	0.434482	0.0391673	0.030578	0.370776	0.100201	0.0163396	0.044037	0.0842202	0.35122	0.703173	1.07918	1.86642	5	5.300982
267000	-2024.371	-2144.351	119.98	10	2.498839	0.0413585	0.0549916	0.00645275	0.0161645	0.00393187	0.0085153	0.208756	0.0375706	0.0151488	0.0102509	0.377266	0.0810687	0.0242265	0.0970184	0.0241167	0.0140611	0.0400191	0.00305671	0.0128873	0.00404562	0.0170456	0.0307421	0.0993571	0.00596544	0.182042	0.609282	0.0985569	0.0276317	0.263408	0.0160334	0.0792876	0.257292	0.2066	0.0365871	0.0603173	0.218046	0.00873576	0.14495	0.106998	0.0494196	0.398954	0.461236	0.0365251	0.0486718	0.023719	0.0514608	0.0308609	0.0224689	0.0131909	0.346347	0.699368	1.07861	1.87567	5	4.686292
268000	-2025.498	-2143.025	117.5268	10	2.526845	0.0666401	0.0621155	0.0115373	0.0158901	0.00181179	0.00779818	0.123861	0.0470194	0.0228298	0.116163	0.0522683	0.0219512	0.0749074	0.0624219	0.022194	0.0188045	0.0136405	0.0129701	0.0150096	0.00178381	0.0169867	0.0166826	0.146955	0.0430355	0.404799	0.909869	0.0116589	0.0486418	0.241312	0.0913968	0.00380107	0.184455	0.21157	0.00769118	0.11854	0.0523811	0.00981491	0.0775588	0.0157941	0.0216921	0.458068	0.480983	0.0523809	0.0400352	0.29466	0.17784	0.0232344	0.046144	0.00723644	0.348987	0.701435	1.07893	1.87065	5	4.986836
