Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
32000	-710.5673	-730.9662	20.39885	10	3.081375	0.0567523	0.0518095	0.0395616	0.157258	0.155102	0.141305	0.134088	0.0461136	0.0151489	0.0932717	0.0594309	0.0181742	0.122474	0.217585	0.0144701	0.0340041	0.000166864	0.0669155	0.151262	0.0502826	0.100759	0.0248926	0.0146969	0.0183482	0.0543789	0.00965442	0.0317239	0.109362	0.0359841	0.157213	0.286126	0.232274	0.0304096	0.111694	0.231959	0.0173827	0.0450911	0.161223	0.017447	0.0248805	0.130875	0.151665	0.113642	0.0888624	0.0324095	0.0822272	0.173401	0.058302	0.0646823	0.020671	0.292322	0.395461	0.735936	1.08289	1.78571	5	4.549737
33000	-715.3651	-733.8364	18.47132	10	2.554137	0.0507359	0.0689504	0.150616	0.236672	0.193336	0.116821	0.00693841	0.125233	0.0544351	0.0330377	0.0581906	0.0309876	0.00479415	0.169664	0.0525121	0.152445	0.0125717	0.021629	0.0310146	0.0488488	0.00283	0.0780867	0.0149072	0.00328907	0.0339047	0.0950317	0.00870158	0.0165449	0.0449586	0.0852212	0.509467	0.281613	0.123158	0.137668	0.0210515	0.00823479	0.024936	0.0265519	0.0286472	0.0615324	0.124127	0.506329	0.0382844	0.172021	0.289575	0.0408101	0.0690872	0.0310392	0.0856079	0.00715028	0.304919	0.35153	0.703414	1.07922	1.86584	5	4.894719
34000	-692.7969	-714.4327	21.63579	10	1.158916	0.0257386	0.00776862	0.0493569	0.330597	0.266633	0.0184662	0.098513	0.0807965	0.15139	0.0730288	0.00321757	0.0202037	0.0235606	0.062146	0.00489489	0.0380134	0.0163385	0.14738	0.0206881	0.0171271	0.00552713	0.115775	0.0336882	0.00536381	0.0895891	0.0553682	0.0205884	0.285688	0.00951261	0.0862872	0.213017	0.19738	0.10278	0.372129	0.142949	0.0439406	0.0864884	0.0551009	0.00436389	0.107825	0.230712	0.0423826	0.0334152	0.0990676	0.253528	0.113431	0.017318	0.0500422	0.17329	0.19207	0.00151746	0.167529	0.51981	1.02204	2.29062	5	4.695995
35000	-718.8654	-739.6153	20.74983	10	2.231525	0.0384337	0.0644451	0.0943662	0.227732	0.0603804	0.0306759	0.0144298	0.051128	0.029738	0.358527	0.0247875	0.00142406	0.00685805	0.0718956	0.0150269	0.00453094	0.0364489	0.0394691	0.134903	0.0459344	0.0925579	0.0435848	0.0576145	0.0149127	0.0253207	0.0216643	0.00166134	0.0220042	0.316693	0.0577623	0.0576854	0.397614	0.383386	0.085818	0.0229961	0.004564	0.0429546	0.0623603	0.00160791	0.0820985	0.200168	0.094043	0.281228	0.0449804	0.0732789	0.29255	0.127004	0.111527	0.0309181	0.112193	0.138209	0.319429	0.677573	1.07483	1.92816	5	4.652093
36000	-700.3283	-725.5717	25.2434	10	2.301982	0.110535	0.083401	0.0190865	0.0615842	0.12927	0.00645152	0.196132	0.00158663	0.0160304	0.023532	0.0771641	0.00447108	0.0716235	0.0711125	0.0171604	0.0514056	0.0249316	0.0362091	0.0235362	0.0341019	0.0509621	0.0752976	0.00241805	0.0174023	0.010959	0.0284024	0.0078139	0.0458916	0.172213	0.315695	0.139653	0.157089	0.0423873	0.168816	0.00206416	0.0472541	0.138956	0.223596	0.0368707	0.322928	0.039621	0.0346004	0.0166565	0.0270772	0.0721062	0.132702	0.176122	0.130284	0.0467813	0.131929	0.031568	0.326841	0.683711	1.07599	1.91346	5	3.905443
37000	-695.0776	-716.5923	21.51471	10	1.731053	0.0428116	0.0199394	0.0587101	0.223309	0.325279	0.0934965	0.00484062	0.0716529	0.0251676	0.0452008	0.208449	0.0153871	0.0421765	0.0410708	0.00499931	0.00631171	0.0378821	0.0219119	0.0862438	0.000429678	0.0354117	0.146657	0.0092203	0.0120055	0.043489	0.0258143	0.0154059	0.0176182	0.0841607	0.180853	0.169422	0.130376	0.118057	0.0615119	0.312276	0.0764358	0.184041	0.128547	0.509769	0.227198	0.00913579	0.0391438	0.031723	0.00776712	0.308196	0.0218968	0.0634559	0.119861	0.079972	0.000929478	0.0304419	0.258912	0.622985	1.06153	2.05657	5	4.576062
38000	-732.0396	-736.6986	4.658943	10	1.67364	0.123292	0.0346428	0.0328887	0.217178	0.315559	0.0992048	0.0459974	0.0341305	0.0180647	0.143798	0.00768228	0.0367179	0.0759001	0.0386487	0.0133412	0.0023049	0.00288178	0.0503376	0.00506817	0.056925	0.0289089	0.0643471	0.0505221	0.00434559	0.0904369	0.101449	0.106036	0.0512031	0.395128	0.0565881	0.0398414	0.744655	0.00225912	0.0255248	0.986342	0.0421826	0.112466	0.0476251	0.202398	0.0156023	0.0722536	0.0428169	0.0678884	0.0169519	0.0766939	0.368709	0.132209	0.198457	0.231378	0.103343	0.0659628	0.250943	0.61512	1.05918	2.07476	5	5.899088
39000	-704.7325	-721.6889	16.95647	10	3.473111	0.00183208	0.0030094	0.0438501	0.101076	0.250673	0.0187839	0.000549961	0.0451436	0.201987	0.0573559	0.0285453	0.0308951	0.0723258	0.0444404	0.00796602	0.0218309	0.021114	0.0602155	0.126192	0.114609	0.00193497	0.204399	0.0614121	0.00769979	0.00220777	0.0178602	0.0282687	0.0964014	0.000218813	0.0595411	0.37124	0.380706	0.039225	0.0865203	0.0505358	0.0948282	0.556134	0.00408888	0.0795443	0.028871	0.0550917	0.0280105	0.00698524	0.280906	0.119529	0.385026	0.11017	0.0119436	0.0131338	0.141466	0.11058	0.422846	0.754761	1.08403	1.73836	5	4.686874
40000	-708.2045	-722.698	14.49345	10	2.12885	0.0647472	0.00156161	0.0285608	0.38722	0.246886	0.0218473	0.0921789	0.0437832	0.121056	0.0177175	0.162482	0.0743685	0.0295971	0.0281073	0.0289954	0.0297042	0.0185692	0.0215388	0.0515888	0.00762684	0.162912	0.269342	0.00910796	0.0128407	0.015771	0.00292626	0.061474	0.0392949	0.281597	0.205115	0.0945475	0.0620025	0.0265017	0.0119654	0.111908	0.0398258	0.119887	0.0245586	0.0590745	0.181435	0.181084	0.279793	0.00854957	0.138226	0.180806	0.502252	0.180975	0.00173398	0.1946	0.115091	0.0141583	0.308185	0.668051	1.0729	1.95086	5	5.067494
41000	-707.6458	-726.0012	18.35534	10	3.357759	0.257432	0.00745344	0.000613368	0.234512	0.0733332	0.047118	0.021628	0.035277	0.0634513	0.0182622	0.0219686	0.00495758	0.00952906	0.072775	0.0388741	0.085189	0.00229021	0.0431098	0.0363348	0.0192268	0.00554101	0.171964	0.0115281	0.0231816	0.102908	0.0144539	0.0252282	0.112812	0.163751	0.0187788	0.325339	0.0798467	0.140803	0.00332276	0.0845818	0.377078	0.182589	0.132276	0.00374466	0.148351	0.006127	0.0799109	0.0144915	0.19159	0.217383	0.0554047	0.286196	0.00763032	0.0533839	0.346577	0.149832	0.415176	0.749592	1.08379	1.75144	5	4.629939
42000	-714.4907	-736.2781	21.78736	10	1.389232	0.0743459	0.0364593	0.05047	0.22189	0.0300519	0.171145	0.0770184	0.0393907	0.0545132	0.04003	0.0686049	0.00806169	0.00449136	0.125005	0.044486	0.0405873	0.0149726	0.00828126	0.0752737	0.0279788	0.0216269	0.0771566	0.0172707	0.0144273	0.0482258	0.0304866	0.0340343	0.280684	0.320348	0.0322278	0.500262	0.215704	0.132222	0.0554982	0.00486258	0.0326057	0.018965	0.0847773	0.188314	0.00116137	0.118298	0.190938	0.0278424	0.03811	0.0940956	0.132777	0.056299	0.0380363	0.0781472	0.0733684	0.118771	0.207693	0.569017	1.0432	2.18009	5	4.2906
43000	-704.2354	-716.2234	11.988	2	5.245387	0.00667639	0.0347678	0.0310804	0.298764	0.0846742	0.0251157	0.0355547	0.00369668	0.151879	0.0359401	0.00603995	0.0191049	0.0101221	0.0579367	0.00568659	0.035067	0.0329546	0.0686506	0.120084	0.00470043	0.023729	0.115127	0.0184217	0.0200947	0.0667224	0.0157829	0.0195404	0.0980164	0.0513049	0.0777485	0.0203443	0.0180149	0.174796	0.0211632	0.122456	0.198985	0.112632	0.351215	0.122162	0.0465977	0.281456	0.0019877	0.377755	0.227775	0.0641584	0.0126755	0.140155	0.0876177	0.00904504	0.214482	0.0452528	0.511961	0.809612	1.08285	1.59558	4	4.225713
44000	-705.2829	-722.4095	17.1266	10	0.9549278	0.0122336	0.0205218	0.0818326	0.141097	0.0234418	0.00110438	0.136811	0.010385	0.083382	0.0494834	0.0312835	0.0658854	0.025286	0.120366	0.0158585	0.00712809	0.0462138	0.0238682	0.0763919	0.0010734	0.225329	0.091511	0.04379	0.00165303	0.152813	4.22643e-05	0.00187504	0.0170876	0.430835	0.0154399	0.362414	0.0915885	0.0110952	0.00110726	0.407778	0.0567775	0.0234562	0.474288	0.0501943	0.201786	0.0875313	0.2916	0.0635574	0.100784	0.4751	0.0087058	0.0338296	0.0775282	0.191412	0.0429268	0.0759718	0.127875	0.462772	0.992111	2.41724	5	5.083454
45000	-715.315	-728.2617	12.94668	10	3.41686	0.152276	0.0281039	0.172715	0.0934763	0.0451681	0.0681499	0.0446042	0.0780426	0.0313156	0.118583	0.0612422	0.00719334	0.0281505	0.0418308	0.00728224	0.026031	0.0151597	0.0556209	0.0469667	0.103212	0.0446863	0.118513	0.0459475	0.0157469	0.0469079	0.0044612	0.0247037	0.0863347	0.0105317	0.0525949	0.174379	0.0655873	0.317687	0.274808	0.221301	0.111285	0.19316	0.435722	0.0669649	0.00463973	0.178385	0.26959	0.066343	0.102074	0.366979	0.0923891	0.00836252	0.295114	0.1179	0.470767	0.00590954	0.419144	0.752276	1.08392	1.74466	5	5.514897
46000	-709.9248	-728.8174	18.89261	10	0.5818759	0.0424872	0.0271306	0.0503671	0.185889	0.128499	0.0410175	0.0298932	0.21071	0.0615264	0.16899	0.00821289	0.0185193	0.00697163	0.174807	0.00181714	0.0221188	0.0635809	0.0266451	0.124063	0.0101456	0.0711432	0.0469711	0.0079155	0.0100067	0.121832	0.00168124	0.0167063	0.0452728	0.545474	0.0385384	0.0701784	0.0195695	0.067718	0.0658256	0.10314	0.0669958	0.0400775	0.366253	0.128719	0.068371	0.401511	0.0419737	0.00926264	0.109068	0.0964049	0.0667378	0.142459	0.321693	0.0427547	0.207715	0.225417	0.0493928	0.302046	0.871783	2.77678	5	4.970775
47000	-711.3134	-722.8526	11.53923	10	3.874842	0.00132055	0.0456393	0.0358903	0.112728	0.360024	0.0510869	0.0179181	0.142898	0.0724567	0.0693654	0.0938807	0.0113192	0.0761184	0.0892906	0.00411906	0.0988869	0.00169331	0.0825682	0.041145	0.0209349	0.0174656	0.0486603	0.0370845	0.00949045	0.0285373	0.00886147	0.010968	0.0429561	0.162603	0.28093	0.184161	0.00272913	0.158441	0.126098	0.0527772	0.0421841	0.0706295	0.171817	0.0987941	0.196468	0.293605	0.0101725	0.147753	0.0974129	0.13699	0.142797	0.00451864	0.0615478	0.21835	0.329874	0.093712	0.447352	0.770767	1.0844	1.69748	5	4.717672
48000	-725.4758	-731.4966	6.020859	1	1.689378	0.0353496	0.0394713	0.200155	0.235447	0.383658	0.108474	0.0315289	0.0667917	0.0728579	0.0353751	0.0648838	0.00658714	0.0110694	0.0948087	0.0308827	0.0270837	0.0600451	0.0424184	0.0504523	0.0120908	0.00259047	0.0565775	0.00976536	0.00268732	0.0261405	0.0264314	0.0065761	0.0152343	0.00557094	0.100163	0.486874	0.130473	0.179428	0.0595237	0.156453	0.0864441	0.0935629	0.0159314	0.0849699	0.014019	0.0323464	0.0232393	0.0411818	0.597799	0.0637157	0.0243173	0.186713	0.138382	0.361457	0.0376165	0.174189	0.253151	0.617317	1.05985	2.06969	3	4.849803
49000	-715.0454	-727.812	12.76658	10	2.072913	0.0527502	0.255182	0.337307	0.185904	0.0984729	0.0287117	0.160614	0.0122063	0.134031	0.00816737	0.0861034	0.0743009	0.0357543	0.10267	0.000409568	0.0747836	0.0176285	0.0261521	0.00106386	0.0761151	0.0534156	0.163048	0.0260592	0.018427	0.0544086	0.00130046	0.0657318	0.00932661	0.0913967	0.11553	0.0201556	0.0298736	0.254659	0.21823	0.349112	0.0946638	0.0937698	0.00195706	0.101244	0.104388	0.0601672	0.55538	0.124446	0.0306521	0.0115347	0.019841	0.0527283	0.522203	0.0119617	0.0431647	0.234299	0.301826	0.66255	1.07171	1.96391	5	5.301401
50000	-703.464	-720.5769	17.1129	10	3.15578	0.040481	0.00854672	0.199656	0.332948	0.110679	0.00658437	0.0540902	0.101047	0.0867643	0.0337771	0.0494153	0.0492521	0.0359047	0.0437184	0.00599039	0.00343927	0.0167077	0.0495441	0.00263179	0.0356837	0.19488	0.065015	0.0117099	0.0254379	0.102766	0.0144811	0.0454276	0.000895194	0.689888	0.0515188	0.0981716	0.0056683	0.0473938	0.149854	0.110629	0.116433	0.150479	0.126155	0.0915825	0.29185	0.0109403	0.122791	0.378204	0.129918	0.0202806	0.111066	0.055606	0.0608928	0.00842254	0.227401	0.0214737	0.400965	0.739804	1.08318	1.77605	5	4.804093
51000	-710.016	-727.8554	17.83941	10	3.713209	0.00645624	0.078453	0.0120095	0.196917	0.487418	0.00403269	0.0676497	0.0862827	0.0994264	0.0562558	0.124761	0.031499	0.0162067	0.00441566	0.000604198	0.0499625	0.0407856	0.06299	0.0460302	0.00587062	0.21168	0.0579627	0.0274972	0.0104554	0.042504	0.000251506	0.0920654	0.0565987	0.404637	0.112307	0.0242101	0.00746124	0.177078	0.00520491	0.0580303	0.0318534	0.121017	0.180157	0.108304	0.0681906	0.259101	0.0149375	0.230748	0.156399	0.119827	0.124219	0.0238366	0.0744033	0.0242573	0.0100633	0.128297	0.437878	0.764669	1.08432	1.71313	5	4.441582
52000	-702.9104	-724.3026	21.39217	10	0.9357597	0.049564	0.11008	0.0188651	0.173958	0.0624474	0.0108521	0.034676	0.122819	0.0446946	0.000414128	0.0247341	0.0338142	0.0850329	0.176636	0.0354684	0.0253097	0.0139339	0.0416608	0.0704664	0.024187	0.0315954	0.128566	0.0515793	0.0213936	0.0562555	0.0251043	0.0332932	0.192011	0.0674574	0.0893501	0.150234	0.0755415	0.0626996	0.0590839	0.0121476	0.163192	0.100903	0.191355	0.171865	0.0260708	0.373323	0.119328	0.0285811	0.016468	0.00781043	0.611169	0.0337221	0.102191	0.0952723	0.0566743	0.365538	0.123965	0.456553	0.988483	2.431	5	4.67939
53000	-715.373	-726.4711	11.09815	10	3.245154	0.0595616	0.0857979	0.0307133	0.182803	0.0339591	0.111069	0.233749	0.0217908	0.134347	0.0991782	0.0276946	0.00182567	0.0274087	0.0257098	0.0201062	0.170955	0.0540277	0.0807115	0.0252953	0.00435724	0.0273603	0.27795	0.0195921	0.0314083	0.189273	0.0462822	0.112217	0.0239361	0.0122604	0.145567	0.0420691	0.150644	0.093891	0.00616265	0.108389	0.0417019	0.117377	0.101463	0.150612	0.506863	0.0689538	0.00729804	0.0303155	0.0719218	0.342326	0.0267844	0.153476	0.325103	0.310926	0.00239806	0.0305662	0.407381	0.744258	1.08349	1.76488	5	5.006148
54000	-706.1401	-723.0965	16.95645	10	2.593811	0.129839	0.0215352	0.0454681	0.248138	0.0333349	0.00666626	0.0729276	0.169808	0.0304444	0.0417897	0.0553323	0.0356292	0.0569617	0.0148257	0.0242469	0.0654935	0.00480461	0.036534	0.10673	0.0351159	0.0239271	0.0577232	0.0331229	0.0124256	0.0601772	0.00772059	0.0354498	0.011418	0.0907143	0.0929174	0.169928	0.0677319	0.151828	0.196747	0.324687	0.0218006	0.0142495	0.046542	0.05189	0.0516143	0.100183	0.154212	0.133944	0.0593815	0.125619	0.0370015	0.361529	0.395617	0.139958	0.105106	0.166404	0.355174	0.70623	1.07962	1.85898	5	4.537195
55000	-714.1823	-725.5615	11.37919	2	4.441371	0.0822887	0.0214327	0.0247646	0.274973	0.0397839	0.163534	0.108925	0.0477919	0.00430501	0.132098	0.0363448	0.0140365	0.0463989	0.0185485	0.00527906	0.0810293	0.0230329	0.030395	0.0139369	0.0133176	0.0624063	0.115599	0.0413074	0.00662452	0.0100964	0.0114911	0.0153295	0.0311209	0.112574	0.0152698	0.0922215	0.23056	0.270207	0.0702995	0.370354	0.0533193	0.102485	0.0793029	0.142156	0.118045	0.106716	0.028785	0.0927057	0.264451	0.04029	0.117299	0.0102439	0.112389	0.00386284	0.374437	0.207616	0.477079	0.789211	1.08411	1.6496	4	4.491781
56000	-704.0463	-716.462	12.41579	10	3.19433	0.0510065	0.00405633	0.269442	0.0574403	0.184095	0.0609977	0.159115	0.0223892	0.0160059	0.0234848	0.00844411	0.0302516	0.269765	0.117048	0.00704853	0.00211238	0.00664686	0.0308525	0.0128557	0.0089261	0.0393929	0.0554548	0.0438849	0.00225328	0.0736673	0.0122013	0.0789793	0.131115	0.0989707	0.00522057	0.137317	0.00424296	0.112343	0.00768921	0.0933927	0.0807253	0.0508035	0.00916718	0.0491198	0.417444	0.284557	0.404761	0.357128	0.000543129	0.100863	0.151348	0.437501	0.438788	0.111063	0.27386	0.00427238	0.403758	0.74175	1.08332	1.77117	5	5.410051
57000	-711.4498	-730.5213	19.07144	10	1.69411	0.0259697	0.0284545	0.0500508	0.502856	0.0853784	0.00610011	0.0877108	0.0490247	0.182609	0.0505321	0.0397439	0.0125682	0.0318315	0.0427468	0.00877366	0.0112572	0.00226529	0.0678468	0.0226141	0.00465806	0.0117373	0.120519	0.0361631	0.0252217	0.0507031	0.0632221	0.0448089	0.0210324	0.0932639	0.0183012	0.0248769	0.122204	0.0200924	0.305698	0.0105793	0.13584	0.24691	0.0727911	0.0841411	0.06759	0.124549	0.141005	0.22547	0.0313185	0.0128004	0.0934118	0.0354097	0.153388	0.0626572	0.328077	0.0303035	0.253812	0.617971	1.06004	2.06817	5	4.127077
58000	-707.2852	-729.6467	22.36147	10	0.9018897	0.0314133	0.042769	0.120732	0.319134	0.137219	0.181047	0.211127	0.101254	0.000297871	0.0210784	0.00257836	0.0446593	0.0101728	0.0803467	0.0315475	0.0157048	0.0566934	0.0755787	0.0538776	0.00355758	0.0164272	0.0685536	0.0155938	0.0215093	0.0292226	0.0448437	0.0265758	0.113566	0.0824131	0.222926	0.0594409	0.245486	0.0759683	0.0112416	0.153365	0.0826519	0.0515605	0.00902479	0.046442	0.0254007	0.106511	0.290871	0.0907741	0.323145	0.0630284	0.00253209	0.338009	0.095122	0.0415936	0.0613255	0.174028	0.116987	0.445137	0.98163	2.45625	5	4.52994
59000	-723.9218	-725.9096	1.987872	2	4.447553	0.0457983	0.0533636	0.0341068	0.102945	0.237962	0.118479	0.1139	0.0107921	0.00512659	0.0203494	0.0840978	0.00815141	0.115062	0.0478226	0.00391214	0.0392527	0.00677397	0.0694337	0.0449908	0.0111708	0.0975483	0.10794	0.061711	0.00302806	0.0165706	0.0150725	0.0115088	0.0109565	0.0705799	0.190769	0.148756	0.0861428	0.144706	0.0749251	0.0345828	0.0669639	0.117853	0.0520725	0.0526581	0.39074	0.152173	0.0785378	0.0967028	0.207829	0.357237	0.302346	0.545573	0.338299	0.0037423	0.195119	0.0280168	0.477377	0.789391	1.0841	1.64913	4	5.23415
60000	-711.0822	-722.6899	11.60764	10	4.44717	0.0129883	0.0659103	0.0339804	0.359652	0.00932249	0.0527641	0.0933915	0.12816	0.0553497	0.0421008	0.0745042	0.0670334	0.00683082	0.0680223	0.00949354	0.00782802	0.028281	0.0516143	0.0116386	0.0185743	0.0279611	0.0351841	0.0205447	0.0181921	0.124756	0.0537986	0.105271	0.486667	0.0340484	0.163296	0.104629	0.00525874	0.244008	0.0659854	0.0958946	0.108356	0.0193381	0.0274792	0.0191569	0.0784433	0.231408	0.0405958	0.486701	0.093666	0.364046	0.197457	0.0116173	0.111302	0.0457234	0.355002	0.0160248	0.477359	0.789379	1.0841	1.64916	5	4.989251
61000	-703.3305	-724.6981	21.36754	10	2.539241	0.00423793	0.0394809	0.0162021	0.21243	0.0038959	0.0574342	0.0205125	0.0765247	0.0329794	0.410901	0.00783153	0.0269044	0.121758	0.0655864	0.00614252	0.0914376	0.00937775	0.0991265	0.0096216	0.0117086	0.00812635	0.103498	0.0474536	0.0046691	0.0022948	0.0351251	0.0583714	0.136813	0.286885	0.185131	0.0162969	0.0686895	0.182613	0.0257096	0.128614	0.0819296	0.256363	0.0181454	0.157899	0.241723	0.0935134	0.0257449	0.0156069	0.0549575	0.15869	0.437654	0.0309183	0.00291004	0.170287	0.0534915	0.175546	0.350146	0.702338	1.07906	1.86846	5	4.589764
62000	-718.1593	-732.5035	14.3442	2	1.468807	0.0630136	0.0426542	0.0381642	0.403291	0.135857	0.0724706	0.0070099	0.00645218	0.126469	0.0143795	0.0387704	0.0651874	0.0300058	0.144806	0.0208758	0.0338023	0.0676986	0.0265073	0.0330435	0.0299799	0.110066	0.0377417	0.0170925	0.00781796	0.0862674	0.00489898	0.00681298	0.045728	0.0252524	0.135932	0.0143852	0.272376	0.0628434	0.0100168	0.241143	0.0871712	0.078998	0.0941238	0.102101	0.0862027	0.0394973	0.0458313	0.0119828	0.22629	0.175832	0.0277953	0.021469	0.0878298	0.379903	0.435082	0.0287317	0.220463	0.583281	1.04854	2.14772	4	4.407654
63000	-695.1262	-720.0032	24.87703	10	1.582367	0.0350002	0.040659	0.164273	0.188526	0.103418	0.0190221	0.0255258	0.0418063	0.0500647	0.0787377	0.00300425	0.026651	0.0312834	0.0934436	0.0162338	0.0297493	0.032429	0.0090159	0.0443253	0.0512006	0.0780015	0.160958	0.0052884	0.00188454	0.0146397	0.0335713	0.00491051	0.023404	0.0361976	0.127615	0.095389	0.0682914	0.243842	0.00897233	0.123266	0.114475	0.0583019	0.108216	0.0809919	0.109178	0.137389	0.125202	0.0956884	0.00365555	0.0978865	0.0214902	0.257535	0.0596476	0.0393067	0.0485846	0.34303	0.23777	0.601716	1.05491	2.1056	5	3.811178
64000	-700.0446	-724.705	24.66037	10	2.443642	0.203375	0.103965	0.00110184	0.200927	0.0225993	0.020935	0.0345069	0.0844918	0.133947	0.0997165	0.00567246	0.0458001	0.00350769	0.00347902	0.0386367	0.0161671	0.0128979	0.0310397	0.0948779	0.0351799	0.010779	0.0217076	0.0218473	0.00948599	0.00146756	0.00719731	0.0838987	0.00477452	0.0971053	0.0449793	0.00592238	0.074174	0.0651644	0.127491	0.0930678	0.00540634	0.0188785	0.00168468	0.0701465	0.121494	0.149711	0.241605	0.110785	0.0151603	0.00399654	0.0986591	0.563192	0.458602	0.0150279	0.0883983	0.335128	0.341048	0.695183	1.07796	1.88581	5	4.159764
65000	-727.8286	-733.4871	5.658493	2	1.181249	0.187193	0.00154201	0.0125715	0.432658	0.0200855	0.163935	0.103096	0.182242	0.0347597	0.0467197	0.154984	0.00499067	0.00462481	0.0221738	7.82587e-05	0.0992241	0.0221909	0.0237152	0.00980321	0.00507801	0.0557691	0.0727935	0.051383	0.00991153	0.0555907	0.0291054	0.120411	0.0934339	0.217385	0.0340308	0.34433	0.135695	0.0911982	0.153676	0.265923	0.366993	0.246307	0.0231907	0.141182	0.132267	0.0511411	0.0543736	0.135282	0.0570234	0.177179	0.0177529	0.0152397	0.140504	0.0317936	0.0176497	0.0612629	0.171639	0.525189	1.02456	2.27861	4	4.931444
66000	-692.2031	-723.806	31.60291	10	1.472791	0.0259705	0.0606136	0.0979884	0.133397	0.0299505	0.0528006	0.006748	0.162753	0.0307354	0.0361243	0.00248302	0.0305768	0.0144608	0.0080605	0.00825836	0.0619702	0.0226049	0.0645144	0.0386286	0.0641483	0.0359791	0.0899026	0.000283707	0.0267602	0.0758216	0.0396915	0.0147631	0.0538637	0.123614	0.10609	0.00929899	0.0549717	0.11912	0.328158	0.039835	0.00147241	0.00846212	0.0605252	0.164739	0.00965712	0.0376253	0.283743	0.204416	0.0103894	0.109076	0.0170533	0.10624	0.101767	0.00470929	0.527057	0.00553885	0.221089	0.583964	1.04878	2.14616	5	3.723411
67000	-725.5118	-737.9487	12.43695	2	2.241044	0.115824	0.164573	0.00971286	0.262133	0.0229342	0.0075478	0.097178	0.00509952	0.0788546	0.078635	0.00493912	0.0356982	0.0922409	0.0527816	0.0396376	0.108473	0.00458285	0.0288711	0.0138811	0.0357933	0.218767	0.0613656	0.0212753	0.0513175	0.0014802	0.00525442	0.0351963	0.0288939	0.00238614	0.0293621	0.075611	0.0213307	0.124819	0.0275894	0.0623898	0.201765	0.128332	0.441928	0.0672857	0.339296	0.0711202	0.104152	0.0453463	0.018278	0.318548	0.510497	0.042275	0.04856	0.020807	0.0761508	0.0450586	0.320445	0.67842	1.075	1.92614	4	4.505828
68000	-721.6418	-732.8605	11.21875	10	2.608977	0.0906099	0.196337	0.339647	0.373284	0.0544694	0.0350539	0.116058	0.0757364	0.0647672	0.0535471	0.0980407	0.00448956	0.0700194	0.0719566	0.00621206	0.00329456	0.00156649	0.137254	0.069893	0.0795736	0.0861388	0.0717699	0.00336002	0.0184455	0.0491276	0.0262682	0.0244207	0.0674268	0.156632	0.443949	0.0793553	0.028168	0.359179	0.0057401	0.0745452	0.050731	0.610771	0.00526203	0.0515983	0.0942884	0.024761	0.0187137	0.126635	0.356593	0.0269342	0.0133751	0.021841	0.104672	0.00383015	0.274712	0.173257	0.356551	0.707289	1.07976	1.8564	5	5.39431
69000	-723.4459	-729.2596	5.813721	10	3.136062	0.0730881	0.0903002	0.128004	0.493604	0.26211	0.0294732	0.071962	0.121866	0.429141	0.113163	0.0830467	0.0199689	0.0880215	0.0117401	0.0230816	0.0737409	0.0183615	0.08066	0.00981862	0.083953	0.0792064	0.0675916	0.0177445	0.022184	0.155294	0.00605262	0.00521751	0.066679	0.425542	0.261471	0.235552	0.0767742	0.0386808	0.0343158	0.0667205	0.215325	0.0657882	0.20229	0.00756363	0.0205058	0.000443743	0.00691213	0.410621	0.210085	0.0905671	0.0987541	0.0528098	0.186763	0.246747	0.013833	0.343852	0.399521	0.738794	1.08311	1.77857	5	6.03699
70000	-719.1991	-734.383	15.18399	10	3.645985	0.0304574	0.131812	0.229143	0.18289	0.0341145	0.0720915	0.0793407	0.0541088	0.138464	0.0283629	0.233868	0.0558549	0.0586909	0.0088302	0.0189887	0.0523701	0.0344158	0.118337	0.161639	0.0633368	0.0387614	0.247176	0.0225877	0.0100409	0.154516	0.033923	0.0565267	0.121867	0.032272	0.0120632	0.0262231	0.0888291	0.111374	0.0428492	0.0383396	0.0216224	0.0647429	0.0274322	0.196811	0.0047273	0.19481	0.00521791	0.0645937	0.0593111	0.0331695	0.070224	0.0370897	0.312899	0.311747	0.337026	0.287798	0.43379	0.762003	1.08427	1.71994	5	4.853686
