Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
849000	-1561.349	-1638.03	76.68164	10	2.583777	0.184262	0.00049507	0.00933751	0.0718943	0.0461422	0.017335	0.0169088	0.0654923	0.00811126	0.0152681	0.0524384	0.0865311	0.0700125	0.0255455	0.0474657	0.112026	0.175454	0.0917573	0.029022	0.151726	0.0724707	0.0111585	0.0258531	0.0129177	0.0398856	0.0378986	0.0231885	0.00759021	0.160288	0.00855259	0.0372459	0.216931	0.061199	0.847283	0.17246	0.121576	0.109648	0.117047	0.0688819	0.306303	0.285983	0.0613538	0.0647392	0.0492075	0.0669454	0.0681167	0.00700256	0.0219551	0.0775475	0.0223236	0.167152	0.170626	0.00879168	0.0195367	0.0951871	0.014766	0.0761563	0.139186	0.109252	0.354258	0.705525	1.07952	1.8607	5	5.261433
850000	-1554.438	-1642.632	88.1945	10	1.72902	0.130734	0.0359951	0.0193982	0.0154411	0.0675584	0.0141278	0.00953482	0.110347	0.0286748	0.112286	0.0247428	0.0366693	0.0652895	0.0329637	0.0117439	0.0702273	0.0999615	0.0455579	0.0406292	0.0265597	0.0143065	0.0448083	0.0326986	0.00339715	0.0235709	0.033678	0.00781022	0.030831	0.0175584	0.0569285	0.0893465	0.0677295	0.0908051	0.432349	0.185326	0.0260925	0.0485957	0.0171802	0.00143004	0.315815	0.105558	0.0223508	0.0958561	0.0220481	0.121265	0.106953	0.0416588	0.0883063	0.0328432	0.0334079	0.139093	0.0509395	0.142683	0.00130129	0.0714972	0.0163872	0.0145801	0.0804098	0.168373	0.258634	0.622713	1.06145	2.0572	5	3.894209
851000	-1567.513	-1643.917	76.40448	10	1.755485	0.122694	0.0417978	0.0122731	0.0937562	0.0083512	0.044764	0.0206636	0.167233	0.0144968	0.0732443	0.042773	0.0899121	0.0958906	0.0545895	0.0378207	0.117577	0.0379262	0.158734	0.0127179	0.000182403	0.00296876	0.0328636	0.0287986	0.0128853	0.0487076	0.0393238	0.0313121	0.00878279	0.0420107	0.0248023	0.0723895	0.29941	0.0274725	0.597499	0.178974	0.209389	0.0718476	0.0567367	0.0105649	0.326477	0.136612	0.0734378	0.053322	0.0435015	0.0413051	0.108095	0.02868	0.109007	0.0281878	0.0182273	0.193187	0.148297	0.0417576	0.00800021	0.0885088	0.0304574	0.114737	0.040497	0.0708701	0.262231	0.626209	1.06247	2.04909	5	4.7473
852000	-1559.657	-1631.847	72.19035	10	1.20348	0.11254	0.0198857	0.023027	0.0521387	0.0182323	0.0607861	0.00144149	0.142017	0.0164966	0.118585	0.0547872	0.0858275	0.0806422	0.0118251	0.028279	0.0449307	0.0395099	0.119564	0.00268201	0.00382815	0.0662908	0.0106618	0.0219	0.00949939	0.0207745	0.0470321	0.00430252	0.016734	0.148937	0.0567408	0.0597954	0.200398	0.0219545	0.619897	0.13777	0.0719517	0.265362	0.105734	0.041037	0.452707	0.173541	0.0324467	0.118223	0.0153303	0.071888	0.129159	0.121906	0.180514	0.0157033	0.0145159	0.109681	0.0794589	0.0795959	0.00163416	0.124411	0.0323146	0.0416448	0.0279759	0.146116	0.175683	0.530399	1.02695	2.26696	5	4.932564
853000	-1559.353	-1644.162	84.80896	10	1.13405	0.0689488	0.018315	0.0262426	0.0232946	0.00981879	0.0656194	0.0759041	0.0981238	0.00353732	0.0223446	0.0269027	0.0613054	0.183843	0.013072	0.0413665	0.0977072	0.234135	0.00204227	0.0298283	0.00807359	0.0301785	0.0167584	0.0145515	0.0224995	0.0152525	0.0221761	0.0108177	0.00861929	0.0226752	0.0268938	0.0381787	0.240846	0.0967677	0.642035	0.0628666	0.00984338	0.0375232	0.122603	0.0208143	0.33156	0.169869	0.00689571	0.130522	0.00472203	0.0408538	0.126959	0.0455825	0.165301	0.0338524	0.059199	0.145116	0.0567016	0.202905	0.00723952	0.0554982	0.0213911	0.0498069	0.0240341	0.206828	0.162898	0.513642	1.01909	2.30437	5	4.457161
854000	-1552.662	-1637.008	84.34554	10	1.508588	0.187339	0.00772129	0.0604175	0.0638455	0.0612588	0.00273657	0.0712849	0.0351871	0.0192402	0.0481186	0.0646097	0.0766596	0.052152	0.00789799	0.117798	0.0739838	0.102195	0.0717083	0.0215815	0.0839254	0.0195603	0.00499014	0.0185616	0.0355652	0.0317305	0.00545882	0.0139552	0.0139469	0.0645199	0.00929343	0.0905714	0.0756522	0.223114	0.733148	0.0967749	0.191587	0.0951794	0.145608	0.0024253	0.334737	0.14218	0.0344673	0.0278602	0.0337136	0.0528734	0.107586	0.0351703	0.0419644	0.0235619	0.108001	0.131684	0.0420719	0.0653221	2.69247e-05	0.1272	0.0131306	0.00328444	0.0651305	0.141054	0.226646	0.58998	1.05092	2.13245	5	4.632323
855000	-1563.921	-1641.31	77.38894	10	0.9170879	0.0958999	0.0084396	0.0290502	0.0732697	0.0682085	0.0355547	0.0151238	0.134491	0.00119771	0.0729553	0.0931154	0.0751437	0.129407	0.015532	0.0281308	0.0448409	0.133063	0.0347806	0.00167211	0.162909	0.0487497	0.0063108	0.0208932	0.00178383	0.00307423	0.0396139	0.0351281	0.0126234	0.244721	0.0589697	0.0589627	0.140289	0.319435	0.851933	0.0530637	0.0302618	0.161575	0.172918	0.0501104	0.309117	0.100618	0.212678	0.0919111	0.0400673	0.0105203	0.114513	0.0562821	0.179699	0.0507888	0.0123218	0.0305407	0.211573	0.132566	0.01668	0.0486736	0.0230148	0.0354323	0.0422456	0.100191	0.120128	0.450329	0.984778	2.44477	5	5.382634
856000	-1563.014	-1639.33	76.31586	10	2.279594	0.135601	0.0180138	0.0298172	0.0363705	0.0250161	0.0446075	0.0265608	0.0803786	0.00241174	0.0539134	0.0490457	0.084051	0.110257	0.0407056	0.02258	0.0835666	0.163448	0.145665	0.0505163	0.0129443	0.132776	0.0259348	0.0651817	0.000830371	0.0263395	0.0267092	0.00749377	0.00369698	0.107899	0.0373933	0.112434	0.124621	0.405663	0.976104	0.0656311	0.0959711	0.0924213	0.147589	0.0277719	0.21768	0.0541981	0.257753	0.0368718	0.0530709	0.0485644	0.0932181	0.0468388	0.124653	0.132064	0.0240461	0.065298	0.200677	0.101861	0.0232822	0.0843521	0.00603891	0.0592476	0.0502989	0.043279	0.324512	0.681793	1.07564	1.91806	5	5.421224
857000	-1566.991	-1641.654	74.66296	10	1.979134	0.106653	0.0360354	0.0168776	0.0457273	0.0462267	0.0427477	0.105591	0.0675208	0.0178948	0.152449	0.038242	0.0592031	0.0681818	0.0314105	0.161251	0.0381696	0.0815943	0.00832324	0.00105173	0.0505267	0.0364313	0.00621171	0.0106297	0.0141983	0.0214609	0.0389629	0.0156927	0.00234433	0.00332574	0.0912349	0.047452	0.129897	0.226598	0.738276	0.103889	0.0117534	0.10563	0.16989	0.0356397	0.527368	0.109579	0.175042	0.153715	0.0221872	0.00164441	0.0552652	0.0428544	0.037939	0.00169533	0.0993009	0.0626817	0.098703	0.138816	0.0202076	0.118197	0.00436708	0.106429	0.0408359	0.101181	0.290771	0.652776	1.06946	1.98699	5	4.903204
858000	-1563.419	-1638.866	75.44744	10	2.9293	0.14101	0.00907696	0.011588	0.0685636	0.0187779	0.0337523	0.0277518	0.108176	0.0373497	0.0877918	0.0372385	0.0798129	0.0593376	0.0554579	0.0677351	0.120979	0.0954318	0.0249451	0.0214135	0.00188249	0.048757	0.0599434	0.00635277	0.0494418	0.0219667	0.0425978	0.0074066	0.0022769	0.0752252	0.0314151	0.0942813	0.223647	0.383363	0.433406	0.0669934	0.0232978	0.105059	0.174174	0.0340729	0.368794	0.146277	0.056006	0.0631136	0.0576018	0.0167583	0.0701317	0.126166	0.0547957	0.026958	0.0187854	0.107132	0.137317	0.0388261	0.0151736	0.12378	0.0201651	0.0527178	0.0175571	0.184819	0.383717	0.727537	1.08214	1.8066	5	4.694625
859000	-1548.656	-1639.587	90.93081	10	0.9226797	0.0791656	0.0316226	0.000672745	0.0459807	0.0531416	0.0210959	0.0209113	0.0328237	0.0139328	0.0387357	0.0236531	0.01609	0.164738	0.0220451	0.121886	0.00838359	0.140293	0.064069	0.0306325	0.124459	0.0672233	0.0292541	0.0309021	0.00275153	0.0104733	0.0110305	0.0393621	0.00212827	0.077326	0.0291049	0.0474337	0.00566119	0.280692	0.657578	0.0492224	0.135992	0.163417	0.0618728	0.0624612	0.129878	0.0743886	0.0854421	0.107302	0.0379968	0.0302219	0.0788315	0.141634	0.11377	0.0133133	0.000625339	0.0230497	0.0962176	0.133416	0.0257662	0.0294667	0.00222975	0.0175031	0.047441	0.0949439	0.12128	0.452211	0.985906	2.4406	5	4.101656
860000	-1570.076	-1638.931	68.85449	10	1.156845	0.145519	0.0444518	0.0386416	0.0177466	0.0271718	0.0163733	0.0416876	0.0346984	0.0151212	0.0697032	0.0636925	0.0217908	0.144837	0.0245773	0.0738094	0.0974204	0.0288004	0.0740308	0.00387225	0.0102869	0.0892616	0.0335249	0.00209877	0.00899624	0.123708	0.0458131	0.0116168	0.00279823	0.186043	0.0922192	0.0708957	0.104581	0.155278	0.568597	0.0658928	0.112946	0.203222	0.08208	0.0422326	0.479838	0.127562	0.00162415	0.024953	0.0947117	0.00370762	0.141202	0.126604	0.117654	0.0544068	0.0744823	0.0167683	0.0905653	0.122257	0.0111021	0.193556	0.0116252	0.0740608	0.0702	0.155064	0.167145	0.519303	1.0218	2.29175	5	4.987982
861000	-1554.775	-1633.061	78.28592	10	1.216941	0.119634	0.0520859	0.0130076	0.0398918	0.0434926	0.0322823	0.020883	0.0155555	0.0305795	0.0271907	0.0460703	0.0533919	0.0675023	0.027245	0.0589449	0.0560598	0.112646	0.0504939	0.00702081	0.00927959	0.00755323	0.0605321	0.00196427	0.0171593	0.00658737	0.0105415	0.0163474	0.004234	0.0298577	0.013345	0.069301	0.0324079	0.408047	0.664761	0.162852	0.130125	0.14062	0.104386	0.038982	0.154747	0.0852075	0.0440839	0.340026	0.0211564	0.0426019	0.13204	0.0963694	0.0130447	0.0484029	0.0852868	0.0661095	0.085479	0.0833901	0.0162415	0.191011	0.0437883	0.0424755	0.121861	0.0188113	0.17811	0.533486	1.02835	2.26006	5	4.534995
862000	-1550.727	-1636.424	85.69636	10	1.624423	0.0682257	0.0107072	0.0706814	0.000968363	0.0525244	0.0118239	0.0316701	0.0325093	0.00523116	0.0473128	0.0261891	0.0766795	0.0965294	0.00832225	0.0507568	0.0300655	0.122581	0.152052	0.0188468	0.0766144	0.0465729	0.0189008	0.00843497	0.00714358	0.0137102	0.0374861	0.0281653	0.0137725	0.0516229	0.0693901	0.0928698	0.0839178	0.281359	0.584681	0.0483818	0.109684	0.0951775	0.0843404	0.058004	0.294887	0.0294346	0.0364303	0.0926063	0.0544162	0.0421924	0.0493104	0.177022	0.112064	0.0395	0.0352638	0.0200355	0.103964	0.0813457	0.0147091	0.211215	0.000433795	0.0634465	0.0837954	0.14903	0.243919	0.608037	1.05696	2.09108	5	4.415009
863000	-1566.338	-1639.175	72.83674	10	1.79568	0.191851	0.00509303	0.0510114	0.107371	0.0441542	0.0647356	0.00609327	0.0393841	0.00657631	0.0508977	0.0631911	0.0445461	0.0670807	0.0226339	0.0364326	0.0870931	0.101637	0.167888	0.000201408	0.0705694	0.0169177	0.0133475	0.0338611	0.0143614	0.0173949	0.0538872	0.021199	0.00891096	0.191561	0.0501145	0.0969089	0.11034	0.214698	1.12388	0.17038	0.104169	0.108135	0.121247	0.0385389	0.265591	0.0173928	0.0191435	0.0262126	0.0169943	0.0736548	0.115378	0.208375	0.127905	0.0979537	0.0504695	0.0282472	0.10389	0.0736825	0.00168618	0.0823244	0.0100281	0.023965	0.035548	0.117948	0.267602	0.631365	1.06392	2.03711	5	5.234678
864000	-1564.249	-1650.652	86.40288	10	1.77023	0.0772396	0.0456195	0.0122107	0.00826408	0.0969253	0.0564242	0.0568002	0.0547912	0.00207783	0.0796276	0.0985154	0.0439871	0.0574307	0.000897662	0.0256194	0.085514	0.143264	0.0448457	0.066124	0.0440098	0.026635	0.0349557	0.0212947	0.00699568	0.0129242	0.0829629	0.0220277	0.0018691	0.132324	0.066199	0.0784734	0.11328	0.350835	0.557568	0.170219	0.0864308	0.0292464	0.125982	0.0185544	0.278223	0.0545991	0.0776801	0.0852022	0.0824245	0.0476673	0.105294	0.139708	0.153378	0.0306961	0.0102415	0.0289459	0.0423859	0.0934232	0.0247392	0.0341746	0.00666526	0.0386958	0.0817071	0.0315915	0.264214	0.628122	1.06301	2.04465	5	4.486405
865000	-1584.262	-1653.767	69.50505	10	2.420861	0.128299	0.0144543	0.087661	0.0467455	0.0685708	0.0318489	0.015475	0.10374	0.0648471	0.15441	0.00631451	0.0285895	0.156083	0.00980482	0.10819	0.0878707	0.106849	0.0464589	0.00944375	0.000313502	0.00498751	0.0495246	0.0060674	0.0113692	0.0565029	0.163182	0.0466703	0.00683712	0.111041	0.0637247	0.0846622	0.151094	0.0475687	0.856595	0.185481	0.177672	0.116244	0.0970095	0.0729662	0.373628	0.134701	0.0533905	0.0523781	0.0169162	0.0385967	0.192903	0.182665	0.120009	0.0654234	0.131915	0.00979337	0.26377	0.113795	0.0111683	0.0690198	0.0128605	0.00763061	0.0519473	0.0663789	0.338823	0.693411	1.07767	1.8901	5	5.554059
866000	-1569.203	-1645.663	76.46001	10	1.770544	0.251705	0.0061589	0.0175705	0.0376454	0.080706	0.0247537	0.0353631	0.112757	0.0457889	0.0656516	0.0309934	0.121962	0.118049	0.0688074	0.00610277	0.105186	0.049939	0.0913148	0.00124594	0.00418026	0.00244862	0.0817998	0.00615535	0.031154	0.0159334	0.0321079	0.0325256	0.013867	0.0921938	0.0301386	0.0691434	0.12579	0.0655351	0.800077	0.10011	0.204442	0.173107	0.0659804	0.00593443	0.523286	0.0272374	0.0154399	0.153884	0.012146	0.0820343	0.131859	0.214101	0.170167	0.0220055	0.0885143	0.0272508	0.153724	0.0565538	0.013186	0.125238	0.0495584	0.0300551	0.0814692	0.121945	0.264256	0.628163	1.06302	2.04456	5	5.32398
867000	-1569.667	-1650.111	80.44444	10	1.120232	0.156241	0.0214648	0.0441011	0.0178918	0.0294448	0.0403081	0.00208408	0.0657723	0.0235127	0.0710962	0.0451191	0.0677581	0.0839713	0.00930863	0.0065375	0.0121706	0.121112	0.139124	0.0601978	0.037941	0.0364943	0.036052	0.0513853	0.00629945	0.0253864	0.000686751	0.020864	0.0282236	0.0898161	0.0644247	0.126475	0.103737	0.0370941	0.891805	0.0880235	0.163969	0.0852534	0.12044	0.0624775	0.104863	0.0561552	0.0289216	0.0752843	0.0364995	0.0658681	0.0785111	0.12632	0.179023	0.0361563	0.0843879	0.0926957	0.345347	0.178733	0.0501547	0.164587	0.028586	0.0958344	0.0247012	0.0641374	0.1603	0.51013	1.01738	2.31219	5	5.01083
868000	-1564.326	-1637.53	73.20406	10	2.079333	0.153628	0.0138426	0.0632107	0.0338079	0.0728092	0.0563325	0.0142135	0.108028	0.0131579	0.108466	0.0650575	0.0439751	0.106158	0.0415449	0.00892433	0.0845885	0.0518991	0.185295	0.0458909	0.0866191	0.00680838	0.0215585	0.0624667	0.00113885	0.0166055	0.022497	0.00854612	0.011575	0.181939	0.0909248	0.0706961	0.118924	0.0724337	0.675267	0.199418	0.108362	0.0715146	0.0166151	0.0737963	0.456721	0.108802	0.0117438	0.0291408	0.0448856	0.0128264	0.0328062	0.282486	0.150996	0.00636128	0.0589458	0.148956	0.312749	0.156105	0.00683497	0.140346	0.00603689	0.0950275	0.00659822	0.0648365	0.302564	0.663193	1.07185	1.96239	5	5.32174
869000	-1555.691	-1641.629	85.93867	10	2.542758	0.118847	0.0252507	0.0207654	0.0620999	0.0613116	0.00576514	0.0461446	0.0420433	0.00646373	0.0609959	0.0642021	0.0640937	0.115559	0.00317122	0.0462493	0.0470751	0.136373	0.0977227	0.0214211	0.0613817	0.00440094	0.0436327	0.0344637	0.0190853	0.0213572	0.0375941	0.0188102	0.0145123	0.0750052	0.0870621	0.0269536	0.0860884	0.12129	0.634733	0.0140709	0.0737613	0.217472	0.066358	0.0205581	0.264205	0.0370013	0.0277805	0.0406845	0.0522466	0.0168184	0.102391	0.247491	0.110809	0.0629055	0.0160582	0.049593	0.509307	0.0396164	0.0128539	0.0245834	0.00430282	0.0760607	0.0288469	0.0406737	0.350473	0.702593	1.0791	1.86784	5	4.488374
870000	-1569.47	-1647.343	77.87297	10	1.52564	0.109	0.0175131	0.016537	0.0129923	0.0191502	0.022954	0.0183834	0.0972548	0.0017902	0.0447787	0.0475753	0.0499982	0.0726237	0.0541769	0.0661205	0.103335	0.0814385	0.0538278	0.0271919	0.0825965	0.0518603	0.0554277	0.00953307	0.0233275	0.045963	0.0297804	0.0207123	0.00596852	0.0854284	0.0303854	0.123778	0.113253	0.0325152	0.979115	0.141661	0.00932414	0.105011	0.121734	0.0481666	0.356367	0.00147535	0.0310045	0.143262	0.0110513	0.106703	0.188488	0.292917	0.229675	0.0602565	0.0477438	0.0452132	0.159318	0.140878	0.00370291	0.236674	0.00815254	0.0531887	0.0601283	0.127574	0.229256	0.592769	1.05189	2.12608	5	5.335954
871000	-1577.866	-1650.324	72.45808	10	2.207971	0.100182	0.0904564	0.0286219	0.0475138	0.110865	0.0268053	0.0188683	0.103056	0.00931256	0.0827837	0.0264758	0.0314222	0.124485	0.0584288	0.078291	0.0570449	0.11668	0.0650907	0.0227938	0.0900525	0.00435259	0.0311908	0.0531565	0.0470509	0.035285	0.0567124	0.0121338	0.0373799	0.0340748	0.0195229	0.089076	0.30798	0.102294	0.806159	0.170345	0.20724	0.119973	0.105746	0.0602158	0.437574	0.0650512	0.0825907	0.0514935	0.0444332	0.0346901	0.101467	0.110352	0.0817205	0.0586116	0.112833	0.062613	0.023126	0.109994	0.00203836	0.0412761	0.00306288	0.0419582	0.024596	0.392889	0.316897	0.675451	1.07442	1.93323	5	5.471488
872000	-1566.008	-1642.522	76.51336	10	2.169784	0.0841162	0.0112071	0.0425558	0.0705323	0.0576468	0.0078163	0.0174425	0.0972951	0.00127631	0.0386128	0.0246925	0.026685	0.0862539	0.0121991	0.062301	0.0729335	0.0455039	0.0631024	0.0132202	0.0143804	0.00555048	0.0233143	0.0553928	0.0113897	0.0265612	0.0408816	0.0151335	0.018385	0.0885046	0.0307161	0.0669379	0.309058	0.215379	0.542488	0.0839264	0.0778079	0.0860985	0.0826206	0.0655134	0.467873	0.119452	0.0246837	0.106276	0.0270357	0.0493648	0.0361084	0.137917	0.0606567	0.0118979	0.0901377	0.0953182	0.0416263	0.145368	0.0511636	0.112276	0.00490722	0.0389051	0.103814	0.211309	0.312733	0.671933	1.07371	1.94162	5	4.631521
873000	-1581.508	-1647.838	66.33012	10	1.304961	0.0825365	0.0354356	0.0770029	0.0195666	0.0708866	0.00623402	0.0290195	0.0442194	0.0183429	0.056161	0.0368975	0.0298269	0.0850837	0.0201608	0.0563461	0.0931707	0.0386877	0.11112	0.00641551	0.0395546	0.0539688	0.0748454	0.0286854	0.0195442	0.0291641	0.0173266	0.0236719	0.0127648	0.190199	0.0594529	0.101386	0.11787	0.0151509	0.626776	0.25299	0.0620452	0.0416264	0.0628088	0.0190273	0.392628	0.220551	0.0565167	0.0270981	0.0718998	0.0184333	0.0470481	0.0973333	0.100263	0.0587883	0.0188625	0.0126376	0.240053	0.121562	0.0027006	0.0663733	0.0294401	0.17109	0.0232028	0.143375	0.193561	0.552508	1.03657	2.21736	5	4.68583
874000	-1564.718	-1639.029	74.31105	10	1.218404	0.084193	0.0345954	0.0446731	0.0537964	0.0192945	0.0457662	0.00252009	0.0549628	0.00328397	0.0873594	0.0880972	0.0543735	0.0920259	0.00810029	0.0750692	0.00503303	0.0962382	0.0253517	0.0856226	0.000570464	0.112648	0.0480956	0.0301215	0.0182042	0.0355	0.0355254	0.0144159	0.0286691	0.04897	0.0289837	0.168779	0.294583	0.0676526	1.1047	0.20733	0.109644	0.170461	0.0504323	0.0887376	0.635626	0.0376193	0.0579509	0.0591438	0.0200031	0.019714	0.127939	0.0937338	0.121032	0.100728	0.0408073	0.0583827	0.108339	0.0895401	0.00472697	0.106007	0.00219392	0.0300716	0.130772	0.0534937	0.178372	0.533819	1.0285	2.25931	5	5.5222
875000	-1543.022	-1632.923	89.90039	10	1.159013	0.0966139	0.0101812	0.0375383	0.0536641	0.0267351	0.022042	0.0167776	0.0767341	0.0138368	0.0389719	0.0684808	0.0744485	0.126469	0.0135939	0.0849104	0.05375	0.0431237	0.0606674	0.0363011	0.0336496	0.091264	0.0298366	0.0272056	0.00205089	0.0125079	0.028439	0.00621454	0.0196621	0.191547	0.0374879	0.0840755	0.0433781	0.0561082	0.796716	0.0248889	0.0601625	0.196032	0.0478483	0.0146869	0.291687	0.0621139	0.0126236	0.159014	0.0626953	0.0858	0.0614143	0.0368922	0.15496	0.104165	0.0567735	0.0320653	0.141935	0.149962	0.00758725	0.135929	0.0237609	0.0451644	0.0330817	0.141084	0.167547	0.519833	1.02205	2.29057	5	4.557307
876000	-1545.234	-1637.411	92.17736	10	1.1907	0.0571085	0.0197602	0.0772533	0.00736647	0.0438435	0.0196213	0.0293347	0.0795624	0.0117222	0.0420654	0.0429049	0.0337366	0.0654654	0.0203029	0.0160788	0.0352283	0.0427981	0.0536924	0.000646704	0.0077257	0.012605	0.013541	0.00396908	0.0169831	0.0190887	0.0262416	0.0138592	0.0208053	0.0888376	0.0799041	0.091225	0.164914	0.0423981	0.669292	0.00738618	0.0363525	0.165158	0.113271	0.00951029	0.184882	0.0680288	0.0272392	0.227694	0.023904	0.0384617	0.0432414	0.0637941	0.120236	0.121654	0.035645	0.0260367	0.0886763	0.0915303	0.00173878	0.168561	0.000945101	0.0433551	0.0525948	0.0613764	0.173364	0.527421	1.02559	2.27362	5	3.791153
877000	-1560.204	-1640.44	80.23641	10	2.072384	0.166195	0.0101105	0.0213437	0.0565887	0.0155969	0.0654579	0.0187179	0.101448	0.000247412	0.111672	0.0667466	0.0894196	0.157043	0.0491504	0.00814374	0.0877972	0.0413733	0.0422416	0.0152448	0.0588411	0.00596969	0.0182304	0.0410655	0.0275329	0.0337668	0.0471277	0.00930829	0.0280163	0.0134102	0.0153781	0.136733	0.106227	0.267445	0.782801	0.153366	0.00384422	0.033351	0.0678781	0.0502806	0.235237	0.18966	0.0589935	0.230347	0.117263	0.0499458	0.126393	0.00704603	0.142928	0.127117	0.0432472	0.0414882	0.114106	0.171383	0.00215705	0.117654	0.00291143	0.0467667	0.081557	0.084653	0.301765	0.662497	1.0717	1.96404	5	5.015964
878000	-1566.362	-1643.822	77.46038	10	1.425593	0.160028	0.0364668	0.0305613	0.0822844	0.0162101	0.0150929	0.0574517	0.0664641	0.0089544	0.0650024	0.0340907	0.0748283	0.160867	0.0611807	0.156364	0.0604157	0.103301	0.0550706	0.0816594	0.0769643	0.00347844	0.040242	0.0271777	0.00894288	0.0197945	0.0288845	0.0363219	0.0141096	0.0397171	0.0985884	0.0272297	0.0551093	0.140206	0.777644	0.133934	0.123228	0.0365026	0.117344	0.0303023	0.295837	0.238806	0.014227	0.29967	0.0451441	0.00272264	0.158029	0.127562	0.142762	0.232339	0.0302135	0.0122595	0.137086	0.0137587	0.0243865	0.148656	0.0274561	0.0532174	0.0171774	0.0758479	0.213596	0.575684	1.04574	2.16498	5	5.259173
879000	-1558.066	-1644.393	86.32632	10	1.364743	0.103311	0.0490771	0.01119	0.0531436	0.0442543	0.0458371	0.0436446	0.0489116	0.0903348	0.0634935	0.0123162	0.0250178	0.0908466	0.0417002	0.0410473	0.129833	0.100108	0.0421376	0.00520965	0.00095884	0.08934	0.057207	0.0192654	0.015901	0.0142244	0.0432767	0.0174383	0.018253	0.142295	0.0428218	0.122948	0.111188	0.305504	0.591565	0.132532	0.0852527	0.0281231	0.0467023	0.0738678	0.251918	0.1081	0.0335227	0.0941348	0.0174274	0.00781129	0.0699741	0.0353912	0.0995005	0.148338	0.053651	0.0104836	0.0479203	0.249922	0.0108188	0.123802	7.46869e-06	0.079932	0.030921	0.0112755	0.203652	0.564377	1.04138	2.19059	5	4.48493
880000	-1570.557	-1647.718	77.16163	10	1.964731	0.0773857	0.00112691	0.0348474	0.0493439	0.0965573	0.0079756	0.0436024	0.0806703	0.0343807	0.0829013	0.0486817	0.0295328	0.141371	0.0244676	0.00720012	0.054767	0.135481	0.153831	0.00573507	2.87999e-05	0.00969183	0.01022	0.0448666	0.0148148	0.0325347	0.0857942	0.00697705	0.0289676	0.0496765	0.0975675	0.0268285	0.100529	0.173757	0.708103	0.0957961	0.152648	0.054951	0.11851	0.0608622	0.494422	0.145687	0.00138763	0.447403	0.00696505	0.0833886	0.0920709	0.0178904	0.110898	0.260357	0.114572	0.00114033	0.131659	0.217891	0.00111988	0.018034	0.0280097	0.0281637	0.0593737	0.10672	0.289028	0.65121	1.06908	1.99068	5	5.350136
881000	-1560.481	-1642.866	82.3853	10	1.398098	0.0839916	0.00805416	0.015423	0.0402881	0.0697667	0.0296352	0.0154576	0.0648836	0.0520354	0.0763874	0.0875406	0.10227	0.116938	0.0193031	0.0418106	0.0713789	0.0158261	0.107525	0.00354845	0.000790965	0.0374582	0.000574927	0.00812601	0.000282657	0.0104333	0.014889	0.04217	0.00899057	0.187048	0.0982695	0.12029	0.0928951	0.11588	0.733362	0.0708343	0.0367309	0.182011	0.0353427	0.0360861	0.350993	0.0409665	0.0289771	0.20252	0.050474	0.000500641	0.184061	0.05682	0.0604349	0.082075	0.0192023	0.0261647	0.0676239	0.0976247	0.0155867	0.144547	0.016162	0.0392368	0.101197	0.0802827	0.209143	0.570667	1.04383	2.17636	5	4.519978
882000	-1556.053	-1635.177	79.12383	10	2.211365	0.163406	0.00441803	0.0191499	0.101612	0.0344058	0.012647	0.0270361	0.0408544	0.01225	0.0612989	0.0287709	0.0551285	0.141655	0.0242671	0.0456872	0.0604935	0.0114892	0.100698	0.00155301	0.0047305	0.0108788	0.0191604	0.0186359	0.0584516	0.0298968	0.0125287	0.020379	0.00878834	0.105159	0.0428596	0.092648	0.285067	0.0749764	0.900419	0.118319	0.0701767	0.11069	0.108206	0.0188499	0.271087	0.0670798	0.0717582	0.413284	0.0794872	0.0685911	0.152357	0.00972297	0.0961676	0.16916	0.0369036	0.0260136	0.0735432	0.101075	0.00973848	0.0202791	0.0371806	0.0750584	0.0883785	0.111978	0.317264	0.675759	1.07448	1.9325	5	5.036484
