Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
2692000	-1566.594	-1643.066	76.47164	10	1.981263	0.112447	0.0380442	0.025103	0.0821043	0.0446568	0.0285765	0.0378146	0.0546237	0.0486484	0.0531701	0.0590803	0.0542943	0.101541	0.00151898	0.0857018	0.0809535	0.0613471	0.106368	4.04409e-05	0.00224213	0.0178529	0.0693923	0.04827	0.0727873	0.0102967	0.0419064	0.0200415	0.015975	0.00524625	0.0973783	0.0477265	0.10235	0.101725	0.839095	0.45114	0.145557	0.138269	0.0883471	0.0386753	0.174241	0.0866091	0.00860667	0.415394	0.0184946	0.0689496	0.279507	0.0672767	0.132686	0.100234	0.0335293	0.0428887	0.0112633	0.0427508	0.0117799	0.0620835	0.0027039	0.0637528	0.00112323	0.0675195	0.291028	0.653006	1.06951	1.98645	5	5.121701
2693000	-1559.945	-1638.554	78.60921	10	1.64318	0.139439	0.00384848	0.0379447	0.0225646	0.0280859	0.0189039	0.0093569	0.0711987	0.00431597	0.0519772	0.0886241	0.0471129	0.0937726	0.0446723	0.0335639	0.0546242	0.0956627	0.0502201	0.0308117	0.0773164	0.0196381	0.0151309	0.00392955	0.00549077	0.0108726	0.0189961	0.0109538	0.0246071	0.112413	0.10872	0.070042	0.323508	0.0491396	0.863621	0.190037	0.0311488	0.0555636	0.0349228	0.128887	0.0422283	0.149102	0.128458	0.273735	0.0505396	0.0655845	0.206019	0.107405	0.0723062	0.0443449	0.0745726	0.0570761	0.456542	0.104277	0.0189798	0.0886037	0.000561799	0.110453	0.00457672	0.1957	0.246618	0.610775	1.05783	2.08478	5	5.332703
2694000	-1566.22	-1638.659	72.43881	10	1.924219	0.0924776	0.0224999	0.0193299	0.0633303	0.0491433	0.0578509	0.0125605	0.0226595	0.0136531	0.0642108	0.0211512	0.0556843	0.0850911	0.0281004	0.0745154	0.0516191	0.119287	0.0815983	0.0380334	0.0511252	0.0285769	0.0278236	0.0215654	0.0133979	0.0174215	0.0486165	0.0244397	0.0179718	0.023811	0.072416	0.0437517	0.0519743	0.202257	0.855132	0.245556	0.0921691	0.15991	0.0812466	0.0246106	0.0575258	0.075364	0.032344	0.318507	0.10662	0.0744494	0.173346	0.0138389	0.0314411	0.16952	0.0287912	0.00256408	0.111023	0.0510235	0.020297	0.21502	0.000410084	0.105678	0.0665712	0.0758269	0.284058	0.646706	1.06797	2.00126	5	4.80673
2695000	-1549.434	-1627.804	78.36954	10	2.049864	0.10724	0.0338854	0.0383897	0.0600469	0.0264736	0.00989499	0.0113791	0.0356922	0.0130749	0.0803979	0.0266863	0.0486924	0.0797151	0.0259726	0.0342456	0.0720701	0.0917281	0.0283825	0.0288613	0.061087	0.0421707	0.0331763	0.0120231	0.00300322	0.0311619	0.0294554	0.0133879	0.00663241	0.0786748	0.0299247	0.087725	0.030815	0.153861	0.722168	0.328532	0.0756483	0.0316542	0.086233	0.116909	0.196832	0.141286	0.0617975	0.170665	0.0159108	0.028895	0.225904	0.0887599	0.00764992	0.0237082	0.0806438	0.021852	0.0313886	0.137325	0.00437593	0.0905872	0.000624395	0.26424	0.0691952	0.0946446	0.299155	0.660214	1.07119	1.96944	5	4.583358
2696000	-1559.989	-1634.88	74.89052	10	1.674416	0.104413	0.0185497	0.00487943	0.102377	0.0586091	0.0282517	0.043795	0.100269	0.00386913	0.0803173	0.0334552	0.0151171	0.142194	0.0595619	0.076412	0.0450913	0.126862	0.148614	0.0159611	0.0130558	0.0673045	0.025109	0.000828026	0.00267317	0.00976875	0.0438365	0.0100337	0.00865142	0.0848651	0.0315058	0.0357331	0.21108	0.104816	0.911575	0.361852	0.147705	0.0309214	0.176204	0.0807016	0.229557	0.168979	0.00986964	0.109464	0.0436736	0.0336239	0.220673	0.0439243	0.0182863	0.049757	0.0646635	0.0654315	0.116462	0.0599935	0.00928507	0.132991	0.000953842	0.0536575	0.159079	0.137939	0.251053	0.615229	1.05921	2.07451	5	5.295084
2697000	-1564.761	-1638.523	73.7615	10	1.224635	0.066429	0.0568721	0.0427507	0.0377426	0.0469595	0.0113733	0.0031184	0.0882706	0.0239668	0.111053	0.00866262	0.0412771	0.120974	0.038781	0.0611422	0.151107	0.054738	0.0435194	0.0793011	0.0273239	0.0469129	0.0048017	0.0312127	0.00114042	0.0194874	0.0282899	0.0112438	0.00932052	0.141712	0.0362543	0.0639201	0.25457	0.162296	0.669602	0.324291	0.227659	0.055485	0.16639	0.0605302	0.247276	0.0870509	0.00346725	0.060095	0.0920717	0.0529047	0.198252	0.118376	0.0325714	0.0628283	0.0517894	0.0533394	0.0254958	0.13873	0.0176345	0.077543	0.0147942	0.0385224	0.0497836	0.184583	0.179489	0.535229	1.02913	2.25615	5	5.037589
2698000	-1545.987	-1634.214	88.22705	10	1.969327	0.149231	0.01434	0.0272119	0.00894827	0.00693453	0.0399234	0.0300412	0.068228	0.0372583	0.0927378	0.0309614	0.0412	0.110652	0.0171591	0.0759774	0.0558111	0.0766502	0.090916	0.0288959	0.00545515	0.0332395	0.106383	0.031644	0.0020667	0.0326524	0.0493216	0.00552214	0.00953089	0.0383471	0.139067	0.13012	0.28484	0.15516	0.554927	0.213109	0.0498619	0.0405236	0.0777221	0.0755449	0.137956	0.122436	0.0553059	0.179834	0.00241726	0.0177325	0.102981	0.0732383	0.0545336	0.194692	0.0318723	0.0397146	0.00316626	0.117504	0.0089547	0.0848336	0.0101093	0.0954671	0.0618499	0.00802445	0.289585	0.651712	1.0692	1.9895	5	4.440738
2699000	-1563.397	-1644.012	80.61509	10	1.882629	0.0942662	0.0441998	0.0266132	0.104814	0.0503495	0.0105208	0.0106754	0.0595829	0.0267583	0.0375847	0.0407319	0.130274	0.0614102	0.00175871	0.0553426	0.0665697	0.157854	0.0673955	0.0275679	0.00115534	0.0229728	0.00823475	0.00554935	0.0394721	0.0800133	0.0252367	0.0153142	0.0121582	0.0336941	0.00341521	0.0695919	0.314834	0.0440744	0.662451	0.235614	0.0597514	0.0153377	0.179726	0.0755164	0.232443	0.0749473	0.0516434	0.0654831	0.0470367	0.0300142	0.0869566	0.0968587	0.0176812	0.119925	0.046678	0.0110216	0.120639	0.14595	0.018452	0.131964	0.0247706	0.104767	0.0171834	0.119392	0.27885	0.641923	1.06675	2.01247	5	4.542187
2700000	-1552.074	-1637.471	85.39679	10	1.788737	0.122705	0.0103823	0.0103072	0.0465169	0.00551603	0.0605139	0.0140773	0.0775938	0.0268695	0.121577	0.0897859	0.0616566	0.112282	0.00914695	0.0331963	0.0808461	0.0312427	0.10756	0.0690288	0.120116	0.0210696	0.0124522	0.0247888	0.0394366	0.0120328	0.0719878	0.00853598	0.00818045	0.0134271	0.0274595	0.0778991	0.0848891	0.038018	0.604416	0.405281	0.100911	0.0558551	0.0602115	0.169654	0.142571	0.152339	0.041919	0.0270383	0.00340674	0.130049	0.12711	0.0609784	0.0325812	0.0354314	0.0151291	0.102315	0.175175	0.141898	0.00677098	0.0248062	0.0245754	0.153066	0.0292086	0.211301	0.266682	0.630488	1.06368	2.03915	5	4.685096
2701000	-1550.85	-1633.4	82.54969	10	1.291671	0.0885997	0.0210808	0.0237738	0.0329259	0.0590396	0.0647845	0.0246813	0.106411	0.0441818	0.077531	0.0440011	0.0530873	0.154111	0.0336299	0.0616968	0.0389141	0.106475	0.0876239	0.00702281	0.000242346	0.06654	0.00973847	0.0127501	0.00926751	0.0263874	0.0284059	0.0516669	0.012918	0.0585996	0.0240758	0.0807693	0.170192	0.174123	0.912701	0.433464	0.0581265	0.0550039	0.129868	0.0712942	0.0784145	0.176935	0.0250151	0.36371	0.0476455	0.0522723	0.146673	0.0185678	0.0587325	0.175365	0.0840434	0.0183785	0.0826644	0.0443133	0.0316179	0.0728163	0.0119447	0.104985	0.0257332	0.0492143	0.191274	0.549759	1.03542	2.22354	5	5.184747
2702000	-1570.709	-1639.964	69.25529	10	1.287428	0.163002	0.0666344	0.00387589	0.0243349	0.0483111	0.00206793	0.0269494	0.0406496	0.0385389	0.0975341	0.050299	0.0580119	0.102097	0.0425972	0.133639	0.0451587	0.138789	0.0657038	0.0733149	0.0315165	0.0467273	0.00221905	0.0210106	0.00273035	0.0215831	0.0491317	0.0171696	0.0295396	0.00760194	0.0686689	0.0863556	0.0918079	0.0919002	0.635861	0.433722	0.219932	0.0450573	0.013912	0.0624781	0.119418	0.0532697	0.0343354	0.214519	0.0433492	0.0484511	0.134016	0.0658152	0.0887077	0.183025	0.00676075	0.0139949	0.0724704	0.168472	0.00260478	0.102382	0.0210705	0.173731	0.0569557	0.142481	0.19054	0.548873	1.03505	2.22554	5	4.946264
2703000	-1554.153	-1635.44	81.28679	10	2.361249	0.153639	0.0222733	0.0232422	0.0605233	0.0847556	0.0249276	0.044258	0.0353158	0.00849807	0.0426139	0.029295	0.0824536	0.156092	0.00640001	0.102824	0.0131084	0.0184485	0.152376	0.067282	0.0260692	0.0728747	0.0262328	0.0178934	0.0166043	0.0260001	0.0127222	0.030022	0.0169049	0.0437627	0.0183355	0.0552063	0.0366847	0.176614	0.84655	0.291095	0.203495	0.0421969	0.130443	0.0225449	0.119165	0.106263	0.112629	0.194154	0.0220822	0.0536751	0.171405	0.0365829	0.0290595	0.153075	0.0108788	0.0284931	0.114639	0.0772321	0.00820829	0.12359	0.00717371	0.124235	0.0530777	0.197859	0.332894	0.688645	1.07687	1.90159	5	4.984057
2704000	-1575.174	-1647.048	71.87378	10	2.300872	0.151646	0.0374627	0.0237346	0.0713449	0.0578151	0.0219191	0.0186888	0.140992	0.0208498	0.1843	0.0249563	0.083766	0.091719	0.0255656	0.093622	0.0337235	0.0466796	0.0825281	0.0282177	0.0295992	0.0212627	0.0468019	0.0352263	0.0130248	0.0103962	0.0373459	0.0267117	0.00129004	0.258844	0.062732	0.0651578	0.118418	0.0100319	0.606351	0.377774	0.124345	0.072218	0.214678	0.0141949	0.175025	0.118824	0.0122912	0.268959	0.00756628	0.100953	0.221546	0.0432677	0.0581618	0.0794946	0.0483722	0.0354737	0.350971	0.162726	0.000807341	0.148431	0.027317	0.140574	0.0478404	0.180279	0.326726	0.683616	1.07597	1.91369	5	5.614817
2705000	-1574.146	-1655.775	81.62923	10	1.071703	0.0731031	0.0461769	0.0136279	0.0545595	0.12853	0.0802134	0.0021553	0.0800214	0.00560506	0.03897	0.0433361	0.100024	0.11763	0.0293258	0.117034	0.027773	0.0651553	0.098145	0.0227622	0.0110205	0.0607365	0.0349982	0.0428032	0.0132445	0.00897081	0.0276846	0.0436824	0.0157073	0.0423691	0.102719	0.0295355	0.146905	0.164839	0.718202	0.166415	0.0656799	0.0105576	0.0760863	0.0380241	0.0894982	0.185272	0.0437758	0.328442	0.0701522	0.0741078	0.12589	0.096709	0.0705885	0.0210155	0.0107031	0.0411609	0.00452162	0.153047	0.0291532	0.0980512	0.0191201	0.052355	0.0284703	0.0730125	0.151035	0.497292	1.01093	2.34074	5	4.579373
2706000	-1547.058	-1634.061	87.00249	10	1.620769	0.126613	0.0271698	0.00830167	0.0843591	0.0219191	0.0264964	0.0219248	0.0776219	0.0189415	0.0706938	0.013376	0.0498772	0.0840946	0.0269425	0.0289128	0.067544	0.107684	0.0249616	0.0597049	0.0720815	0.00839211	0.0342295	0.0143741	0.00516183	0.00284713	0.0050612	0.0207889	0.0266917	0.0421449	0.000465813	0.100533	0.165697	0.0690467	0.713273	0.279089	0.0206893	0.0457105	0.133385	0.00543819	0.086353	0.101077	0.000736429	0.252932	0.0435682	0.0507963	0.141614	0.0508976	0.00770525	0.111708	0.0607563	0.0289882	0.150596	0.0398037	0.0214305	0.0485431	0.00819268	0.0596221	0.082563	0.0565879	0.24339	0.607498	1.05679	2.09232	5	4.116709
2707000	-1553.827	-1639.212	85.38504	10	1.363586	0.131452	0.0244395	0.0267211	0.0618079	0.0709085	0.019229	0.0216077	0.0874686	0.0319217	0.0978594	0.0519893	0.0460612	0.170475	0.0103852	0.188227	0.0769764	0.0920993	0.113069	0.00170991	9.92814e-05	0.0340667	0.0117166	0.0243947	0.0474482	0.0409928	0.0191386	0.00705379	0.00962674	0.0670179	0.015337	0.0353658	0.116978	0.1352	0.655211	0.326693	0.0276647	0.0222976	0.184359	0.116851	0.0792149	0.0661204	0.0919672	0.296291	0.0394914	0.0538078	0.170077	0.0450803	0.0332776	0.110884	0.0565817	0.00705614	0.079168	0.110054	0.0108121	0.0932097	0.0109548	0.10523	0.00898843	0.111082	0.203459	0.564155	1.04129	2.19109	5	4.801267
2708000	-1574.525	-1657.111	82.58607	10	2.785311	0.189163	0.00787918	0.0178549	0.0220745	0.0661187	0.0135445	0.014801	0.134657	0.0125559	0.0875239	0.0188678	0.0362104	0.0994647	0.0106285	0.0233505	0.0811618	0.139058	0.125231	0.0642882	0.0113618	0.016019	0.0728888	0.0126149	0.0122661	0.0421822	0.0423809	0.00813695	0.00820682	0.00173797	0.0824929	0.109765	0.105741	0.0950465	0.715778	0.366992	0.0254865	0.00236684	0.0531835	0.164565	0.178449	0.0266607	0.111216	0.141902	0.0563323	0.0755203	0.236677	0.0109102	0.0276265	0.240859	0.0916917	0.0456231	0.108719	0.0539626	0.0119009	0.0384561	0.00159961	0.113675	0.0317713	0.0714857	0.37194	0.718903	1.08123	1.82793	5	4.788684
2709000	-1563.927	-1641.535	77.60786	10	2.107894	0.125158	0.00338048	0.00525428	0.0634462	0.0553286	0.0135586	0.0330394	0.058686	0.0340799	0.0586623	0.0151373	0.0720591	0.0443424	0.0439573	0.0262103	0.0632928	0.0600793	0.0618558	0.00447293	0.00285894	0.00376876	0.00189275	0.0553552	0.0263984	0.039405	0.0413936	0.015004	0.0422883	0.150179	0.0421609	0.0615619	0.0463673	0.0822026	0.733291	0.645818	0.0405329	0.0301132	0.0871521	0.144273	0.0216228	0.159282	0.0740221	0.284136	0.0323697	0.0549258	0.0767244	0.039487	0.0274169	0.169071	0.0360748	0.0130906	0.123129	0.0870728	0.0252741	0.125529	0.029545	0.0676996	0.0432367	0.119936	0.305823	0.666017	1.07247	1.95569	5	4.743662
2710000	-1554.987	-1632.985	77.99815	10	1.603995	0.141515	0.0271627	0.0396528	0.0350254	0.01732	0.0109178	0.00148496	0.0907304	0.0329697	0.0871702	0.0435538	0.0737027	0.0551494	0.0352254	0.0844371	0.109965	0.100642	0.00400537	0.00871894	0.00471382	0.01115	0.126965	0.0095038	0.0270167	0.0160173	0.0249713	0.00833513	0.00799962	0.0557005	0.104986	0.0807665	0.0448572	0.00567458	0.812053	0.423162	0.128124	0.0303495	0.204268	0.0959996	0.0983154	0.137345	0.0380086	0.242691	0.185992	0.0188398	0.0444394	0.189693	0.0608771	0.157177	0.0913238	0.0294528	0.160017	0.0265968	0.00722963	0.171339	0.00935296	0.16258	0.0069891	0.109257	0.24095	0.604998	1.05599	2.09807	5	5.169479
2711000	-1558.367	-1650.103	91.73592	10	0.7333806	0.136133	0.00370205	0.0137732	0.140937	0.00108618	0.0147142	0.0191109	0.0675285	0.00983338	0.104503	0.0459036	0.00564068	0.152308	0.0684636	0.140907	0.0532734	0.104289	0.0518902	0.0651567	0.0642942	0.0413232	0.0416201	0.0214966	0.0185884	0.014275	0.0565566	0.00343857	0.0423897	0.0783888	0.0398333	0.0419197	0.0381347	0.106554	0.70513	0.165653	0.0889089	0.0325791	0.0570873	0.105886	0.0124137	0.108655	0.0348602	0.0245629	0.124544	0.0521576	0.0438391	0.0181654	0.0270706	0.106807	0.0410198	0.0223311	0.49273	0.0583909	0.0239357	0.166572	0.00314018	0.12799	0.0486724	0.128387	0.0813278	0.378863	0.936637	2.60317	5	4.629457
2712000	-1577.832	-1651.874	74.042	10	1.809422	0.0900176	0.0151319	0.0218564	0.00289953	0.0112747	0.0501639	0.0778868	0.0589227	0.00557134	0.0630025	0.0732784	0.0260306	0.0912571	0.0052744	0.056401	0.149701	0.0422706	0.00654715	0.0725307	0.0423061	0.00302373	0.0110047	0.0704412	0.000767657	0.03552	0.0579503	0.0226872	0.0224129	0.105275	0.117047	0.0898751	0.210026	0.0677276	0.688199	0.364868	0.0580919	0.0780173	0.138753	0.0898381	0.0908756	0.0889813	0.0422984	0.102348	0.121006	0.0740794	0.0768429	0.023567	0.0875379	0.0244051	0.0403955	0.0285235	0.125527	0.11691	0.0103134	0.180692	0.0269421	0.113511	0.0747265	0.10019	0.269413	0.633087	1.0644	2.0331	5	4.743522
2713000	-1568.607	-1648.613	80.00625	10	3.271425	0.0585531	0.0346106	0.0542367	0.0673022	0.0119537	0.00464904	0.0204536	0.137165	0.0241549	0.141087	0.0748807	0.112472	0.0995238	0.0267193	0.053086	0.0322607	0.0855902	0.11571	0.011326	0.0029802	0.0340175	0.0540026	0.0315729	0.016601	0.0399252	0.0260918	0.0206594	0.0170838	0.125285	0.143135	0.038652	0.0641938	0.0705856	0.593738	0.351428	0.0092349	0.0956306	0.0760511	0.226277	0.0698517	0.102451	0.040277	0.146762	0.174399	0.00372523	0.0553319	0.0923834	0.00656655	0.05482	0.0285771	0.11776	0.372465	0.186146	0.00177145	0.253709	0.0109813	0.0938704	0.0495336	0.146088	0.409228	0.745529	1.08356	1.76168	5	5.21035
2714000	-1556.729	-1635.251	78.52213	10	1.702444	0.132308	0.0416037	0.0107243	0.0741385	0.00595192	0.0311977	0.00349122	0.0892295	0.0298413	0.0711304	0.0470514	0.0719032	0.136516	0.000247104	0.0412584	0.073646	0.0289316	0.0494422	0.0181935	0.0331709	0.00663032	0.0208578	0.0412467	0.0609261	0.0324601	0.0514333	0.0169425	0.0189896	0.041551	0.043464	0.166839	0.189482	0.00407513	1.05373	0.406214	0.189023	0.0026961	0.141135	0.150028	0.145134	0.186422	0.00363816	0.0917592	0.214892	0.0795054	0.0483103	0.0236753	0.0519187	0.058244	0.0985423	0.0287043	0.273447	0.181544	0.00468065	0.0506786	0.00477679	0.125336	0.0486087	0.0934606	0.254971	0.619117	1.06039	2.06552	5	5.440975
2715000	-1549.974	-1631.901	81.92762	10	1.454395	0.115621	0.0106394	0.0379353	0.0332377	0.040288	0.00441088	0.0245567	0.0985651	0.0140244	0.0394237	0.019332	0.0706643	0.0759747	0.0328695	0.0181116	0.0422301	0.0931136	0.00796414	0.03602	0.0539244	0.0117068	0.000172717	0.0383387	6.79172e-05	0.0198835	0.0386928	0.0179536	0.00967236	0.0579926	0.0444856	0.0826889	0.0473564	0.106229	0.635503	0.445133	0.0271825	0.0776	0.222421	0.209954	0.0729096	0.0717719	0.0324689	0.0721089	0.13851	0.0516616	0.0419181	0.0617589	0.00344572	0.0918392	0.0196204	0.144574	0.124106	0.24348	0.00126876	0.156455	0.0156589	0.148032	0.0179399	0.0851633	0.218191	0.580785	1.04763	2.1534	5	4.556632
2716000	-1555.227	-1642.871	87.64389	10	1.363449	0.123867	0.019629	0.0226582	0.118863	0.02189	0.0419647	0.0117883	0.121861	0.0141764	0.0742562	0.0525503	0.0776784	0.135567	0.0020431	0.0229589	0.0896519	0.0687206	0.0205239	0.03235	0.164444	0.0384858	0.023324	0.0310891	0.00411485	0.0224202	0.00489197	0.039532	0.00949882	0.0456871	0.00769764	0.0771446	0.0957636	0.121465	0.649139	0.343359	0.0512966	0.0303752	0.214415	0.0826555	0.027941	0.111517	0.0190603	0.137331	0.160342	0.0409601	0.0473902	0.0603737	0.068414	0.108863	0.0422137	0.00503221	0.0981535	0.0759401	0.0329653	0.0937045	0.0198695	0.0299957	0.00299963	0.0657671	0.203437	0.564128	1.04128	2.19115	5	4.378629
2717000	-1551.832	-1630.083	78.25095	10	1.377774	0.102602	0.0167005	0.0178036	0.0765336	0.0739186	0.00517099	0.0323933	0.171355	0.0214818	0.0949556	0.00914213	0.0628812	0.0879425	0.00756651	0.0818129	0.0702811	0.0840804	0.0377633	0.0388478	0.00803001	0.00837311	0.0154744	0.0472883	0.00380943	0.00680657	0.0204724	0.00198921	0.00019554	0.0731707	0.00990146	0.107616	0.0309968	0.00868177	0.729723	0.356964	0.130615	0.199009	0.0373137	0.162708	0.150867	0.0710183	0.00351699	0.131991	0.0252654	0.0391746	0.0137948	0.0334632	0.104363	0.0384284	0.0273896	0.0436995	0.203966	0.180535	0.0202916	0.135729	0.0139076	0.0538689	0.0450179	0.0282495	0.205809	0.566861	1.04236	2.18497	5	4.41691
2718000	-1569.675	-1643.634	73.95974	10	2.338755	0.148034	0.0103137	0.0338449	0.0463632	0.0582227	0.0419977	0.0362828	0.0401377	0.00914022	0.046839	0.0776666	0.0376481	0.112148	0.0509101	0.0911078	0.0344026	0.153879	0.082515	0.0491368	0.110321	0.0560665	0.0426519	0.0393924	0.0216247	0.0285685	0.0447977	0.036775	0.0202451	0.0592399	0.0429803	0.0363473	0.077688	0.181197	0.804267	0.405447	0.0525536	0.167657	0.180129	0.0576737	0.102202	0.0658234	0.0242236	0.0803415	0.0268177	0.0466069	0.055139	0.00367825	0.088012	0.0545535	0.088435	0.0917565	0.141906	0.154208	0.00317408	0.140287	0.0184893	0.0944542	0.00177743	0.266563	0.330616	0.686796	1.07654	1.90605	5	5.17466
2719000	-1562.737	-1634.035	71.29818	10	1.32141	0.134937	0.0339609	0.0343864	0.0639285	0.107669	0.0330359	0.0172044	0.072013	0.0095837	0.0696418	0.061367	0.047792	0.113653	0.0197213	0.0402764	0.0985853	0.0531335	0.0387177	0.042599	0.0780889	0.0212706	0.0242877	0.0123382	0.0346603	0.00700503	0.0358865	0.0340863	0.0173671	0.195184	0.0283378	0.137802	0.152817	0.392816	0.790902	0.358362	0.0688626	0.20076	0.134909	0.158372	0.0865792	0.0692966	0.0416128	0.0796306	0.0519261	0.0383358	0.0706943	0.074009	0.0531624	0.0819564	0.0472171	0.00256032	0.160504	0.0947379	0.0428231	0.0633405	0.00037155	0.187824	0.0530917	0.156415	0.19637	0.555853	1.03795	2.20982	5	5.432407
2720000	-1556.278	-1645.344	89.06612	10	0.7812843	0.14493	0.024505	0.0121934	0.0136433	0.0348834	0.0445324	0.00547294	0.0663384	0.0194895	0.144105	0.0551843	0.0582708	0.0274818	0.032871	0.0290112	0.0170894	0.0314798	0.0874275	0.0142623	0.0423196	0.0473854	0.0177997	0.0266741	0.00664348	0.00774317	0.000400915	0.0134802	0.00652573	0.227838	0.0214815	0.0815546	0.15075	0.421785	0.648138	0.179592	0.124615	0.00574878	0.164795	0.0127596	0.248218	0.0777607	0.0956384	0.0512904	0.0315497	0.0850881	0.070656	0.0365157	0.0505298	0.0389217	0.0329308	0.0786612	0.024054	0.0521356	0.00686732	0.111498	0.031485	0.0509784	0.0346124	0.0804207	0.0915704	0.399488	0.951631	2.55731	5	4.361013
2721000	-1570.817	-1647.947	77.12945	10	1.549784	0.0826441	0.0535781	0.0689296	0.0354571	0.0425232	0.0233685	0.0359015	0.091948	0.0326406	0.0624593	0.011296	0.0493227	0.14013	0.0428508	0.135239	0.0175189	0.028144	0.220835	0.0308561	0.032668	0.0654528	0.0304912	0.0606771	0.0164868	0.0160687	0.0113352	0.00871546	0.00195358	0.0381412	0.0200734	0.0605355	0.139895	0.357346	0.610104	0.136865	0.041415	0.00156588	0.142685	0.123251	0.0897427	0.0961379	0.114979	0.0328728	0.0551832	0.114743	0.0469138	0.0150036	0.0672087	0.125097	0.0705361	0.0518391	0.14232	0.0729889	0.00896493	0.136775	0.00651226	0.199659	0.00883084	0.0832161	0.232912	0.596639	1.05322	2.11723	5	4.660892
2722000	-1556.331	-1636.791	80.46011	10	1.578121	0.063246	0.0175888	0.00957267	0.0116496	0.0228297	0.0373442	0.00855379	0.0910705	0.0147612	0.107414	0.06877	0.0465393	0.0825945	0.023342	0.0458693	0.110643	0.0706558	0.00774925	0.00673532	0.0316291	0.0802174	0.0254772	0.0172569	0.0417211	0.0237372	0.0184173	0.00693775	0.00438031	0.0413625	0.050908	0.0892519	0.115725	0.264675	0.616767	0.188938	0.119896	0.0756467	0.0759732	0.154042	0.0308174	0.0668861	0.123942	0.0659405	0.0418673	0.0331237	0.0038723	0.0784862	0.010396	0.115013	0.0676156	0.0280586	0.0762311	0.163531	0.0111913	0.155004	0.000208059	0.0775651	0.0331903	0.0508202	0.237142	0.601063	1.0547	2.1071	5	4.12365
2723000	-1558.198	-1646.415	88.21612	10	2.04917	0.0760245	0.0150518	0.01365	0.0474881	0.02429	0.0184722	0.016232	0.0197153	0.00447777	0.0364386	0.0437045	0.0922834	0.0525189	0.0219442	0.0479	0.0387773	0.125499	0.0559096	0.0510398	0.0368235	0.134016	0.018219	0.0128302	0.0243505	0.0176136	0.0360436	0.0394616	0.00109165	0.064484	0.0230713	0.0558864	0.0818367	0.176563	0.816053	0.3381	0.040148	0.00300066	0.0857658	0.037055	0.0352678	0.0959559	0.0186187	0.0164881	0.0607113	0.0375072	0.040175	0.0156375	0.0563981	0.0392601	0.0748156	0.0438206	0.193927	0.121198	0.00936229	0.0146463	0.0166183	0.138161	0.0376176	0.0914255	0.299074	0.660143	1.07117	1.96961	5	4.001444
2724000	-1555.364	-1643.792	88.42855	10	2.914734	0.0795113	0.0312419	0.0294563	0.0297108	0.0242025	0.0507537	0.0190941	0.0938753	0.0359847	0.0698772	0.0360943	0.0386249	0.0684207	0.0049719	0.0590665	0.0623543	0.0245858	0.115157	0.00148389	0.0233269	0.0130943	0.0260544	0.0164681	0.00985339	0.0195839	0.0349394	0.000775818	0.00435544	0.212338	0.0565416	0.103845	0.0363135	0.201403	0.94415	0.19935	0.165496	0.0271258	0.0686481	0.086285	0.014143	0.0873811	0.0474695	0.147809	0.0537863	0.0868467	0.0678872	0.0455453	0.103098	0.0529255	0.0937695	0.0522816	0.160476	0.218992	0.00103722	0.169418	0.00714513	0.0719437	0.075898	0.0653943	0.382556	0.726695	1.08206	1.80869	5	4.747662
2725000	-1551.765	-1632.93	81.16486	10	0.9486956	0.204776	0.0239818	0.0161692	0.0357553	0.0368743	0.0283713	0.0228992	0.0716976	0.0211993	0.0669288	0.0639443	0.0393985	0.0945774	0.03901	0.109003	0.0967089	0.036662	0.0137329	0.0482443	0.108414	0.0118391	0.00237694	0.0369554	0.000616254	0.0127831	0.0314373	0.00193603	0.00733311	0.117272	0.113658	0.0897698	0.152863	0.230651	0.720062	0.284384	0.0648187	0.0694044	0.124027	0.103503	0.0587599	0.0656676	0.0608334	0.12324	0.0591918	0.12404	0.000352382	0.092315	0.0417099	0.21522	0.154743	0.110006	0.0653367	0.0690132	0.0170481	0.0766806	0.00473346	0.0414637	0.0309632	0.204207	0.126607	0.460769	0.99095	2.42167	5	4.969561
