Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
32000	-351.8128	-382.8949	31.08213	10	3.794417	0.0360571	0.101505	0.0550117	0.0128714	0.0989682	0.0381894	0.109575	0.159533	0.0546149	0.116967	0.150572	0.177552	0.267692	0.107876	0.227625	0.431017	0.0490175	0.053916	0.215606	0.41011	1.03902	0.163941	0.181004	0.402844	0.0669471	0.442699	0.767786	1.08437	1.70514	5	4.728028
33000	-332.5624	-381.0491	48.48668	10	0.7088401	0.12111	0.0593364	0.0513277	0.00265734	0.0840848	0.0609988	0.0998893	0.0638304	0.0466447	0.0636531	0.153274	0.136806	0.0467678	0.163238	0.46132	0.0787651	0.066133	0.200254	0.235151	0.0808491	0.0886135	0.109236	0.085766	0.0413636	0.232516	0.0760774	0.367671	0.928101	2.62815	5	2.833586
34000	-352.4372	-378.9563	26.51906	2	1.043479	0.0377824	0.0430993	0.0121222	0.00853712	0.0542759	0.0540649	0.187247	0.0502006	0.00727707	0.00245436	0.137919	0.167314	0.144069	0.0820511	0.0942035	0.106661	0.0275545	0.0980922	0.320664	0.388668	0.754573	0.143836	0.28211	0.000616889	0.0886766	0.145547	0.489441	1.00685	2.35817	4	3.29407
35000	-333.9211	-387.3329	53.41172	10	0.642751	0.093211	0.0306904	0.0901222	0.0290662	0.117569	0.0512619	0.0754947	0.0320913	0.0290252	0.0470768	0.118844	0.0773867	0.0174248	0.0677128	0.056192	0.0922641	0.00465593	0.192088	0.130578	0.0132556	0.286679	0.171545	0.0280295	0.330891	0.0881511	0.0620284	0.335218	0.901655	2.7011	5	2.271307
36000	-331.8821	-378.2671	46.385	10	0.9293666	0.0269564	0.109916	0.137584	0.0538202	0.0321911	0.0359504	0.154575	0.0161386	0.0569169	0.19296	0.0106102	0.0517061	0.0469624	0.0617253	0.17988	0.293601	0.440211	0.412871	0.53521	0.0507404	0.0969254	0.0562179	0.278878	0.0777878	0.146632	0.122654	0.454441	0.987234	2.43567	5	3.556967
37000	-326.2654	-375.8147	49.5493	10	0.9339306	0.0345199	0.0262999	0.0405817	0.0110907	0.0155968	0.0831626	0.145182	0.0372987	0.045728	0.0109382	0.141013	0.0717299	0.00647962	0.0837402	0.233968	0.0505601	0.0920744	0.0880595	0.15716	0.178587	0.354453	0.160788	0.0182232	0.160407	0.161177	0.12359	0.455951	0.988128	2.43233	5	2.40882
38000	-329.6853	-375.2142	45.52888	10	1.011062	0.0537517	0.0846131	0.0567406	0.0225691	0.0602307	0.0307508	0.200221	0.0172803	0.0327624	0.107729	0.0797105	0.0749879	0.0126349	0.0955358	0.192187	0.300512	0.315609	0.208316	0.0927551	0.0569288	0.203252	0.209984	0.125668	0.250094	0.254728	0.139156	0.480052	1.00181	2.37898	5	3.139552
39000	-336.0956	-383.4859	47.39031	10	0.2126104	0.0639583	0.0248717	0.062697	0.0182363	0.0244959	0.00459863	0.113016	0.0970221	0.00178719	0.035469	0.25804	0.27393	0.029196	0.0701322	0.197254	0.0238629	0.182807	0.045427	0.13686	0.0818344	0.170092	0.0883745	0.118735	0.183656	0.00735094	0.000799989	0.0413524	0.415761	3.54209	5	2.313706
40000	-317.0068	-374.3402	57.33345	10	0.3002718	0.0346121	0.0557524	0.0755778	0.0379906	0.0272285	0.0276628	0.0431233	0.0445171	0.0279808	0.0842033	0.192319	0.0172595	0.0263743	0.107877	0.103676	0.318173	0.0933281	0.0105848	0.19061	0.455676	0.0907544	0.158622	0.130826	0.00302435	0.0062332	0.00531738	0.104707	0.596259	3.29372	5	2.363985
41000	-332.8722	-372.0559	39.1837	10	0.497726	0.196414	0.0335293	0.0973255	0.0208028	0.0107505	0.028116	0.24866	0.0330538	0.0231336	0.067907	0.251606	0.0426101	0.0198313	0.176668	0.334487	0.640701	0.0242134	0.198056	0.244103	0.14002	0.277907	0.0925187	0.0199515	0.165448	0.269035	0.0329671	0.250429	0.818607	2.898	5	3.656849
