Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
2689000	-1369.183	-1364.592	-4.591316	10	1.141192	0.163311	0.00681345	0.0207005	0.0346936	0.0387374	0.00469983	0.0669674	0.121892	0.00448134	0.00546447	0.0341712	0.00122015	0.00897443	0.0293542	0.00823197	0.108777	0.00726474	0.0186925	0.0327858	0.104948	0.21405	0.0616983	0.00111962	0.0489119	0.144967	0.0122336	0.000912185	0.00105994	0.123771	0.036882	0.0070217	0.0270309	0.00517297	0.0128422	0.0147814	0.141816	0.0826565	0.00919154	0.0112398	0.00558093	0.0247072	0.0506405	0.0274279	0.00942196	0.245346	0.0203507	0.0365762	0.0707913	0.035836	0.019708	0.0182421	0.0366633	0.138125	0.0356968	0.00575297	0.139363	0.0565252	0.0140676	0.0564922	0.00953455	0.0589963	0.000343044	0.0686227	0.199065	0.0212799	0.0444629	0.0420736	0.0451237	0.0902717	0.0428424	0.0139499	0.0342127	0.0483969	0.0972302	0.00961954	0.147735	0.000901263	0.0119872	0.759982	0.160942	0.415504	0.0439153	0.0808988	0.00940769	0.0879596	0.164387	0.0614547	0.0877737	0.00176766	0.00781172	0.0222671	0.101315	0.0229325	0.195972	0.0759749	0.0319698	0.00617058	0.17142	0.0190628	0.0657297	0.0621298	0.092594	0.360386	0.0233962	0.0587959	0.0101135	0.0336905	0.00640719	0.200028	0.03118	0.0254311	0.0135905	0.0118984	0.180953	0.00921427	0.0350741	0.056084	0.164234	0.515433	1.01995	2.30038	5	7.61909
2690000	-1382.411	-1369.814	-12.59652	2	2.20762	0.235382	0.108129	0.00752193	0.0326701	0.0091181	0.0405576	0.00501862	0.014001	0.0100241	0.0187605	0.107392	0.0164661	0.111092	0.0738009	0.0376636	0.0555115	0.00508859	0.0522427	0.047761	0.0105557	0.0979809	0.0296734	0.00194907	0.0340827	0.0744556	0.0198377	0.00663924	0.0152935	0.18249	0.0952939	0.0150114	0.00753201	0.0122735	0.024762	0.00935975	0.0427708	0.0883278	0.0811295	0.0047759	0.0220741	0.167355	0.065652	0.00788056	0.0112945	0.119945	0.0550894	0.0364246	0.00308707	0.0279108	5.22526e-05	0.0484111	0.0312381	0.00404372	0.0610688	0.0206393	0.0448542	0.00974533	0.0139807	0.014769	0.000154284	0.000239835	0.0637351	0.100836	0.0642792	0.0283853	0.136976	0.0183791	0.0284006	0.0506429	0.0113837	0.0224992	0.021721	0.00815885	0.0152664	0.132347	0.0298246	0.0228774	0.0345608	0.812771	0.172213	0.17611	0.16515	0.107955	0.0487492	0.0228433	0.188129	0.058226	0.0130484	0.0658003	0.0176073	0.104492	0.457048	0.034355	0.276029	0.00120427	0.00606033	0.0334658	0.023889	0.0325535	0.00878057	0.174184	0.0300642	0.081595	0.0451419	0.000335476	0.06653	0.0305615	0.0956273	0.0579866	0.0248968	0.12146	0.00377505	0.118029	0.00167901	0.275959	0.362275	0.0265672	0.31686	0.675419	1.07441	1.93331	4	7.741725
2691000	-1384.555	-1374.394	-10.16054	2	1.386497	0.0733049	0.0294675	0.0207169	0.0135537	4.7697e-05	0.0198414	0.0192796	0.047591	0.00415433	0.00207876	0.0172112	0.0428276	0.0471884	0.0661985	0.0321361	0.0522671	0.0229771	0.0821804	0.0202381	0.116722	0.0295853	0.00845306	0.0620088	0.0210727	0.194694	0.0284547	0.0128172	0.00919957	0.0379408	0.026062	0.052292	0.02307	0.00148293	0.00266871	0.0153438	0.0563288	0.0269579	0.0125053	0.00534931	0.00754343	0.00980694	0.0342583	0.0375608	0.0540464	0.0539891	0.0779741	0.00996595	0.0205369	0.0515325	0.0214163	0.000655557	0.0775986	0.00640045	0.00835626	0.0724993	0.0533698	0.0171823	0.0536013	0.000210951	0.0371583	0.0102011	0.0226518	0.106532	0.0291468	0.0769116	0.12118	0.184549	0.0468703	0.0560675	0.0663048	0.0703698	0.044138	0.0611797	0.0116811	0.0329041	0.0995703	0.0651653	0.00667459	0.886738	0.00496501	0.0170875	0.0130429	0.194237	0.0896446	0.0507472	0.00272188	0.2304	0.00120754	0.169695	0.263029	0.149635	0.394488	0.119542	0.0103448	0.118505	0.0685873	0.0331545	0.167402	0.00831358	0.00863206	0.0161038	0.010289	0.0799978	0.020396	0.0177434	0.0296064	0.0977328	0.0436013	0.206686	0.154172	0.0566299	0.166431	0.0314651	0.222086	0.00598961	0.0719434	0.0327344	0.207244	0.568505	1.043	2.18125	4	7.439757
2692000	-1404.773	-1382.865	-21.9079	2	1.328071	0.0159228	0.0901379	0.0439783	0.0157337	0.0267624	0.0110918	0.0232696	0.151136	0.0179167	0.0128026	0.0181515	0.0339254	0.0104565	0.135659	0.0104725	0.0672459	0.130283	0.0277311	0.00420273	0.0340125	0.144185	0.0136657	0.169695	0.028306	0.039683	0.0596354	0.036238	0.00690058	0.18445	0.0609545	0.0519228	0.0612739	0.0231165	0.00152874	0.0087447	0.210606	0.0182439	0.0356558	0.0158433	0.0206018	0.000786783	0.0860095	0.033916	0.0222894	0.0525892	0.0134675	0.00344444	0.00156586	0.028688	0.0135869	0.0420571	0.0568078	0.0704713	0.0997367	0.0338898	0.241304	0.00139539	0.0685896	0.0651843	0.00359495	0.0853451	0.0192303	0.124425	0.0113355	0.0540011	0.0566103	0.109595	0.0834567	0.0896003	0.0293115	0.0648337	0.115753	0.0405174	0.023144	0.0244711	0.0801976	0.0741828	0.0697477	0.72678	0.0388955	0.053273	0.0896805	0.0847279	0.0379462	0.0357013	0.0551963	0.062105	0.0283516	0.0914278	0.152955	0.0228696	0.627002	0.0336419	0.38761	0.0304089	0.0874923	0.129437	0.083013	0.0252106	0.0962008	0.0253047	0.168754	0.0910877	0.0132943	0.0306047	0.0561426	0.113544	0.00146649	0.226608	0.0050628	0.140591	0.157233	0.0301248	0.107499	0.0378246	0.123038	0.0384573	0.1975	0.557191	1.0385	2.20681	4	8.513839
2693000	-1403.218	-1379.647	-23.57128	2	1.041671	0.19514	0.100031	0.0321422	0.0162157	0.00115947	0.013988	0.0224147	0.0560838	0.0340967	0.0145771	0.000295734	0.00930685	0.0939085	0.0912345	0.0296691	0.069279	0.13736	0.0838461	0.00526143	0.0505718	0.11744	0.0584869	0.0761228	0.0101793	0.0792177	0.0180397	0.0163605	0.0959066	0.026231	0.0585669	0.0742982	0.0367628	0.0639342	0.00701682	0.102185	0.19681	0.0568105	0.0591732	0.00575235	0.0598635	0.0026725	0.0647408	0.0514006	0.0279286	0.274088	0.085033	0.0138983	0.0208392	0.0289299	0.00287903	0.0575445	0.0136551	0.0201983	0.0465088	0.00409597	0.0824487	0.0307257	0.0729131	0.0952771	0.0388747	0.00848708	0.558494	0.10562	0.0220001	0.0741673	0.0262244	0.0712683	0.170326	0.000929955	0.0662744	0.0423839	0.0816783	0.0195541	0.0835512	0.0757077	0.13646	0.144927	0.0723341	0.757187	0.0122709	0.043926	0.0756995	0.155	0.0392718	0.146763	0.0825286	0.0603001	0.257213	0.287681	0.141849	0.0253826	0.034044	0.0326476	0.00979153	0.00340462	0.0285459	0.0460755	0.0879036	0.0582387	0.0378439	0.00821746	0.161526	0.0732105	0.128657	0.0187445	0.069434	0.00150888	0.236648	0.0181818	0.0234178	0.0260993	0.0180152	0.0746931	0.11909	0.0218027	0.115888	0.0628288	0.145193	0.488928	1.00658	2.3593	4	8.672309
2694000	-1404.668	-1390.018	-14.65066	1	2.609495	0.00971843	0.01116	0.0306703	0.0663108	0.0304646	0.0069794	0.0350057	0.00114634	0.0235338	0.0428309	0.0187276	0.0540164	0.110175	0.0585962	0.00440333	0.0216155	0.0211979	0.0292648	0.00480511	0.0176324	0.00433417	0.111761	0.112881	0.0537508	0.0700858	0.0323088	0.0714852	0.000213338	0.156242	0.073242	0.022825	0.0901298	0.0045048	0.0244514	0.0170706	0.146796	0.149359	0.00271622	0.024193	0.00551705	0.0387857	0.0484854	0.109259	0.0127066	0.114458	0.0825266	0.0671211	0.00507481	0.0697402	0.0481265	0.0256999	0.015977	0.0812438	0.0136072	0.0267308	0.0724676	0.000690798	0.0695482	0.0368213	0.0217576	0.00193452	0.0653792	0.00915937	0.00865288	0.190053	0.0218253	0.0809972	0.110362	0.07731	0.0703429	0.0855219	0.0720429	0.00510727	0.0302712	0.0229916	0.101425	0.0608767	0.013624	0.350511	0.0246597	0.00594312	0.251817	0.0409764	0.00189466	0.154477	0.135207	0.0488013	0.0253484	0.0796561	0.0106116	0.0172875	0.000462817	0.0660216	0.0261535	0.410749	0.126354	0.00679618	0.124193	0.0108555	0.0321463	0.0910909	0.20576	0.0760629	0.160933	0.00612181	0.0319435	0.106002	0.0641965	0.143401	0.193071	0.00688604	0.0201228	0.0759141	0.123674	0.0173537	0.115423	0.466753	0.356598	0.707325	1.07977	1.85631	3	7.616455
2695000	-1387.417	-1373.198	-14.21972	1	2.309495	0.11271	0.0230559	0.0291663	0.0157955	0.0153382	0.0370645	0.0191761	0.0542044	0.0119659	0.0284226	0.00151054	0.00994032	0.0658423	0.119966	0.0640222	0.0728063	0.0204938	0.103227	0.0168742	0.0595106	0.283801	0.0361437	0.133653	0.0391069	0.225584	0.0874925	0.00319548	0.00236523	0.152058	0.0561335	0.0608963	0.0372525	0.000333287	0.0116141	0.019348	0.00718783	0.0229722	0.0572572	0.0113344	0.00995939	0.0895883	0.101703	0.0465718	0.000293686	0.17261	0.0480646	0.000687867	0.00240683	0.0136767	0.011372	0.0249279	0.0024386	0.0966065	0.0966891	0.00506353	0.260681	0.0112529	0.0292356	0.0374111	0.0512093	0.0977971	0.0643815	0.0651875	0.0912676	0.0410298	0.169397	0.228667	0.0616896	0.032769	0.0032553	0.0241283	0.00189686	0.0204739	0.00241283	0.100056	0.0420072	0.131037	0.0431806	0.0268812	0.014178	0.0431962	0.0579693	0.0541044	0.0222174	0.0346015	0.35799	0.0531437	0.0152321	0.0871928	0.0606102	0.0124946	0.0109841	0.0418016	0.0225961	0.079535	0.0388103	0.00780784	0.106383	0.00625708	0.0779066	0.0388785	0.272816	0.0453908	0.0534124	0.0346613	0.0165147	0.174169	0.0370151	0.134124	0.0696109	0.0679562	0.0138193	0.116413	0.0905998	0.0663258	0.0648356	0.61302	0.327617	0.684347	1.0761	1.91193	3	7.603361
2696000	-1386.75	-1372.439	-14.31078	2	1.827496	0.046127	0.0505934	0.0187387	0.136493	0.0141623	0.0150641	0.0244277	0.0135343	0.0195521	0.0116025	0.0516048	0.0042055	0.00360855	0.0616001	0.0144649	0.0283269	0.0268633	0.021414	0.0273401	0.0350332	0.0490378	0.0694107	0.107558	0.0306308	0.25026	0.00291894	0.00984157	0.0193866	0.0909044	0.0568521	0.0976808	0.0446416	8.49541e-05	0.00651476	0.0158898	0.118726	0.068754	0.128254	0.0727283	0.0230028	0.0172523	0.0209089	0.00102158	0.010442	0.15445	0.0423664	0.0139537	0.00153392	0.0445991	0.0767288	0.0693818	0.00158867	0.0137791	0.0552879	0.00656181	0.102038	0.0570886	0.0470874	0.123862	0.00127702	0.0616099	0.00182421	0.0460831	0.141451	0.107945	0.161417	0.0878214	0.0188412	0.00366445	0.0531356	0.122731	0.160981	0.112328	8.64734e-05	0.0248653	0.0408064	0.0892147	0.0263926	0.115364	0.00968155	0.252357	0.0749061	0.17595	0.000477045	0.0516826	0.411462	0.0332507	0.116187	0.230871	0.209015	0.0315253	0.0556707	0.0546641	0.054828	0.080756	0.168755	0.000964878	0.0573819	0.0931137	0.030577	0.0109901	0.00975637	0.0378484	0.154922	0.0377449	0.00160815	0.0882564	0.0249829	0.0410962	0.0457897	0.0556448	0.00802527	0.0172767	0.0633811	0.272547	0.0689116	0.387726	0.271776	0.63532	1.06501	2.0279	4	7.646191
2697000	-1373.487	-1356.298	-17.18898	2	1.284129	0.0785332	0.101157	0.0514021	0.00666014	0.0250306	0.0053438	0.0154505	0.00725793	0.00613266	0.004191	0.110223	0.00998729	0.067991	0.032401	0.00202514	0.0237921	0.0145672	0.0214021	0.00275177	0.0779283	0.13974	0.0974325	0.00230994	0.0137778	0.162709	0.0097898	0.00277299	0.000857145	0.123393	0.0946183	0.0157201	0.0642615	0.0194316	0.00941089	0.0376746	0.157447	0.0469345	0.0642214	0.0251484	0.0115798	0.045058	0.012348	0.0220929	0.00398298	0.336957	0.0199197	0.0123889	0.00872656	0.0621019	0.0303665	0.0152271	0.0657323	0.0467611	0.030681	0.000453453	0.06057	0.0236773	0.222662	0.0199671	0.0318307	0.0275491	0.0943255	0.0615564	0.034015	0.123235	0.0248591	0.0451815	0.146009	0.0378959	0.00757588	0.0180776	0.392676	0.0657747	0.0276559	0.0136407	0.0209145	0.0560229	0.182649	0.206615	0.0149432	0.0264877	0.0542202	0.0974788	0.0501258	0.0151831	0.681094	0.175974	0.000729642	0.131132	0.111087	0.060978	0.0171999	0.0860512	0.0109646	0.238742	0.00956772	0.00907723	0.299021	0.0266242	0.0339609	0.154623	0.0719166	0.033867	0.0356335	0.0326949	0.00938294	0.233553	0.100294	0.119341	0.0197421	0.110548	0.151217	0.0233039	0.0323358	0.0203032	0.113398	0.451317	0.189969	0.54818	1.03476	2.22709	4	8.285304
2698000	-1421.351	-1388.368	-32.98268	2	1.692146	0.0127388	0.163308	0.0362918	0.01974	0.0200165	0.0174931	0.105064	0.0977022	0.0146915	0.00243278	0.0223478	0.0277077	0.0362521	0.0338562	0.0021133	0.0151087	0.0414434	0.00696108	0.0596387	0.0366036	0.18708	0.0478784	0.227535	0.0297618	0.0934141	0.0172433	0.00715588	0.0388721	0.0505314	0.0410091	0.0490571	0.0589249	0.00835186	0.0065344	0.0400992	0.287935	0.0607538	0.048606	0.069011	0.0125021	0.182972	0.00387097	0.0453547	0.00971587	0.124778	0.0567163	0.0189264	0.0689635	0.112641	0.0257015	0.0138469	0.0507908	0.0835033	0.0136516	0.0022347	0.370472	0.0476242	0.0236619	0.194045	0.0172498	0.00176796	0.0432901	0.00614938	0.0132973	0.0733083	0.0485972	0.377205	0.0242885	0.0298474	0.0490835	0.0520913	0.0352961	0.211034	0.0186691	0.105338	0.160948	0.0104489	0.642765	0.151318	0.00473306	0.0733942	0.0926943	0.0731648	0.00513058	0.00303969	1.03504	0.0641463	0.0690098	0.192541	0.192979	0.0658649	0.0386875	0.176322	0.107746	0.0110899	0.0239793	0.319333	0.345276	0.0437221	0.0675383	0.082068	0.00380284	0.311825	0.00325033	0.00364889	0.0595004	0.0703744	0.17457	0.00588778	0.0463838	0.0307975	0.0255937	0.082295	0.00668097	0.0402247	0.02817	0.0508928	0.253538	0.6177	1.05996	2.0688	4	9.706627
2699000	-1375.402	-1356.411	-18.99109	2	1.859398	0.068232	0.121025	0.0189124	0.0144007	0.0635149	0.00656437	0.0550812	0.128865	0.026693	0.00711933	0.0052307	0.0106419	0.0267138	0.055305	0.0145832	0.0112722	0.00472389	0.000318156	0.00286219	0.00812906	0.181197	0.0791624	0.084632	0.0339456	0.252348	0.0842332	0.0241264	0.00477817	0.0703322	0.0581043	0.0450995	0.114407	0.0207336	0.00134148	0.0248376	0.0877844	0.0228748	0.0932738	0.0255629	0.00546147	0.049429	0.0280459	0.0811068	0.00361625	0.120978	0.0792852	0.0134507	0.0256448	0.0238886	0.0144206	0.000583884	0.0147684	0.105271	0.0493835	0.00325056	0.17317	0.0218573	0.0089927	0.0476659	0.0245858	0.068711	0.0408823	0.046152	0.0343256	0.0816458	0.0901426	0.0254518	0.0118801	0.0106013	0.00137121	0.0341299	0.00671059	0.088174	0.0568716	0.0751049	0.0912642	0.000372243	0.430195	0.0115098	0.0737838	0.196495	0.111881	0.128768	0.787871	0.217269	0.0082972	0.225017	0.0111517	0.00891227	0.025619	0.0239326	0.0041027	0.0329891	0.134642	0.056108	0.0499942	0.0391659	0.112146	0.00754443	0.324454	0.102606	0.286244	0.143746	0.267583	0.0468913	0.0246937	0.0933582	0.144758	0.00304594	0.226106	0.0384416	0.0419268	0.135373	0.0896719	0.01265	0.0712671	0.0224248	0.275893	0.639178	1.06604	2.01889	4	8.390245
2700000	-1383.605	-1356.253	-27.35196	2	1.870135	0.093155	0.0445993	0.0212927	0.0139814	0.000911844	0.0314623	0.0112404	0.0614765	0.00999456	0.000105841	0.0283656	0.0240657	0.0742381	0.154299	0.000695712	0.0505299	0.0072444	0.0711552	0.0473315	0.0635819	0.118362	0.0101428	0.118614	0.0459265	0.129397	0.0401052	0.0179275	0.0048176	0.054789	0.0380466	0.10551	0.0267214	0.0180476	0.0149173	0.0137015	0.255868	0.0760175	0.00801435	0.0493295	0.0297541	0.110191	0.0272811	0.083839	0.00196021	0.102907	0.0375046	0.0224737	0.0157359	0.12806	0.0211891	0.0265621	0.0104357	0.0998241	0.0465465	0.0060059	0.118985	0.0201355	0.00563451	0.0517058	0.0336655	0.00920194	0.17913	0.0623275	0.0782352	0.0540449	0.0140137	0.0712408	0.107393	0.0448985	0.0407522	0.0245742	0.0807112	0.0483511	0.0176122	0.0391989	0.0894384	0.000950225	0.517575	0.00924775	0.00545719	0.269266	0.0157982	0.0399819	0.687129	0.195564	0.00263576	0.0337503	0.000262482	0.166485	0.231917	0.0635126	0.00509812	0.249885	0.185943	0.111764	0.0375526	0.0760357	0.218651	0.0651823	0.14043	0.0867195	0.046229	0.0108746	0.225857	0.0242534	0.0831562	0.0263468	0.126008	0.00340865	0.166001	0.503542	0.00233422	0.289177	0.0322551	0.0583081	0.00760745	0.0289822	0.277264	0.640453	1.06637	2.01591	4	8.968638
2701000	-1383.232	-1364.219	-19.01319	2	1.83015	0.0115046	0.0749036	0.0149056	0.0548351	0.00345895	0.0062097	0.0112102	0.0750569	0.0336502	0.00403983	0.0134433	0.00249506	0.0568751	0.0473818	0.00825315	0.0412631	0.00758834	0.015093	0.0234471	0.00653814	0.0351943	0.0446262	0.0918411	0.0509838	0.211693	0.0577651	0.00394905	0.002257	0.124272	0.0596599	0.0917974	0.0401119	0.0226768	0.018236	0.00267993	0.104092	0.172362	0.0103657	0.0710223	0.000607189	0.0303355	0.0159694	0.0537847	0.0031162	0.069626	0.0773953	0.0423379	0.00531458	0.0690173	0.0162948	0.0809415	0.0524229	0.409514	0.0511117	0.0826674	0.100611	0.0554806	0.0515946	0.0264958	0.00102303	0.0233092	0.141936	0.0311618	0.00435867	0.0370912	0.0803128	0.0114414	0.122697	0.0224433	0.0116013	0.0444394	0.21703	0.115789	0.114181	0.043782	0.0328343	0.00924516	0.251378	0.0712771	0.00540259	0.120311	0.0143131	0.129447	0.763463	0.00618527	0.00268247	0.0414209	0.167641	0.00854832	0.168923	0.0676431	0.0155251	0.0163672	0.0759736	0.0921271	0.0973255	0.282648	0.00537944	0.0327339	0.222928	0.0404659	0.021111	0.588137	0.0167654	0.0216043	0.185664	0.134891	0.154797	0.100976	0.0618408	0.0796655	0.0168792	0.0451152	0.0650972	0.00530801	0.0454741	0.0294228	0.272121	0.635645	1.06509	2.02714	4	8.359909
2702000	-1374.862	-1367.6	-7.261176	2	1.847473	0.215455	0.0367719	0.0363356	0.00972672	0.0282947	0.00169759	0.00280492	0.00996378	0.0740115	0.0261825	0.0315305	0.018679	0.000379731	0.104369	0.00190353	0.0446531	0.00394633	0.072616	0.0154196	0.0213905	0.00104885	0.0118609	0.162077	0.0160818	0.147387	0.0447287	0.00903908	0.190437	0.0105511	0.0736939	0.0438011	0.0390057	0.00227061	0.00142672	0.00565304	0.0611771	0.0199145	0.0525218	0.0142256	0.0128487	0.0463544	0.0404421	0.0210552	0.0267226	0.0565506	0.0247494	0.0201475	0.000435172	0.0704462	0.0114341	0.00844556	0.0302168	0.00375009	0.0211556	0.00571246	0.137342	0.0410872	0.00527066	0.014229	0.051146	0.00680714	0.0803964	0.0390133	0.163523	0.0459766	0.0714374	0.141361	0.0250858	0.0131989	0.00792104	0.0160702	0.0694334	0.0302541	0.0872411	0.1175	0.0644573	0.168475	0.438942	0.0875697	0.0175463	0.0466349	0.119107	0.0107271	0.432576	0.176869	0.0565504	0.00424912	0.347346	0.0109386	0.0386796	0.0208185	0.0163952	0.250238	0.241187	0.0715343	0.113014	0.0267537	0.128944	0.0673693	0.0016043	0.141528	0.103536	0.0448815	0.0433455	0.0249683	0.0251135	0.138017	0.0534473	0.205273	0.0168661	0.00506209	0.0544782	0.0125263	0.0291187	0.038655	0.0217908	0.0749359	0.274362	0.637748	1.06566	2.02223	4	7.219864
2703000	-1381.341	-1364.186	-17.15505	2	2.064518	0.0478457	0.037342	0.0429215	0.0475984	0.0119985	0.058368	0.0289834	0.0680397	0.00718222	0.00046643	0.0101354	0.00558185	0.049103	0.123803	0.000501604	0.0404488	0.0152252	0.0588875	0.019307	0.00672143	0.132369	0.0358204	0.132984	0.0140181	0.0564019	0.0356217	0.00326406	0.0116267	0.105578	0.0480458	0.103932	0.17427	0.00937036	0.0526571	0.00163304	0.0638132	0.0674725	0.066897	0.00803192	0.000354818	0.0346982	0.0317574	0.0245797	0.0216726	0.0434892	0.0240263	0.00292616	0.00189003	0.0560809	0.0909488	0.00270617	0.0317387	0.238517	0.108638	0.000847901	0.126448	0.0113999	0.0292995	0.0442805	0.166226	0.00587801	0.086783	0.0650771	0.0150301	0.00702539	0.0142732	0.00929666	0.00288177	0.0181587	0.0132867	0.357361	0.0554362	0.351619	0.0462124	0.0448032	0.0378915	0.112129	0.650109	0.0399667	0.0278566	0.053021	0.00307048	0.00874093	0.583574	0.0387804	0.260491	0.0490686	0.0218657	0.020366	0.0146288	0.0285013	0.0267435	0.0326188	0.256825	0.00385769	0.0282037	0.137923	0.0866159	0.00552379	0.000429463	0.0734158	0.10418	0.0270398	0.0430695	0.0377865	0.0922596	0.232098	0.251964	0.253058	0.02149	0.0158196	0.160046	0.119994	0.168268	0.0826586	0.0230233	0.00926702	0.300857	0.661704	1.07152	1.96592	4	8.234154
2704000	-1380.294	-1379.563	-0.7312967	2	2.413093	0.0302925	0.0485687	0.0192544	0.0488151	0.0223528	0.00391874	0.0269721	0.0849194	0.0137778	0.0061395	0.0430259	0.0133142	0.0965115	0.0473224	0.0196811	0.00966815	0.0245514	0.00403407	0.0528764	0.0597225	0.070429	0.0490528	0.114296	0.0276207	0.026269	0.0235056	0.0276363	0.0041029	0.150806	0.0541375	0.118796	0.0440051	0.00587362	0.0290225	0.0271224	0.00175457	0.0289008	0.0226265	0.0201103	0.00321049	0.0461491	0.00358315	0.0229703	0.000810118	0.118985	0.040038	0.0129353	0.00474079	0.047032	0.0509212	0.0329923	0.0475952	0.106269	0.0571209	0.0136444	0.120306	0.0438358	0.0463501	0.102157	0.0532633	0.0144009	0.0909324	0.105208	0.0309175	0.0941425	0.0359481	0.0288073	0.00634433	0.066866	0.0017685	0.00480123	0.136965	0.149269	0.021344	0.0443275	0.0205734	0.0136867	0.320204	0.101228	0.00526098	0.0378736	0.0867138	0.0696917	0.542758	0.0587954	0.0922209	0.117425	0.0206839	0.192389	0.0764853	0.0614347	0.0106172	0.0258403	0.169613	0.0859615	0.00132375	0.0227814	0.0384755	0.0613857	0.0148136	0.0652657	0.0358138	0.140455	0.0273496	0.0103336	0.0492866	0.0755059	0.014009	0.158807	0.0917985	0.0441417	0.0765105	0.0154166	0.0816267	0.030872	0.0502746	0.0168888	0.338059	0.692801	1.07757	1.89157	4	6.561331
2705000	-1392.946	-1373.661	-19.28531	2	1.492596	0.0609485	0.0281531	0.0354398	0.00647926	0.0476125	0.0133035	0.00945188	0.11667	0.025281	0.0640648	0.00189492	0.008432	0.0298541	0.123416	0.0178802	0.0509954	0.0149136	0.0372815	0.052611	0.0857395	0.0854565	0.0147566	0.201698	0.0265312	0.162055	0.0182846	0.00469361	0.0195981	0.176265	0.0401898	0.051805	0.0397319	0.00593221	0.0122845	0.0190213	0.2259	0.10818	0.142648	0.0483229	0.0024001	0.00480983	0.0359318	0.0261137	0.00537313	0.0316916	0.050997	0.0390508	0.00385464	0.0432774	0.0521876	0.0149749	0.0276542	0.028087	0.0679162	0.00203478	0.0718647	0.012683	0.0355384	0.0126957	0.156892	0.0124003	0.232982	0.035962	0.0409254	0.0070058	0.0122588	0.185573	0.0835315	0.00213659	0.0179183	0.0238039	0.14162	0.152006	0.00642668	0.0263412	0.0567875	0.472439	0.546762	0.113497	0.0344578	0.0173061	0.0651824	0.257642	0.578625	0.0794977	0.298814	0.0127109	0.127864	0.0207798	0.0736357	0.0529076	0.0516647	0.000720213	0.00343811	0.0201177	0.285123	0.0859979	0.0682673	0.0344701	0.0210463	0.10274	0.0631418	0.00143214	0.0292766	0.00476134	0.0440833	0.0408093	0.079622	0.078558	0.0353641	0.0474753	0.0232585	0.157058	0.0966281	0.0216708	0.28754	0.0121957	0.224177	0.587319	1.04998	2.13852	4	8.446065
2706000	-1376.223	-1369.049	-7.173758	2	1.210883	0.106753	0.0916437	0.0372897	0.0271596	0.00270581	0.00343325	0.000407093	0.0030402	0.00764797	0.0100708	0.00996544	0.0458296	0.0718667	0.0344534	0.0212593	0.0589927	0.0219222	0.000400509	0.0100891	0.182264	0.0845652	0.0308419	0.268471	0.1141	0.111923	0.0852716	0.0215682	0.0577498	0.0487008	0.0315634	0.147638	0.0408797	0.0216439	0.00720571	0.00995603	0.122771	0.0998187	0.0294534	0.0385796	0.00279591	0.0407921	0.0644433	0.00629284	0.0180967	0.0737199	0.00132737	0.0231338	0.0164756	0.0221138	0.00741608	0.0460033	0.0844224	0.0219776	0.0441759	0.00772102	0.155597	0.0366522	0.0361619	0.0595293	0.00388962	0.0109895	0.0308211	0.72404	0.346631	0.00912562	0.0507897	0.0258379	0.213905	0.0515754	0.00443912	0.00491251	0.0214674	0.0309719	0.00297167	0.056286	0.107248	0.0110787	0.399726	0.14602	0.0388312	0.0805881	0.0378359	0.0424616	0.0082639	0.0282555	0.0592276	0.0281774	0.0960742	0.100684	0.0344666	0.0158656	0.0333906	0.140594	0.176287	0.0399162	0.0158411	0.0267238	0.103578	0.00887149	0.0365695	0.111176	0.0973161	0.129643	0.00368904	0.0163434	0.105311	0.16613	0.0373274	0.0395008	0.0766509	0.0568189	0.0206586	0.044162	0.0305642	0.0828933	0.0553408	0.00504226	0.17702	0.532103	1.02773	2.26315	4	7.372541
