Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
852000	-1392.046	-1387.725	-4.321179	10	1.525668	0.0708288	0.105426	0.00428712	0.0441069	0.0735109	0.0490076	0.000666814	0.0158542	0.0116159	0.00792972	0.0136955	0.0161935	0.135813	0.0632857	0.00814876	0.00245174	0.0288025	0.0761213	0.0362901	0.00525936	0.0776374	0.00326169	0.0380982	0.00702124	0.201425	0.0544522	0.0177084	0.0876938	0.071357	0.120967	0.0655431	0.042614	0.000265886	0.00891636	0.034263	0.0729919	0.0422963	0.0997503	0.00828633	0.00297095	0.0343202	0.0629148	0.0322713	0.0253498	0.141566	0.0396288	0.0109102	0.0304029	0.041565	0.0606303	0.0021069	0.0240549	0.0305036	0.116134	0.0352359	0.0900628	0.00184199	0.112654	0.00667015	0.164756	0.0174235	0.0152236	0.00626793	0.0864668	0.0904455	0.0177921	0.030377	0.0308424	0.0655868	0.000327294	0.0908875	0.0378736	0.0346708	0.00722481	0.022068	0.0784521	0.0825971	0.537306	0.0273679	0.0154315	0.174164	0.0101769	0.133791	0.0724028	0.200036	0.0517817	0.0177634	0.0385129	0.0316388	0.0245419	0.0046982	0.0199415	0.119879	0.243414	0.378672	0.110808	0.049495	0.0684707	0.0803305	0.0143691	0.228467	0.10029	0.0034275	0.0104886	0.0630795	0.0119749	0.0729219	0.113461	0.0696572	0.00658811	0.0246761	0.0600854	0.0486801	0.398642	0.0689881	0.207699	0.0429448	0.229261	0.592774	1.05189	2.12607	5	7.561988
853000	-1412.108	-1374.661	-37.44745	2	1.760339	0.0113125	0.0149185	0.00471805	0.072873	0.0649526	0.0130665	0.0427701	0.0684539	0.00613524	0.0050367	0.047851	0.00988122	0.0446108	0.0669212	0.0108527	0.0605722	0.0136961	0.00636944	0.0299704	0.0250396	0.126279	0.0816666	0.114457	0.136153	0.195121	0.0347914	0.00436864	0.0545371	0.0390191	0.070876	0.10372	0.046779	7.05384e-05	0.0237934	0.00572993	0.294268	0.0282162	0.140402	0.0291588	0.0319955	0.105209	0.0104655	0.0337764	0.00966054	0.102213	0.0982153	0.0155819	0.0049394	0.0700341	0.018043	0.0447769	0.0450929	0.0215555	0.0996892	0.00556933	0.12496	0.0259641	0.0103977	0.154879	0.0901149	0.0663716	0.0114405	0.00304701	0.145518	0.160222	0.223016	0.209222	0.00741411	0.0632996	0.0940031	0.0466228	0.0285031	0.0606161	0.0180614	0.133183	0.232925	0.0112403	1.51093	0.00374529	0.026054	0.0864841	0.109188	0.0778545	0.0345297	0.20377	0.0878386	0.0799242	0.182149	0.0221889	0.197122	0.0925782	0.179353	0.229192	0.143618	0.525622	0.0453833	0.0514876	0.0110807	0.0481697	0.0841914	0.0588057	0.000253168	0.0244484	0.0832056	0.0538916	0.164077	0.0491346	0.0421616	0.168476	0.154629	0.103519	0.0342984	0.0600931	0.0822833	0.0178051	0.159456	0.217285	0.262886	0.626842	1.06265	2.04762	4	10.29353
854000	-1398.573	-1385.262	-13.31153	2	1.74695	0.132928	0.123758	0.0173405	0.0457402	0.0177819	0.011079	0.0312777	0.0330584	0.0167998	0.0048096	0.00646426	0.00691695	0.0461313	0.0725558	0.01447	0.0171753	0.0122364	0.0306019	0.0375948	0.0541155	0.0773295	0.0372621	0.108315	0.0238124	0.107466	0.00174073	0.00532264	0.00069746	0.0633309	0.0411721	0.0807951	0.0101707	0.0448491	0.0241581	0.0144234	0.115881	0.049977	0.0638856	0.00847113	0.00437995	0.124979	0.0118188	0.0115619	0.019565	0.0521886	0.010519	0.0484232	0.0121304	0.155791	0.0233137	0.00791707	0.063971	0.12527	0.0512217	0.00184926	0.241752	0.0099442	0.049375	0.00862468	0.0193552	0.0547496	0.406495	0.0623063	0.208401	0.0841408	0.040718	0.0139408	0.0681476	0.0417662	0.0277595	0.0406443	0.149007	0.0108349	0.0199046	0.0561792	0.193832	0.027101	0.592018	0.0226991	0.304803	0.296535	0.0548527	0.0182818	0.0568359	0.0391263	0.0291211	0.00390925	0.00800065	0.0416079	0.0477831	0.00719778	0.026177	0.163578	0.0961046	0.0508016	0.10924	0.0162032	0.0357044	0.0116752	0.0640009	0.0599839	0.0283733	0.0176531	0.0195626	0.0931356	0.0202377	0.0975265	0.0330772	0.011869	0.0315783	0.00309962	0.012704	0.0051534	0.0524235	0.195745	0.133987	0.410082	0.261076	0.625091	1.06214	2.05169	4	7.494222
855000	-1393.886	-1378.58	-15.30567	10	1.538969	0.0557652	0.073837	0.0293672	0.0267553	0.0358103	0.00979833	0.0106889	0.0105045	0.0127152	0.00581925	0.0254299	0.0229629	0.0351049	0.0578373	0.00895769	0.095431	0.0497024	0.00523709	0.00545538	0.0573331	0.380689	0.0898515	0.115213	0.061813	0.125921	0.0804564	0.0114667	0.068166	0.0662059	0.124173	0.0931245	0.13301	0.00609208	0.030693	0.120629	0.0566696	0.0269032	0.0135427	0.013742	0.0099586	0.0988704	0.0234434	0.0273345	0.0430701	0.101793	0.0398293	0.0039347	0.00546443	0.0317885	0.0243629	0.00255009	0.0677091	0.0178752	0.0338677	0.00901909	0.149025	0.00613554	0.0318452	0.247575	0.0126424	0.0285461	0.564082	0.0137184	0.0816621	0.0741752	0.0708797	0.10886	0.00096892	0.0378415	0.0124583	0.00772168	0.258284	0.00437891	0.0947891	0.0242633	0.170093	0.0183499	0.390984	0.0541846	0.588886	0.161762	0.00209975	0.00572122	0.106276	0.0595676	0.0367902	0.00922603	0.0353486	0.0128063	0.317583	0.00781462	0.110647	0.0275621	0.0678296	0.0364186	0.102151	0.0177539	0.0947755	0.159048	0.0372863	0.0916466	0.0262162	0.0540955	0.0514069	0.0513639	0.0564746	0.00284193	0.19857	0.282014	0.217386	0.000157022	0.0569031	0.0613689	0.013984	0.132095	0.123644	0.0135976	0.23128	0.594917	1.05263	2.12117	5	8.688326
856000	-1398.065	-1376.565	-21.50059	2	0.9399078	0.211311	0.0530859	0.0332083	0.0197259	0.0950216	0.0098593	0.0418217	0.00835671	0.046794	0.0138018	0.00801868	0.040894	0.0228848	0.0389247	0.0111383	0.0307003	0.0279268	0.0318538	0.00105669	0.043204	0.177208	0.0555564	0.0963118	0.121868	0.207076	0.00549329	0.015804	0.0103897	0.0588249	0.106093	0.0925324	0.0866666	0.0230556	0.000103637	0.0104422	0.0980083	0.0164503	0.0741726	0.0329772	0.00342325	0.0255937	0.0939773	0.0221152	0.0137884	0.0727215	0.0183646	0.0631127	0.0265328	0.0807608	0.0469906	0.00640033	0.00990427	0.0112777	0.00751673	0.0157853	0.0334124	0.00197322	0.0616337	0.131914	0.0235116	0.077092	0.687072	0.0137424	0.0339072	0.00941304	0.00172342	0.0168632	0.102002	0.186165	0.0260066	0.33161	0.110258	0.0899767	0.00279864	0.117442	0.172804	0.0397216	1.00994	0.267411	0.0111619	0.106696	0.0745482	0.180102	0.0669836	0.0604894	8.40722e-05	0.0261578	0.0420061	0.0601415	0.0196022	0.0218968	0.0272822	0.0353997	0.038116	0.0704641	0.0168426	0.0416894	0.147165	0.174381	0.00613497	0.0366655	0.00875797	0.0144627	0.0670597	0.251821	0.0614399	0.156569	0.0158453	0.0231573	0.0388912	0.0277878	0.328523	0.079348	0.0149293	0.0872752	0.00935895	0.0441734	0.124813	0.457913	0.989283	2.42799	4	8.63869
857000	-1383.453	-1370.21	-13.24243	2	2.039104	0.0867163	0.0715831	0.0147211	0.0259273	0.000629717	0.00395029	0.0252299	0.171382	0.0388374	0.024871	0.0689112	0.00253779	0.0433186	0.0672363	0.00544315	0.0647006	0.0460923	0.000487576	0.0633381	0.0128515	0.125026	0.0594801	0.162317	0.0160632	0.0952038	0.0785424	0.00359854	0.018762	0.101423	0.108943	0.0341126	0.0259582	0.0429974	0.0256973	0.0117787	0.143624	0.0244372	0.0176666	0.0410372	0.00458815	0.00462244	0.0191278	0.00973749	0.0342798	0.121946	0.00994219	0.0158085	0.0112909	0.0107983	0.0199941	0.0047468	0.0187703	0.0690297	0.0327283	0.0183046	0.0257498	0.0461741	0.080941	0.114408	0.0103945	0.00861423	0.830398	0.00787656	0.126994	0.0172894	0.0972634	0.0187019	0.0515671	0.132651	0.0238561	0.077887	0.0450739	0.000884128	0.0157398	0.0575506	0.0137268	0.0072367	0.61518	0.301739	0.015134	0.0812482	0.0546825	0.0916306	0.118068	0.0551265	0.0423133	0.00939947	0.00502546	0.0289454	0.104701	0.0471504	0.0200463	0.0284554	0.161186	0.0399537	0.107549	0.061995	0.113325	0.0152958	0.0495395	0.0568275	0.0348091	0.0397607	0.0505112	0.0989056	0.069399	0.0100178	0.071986	0.104893	0.403566	0.0202897	0.014155	0.0567769	0.0757171	0.180467	0.0192072	0.00614872	0.297898	0.659109	1.07094	1.97206	4	7.673252
858000	-1418.793	-1400.129	-18.66425	2	1.749518	0.00630739	0.0674958	0.0195788	0.018206	0.0199311	0.00977614	0.0395764	0.0288572	0.00755614	0.0640186	0.0133605	0.0288115	0.0493001	0.0258883	0.0428855	0.160323	0.0510082	0.0153985	0.0496284	0.0341382	0.141881	0.00244254	0.0609813	0.0313524	0.0579993	0.044444	0.0341906	0.00393514	0.0334326	0.0662612	0.0178197	0.0051939	0.052893	0.0175907	0.00295417	0.0830991	0.00336016	0.0229585	0.0315407	0.0199401	0.0747197	0.0469425	0.0642777	0.0470177	0.508046	0.0191991	0.000868784	0.000555085	0.0446889	0.0293611	0.0927386	0.00966093	0.0189936	0.0543968	0.0173197	0.0758291	0.0241163	0.183276	0.142703	0.0199165	0.0463162	0.673079	0.0328572	0.107454	0.0419788	0.0111686	0.0365226	0.0501009	0.0786485	0.0567673	0.0219323	0.0588093	0.190078	0.00200069	0.0840963	0.00247875	0.000288038	0.0378558	0.00342468	0.00986088	0.275778	0.118193	0.00147411	0.0468675	0.0105119	0.177919	0.124015	0.0186825	0.0362962	0.0346216	0.0447582	0.0252268	0.498777	0.040902	0.203286	0.397017	0.0594609	0.181551	0.0507692	0.0271502	0.0432739	0.0588499	0.0302355	0.0645018	0.186066	0.431825	0.0639948	0.159309	0.107471	0.0834086	0.026263	0.0852653	0.0456032	0.0271839	0.0649832	0.0442094	0.0700038	0.261424	0.625428	1.06224	2.05091	4	8.472367
859000	-1402.737	-1382.193	-20.54412	2	1.023108	0.0713656	0.0253166	0.0140571	0.0335713	0.0429354	0.00360655	0.0438473	0.000961582	0.0609057	0.0210421	0.000324941	0.0114662	0.0214463	0.0592587	0.00489831	0.0189689	0.00327647	0.00426253	0.0941768	0.0177994	0.234969	0.0640496	0.104906	0.0688555	0.237446	0.0228947	0.0154539	0.0310934	0.326047	0.0733324	0.0365026	0.0177145	0.00467525	0.0218619	0.0203606	0.0711846	0.120329	0.116253	0.000555939	0.0196751	0.0958059	0.0117402	0.111245	0.0141676	0.153294	0.00162554	0.0534321	3.77702e-05	0.0262789	0.0390663	0.00379783	0.0770378	0.0631234	0.0144841	0.00755805	0.165278	0.0686699	0.00851217	0.257238	0.00177825	0.0951336	0.476588	0.0407045	0.169621	0.0101687	0.0598516	0.0671808	0.0226854	0.0438614	0.0460961	0.0847716	0.41978	0.316072	0.0321621	0.114811	0.0499706	0.00684055	0.0460617	0.00637377	0.00565745	0.122182	0.406557	0.0922253	0.00572398	0.0147239	0.0615459	0.073561	0.268349	0.0420072	0.068527	0.0803544	0.0423163	0.661965	0.0830242	0.0464069	0.0745299	0.0019545	0.0197471	0.0144806	0.0656024	0.00923196	0.0851252	0.000749899	0.00760068	0.0694122	0.174925	0.0133787	0.0784681	0.0294947	0.0859872	0.349983	0.00731629	0.00429584	0.0670005	0.0195284	0.0700814	0.0333643	0.141541	0.483589	1.00373	2.37114	4	8.801934
860000	-1408.545	-1391.431	-17.11462	2	2.06851	0.033571	0.0331728	0.0984937	0.0272095	0.0251792	0.0438092	0.0540242	0.12851	0.0892145	0.00443945	0.0179091	0.00599463	0.0886629	0.0507131	0.0201543	0.00094457	0.0433084	0.032149	0.0167351	0.0229295	0.301209	0.0342941	0.177147	0.0476246	0.14867	0.147255	0.0127714	0.0224416	0.0170745	0.027889	0.0515503	0.168749	0.0197432	0.0188247	0.00348433	0.327728	0.115656	0.0223204	0.00456791	0.00820118	0.0365804	0.0155417	0.0244258	0.0249138	0.0848716	0.00124155	0.0361422	0.00240932	0.0735499	0.0331041	0.00240921	0.0707705	0.143297	0.102171	0.0166704	0.187303	0.0148531	0.0969858	0.0184173	0.0899436	0.0648622	0.0109521	0.00293094	0.14434	0.00065326	0.106888	0.500433	0.0560166	0.00142408	0.0888698	0.193834	0.0273348	0.177473	0.0107952	0.0290639	0.0167591	0.140296	0.0122515	0.0201811	0.263822	0.203758	0.0145222	0.00275144	0.112498	0.0491644	0.00697353	0.162756	0.134192	0.0934467	0.040818	0.0253245	0.060396	0.397883	0.0353975	0.038922	0.01504	0.131942	0.111973	0.0238935	0.0407012	0.0444254	0.0603435	0.0410954	0.0693583	0.0502121	0.0220662	0.00924885	0.0779341	0.292373	0.00256276	0.0896003	0.0115872	0.0100946	0.0170783	0.145004	0.0469766	0.00702293	0.301318	0.662107	1.07161	1.96496	4	8.158443
861000	-1389.715	-1376.112	-13.60278	2	2.494209	0.16456	0.0730366	0.0305811	0.011178	0.0102468	0.00987607	0.00027561	0.041815	0.00175738	0.0163335	0.0341007	0.000677086	0.0262426	0.0174804	0.015726	0.0620275	0.0674303	0.00551069	0.0145154	0.00805109	0.222052	0.0591182	0.0791598	0.107351	0.24342	0.0521905	0.0198754	0.0580826	0.0773794	0.0260456	0.0321748	0.0413857	0.0118853	0.0084954	0.0194812	0.0729092	0.0439753	0.103494	0.00460023	0.00594444	0.0348969	0.0701529	0.0399031	0.000314867	0.063297	0.0179215	0.031335	0.00397968	0.0492528	0.0347695	0.0531052	0.00128929	0.0805489	0.0624089	0.0105583	0.0863535	0.0671043	0.0590189	0.295846	0.0152518	0.0509791	0.113117	0.0278197	0.0892275	0.00190224	0.0282755	0.557863	0.0964373	0.13495	0.0814439	0.357298	0.156076	0.0311872	0.0192541	0.207461	0.0265212	0.0208324	0.00481531	0.00123022	0.0475678	0.191513	0.18876	0.0113124	0.0348685	0.0168772	0.0536554	0.0233856	0.0509887	0.064468	0.0292702	0.0139053	0.0330136	0.139978	0.00554282	0.0847702	0.0624362	0.036253	0.0211015	0.00314533	0.0615239	0.140992	0.304874	0.00699233	0.416088	0.0783676	0.023677	0.0482477	0.0107771	0.00826358	0.0691574	0.159495	0.0928154	0.00321231	0.0424889	0.0517366	0.014943	0.091739	0.345907	0.699023	1.07856	1.87651	4	7.722645
862000	-1407.499	-1388.795	-18.70481	1	1.031052	0.12547	0.0656654	0.0196771	0.00637643	0.00855765	0.0110584	0.00415635	0.0212624	0.00864254	0.00549683	0.0607099	0.0399864	0.00758648	0.0791764	0.0154724	0.0245054	0.0230392	0.0680833	0.000914332	0.0893332	0.0862107	0.0598425	0.142145	0.00889528	0.170803	0.117038	0.00553605	0.000772748	0.240108	0.0135495	0.00880962	0.0102075	7.12899e-05	0.012846	0.00267549	0.14936	0.244364	0.117362	0.00419533	0.00099437	0.0904051	0.0249486	0.0103228	0.00852026	0.182429	0.0392032	0.000570028	0.0091833	0.0208566	0.0482239	0.0319332	0.0203404	0.0120282	0.0520509	0.023031	0.330708	0.0557809	0.0276813	0.0161085	0.041844	0.0419883	0.233206	0.472763	0.0575201	0.721068	0.0553435	0.0156986	0.0764763	0.139863	0.0537183	0.209007	0.00150848	0.0890756	0.0548758	0.00162717	0.0947229	0.0109631	0.0193268	0.07343	0.242956	0.203784	0.00817175	0.00559631	0.0684754	0.0162953	0.0115431	0.0772991	0.0238231	0.00479575	0.00661146	0.0751039	0.0233084	0.101477	0.0474313	0.0222898	0.0529828	0.111904	0.152251	0.0212125	0.0458725	0.0839538	0.0571744	0.252188	0.0427474	0.037286	0.117173	0.0887755	0.0182282	0.0239436	0.0638144	0.190697	0.00368647	0.00826369	0.268112	0.0271063	0.0170909	0.00698257	0.143108	0.48589	1.00496	2.36604	3	8.179714
863000	-1360.375	-1357.117	-3.257059	2	1.55091	0.0290509	0.0422571	0.0381189	0.0148828	0.0196003	0.0103422	0.00844234	0.140156	0.000443136	0.00796776	0.0442066	0.0134617	0.0394802	0.073514	0.00451601	0.0382044	0.0125857	0.0012489	0.0315984	0.0087495	0.201979	0.00146786	0.181096	0.0292163	0.0519109	0.0729548	0.0219431	0.00555988	0.0147391	0.0568759	0.0441347	0.0550271	0.000758353	0.00860169	0.00504302	0.0890468	0.0444518	0.0102435	0.0175236	0.00493773	0.0685229	0.0204346	0.00715329	0.00765517	0.114519	0.0388846	0.00566959	0.0207765	0.00627258	0.0220593	0.00285383	0.0196356	0.00644843	0.00880248	0.00355522	0.143162	0.022474	0.00920555	0.372969	0.0141592	0.101283	0.212743	0.388019	0.00334372	0.509344	0.00756604	0.187883	0.0793436	0.226434	0.037922	0.0500311	0.00664111	0.0635389	0.0016922	0.098801	0.00704981	0.0126963	0.0667103	0.0355009	0.0306259	0.145972	0.0699021	0.0329826	0.0711296	0.176752	0.0217944	0.010998	0.0275257	0.0309047	0.0928822	0.0370709	0.0585095	0.00930709	0.108155	0.0944869	0.0371119	0.0264191	0.0833104	0.049718	0.0448714	0.0162209	0.0592974	0.0234908	0.0362294	0.0618844	0.145533	0.0222108	0.0109955	0.107162	0.151581	0.0898665	0.305379	0.0380293	0.0371724	0.0688424	0.0362448	0.0132153	0.233081	0.596817	1.05328	2.11683	4	6.991878
864000	-1381.737	-1369.666	-12.07099	2	1.985932	0.0337833	0.013031	0.0307235	0.097681	0.00233432	0.000503741	0.000642663	0.00517982	0.0138367	0.000101512	0.022286	0.0213485	0.170721	0.0225361	0.0148492	0.0721087	0.0162637	0.00474569	0.0041529	0.0878575	0.187735	0.0927075	0.00067168	0.00679466	0.264573	0.0934726	0.0362263	0.035358	0.155301	0.136587	0.107327	0.0919628	0.0404701	0.00867007	0.0500975	0.0409717	0.00749155	0.0238511	0.0183509	0.000915424	0.11009	0.121083	0.101158	0.00187884	0.0912146	0.0183724	0.0225168	0.00254895	0.0684567	0.0163062	0.00991275	0.000927553	0.0584653	0.00380959	0.018954	0.145722	0.0589762	0.0125159	0.0516117	0.0421555	0.0193244	0.0702447	0.151148	0.0115313	0.762036	0.444476	0.0246378	0.200845	0.048561	0.0632192	0.0625243	0.107059	0.0967158	0.064728	0.0163104	0.0601524	0.00728403	0.0288561	0.0292472	0.025838	0.120029	0.202236	0.0197989	0.0349891	0.0215958	0.000904723	0.0462499	0.06824	0.00932018	0.076259	0.0395106	0.00824781	0.117136	0.0107633	0.0473621	0.085729	0.0558861	0.211136	0.109092	0.0248285	0.0877605	0.0340176	0.0438242	0.0144879	0.0998349	0.201968	0.0523316	0.412617	0.00913036	0.0213663	0.0998788	0.000668567	0.0381709	0.0211448	0.0399928	0.0106614	0.0253608	0.29159	0.653509	1.06963	1.98527	4	7.808167
865000	-1400.549	-1387.049	-13.49983	2	2.271947	0.0797934	5.58639e-05	0.0520736	0.0284838	0.000476296	0.0136388	0.0204394	0.040773	0.00231118	0.00562045	0.0270895	0.0371393	0.0902526	0.105032	0.00683715	0.0768602	0.0140756	0.0227388	0.00737333	0.00403316	0.192656	0.0639914	0.0771831	0.0584996	0.0262755	0.0361948	0.00233939	0.120413	0.0669735	0.122467	0.0453746	0.0184316	0.0259597	0.0204502	0.147859	0.0791699	0.0898649	0.0374072	0.0694697	0.00245649	0.120503	0.0605847	0.00685533	0.0149913	0.225635	0.068564	0.117322	0.0137327	0.0769828	0.0108774	0.00527947	0.0146875	0.0860977	0.0252775	0.00552374	0.109234	0.0496322	0.0100121	0.0798592	0.0175834	0.042256	0.00260153	0.0284957	0.10169	0.761848	0.0894323	0.0235639	0.0309405	0.17536	0.0671085	0.0403288	0.0726202	0.0478875	0.0152278	0.0846635	0.170827	0.0245895	0.0257811	0.0169962	0.00202356	0.0127533	0.122925	0.0969116	0.209247	0.0707229	0.0939964	0.0619213	0.108837	0.0484238	0.181271	0.0990485	0.00661893	0.0246353	0.0175701	0.0299965	0.0225307	0.00179233	0.0735	0.17489	0.00206379	0.0484839	0.00194615	0.0189808	0.00945374	0.134137	0.0306287	0.0111473	0.184021	0.0740701	0.0750952	0.0151162	0.0879036	0.012896	0.000969006	0.0357353	0.489303	0.110723	0.323711	0.681131	1.07551	1.91965	4	7.682277
866000	-1374.092	-1373.681	-0.4112279	2	2.15373	0.0634758	0.058649	0.0434562	0.0244211	0.00677031	0.0198355	0.00113061	0.0457312	0.0187467	0.00286217	0.0610884	0.032076	0.0859936	0.0651307	0.00901633	0.0442889	0.00244744	1.40265e-05	0.0125758	0.00194313	0.214933	0.146573	0.124104	0.0469327	0.0469251	0.0578268	0.00707316	0.00978335	0.0742597	0.0790483	0.00722548	0.046086	0.00387891	0.0212702	0.00569185	0.105033	0.0425528	0.0942151	0.000152197	0.0129453	0.0225062	0.0256018	0.0159879	0.00174982	0.113813	0.034119	0.0466658	0.0116037	0.0405732	0.00703189	0.00666888	0.102506	0.0797917	0.0576428	0.00283367	0.0804168	0.0326338	0.00554346	0.0182998	0.0126252	0.0199181	0.0689654	0.0332081	0.00696355	0.544631	0.00873612	0.184153	0.00486063	0.0643329	0.0452704	0.00645599	0.123275	0.117427	0.0523506	0.0728217	0.079148	0.0231845	0.149208	0.0959012	0.0113934	0.0221857	0.03938	0.00926339	0.058676	0.0670449	0.0106834	0.0962151	0.0482582	0.0847404	0.0653058	0.0310231	0.0258575	0.0062466	0.0245665	0.0616525	0.0303545	0.0746568	0.00871702	0.107577	0.0561724	0.0291373	0.0431841	0.0619918	0.0397766	0.119611	0.0794627	0.021258	0.184706	0.194407	0.152153	0.0114823	0.126695	0.0477832	0.0684858	0.0602191	0.13029	0.0930206	0.31096	0.670425	1.0734	1.94522	4	6.569221
867000	-1386.724	-1375.997	-10.72702	2	0.7807159	0.0989694	0.0979438	0.0527594	0.0514515	0.0173441	0.0101498	0.0651194	0.0776387	0.0311025	0.00564402	0.0342942	0.0434822	0.0434106	0.0268739	0.00638186	0.0265055	0.0233204	0.00531297	0.00334069	0.0484217	0.126164	0.0469302	0.0239767	0.0790234	0.122783	0.00810815	0.0141494	0.272278	0.000352392	0.0566396	0.0478792	0.0102812	0.0126806	0.0430341	0.00366495	0.0140626	0.130906	0.0878155	0.0315378	0.00387141	0.0474772	0.0858232	0.021304	0.0628055	0.126715	0.0377949	0.0334276	0.0128452	0.0270505	0.0253524	0.0253032	0.0217383	0.00841623	0.0738958	0.00026584	0.00253899	0.0620578	0.0249179	0.0737905	0.00789673	0.01027	0.0673241	0.00480536	0.0812806	0.494847	0.192376	0.0289911	0.0445792	0.0187787	0.187514	0.0770268	0.117215	0.0326387	0.0485412	0.0726837	0.0738795	0.00673425	0.0356129	0.0600524	0.059929	0.0186897	0.0991421	0.281017	0.0977851	0.00663782	0.0114159	0.0393892	0.0366141	0.0351174	0.000549493	0.138274	0.099469	0.0358444	0.231064	0.0977783	0.216395	0.121733	0.0303339	0.0585462	0.0340512	0.126294	0.0172838	0.0178175	0.0313898	0.182533	0.0438411	0.00925157	0.0576119	0.0884646	0.0491316	0.0777073	0.169208	0.0734228	0.0504451	0.0261491	0.458643	0.174232	0.0914491	0.399253	0.951465	2.55783	4	7.745377
868000	-1376.287	-1361.59	-14.6968	2	1.577992	0.031252	0.0480716	0.014031	0.0175996	0.02275	0.00294459	0.0105209	0.0053664	0.00775506	0.00959812	0.000640383	0.00206933	0.0732459	0.0967668	0.0179159	0.0227278	0.0168888	0.00255224	0.0341446	0.0638686	0.109596	0.0278368	0.149861	0.0506798	0.0472657	0.0467434	0.00292388	0.0161839	0.12942	0.0597521	0.0571866	0.0337303	0.0536879	0.0160535	0.0172522	0.0849259	0.110004	0.134299	0.00734991	0.0397029	0.0476359	0.0338074	0.0116783	0.0258891	0.143371	0.0260803	0.00218635	0.0113532	0.0447578	0.0511143	0.0141183	0.00621201	0.0151142	0.0020472	0.000431455	0.139624	0.0399028	0.0282539	0.0247731	0.0450014	0.253004	0.0458521	0.000443528	0.210806	0.253658	0.0980691	0.0748133	0.130279	0.0340442	0.0824043	0.111235	0.234739	0.245941	0.0065759	0.0364776	0.119322	0.059487	0.0812343	0.0543799	0.0221786	0.1994	0.156611	0.0114091	0.218172	0.0164033	0.0430708	0.124155	0.131475	0.0338469	0.023299	0.0190877	0.168466	0.0371295	0.0935737	0.0262898	0.00423213	0.0939493	0.22781	0.00748296	0.0305057	0.0345079	0.00654477	0.0309102	0.0211041	0.0340299	0.000599222	0.0234289	0.108099	0.0328199	0.0264233	0.0840913	0.175496	0.008651	0.003399	0.00771127	0.443438	0.472483	0.237123	0.601044	1.05469	2.10714	4	7.743566
