Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
235000	-387.5056	-406.5056	18.99998	2	1.325263	0.140002	0.0488227	0.199355	0.012209	0.00916838	0.0480396	0.0153892	0.00219398	0.0555389	0.0490647	0.109699	0.14655	0.0693313	0.0211363	0.0181285	0.0469408	0.0377049	0.11232	0.014425	0.023277	0.00880197	0.0865309	0.101598	0.0203656	0.0715943	0.0284883	0.0163401	0.0583363	0.0554143	0.00503037	0.0758704	0.0660972	0.0170396	0.124573	0.260104	0.0771184	0.0340981	0.0400544	0.0573066	0.551616	0.334458	0.0529261	0.037361	0.0607873	0.00557521	0.306781	0.099389	0.197024	0.556628	1.03827	2.20808	4	3.83295
236000	-380.2168	-410.0055	29.78871	10	1.751896	0.12222	0.028649	0.0158061	0.0125558	0.0128512	0.166141	0.161063	0.0211312	0.0329582	0.00815694	0.0235235	0.0276602	0.0577704	0.065901	0.0837368	0.0260627	0.0214	0.0024602	0.00682846	0.183658	0.0178748	0.0101239	0.0111435	0.0490836	0.0358792	0.0319933	0.00980459	0.102068	0.0701573	0.19437	0.0428416	0.0324088	0.101915	0.0202376	0.359792	0.087244	0.0282015	0.0142673	0.240613	0.309093	0.0128818	0.00905228	0.108394	0.345435	0.00543912	0.159064	0.0477208	0.261746	0.62574	1.06233	2.05018	5	3.537632
237000	-383.9084	-411.3224	27.41401	10	0.7579584	0.223278	0.0153119	0.00255641	0.0186216	0.0307024	0.174055	0.0304615	0.00994174	0.0941019	0.010059	0.173842	0.139245	0.0417578	0.00932361	0.0382816	0.00594363	0.229186	0.0688682	0.046885	0.00316913	0.00560284	0.0266321	0.105542	0.00639829	0.0514708	0.321954	0.0151357	0.416741	0.0055885	0.222982	0.109637	0.00057726	0.427837	0.0277383	0.00317243	0.230407	0.010564	0.181203	0.0852845	0.00698341	0.0697182	0.0181222	0.164252	0.05508	0.00956115	0.0261484	0.101116	0.086587	0.38964	0.944589	2.57918	5	4.071041
238000	-375.8017	-405.9302	30.1285	10	1.923523	0.351845	0.0184725	0.0127872	0.00624539	0.0221098	0.0211334	0.0160229	0.00743486	0.317088	0.042962	0.0776541	0.0630967	0.0597568	0.0315532	0.0240106	0.0281316	0.0966276	0.00798633	0.0424632	0.0791341	0.0161317	0.0524475	0.0395438	0.116351	0.0451604	0.0480192	0.0222309	0.0448895	0.0140544	0.0298505	0.0404119	0.0300684	0.224475	0.0157634	0.0565429	0.138756	0.0642019	0.0736139	0.0635772	0.404737	0.0337292	0.0760366	0.0195321	0.372016	0.00651131	0.0579723	0.0862072	0.283971	0.646627	1.06795	2.00145	5	3.519346
239000	-368.5445	-402.6146	34.07012	10	1.659863	0.08828	0.00261709	0.0638872	0.0229397	0.0176021	0.0836086	0.12355	0.00197574	0.177287	0.0120254	0.011965	0.0109521	0.0158679	0.0474355	0.0187329	0.00539118	0.129741	0.0579537	0.077319	0.0269555	0.0472334	0.00692163	0.00983106	0.0400916	0.0205991	0.00872838	0.0346996	0.127554	0.0243255	0.0549803	0.0397985	0.235618	0.0722726	0.02006	0.0837354	0.237609	0.0230811	0.0204294	0.00214206	0.343227	0.156234	0.00845153	0.00604562	0.223633	0.350079	0.108099	0.0159355	0.248995	0.61317	1.05858	2.07926	5	3.317503
240000	-366.2065	-398.6006	32.39408	10	0.8912773	0.245363	0.0132803	0.0323526	0.00885488	0.00511031	0.0287973	0.0114423	0.0198587	0.0134384	0.0696155	0.100995	0.102968	0.0326602	0.000751551	0.0141465	0.105399	0.124024	0.0111185	0.045524	0.00338634	0.0239102	0.0217196	0.0115029	0.0287634	0.0892043	0.119781	0.314333	0.182622	0.0171129	0.031752	0.0646286	0.164402	0.160941	0.0250507	0.0541679	0.111177	0.0368035	0.106781	0.0838047	0.0415096	0.00520865	0.056187	0.0123546	0.476826	0.0516089	0.0813635	0.235693	0.114783	0.441443	0.979359	2.46441	5	3.598296
241000	-375.7554	-401.95	26.1946	10	1.298668	0.0289848	0.00373905	0.0181285	0.012466	0.0199914	0.285185	0.066668	0.012346	0.217157	0.0524292	0.225021	0.0182287	0.0788791	0.0220337	0.0411731	0.0278378	0.0199423	0.0304427	0.0257445	0.00681961	0.0160369	0.0144588	0.0452841	0.0148817	0.0178303	0.324474	0.0379708	0.0364949	0.0627072	0.000677568	0.0243154	0.0142948	0.228625	0.0624919	0.432407	0.0493517	0.351078	0.15634	0.0520722	0.129094	0.0211534	0.0655948	0.0905774	0.2875	0.057451	0.0437045	0.0591456	0.19248	0.551212	1.03603	2.22028	5	3.909231
242000	-390.7771	-411.9648	21.1877	10	2.435414	0.0984277	0.0555076	0.0247294	0.0117965	0.0379817	0.031455	0.0369704	0.0040011	0.304087	0.0450964	0.0394427	0.0965998	0.0081514	0.00699061	0.0122081	0.006711	0.190354	0.0340455	0.0526061	0.0434202	0.0151322	0.0664969	0.0509186	0.0263394	0.0647058	0.0050601	0.280977	0.0407189	0.0581968	0.0376751	0.170435	0.0169131	0.0150238	0.224215	0.0100903	0.00862502	0.0628275	0.0820823	0.499107	0.00284503	0.222043	0.00742932	0.573668	0.15962	0.0831788	0.0154992	0.350175	0.340247	0.694546	1.07786	1.88735	5	4.290579
243000	-379.2501	-406.23	26.97993	10	1.207468	0.254468	0.0055351	0.00860267	0.0280381	0.0133008	0.23545	0.00798187	0.00218712	0.15379	0.0317984	0.363766	0.0415793	0.0762994	0.0247919	0.00841629	0.0748705	0.0398964	0.0830646	0.0325859	0.0257481	0.0288484	0.03646	0.0753169	0.0599898	0.00127737	0.0259067	0.330852	0.0943654	0.0207532	0.0519456	0.085089	0.290037	0.0573814	0.236021	0.0715338	0.106544	0.0474437	0.171619	0.192448	0.0803689	0.120002	0.006361	0.0441313	0.00397985	0.253374	0.0311465	0.00182668	0.176404	0.531319	1.02737	2.26491	5	4.037195
244000	-364.7976	-400.7676	35.97006	10	1.472483	0.070836	0.00114245	0.0490758	0.0228441	0.0367607	0.0603857	0.0453284	0.00608363	0.222603	0.0524091	0.17205	0.0168079	0.0448451	0.00457493	0.00996279	0.0536595	0.0133538	0.0210369	0.0412881	0.0607784	0.000563141	0.0195834	0.0461733	0.0403004	0.0314251	0.0891064	0.0346791	0.0579838	0.0099902	0.0808396	0.111925	0.234988	0.0150286	0.0172736	0.0227376	0.155155	0.0618306	0.21731	0.430305	0.0832269	0.0364282	0.0575241	0.0580507	0.00519159	0.0718993	0.123722	0.0453677	0.22104	0.583911	1.04876	2.14628	5	3.164434
245000	-376.9359	-401.3594	24.42352	10	1.775486	0.168181	0.0284708	0.0234627	0.0148491	0.0350492	0.0492216	0.0491507	0.00370795	0.0783571	0.00146601	0.082383	0.25724	0.01935	0.0219712	0.0216839	0.0645095	0.00368044	0.0740945	0.048715	0.0186512	0.0155406	0.0318981	0.0644885	0.0749126	0.0127514	0.0753962	0.0638362	0.0715809	0.168931	0.0623088	0.00608793	0.374584	0.0401885	0.0827124	0.0108662	0.138797	0.0390344	0.0596059	0.184461	0.0301311	0.00421469	0.0241086	0.0347776	0.0921099	0.468439	0.624174	0.0296305	0.264918	0.628798	1.0632	2.04308	5	3.949763
246000	-376.4353	-400.96	24.52468	10	0.9532496	0.203985	0.0886453	0.00400142	0.0191362	0.0589712	0.0588542	0.0968286	0.0105995	0.178717	0.0610265	0.066986	0.0339163	0.0402617	0.0190871	0.101849	0.0525126	0.0180985	0.0364477	0.0184671	0.0452111	0.0723108	0.00142328	0.0285636	0.00546224	0.00578873	0.0849312	0.0346597	0.122741	0.0173982	0.502475	0.104432	0.123348	0.484387	0.113239	0.0114136	0.160272	0.00667877	0.0685378	0.145042	0.193397	0.0334166	0.00192213	0.254733	0.0204697	0.0800703	0.104945	0.0327274	0.127534	0.462234	0.9918	2.41843	5	4.02839
247000	-374.9269	-402.8517	27.92472	10	1.16936	0.138075	0.00383014	0.0531157	0.00915925	0.00127145	0.0358512	0.0676265	0.0120546	0.253669	0.000238493	0.163591	0.00593893	0.0951468	0.0551628	0.0298096	0.0134207	0.0870672	0.052893	0.0268821	0.0819644	0.0082303	0.0693148	0.0118314	0.0310423	0.00556703	0.173407	0.342561	0.300856	0.0108113	0.0240987	0.0215841	0.261211	0.0440057	0.213596	0.0144705	0.0986522	0.225183	0.0117799	0.033316	0.0226882	0.13711	0.045235	0.0380133	0.195993	0.199597	0.0196635	0.0261164	0.169457	0.522344	1.02324	2.28496	5	3.772703
248000	-398.2879	-418.6711	20.38319	10	1.298806	0.111415	0.0426711	0.128617	0.0132966	0.0165972	0.0662207	0.0404217	0.0896976	0.320487	0.0783712	0.161861	0.0449479	0.0804211	0.0276046	0.0199185	0.0409406	0.026069	0.0126732	0.0703585	0.0562332	0.0764863	0.0179099	0.0767228	0.0113853	0.0021471	0.0212787	0.128382	0.380976	0.171859	0.0164675	0.0621276	0.0582608	0.0847025	0.0690956	0.0194241	0.0702654	0.023937	0.0229456	0.00910325	0.033549	0.024044	0.228505	0.181892	0.0130276	0.471142	0.180924	0.230642	0.192504	0.55124	1.03604	2.22021	5	4.136025
249000	-361.6256	-396.7859	35.16025	10	2.931654	0.108216	0.00907679	0.0726472	0.0135865	0.0102138	0.0600287	0.0487541	0.0157935	0.310432	0.00677575	0.0928409	0.0542869	0.101752	0.0184222	0.0248469	0.0321577	0.038891	0.00251806	0.0241523	0.0271766	0.0459184	0.00623251	0.0161143	0.0203115	0.0507132	0.0216692	0.0116614	0.0205572	0.00897802	0.0473134	0.0387811	0.107252	0.0572457	0.0801854	0.0910983	0.0535763	0.0115148	0.0307942	0.0111967	0.270667	0.0955331	0.00423285	0.0538052	0.158995	0.409143	0.362717	0.0834821	0.383904	0.727672	1.08216	1.80627	5	3.242257
250000	-387.5395	-406.6375	19.09802	10	2.423918	0.30412	0.018348	0.051612	0.0415472	0.020489	0.00365772	0.0196839	0.00217727	0.102872	0.0305492	0.128546	0.0444782	0.0664396	0.110991	0.0103894	0.0265974	0.0779388	0.0697382	0.0148238	0.0376177	0.0289776	0.00718737	0.000259821	0.0569841	0.0323416	0.00786024	0.202168	0.333567	0.0467704	0.238936	0.019479	0.116821	0.0942744	0.012649	0.261962	0.103844	0.0505329	0.0220035	0.311844	0.0132372	0.0260796	0.0913517	0.0538345	0.438468	0.0628707	0.0108346	0.811146	0.339123	0.693651	1.07771	1.88952	5	4.6389
251000	-374.2359	-398.4577	24.22181	10	1.904511	0.221816	0.00880841	4.72301e-05	0.0202679	0.00799436	0.213054	0.0652503	0.015403	0.0535385	0.035923	0.187116	0.0139769	0.00606604	0.0270184	0.00969562	0.0170822	0.0666118	0.148718	0.0517719	0.00774526	0.00268712	0.061474	0.00982009	0.0376254	0.00479319	0.00090184	0.0315972	0.00800073	0.10305	0.0590114	0.0208791	0.0421806	0.165164	0.072105	0.352363	0.0108637	0.00316636	0.0519222	0.00347808	0.40779	0.172707	0.424179	0.0610937	0.0012515	0.407214	0.00923545	0.111588	0.281603	0.64446	1.06741	2.00653	5	3.814046
252000	-377.2395	-401.4682	24.22866	10	1.972509	0.191935	0.022459	0.107797	0.0216831	0.0166919	0.0492922	0.156511	0.00101097	0.163676	0.041916	0.0115675	0.0745353	0.02674	0.0293349	0.0286414	0.0161389	0.0960903	0.0946646	0.0136359	0.0113009	0.0120891	0.0313927	0.0559812	0.0274	0.00676325	6.29333e-05	0.0259264	0.108478	0.00596809	0.0261783	0.0311718	0.119539	0.0470998	0.302621	0.138957	0.0265009	0.0364463	0.731907	0.0301557	0.0443002	0.153042	0.57206	0.151072	0.0252035	0.117974	0.0485654	0.0269896	0.289971	0.652058	1.06929	1.98868	5	4.079467
253000	-385.8612	-405.1141	19.25295	10	3.517081	0.362983	0.00751686	0.00431047	0.0325606	0.0108512	0.148047	0.0987746	0.00163385	0.315329	0.0974125	0.10123	0.0523035	0.0551499	0.0492484	0.0267973	0.0550333	0.0939558	0.0923635	0.0751402	0.0278458	0.00273799	0.0289003	0.0624924	0.0388087	0.10517	0.109179	0.00253651	0.00896364	0.17599	0.0628716	0.0623928	0.0953072	0.280015	0.0517579	0.0492153	0.484711	0.129221	0.0837131	0.021673	0.0283907	0.0139368	0.0122757	0.327758	0.0650819	0.268621	0.105789	0.305695	0.42569	0.756658	1.0841	1.73355	5	4.69169
254000	-383.3015	-407.388	24.08655	10	0.7823785	0.279269	0.000184517	0.0556836	0.0190813	0.0239893	0.0118709	0.129125	0.0176211	0.0573713	0.0434499	0.0627558	0.0339117	0.177545	0.0155033	0.0163003	0.131799	0.12716	0.0152709	0.0350596	0.0169685	0.0785095	0.0365022	0.0323683	0.0898558	0.0285698	0.482605	0.0459598	0.00995232	0.0385053	0.00112089	0.00279826	0.0224555	0.202034	0.214928	0.0923419	0.482817	0.0801771	0.00908833	0.232264	0.0324023	0.002698	0.200802	0.0279377	0.06501	0.0573426	0.127453	0.0523802	0.0918039	0.399942	0.95195	2.5563	5	4.018796
255000	-364.9569	-400.7448	35.78793	10	1.937742	0.163261	0.00853693	0.00966111	0.00714688	0.0753082	0.0451318	0.063395	0.0118705	0.148597	0.0201662	0.164176	0.00607039	0.0605803	0.0800358	0.00857611	0.0499984	0.0738477	0.00601366	0.0327077	0.0103114	0.0280691	0.0467789	0.0594017	0.0540123	0.0225062	0.00592113	0.0546867	0.228516	0.0929786	0.0407011	0.0222999	0.00199624	0.0134666	0.00743193	0.0107267	0.158177	0.013376	0.0419636	0.0225452	0.245644	0.216628	0.0409096	0.0483528	0.162562	0.0397112	0.364134	0.00390393	0.285728	0.648226	1.06835	1.9977	5	3.092792
256000	-373.5366	-401.5549	28.01831	10	2.125246	0.0724568	0.0100756	0.0870043	0.0533541	0.0551049	0.0490265	0.0312763	0.0165889	0.078359	0.0220745	0.215491	0.136766	0.226211	0.031601	0.00603098	0.0327229	0.107669	0.0407007	0.0069311	0.0157944	0.0612501	0.0148874	0.0803146	0.0512715	0.0162804	0.0523855	0.0575337	0.0609857	0.00533081	0.150625	0.117009	0.537936	0.0017115	0.0627388	0.00805168	0.0504323	0.0314622	0.597722	0.0340152	0.314225	0.0292428	0.0630234	0.105975	0.00447367	0.00767436	0.0289693	0.144213	0.307781	0.667704	1.07283	1.95169	5	3.984978
257000	-382.3002	-406.5958	24.29564	10	1.443842	0.116122	0.00581068	0.0892134	0.139763	0.0111576	0.293165	0.000636516	0.00472661	0.0255943	0.117836	0.167871	0.0704548	0.0186199	0.0155366	0.000404489	0.0319416	0.0857318	0.037824	0.0497216	0.0161093	0.0439349	0.00302118	0.0346986	0.0479015	0.0101136	0.0729746	0.0348508	0.0565065	0.0779711	0.0307221	0.115952	0.0998906	0.0620204	0.0340244	0.00129744	0.0329026	0.0977248	0.494576	0.000856302	0.0196086	0.398237	0.029139	0.143175	0.19978	0.382445	0.0171625	0.0468542	0.216516	0.578934	1.04695	2.1576	5	3.886579
258000	-374.6196	-406.5801	31.96044	10	2.949856	0.242126	0.0402885	0.000488959	0.0204511	0.0514782	0.0621225	0.0679101	0.0122305	0.239609	0.0843938	0.120342	0.151518	0.0131318	0.0884887	0.0849992	0.0435925	0.0913774	0.0138188	0.0174142	0.0255657	0.0193739	0.0519727	0.0552137	0.0348691	0.0185424	0.00873889	0.035899	0.108058	0.0249662	0.101994	0.0158579	0.0399437	0.0971561	0.0137306	0.0317092	0.0885994	0.108187	0.196593	0.0759419	0.0128747	0.0156342	0.0399027	0.027768	0.310365	0.125717	0.174479	0.109431	0.385345	0.728713	1.08226	1.80368	5	3.414864
259000	-381.0817	-404.5187	23.43704	10	0.8932918	0.152092	0.00293408	0.00887253	0.0121899	0.0526745	0.102339	0.0196001	0.00291185	0.112063	0.0044487	0.0889616	0.0424888	0.0474829	0.049148	0.024735	0.0333531	0.0290296	0.0286562	0.0917795	0.103802	0.0195517	0.00373619	0.0121226	0.0691824	0.0721581	0.0184605	0.0128632	0.0142606	0.26328	0.0136919	0.00491957	0.577019	0.560973	0.0352586	0.0283393	0.0127827	0.0195141	0.0117192	0.0285666	0.0145993	0.0707305	0.0173576	0.195665	0.0352498	0.294158	0.0176265	0.0151186	0.115202	0.442149	0.979794	2.46285	5	3.448467
260000	-387.7281	-413.1271	25.39895	10	0.765087	0.19596	0.0642628	0.105242	0.0974291	0.0537299	0.0532713	0.0536613	0.0227208	0.0901589	0.0555406	0.156432	0.115436	0.0866588	0.0156157	0.0113098	0.0468979	0.0387419	0.0232489	0.00800866	0.0664404	0.0649908	0.113853	0.0421835	0.0858982	0.00142708	0.0427446	0.0273819	0.0953967	0.246238	0.0878435	0.00856627	0.0224635	0.0432009	0.480607	0.422548	0.0699432	0.0631421	0.0114374	0.27026	0.0134929	0.103981	0.0357803	0.0685566	0.0208368	0.145079	0.101938	0.0122998	0.0881111	0.392689	0.946791	2.57241	5	4.062857
261000	-383.3677	-414.5179	31.15022	10	0.767977	0.127872	0.0124746	0.0474607	0.0629722	0.0247676	0.0587188	0.0334393	0.016146	0.09328	0.00869282	0.0866557	0.0467183	0.0122499	0.0759245	0.0274207	0.0913119	0.0200755	0.0366877	0.000701656	0.00455721	0.00860712	0.0609718	0.0797449	0.0839716	0.0475947	0.186042	0.115616	0.179419	0.162388	0.00691722	0.00270673	0.257434	0.028104	0.0628908	0.418219	0.0532415	0.0380282	0.0230809	0.189038	0.0305684	0.140516	0.116455	0.0392066	0.108214	0.0605051	0.0342793	0.0313417	0.0887287	0.393915	0.947671	2.56969	5	3.45323
262000	-382.1344	-404.9589	22.82454	10	2.684289	0.31306	0.0334712	0.231722	0.0362088	0.0151422	0.0888158	0.00703852	0.00218952	0.0486573	0.0592524	0.236002	0.0483482	0.0933688	0.0553837	0.00931798	0.00712546	0.118506	0.0175042	0.079269	0.0509614	0.0221353	0.0400136	0.0314031	0.00789089	0.0203278	0.0772079	0.0308307	0.028461	0.0574087	0.4136	0.0448624	0.368468	0.0884547	0.0405562	0.472693	0.0679757	0.00560369	0.0600249	0.0304021	0.0846354	0.0454347	0.0272083	0.0438804	0.026667	0.0464806	0.101572	0.114329	0.363261	0.7124	1.08044	1.8439	5	3.949871
263000	-376.5713	-402.4497	25.87842	10	1.064818	0.17785	0.0314296	0.0238162	0.0307879	0.0321601	0.0757604	0.0145643	0.0029374	0.0713166	0.017392	0.278306	0.127171	0.0660263	0.0429428	0.00746545	0.0250012	7.13854e-05	0.0309718	0.0311177	0.010063	0.0619028	0.120204	0.0105589	0.036508	0.010712	0.0830259	0.0418702	0.0103283	0.0321443	0.119998	0.0368857	0.0300862	0.0404768	0.290808	0.47134	0.0536772	0.0472124	0.037485	0.0592375	0.00473694	0.0161243	0.0465493	0.272998	0.0254438	0.316777	0.260742	0.0310352	0.149703	0.495404	1.00996	2.34493	5	3.666019
264000	-387.3062	-411.7609	24.45474	10	1.916266	0.128847	0.00482107	0.142256	0.0662147	0.00315163	0.134478	0.0770443	0.0229845	0.344555	0.0780293	0.0906936	0.186547	0.103295	0.0420686	0.0132913	0.00888364	0.00258165	0.00135134	0.0162694	0.057442	0.0173988	0.0204545	0.0989571	0.0290687	0.0337764	0.210806	0.337651	0.18995	0.0351032	0.00321393	0.0394412	0.036531	0.0586881	0.027199	0.245714	0.0349958	0.0485241	0.0854484	0.0116864	0.077605	0.0312958	0.0432738	0.0247115	0.437222	0.145089	0.10371	0.0885601	0.28307	0.645804	1.06775	2.00338	5	4.040881
265000	-397.1175	-417.744	20.62658	2	1.054184	0.0993401	0.051272	0.14662	0.100835	0.0188862	0.0793202	0.0148195	0.00894592	0.102234	0.0141672	0.32987	0.154724	0.0294273	0.0651019	0.0138645	0.0613146	0.0455843	0.0453138	0.00748547	0.00985206	0.0295952	0.029365	0.0255393	0.0265697	0.0800627	0.133826	0.0586945	0.0970301	0.147356	0.157769	0.00669616	0.0691991	0.0306476	0.0659024	0.00894197	0.0330885	0.148241	0.0276927	0.0289086	7.56796e-05	0.0674696	0.0227141	0.0320514	0.0142223	0.29424	0.152893	0.455965	0.147637	0.492453	1.00843	2.35148	4	3.643735
266000	-379.6923	-404.2871	24.59478	10	2.989559	0.189175	0.014908	0.0285829	0.0170491	0.0154193	0.0527875	0.0473806	0.036699	0.460373	0.0435276	0.0815993	0.031776	0.165296	0.0361705	0.00655464	0.0839931	0.113969	0.00746444	0.0192473	0.0467566	0.00700612	0.185015	0.00791671	0.00774612	0.0134072	0.0838413	0.0420875	0.00313472	0.149263	0.071715	0.0198207	0.00618669	0.0266334	0.0222749	0.0341849	0.0937409	0.00897564	0.00130926	0.0184716	0.0218919	0.466025	0.402033	0.0519835	0.322188	0.0827661	0.0250783	0.464305	0.388453	0.730948	1.08246	1.79814	5	4.137729
267000	-393.0002	-410.3873	17.3871	10	1.898784	0.00666539	0.065515	0.182159	0.0221639	0.120764	0.117911	0.0775185	0.0145026	0.099777	0.0210809	0.0185125	0.0756403	0.019287	0.0401628	0.00061126	0.0217246	0.170078	0.137801	0.0137777	0.024585	0.0520294	0.021074	0.0496678	0.0248493	0.00992671	0.193431	0.0231254	0.107867	0.00495168	0.00426974	0.0107942	0.0667183	0.0342236	0.0540522	0.0351968	0.0490855	0.307182	0.366192	0.0434234	0.705903	0.0527399	0.32997	0.0915336	0.520853	0.0365792	0.0165539	0.139678	0.280886	0.6438	1.06724	2.00808	5	4.602108
268000	-388.3579	-399.4062	11.04833	2	0.3286786	0.315625	0.00297777	0.148294	0.0240728	0.0157286	0.0472276	0.123445	0.0110045	0.0390453	0.0314251	0.0039076	0.0103057	0.0456783	0.0246083	5.17841e-05	0.0307822	0.0204757	0.0462709	0.0119141	0.0148959	0.00489242	0.0722276	0.0169775	0.016427	0.0628046	0.0229323	0.0490159	0.0557038	0.00554864	0.818041	0.369259	0.00886943	0.0360011	0.0302768	0.0488309	0.0633276	0.172649	0.813251	0.0161747	0.015178	0.0483607	0.0714749	0.0784986	0.0620967	0.0185636	0.299789	0.342438	0.0079076	0.126911	0.640966	3.22422	4	4.587346
269000	-369.6472	-398.1273	28.48017	10	0.7959189	0.256587	0.00522045	0.00514149	0.0187684	0.0129778	0.037664	0.140649	0.0115136	0.00132809	0.0626819	0.15325	0.0102609	0.0671177	0.0123694	0.0162316	0.0769274	0.0573771	0.018177	0.0293502	0.0175466	0.00322468	0.162081	0.0616732	0.0326757	0.00200749	0.0547563	0.0140502	0.0578955	0.299684	0.464137	0.0475555	0.0268773	0.43212	0.135949	0.0053224	0.11918	0.0626686	0.0893733	0.0100059	0.140264	0.0473112	0.0128287	0.0108472	0.576585	0.0634093	0.0194625	0.0466979	0.09469	0.405486	0.955818	2.54401	5	4.009784
270000	-376.3731	-405.7984	29.42529	10	2.531493	0.220178	0.0173465	0.168376	0.0249817	0.0273005	0.0776957	0.0627658	0.0608508	0.19651	0.0401715	0.103159	0.175624	0.0386229	0.0165144	0.0306594	0.0675582	0.117129	0.0233841	0.0207971	0.0111471	0.00860302	0.074801	0.0663687	0.00596096	0.0355861	0.032762	0.395298	0.00100992	0.0199716	0.2727	0.0501612	0.0552223	0.0472078	0.02656	0.0444358	0.0167457	0.0269537	0.0921286	0.103495	0.0787543	0.0257036	0.0499719	0.050278	0.288079	0.0343115	0.00323268	0.0576414	0.349422	0.701774	1.07898	1.86983	5	3.464717
271000	-392.2382	-411.6496	19.41138	10	0.6475723	0.317301	0.0285705	0.0277296	0.0151523	0.0232178	0.1009	0.0669322	0.0141393	0.127604	0.0738476	0.221955	0.169825	0.107323	0.00785137	0.0165287	0.0189811	0.100529	0.0546626	0.0466198	0.0265635	0.0424004	0.0110942	0.0148883	0.0423276	0.0238022	0.0127004	0.00306543	0.230775	0.0623021	0.603052	0.242619	0.0501181	0.0364153	0.0430955	0.0122895	0.0168318	0.389247	0.0675018	0.126692	0.153768	0.0150172	0.0618244	0.017787	0.721596	0.00611286	0.135873	0.050259	0.0630451	0.337706	0.903775	2.69547	5	4.75969
272000	-388.6142	-407.5876	18.97333	10	1.548958	0.0104682	0.0166917	0.118227	0.0120062	0.15994	0.0764818	0.0483969	0.0173353	0.377037	0.0477834	0.159492	0.0550713	0.0860312	0.0128254	0.0105639	0.0330704	0.0191546	0.0302596	0.012933	0.0570329	0.109512	0.00463837	0.0102806	0.00649597	0.0155214	0.48534	0.0827671	0.165212	0.116994	0.238747	0.202835	0.00609326	0.178322	0.0203237	0.0826671	0.0273746	0.017771	0.0626879	0.0296319	0.419888	0.145881	0.193351	0.289348	0.159292	0.219112	0.00174015	0.0329855	0.232787	0.596508	1.05317	2.11753	5	4.685614
273000	-360.9083	-397.3705	36.46214	10	3.879999	0.14218	0.0287816	0.024998	0.00324712	0.0265857	0.0230039	0.0385776	0.0129097	0.0286562	0.0356149	0.0587871	0.0536001	0.139531	0.0088757	0.00811692	0.0345062	0.0987019	0.0212189	0.0207126	0.0260399	0.0225221	0.0335741	0.0148816	0.0213338	0.108114	0.172697	0.0508374	0.0228724	0.00606563	0.0139319	0.00234994	0.092143	0.0552027	0.0395353	0.252729	0.0721288	0.281844	0.110303	0.0473978	0.257715	0.0035209	0.0449857	0.17712	0.020325	0.00968122	0.0367777	0.272853	0.447646	0.770954	1.0844	1.697	5	3.078088
274000	-379.9441	-404.3764	24.43234	2	1.577863	0.132752	0.036926	0.0338105	0.0177993	0.00526596	0.0875278	0.0233289	0.00954633	0.0902291	0.0463107	0.0179657	0.0366944	0.00442639	0.0451623	0.0319279	0.00442913	0.0643348	0.0332348	0.00987119	0.0227541	0.00498643	0.0661054	0.017958	0.0102765	0.0396996	0.0354202	0.05925	0.0259011	0.232469	0.0152593	0.0858461	0.120448	0.033179	0.0446666	0.0481502	0.0613445	0.392969	0.0802034	0.0327262	0.474966	0.334517	0.0389514	0.0824305	0.0234406	0.0553258	0.125637	0.0238338	0.237104	0.601024	1.05468	2.10719	4	3.320258
275000	-384.2921	-410.9705	26.67842	10	1.098455	0.237999	0.0119974	0.00055949	0.0658682	0.125234	0.0740878	0.0891517	0.00910253	0.0633118	0.0841707	0.0538597	0.0764282	0.0496091	0.06127	0.0510035	0.0398457	0.00956144	0.0838048	0.0377039	0.000216402	0.00699778	0.0556791	0.0635757	0.0322519	0.0848872	0.158033	0.0550327	0.127235	0.00218641	0.182641	0.047264	0.132669	0.786661	0.073678	0.242947	0.0260044	0.0465486	0.00757054	0.126089	0.111314	0.304989	0.0417592	0.0873878	0.0221797	0.0686322	0.0258009	0.00723256	0.156169	0.504468	1.01457	2.32479	5	4.152032
276000	-377.3932	-410.1864	32.79318	10	1.745158	0.16151	0.000425452	0.0957206	0.144245	0.0509884	0.120884	0.0196785	0.0118164	0.116925	0.0164912	0.081707	0.257319	0.0692271	0.0362435	0.0684765	0.0152976	0.104246	0.0252503	0.0234924	0.0335397	0.0119805	0.0212108	0.00693442	0.0224195	0.0596107	0.0387754	0.00573241	0.0177895	0.283185	0.123681	0.0440179	0.0739929	0.3171	0.288166	0.0555357	0.0462687	0.003548	0.0267499	0.151041	0.0408538	0.0313682	0.0825415	0.0559868	0.0196652	0.0834536	0.00663611	0.14293	0.260833	0.624855	1.06208	2.05224	5	3.514657
