Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
2340000	-376.1824	-395.8455	19.66313	10	5.662618	0.132694	0.0160754	0.029347	0.0291816	0.0925322	0.0566633	0.0504779	0.0012596	0.0933551	0.0256451	0.126059	0.102684	0.0861109	0.0574558	0.00958364	0.0805076	0.175662	0.140381	0.0108018	0.0420011	0.00835719	0.0254046	0.04305	0.0751025	0.00917207	0.286367	0.132656	0.0757866	0.26124	0.0273414	0.0301259	0.0359827	0.0144311	0.100008	0.254291	0.0355511	0.292171	0.227126	0.34791	0.0199236	0.0190247	0.06149	0.0709791	0.0636644	0.109776	0.0468055	0.0137933	0.52747	0.818284	1.082	1.57225	5	4.046009
2341000	-367.7267	-396.0204	28.29371	10	1.792829	0.138924	0.00351259	0.00307735	0.0486219	0.0176668	0.0548155	0.00887379	0.00114592	0.195273	0.00625722	0.122442	0.0396548	0.116289	0.0789498	0.00526022	0.0420949	0.0415437	0.069052	0.0461651	0.0148512	0.0100183	0.00688103	0.00568347	0.0425499	0.0214258	0.301625	0.349133	0.0509565	0.0152346	0.0165272	0.110802	0.00664136	0.0113229	0.0760247	0.055476	0.0986813	0.00581849	0.0807544	0.66253	0.0415387	0.266885	0.043004	0.0176791	0.018556	0.0314122	0.0551889	0.0355681	0.267225	0.631005	1.06382	2.03795	5	3.492389
2342000	-372.6645	-401.1054	28.44095	10	2.680467	0.283101	0.0365999	0.0243123	0.00643954	0.0336723	0.0145058	0.0483822	0.0299336	0.10419	0.0385414	0.194846	0.0214347	0.110143	0.0245818	0.0332872	0.0742677	0.245689	0.0104704	0.00545973	0.0155912	0.000882778	0.115091	0.0745794	0.105584	0.00502869	0.0948781	0.0973934	0.0563459	0.356744	0.135528	0.191501	0.0400391	0.188324	0.0538384	0.0532161	0.0382844	0.00635696	0.0388113	0.0696555	0.028089	0.235452	0.0894504	0.0489938	0.105271	0.128229	0.153587	0.00112618	0.362925	0.712147	1.08041	1.84452	5	3.86773
2343000	-364.18	-400.4952	36.31513	10	1.491909	0.133143	0.0406899	0.00661573	0.0339499	0.054503	0.0583515	0.0723557	0.00178219	0.0552986	0.0260734	0.0458019	0.150849	0.0492625	0.00285921	0.00830117	0.0676356	0.0331441	0.0204703	0.0148457	0.0230628	0.0149051	0.00776637	0.00403513	0.04476	0.0586314	0.0288397	0.0436312	0.22439	0.0791959	0.106286	0.02013	0.0251279	0.251255	0.225785	0.0623616	0.172754	0.0276418	0.0329882	0.140145	0.0529276	0.0955822	0.0304852	0.128603	0.0419841	0.159336	0.327199	0.020318	0.22407	0.587204	1.04994	2.13878	5	3.326061
2344000	-377.3307	-396.8397	19.50899	10	0.932615	0.240281	0.0568093	0.0107405	0.00318229	0.0542806	0.0425409	0.0657773	0.00606463	0.12466	0.0116289	0.126602	0.0868606	0.0512152	0.0317946	0.015772	0.0744273	0.0794425	0.0383816	0.0733762	0.0551405	0.0166472	0.183642	0.0302781	0.0391319	0.0330681	0.134275	0.35329	0.208058	0.0783577	0.0638337	0.000664302	0.0836249	0.0216094	0.0514719	0.0402569	0.0802753	0.682004	0.0544844	0.0443089	0.105097	0.191021	0.325999	0.0504638	0.0116773	0.037041	0.0512866	0.109068	0.12332	0.455516	0.987871	2.43329	5	4.329912
2345000	-371.1592	-402.0465	30.88729	10	2.205876	0.186717	0.000388297	0.00744701	0.0219959	0.0237643	0.100722	0.0326063	0.0296381	0.367263	0.0527638	0.167271	0.0207048	0.139811	0.02101	0.0563044	0.00401184	0.0247342	0.0114176	0.00511397	0.0211101	0.0661586	0.087509	0.0219947	0.013454	0.0183552	0.0760307	0.00708582	0.0261827	0.0153919	0.0957906	0.200717	0.0108135	0.375153	0.173733	0.0310149	0.0202531	0.232857	0.0208989	0.0399102	0.0216409	0.171452	0.0138345	0.0888584	0.126421	0.00716229	0.23407	0.00346911	0.316671	0.675261	1.07438	1.93369	5	3.495006
2346000	-364.3797	-402.7211	38.34147	10	0.9547971	0.118774	0.00652303	0.00211449	0.00629864	0.0644595	0.056934	0.0194886	0.00558936	0.313305	0.00605595	0.0491549	0.0452338	0.124717	0.0619268	0.0101832	0.0134549	0.0374104	0.0295783	0.0124797	0.0263706	0.0909629	0.00140849	0.0306379	0.036965	9.55429e-05	0.026655	0.100188	0.02573	0.00740447	0.404735	0.0303033	0.00532002	0.0331036	0.0132751	0.102512	0.0389731	0.105498	0.0552199	0.025126	0.111481	0.314797	0.27682	0.097264	0.0318626	0.000991918	0.0604961	0.0960521	0.127849	0.46273	0.992087	2.41733	5	3.133931
2347000	-378.1902	-400.5284	22.33816	10	0.5977484	0.142743	0.0121554	0.0359886	0.00524911	0.0471838	0.0195261	0.0190611	0.0111727	0.126014	0.0521434	0.0458946	0.170079	0.0778608	0.0507464	0.0523597	0.057803	0.0284435	0.00620516	0.0104153	0.0497097	6.87468e-05	0.157525	0.0263158	0.0311292	0.00831055	0.130417	0.397885	0.11929	0.00792856	0.0765651	0.0866938	0.268048	0.461235	0.0735969	0.147872	0.033583	0.422741	0.0058151	0.00924165	0.0229312	0.0516122	0.330903	0.409963	0.0465844	0.0251367	0.0239807	0.0619089	0.052644	0.311018	0.880166	2.75617	5	4.458036
2348000	-376.2277	-407.1907	30.963	10	1.169329	0.0392889	0.0109603	0.00413155	0.044908	0.0340481	0.0208143	0.0870977	0.0142106	0.0344646	0.037376	0.151652	0.0282355	0.100832	0.0119268	0.0313885	0.0187233	0.117543	0.115397	0.0508586	0.00395936	0.0271244	0.0473544	0.00688636	0.0488103	0.00142545	0.00432712	0.0749353	0.060973	0.0245266	0.163827	0.33121	0.152935	0.11383	0.172689	0.0312604	0.0640701	0.0390003	0.0408856	0.0567996	0.00488406	0.381489	0.0343338	0.373886	0.0132462	0.000594735	0.447084	0.156518	0.169451	0.522336	1.02323	2.28498	5	3.832722
2349000	-365.0421	-396.5725	31.53035	10	2.015524	0.134793	0.0231332	0.0185696	0.0152989	0.027578	0.0528929	0.0660328	0.0247201	0.259114	0.00702007	0.145539	0.0305833	0.106739	0.0450001	0.012364	0.0913292	0.0162966	0.0651395	0.0188355	0.00297143	0.00186816	0.0474829	0.0100178	0.0500165	0.0159181	0.0140354	0.00153935	0.0130732	0.0826566	0.0339952	0.0217173	0.0215783	0.0375278	0.0177746	0.00890193	0.00517628	0.455661	0.0758498	0.123262	0.038511	0.102768	0.630583	0.0819498	0.059482	0.0682771	0.48752	0.0252984	0.295121	0.656654	1.07037	1.97785	5	3.696392
2350000	-379.983	-409.7871	29.80411	10	2.497794	0.0717769	0.0122214	0.0368135	0.0388555	0.00593959	0.197217	0.00206787	0.141472	0.307088	0.0126891	0.1959	0.0281588	0.0769498	0.0155035	0.03037	0.0407606	0.0109452	0.0277973	0.119585	0.0100123	0.00961424	0.00631268	0.0222843	0.0129368	0.0493657	0.222054	0.103196	0.000265131	0.0105631	0.0226659	0.0801231	0.0549219	0.0571645	0.0409105	0.0832714	0.0195165	0.0224511	0.0637885	0.226389	0.0112434	0.0641903	0.029233	0.00637968	0.410617	0.0715066	0.434471	0.117301	0.346247	0.69929	1.0786	1.87586	5	3.634861
2351000	-373.5645	-405.6869	32.12239	10	0.9282783	0.0915788	9.1668e-05	0.0653461	0.0120769	0.0598361	0.0534118	0.0204088	0.0129455	0.0630268	0.0788229	0.184062	0.0465355	0.0210975	0.0485661	0.00190089	0.0505395	0.00306029	0.0245707	0.0253091	0.0177249	0.0957551	0.0993669	0.05003	0.0697909	0.00760872	0.0828131	0.263766	0.042755	0.0285548	0.185329	0.340148	0.0555671	0.00788531	0.0963409	0.0104937	0.061807	0.01818	0.0651642	0.328573	0.00124609	0.0563619	0.0905043	0.0553731	0.301271	0.062613	0.0260745	0.0920568	0.122431	0.454079	0.987019	2.43647	5	3.476341
2352000	-371.5124	-399.4566	27.94427	10	1.816887	0.188899	0.00361827	0.0322964	0.0256868	0.0289075	0.142466	0.00906033	0.0121643	0.0688789	0.0770652	0.081149	0.0691253	0.0897476	0.00785996	0.00319522	0.0524325	0.0146811	0.00730638	0.0541856	0.103997	0.0243703	0.140061	0.0100321	0.0447804	0.00974306	0.0395037	0.0391555	0.13513	0.0115618	0.175544	0.148986	0.0763427	0.642871	0.0504711	0.0479316	0.103684	0.041981	0.0173922	0.333473	0.20142	0.0336961	0.011382	0.0242337	0.0322717	0.0261086	0.468242	0.122924	0.270391	0.634013	1.06465	2.03094	5	4.086015
2353000	-384.6639	-412.0233	27.35944	10	1.938072	0.1079	0.0119523	0.0974904	0.0312355	0.0616864	0.0601904	0.0293929	0.00359395	0.292054	0.00933998	0.17738	0.185062	0.264127	0.149868	0.0206881	0.0290516	0.00293204	0.00994537	0.0242662	0.0125955	0.0380979	0.0503202	0.00139242	0.0641172	0.0169872	0.156154	0.0944064	0.149728	0.0409005	0.0123849	0.0144181	0.193755	0.0703911	0.109821	0.16193	0.0313417	0.000564922	0.0102685	0.0410716	0.196055	0.005774	0.34067	0.131665	0.0619128	0.0509913	0.0230477	0.00444594	0.285769	0.648263	1.06836	1.99761	5	3.653365
2354000	-381.1667	-404.0281	22.86143	10	1.118077	0.0374141	0.0400272	0.0925405	0.046612	0.0104585	0.0925929	0.0669847	0.0467929	0.123487	0.0310369	0.104848	0.107628	0.0237912	0.061239	0.0416951	0.0626631	0.0119107	0.00477306	0.0445168	0.0810522	0.132956	0.0295166	0.0708397	0.0264898	0.00584485	0.0175914	0.488901	0.0521613	0.00979056	0.243458	0.507265	0.029621	0.0261916	0.0139934	0.103946	0.138795	0.0386519	0.143296	0.0768866	0.0420463	0.0154178	0.289601	0.117398	0.319344	0.123089	0.00983896	0.0118034	0.159893	0.509577	1.01711	2.31342	5	4.216798
2355000	-393.7061	-410.6852	16.97903	2	1.082755	0.265634	0.0423271	0.0853432	0.0431207	0.00421424	0.0354797	0.000183533	0.009112	0.180728	0.116021	0.134536	0.00149441	0.0979566	0.00930753	0.0027178	0.0444402	0.113912	0.094797	0.0340834	0.0808778	0.021616	0.103521	0.0133243	0.00869667	0.0358689	0.0182559	0.0338605	0.493633	0.0310482	0.119536	0.102448	0.0389631	0.18198	0.0224689	0.0171594	0.0214627	0.101753	0.249621	0.0120277	0.0429164	0.0239051	0.00277089	0.0354957	0.302788	0.224282	0.00567984	0.123209	0.153164	0.500287	1.01246	2.33409	4	3.784578
2356000	-382.9698	-405.6472	22.67741	10	1.726914	0.0299943	0.052581	0.0965928	0.0652288	0.00678241	0.131595	0.0717474	0.00838365	0.0448843	0.0983026	0.0866745	0.020335	0.0306675	0.0396158	0.0386525	0.032378	0.0599751	0.0467718	0.0307614	0.0355341	0.0437759	0.162532	0.0223223	0.00147356	0.00555949	0.398051	0.137166	0.0886563	0.00739489	0.00705634	0.0776125	0.233358	0.00330805	0.0984289	0.0455308	0.0747702	0.0408048	0.0300339	0.27316	0.588547	0.0782115	0.00458866	0.0788976	0.0346832	0.183188	0.276899	0.318614	0.258345	0.622431	1.06137	2.05785	5	4.342081
2357000	-392.417	-412.033	19.61605	2	0.9873535	0.13122	0.00513963	0.0457244	0.054322	0.0569583	0.120189	0.0400613	0.0132575	0.133466	0.0597472	0.000650894	0.00836614	0.0611279	0.0564766	0.0111419	0.0392158	0.0106122	0.0378453	0.0297651	0.0612095	0.0151562	0.0886864	0.079857	0.033115	0.0367123	0.0978758	0.00679054	0.311017	0.133165	0.00635865	0.0932065	0.122503	0.424599	0.025152	0.168136	0.0232384	0.0193287	0.113393	0.0181115	0.489646	0.00612033	0.0638191	0.123853	0.0771067	0.051634	0.0710906	0.0273062	0.134424	0.472917	0.997873	2.39479	4	3.703475
2358000	-382.9208	-407.1886	24.26779	10	1.973567	0.25213	0.00753166	0.107145	0.0468615	0.0487833	0.0363462	0.0852203	0.0248581	0.0530683	0.0230925	0.132534	0.1054	0.0225845	0.0130667	0.0174835	0.0363628	0.218114	0.0554981	0.0227573	0.0229897	0.00980855	0.0216768	0.00370349	0.0501095	0.04722	0.0731379	0.0370623	0.63669	0.0172314	0.0692099	0.013167	0.00677701	0.257598	0.201629	0.0158439	0.0122555	0.341042	0.0470995	0.409327	0.0605485	0.0352007	0.0241562	0.0244597	0.00774614	0.315555	0.00308134	0.0847889	0.290099	0.652173	1.06931	1.98841	5	4.157953
2359000	-390.1901	-406.2637	16.0736	10	0.8026657	0.171856	0.0230252	0.0958586	0.0618044	0.103976	0.0420652	0.0489917	0.0132682	0.0722983	0.0201101	0.0409231	0.0724447	0.198644	0.0621379	0.0364812	0.154517	0.228698	0.066122	0.0607259	0.0381297	0.000968176	0.116541	0.0439221	0.0861302	0.0215534	0.0155677	0.00451406	0.0993669	0.00714895	0.104599	0.264325	0.00137983	0.418835	0.0904768	0.492046	0.0848157	0.0397678	0.21909	0.00421365	0.0146592	0.0358764	0.0137998	0.221142	0.368381	0.00473888	0.0740991	0.460056	0.0961259	0.408205	0.957691	2.53798	5	4.920091
2360000	-380.9397	-410.2586	29.3189	10	1.911409	0.200565	0.0044864	0.0996501	0.0566508	0.0295151	0.298298	0.113178	0.0176363	0.358174	0.0441181	0.00735439	0.00775919	0.0590498	0.0180506	0.00240304	0.0445571	0.0490979	0.0310235	0.0119154	0.0052265	0.00585691	0.0249509	0.0566167	0.0456218	0.00825337	0.191742	0.132367	0.0927531	0.025048	0.0556341	0.061128	0.0156162	0.143767	0.0462821	0.116934	0.00376424	0.00639907	0.00195506	0.200118	0.0393674	0.278856	0.000671592	0.0510035	0.0780922	0.0949751	0.220351	0.014481	0.282465	0.64525	1.06761	2.00468	5	3.471314
2361000	-369.9738	-396.1228	26.14896	10	1.32501	0.296203	0.0118081	0.0867291	0.0504183	0.00803745	0.142846	0.021394	0.00309051	0.0138043	0.0706454	0.147383	0.054508	0.00938499	0.00859534	0.0175059	0.0515491	0.0407263	0.0281433	0.061935	0.00102251	0.0229346	0.133602	0.0364621	0.0123062	0.00947051	0.000530286	0.0509227	0.057165	0.211015	0.278842	0.0424721	0.0328146	0.0078084	0.015637	0.00181712	0.0167793	0.0460583	0.0610077	0.146807	0.269716	0.017914	0.0272876	0.279905	0.407719	0.545174	0.00339649	0.164937	0.196981	0.556577	1.03825	2.20819	5	4.026231
2362000	-382.7139	-403.4181	20.70426	10	2.665866	0.142695	0.0144009	0.023184	0.00133665	0.0820301	0.158409	0.0299877	0.0332845	0.451263	0.02467	0.0771197	0.217714	0.168608	0.0712345	0.00177617	0.0353743	0.0599022	0.0881454	0.0618362	0.00549722	0.0289938	0.028523	0.00740027	0.049439	0.00369489	0.173378	0.0386581	0.00378512	0.160334	0.224025	0.0691449	0.0244887	0.101379	0.0154173	0.0726128	0.172843	0.0208287	0.0567486	0.0406216	0.037097	0.11644	0.11037	0.0043397	0.448565	0.0284171	0.0283721	0.338929	0.361639	0.711171	1.08028	1.84691	5	4.153313
2363000	-381.9814	-403.2147	21.23329	10	2.659112	0.159865	0.0675612	0.0186117	0.0271988	0.0488286	0.0862726	0.0891566	0.00052	0.513976	0.012681	0.280042	0.190721	0.150946	0.0119142	0.0199584	0.0931223	0.0488343	0.0178171	0.034656	0.00076634	0.00730392	0.00754971	0.0282408	0.0136813	0.0402836	0.0421905	0.0110551	0.0345904	0.0305	0.0208596	0.309627	0.00754842	0.544408	0.00223914	0.124711	0.109831	0.260415	0.400767	0.000329464	0.0651379	0.00871508	0.0426079	0.00120762	0.00811789	0.0523776	0.205166	0.0238426	0.361041	0.710718	1.08022	1.84802	5	4.276752
2364000	-376.3534	-408.1308	31.77733	10	1.532425	0.229525	0.0151455	0.0333185	0.0558121	0.0698674	0.134309	0.0256617	0.0351198	0.0616039	0.104562	0.117894	0.203513	0.0650901	0.0613049	0.0522879	0.0172759	0.0115076	0.115393	0.0200955	0.021359	0.000970917	0.0860567	0.0441633	0.0292528	0.0323111	0.16908	0.00619045	0.491592	0.029628	0.0695313	0.117127	0.0368238	0.186315	0.383889	0.0532957	0.00905601	0.225808	0.0066178	0.00907689	0.0663426	0.062073	0.0102844	0.0303749	0.0279511	0.0141307	0.0299392	0.0106143	0.230288	0.593866	1.05227	2.12358	5	3.689142
2365000	-358.4303	-396.3132	37.88296	10	1.66059	0.0479693	0.00378215	0.00505723	0.00963563	0.0126921	0.0867498	0.0870371	0.0444492	0.171736	0.0224208	0.0222986	0.0853381	0.0372379	0.0559878	0.00838466	0.0381379	0.0857292	0.0467332	0.0384316	0.00646809	0.0169262	0.00185041	0.0283333	0.0183885	0.0062955	0.113019	0.0013336	0.154802	0.380011	0.176405	0.0533322	0.12784	0.186129	0.0395171	0.0449032	0.0278857	0.0292353	0.00722188	0.103878	0.0160795	0.0146394	0.236839	0.00487221	0.00822272	0.0346848	0.00836799	0.00676706	0.249099	0.613273	1.05861	2.07902	5	2.764056
2366000	-383.832	-406.9108	23.0788	10	1.12986	0.30217	0.0086169	0.0655092	0.0359136	0.0492496	0.0242517	0.0765076	0.023633	0.0221205	0.0595423	0.118314	0.0223833	0.0769726	0.124811	0.0360929	0.0105965	0.00320447	0.0445991	0.023523	0.0872674	0.0127237	0.0883922	0.033791	0.00468354	0.0256767	0.0208315	0.0213353	0.0895046	0.0134725	0.203164	0.175419	0.0240698	0.930354	0.0119636	0.0675464	0.00341297	0.0523176	0.0320463	0.0378757	0.0113867	0.0795369	0.0215177	0.084488	0.399257	0.232367	0.0882465	0.437507	0.162112	0.512584	1.01858	2.30673	5	4.418166
2367000	-409.8675	-412.5297	2.662236	2	2.587813	0.209179	0.00571465	0.0754061	0.0360616	0.00751981	0.0826417	0.0878716	0.0311074	0.0840556	0.199333	0.105462	0.202032	0.071366	0.00154599	0.028979	0.111111	0.0140597	0.112714	0.0184652	0.0249281	0.00507645	0.0587561	0.0509048	0.0814386	0.0262069	0.0441325	0.0109362	0.194146	0.341452	0.254448	0.373216	0.0380443	0.180361	0.0702858	0.0583635	0.00994535	0.140522	0.0755382	0.0107225	0.0915854	0.113324	0.0405201	0.0255846	0.00459087	0.606477	0.735892	0.125636	0.354627	0.705809	1.07956	1.86001	4	5.27766
2368000	-369.011	-401.349	32.33792	10	4.693261	0.15345	0.00166293	0.0998195	0.0326908	0.00954102	0.0667555	0.00190188	0.0220095	0.0213126	0.056457	0.13941	0.0883227	0.193981	0.0160086	0.00862657	0.0316003	0.0223126	0.0361899	0.038045	0.015306	0.029125	0.00658025	0.0175628	0.0124709	0.00724973	0.155025	0.402326	0.0166553	0.0190319	0.504156	0.0640919	0.0187474	0.00451993	0.0501018	0.00116501	0.0390773	0.0704994	0.0389951	0.011877	0.0243148	0.114084	0.0584554	0.0511294	0.0611223	0.30448	0.0255302	0.00162256	0.488817	0.796219	1.08379	1.63117	5	3.1654
2369000	-372.2116	-403.1197	30.9081	10	1.599764	0.186371	0.000153789	0.0762537	0.00590099	0.0364347	0.0599608	0.025969	0.00358471	0.327794	0.0232276	0.0876314	0.208772	0.0236489	0.0115604	0.120963	0.0126132	0.148707	0.0687058	0.00923074	0.0339794	0.0139296	0.084101	0.00566663	0.0658859	0.0186282	0.296137	0.0632969	0.0249401	0.201729	0.0649838	0.00600604	0.0470379	0.0882776	0.262722	0.0634656	0.00570121	0.0393915	0.0385389	0.00359717	0.0927135	0.0188498	0.0310295	0.0429117	0.0135907	0.120203	0.0931966	0.0931226	0.240331	0.604362	1.05578	2.09953	5	3.371115
2370000	-378.5875	-401.694	23.10654	10	1.563534	0.194979	0.0426654	0.0104468	0.0094123	0.139559	0.0446563	0.00316505	0.00196393	0.232776	0.110105	0.111963	0.119757	0.0433945	0.0238836	0.0196617	0.0294934	0.04168	0.0593969	0.0288109	0.0326288	0.025056	0.00862443	0.080748	0.0759713	0.108294	0.253409	0.0405486	0.00668329	0.618789	0.0910393	0.0151406	0.0807328	0.0832249	0.0149371	0.0998258	0.0173278	0.12269	0.00942944	0.052311	0.0217795	0.014587	0.442432	0.0699083	0.126817	0.0106524	0.069802	0.0849499	0.234972	0.598801	1.05394	2.11228	5	3.946109
2371000	-402.2246	-416.1072	13.8826	10	1.473015	0.197566	0.0156085	0.0211268	0.133244	0.0360037	0.035231	0.0327893	0.0675181	0.201337	0.116937	0.0735193	0.129196	0.0588304	0.0499563	0.0315008	0.0231404	0.0999134	0.0507061	0.087183	0.0600564	0.0343182	0.0257938	0.0881323	0.192589	0.00193076	0.427904	0.0550744	0.0138765	0.131047	0.0852551	0.0507624	0.0176011	0.0166043	0.0349574	0.540363	0.0456819	0.0394224	0.107726	0.0219611	0.06125	0.22461	0.397241	0.178957	0.00499539	0.111132	0.0310503	0.660175	0.221124	0.584002	1.0488	2.14608	5	5.121775
2372000	-402.7384	-422.3193	19.58091	10	1.399481	0.201706	0.000728114	0.00781946	0.0478047	0.0164939	0.178767	0.00647441	0.00226873	0.441361	0.0432734	0.314108	0.0403739	0.0570257	0.0720444	0.0443135	0.100058	0.209877	0.0223522	0.0995143	0.0788094	0.0182519	0.00938094	0.0723461	0.0336664	0.0205522	0.0809512	0.0447169	0.047303	0.0250634	0.00477686	0.0653421	0.0095342	0.445706	0.360351	0.0216496	0.0761214	0.112399	0.325133	0.0488903	0.167597	0.0465477	0.131136	0.0545767	0.127082	0.186438	0.0490049	0.124385	0.209368	0.570923	1.04393	2.17578	5	4.694076
2373000	-377.6689	-400.9094	23.24051	10	2.271308	0.196461	0.00715373	0.147409	0.0959354	0.034903	0.0867744	0.0323804	0.0265391	0.13438	0.0164182	0.0767379	0.00552391	0.00893525	0.00346768	0.00387685	0.103962	0.13487	0.0423414	0.024888	0.0519198	0.0451144	0.00082825	0.0143573	0.0329848	0.0741034	0.0588183	0.170859	0.0530453	0.140819	0.019933	0.0257531	0.0218756	0.56971	0.779136	0.0599482	0.0179888	0.00133983	0.341978	0.0656819	0.075091	0.0266876	0.0781504	0.0663914	0.0352635	0.0631558	0.0110103	0.0492088	0.323644	0.681076	1.0755	1.91978	5	4.134111
2374000	-380.3011	-401.7949	21.49386	10	2.213387	0.0840526	0.00503725	0.00798275	0.0888053	0.00456588	0.157257	0.102175	0.0128744	0.388756	0.0456318	0.204253	0.148345	0.036235	0.0692713	0.0595718	0.0830483	0.00862414	0.00538066	0.0158516	0.115576	0.0146858	0.021082	0.0160955	0.0482474	6.2435e-05	0.10035	0.120726	0.0180488	0.0214698	0.297999	0.0887642	0.0314319	0.0383456	0.540522	0.0163293	0.0691394	0.221572	0.107441	0.0385606	0.0639535	0.0311746	0.0555612	0.526683	0.0711332	0.0250951	0.0061363	0.0261327	0.317482	0.675942	1.07451	1.93206	5	4.260037
2375000	-391.1918	-402.6615	11.4697	10	1.549974	0.137582	0.00949027	0.182693	0.0153894	7.48895e-05	0.100773	0.0395359	0.0491661	0.398463	0.0422091	0.166532	0.0402344	0.0319876	0.0675633	0.00107818	0.0853046	0.11962	0.046845	0.028002	0.0432152	0.00966039	0.0198785	0.0217338	0.0429552	0.0166964	0.202703	0.00348915	0.16793	0.0826506	0.373928	0.163654	0.0102037	0.0373871	0.01127	0.0659075	0.10048	0.0749463	0.580705	0.0808592	0.179545	0.0143375	0.0211351	0.408243	0.0370015	0.0473888	0.031377	0.0764139	0.23294	0.596669	1.05323	2.11716	5	4.488239
2376000	-389.1031	-404.3024	15.19931	10	0.7273898	0.254692	0.00501455	0.0180493	0.00442795	0.0539173	0.247938	0.0133576	0.00893824	0.382477	0.0319472	0.317921	0.210635	0.00756516	0.0220015	0.100532	0.0194955	0.0113451	0.026998	0.0383993	0.0190502	0.0351752	0.0273451	0.0325773	0.0900477	0.0163636	0.0481488	0.0489707	0.0163844	0.297232	0.0585206	0.0159647	0.0258052	0.0579903	0.0116714	0.0740666	0.599675	0.0773159	0.0433014	0.0361	0.482552	0.0620104	0.292156	0.0557448	0.153237	0.00715128	0.0862137	0.0175064	0.0800457	0.376172	0.93461	2.60917	5	4.56393
2377000	-371.995	-400.0542	28.05915	10	1.250252	0.1081	0.00364287	0.0160871	0.00552201	0.00606498	0.0504995	0.0510783	0.00944837	0.100436	0.018061	0.112801	0.085304	0.0190438	0.0694201	0.0306335	0.0141948	0.017286	0.0393043	0.0353744	0.0216758	0.00469236	0.015596	0.0471819	0.0125012	0.0523057	0.0975007	0.0794228	0.00734947	0.0718832	0.343508	0.0322812	0.117545	0.107101	0.0265066	0.0967565	0.261971	0.00180594	0.0574329	0.00276225	0.117661	0.013852	0.0150419	0.223906	0.00091261	0.0176172	0.235226	0.335835	0.184041	0.540916	1.03164	2.24341	5	3.210134
2378000	-378.6085	-405.9973	27.38879	10	2.47278	0.229685	0.0133569	0.0174701	0.00120655	0.0197042	0.0643196	0.071268	0.0203001	0.19813	0.000807266	0.0550636	0.0206338	0.267468	0.0272528	0.0172309	0.0346098	0.0896753	0.0732018	0.0455185	0.0421124	0.0308069	0.00862559	0.039717	0.0486335	0.0170164	0.0555726	0.0677333	0.00137038	0.206358	0.0272734	0.118268	0.0567919	0.118592	0.0364364	0.00321639	0.236781	0.0334118	0.00569702	0.65306	0.0482915	0.0585782	0.0209281	0.0529412	6.9417e-05	0.0551453	0.364001	0.00711868	0.343861	0.697411	1.07831	1.88042	5	3.68145
2379000	-384.4278	-411.2647	26.83696	10	2.163675	0.185066	0.0729719	0.100031	0.0384833	0.0785437	0.193057	0.0938433	0.0559787	0.104746	0.00123899	0.125862	0.0657934	0.150943	0.0335721	0.0040456	0.0221568	0.00412817	0.0194128	0.0412835	0.0904063	0.0125169	0.0409981	0.0193674	0.0261928	0.022302	0.0348449	0.00752399	0.102956	0.0318246	0.104999	0.28108	0.149478	0.198347	0.366194	0.080142	0.095808	0.0231336	0.0552362	0.00393578	0.452693	0.00346603	0.0169955	0.0584806	0.0837547	0.0662842	0.0130232	0.355724	0.31206	0.671362	1.07359	1.94299	5	4.188864
2380000	-376.1006	-403.7195	27.61891	10	1.913931	0.128532	0.0164624	0.0128576	0.0170419	0.0384705	0.0269957	0.097943	0.0124144	0.388414	0.031765	0.0900419	0.0731751	0.00650061	0.0578529	0.0107549	0.00775525	0.0808959	0.117409	0.03196	0.0523007	0.0280823	0.025791	0.00589324	0.0804034	0.068111	0.368673	0.0755311	0.328951	0.0133037	0.0139829	0.0908592	0.0415823	0.0594689	0.117554	0.00358793	0.497501	0.0184289	0.0375324	0.0260362	0.00571654	0.0378075	0.360236	0.0807254	0.000296176	0.0941391	0.0675959	0.124973	0.282779	0.645538	1.06768	2.004	5	3.972307
2381000	-368.7259	-398.5736	29.84769	10	1.675928	0.207496	0.00365228	0.0369505	0.0125102	0.0644356	0.129635	0.0248882	0.0075738	0.399969	0.0062116	0.0272734	0.170763	0.0889396	0.0385768	0.0518178	0.0414626	0.0985042	0.0552939	0.0520305	0.000828082	0.0375021	0.0143558	0.119458	0.0982201	0.0159993	0.0076888	0.327269	0.0456981	0.363813	0.0089162	0.018048	0.00273272	0.0349039	0.0100727	0.0197821	0.132824	0.0248437	0.0171624	0.140156	0.0534686	0.272432	0.258156	0.0149296	0.00472973	0.00662247	0.193578	0.0460791	0.251265	0.615441	1.05928	2.07402	5	3.808255
