Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	brlens[108]	brlens[109]	brlens[110]	brlens[111]	brlens[112]	brlens[113]	brlens[114]	brlens[115]	brlens[116]	brlens[117]	brlens[118]	brlens[119]	brlens[120]	brlens[121]	brlens[122]	brlens[123]	brlens[124]	brlens[125]	brlens[126]	brlens[127]	brlens[128]	brlens[129]	brlens[130]	brlens[131]	brlens[132]	brlens[133]	brlens[134]	brlens[135]	brlens[136]	brlens[137]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
598000	-2134.037	-2150.923	16.88534	2	0.9880326	0.056904	0.107421	0.0575158	0.00706241	0.0168814	0.00266578	0.0110608	0.0350893	0.00808304	0.0742504	0.0696548	0.0189365	0.0077319	0.105982	0.0177899	0.0239058	0.00874727	0.0537955	0.102371	0.0564509	0.021089	0.00495331	0.0251636	0.000157971	0.0534765	0.0263165	0.00218744	0.00334234	0.0273649	0.0181284	0.00453478	0.0499538	0.0174728	0.0200563	0.0243832	0.0317262	0.59171	0.166447	0.147391	0.0253599	0.00628188	0.00403419	0.0557262	0.00844466	0.00228544	0.00713533	0.00505884	0.272045	0.0869693	0.0170576	0.0273082	0.0643225	0.0509352	0.0824777	0.0763073	0.0132421	0.0236361	0.209476	0.121399	0.0100461	0.0315052	0.0393259	0.0415954	0.0286048	0.0124853	0.0125316	0.00977074	0.0627131	0.00484891	0.0362625	0.237954	0.0675644	0.138862	0.0298373	0.0100367	0.00733159	0.0507761	0.00515762	0.0475389	0.234017	0.0961484	0.0283744	0.0366497	0.00445444	0.214375	0.135456	0.0224829	0.0668252	0.0349208	0.072745	0.106511	0.128564	0.00376239	0.095007	0.0392015	0.122263	0.00563305	0.0103411	0.00725486	0.180042	0.0599467	0.0109879	0.30134	0.00163893	0.05562	0.093855	0.0667036	0.000107695	0.0286565	0.0108151	0.10246	0.0134186	0.0447762	0.0720737	0.0512797	0.0365579	0.0490016	0.0231174	0.00128733	0.0472697	0.0686589	0.296255	0.105623	0.128912	0.022599	0.0469537	0.0562918	0.000923421	0.0130877	0.00228629	0.0457218	0.154036	0.0531344	0.000308198	0.257174	0.0725125	0.2345	0.13456	0.473125	0.997988	2.39433	4	8.397326
599000	-2141.081	-2158.753	17.67145	2	1.147925	0.192853	0.0746338	0.200671	0.00531685	0.00344972	0.00482501	0.0300806	0.00499156	0.00210091	0.118651	0.0399463	0.00587505	0.00869348	0.145048	0.0011195	0.0187169	0.00368904	0.0146726	0.0132686	0.0452699	0.0162351	0.0178308	0.0173709	0.00209935	0.079741	0.00682319	0.0299019	0.063768	0.0134896	0.00720752	0.00383276	0.0115761	0.0153888	0.0337405	0.0318427	0.135314	0.234448	0.172736	0.14962	0.010665	0.00277378	0.00660587	0.0361721	0.00509265	0.00399294	0.00400819	0.0202517	0.287212	0.0551155	0.0169295	0.00482587	0.0168537	0.0382081	0.0400446	0.0181936	0.0265808	0.053849	0.103371	0.0326034	0.0231789	0.0412645	0.0634205	0.00276975	0.000147875	0.00902594	0.035569	0.000248792	0.0621643	0.0293217	0.0429002	0.0695783	0.107956	0.248943	2.17977e-05	0.0188941	0.0177481	0.00628897	0.021605	0.0203763	0.149746	0.0214859	0.0573649	0.0402085	0.0185226	0.0931548	0.0299382	0.0461712	0.0451893	0.0238448	0.0259528	0.0039393	0.100283	0.127783	0.0304717	0.0714971	0.0631552	0.017595	0.0702744	0.0187137	0.0394856	0.0818419	0.193244	0.240634	0.0278119	0.00470511	0.0113845	0.102799	0.0134755	0.0724828	0.0111428	0.0149413	0.0681319	0.00976181	0.10299	0.314775	0.0748112	0.0216258	0.00358176	0.0550451	0.0397726	0.288877	0.296069	0.0630483	0.0709635	0.053163	0.0683404	0.000808634	0.0314498	0.0170041	0.0712404	0.213327	0.224612	0.0367355	0.132698	0.0546262	0.0135154	0.0088368	0.165489	0.517107	1.02076	2.29665	4	7.786662
600000	-2160.141	-2175.967	15.82589	2	0.7739086	0.0567512	0.215688	0.225686	0.0370842	0.000166971	0.0113888	0.051682	0.00799625	0.0394564	0.113249	0.0287105	0.000551032	0.00178177	0.098365	0.00896756	0.0181243	0.0121231	0.0296976	0.0321753	0.054525	0.0501238	0.000369539	0.0383183	0.0208585	0.00978058	0.0125421	0.0204546	0.00844093	0.0548613	0.00385877	0.00463067	0.00554893	0.0110266	0.0275275	0.0119777	0.162172	0.426743	0.184364	0.0703642	0.00802375	0.0181425	0.0171331	0.0596684	0.00728459	0.0020439	0.0135795	0.00990086	0.298713	0.140339	0.0105405	0.080359	0.0189727	0.0687652	0.0309424	0.0710898	0.0195007	0.0655723	0.121973	0.125328	0.0163854	0.22138	0.104782	0.0270172	0.0542637	0.0452258	0.00953755	0.00264974	0.0258283	0.0272713	0.0527341	0.0302416	0.350213	0.0370249	0.0343784	0.0384226	0.0162385	0.0523402	0.0614929	0.0608223	0.105207	0.068561	0.100055	0.00324987	0.152084	0.204601	0.124241	0.0458916	0.026993	0.219512	0.00268231	0.0876566	0.0207038	0.00506128	0.00228475	0.17026	0.0186659	0.0604726	0.0420737	0.0420885	0.0195786	0.0407155	0.367426	0.190469	0.111938	0.0673545	0.0999344	0.0176193	0.011436	0.0104124	0.00975547	0.0299504	0.028324	0.0120152	0.0756509	0.0347852	0.0382719	0.0556863	0.0992967	0.0146823	0.0115988	0.0114802	0.147506	0.0522025	0.0347553	0.0168111	0.0605168	0.0181944	0.0435942	0.0395487	0.0130833	0.0744109	0.219594	0.0565807	0.0758373	0.102114	0.186739	0.0190461	0.0899959	0.396413	0.949455	2.56414	4	8.645516
601000	-2191.506	-2197.712	6.206006	2	0.9147957	0.140783	0.0667677	0.0385632	0.0292668	0.0906534	0.0370736	0.0264397	0.0257634	0.0680762	0.0908942	0.0805511	0.0041374	0.0498658	0.0387559	0.00811656	0.0804887	0.0128533	0.126117	0.0373332	0.0274209	0.0380555	0.00758728	0.0226129	0.00813306	0.14919	0.0622826	0.00162955	0.0129908	0.056954	0.0257841	0.0337557	0.000791279	0.0115249	0.00484148	0.0493322	0.00533645	0.237323	0.0353031	0.0593135	0.0342428	0.0131952	0.00415763	0.0449076	0.0291415	0.0170575	0.00600096	0.00467711	0.270739	0.0336143	0.00551296	0.0530342	0.0379487	0.0456335	0.0232512	0.0581864	0.0012659	0.1432	0.149648	0.0732719	0.0806127	0.0116506	0.0232588	0.00998387	0.0888696	0.0151503	0.0220803	0.0264836	0.0816934	0.159475	0.0360887	0.0541949	0.168301	0.00994713	0.0470779	0.146298	0.0290631	0.00491714	0.0166716	0.0950948	0.123737	0.0703176	0.011738	0.0154704	0.408366	0.108536	0.0377133	0.0237021	0.0399151	0.206987	0.0141605	0.147	0.0369309	0.0204379	0.0931891	0.352385	0.480319	0.00134282	0.0745842	0.0451012	0.0488592	0.026994	0.0107679	0.0702514	0.127471	0.0432041	0.260662	0.00958503	0.129507	0.02245	0.00715383	0.042393	0.00724122	0.00201186	0.0691655	0.0302748	0.104595	0.0886797	0.101498	0.0921261	0.00423111	0.152438	0.136405	0.016515	0.0471386	0.14844	0.00153419	0.0166629	0.0149166	0.073132	0.0157356	0.254745	0.203677	0.0552543	0.242859	0.0130367	0.0211481	0.121403	0.119655	0.449553	0.984311	2.44648	4	9.224359
602000	-2144.097	-2158.057	13.95969	2	0.738797	0.227494	0.156367	0.0233058	0.0439431	0.00345235	0.0121425	0.00610435	0.102458	0.0166573	0.0978954	0.0606868	0.00241992	0.021464	0.0206996	0.0633022	0.131541	0.00691641	0.0119965	0.101318	0.0332358	0.0641867	0.0235029	0.00561713	0.0254585	0.0540293	0.062472	0.023701	0.0430083	0.0664056	0.0263029	0.0046642	0.0500779	0.0158772	0.0274564	0.0615672	0.0606456	0.482363	0.0269587	0.0521936	0.00512892	0.000973658	0.000556433	0.04275	0.0123811	0.00728147	0.0056707	0.0076397	0.219954	0.0450904	0.0193452	0.0275246	0.0309722	0.0495055	0.0685125	0.0327879	0.0218075	0.0410454	0.229974	0.117479	0.0400966	0.0416712	0.0792604	0.0285538	0.0211642	0.0160641	0.0145978	0.0081449	0.0255742	0.0232694	0.039259	0.0896446	0.0559416	0.142959	0.0360904	0.0918214	0.0214954	0.0033742	0.0808469	0.0450649	0.165198	0.00240511	0.0344417	0.0279256	0.038918	0.0310345	0.0931991	0.0905982	0.0950953	0.240781	0.00206229	0.168903	0.094209	0.00377013	0.0463775	0.0193931	0.28274	0.0999741	0.0857759	0.0639031	0.00428597	0.0590408	0.0748632	0.0164267	0.0536175	0.0217115	0.262844	0.0349368	0.0120579	0.107503	0.0086812	0.122518	0.000851162	0.24156	0.0480556	0.0186339	0.00203979	0.0361071	0.00412089	0.0189307	0.009052	0.0750344	0.0109439	0.267711	0.00149002	0.0112435	0.0051323	0.0551231	0.0294712	0.337506	0.00850052	0.15478	0.145203	0.00754789	0.260036	0.0371986	0.0189093	0.499967	0.0824871	0.381275	0.938439	2.5978	4	8.981504
603000	-2164.617	-2171.578	6.961878	2	0.8869959	0.115542	0.0186737	0.0170027	0.0141687	0.0205443	0.0146573	0.00673621	0.03976	0.0280004	0.116976	0.0467838	0.0139423	0.0131289	0.0562659	0.120108	0.013797	0.0360419	0.0133943	0.0574798	0.076772	0.0658419	0.0187302	0.0256242	0.0076153	0.0822639	0.0401267	0.015775	0.00708836	0.0365046	0.0106169	0.01032	0.0159766	0.0275926	0.0608034	0.0166232	0.0112193	0.482873	0.209631	0.0847927	0.0334069	0.0173374	0.0481239	0.0102598	0.0352946	0.00118543	0.000895435	0.0308662	0.448441	0.0433411	0.0158768	0.0405407	0.0492804	0.0488804	0.0152109	0.0471357	0.0078557	0.0498444	0.204065	0.0917748	0.0304211	0.109156	0.13856	0.0503953	0.0168843	0.00876074	0.00778485	0.015295	0.0693004	0.0450467	0.0654773	0.0252973	0.228678	0.054793	0.0760183	0.190462	0.00302934	0.0425421	0.0218792	0.0305001	0.142958	0.0439135	0.00896673	0.0319622	0.0550593	0.114624	0.0075745	0.0753003	0.0799091	0.195845	0.0268942	0.313414	0.0184101	0.0063022	0.14898	0.0540019	0.32945	0.00284045	0.0762777	0.0117051	0.00164557	0.021317	0.0267033	0.0368483	0.215724	0.0638341	0.11837	0.00272258	0.0132311	0.0973473	0.00304775	0.0120082	0.179597	0.0261807	0.0583437	0.00710104	0.383252	0.0600044	0.0473454	0.0518976	0.111128	0.21949	0.118719	0.2138	0.121716	0.0521137	0.0185239	0.0228418	0.109799	0.303192	0.00541803	0.0915969	0.137181	0.00053813	0.192735	0.0376254	0.0874947	0.0514368	0.113892	0.439937	0.978424	2.46775	4	9.605949
604000	-2167.04	-2175.633	8.593752	2	0.9938739	0.0319799	0.166138	0.0265818	0.00557932	0.00320584	0.0230145	0.0256646	0.000789408	0.0482182	0.106253	0.109088	0.0315745	0.0145735	0.160464	0.0877741	0.0233812	0.032407	0.0474174	0.0946213	0.0414707	0.0107042	0.0056263	0.026717	0.00133545	0.0254797	0.0266897	0.0158129	0.0181826	0.0533348	0.0176622	0.000261161	0.0209147	0.0147732	0.0122484	0.0255756	0.0670555	0.380746	0.0969287	0.116984	0.014155	0.00290352	0.00612303	0.0143956	0.0104934	0.0113226	0.0163863	0.0115434	0.3295	0.0402878	0.00120006	0.0220237	0.027969	0.0309719	0.0502691	0.0426832	0.0525863	0.0350028	0.144324	0.0847399	0.00334731	0.053249	0.0584523	0.170952	0.0834049	0.024694	0.0329009	0.019834	0.00394769	0.0952994	0.0828314	0.0115683	0.141788	0.00321871	0.02336	0.0501342	0.0218105	0.023547	0.00616451	0.0128357	0.17376	0.0854135	0.0808157	0.0445242	0.190144	0.0138901	0.0492758	0.00485932	0.0832107	0.122507	0.0546115	0.256941	0.00586743	0.0223643	0.0948735	0.178456	0.267458	0.0866043	0.0594075	0.0428502	0.008203	0.0489116	0.0483081	0.0734439	0.169153	0.0416689	0.083653	0.0489601	0.0450875	0.0282046	0.00110166	0.0928972	0.031825	0.0566366	0.062596	0.125855	0.0338188	0.0858985	0.154186	0.00150589	0.320572	0.0472143	0.0832943	0.096936	0.0400833	0.0227701	0.085751	0.00812267	0.0802893	0.0394105	0.000331956	0.0209587	0.369573	0.21369	0.250233	0.0592653	0.0804587	0.0205114	0.13573	0.474903	0.998978	2.39039	4	8.888662
605000	-2151.773	-2165.292	13.51966	2	1.047262	0.129435	0.107979	0.073459	0.0403099	0.00989355	0.00330595	0.0363774	0.100952	0.0132409	0.204852	0.0168586	0.00803315	0.0126422	0.0127037	0.0331644	0.0195801	0.0159219	0.0329327	0.062153	0.0239223	0.0322073	0.00758813	0.01585	0.00503222	0.0523317	0.0202217	0.0399314	0.00603593	0.0252364	0.00558658	0.0126609	0.00341486	0.0357106	0.0055306	0.0227003	0.0431385	0.38909	0.00915358	0.0923364	0.00604804	0.00194799	0.00917516	0.0321548	0.0159629	0.016278	0.000448	0.0255871	0.347405	0.052361	0.00472679	0.0239723	0.0164911	0.0801024	0.105282	0.0487242	0.0129467	0.0258532	0.190752	0.0482255	0.0110665	0.0293322	0.132064	0.0250201	0.0680136	0.00870523	0.015865	0.00500962	0.0169204	0.00185857	0.0554768	0.109786	0.0471016	0.0876121	0.0475666	0.0821712	0.0353686	0.0254292	0.0123256	0.000733578	0.113005	0.025963	0.0316394	0.0120765	0.116579	0.0117346	0.0612265	0.0374985	0.108185	0.180594	0.128139	0.00410973	0.0193075	0.0560173	0.0809873	0.320337	0.156158	0.0652905	0.0502288	0.0460429	0.117302	0.0628501	0.134624	0.0261007	0.565288	0.0657759	0.00352889	0.051106	0.115995	0.0599242	0.0156925	0.0503988	0.00668899	0.0964805	0.0368653	0.00392916	0.0011764	0.0707568	0.199105	0.00781464	0.0391039	0.0764942	0.138784	0.20643	0.0337223	0.00424747	0.00717746	0.0321861	0.170183	0.00795918	0.0064144	0.046892	0.00628422	0.398804	0.113488	0.130817	0.111514	0.107211	0.146286	0.490511	1.00741	2.35579	4	8.617579
606000	-2175.117	-2192.305	17.18827	2	1.252942	0.145674	0.0511572	0.0529171	0.00461361	0.00681212	0.00742583	0.108511	0.0935409	0.000982792	0.0561489	0.0440129	0.0447558	0.00841933	0.0397094	0.00930957	0.0306551	0.0138077	0.0228416	0.0721966	0.0530146	0.0109816	0.0197074	0.028954	0.0102074	0.0622764	0.0626643	0.0197795	0.0126862	0.0226156	0.00514596	0.0160555	0.015234	0.00388299	0.0685325	0.0126236	0.0357894	0.360583	0.0628269	0.405839	0.00607282	0.00435557	0.00266437	0.0521462	0.0176707	0.00849584	0.0185829	0.00267539	0.199656	0.0487013	0.00247286	0.0149129	0.0717733	0.0583923	0.0634527	0.046642	0.0563807	0.041039	0.312057	0.0963212	0.0121138	0.0836755	0.131782	0.00519814	0.0646449	0.00230391	0.00890156	0.0286343	0.0684106	0.0272803	0.0499738	0.0301406	0.0277267	0.00907108	0.123965	0.0240005	0.0577785	0.0298164	0.00550678	0.0325937	0.0128984	0.0453585	0.00515264	0.00564294	0.186157	0.0673877	0.0628102	0.00172239	0.0626004	0.064607	0.0257583	0.241401	0.0188074	0.0350115	0.102087	0.00648847	0.0605691	0.0882997	0.0675125	0.0108272	0.0185708	0.00122943	0.0332616	0.0319236	0.0842356	0.220327	0.125975	0.00101599	0.135047	0.0765153	0.0697434	0.038486	0.0126468	0.297336	0.0293152	0.0103068	0.00851032	0.0641924	0.0807265	0.0840224	0.0578494	0.0253206	0.311128	0.312913	0.0309637	0.0454165	0.0477786	0.0570817	0.203896	0.00257889	0.0160773	0.0378039	0.0528973	0.291164	0.0242047	0.00544409	0.108774	0.0719258	0.184516	0.541504	1.03189	2.24209	4	8.348579
607000	-2170.142	-2170.278	0.1357869	2	0.7494682	0.132588	0.159323	0.059731	0.000267764	0.0181317	0.00175808	0.00940771	0.0192209	0.00689632	0.032039	0.0491564	0.0267265	0.00841904	0.195227	0.0139799	0.0530404	0.0160798	0.0552079	0.0461615	0.0137717	0.0756976	0.0182108	0.0175021	0.00895403	0.078543	0.0175693	0.00590551	0.190712	0.0214014	0.00436498	0.0310926	0.047586	0.0212607	0.00445283	0.15684	0.234104	0.324368	0.106481	0.0415763	0.0054169	0.0166676	0.0123774	0.0319676	0.012072	0.0002704	0.000716387	0.0141633	0.346251	0.0377536	0.0146675	0.0059437	0.0225771	0.0799254	0.0852422	0.0321366	0.0221401	0.0882077	0.381553	0.0737985	0.0287172	0.11057	0.0646902	0.0461048	0.0771225	0.0216742	0.000714084	0.0142831	0.00255269	0.023621	0.031263	0.00625807	0.125137	0.207497	0.0748974	0.23872	0.028023	0.0526489	0.0753711	0.0212725	0.0177285	0.0289064	0.0866589	0.0694485	0.184971	0.0801721	0.0120124	0.00654576	0.00780622	0.347773	0.0487351	0.198475	0.108572	0.0196402	0.241187	0.191805	0.202158	0.0367711	0.0309657	0.0817808	0.0105216	0.0401039	0.0381754	0.0600706	0.0680284	0.0822867	0.197175	0.0360618	0.00231938	0.0588307	0.017623	0.166201	0.0237976	0.0196558	0.0466466	0.0122783	0.116775	0.0122469	0.0993483	0.0544099	0.00578344	0.142593	0.106371	0.271687	0.0901218	0.0269084	0.0558791	0.130634	0.0186705	0.115884	0.0284012	0.027981	0.0785548	0.108177	0.0398366	0.339744	0.290953	0.0408102	0.0847708	0.385965	0.941906	2.58736	4	9.942399
608000	-2175.03	-2188.793	13.76316	2	0.7897977	0.19629	0.053637	0.0887907	0.0463273	0.0200164	0.0287447	0.105971	0.117173	0.0867618	0.0114883	0.015674	0.0336253	0.00574103	0.109185	0.0322047	0.0483557	0.00834831	0.0339491	0.0824135	0.0468417	0.0679051	0.00831066	0.0563954	0.00982985	0.0641682	0.00895778	0.021963	0.0124955	0.0714278	0.00155274	0.0214265	0.0041389	0.032947	0.0200054	0.0179049	0.0312158	0.502719	0.00231514	0.199999	0.00649132	0.00813055	0.0158704	0.0590799	0.0389688	0.000590189	0.00788142	0.0113729	0.21861	0.0352551	0.00721523	0.0251749	0.0307374	0.0838406	0.0628759	0.0589889	0.00695612	0.0139694	0.136933	0.103327	0.00680531	0.0555071	0.0367515	0.00818027	0.113007	0.0379876	0.0400701	0.0307458	0.0731115	0.00545597	0.114937	0.0471756	0.0399825	0.0688957	0.0432802	0.0428731	0.0347478	0.0147398	0.0127684	0.0626418	0.00887046	0.027958	0.111638	0.00826604	0.0693627	0.0668604	0.0189835	0.0254488	0.0292029	0.2075	0.100637	0.200524	0.104231	0.105833	0.0630968	0.0231111	0.22343	0.112552	0.0661836	0.0892238	0.0155839	0.0227272	0.0883298	0.0105287	0.152405	0.0248779	0.0404837	0.00714306	0.0631076	0.0604134	0.0290095	0.00896853	0.0142539	0.0409693	0.0320638	0.362951	0.0442705	0.0663837	0.19165	0.00974936	0.00336501	0.0335137	0.0744057	0.290399	0.047387	0.0164546	0.0907555	0.017023	0.017976	0.177815	0.0339414	0.0495189	0.112258	0.451576	0.183076	0.0421756	0.0505955	0.0604841	0.093386	0.402994	0.954087	2.54953	4	8.850654
609000	-2193.087	-2188.083	-5.00355	2	0.8117812	0.122601	0.146701	0.107671	0.00585405	0.0118211	0.0741461	0.0528586	0.0296489	0.0281245	0.141667	0.0453813	0.0524889	0.0190148	0.334056	0.0357967	0.0164936	0.00226586	0.0418502	0.0420664	0.0446512	0.0901828	0.0197573	0.0185068	0.0443688	0.0981864	0.0207507	0.0355388	0.0146171	0.0215074	0.000908319	0.00820988	0.0515903	0.0848681	0.0255224	0.114213	0.0323455	0.375038	0.0423514	0.0467198	0.0222896	0.0145185	0.00037708	0.024773	0.00373083	0.0031765	0.00306569	0.0121926	0.262641	0.0564428	0.00249475	0.0921169	0.0200189	0.0601602	0.103298	0.00918367	0.0597096	0.11767	0.110218	0.0867657	0.0103269	0.0380858	0.0814058	0.0329382	0.0352712	0.052329	0.0664487	0.0138189	0.0161947	0.0301337	0.137243	0.339611	0.0076081	0.0833013	0.0131832	0.333671	0.000497674	0.0452919	0.0972674	0.0271477	0.0169265	0.00605267	0.202831	0.0116542	0.272749	0.215821	0.132951	0.00672065	0.0312263	0.008571	0.0721781	0.267094	0.0815396	0.00639527	0.0350033	0.0162739	0.304286	0.00336622	0.07261	0.00640042	0.147488	0.223705	0.2546	0.0379167	0.0115507	0.0630737	0.127573	0.00539396	0.02114	0.0634396	0.0445644	0.128976	0.0494331	0.145015	0.00356944	0.0689086	0.0152888	0.0881125	0.0129579	0.00192244	0.0119063	0.151523	0.240013	0.170754	0.0485378	0.0636654	0.0204816	0.0327204	0.107514	0.0804345	0.0536009	0.041934	0.143803	0.229741	0.0216528	0.230264	0.0565747	0.0490245	0.0980631	0.411834	0.960167	2.52994	4	10.06638
610000	-2197.734	-2198.533	0.7989353	2	0.6626908	0.109941	0.158464	0.0232843	0.00198639	0.0263754	0.015243	0.0963029	0.0182294	0.0180695	0.0437096	0.0350255	0.0227865	0.051353	0.157798	0.0303204	0.0452644	0.0287895	0.0579914	0.0302409	0.0455606	0.0324336	0.0132413	0.0928866	0.0496773	0.0342077	0.00400386	0.029142	0.00736216	0.00710291	0.00159812	0.0251033	0.00182881	0.0358301	0.0193819	0.0180459	0.0205601	0.450054	0.00624373	0.115114	0.0095749	0.00843052	0.0175847	0.215794	0.0193606	0.00227081	0.0289096	0.00778084	0.170192	0.049274	0.0130895	0.0190829	0.011886	0.0418039	0.0877102	0.00593119	0.0392846	0.159254	0.153664	0.0703146	0.0252506	0.0109376	0.105667	0.0923354	0.148362	0.0247697	0.0536461	0.0139656	0.0326242	0.0644267	0.0202717	0.0882064	0.0173493	0.0973801	0.0235051	0.103319	0.091983	0.038148	0.00527317	0.00140105	0.00075358	0.0714732	0.0444356	0.034133	0.0676039	0.245371	0.0482423	0.105617	0.0609436	0.0356907	0.0848857	0.206231	0.173467	0.0398379	0.41592	0.0150605	0.0120852	0.0840057	0.00853019	0.0143083	0.181685	0.152923	0.183953	0.0460078	0.284174	0.0449034	0.00830992	0.0704456	0.00213386	0.0461866	0.0197159	0.0024904	0.0192528	0.0353653	0.00228761	0.101969	0.102666	0.0891399	0.0617134	0.064438	0.171382	0.172782	0.347118	0.0409953	0.103379	0.0191619	0.0240449	0.0274738	0.0399455	0.259363	0.0371101	0.00659842	0.0309804	0.18382	0.0833457	0.113832	0.645448	0.00316351	0.0662439	0.345382	0.910217	2.67816	4	9.768867
611000	-2175.943	-2183.233	7.290141	2	0.9201064	0.180679	0.08483	0.0094294	0.0274902	0.0119848	0.0059116	0.131123	0.074411	0.0663693	0.144195	0.0409967	0.0543491	0.00923232	0.0673382	0.0207877	0.0531406	0.00536754	0.0378361	0.0531173	0.0567497	0.207541	0.000447871	0.0261601	0.00141214	0.0793624	0.0197919	0.000535415	0.0276124	0.0491251	0.0480941	0.0049646	0.0526307	0.0125188	0.0197081	0.096474	0.0269426	0.451831	0.308988	0.0131946	0.0218549	0.0187282	0.0153067	0.0329102	0.0436718	0.0108472	0.0041612	0.0108722	0.265169	0.0822494	0.0065159	0.014251	0.02996	0.0498882	0.0716981	0.0178681	0.044109	0.0329584	0.169768	0.0624517	0.00379097	0.0280781	0.0272857	0.0386838	0.0515841	0.00950887	0.132051	0.00303768	0.00305426	0.0442222	0.0887285	0.27762	0.128676	0.0508371	0.103156	0.018263	0.110894	0.0551632	0.0988399	0.113554	0.00878793	0.0438651	0.115508	0.126238	0.0468049	0.0643633	0.00361502	0.0193023	0.019963	0.219543	0.0360274	0.125466	0.227385	0.000377401	0.00574471	0.0514285	0.188357	0.0238147	0.0367198	0.00805802	0.0636307	0.0106454	0.272068	0.109983	0.013807	0.0530676	0.0368503	0.0411686	0.0366306	0.00501722	0.000861902	0.032566	0.152334	0.0368229	0.0292569	0.000711635	0.0144229	0.0376165	0.0370421	0.0192196	0.259009	0.00255673	0.123069	0.236237	0.0037572	0.0141041	0.00918737	0.109784	0.35155	0.109173	0.0537839	0.0356502	0.0302703	0.205339	0.110579	0.298501	0.128292	0.0113337	0.12075	0.451347	0.985389	2.44251	4	9.442206
612000	-2172.023	-2179.895	7.872134	2	0.9922924	0.205828	0.216637	0.0650887	0.00414048	0.00465251	0.00436818	0.019694	0.00461265	0.0405182	0.0277227	0.0986606	0.0214096	0.00388875	0.0541544	0.0154629	0.0387615	0.0229185	0.139615	0.0691135	0.0704655	0.0332261	0.00626246	0.0673688	0.00561107	0.0703382	0.0120217	0.0104685	0.157024	0.0446295	0.0247613	0.00717734	0.00522889	0.00441235	0.0191291	0.0549227	0.0364633	0.505633	0.105801	0.0289197	0.00434284	0.0094284	0.0042685	0.0505652	0.0506557	0.00172419	0.0112252	0.00089355	0.150567	0.0689854	0.0174516	0.018824	0.013823	0.125085	0.111041	0.0279764	0.0303125	0.0622348	0.161998	0.119578	0.0135676	0.103221	0.105785	0.0107136	0.0605065	0.0139012	0.00988615	0.0481624	0.0703561	0.0119545	0.0497039	0.0357258	0.160223	0.00724598	0.0127027	0.181429	0.0572356	0.0779733	0.471917	0.0411601	0.00976407	0.0491134	0.0373602	0.0412978	0.0187087	0.0505933	0.0111623	0.00963177	0.0323971	0.121235	0.0349736	0.0832567	0.482477	0.0118758	0.176586	0.0558403	0.0149902	0.0554826	0.0682642	0.018126	0.042614	0.050634	0.0714725	0.0421807	0.111598	0.102585	0.0699956	0.00480294	0.0168644	0.0453297	0.0852288	0.0865764	0.0170226	0.0272722	0.234338	0.0111736	0.0216459	0.126054	0.091602	0.0181777	0.0515147	0.272015	0.0035323	0.186989	0.02949	0.102046	0.0766912	0.0268259	0.0301461	0.13603	0.049175	0.0260473	0.277158	0.146953	0.0118628	0.124691	0.215946	0.0257342	0.135413	0.474423	0.998711	2.39145	4	9.36461
