Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
823000	-260.075	-308.9424	48.86738	10	1.906998	0.138036	0.148478	0.000715919	0.0158785	0.281883	0.0258109	0.0811087	0.00977731	0.0139869	0.039477	0.125131	0.0784339	0.0474979	0.0170996	0.108956	0.125683	0.167892	0.0112636	0.0741793	0.0193798	0.0198331	0.0411938	0.034589	0.239641	0.0641891	0.114732	0.0411583	0.0282275	0.542947	0.209089	0.0695813	0.029255	0.0713015	0.0792146	0.10141	0.0212934	0.104903	0.00770693	0.141523	0.073335	0.024177	0.281914	0.644745	1.06748	2.00586	5	3.589969
824000	-263.7277	-305.0534	41.32577	10	2.774719	0.184953	0.0257813	0.042564	0.0397856	0.183545	0.0399596	0.13307	0.00975175	0.0365739	0.099776	0.0859906	0.135529	0.247481	0.0430462	0.0549186	0.190092	0.0176036	0.0324656	0.00494016	0.0651112	0.066235	0.0192862	0.0488878	0.032934	0.0225934	0.110739	0.047505	0.0298947	0.588498	0.0543251	0.0113652	0.0215417	0.0562371	0.14426	0.12405	0.0337339	0.105298	0.334016	0.339861	0.327609	0.0574165	0.371046	0.718239	1.08115	1.82956	5	4.249223
825000	-263.6742	-316.0395	52.36529	10	0.8822417	0.074875	0.0362343	0.0881123	0.0847938	0.0909972	0.0344533	0.0444654	0.0601095	0.00905393	0.0583824	0.0448481	0.10211	0.108203	0.0657878	0.0562978	0.215417	0.22975	0.0096313	0.0172501	0.0244514	0.0177028	0.0242947	0.0266424	0.0753813	0.210736	0.0291939	0.027787	0.0624167	0.0586853	0.2089	0.0631973	0.0458988	0.0919344	0.250676	0.24735	0.0180445	0.0367752	0.00112251	0.394494	0.0589661	0.11545	0.112902	0.438253	0.977375	2.47147	5	3.520872
826000	-278.7007	-311.3963	32.69555	10	3.552093	0.169413	0.0145468	0.0184504	0.10933	0.231285	0.0441432	0.0626862	0.248538	0.098155	0.0422284	0.389366	0.201048	0.0577978	0.0285881	0.14506	0.0071092	0.206898	0.0516005	0.010575	0.0590466	0.0633896	0.00262087	0.485753	0.0304642	0.0972277	0.0106764	0.153701	0.0797257	0.20993	0.328344	0.0179953	0.0678055	0.12392	0.185803	0.165936	0.076811	0.127664	0.0737242	0.38141	0.113332	0.0249465	0.427925	0.758141	1.08415	1.72978	5	5.017045
827000	-269.7946	-313.995	44.20035	10	3.635319	0.165854	0.0171132	0.159828	0.0166417	0.109297	0.0597419	0.0448781	0.0273586	0.00374022	0.125541	0.118297	0.0855789	0.0290363	0.0154304	0.102347	0.219969	0.094291	0.131119	0.026451	0.111766	0.0129967	0.0527663	0.0543005	0.0800169	0.0334112	0.103225	0.00990668	0.408599	0.643616	0.076687	0.150064	0.15908	0.0264418	0.0102403	0.143473	0.0412661	0.214832	0.00793723	0.0954661	0.0235794	0.024376	0.433133	0.761572	1.08426	1.72104	5	4.03656
828000	-252.6978	-304.5843	51.88658	10	3.876345	0.246576	0.0155484	0.00837808	0.0566977	0.0620237	0.149168	0.167027	0.0141714	0.0831925	0.195026	0.0208803	0.0719308	0.0364051	0.0118808	0.142026	0.0981442	0.0642054	0.0381385	0.000264703	0.0902103	0.0314618	0.0631765	0.0282458	0.0516446	0.0683662	0.187224	0.0258316	0.0156646	0.186212	0.0859388	0.156019	0.0740277	0.096229	0.204485	0.116162	0.230703	0.295327	0.0780353	0.214003	0.084574	0.0652788	0.447438	0.770821	1.0844	1.69734	5	3.930503
829000	-271.1743	-312.9565	41.78225	10	1.528701	0.346913	0.038905	0.0140981	0.0131267	0.148529	0.1176	0.0210088	0.0602137	0.0242686	0.104175	0.103272	0.0899368	0.0492334	0.00276139	0.202334	0.360554	0.30638	0.00829857	0.0978566	0.124432	0.00277325	0.0206541	0.1834	0.0459002	0.141698	0.116354	0.00792798	0.205765	0.635191	0.0820269	0.0298901	0.230519	0.0170026	0.147101	0.0722866	0.0882067	0.193298	0.0635971	0.148687	0.0776557	0.0440829	0.229722	0.593265	1.05206	2.12495	5	4.787912
830000	-277.9765	-318.589	40.61251	10	2.730315	0.0767933	0.00691761	0.0929955	0.0616767	0.381542	0.0130534	0.00145109	0.172645	0.0149068	0.0433414	0.111383	0.117576	0.188445	0.0313386	0.156307	0.192835	0.0234871	0.0174106	0.0592349	0.0732265	0.0867512	0.0101404	0.0878911	0.0267672	0.0121863	0.346728	0.000543462	0.00809306	0.141419	0.291626	0.0929315	0.0846173	0.0601355	0.236113	0.100919	0.061838	0.236384	0.0936822	0.260888	0.0925822	0.135063	0.367259	0.715411	1.08082	1.83651	5	4.303868
831000	-271.2657	-312.447	41.18126	10	3.294094	0.12475	0.0425646	0.0149408	0.0496848	0.0731199	0.0520782	0.228739	0.040162	0.00739565	0.0809429	0.192594	0.191916	0.205654	0.028232	0.1637	0.0793102	0.161129	0.0630297	0.0289824	0.0186476	0.0746058	0.00903366	0.00521933	0.0501469	0.0151305	1.91464e-05	0.16358	0.0401811	0.334257	0.129391	0.0640895	0.270811	0.144859	0.476449	0.0298077	0.214024	0.0711044	0.0767155	0.188796	0.165487	0.0599566	0.410807	0.746613	1.08363	1.75895	5	4.431235
832000	-262.4925	-305.8386	43.34603	10	2.775477	0.148399	0.00703069	0.0320454	0.0484788	0.2678	0.0134494	0.0388775	0.045409	0.0174985	0.0437222	0.0967778	0.00255186	0.0623953	0.00488296	0.35691	0.048227	0.0348949	0.203088	0.0204029	0.0260782	0.00530947	0.0140257	0.0032668	0.0102677	0.0163051	0.233521	0.00209284	0.286724	0.0953117	0.155913	0.20642	0.389115	0.0866131	0.122208	0.0497296	0.00114358	0.537298	0.446742	0.119747	0.0127957	0.0171447	0.37111	0.718287	1.08116	1.82945	5	4.330611
833000	-272.5258	-316.1452	43.61947	10	1.070197	0.249273	0.0164691	0.100564	0.0763976	0.148713	0.118182	0.0562518	0.00415133	0.0553732	0.0568997	0.27963	0.0973317	0.0133907	0.0486999	0.192832	0.292139	0.0391806	0.0975138	0.0496992	0.209661	0.00465705	0.0156584	0.0393498	0.0944475	0.11608	0.0232167	0.0327867	0.272043	0.0705607	0.088919	0.140184	0.541745	0.177403	0.175473	0.12689	0.0925287	0.117957	0.0476976	0.0593802	0.0813013	0.0607621	0.150744	0.49688	1.01072	2.34165	5	4.581394
834000	-259.8759	-308.1917	48.31586	10	2.124041	0.106481	0.0588095	0.113812	0.0302344	0.227634	0.0445048	0.0826914	7.42967e-05	0.0136298	0.11162	0.0808631	0.0750796	0.0346951	0.00361437	0.0856103	0.0952515	0.139595	0.0446739	0.0213383	0.111591	0.0396074	0.00235004	0.000287841	0.0243121	0.0153367	0.0246569	0.0602224	0.278037	0.29874	0.0951847	0.0274091	0.0745032	0.0143386	0.131887	0.0770171	0.231729	0.134491	0.093053	0.0744311	0.0532558	0.0274158	0.307645	0.667587	1.0728	1.95196	5	3.260068
835000	-268.9579	-315.6434	46.68551	10	2.144952	0.0422548	0.0250306	0.0274932	0.00118988	0.0526353	0.140435	0.036441	0.152652	0.0444172	0.0979187	0.123378	0.151383	0.124623	0.0357167	0.126428	0.414349	0.162969	0.0302559	0.0236819	0.0665424	0.194283	0.00958304	0.0613611	0.0152322	0.0110749	0.0442855	0.00448047	0.269362	0.118857	0.0592128	0.222187	0.0579378	0.0388451	0.185138	0.396163	0.04968	0.348741	0.0473758	0.193376	0.00234892	0.0942142	0.309985	0.669593	1.07323	1.9472	5	4.303534
836000	-279.3156	-317.0483	37.73271	10	1.51154	0.121248	0.0125338	0.040902	0.118152	0.110143	0.166498	0.204629	0.0253713	0.0443694	0.0699279	0.0132555	0.4412	0.0268665	0.00308937	0.0571339	0.293247	0.061268	0.102446	0.0378899	0.100325	0.000519072	0.0209681	0.0963117	0.0421785	0.262989	0.0010565	0.0579227	0.0204207	0.102455	0.0684396	0.0431714	0.0285688	0.103872	0.175631	0.0499648	0.043856	0.413907	0.0730666	0.150872	0.526878	0.153576	0.2271	0.590466	1.05109	2.13134	5	4.48712
837000	-275.9099	-318.3155	42.40562	10	2.547482	0.203485	0.0849761	0.027783	0.0506669	0.35029	0.0681274	0.1333	0.00383263	0.000485536	0.058446	0.0373829	0.0602688	0.0457104	0.0557373	0.0103075	0.0474963	0.0324502	0.0127414	0.0128335	0.119133	0.0236714	0.00632182	0.099775	0.0198449	0.366717	0.115062	0.0413131	0.341422	0.320263	0.00956309	0.082645	0.156223	0.0429278	0.149132	0.250383	0.309752	0.220157	0.0798342	0.178819	0.0905573	0.0880979	0.350913	0.702935	1.07915	1.86701	5	4.407934
838000	-274.7647	-320.1752	45.41045	10	2.409281	0.0988429	0.00248355	0.0725352	0.178774	0.22002	0.124378	0.0727926	0.0745818	0.0507254	0.205405	0.137356	0.191391	0.0737332	0.0541019	0.126624	0.259942	0.14617	0.0175026	0.031726	0.0133567	0.0408664	9.65023e-05	0.391844	0.00977992	0.0905335	0.0342332	0.0423179	0.0374523	0.139578	0.02735	0.0079725	0.276431	0.043318	0.0759838	0.0278909	0.247717	0.0938534	0.0996742	0.162922	0.359044	0.125887	0.337683	0.6925	1.07752	1.8923	5	4.487189
839000	-269.0434	-315.5993	46.55591	10	0.9098163	0.0920161	0.0143093	0.0206297	0.0234431	0.558055	0.0607349	0.0722229	0.0151974	0.0190283	0.0067348	0.264313	0.0764606	0.121849	0.0117321	0.172312	0.0741231	0.0817825	0.0699259	0.0218317	0.0903604	0.000505462	0.0605874	0.0204813	0.00181579	0.0880955	0.0283303	0.0268145	0.189701	0.0137704	0.262374	0.066728	0.2864	0.00774939	0.229287	0.15608	0.0190999	0.124385	0.0958205	0.264937	0.0258537	0.0102125	0.118627	0.447859	0.983287	2.45023	5	3.846091
840000	-271.4507	-318.5836	47.1329	10	3.592211	0.045945	0.174598	0.0144631	0.0900518	0.0627104	0.155772	0.0984799	0.13645	0.0209362	0.0500303	0.169464	0.0163404	0.0673648	0.111602	0.0635217	0.158852	0.103189	0.018749	0.0143357	0.0519467	0.00392034	0.0168028	0.056861	0.0378019	0.103035	0.0906416	0.0583997	0.0222255	0.0959894	0.0998697	0.0400681	0.254565	0.0356619	0.206938	0.289009	0.15499	0.167068	0.0863711	0.120627	0.276596	0.11953	0.430454	0.759811	1.08421	1.72553	5	3.961772
841000	-267.9962	-308.6833	40.68706	10	0.9542175	0.0430426	0.000618887	0.0455243	0.0506992	0.190329	0.0194273	0.0895029	0.172709	0.0209721	0.0131802	0.137587	0.108697	0.0308939	0.00991258	0.0737637	0.193806	0.00567466	0.201707	0.0798214	0.0907465	0.0154081	8.02133e-05	0.395465	0.0917236	0.0988113	0.0673621	0.0690306	0.158963	0.283249	0.217575	0.0225326	0.284109	0.0262154	0.249541	0.148974	0.0327048	0.399884	0.204366	0.290606	0.0843237	0.0297062	0.127731	0.462545	0.991979	2.41775	5	4.749245
842000	-264.3387	-317.2876	52.94887	10	1.727028	0.0572951	0.042233	0.0271653	0.0417269	0.0998039	0.196481	0.0911705	0.0477832	0.163235	0.0814957	0.103491	0.00571739	0.0808939	0.0368075	0.198923	0.2549	0.140156	0.0456697	0.00093854	0.11954	0.0203641	0.0003739	0.104601	0.0290497	0.0923724	0.0118047	0.0583917	0.128567	0.00990382	0.00843932	0.0488791	0.321498	0.195062	0.0757898	0.0315275	0.2405	0.0906809	0.137497	0.0435165	0.150418	0.0196381	0.258361	0.622447	1.06138	2.05782	5	3.654302
843000	-267.9452	-309.183	41.23777	10	2.732407	0.129863	0.0319437	0.0360979	0.0676847	0.114868	0.245305	0.21864	0.0100595	0.00767333	0.0340016	0.273807	0.0800451	0.0916193	0.0373304	0.0763058	0.166124	0.125436	0.0284059	0.0267556	0.000939003	0.0390327	0.00294434	0.389173	0.0554521	0.136853	0.0455189	0.170215	0.0888562	0.150012	0.00232277	0.0423019	0.122912	0.176942	0.0100381	0.0261168	0.19255	0.260749	0.030905	0.125132	0.275812	0.00601372	0.367439	0.715546	1.08083	1.83618	5	4.152759
844000	-268.6864	-318.4121	49.72568	10	0.5525893	0.262868	0.0426215	0.0114574	0.0594409	0.0853648	0.00308226	0.0501257	0.048785	0.00338129	0.0579795	0.161101	0.0349383	0.0266137	0.00901353	0.535075	0.167131	0.00492775	0.025011	0.01652	0.177094	0.105442	0.00921997	0.0758232	0.0299949	0.0788321	0.222541	0.110032	0.0272814	0.0628117	0.0119775	0.196875	0.162604	0.0179816	0.0134108	0.0223941	0.0420642	0.226222	0.166278	0.150788	0.263997	0.0437162	0.0435016	0.284868	0.85506	2.81657	5	3.822819
845000	-273.6921	-314.6947	41.00267	10	2.194998	0.170147	0.0443068	0.04028	0.0133255	0.221007	0.0227055	0.0625582	0.0534011	0.0228054	0.0607357	0.178845	0.253672	0.0102245	0.0812476	0.212203	0.276347	0.197501	0.0729924	0.0262339	0.108527	0.134962	0.0540505	0.103926	0.328521	0.0815437	0.295638	0.298809	0.07912	0.108459	0.0220191	0.166859	0.186905	0.0838875	0.0489573	0.0112042	0.0575873	0.189963	0.164204	0.0969521	0.0866081	0.0164997	0.315491	0.674267	1.07418	1.93606	5	4.745741
846000	-262.476	-312.3517	49.87567	10	1.075966	0.110576	0.02073	0.0340147	0.00378645	0.269041	0.0751182	0.0778569	0.0306586	0.0267502	0.11378	0.170438	0.0886108	0.0878565	0.00386126	0.124909	0.101369	0.0301861	0.0537139	0.0234831	0.0413796	0.0931954	0.0046062	0.0349715	0.102518	0.0809742	0.083479	0.263737	0.0594289	0.0112453	0.231444	0.00438205	0.238844	0.134273	0.0831327	0.0183882	0.057996	0.352771	0.060463	0.0910666	0.19018	0.00103507	0.151857	0.498452	1.01153	2.33816	5	3.68625
847000	-271.3413	-319.9601	48.61875	10	0.8298876	0.168546	0.000400092	0.0116077	0.00878519	0.0363953	0.227415	0.0228371	0.0467879	0.157065	0.0929445	0.186593	0.198185	0.0468482	0.0243598	0.108934	0.229415	0.0931103	0.0245617	0.0114107	0.013933	0.0354006	0.110638	0.0182355	0.053137	0.0118926	0.0713993	0.161307	0.0874139	0.00560099	0.0906799	0.0170804	0.318292	0.104386	0.0133772	0.0349263	0.0137143	0.272051	0.160232	0.0546891	0.153601	0.159298	0.101901	0.418894	0.964904	2.5143	5	3.657489
848000	-283.2705	-318.1855	34.91503	10	3.418167	0.224826	0.0334927	0.122517	0.0571403	0.100957	0.114254	0.178932	0.0119856	0.023549	0.267229	0.028197	0.0878911	0.0983185	0.0514505	0.226879	0.346856	0.0369781	0.0132529	0.109463	0.109741	0.0547678	0.0367947	0.179508	0.135962	0.21935	0.124342	0.0477839	0.01247	0.0182041	0.137455	0.410856	0.078297	0.0440186	0.155885	0.0131607	0.436291	0.0754097	0.0749908	0.399266	0.00597499	0.175452	0.419231	0.752334	1.08392	1.74451	5	5.080147
849000	-274.6507	-315.2379	40.58723	10	3.350905	0.109608	0.0300115	0.000234712	0.0495202	0.183758	0.0574563	0.00633082	0.0860662	0.0245241	0.128823	0.0754206	0.0678257	0.286004	0.0190949	0.19134	0.186519	0.0982284	0.0306898	0.00143149	0.190556	0.0490881	0.115125	0.0609862	0.173025	0.193977	0.23548	0.0565298	0.0243859	0.0824491	0.0980542	0.355172	0.261124	0.0653866	0.0502855	0.0162428	0.0432359	0.280003	0.113093	0.251218	0.0645015	0.0332783	0.41471	0.749275	1.08377	1.75224	5	4.446083
850000	-265.4133	-317.9456	52.5323	10	1.955186	0.158213	0.00257534	0.016253	0.00670099	0.0538742	0.30152	0.0863214	0.0783549	0.0244157	0.0468654	0.0331174	0.199838	0.0384246	0.00463515	0.020373	0.246639	0.066496	0.103685	0.0322481	0.254463	0.0148233	0.0278592	0.0671217	0.13208	0.0670464	0.0204509	0.0711585	0.0979993	0.0140277	0.281901	0.0340942	0.0361477	0.290414	0.0341361	0.00618537	0.134353	0.1112	0.00598811	0.0186953	0.0696289	0.0165855	0.287866	0.650162	1.06883	1.99315	5	3.326911
851000	-279.675	-319.9141	40.23906	10	2.641579	0.350673	0.0212337	0.0593807	0.0593869	0.316331	0.125611	0.075616	0.0366115	0.137075	0.15353	0.122628	0.177847	0.123055	0.0218043	0.113222	0.206093	0.0516264	0.116566	0.0254843	0.158463	0.013306	0.00547583	0.00684036	0.0330674	0.0154232	0.221734	0.066185	0.0644493	0.187827	0.108496	0.0620435	0.527518	0.034853	0.274737	0.0119003	0.0431307	0.10326	0.101754	0.148064	0.0870334	0.102163	0.359481	0.70953	1.08007	1.85092	5	4.671499
852000	-266.7739	-315.5342	48.76035	10	1.171713	0.199176	0.037775	0.0183051	0.00168389	0.171194	0.0365795	0.0386781	0.0556878	0.0566373	0.126869	0.0824696	0.0883158	0.0302103	0.0677951	0.187132	0.106645	0.00584542	0.0339492	0.029887	0.162355	0.035594	0.0181182	0.0599537	0.0153538	0.100432	0.11214	0.0170838	0.00965178	0.0131698	0.119049	0.00829674	0.765367	0.0963408	0.0293081	0.0803732	0.10174	0.212475	0.0292107	0.119984	0.0282622	0.0766057	0.16989	0.52291	1.0235	2.2837	5	3.585699
853000	-275.8077	-310.8874	35.07967	10	2.933359	0.0928468	0.0471357	0.0140367	0.0342219	0.256727	0.270398	0.180931	0.169897	0.0134195	0.0581554	0.0961049	0.0543969	0.0839123	0.0237011	0.0500264	0.206056	0.0614153	0.0624451	0.0759699	0.0499901	0.0212827	0.0419892	0.00258677	0.0576471	0.331923	0.242485	0.16841	0.11568	0.00224908	0.0531255	0.0538955	0.178282	0.0146794	0.200414	0.000249073	0.0902	0.318337	0.895955	0.196074	0.0392405	0.0209193	0.38404	0.72777	1.08217	1.80602	5	4.947411
854000	-258.6295	-309.2913	50.66175	10	0.7537041	0.0877581	0.0103629	0.0261309	0.0179388	0.0747418	0.111185	0.121021	0.0828994	0.0131476	0.0901339	0.0947383	0.0527255	0.116635	0.0252819	0.0363455	0.179517	0.184386	0.0137535	0.0200559	0.0589335	0.029321	0.00147078	0.0922927	0.129894	0.0921515	0.110123	0.204815	0.26895	0.00601366	0.361001	0.0186608	0.256775	0.0240041	0.0465502	0.053755	0.0861892	0.205258	0.182646	0.0354695	0.0620018	0.0107004	0.085677	0.387805	0.943252	2.58327	5	3.695734
855000	-290.7895	-327.0244	36.23494	10	1.933249	0.192876	0.0972784	0.0123357	0.150753	0.0818532	0.14541	0.269146	0.054275	0.00126491	0.108363	0.223095	0.105416	0.0733061	0.0404732	0.0881912	0.312259	0.154879	0.0409221	0.106118	0.269838	0.024203	0.0606495	0.92601	0.00539616	0.0605442	0.0229737	0.123819	0.0960934	0.0468521	0.00391847	0.0368476	0.0769849	0.130937	0.121647	0.00111929	0.0321913	0.170844	0.303372	0.221075	0.0698634	0.0897202	0.285174	0.647722	1.06823	1.99888	5	5.153114
856000	-278.448	-324.7738	46.32583	10	1.239309	0.171396	0.00353517	0.0647446	0.0453583	0.114183	0.0157341	0.0615004	0.218724	0.0342563	0.0304605	0.161938	0.0686237	0.049016	0.0104054	0.0454746	0.163446	0.0153991	0.00825014	0.110631	0.069458	0.0542167	0.00544668	0.248322	0.133215	0.00717482	0.189963	0.0963014	0.056059	0.0190817	0.0921097	0.159613	0.742775	0.139719	0.151934	0.0444511	0.102055	0.122086	0.132263	0.0625673	0.0227121	0.0958452	0.182104	0.538508	1.03058	2.24881	5	4.140443
857000	-260.8247	-317.7073	56.88259	10	0.8012209	0.0442852	0.0208555	0.0235004	0.0875775	0.213829	0.0999356	0.0125657	0.167029	0.0373857	0.0620885	0.0847539	0.200285	0.0821759	0.0199709	0.00845482	0.131485	0.195412	0.00593823	0.00882469	0.104455	0.0167193	0.0359884	0.0109078	0.150907	0.0118485	0.158875	0.0749909	0.125274	0.0169256	0.0674822	0.0654024	0.080714	0.0573922	0.042434	0.0589123	0.00669288	0.0701678	0.120184	0.115336	0.0500067	0.0859315	0.0958185	0.407625	0.957293	2.53926	5	3.033899
858000	-281.9698	-325.9844	44.01461	10	2.56796	0.118009	0.13552	0.0240166	0.0143353	0.126856	0.0453973	0.153681	0.102403	0.132907	0.00508202	0.0151559	0.129485	0.0911985	0.020111	0.178689	0.0440949	0.00165058	0.00891223	0.0630458	0.059605	0.00645294	0.0179119	0.12356	0.18463	0.252354	0.0504538	0.00449308	0.0359996	0.322465	0.0296478	0.110963	0.0352518	0.0624322	0.0108703	0.00452763	0.0813924	0.0920788	0.120976	0.466112	0.131324	0.080579	0.352807	0.704403	1.07936	1.86343	5	3.694631
859000	-274.5011	-315.6504	41.14937	10	6.737053	0.105815	0.0223816	0.0766478	0.0269632	0.168728	0.110994	0.0351223	0.0656715	0.000630384	0.0422026	0.228868	0.0719474	0.048855	0.136388	0.0576548	0.54026	0.147993	0.00373247	0.0622019	0.0405543	0.111908	0.0955756	0.474375	0.18137	0.0588866	0.0408682	0.0272111	0.0412158	0.0875052	0.108559	0.034433	0.248091	0.190526	0.0148156	0.0113885	0.0840712	0.101812	0.0677832	0.311816	0.0532266	0.0822234	0.561364	0.836447	1.07957	1.52262	5	4.421274
860000	-271.1028	-315.5587	44.45582	10	1.919986	0.0852698	0.00605385	0.0139326	0.029817	0.111821	0.0253379	0.051485	0.031751	0.0264066	0.0435653	0.128289	0.067727	0.208925	0.0274428	0.0949252	0.335479	0.105747	0.164132	0.00112841	0.0436962	0.0279726	0.0118441	0.00484806	0.160714	0.0134364	0.164321	0.108464	0.152807	0.0864568	0.150111	0.0349777	0.118387	0.132088	0.000803557	0.0441268	0.0214755	0.00349143	0.276566	0.292976	0.0662939	0.127632	0.283533	0.646226	1.06785	2.00239	5	3.602723
861000	-267.2686	-313.0807	45.81201	10	1.381312	0.094349	0.0303708	0.00542207	0.0285262	0.125583	0.0945671	0.139676	0.0378161	0.0900609	0.0377876	0.0861877	0.216878	0.0734574	0.016859	0.049026	0.312659	0.0221626	0.113226	0.0572767	0.0582307	0.00993382	0.00449807	0.0906845	0.0787476	0.0920003	0.237169	0.00643424	0.120332	0.00181486	0.0325069	0.13015	0.0734781	0.022825	0.438744	0.183394	0.0455288	0.499828	0.0232328	0.141305	0.0992283	0.161887	0.206392	0.56753	1.04262	2.18346	5	4.183843
862000	-257.4626	-301.9542	44.4916	10	2.297301	0.232125	0.0247439	0.0323683	0.0107885	0.207645	0.0928638	0.0683991	0.0817723	0.00183631	0.0787506	0.155319	0.112363	0.149117	0.00532718	0.0769273	0.134239	0.0922934	0.0319814	0.00596806	0.0502737	0.0335915	0.058964	0.0608988	0.169518	0.0329923	0.0427418	0.272316	0.0367015	0.129803	0.0627281	0.00917207	0.117613	0.0148978	0.0897343	0.0478054	0.0302099	0.279628	0.500301	0.149524	0.0263088	0.0296263	0.326356	0.683312	1.07592	1.91442	5	3.840176
863000	-267.3002	-314.7013	47.4011	10	1.915775	0.115147	0.072388	0.0577231	0.0138725	0.235178	0.0465467	0.0387047	0.0538759	0.0869413	0.0277406	0.0131181	0.0672555	0.170829	0.0410834	0.0606474	0.0857864	0.0454568	0.0796123	0.00231708	0.00127119	0.0494646	0.00303928	0.0261494	0.247557	0.0133676	0.0787142	0.205852	0.235585	0.0940816	0.0658273	0.000762716	0.211328	0.0216372	0.176842	0.117284	0.0322944	0.398982	0.315668	0.149926	0.0191745	0.196313	0.283009	0.645748	1.06773	2.00351	5	3.975343
864000	-277.1055	-323.5696	46.46405	10	0.7290042	0.120746	0.0402368	0.034617	0.0151272	0.0657595	0.00864156	0.111301	0.0153842	0.037749	0.0327331	0.00210247	0.109237	0.147971	0.0493219	0.0889512	0.139834	0.0998559	0.0755155	0.0566877	0.0565311	0.00321807	0.0419929	0.0507771	0.0272016	0.0654867	0.526613	0.202892	0.313862	0.10547	0.0400353	0.0544614	0.147886	0.0500257	0.0601892	0.0828399	0.232636	0.0904382	0.0511367	0.258564	0.1563	0.374484	0.0803912	0.3769	0.93516	2.60755	5	4.244812
865000	-269.1462	-321.5926	52.44642	10	2.428433	0.0835911	0.0385243	0.0361534	0.165454	0.0908078	0.131537	0.0662922	0.0209642	0.0576524	0.123737	0.179839	0.126618	0.053786	0.00236603	0.0290597	0.227308	0.0752412	0.0376988	0.00213514	0.0804386	0.00751871	0.0246885	0.06101	0.131618	0.00166963	0.140977	0.130685	0.0582556	0.0344245	0.0284351	0.0351996	0.17195	0.100783	0.0576081	0.0307873	0.114728	0.0561004	0.141508	0.116165	0.356939	0.0409343	0.339565	0.694003	1.07777	1.88866	5	3.471188
866000	-279.4746	-317.7364	38.26183	10	5.345088	0.176328	0.00438513	0.00609821	0.114003	0.00156432	0.270917	0.248239	0.025183	0.0130366	0.0789494	0.235201	0.114744	0.0884263	0.0107205	0.0691695	0.227148	0.375246	0.0669956	0.129065	0.0697999	0.0598101	0.00901188	0.0338935	0.00409105	0.0108322	0.209681	0.0186146	0.069912	0.379007	0.0554281	0.0714265	0.402126	0.0316639	0.0344335	0.0100992	0.0725109	0.158081	0.223886	0.0909474	0.304975	0.0651073	0.515808	0.811785	1.08265	1.58975	5	4.640758
867000	-266.0069	-317.8514	51.84444	10	1.563169	0.0679396	0.0429625	0.0299943	0.0209407	0.084803	0.034669	0.115974	0.0590272	0.0590224	0.0335576	0.0851486	0.236585	0.14623	0.159548	0.080857	0.0160119	0.0315705	0.222378	0.017365	0.0328357	0.0483749	0.0225833	0.039573	0.0936461	0.169214	0.124819	0.118928	0.0534474	0.120062	0.0432154	0.05522	0.0839852	0.0529221	0.0925476	0.0844947	0.0401715	0.0573225	0.173084	0.35854	0.0122793	0.0392544	0.234918	0.598744	1.05393	2.11241	5	3.461106
868000	-270.4552	-307.5735	37.11823	10	1.970808	0.466523	0.0169674	0.026908	0.00851392	0.105944	0.0792653	0.196646	0.131305	0.00531188	0.018322	0.0300243	0.0984319	0.0932748	0.0323444	0.102653	0.155564	0.0556207	0.0449245	0.0108232	0.0050912	0.031778	0.0355724	0.139752	0.323612	1.57202e-05	0.172234	0.0966849	0.22245	0.369667	0.00285559	0.117702	0.26834	0.0156807	0.120516	0.230886	0.0760139	0.148778	0.176448	0.567604	0.134223	0.0577639	0.289765	0.651873	1.06924	1.98912	5	4.993036
869000	-271.2006	-313.2198	42.01924	10	1.718367	0.106726	0.0105717	0.0209223	0.0965114	0.150191	0.119781	0.0798252	0.107523	0.0112688	0.0515769	0.107025	0.081779	0.173621	0.0720049	0.14223	0.265269	0.218096	0.151063	0.0377792	0.149756	0.0264238	0.0765405	0.00700752	0.169745	0.128897	0.26459	0.0699718	0.0118451	0.0332798	0.0576249	0.211174	0.283244	0.0717362	0.452602	0.0518189	0.0044733	0.0991749	0.0743958	0.151479	0.151771	0.130672	0.257172	0.621282	1.06103	2.06051	5	4.681985
870000	-275.6757	-312.9829	37.30724	10	0.6664733	0.0861602	0.0278472	0.119158	0.0633526	0.304604	0.326808	0.0713085	0.0550647	0.0359979	0.00924009	0.116503	0.0879541	0.00549665	0.00454328	0.185676	0.174427	0.258676	0.0838261	0.0399058	0.017008	0.0342221	0.0158821	0.0911354	0.331951	0.244381	0.292077	0.105962	0.0123609	0.149136	0.0634929	0.326701	0.239637	0.00418912	0.040139	0.00029736	0.212634	0.0984858	0.0775414	0.235912	0.0585678	0.441094	0.0670464	0.347272	0.911781	2.6739	5	5.149356
