Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
1035000	-2772.651	-2761.972	-10.67863	2	1.44804	0.0260498	0.00621572	0.075932	0.086492	0.0938321	0.033381	0.0581739	0.177861	0.0727781	0.00833532	0.422837	0.0565996	0.026394	0.020436	0.0513074	0.465636	0.173741	0.0191493	0.0413679	0.0483233	0.00852565	0.00622659	0.036774	0.00455313	0.0620758	0.0344824	0.0253729	0.00210087	0.0788712	0.110342	0.0252037	0.0221297	0.00375158	0.0781267	0.101522	0.0504631	0.0154132	0.0140586	0.0922799	0.130865	0.000467393	0.0243393	0.00863308	0.056451	0.0154706	0.000932278	0.155842	0.0889738	0.0461359	0.0571735	0.0524301	0.174534	0.188286	0.255274	0.0100595	0.0689502	0.0391013	0.0652146	0.129292	0.0271317	0.117863	0.0317305	0.118201	0.00598707	0.0210242	0.00332604	0.0364945	0.0731669	0.131524	0.0631127	0.0250082	0.540487	0.0273611	0.0101764	0.17505	0.0321132	0.0230435	0.0236034	0.00860667	0.015629	0.0703501	0.0509936	0.0232824	0.0258092	0.163422	0.127655	0.11066	0.227297	0.046667	0.101008	0.0537366	0.0744472	0.0342226	0.0151927	0.0627846	0.217484	0.021797	0.063788	0.0166789	0.0131983	0.032977	0.0667044	0.00273213	0.0179254	0.0665319	0.0386747	0.0163636	0.217183	0.579673	1.04722	2.15593	4	7.578564
1036000	-2787.62	-2769.416	-18.20359	2	1.207706	0.0243446	0.0113863	0.0481319	0.109127	0.00500521	0.271127	0.0659353	0.176309	0.0876968	0.0105975	0.369047	0.0905264	0.0491021	0.0225893	0.0593278	0.260497	0.0113697	0.0729515	0.0121905	0.0675636	0.00450435	0.0314898	0.0157507	0.00663234	0.124432	0.0491174	0.0268769	0.0117596	0.0414832	0.134259	0.00662348	0.0294293	0.103514	0.0288857	0.0766238	0.0461233	0.0376895	0.00666667	0.00621068	0.101821	0.00696143	0.0744148	0.0073818	0.0840074	0.00870138	0.00187881	0.112764	0.0753664	0.00485346	0.0543695	0.077288	0.167751	0.122093	0.105144	0.0494176	0.0143542	0.00397687	0.0403393	0.0293713	0.07614	0.493368	0.01261	0.21704	0.133558	0.0412799	0.237727	0.0187889	0.0259884	0.176792	0.0147034	0.0331127	0.173917	0.0498144	0.0256206	0.126961	0.142559	0.0442394	0.00314855	0.0366842	0.0328332	0.152214	0.0195391	0.0669764	0.0554695	0.0795385	0.522832	0.00090364	0.0761982	0.143815	0.0537025	0.0753884	0.0526219	0.0754149	0.141038	0.0148351	0.144334	0.0226731	0.0387152	0.0112001	0.16809	0.0685005	0.0161287	0.0384968	0.0189514	0.0277642	0.0356934	0.037254	0.176447	0.531374	1.0274	2.26478	4	8.030326
1037000	-2763.494	-2749.596	-13.89824	1	1.555297	0.0148014	0.00315916	0.0391114	0.222382	0.0354755	0.381916	0.0246695	0.0822056	0.0171696	0.0434831	0.39271	0.0788003	0.0297696	0.0389794	0.153216	0.187665	0.0619005	0.0427736	0.0134252	0.113746	0.0749598	0.0469851	0.0168595	0.00937436	0.134645	0.0397963	0.0148872	0.0161681	0.040658	0.0472475	0.0121934	0.0451904	0.00331013	0.183841	0.0323881	0.0103644	0.00461712	0.0216865	0.028815	0.0122531	0.00996227	0.0120514	0.0131001	0.096687	0.0464201	0.00320266	0.115322	0.102603	0.065936	0.00311447	0.0304329	0.211562	0.152672	0.0335491	0.0212637	0.0509192	0.0148496	0.240216	0.0422014	0.123344	0.0369728	0.0352995	0.130188	0.13099	0.0966979	0.207017	0.0291989	0.0524953	0.302857	0.0338663	0.0174887	0.253369	0.0814305	0.0395637	0.0190813	0.0199826	0.0150495	0.00317191	0.0932108	0.00789492	0.0302165	0.0441085	0.0367825	0.0241254	0.0503592	0.534134	0.0408744	0.0582788	0.0264785	0.0896913	0.00862991	0.0739303	0.00535602	0.00834608	0.0967326	0.0154622	0.178173	0.091113	0.00178826	0.193706	0.0228725	0.0199465	0.00652243	0.0819955	0.109697	0.00761425	0.0637853	0.23374	0.597509	1.05351	2.11524	3	7.689553
1038000	-2799.422	-2776.356	-23.06577	2	2.015577	0.0171329	0.00225854	0.0621157	0.138584	0.0600617	0.0905377	0.0117466	0.0283368	0.184909	0.00873473	0.455598	0.0288038	0.0159092	0.0682348	0.175313	0.167745	0.207611	0.0138225	0.0388882	0.0286135	0.022832	0.00856986	0.092111	0.0106655	0.0491513	0.0830552	0.00580217	0.0193851	0.0492951	0.0955941	0.0438151	0.0141665	0.0210137	0.0802201	0.157401	0.0133776	0.0190225	0.0145007	0.0301885	0.00478242	0.00893111	0.00776316	0.0128649	0.0448481	0.0338029	0.0149092	0.156573	0.0940217	0.0142605	0.0157965	0.061454	0.0371183	0.195378	0.127195	0.051045	0.0363583	0.0383253	0.0860177	0.0407297	0.0358267	0.13805	0.00771968	0.126778	0.0738073	0.17126	0.515232	0.0591616	0.0328152	0.128149	0.0319002	0.0356934	0.119228	0.0874404	0.0408861	0.239096	0.225507	0.286465	0.0404815	0.12039	0.096087	0.00724548	0.10826	0.0529433	0.0109275	0.0536729	0.142276	0.140967	0.0170371	0.247911	0.0971114	0.532633	0.181456	0.025291	0.00909711	0.254999	0.118233	0.0522651	0.0718438	0.0178627	0.0296512	0.0982216	0.015769	0.0691609	0.0266507	0.0147041	0.0543684	0.0248863	0.295127	0.65666	1.07037	1.97784	4	8.804719
1039000	-2777.366	-2762.041	-15.32428	2	1.58444	0.032268	0.0129086	0.0723655	0.0930622	0.0720534	0.112326	0.0995225	0.0103449	0.0187548	0.0219532	0.272941	0.163088	0.028565	0.0448805	0.117133	0.197798	0.160722	0.0248948	0.0259014	0.0207915	0.10657	0.100176	0.0170954	0.019487	0.0310589	0.0957473	0.0213176	0.0243276	0.0416677	0.0327701	0.0715508	0.100738	0.0243878	0.0484557	0.170066	0.0095741	0.00967343	0.00588241	0.0447579	0.109381	3.47961e-05	0.0105976	0.00912272	0.0664864	0.0766852	0.0123787	0.141975	0.0732268	0.0358891	0.0342613	0.0564185	0.0987062	0.231228	0.209555	0.0212164	0.00376444	0.0712096	0.0495422	0.00111721	0.074948	0.0102936	0.0304625	0.162421	0.0784873	0.0599011	0.519516	0.0377709	0.00380967	0.128826	0.0267111	0.0779742	0.0675199	0.0449863	0.0746976	0.061826	0.0667507	0.0122666	0.0113115	0.0195902	0.0847007	0.0514686	0.00515522	0.0100285	0.00958414	0.21097	0.157742	0.0667073	0.0176757	0.125228	0.5425	0.065853	0.0836107	0.0680644	0.0029632	0.175987	0.0451464	0.0335362	0.0650806	0.0768698	0.113555	0.250578	0.106997	0.044687	0.065236	0.0428904	0.0168706	0.0886102	0.238077	0.602034	1.05502	2.10487	4	8.088741
1040000	-2767.049	-2759.087	-7.961435	2	2.221844	0.0223672	0.024616	0.0537066	0.0719447	0.0377553	0.226581	0.0454687	0.032622	0.0443364	0.00106447	0.23383	0.0857183	0.0383417	0.0490321	0.116908	0.267911	0.0455774	0.00390545	0.0486964	0.072891	0.0755704	0.0238494	0.00817239	0.0459924	0.0979841	0.0570838	0.00223255	0.0176002	0.0273602	0.056207	0.00949863	0.0367178	0.000618521	0.101487	0.0539701	0.0374742	0.0139548	0.00516477	0.0341942	0.158474	0.0275319	0.0435757	0.025767	0.0598868	0.0183551	0.00103809	0.119606	0.0491818	0.0738382	0.0445911	0.0956315	0.332123	0.140328	0.17846	0.00900997	0.0972675	0.106998	0.0158075	0.0564421	0.219384	0.00404188	0.0348827	0.0223627	0.0493499	0.0220157	0.0579795	0.126669	0.0100731	0.00180799	0.0475421	0.139818	0.0295278	0.0277551	0.0344563	7.05331e-06	0.10234	0.0240035	0.00322494	0.0728879	0.0366491	0.0663667	0.087399	0.0182691	0.0193893	0.09011	0.157523	0.10339	0.0183075	0.0401642	0.257127	0.12002	0.116566	0.0415074	0.0226027	0.0746289	0.0588289	0.0395464	0.0442289	0.0268766	0.011369	0.118269	0.368908	0.0130278	0.00226133	0.110104	0.0166646	0.0758902	0.318392	0.676705	1.07466	1.93024	4	7.068445
1041000	-2788.15	-2767.119	-21.03106	1	1.828991	0.0604032	0.00509832	0.0711885	0.225589	0.229619	0.174228	0.0135267	0.0437673	0.176064	0.00462696	0.215184	0.166373	0.0263014	0.0512922	0.179885	0.226113	0.0892715	0.1218	0.0177249	0.0664291	0.108256	0.0403174	0.0155009	0.0318727	0.0300134	0.0376081	0.0614934	0.0185769	0.00642899	0.0576383	0.0873924	0.0778355	0.0847514	0.0708781	0.0335963	0.0278537	0.0175005	0.0232469	0.00918401	0.0345645	0.0101598	0.0365592	0.00193483	0.125761	0.0450905	0.0072286	0.123812	0.0366811	0.0753645	0.0463956	0.0352967	0.10584	0.490779	0.298903	0.0448218	0.00711161	0.0359708	0.0140517	0.00325495	0.136966	0.00761438	0.00412683	0.000689806	0.0279296	0.0411015	0.143753	0.0815519	0.0195497	0.00520018	0.00229201	0.188773	0.0199932	0.0366046	0.00939645	0.120151	0.0662246	0.107597	0.0069331	0.00541303	0.0623409	0.0540475	0.047278	0.0597321	0.0797641	0.0922425	0.101885	0.0672683	0.0971838	0.156969	0.363967	0.0724268	0.00584225	0.27759	0.073016	0.00287521	0.0391031	0.197411	0.0622537	0.0255839	0.0089584	0.0523124	0.339273	0.026639	0.00744609	0.17572	0.106879	0.103584	0.27197	0.635503	1.06506	2.02747	3	8.375466
1042000	-2809.135	-2777.023	-32.11282	1	1.390621	0.0785053	0.00292729	0.0551243	0.220448	0.119015	0.204911	0.0168675	0.11216	0.0324326	0.0113168	0.177217	0.00712774	0.0471877	0.00184827	0.163123	0.287629	0.119603	0.247349	0.0259826	0.255146	0.0745351	0.103523	0.0652877	0.0332264	0.0485872	0.0297668	0.0185986	0.040006	0.01693	0.0326865	0.199697	0.0271921	0.0244309	0.047222	0.0297125	0.0312936	0.0241733	0.0012357	0.0227462	0.174099	0.0214472	0.0130216	0.0636813	0.0939113	8.39644e-05	0.00652323	0.117474	0.112683	0.0525404	0.061069	0.186077	0.220084	0.274466	0.0650037	0.0940922	0.282674	0.0785092	0.035529	0.0567703	0.112835	0.00590909	0.0433793	0.0693146	0.136133	0.0659351	0.00333746	0.0773065	0.0350163	0.144902	0.0718484	0.164591	0.0386482	0.132609	0.0108689	0.430444	0.139754	0.00457163	0.0099727	0.0136125	0.0185058	0.00177005	0.00441593	0.150137	0.0253256	0.00703498	0.150871	0.0462542	0.218195	0.0005667	0.58383	0.152457	0.040634	0.385095	0.0929685	0.0466701	0.00998978	0.0971157	0.0541829	0.0196928	0.00202313	0.101117	0.0232855	0.139135	0.113719	0.0713076	0.0876588	0.106021	0.20792	0.569276	1.0433	2.17951	3	9.527479
1043000	-2779.491	-2755.016	-24.47443	1	1.734008	0.0439019	0.00611802	0.0846519	0.13834	0.269273	0.0231882	0.00965782	0.273511	0.0917726	0.0426935	0.311138	0.0551805	0.0484019	0.0700586	0.221688	0.235623	0.076929	0.162857	0.0263739	0.0895912	0.0563612	0.0465261	0.0159871	0.00843035	0.207524	0.0972172	0.0204345	0.0311728	0.0287108	0.0348759	0.0061015	0.0282728	0.0282724	0.0503215	0.0745585	0.0359541	0.00329538	0.00312623	0.0294642	0.056162	0.042252	0.0151678	0.0306218	0.0552233	0.01388	0.000304919	0.0639066	0.0789053	0.0291991	0.127595	0.0768028	0.0882945	0.202173	0.203734	0.0259573	0.050238	0.0525536	0.0424341	0.0304264	0.149091	0.0815998	0.0351141	0.0365706	0.0680097	0.0382264	0.00469195	0.119403	0.0224745	0.00156922	0.117641	0.00721257	0.0891518	0.0582037	0.10987	0.571722	0.105527	0.0112225	0.0332812	0.0225678	0.00662829	0.0185359	0.197911	0.15251	0.0211726	0.0319653	0.136349	0.0578739	0.10532	0.00641326	0.35182	0.0219831	0.055841	0.0360956	0.663054	0.00940358	0.168595	0.0160737	0.0992359	0.0168063	0.0258064	0.0420637	0.0918517	0.0893705	0.0513568	0.0603591	0.0389522	0.0994153	0.259315	0.623378	1.06165	2.05566	3	8.729301
1044000	-2794.716	-2774.576	-20.13984	2	1.329138	0.0691072	0.00556413	0.0742913	0.142783	0.262709	0.000524255	0.0555853	0.11145	0.00683378	0.00050976	0.513727	0.0188215	0.00978649	0.0297801	0.181438	0.271038	0.131749	0.177139	0.000446238	0.034838	0.147495	0.000123722	0.0138184	0.0627285	0.105889	0.0155139	0.0104176	0.0120367	0.0620468	0.159408	0.151065	0.0247533	0.0981229	0.0832929	0.0101948	0.00402816	0.0111073	0.00447375	0.0413497	0.0590685	0.0362908	0.0242249	0.0133123	0.0793092	0.00238312	0.00298462	0.152359	0.0105666	0.0817276	0.0154327	0.00551937	0.0834051	0.252947	0.400659	0.0277424	0.0765537	0.0131289	0.115758	0.0145346	0.0182921	0.0303485	0.0558275	0.0406251	0.00595119	0.00841618	0.0285323	0.0480962	0.00208296	0.102528	0.03619	0.0150975	0.100766	0.0835448	0.103144	0.0290993	0.0243942	0.0288511	0.021377	0.000868196	0.0549726	0.129043	0.0545856	0.00487791	0.100576	0.00798072	0.0479928	0.0566591	0.0572853	0.081609	0.365026	0.0066727	0.0793849	0.100779	0.294266	0.0227079	0.0565487	0.0714122	0.065534	0.0872605	0.0301535	0.754146	0.0693437	0.00892606	0.106541	0.0274193	0.140669	0.0780708	0.197681	0.557404	1.03859	2.20633	4	8.32837
1045000	-2771.076	-2760.175	-10.90142	2	1.554982	0.00377388	0.00234718	0.0378434	0.156021	0.239764	0.00491182	0.1202	0.0163734	0.0265227	0.0227678	0.243315	0.0232177	0.0193281	0.0831729	0.104403	0.241648	0.153525	0.0808867	0.000224203	0.0671033	0.00367889	0.00208696	0.0586523	0.0242506	0.0913272	0.043666	0.0223109	0.0063023	0.0435942	0.0657521	0.018326	0.0530064	0.0210274	0.047136	0.0804284	0.0169584	0.030536	0.0159125	0.000864806	0.182449	0.0157384	0.0183159	0.0425541	0.0269321	0.00173366	0.00298257	0.146413	0.0879387	0.0122239	0.0226408	0.0426902	0.206256	0.320992	0.219889	0.0740385	0.0373596	0.0311241	0.00934019	0.00704273	0.0281631	0.0162738	0.0128731	0.06178	0.00365879	0.0632713	0.116831	0.0351381	0.0289893	0.00880915	0.115909	0.139821	0.115058	0.0526682	0.238434	0.0364703	0.0482289	0.00449393	0.00490803	0.00226229	0.0640954	0.0406061	0.0274209	0.0115234	0.0480017	0.0150833	0.17184	0.0590928	0.0192871	0.0947028	0.204531	0.0313712	0.108243	0.11593	0.299378	0.0524506	0.167263	0.0732092	0.0787746	0.0542566	0.254342	0.0357355	0.0452107	0.095985	0.235964	0.034913	0.151859	0.0105354	0.233692	0.597459	1.05349	2.11535	4	7.537465
1046000	-2792.492	-2772.558	-19.93457	2	1.672341	0.068126	0.00106864	0.0246646	0.0860316	0.126406	0.305147	0.0318033	0.0978137	0.0283665	0.0205858	0.331253	0.0700217	0.0110003	0.0655881	0.10009	0.0790546	0.152413	0.306893	0.0253605	0.166134	0.0308939	0.107476	0.0373835	0.0616209	0.114089	0.0155142	0.0450003	0.040466	0.00254377	0.0434685	0.0179085	0.020546	0.00236934	0.01588	0.0462845	0.0563381	0.0128987	0.011644	0.0123347	0.295799	0.0185916	0.0132735	0.00736886	0.151467	0.0144741	0.00235045	0.139683	0.0206486	0.0776961	0.0262189	0.0022126	0.0723561	0.159412	0.164331	0.0254036	0.0273798	0.0348608	0.00495616	0.0465973	0.0297221	0.0822158	0.00424942	0.0494407	0.0729142	0.352794	0.252792	0.0611454	0.0547734	0.020853	0.0392035	0.0457377	0.0373323	0.0830742	0.234719	0.155121	0.0738075	0.0259431	0.0301481	0.0495255	0.113727	0.0392537	0.0542893	0.161705	0.0312382	0.00469787	0.0650339	0.141147	0.0646945	0.204979	0.610993	0.023158	0.100339	0.0255738	0.0400694	0.0263256	0.00803717	0.00595953	0.0737655	0.0151624	0.0484959	0.000391839	0.043717	0.080903	0.374834	0.000781024	0.0475152	0.0692756	0.25076	0.614937	1.05912	2.07518	4	8.329135
1047000	-2790.277	-2768.277	-22.00004	2	1.193991	0.0689684	0.0196546	0.052115	0.0991224	0.215187	0.410648	0.0107784	0.0866366	0.0439554	0.103816	0.297582	0.099766	0.0203211	0.0525495	0.105126	0.221035	0.00706287	0.161016	0.0393228	0.0213031	0.0758923	0.111849	0.0284956	0.000330612	0.0423179	0.0527393	0.0140452	0.0486285	0.0177857	0.0674882	0.0154886	0.0151109	0.120448	0.217373	0.0509379	0.0975277	0.0155012	0.00712261	0.075836	0.175155	0.00964225	0.0151272	0.0195626	0.106336	0.0175251	0.00514316	0.142646	0.0708087	0.0132142	0.0181263	0.0307911	0.123806	0.177276	0.167637	0.0230663	0.0116833	0.0629132	0.028142	0.154394	0.0812067	0.0050021	0.0758393	0.0431429	0.0331726	0.258126	0.126807	0.269912	0.0500237	0.0826966	0.0827318	0.0175081	0.258548	0.039258	0.00452064	0.0606702	0.0933735	0.0859222	0.0214355	0.031152	0.0116481	0.00355875	0.0866544	0.15563	0.00777715	0.147574	0.164477	0.00639835	0.165524	0.0155502	0.304195	0.0765626	0.161133	0.0833957	0.0818097	0.0190485	0.016755	0.0801098	0.0477285	0.00886026	0.101338	0.0924144	0.0863594	0.0254167	0.356464	0.0543588	0.0272882	0.00473284	0.173962	0.528192	1.02595	2.2719	4	8.69769
1048000	-2797.416	-2775.701	-21.71492	2	1.260612	0.136538	0.00740634	0.0872125	0.019683	0.0964398	0.161385	0.0514696	0.00784115	0.0789487	0.0672814	0.214631	0.00377138	0.00899169	0.0213205	0.121323	0.4031	0.0130226	0.167423	0.0316352	0.0718572	0.0453761	0.0587951	0.056898	0.0284976	0.119742	0.072704	0.0360356	0.0207153	0.0305898	0.0612154	0.0730135	0.114984	0.00188289	0.0444383	0.039237	0.0590563	0.0188659	0.00277976	0.0472454	0.00207484	0.0105248	0.0305054	0.0137836	0.0247939	0.0196459	0.0123654	0.0836725	0.0850012	0.00898661	0.0378671	0.0746308	0.117412	0.23234	0.323371	0.0972932	0.133977	0.00110953	0.18299	0.219304	0.387823	0.0319491	0.0193294	0.00177369	0.162747	0.0452469	0.0180715	0.142311	0.0303847	0.0324854	0.0109198	0.035716	0.00574951	0.0497108	0.00756931	0.0264459	0.00986178	0.0736907	0.00330108	0.0863441	0.0948229	0.136042	0.130284	0.0583012	0.0201377	0.00356147	0.0840554	0.144367	0.101783	0.373416	0.104865	0.00643579	0.063004	0.162744	0.177423	0.0162558	0.112478	0.436781	0.0608848	0.0201664	0.106046	0.0729831	0.249062	0.151535	0.0361388	0.00940621	0.0885124	0.0321249	0.185866	0.543168	1.03261	2.23835	4	8.650049
1049000	-2787.319	-2766.581	-20.73738	1	1.408541	0.00108082	0.0104445	0.0834396	0.162435	0.080831	0.291846	0.0857987	0.0618052	0.0819053	0.0313563	0.38186	0.0278107	0.0704219	0.0316505	0.141541	0.271183	0.120174	0.272879	0.0219529	0.0271897	0.0192393	0.0371081	0.00642118	0.0245149	0.0585267	0.0306439	0.0230574	0.0405524	0.0319917	0.0523444	0.00361728	0.0755945	0.00193215	0.00702269	0.0839024	0.100846	0.0212404	0.00588775	0.0646457	0.0598341	0.00140941	0.0428233	0.0143669	0.0102744	0.0267494	0.00479718	0.17296	0.165384	0.0239017	0.0102335	0.0559295	0.10631	0.0786315	0.0643979	0.0211749	0.028192	0.000303874	0.00184857	0.0948764	0.0609238	0.146326	0.0371136	0.0232777	0.0624415	0.107816	0.11889	0.151403	0.0405184	0.0802007	0.0213586	0.0414657	0.0399361	0.0648008	0.116944	0.00157972	0.010295	0.0142273	0.000529969	0.0257169	0.00600393	0.11857	0.0906696	0.0719689	0.0266557	0.230337	0.294902	0.201346	0.0384563	0.259264	0.0370646	0.000682496	0.00936313	0.467821	0.229944	0.0653323	0.0616995	0.00528002	0.136134	0.0059631	0.0900618	0.0817515	0.381472	0.0211114	0.0445518	0.0262653	0.142627	0.145983	0.210842	0.57259	1.04457	2.172	3	8.388143
1050000	-2805.037	-2774.287	-30.75036	1	1.825345	0.00775844	0.00420179	0.0335687	0.112386	0.10253	0.276137	0.0485598	0.0848414	0.140442	0.137943	0.218992	0.0557196	0.0520937	0.0445693	0.140733	0.106815	0.114801	0.155256	0.030693	0.0685457	0.130515	0.0567581	0.0338205	0.00883862	0.306567	0.0170044	0.0353061	0.0163651	0.0235799	0.0385829	0.0544074	0.0888979	0.0231212	0.126588	0.0926837	0.0187476	0.0113612	0.00484385	0.0806697	0.203296	0.0239392	0.0119436	0.0790533	0.0607166	0.00946417	0.00638162	0.140547	0.0434673	0.0576053	0.033984	0.0486474	0.245567	0.398686	0.0332855	0.0528885	0.084936	0.00181263	0.01171	0.0449956	0.26881	0.102272	0.103304	0.0103208	0.0358863	0.0815568	0.0624365	0.0747612	0.019883	0.00884659	0.353142	0.0357146	0.0712741	0.0232141	0.0891413	0.00133843	0.0459125	0.0144921	0.0308034	0.0191926	0.000744664	0.0276229	0.0532328	0.0541594	0.03699	0.0198015	0.31233	0.141334	0.0993609	0.848937	0.0814478	0.000108334	0.189969	0.306216	0.0185334	0.13185	0.0644839	0.0421563	0.00944755	0.0293861	0.034295	0.134734	0.11417	0.0542774	0.0186859	0.00808015	0.105941	0.25899	0.271495	0.635056	1.06493	2.02851	3	9.34776
1051000	-2776.274	-2761.104	-15.16922	2	1.213146	0.0324543	0.00196785	0.0582192	0.0752763	0.23485	0.18268	0.0402374	0.148612	0.100813	0.037614	0.34241	0.00551015	0.00904464	0.0518357	0.14469	0.235188	0.106363	0.0409796	0.0615009	0.0971596	0.032207	0.256421	0.0249143	0.0225394	0.173984	0.0565828	0.0292164	0.0119799	0.0547636	0.0568045	0.0507314	0.0678376	0.0316566	0.0013968	0.0613823	0.0607606	0.0414524	0.00886355	0.0771688	0.0720757	0.0144588	0.0192819	0.0224401	0.094074	0.0110104	0.0220797	0.158717	0.0440212	0.0241307	0.153211	0.0212794	0.190656	0.191658	0.170395	0.0142053	0.0643562	0.000815818	0.0479844	0.0663234	0.0375438	0.0520512	0.0339108	0.0731759	0.00891172	0.0485102	0.03643	0.0683191	0.0512698	0.0375361	0.0296789	0.0650606	0.183116	0.072936	0.0772706	0.0110826	0.125871	0.0181133	0.0155592	0.0194485	0.00760834	0.00885135	0.0873051	0.0685385	0.0168953	0.0253755	0.141012	0.0286487	0.0466714	0.401937	0.0148747	0.000180657	0.0662926	0.429828	0.0915456	0.0295904	0.0391797	0.157257	0.044497	0.014689	0.0329795	0.0424477	0.123174	0.200726	0.0970398	0.0198571	0.141411	0.184716	0.177427	0.532621	1.02796	2.26199	4	8.16017
1052000	-2787.59	-2777.318	-10.27232	2	1.678137	0.0576197	0.000457193	0.0180848	0.0422061	0.0904448	0.225185	0.00255451	0.0927919	0.0282995	0.047325	0.350477	0.0214665	0.00746303	0.0469832	0.109134	0.157893	0.140294	0.146583	0.105218	0.00615234	0.00651302	0.0892986	0.0240706	0.0272167	0.118392	0.0567495	0.0290222	0.0183775	0.0553256	0.0631633	0.0545835	0.0129896	0.0376819	0.062248	0.0508488	0.0463749	0.0467328	0.00334597	0.0405357	0.0938079	0.0246181	0.085957	0.00762841	0.11651	0.00936063	0.00110361	0.109774	0.0664918	0.0325431	0.0191307	0.0378931	0.0450344	0.166451	0.083607	0.0670225	0.0263489	0.216331	0.0476665	0.161618	0.0694056	0.00565472	0.0527427	0.0269066	0.0324357	0.0317457	0.0019707	0.0672468	0.0357997	0.055488	0.0740315	0.0476562	0.0252174	0.038614	0.0250236	0.153611	0.175168	0.112442	0.0341742	0.0066829	0.000293257	0.119266	0.0131955	0.0670721	0.0477658	0.044966	0.216633	0.132014	0.314604	0.137302	0.0042821	0.0523372	0.0801667	0.128799	0.101165	0.010322	0.0413684	0.0836217	0.149329	0.0169406	0.033676	0.00241435	0.264687	0.0129492	0.0826523	0.0761888	0.00776806	0.0438546	0.251576	0.615751	1.05937	2.0733	4	7.316653
1053000	-2793.767	-2769.509	-24.25738	2	1.288959	0.127565	0.0115509	0.0379057	0.10574	0.0933864	0.225309	0.0569373	0.188259	0.0393417	0.103267	0.324508	0.104688	0.0131014	0.02602	0.154033	0.261562	0.179443	0.23228	0.0342153	0.159501	0.152015	0.0471149	0.034856	0.0282406	0.0959163	0.065228	0.0107435	0.0111331	0.0445633	0.0240194	0.160672	0.00612023	0.0211572	0.0353802	0.0387455	0.0126912	0.000589729	0.00162078	0.00522083	0.200346	0.00514652	0.008901	0.0237643	0.0991912	0.00396434	0.0217727	0.116175	0.0481205	0.0286975	0.41035	0.298891	0.0755986	0.550485	0.00452341	0.0133248	0.131522	0.0361922	0.07946	0.0561178	0.0805607	0.119437	0.0878338	0.0719973	0.345911	0.0505367	0.0539321	0.0117197	0.0225271	0.391303	0.0794651	0.0157304	0.0417922	0.038864	0.0135039	0.305812	0.0722316	0.0951859	0.0200128	0.00653497	0.0477088	0.0178912	0.0837823	0.032385	0.0412379	0.0342337	0.046749	0.0605501	0.00717446	0.036701	0.163971	0.0289232	0.0158238	0.127537	0.100172	0.0236842	0.0399714	0.086417	0.0107848	0.00309743	0.0425319	0.015034	0.343125	0.0125115	0.0149593	0.0748351	0.0671724	0.0296168	0.190805	0.549193	1.03518	2.22482	4	9.020661
