Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
166000	-2801.54	-2774.965	-26.57443	2	2.266875	0.0477344	0.00658094	0.0586933	0.178164	0.0902686	0.174983	0.00339221	0.143192	0.107643	0.0280662	0.29201	0.0364584	0.0175749	0.0308255	0.0965291	0.213748	0.110909	0.0463288	0.0712481	0.124954	0.00721449	0.0292569	0.0504064	0.0365298	0.2419	0.100172	0.0436316	0.0396391	0.0283033	0.0327365	0.0850822	0.0613597	0.0340164	0.105769	0.0893118	0.0937963	0.0364871	0.0019311	0.0148855	0.0734279	0.0190561	0.0198672	0.030877	0.0658206	0.010173	0.0145103	0.161941	0.0656999	0.00902745	0.112172	0.148581	0.279417	0.142032	0.105079	0.0424097	0.0281254	0.0264197	0.213879	0.0307393	0.230732	0.0414107	0.149617	0.144852	0.0365666	0.0703942	0.0832407	0.00909491	0.0294297	0.167399	0.0158158	0.0327133	0.0357123	0.00764024	0.0672665	0.0334419	0.0567936	0.0397769	0.00623377	0.133279	0.0874506	0.592762	0.0199558	0.00327844	0.747033	0.029978	0.152816	0.0717774	0.0609928	0.0160634	0.00760874	0.0242722	0.16639	0.125282	0.0753429	0.107014	0.0490084	0.0060619	0.010096	0.194357	0.0551932	0.113745	0.0011835	0.0768686	0.11049	0.0694468	0.0201666	0.0817913	0.323178	0.680691	1.07543	1.9207	4	9.078826
167000	-2767.599	-2754.708	-12.89135	2	1.996071	0.00188657	0.00158603	0.0522115	0.127133	0.0975264	0.246271	0.0759058	0.027483	0.0424403	0.00757312	0.520912	0.0282245	0.0485808	0.0579793	0.139288	0.134702	0.10554	0.200976	0.0117495	0.107604	0.0212294	0.00971618	0.0263242	0.0212046	0.0697455	0.0921411	0.0180941	0.0157429	0.0497631	0.137318	0.0679073	0.106329	0.0516894	0.0745996	0.093146	0.0234392	0.0341015	0.0098618	0.0532048	0.0951753	0.00429525	0.0173299	0.0133867	0.0253421	0.0143186	0.000199651	0.0887597	0.120421	0.0372361	0.0207765	0.071006	0.133999	0.407675	0.213326	0.0667071	0.0193627	0.179022	0.111878	0.0435388	0.0526303	0.0422317	0.153605	0.0646	0.00712334	0.0189646	0.100409	0.00493109	0.0382448	0.00793531	0.0161239	0.0287991	0.0064488	0.0379008	0.173024	0.0909754	0.0993784	0.0212337	0.0437066	0.118873	0.000339484	0.00192935	0.0892551	0.0233721	0.262954	0.0227702	0.11196	0.0949149	0.115947	0.0620801	0.0599902	0.0172684	0.0293856	0.02337	0.0459914	0.108095	0.0345598	0.061083	0.0377337	0.385176	0.0286902	0.0105161	0.00791482	0.0601468	0.00541005	0.0548706	0.0242087	0.201674	0.292805	0.654595	1.06989	1.98271	4	7.803633
168000	-2778.094	-2758.796	-19.29802	1	1.224506	0.0312518	0.00895024	0.0547262	0.150445	0.219632	0.185397	0.0558321	0.126023	0.0255567	0.0508155	0.201405	0.00743984	0.0574983	0.0170017	0.0766333	0.134717	0.0684644	0.0550627	0.00363004	0.122309	0.0824179	0.128262	0.0664373	0.0105052	0.192392	0.00410098	0.0122061	0.00284549	0.039538	0.0595538	0.0345271	0.0691899	0.0271354	0.0158001	0.0792241	0.0292079	0.0155554	0.0140453	0.00735994	0.356345	0.0248752	0.0229728	0.00286115	0.0623342	0.0643301	0.00876956	0.150261	0.0808427	0.0030033	0.0122706	0.0889175	0.174433	0.320965	0.0985779	0.0101009	0.190631	0.138204	0.527052	0.15688	0.113012	0.0939853	0.0163575	0.0416245	0.0701913	0.0364862	0.0368734	0.0264717	0.0196823	0.0377364	0.0182916	0.0140915	0.146169	0.0373316	0.0643378	0.0920284	0.120264	0.0150883	0.0289844	0.035095	0.0182922	0.0552799	0.0516312	0.0683728	0.607403	0.00370822	0.247323	0.0354321	0.0232965	0.0212163	0.00608134	0.212974	0.0507337	0.0833606	0.0245715	0.144706	0.00439367	0.0468138	0.0124556	0.0118083	0.0176407	0.0073422	0.0162392	0.038218	0.0782488	0.000933369	0.181161	0.0911495	0.179466	0.5352	1.02912	2.25622	3	8.26261
169000	-2772.5	-2757.464	-15.036	2	1.546907	0.0799035	0.0163733	0.0399205	0.106795	0.209404	0.182499	0.0703236	0.0105052	0.0983198	0.08893	0.330579	0.13067	0.0417662	0.00711306	0.0824204	0.236898	0.134743	0.0960674	0.0119985	0.020868	0.033504	0.0541407	0.00876501	0.00637006	0.0932127	0.0637166	0.0339547	0.0334006	0.0049999	0.0552092	0.00706765	0.0295751	0.0275112	0.00866616	0.157852	0.0246688	0.00636649	0.00055981	0.0621344	0.0339697	0.00260056	0.00883589	0.0114798	0.0544279	0.023594	0.00247506	0.0991414	0.112989	0.0718983	0.140538	0.218264	0.170187	0.158598	0.225595	0.0807891	0.0725025	0.0384326	0.605589	0.0435029	0.116703	0.0322298	0.0894106	0.0636113	0.00728554	0.078424	0.00843189	0.0165786	0.0655205	0.0575418	0.00448757	0.0390142	0.112334	0.114916	0.0402683	0.0599391	0.0162144	0.0399345	0.0468933	0.0215904	0.0381317	0.00603625	0.136181	0.0578539	0.283111	0.0593376	0.231142	0.0705663	0.0651794	0.0102121	0.157804	0.0581275	0.152422	0.0393863	0.0760383	0.0121611	0.0140859	0.109998	0.0442023	0.00301279	0.0665805	0.0667549	0.00582972	0.0567686	0.0567346	0.0470974	0.0485959	0.00589461	0.232478	0.596182	1.05306	2.11828	4	7.893757
170000	-2777.171	-2765.194	-11.97744	2	1.610073	0.035929	0.00594797	0.11914	0.0801851	0.0910211	0.396854	0.0166152	0.0460779	0.119999	0.0143023	0.463681	0.185695	0.00700947	0.0345599	0.168558	0.326585	0.0917904	0.0541587	0.0297837	0.226987	0.124631	0.0224854	0.0158611	0.0171379	0.0233702	0.0540224	0.0144165	0.0292967	0.00439495	0.0268651	0.0169778	0.105956	0.0423987	0.138398	0.0605431	0.0155766	0.00198033	0.011581	0.00229872	0.24251	0.00443913	0.0180707	0.00713289	0.0679908	0.0209845	0.000368181	0.14818	0.0966413	0.0208058	0.0594257	0.000144211	0.0659273	0.276123	0.152561	0.0213643	0.0623739	0.154157	0.0297447	0.097337	0.227688	0.0313557	0.00910424	0.193989	0.0522985	0.0445883	0.0258512	0.0078973	0.0797714	0.0165473	0.162648	0.10184	0.00694631	0.0337678	0.0764411	0.0334368	0.00521422	0.0951871	0.0363984	0.0608635	0.106875	0.103632	0.00199658	0.0532326	0.333722	0.146978	0.0315541	0.0166427	0.0462873	0.0745724	0.00302242	0.0280063	0.0063531	0.046868	0.0553098	0.0524014	0.00482531	0.0626677	0.00696091	0.0353048	0.0519434	0.0502841	0.057485	0.119672	0.0562049	0.0677852	0.0674724	0.00013578	0.241837	0.605909	1.05628	2.09597	4	7.779382
171000	-2773.719	-2754.676	-19.0432	1	1.792437	0.00672865	0.00290198	0.0644343	0.112726	0.205382	0.282163	0.0301641	0.138088	0.0252639	0.104205	0.327195	0.192103	0.0158303	0.0474658	0.0747103	0.323379	0.0826958	0.0930016	0.0149334	0.0311491	0.0816018	0.021611	0.00535702	0.0229914	0.0731373	0.0554139	0.0326443	0.0322141	0.0280276	0.0457722	0.0914786	0.0779129	0.0509613	0.0759824	0.0916636	0.0163566	0.0306721	0.013756	0.060956	0.176423	0.00762247	0.0172871	0.0166608	0.085912	0.0355777	0.00381919	0.121486	0.0344991	0.0886118	0.0351345	0.00224436	0.141721	0.0767795	0.0605276	0.047603	0.136384	0.023466	0.109811	0.0162922	0.0319663	0.0533199	0.0382915	0.216001	0.0569306	0.108675	0.0301208	0.0649153	0.0809209	0.0156482	0.0114753	0.0568126	0.0829546	0.0341079	0.0935519	0.0486762	0.0670056	0.00815044	0.0204938	0.0434072	0.10666	0.0227406	0.0361361	0.0680115	0.251159	0.0416153	0.00680027	0.0318488	0.0186672	0.184836	0.0362679	0.0834668	0.120383	0.0136677	0.136924	0.0465061	0.0277288	0.137276	0.043234	0.0250266	0.0727811	0.305774	0.130532	0.541301	0.0317177	0.0342596	0.0826806	0.0580162	0.267173	0.630956	1.06381	2.03806	3	8.180336
172000	-2786.657	-2762.55	-24.10612	2	1.52669	0.0235074	0.00538668	0.10239	0.0474999	0.184532	0.195545	0.0626696	0.0894764	0.215759	0.0873243	0.300591	0.00954226	0.0605146	0.0423285	0.118857	0.192628	0.114628	0.279554	0.0556936	0.00148697	0.0258868	0.00845394	0.061865	0.0397498	0.0763937	0.0703743	0.0322356	0.0260396	0.0364738	0.0469637	0.0300726	0.120593	0.0233429	0.0827615	0.10057	0.157711	0.00784179	0.00797991	0.0270262	0.0645865	0.00189574	0.0469578	0.019696	0.0892702	0.0267953	0.00649411	0.172271	0.0588396	0.0638991	0.0629383	0.0478728	0.238295	0.359748	0.300338	0.0313757	0.0625782	0.298205	0.165167	0.0355869	0.0874176	0.100937	0.0327243	0.0425456	0.00616998	0.0441883	0.156341	4.67922e-05	0.0422	0.0343976	0.00500552	0.0396109	0.0680183	0.177832	0.0214353	0.0053135	0.0484375	0.0359502	0.0285629	0.152842	0.170635	0.0860824	0.131729	0.0181635	0.321966	0.0230264	0.035301	0.0617086	0.0185593	0.00315596	0.0355303	0.00376726	0.0273259	0.128111	0.102161	0.175054	0.0122456	0.0561135	0.0840224	0.264875	0.0144152	0.00958958	0.111108	0.0936857	0.130477	0.00186406	0.0568725	0.0220628	0.229416	0.592939	1.05195	2.12569	4	8.654644
173000	-2784.682	-2767.115	-17.56669	1	1.432686	0.0598183	0.00115019	0.0533526	0.0578507	0.225222	0.027276	0.0390881	0.072622	0.0903789	0.101225	0.363053	0.0521998	0.00386975	0.033175	0.122472	0.145946	0.0664484	0.138467	0.0331725	0.0788337	0.0816103	0.0291917	0.0114244	0.0215117	0.125181	0.0820133	5.97414e-05	0.0230136	0.014219	0.0254985	0.0682464	0.079451	0.029513	0.11343	0.0481176	0.0433713	0.00363925	0.00681289	0.0200923	0.0153045	0.0113985	0.00527852	0.0131243	0.109141	0.00938399	0.00690208	0.0791231	0.0503039	0.0414747	0.00920406	0.0149751	0.461594	0.295408	0.15964	0.00283045	0.162116	0.0450936	0.0617989	0.0151865	0.169344	0.00253171	0.0067169	0.161349	0.0314318	0.0237608	0.0178617	0.0629314	0.00258827	0.0119251	0.0983151	0.0515421	0.0890305	0.379454	0.00125886	0.0216041	0.0297607	0.0690425	0.0122339	0.0132249	0.0113557	0.0395561	0.0352526	0.0200759	0.367297	0.0406401	0.0303566	0.0150118	0.0613636	0.0665346	0.0148226	0.116018	0.0227485	0.340563	0.0385564	0.316446	0.0214172	0.00136924	0.128994	0.445113	0.00167531	0.0253024	0.109759	0.136527	0.0506174	0.0190965	0.113313	0.0616694	0.214734	0.576955	1.04621	2.1621	3	8.068659
174000	-2787.561	-2772.895	-14.66598	1	2.584247	0.0645737	0.00114186	0.0420149	0.060303	0.241286	0.0332648	0.0436621	0.0441349	0.0599484	0.0519644	0.198904	0.101505	0.0054773	0.0490456	0.122472	0.159961	0.108425	0.116097	0.0197909	0.0574129	0.0614598	0.038516	0.0140904	0.0533369	0.132515	0.0818051	5.28197e-05	0.0249013	0.0148204	0.0415302	0.0609458	0.0700548	0.0160522	0.0754237	0.0315619	0.0707199	0.0132674	0.00697401	0.0216462	0.0223247	0.0161886	0.00951598	0.0155002	0.0538525	0.0135876	0.0118106	0.0864193	0.0766374	0.0512464	0.0080315	0.0321365	0.327069	0.173371	0.141651	0.0040849	0.127708	0.0178506	0.0683678	0.0202393	0.337394	0.00261017	0.0119974	0.177906	0.0266943	0.015928	0.0241954	0.0944961	0.0041152	0.0217706	0.0850714	0.0538223	0.0807103	0.341776	0.00497449	0.014059	0.0316181	0.147614	0.0118781	0.00941315	0.0086075	0.0596211	0.0469798	0.0258853	0.224825	0.0523278	0.0526388	0.0285331	0.113833	0.0618289	0.0267561	0.126236	0.0283925	0.33757	0.0171105	0.20293	0.024064	0.00157863	0.0776438	0.496444	0.000885408	0.0273304	0.126391	0.0909261	0.0419061	0.0108424	0.0949252	0.0697249	0.354301	0.705558	1.07952	1.86062	3	7.663432
175000	-2773.426	-2759.845	-13.58191	2	2.373788	0.0683985	0.00044752	0.0753915	0.143312	0.163	0.134704	0.0778136	0.0722769	0.0831686	0.0475889	0.374423	0.129432	0.0066171	0.0335483	0.143101	0.337151	0.0632693	0.151517	0.0420042	0.0970362	0.198932	0.0289157	0.0533014	0.0553895	0.113101	0.0746238	7.46899e-05	0.00874213	0.0206004	0.00992138	0.0561782	0.0651091	0.0498539	0.0855944	0.0849722	0.0247171	0.0134729	0.00266755	0.059116	0.0511604	0.0139115	0.0154476	0.0108782	0.153044	0.0102438	0.00537842	0.1186	0.0629287	0.0497786	0.0039298	0.0344075	0.136514	0.259701	0.0722251	0.0103434	0.108497	0.0723524	0.0208933	0.00973814	0.121778	0.00224096	0.00828002	0.0492972	0.0590599	0.0106659	0.026787	0.119745	0.0159254	0.0153766	0.109909	0.0385725	0.182651	0.252468	0.0316603	0.0105772	0.0324786	0.0832867	0.035553	0.00445192	0.0111132	0.0139752	0.0250621	0.0731096	0.376842	0.106984	0.069159	0.0291978	0.00761778	0.0347918	0.0345587	0.156677	0.0415208	0.15046	0.00489835	0.065247	0.0617201	0.00699762	0.0848773	0.152101	0.00374779	0.0299834	0.0918241	0.0182016	0.077602	0.0636988	0.084609	0.189443	0.334154	0.689664	1.07704	1.89914	4	7.746238
176000	-2777.973	-2758.356	-19.61641	1	1.558379	0.0438875	0.011219	0.0416512	0.137692	0.404169	0.100242	0.0266235	0.038858	0.000837999	0.0602913	0.248192	0.0705177	0.0749381	0.0185121	0.0736098	0.140518	0.115009	0.168389	0.0107562	0.066365	0.023547	0.0333415	0.000908968	0.0272056	0.055241	0.0654137	0.0376868	0.00319477	0.0526322	0.0658565	0.122557	0.056887	0.0539653	0.0299927	0.0791385	0.0762362	0.0287479	0.00563105	0.0198865	0.0432554	0.020721	0.0556944	0.03161	0.0955326	0.0371433	0.00251157	0.157603	0.0482625	0.107099	0.00304659	0.0447907	0.1224	0.157021	0.112056	0.0402143	0.0761548	0.0559223	0.0381609	0.0590371	0.107302	0.0011564	0.0478739	0.0331383	0.00697625	0.151183	0.0137758	0.081699	0.00531457	0.0127435	0.140727	0.0228886	0.258213	0.099069	0.0401778	0.00510962	0.0262389	0.203054	0.0129276	0.0427225	0.005947	0.0956078	0.0821661	0.0473929	0.386334	0.0695088	0.00620958	0.0694482	0.0566098	0.186966	0.00906821	0.128909	0.0459191	0.0369979	0.546867	0.13124	0.0224507	0.144659	0.259721	0.107394	0.095541	0.0543742	0.0676137	0.0710498	0.015086	0.0588675	0.0370118	0.111228	0.234201	0.597994	1.05367	2.11413	3	8.261062
177000	-2804.813	-2788.633	-16.18	1	1.116692	0.0188916	0.00346452	0.0346015	0.184736	0.0261168	0.0215737	0.0080771	0.0369496	0.0117005	0.057878	0.245894	0.0885128	0.00323849	0.0283715	0.144596	0.180682	0.0935202	0.104762	0.00681537	0.038715	0.0705301	0.10892	0.0483364	0.0408042	0.0412635	0.0725023	0.0054093	0.0268896	0.0238077	0.0507144	0.0283295	0.140026	0.0303927	0.0315245	0.0241018	0.0295477	0.0175174	0.00490188	0.0627458	0.114399	0.00391586	0.0476322	0.00346403	0.0607542	0.0278052	0.00894755	0.106323	0.0749825	0.0236294	0.123446	0.127056	0.0758109	0.0713434	0.237314	0.0547695	0.0132278	0.211513	0.0590244	0.0804068	0.0567201	0.0426981	0.00330534	0.0591775	0.0332809	0.0439976	0.00948899	0.166099	0.190981	0.0176291	0.0581998	0.0979532	0.296096	0.0270391	0.0547529	0.0204536	0.140669	0.156763	0.0352879	0.0882326	0.0261904	0.241314	0.103907	0.0779555	0.390911	0.122612	0.183087	0.0365185	0.0852557	0.133139	0.0233443	0.0142758	0.103528	0.0055224	0.266572	0.0312816	0.0541702	0.0507786	0.0128314	0.0404882	0.298689	0.027687	0.0429021	0.0566437	0.0217937	0.0332244	0.033643	0.121373	0.159631	0.50922	1.01693	2.31422	3	7.96159
178000	-2781.609	-2764.549	-17.06028	2	1.49968	0.0329185	0.0326411	0.00534865	0.153686	0.383463	0.225398	0.0530176	0.0339157	0.0182994	0.0463414	0.425879	0.0203526	0.0272074	0.0537396	0.0375471	0.276675	0.18674	0.0385014	0.0148265	0.0598521	0.00661629	0.00102281	0.077791	0.0131641	0.154421	0.0819746	0.00789728	0.0184966	0.0310913	0.0247899	0.102441	0.0340983	0.140228	0.0441482	0.011581	0.0400478	0.00452076	0.00203567	0.00242403	0.066136	0.036319	0.0524182	0.0239596	0.1153	0.00244696	0.00861451	0.146504	0.0354251	0.11029	0.160554	0.0273388	0.1171	0.403082	0.0928225	0.106237	0.0364106	0.0166553	0.00725103	0.0510066	0.0239127	0.0159949	0.329223	0.0688445	0.0161408	0.0216699	0.00924999	0.083277	0.0922193	0.0254246	0.102646	0.0590138	0.0356674	0.0996333	0.0223933	0.0306776	0.00857536	0.151094	0.0316221	0.050909	0.208205	0.181398	0.0589477	0.0202482	0.553912	0.0170174	0.107595	0.0514405	0.0486598	0.0081218	0.0574123	0.0105896	0.0287322	0.128357	0.0223429	0.0477631	0.0218733	0.145761	0.0657843	0.0894658	0.0382082	0.115972	0.0340837	0.0249875	0.117876	0.022081	0.0431432	0.0546491	0.225273	0.588503	1.0504	2.13582	4	8.143827
179000	-2807.667	-2778.215	-29.45233	2	0.9693486	0.0251407	0.0124121	0.0456141	0.0218148	0.173748	0.0774344	0.00710328	0.0513318	0.0320561	0.062356	0.15838	0.0290746	0.0281666	0.0360427	0.0861073	0.313919	0.0903001	0.288498	0.009411	0.17919	0.0459459	0.0627736	0.0503107	0.0180198	0.0434766	0.0368384	0.0325961	0.0119479	0.0447254	0.0677502	0.0611513	0.0196891	0.010688	0.0431412	0.0157774	0.0582128	0.0214477	0.0133108	0.114006	0.175574	0.0087278	0.0208144	0.0198867	0.0236155	0.0390677	0.00952558	0.108426	0.0568891	0.00198105	0.0173056	0.0429756	0.325456	0.212314	0.29485	0.129477	0.0719824	0.0367097	0.0460061	0.180766	0.135994	0.006728	0.226775	0.107448	0.0693964	0.00405156	0.202679	0.00418653	0.0898479	0.00170337	0.201348	0.0341535	0.0304821	0.103355	0.360228	0.109727	0.0249104	0.077199	0.0203826	0.0337197	0.0312558	0.445341	0.0536685	0.0618873	0.100882	0.023715	0.193316	0.00342862	0.00226355	0.0838626	0.689059	0.0145847	0.0223364	0.0116399	0.108103	0.043961	0.0909922	0.196233	0.141742	0.0535623	0.098278	0.0406252	0.0121265	0.176121	0.0453616	0.150921	0.0226729	0.188918	0.130798	0.467341	0.99473	2.40713	4	9.273434
180000	-2770.575	-2755.962	-14.61249	1	1.963997	0.00762893	0.00185263	0.0432829	0.120657	0.11024	0.0683159	0.00573849	0.0344474	0.0741602	0.133875	0.244013	0.00905668	0.0106151	0.0454114	0.13318	0.321584	0.125407	0.14356	0.0441921	0.0949359	0.0747573	0.0231346	0.0182958	0.0142605	0.0474763	0.0533244	0.0364983	0.0193113	0.0423397	0.0760976	0.00900452	0.00548652	0.00829972	0.0714727	0.0756924	0.0211331	0.0248956	0.00331813	0.0588694	0.0660105	0.00431688	0.0515935	0.00547539	0.0657962	0.0276707	0.00341725	0.150897	0.0356933	0.0106149	0.0632792	0.0881954	0.162223	0.371902	0.161787	0.129079	0.0399351	0.00436738	0.454285	0.0698523	0.0128786	0.0314042	0.0720367	0.0816967	0.128211	0.0451315	0.0144896	0.0422686	0.0537031	0.0836591	0.0357129	0.0947448	0.0357038	0.145665	0.562064	0.0796012	0.254522	0.0073505	0.0268449	0.0188521	0.176763	0.191096	0.132292	0.00612516	0.0176235	0.0666944	0.0572689	0.0150615	0.0370457	0.0603994	0.0447862	0.0262852	0.030747	0.0479983	0.152251	0.0505465	0.0340198	0.0325728	0.0215546	0.0994187	0.0132627	0.0338844	0.0223125	0.0407453	0.00321012	0.00698191	0.0202936	0.0301128	0.288939	0.65113	1.06906	1.99087	3	7.720108
181000	-2787.478	-2776.663	-10.81562	2	1.882003	0.0632724	0.00391096	0.0577993	0.108901	0.123485	0.227941	0.0227627	0.0929877	0.00687624	0.0337108	0.238732	0.166435	0.00324189	0.0547799	0.0672253	0.0688419	0.172992	0.316424	0.0533329	0.0497118	0.0501331	0.0515657	0.0591557	0.028339	0.019474	0.0111522	0.00875878	0.01633	0.0226203	0.0577907	0.044544	0.0414809	0.0380813	0.106668	0.0399204	0.00131054	0.0315258	0.0158835	0.0205453	0.0775029	0.033584	0.0316959	0.00279837	0.151674	0.0131521	0.0114557	0.0856071	0.0477445	0.023063	0.148298	0.0483491	0.0576828	0.23775	0.352483	0.0530134	0.0055578	0.119226	0.0208248	0.0209927	0.0645523	0.0769209	0.0627609	0.143308	0.011893	0.0334819	0.165555	0.0428327	0.0396257	0.0739445	0.0202767	0.0322506	0.0237263	0.47989	0.547844	0.102201	0.0903224	0.0100332	0.0188979	0.00966215	0.0245513	0.121492	0.12195	0.00587113	0.0120138	0.0798123	0.0408787	0.0515345	0.0528973	0.0278965	0.060705	0.0132572	0.0386158	0.0270815	0.0225534	0.103352	0.0602904	0.0193749	0.10199	0.0477731	0.0238834	0.105092	0.0818567	0.100597	0.00598362	0.012586	0.00308482	0.026113	0.27877	0.641849	1.06674	2.01264	4	7.584163
182000	-2803.428	-2785.385	-18.04378	2	1.049373	0.0127543	0.00324393	0.110473	0.0654934	0.155514	0.324415	0.040586	0.0437217	0.0440446	0.00409406	0.315818	0.165375	0.0123927	0.0218198	0.13425	0.236025	0.0981753	0.118489	0.000764318	0.0782521	0.0688181	0.179048	0.0366319	0.0740004	0.060641	3.0638e-06	0.0147189	0.0215709	0.00642829	0.0710924	0.10414	0.0821016	0.0253398	0.0359453	0.0980475	0.0132048	0.0166392	0.0192619	0.00134904	0.0146335	0.00515644	0.0125275	0.00678052	0.100866	0.0174802	0.00773721	0.185617	0.103001	0.12907	0.0657057	0.025139	0.106879	0.186919	0.39908	0.0205353	0.042842	0.0302822	0.0625974	0.165186	0.0462578	0.0123934	0.00385441	0.133082	0.0046601	0.0164302	0.0192718	0.0249684	0.0581686	0.0570782	0.0670574	0.0641963	0.0486826	0.0381002	0.135686	0.0198505	0.0598546	0.0267496	0.000653556	0.104345	0.0858103	0.0225227	0.347224	0.290173	0.111185	0.00346603	0.0610279	0.109984	0.262962	0.0977086	0.0859506	0.0245413	0.582789	0.0546563	0.108103	0.0405799	0.0131504	0.0346544	0.148858	0.00896287	0.0937553	0.0827522	0.0376559	0.0547598	0.099694	0.0176355	0.0104011	0.00101739	0.146699	0.491105	1.00772	2.35447	4	8.436041
183000	-2781.175	-2769.615	-11.56003	2	1.326621	0.0422322	0.013489	0.0667313	0.0489823	0.0448083	0.298852	0.0300752	0.112415	0.0188912	0.0146114	0.321379	0.0434789	0.0277382	0.0298686	0.147733	0.242989	0.133908	0.121207	3.50483e-05	0.0140642	0.0606815	0.103662	0.0278352	0.00754746	0.0663513	0.000319418	0.0123703	0.0147831	0.0501858	0.0728225	0.0308995	0.0624068	0.000172819	0.135726	0.0346174	0.0196298	0.0462199	0.0288326	0.0366956	0.00951288	0.0128374	0.00771495	0.000318839	0.0687474	0.00667345	0.0224174	0.0961151	0.0335893	0.0343067	0.0507305	0.0517743	0.154093	0.367061	0.316109	0.0436626	0.0312333	0.0703162	0.0209804	0.159844	0.0908017	0.0206302	0.0584794	0.0928181	0.0535252	0.0363045	0.0811337	0.0419628	0.0127061	0.0114485	0.0599478	0.0971028	0.0186093	0.0394019	0.187042	0.212633	0.0304699	0.248293	0.00124289	0.0305771	0.024589	0.0328667	0.377614	0.0586991	0.0259932	0.0463109	0.0295943	0.0628698	0.093925	0.0513437	0.0815214	0.0194708	0.321904	0.0576168	0.10747	0.038449	0.0225478	0.113711	0.0343712	0.00963565	0.123392	0.227363	0.00227424	0.010635	0.0237916	0.0627261	0.174861	0.00572817	0.197254	0.5569	1.03838	2.20746	4	7.80969
184000	-2790.567	-2776.863	-13.70445	2	1.61773	0.0145833	0.00115513	0.0406142	0.048425	0.0263357	0.100786	0.0296354	0.0893421	0.0319241	0.0285029	0.365375	0.154943	0.00197538	0.0352434	0.154588	0.139813	0.00221395	0.217863	0.0211419	0.0507142	0.00862914	0.0303309	0.012025	0.0298054	0.0804619	0.0213428	0.0502215	0.0126583	0.012704	0.0613821	0.0899553	0.0477899	0.0235746	0.00725483	0.0123827	0.0617759	0.00225853	0.0281718	0.0527283	0.14306	0.00250292	0.0128855	0.0294399	0.117093	0.0231973	0.00356401	0.123198	0.0361934	0.0952024	0.116914	0.00258969	0.350599	0.144974	0.0661436	0.0664886	0.149374	0.0240979	0.00378485	0.0368802	0.0865636	0.0187615	0.000710513	0.0666423	0.0122426	0.0234709	0.166785	0.0217241	0.451929	0.135791	0.00495931	0.0394956	0.0146193	0.102134	0.0856946	0.261854	0.054762	0.156732	0.0148463	0.00502085	0.0252084	0.0896426	0.0716824	0.0930761	0.0780568	0.160122	0.0121854	0.0596651	0.0920139	0.088077	0.020332	0.0226209	0.470628	0.0204897	0.0363582	0.0127456	0.0351818	0.0310412	0.00228486	0.0536523	0.0636011	0.0299906	0.00959914	0.359661	0.0192687	0.0198998	0.070146	0.123535	0.24295	0.607048	1.05665	2.09336	4	7.644314
