Iteration	Posterior	Likelihood	Prior	alpha_dir	alpha_morpho	brlens[1]	brlens[2]	brlens[3]	brlens[4]	brlens[5]	brlens[6]	brlens[7]	brlens[8]	brlens[9]	brlens[10]	brlens[11]	brlens[12]	brlens[13]	brlens[14]	brlens[15]	brlens[16]	brlens[17]	brlens[18]	brlens[19]	brlens[20]	brlens[21]	brlens[22]	brlens[23]	brlens[24]	brlens[25]	brlens[26]	brlens[27]	brlens[28]	brlens[29]	brlens[30]	brlens[31]	brlens[32]	brlens[33]	brlens[34]	brlens[35]	brlens[36]	brlens[37]	brlens[38]	brlens[39]	brlens[40]	brlens[41]	brlens[42]	brlens[43]	brlens[44]	brlens[45]	brlens[46]	brlens[47]	brlens[48]	brlens[49]	brlens[50]	brlens[51]	brlens[52]	brlens[53]	brlens[54]	brlens[55]	brlens[56]	brlens[57]	brlens[58]	brlens[59]	brlens[60]	brlens[61]	brlens[62]	brlens[63]	brlens[64]	brlens[65]	brlens[66]	brlens[67]	brlens[68]	brlens[69]	brlens[70]	brlens[71]	brlens[72]	brlens[73]	brlens[74]	brlens[75]	brlens[76]	brlens[77]	brlens[78]	brlens[79]	brlens[80]	brlens[81]	brlens[82]	brlens[83]	brlens[84]	brlens[85]	brlens[86]	brlens[87]	brlens[88]	brlens[89]	brlens[90]	brlens[91]	brlens[92]	brlens[93]	brlens[94]	brlens[95]	brlens[96]	brlens[97]	brlens[98]	brlens[99]	brlens[100]	brlens[101]	brlens[102]	brlens[103]	brlens[104]	brlens[105]	brlens[106]	brlens[107]	char_rates[1]	char_rates[2]	char_rates[3]	char_rates[4]	model_indicator	tree_length
949000	-2802.01	-2774.235	-27.77584	1	2.523136	0.0218715	0.0120906	0.123695	0.0659235	0.0860999	0.29271	0.0457166	0.0554393	0.00567338	0.0779972	0.18885	0.0131392	0.0323833	0.11492	0.0873654	0.263416	0.0691001	0.160068	0.016916	0.0793775	0.0045976	0.00887945	0.0575303	0.0277607	0.068266	0.0593816	0.0147744	0.0238271	0.0387426	0.0431591	0.0559497	0.388621	0.104391	0.0389695	0.0659211	0.0454323	0.0321833	0.000586192	0.0565626	0.106825	0.0300084	0.0204895	0.00175215	0.0371516	0.0395348	0.00110294	0.193253	0.0928914	0.00845541	0.0596534	0.0259894	0.0991034	0.212323	0.105247	0.0360231	0.0425752	0.0505668	0.0282743	0.0746202	0.000571125	0.0587641	0.0316131	0.0175038	0.0563978	0.115393	0.137029	0.680818	0.149359	0.252711	0.0324397	0.016825	0.00110925	0.0607902	0.132477	0.0261783	0.0287395	0.0786887	0.0157088	0.148663	0.0730193	0.0761171	0.0717468	0.0507507	0.0833351	0.0164468	0.0098824	0.0875977	0.0234525	0.0289069	0.139573	0.0366701	0.222158	0.0110288	0.0528194	0.0435155	0.0285252	0.0473667	0.0288751	0.130419	0.0970145	0.35456	0.00406962	0.0857633	0.720424	0.0953649	0.0123013	0.0929186	0.348639	0.701163	1.07889	1.87131	3	8.98053
950000	-2802.085	-2783.992	-18.09264	1	2.040533	0.00597129	0.0160619	0.0821212	0.0849675	0.211523	0.129752	0.000772063	0.198395	0.0855096	0.015384	0.256715	0.0335571	0.0238015	0.0784185	0.0341675	0.240979	0.147821	0.124625	0.0689903	0.111727	0.0263086	0.00507278	0.0140039	0.000906931	0.0645248	0.0547324	0.015314	0.0137432	0.0447757	0.0404319	0.012327	0.167877	0.0737545	0.0445331	0.0537225	0.0620898	0.0479994	0.0220252	0.0276776	0.0816804	0.0188109	0.0186466	0.0365315	0.0343918	0.0181365	0.000280633	0.149788	0.0562482	0.0783423	0.124864	0.00822503	0.0367466	0.22885	0.219556	0.0382237	0.00535556	0.041302	0.0740756	0.0264177	0.0268372	0.112814	0.0265742	0.0525966	0.00677229	0.221937	0.0559709	0.319913	0.133584	0.0364949	0.13717	0.0330804	0.00925116	0.0283254	0.21892	0.0411382	0.0291377	0.0183859	0.0606589	0.0378928	0.060465	0.0248368	0.13686	0.0228594	0.122784	0.108998	0.103172	0.137306	0.0361911	0.0148199	0.0438867	0.0585671	0.140457	0.0702095	0.0303917	0.00859535	0.0281095	0.0313871	0.0674219	0.0416302	0.0874952	0.200796	0.0453941	0.0608698	0.594358	0.0258043	0.0399204	0.0698774	0.298066	0.659256	1.07097	1.97171	3	8.06047
951000	-2795.642	-2777.236	-18.4063	2	1.556	0.0069117	0.000981046	0.0616089	0.0466231	0.209928	0.130174	0.123319	0.0109609	0.0598718	0.00196474	0.338701	0.0652489	0.00692981	0.055249	0.134103	0.223038	0.135431	0.151944	0.031215	0.128322	0.0489251	0.0406856	0.00352183	0.00597462	0.0640347	0.0746851	0.00504968	0.0167797	0.0213576	0.0427624	0.0188077	0.132916	0.0833912	0.0526541	0.0244869	0.0858869	0.0539738	0.0159536	0.00302741	0.109004	0.0214092	0.0248108	0.00376914	0.105835	0.0104757	0.00928918	0.145428	0.0506529	0.00885991	0.0997704	0.00580871	0.0782735	0.148886	0.280667	0.0212249	0.056529	0.236481	0.0017757	0.0301987	0.0208049	0.384491	0.059813	0.0915127	0.00388098	0.2634	0.170933	0.0228863	0.0324976	0.0449575	0.0431175	0.0320078	0.116566	0.110477	0.0352683	0.0389644	0.0611553	0.0128686	0.0235617	0.0461012	0.0796325	0.0855411	0.036784	0.0464875	0.0710257	0.0447877	0.0439883	0.0325841	0.00405353	0.0877561	0.249519	0.0251207	0.00691187	0.0285848	0.0318447	0.233684	0.0470214	0.0482812	0.0253778	0.0265598	0.0903723	0.0911139	0.193749	0.0343682	0.316946	0.0196326	0.243602	0.037751	0.233845	0.59762	1.05355	2.11499	4	8.064893
952000	-2789.55	-2761.655	-27.89419	1	1.587648	0.0511135	0.0057417	0.087972	0.277634	0.139769	0.267864	0.0259661	0.0554994	0.255265	0.0690899	0.331513	0.0210007	0.0172394	0.0805489	0.0385639	0.174202	0.0387292	0.0551636	0.0059976	0.0184852	0.0912819	0.0611734	0.0445815	0.0382497	0.0475707	0.0896088	0.0213333	0.0253882	0.0296657	0.0473563	0.054641	0.0808558	0.034454	0.102468	0.0479532	0.0139844	0.0205234	0.0140814	0.00277984	0.188913	0.00774527	0.0595146	0.0268406	0.145539	0.0589758	0.00346942	0.119177	0.0552292	0.0749383	0.0539927	0.0167517	0.176816	0.161344	0.127047	0.00572423	0.0358257	0.243389	0.00253207	0.0048585	0.0086446	0.0975268	0.060902	0.0096721	0.0155149	0.0559936	0.0946617	0.00850036	0.0960448	0.00475484	0.0669273	0.0158656	0.0425783	0.232568	0.08098	0.0236374	0.0881283	0.107045	0.0318368	0.0576753	0.0361944	0.127584	0.0312583	0.331821	0.132258	0.109896	0.169253	0.039977	0.0482947	0.043189	0.0412793	0.615626	0.0619538	0.148981	0.000539128	0.011096	0.0659323	0.0261459	0.0169019	0.0127151	0.0689788	0.516191	0.077867	0.199659	0.145987	0.0524739	0.196152	0.10432	0.23855	0.602524	1.05518	2.10375	3	9.085913
953000	-2789.361	-2766.155	-23.20575	2	1.571993	0.0166388	0.0334081	0.0405124	0.297887	0.217859	0.0299532	0.00160667	0.129245	0.0416787	0.0290032	0.313893	0.00933746	0.0297848	0.0309892	0.0852593	0.29425	0.136385	0.374642	0.00167904	0.0752728	0.0933737	0.0874527	0.0348971	0.0256911	0.129077	0.0410647	0.0320797	0.0203791	0.0109928	0.0454007	0.167129	0.127369	0.00393786	0.00414487	0.0117542	0.0521668	0.00321346	0.0138582	0.129575	0.0492487	0.00773368	0.0556445	0.00277193	0.0602788	0.0280792	0.00365834	0.0577823	0.0580994	0.0445432	0.0543265	0.0666081	0.0991895	0.303905	0.249942	0.0355399	0.0194046	0.0134544	0.22768	0.0205567	0.0132899	0.011568	0.0318102	0.00991699	0.00825047	0.00333314	0.0666433	0.0430092	0.0125739	0.371482	0.104999	0.044464	0.0948951	0.224917	0.12269	0.15499	0.11161	0.0186084	0.0165056	0.0341578	0.124555	0.000456741	0.092206	0.0657251	0.0664481	0.0711815	0.0575715	0.100313	0.00149986	0.0825923	0.0023246	0.0907778	0.287756	0.0474351	0.0340503	0.0338544	0.280238	0.063885	0.0297714	0.00253325	0.0752359	0.364119	0.0733652	0.0252384	0.0884611	0.0283346	0.0386533	0.0870238	0.236233	0.600117	1.05438	2.10927	4	8.496607
954000	-2780.108	-2752.72	-27.38787	1	1.23831	0.0116005	0.0180085	0.139677	0.231	0.345696	0.0284127	0.0224972	0.0422031	0.0900319	0.0389689	0.421679	0.0422964	0.00428235	0.0468528	0.112429	0.216794	0.0587213	0.233805	0.0470079	0.158125	0.00240668	0.0514978	0.0487517	0.00453782	0.0275883	0.03065	0.00970772	0.0294938	0.0169805	0.0241626	0.0860086	0.0189042	0.0303036	0.0491853	0.104171	0.0458751	0.051198	0.000644868	0.00660455	0.0765076	0.00882812	0.0151775	0.0178906	0.0366532	0.0236978	0.00401595	0.144817	0.0389374	0.0509883	0.0266931	0.0318774	0.1095	0.241075	0.266581	0.0886971	0.0767859	0.0068516	0.258336	0.02397	0.043167	0.0167742	0.0446829	0.0128421	0.0770224	0.0158616	0.0627678	0.0628524	0.122215	0.00277118	0.0932718	0.0292818	0.0943001	0.118667	0.0231082	0.157368	0.0241053	0.0503167	0.0176644	0.226318	0.022819	0.152941	0.0974607	0.0603712	0.178858	0.0234198	0.0863709	0.00809642	0.00419758	0.0481434	0.0409782	0.121322	0.0546082	0.439116	0.0730006	0.104544	0.489739	0.0631871	0.0833461	0.0924572	0.0181307	0.139721	0.00748247	0.0993673	0.625399	0.0618682	0.0238617	0.0574117	0.181927	0.538286	1.03048	2.2493	3	9.070215
955000	-2792.112	-2775.616	-16.49531	2	0.9869809	0.0247011	0.0038588	0.0948148	0.105375	0.207251	0.334714	0.0148265	0.0669954	0.0373116	0.0169025	0.346614	0.000344408	0.00461748	0.0289098	0.124458	0.192556	0.0242509	0.127028	0.038707	0.0879391	0.00153093	0.0164898	0.153546	0.0142759	0.0564078	0.0179776	0.0101344	0.0127278	0.0386568	0.0249079	0.00906437	0.00726983	0.0178312	0.0151726	0.0143621	0.0139475	0.0193306	0.00158979	0.059747	0.0494145	0.0192845	0.0174005	0.0504403	0.192199	0.0204901	0.0221175	0.0486494	0.0674981	0.0361255	0.131708	0.119173	0.0808719	0.218384	0.136941	0.0758661	0.0913311	0.0239598	0.128354	0.035816	0.00952595	0.0662358	0.0743901	0.0936672	0.0467687	0.00535889	0.0464455	0.0426913	0.131756	0.000373836	0.0525289	0.0155409	0.297547	0.12024	0.00126193	0.073443	0.139699	0.0484808	0.121523	0.00484398	0.0128447	0.0313728	0.0338112	0.252364	0.0353154	0.0389176	0.0382853	0.00402817	0.0283957	0.043593	0.0297014	0.088615	0.0186285	0.305278	0.0138061	0.102807	0.139063	0.0427629	0.0979133	0.0663536	0.0759406	0.0418856	0.00109787	0.248191	0.346087	0.104107	0.119336	0.176765	0.134349	0.472803	0.997809	2.39504	4	7.882757
956000	-2781.076	-2762.925	-18.15129	2	1.338052	0.0335369	0.0042156	0.0688704	0.0561526	0.341718	0.188946	0.0233996	0.181506	0.0331734	0.0399705	0.357852	0.0456675	0.0232229	0.0318596	0.105669	0.190065	0.122723	0.227073	0.0376668	0.0520495	0.0331646	0.112191	0.0423937	0.00276316	0.090747	0.0733965	0.0436336	0.0133415	0.0230607	0.0250174	0.0989046	0.0447388	0.0230677	0.0117423	0.0904534	0.002852	0.036716	0.0192201	0.014367	0.0618898	0.00549226	0.0149163	0.00555083	0.0999751	0.00924349	0.00600892	0.132667	0.0669821	0.0809502	0.0728219	0.0498746	0.185393	0.524824	0.152792	0.019459	0.0626205	0.0615541	0.0831071	0.0500147	0.0350617	0.0481006	0.0117686	0.0708454	0.0112514	0.00474512	0.0417122	0.00887523	0.0959656	0.0258822	0.0088492	0.0368037	0.184762	0.100528	0.0178102	0.126351	0.372025	0.0179346	0.0242632	0.115948	0.0293457	0.157929	0.00666208	0.0279571	0.0638211	0.125418	0.00213481	0.00377986	0.0215814	0.0254385	0.0578833	0.0731062	0.353891	0.17251	0.0361171	0.0326002	0.124859	0.0522293	0.0938381	0.167072	0.0704185	0.0845515	0.0156162	0.0256728	0.105945	0.0199653	0.0941502	0.0357406	0.199186	0.559176	1.0393	2.20233	4	8.152962
957000	-2798.636	-2771.611	-27.02497	2	1.490353	0.00340131	0.00608274	0.0490194	0.0713929	0.241932	0.14108	0.07141	0.0443973	0.107547	0.00110052	0.346096	0.0375614	0.0566596	0.0520132	0.0937175	0.258664	0.177001	0.392272	0.0294153	0.00958237	0.0445463	0.013661	0.0111323	0.00910423	0.104803	0.0673477	0.0311844	0.0356884	0.0154938	0.035276	0.0797055	0.113053	0.0636768	0.044749	0.0546397	0.0210393	0.0182038	0.00253155	0.0632619	0.159713	0.0208391	0.0161343	0.0216579	0.0853555	0.0699593	0.0090982	0.165068	0.0351635	0.093408	0.0681852	0.102905	0.154695	0.359371	0.142535	0.117714	0.0124004	0.015967	0.0582329	0.0332795	0.0325628	0.0788629	0.00830757	0.0385139	0.0653871	0.0462073	0.0377114	0.0977408	0.192539	0.0848888	0.103565	0.0541479	0.00398726	0.0403423	0.176981	0.0766536	0.350173	0.00258695	0.355533	0.19962	0.0420208	0.230978	0.0249228	0.0510284	0.0151825	0.137519	0.0518269	0.00344411	0.0169763	0.0070042	0.0677577	0.0556317	0.129578	0.0714159	0.131264	0.0912631	0.096073	0.0534153	0.124266	0.27095	0.0563756	0.0738601	0.0930617	0.0999301	0.116738	0.00966208	0.118614	0.0430835	0.223829	0.586943	1.04985	2.13938	4	9.091279
958000	-2796.987	-2771.002	-25.9842	2	1.818144	0.0451953	0.00287612	0.0406904	0.100462	0.0759056	0.200529	0.0270088	0.022643	0.00751633	0.0268131	0.219063	0.106045	0.022162	0.0338139	0.0796283	0.0886923	0.130389	0.0444336	0.0400944	0.00102169	0.216081	0.196523	0.0319897	0.0208404	0.0379078	0.0904901	0.0471844	0.0174411	0.00880048	0.0439942	0.199129	0.0247023	0.0572472	0.044254	0.0407337	0.0535598	0.00259556	0.0171022	0.0261511	0.206242	0.011456	0.038429	0.0622068	0.0700511	0.0215173	0.0107642	0.148676	0.0555627	0.0343823	0.0234751	0.141342	0.159596	0.505247	0.251035	0.0854024	0.0347962	0.291089	0.142942	0.0257154	0.0562896	0.282812	0.0295238	0.0419836	0.0465663	0.0127259	0.00490602	0.36728	0.19797	0.0286224	0.0179862	0.0631215	0.024491	0.177991	0.0980837	0.0699544	0.500455	0.0124467	0.00597494	0.130576	0.0311986	0.0175128	0.0675383	0.132509	0.0986398	0.0798481	0.237366	0.0154982	0.0143395	0.167074	0.11158	0.0141124	0.0255128	0.0679239	0.0620826	0.103022	0.115794	0.0486633	0.0915072	0.0475127	0.0490251	0.0198379	0.131986	0.0169173	0.00880878	0.0658115	0.083155	0.131796	0.270556	0.634169	1.06469	2.03058	4	9.037969
959000	-2787.266	-2770.446	-16.82026	2	2.186581	0.102019	0.00609054	0.0490534	0.0322131	0.271159	0.309354	0.0530355	0.0333091	0.113953	0.118493	0.233612	0.202325	0.00484765	0.0549068	0.0877597	0.153924	0.116417	0.321631	0.0106992	0.0441292	0.014785	0.0137902	0.0175848	0.00348584	0.0689604	0.0792894	0.0190014	0.0159949	0.030341	0.0312788	0.0679513	0.0239638	0.0678085	0.0201585	0.0727977	0.00739354	0.024614	0.00228328	0.0250915	0.0225163	0.000268312	0.045334	0.0147075	0.0927514	0.00405347	0.00499896	0.0596463	0.0820649	0.205914	0.0238935	0.0627039	0.186564	0.141349	0.0771963	0.011819	0.00754644	0.104406	0.0287501	0.0474891	0.0515229	0.181737	0.00672229	0.114244	0.00726493	0.16939	0.0058602	0.113419	0.022375	0.0955167	0.0296732	0.0806696	0.0149097	0.236244	0.0220561	0.00189601	0.471097	0.158109	0.218939	0.0275458	0.0751363	0.0153631	0.00700166	0.00478303	0.142797	0.0192499	0.102253	0.0643615	0.0171709	0.000431016	0.127964	0.0891625	0.153778	0.110057	0.118828	0.133092	0.0262064	0.0335535	0.0492384	0.130759	0.0380585	0.105431	0.145523	0.0300498	0.0117736	0.22605	0.0129954	0.040224	0.314574	0.673493	1.07403	1.93791	4	8.209963
960000	-2773.448	-2756.944	-16.50385	2	1.29578	0.0127133	0.00385235	0.058428	0.0816276	0.163716	0.317004	0.00364976	0.00935874	0.0853425	0.00989111	0.246702	0.0131514	0.0813029	0.0308982	0.035252	0.0411462	0.0852136	0.191105	0.0269486	0.113347	0.190433	0.0512689	0.0195851	0.00700907	0.0320308	0.0390511	0.0128867	0.0253477	0.0235803	0.0238664	0.00829143	0.0492358	0.019431	0.0128822	0.0585958	0.0366679	0.0141665	0.00603098	0.0433468	0.220126	0.00125221	0.0919903	0.00420914	0.0828535	0.0163641	0.00328298	0.161873	0.0907096	0.0411902	0.0443263	0.043391	0.183168	0.454691	0.0362401	0.0193015	0.00134544	0.0521196	0.130746	0.0273022	0.195227	0.350516	0.00794337	0.0350453	0.00706935	0.0584691	0.180486	0.0247925	0.0749532	0.213817	0.0291658	0.0310001	0.126007	0.109743	0.0102063	0.042147	0.471722	0.13169	0.0679634	0.108862	0.00853039	0.0330384	0.0224835	0.0564417	0.0986114	0.0117157	0.106131	0.0777858	0.045467	0.109528	0.107084	0.057715	0.0223646	0.136468	0.0224189	0.0850643	0.0243433	0.0770119	0.029906	0.144694	0.0819267	0.0437952	0.153678	0.00698761	0.0865308	0.200479	0.0190125	0.10628	0.191983	0.550613	1.03578	2.22162	4	8.243158
961000	-2767.626	-2759.399	-8.22634	2	1.793841	0.0257087	0.00010078	0.0693871	0.0322039	0.210645	0.160867	0.0792366	0.133047	0.0470808	0.00221207	0.477214	0.091176	0.0435742	0.0249324	0.210342	0.073571	0.116812	0.246489	0.0544559	0.140972	0.0160991	0.0463457	0.0363873	0.00329211	0.186396	0.0151035	0.0141106	0.0155491	0.0176164	0.00706836	0.0120837	0.0367706	0.000289566	0.00849814	0.0764463	0.00830755	0.0147801	0.000498799	0.0736759	0.160898	0.0145504	0.00533767	0.0210529	0.085523	0.0355223	0.00128626	0.0932965	0.0413046	0.124083	0.041165	0.0327433	0.0549088	0.381603	0.00106225	0.086706	0.266881	0.023681	0.0532239	0.0270048	0.0564081	0.340269	0.0376936	0.0237653	0.0358821	0.021657	0.361578	0.100883	0.00441001	0.0266401	0.0250109	0.00431293	0.127833	0.0173576	0.0674952	0.03413	0.167366	0.0284238	0.0391342	0.0612885	0.0400601	0.0214959	0.0355922	0.0984997	0.0544005	0.0285056	0.00688274	0.121187	0.0352008	0.031447	0.0358192	0.0859821	0.0361713	0.0185145	0.0287907	0.0107148	0.0179578	0.0395868	0.00444602	0.135103	0.0554797	0.00863689	0.132202	0.158055	0.0545265	0.0346899	0.0508179	0.0698585	0.267359	0.631133	1.06386	2.03765	4	7.41334
962000	-2772.354	-2762.549	-9.805095	2	1.397657	0.0370683	5.16622e-05	0.0985881	0.0840455	0.122063	0.216602	0.0927155	0.044212	0.0814305	0.0187487	0.45457	0.0777166	0.0755845	0.0144864	0.0980404	0.233581	0.151883	0.0472669	0.0225994	0.0768681	0.00590833	0.0293475	0.0291991	0.00478615	0.12489	0.00979366	0.0212662	0.0225018	0.0269186	0.0034235	0.0106108	0.0124643	0.000604305	0.0188855	0.0747703	0.00273183	0.0346474	0.00151451	0.022442	0.145838	0.0229285	0.00343645	0.0100614	0.0675628	0.00501146	0.000859144	0.139011	0.0409321	0.081338	0.0267653	0.0151069	0.186947	0.40952	0.00162742	0.0720386	0.14286	0.0401142	0.0286435	0.0353699	0.0993495	0.48983	0.0754645	0.0162681	0.0419966	0.0490342	0.487482	0.0280457	0.0131916	0.0203763	0.085393	0.00168259	0.096099	0.0134756	0.136134	0.0236336	0.0322105	0.0289634	0.111528	0.130672	0.0477727	0.0921649	0.0599268	0.0699662	0.0119257	0.0360887	0.0162552	0.11148	0.0420081	0.0315321	0.00952665	0.142433	0.0887987	0.0109572	0.0673092	0.0219734	0.0183414	0.0555626	0.0137396	0.1251	0.0427077	0.00311859	0.0536153	0.133201	0.0697164	0.0390243	0.0939718	0.140992	0.209071	0.570585	1.0438	2.17654	4	7.610837
963000	-2779.014	-2756.764	-22.24977	2	2.29171	0.0445851	5.87395e-07	0.0750718	0.152215	0.172002	0.1563	0.0412443	0.0847876	0.0403442	0.0117505	0.262495	0.124341	0.00989117	0.0344928	0.0683285	0.220348	0.122925	0.0704662	0.0714242	0.104274	0.181235	0.0387472	0.029272	0.0317568	0.110976	0.0578961	0.0548967	0.0104242	0.0223323	0.0550455	0.017935	0.00270717	0.00432046	0.127831	0.0426058	0.0920443	0.0176548	0.000475881	0.0476092	0.060712	0.0163446	0.011341	0.0128825	0.0547529	0.0173331	0.000367345	0.117492	0.0635617	0.0252895	0.00790922	0.0409826	0.20898	0.310348	0.493936	0.0149005	0.0506137	0.0838048	0.0495817	0.0261529	0.000311716	0.735675	0.00146793	0.203085	0.0830573	0.0743916	0.525492	0.00967326	0.0726269	0.108156	0.013823	0.0553187	0.0238195	0.02231	0.092594	0.0205486	0.0040432	0.125942	0.17545	0.101121	0.0119995	0.0830104	0.0634433	0.0434525	0.0933113	0.0186043	0.0169997	0.0480944	0.0379114	0.0570461	0.0567813	0.149478	0.00911266	0.096604	0.00420038	0.0528369	0.0891664	0.0523884	0.0367063	0.0521307	0.233997	0.0146709	0.0192382	0.0391962	0.134019	0.17759	0.0285658	0.0248079	0.325775	0.682835	1.07583	1.91556	4	8.674608
964000	-2767.442	-2752.917	-14.52477	1	1.633518	0.0119495	3.66604e-05	0.0584635	0.138085	0.0525903	0.149092	0.0830207	0.0327785	0.0243072	0.00729191	0.266496	0.158738	0.0368274	0.0504078	0.0623648	0.195449	0.0909338	0.0571545	0.00206267	0.0175848	0.117975	0.0318633	0.0354268	0.0162307	0.127655	0.0713807	0.00812443	0.0169033	0.0255428	0.00804714	0.000828073	0.0033911	0.0138316	0.0106975	0.0796945	0.00639583	0.0117239	0.00737214	0.0405552	0.0984273	0.0045725	0.00173862	0.0132759	0.0543916	0.0139607	0.00235671	0.0958519	0.0456599	0.0423031	0.0635093	0.040787	0.110816	0.228123	0.254016	0.110988	0.0396437	0.0634789	0.0765928	0.019627	0.00431135	0.61229	0.016609	0.0469924	0.299486	0.17165	0.0987258	0.0907708	0.0311078	0.17534	0.0844106	0.0574391	0.0233854	0.377446	0.205227	0.0423941	0.0445424	0.0024357	0.0713544	0.0095277	0.0957428	0.0122877	0.0471194	0.0869338	0.330954	0.119075	0.0390837	0.00875457	0.0280315	0.0250171	0.11716	0.0743597	0.0427635	0.127442	0.00765083	0.0104452	0.0123491	0.052161	0.0387496	0.132358	0.125073	0.0558632	0.0428676	0.0183579	0.0197956	0.024661	0.0306963	0.0437932	0.245231	0.60937	1.05739	2.08801	3	7.744384
965000	-2809.97	-2781.38	-28.58952	1	1.06776	0.0168201	0.00316368	0.061439	0.153857	0.22361	0.0709096	0.0504986	0.0195538	0.0161339	0.219286	0.382296	0.0922568	0.0238434	0.0494521	0.170611	0.363808	0.261039	0.183323	0.0279175	0.0101404	0.0827187	0.00941551	0.0508653	0.057525	0.0066891	0.0183682	0.0334001	0.029295	0.0135868	0.0331721	0.0453494	0.112692	0.117674	0.0220047	0.0307202	0.0631661	0.0214733	0.0164073	0.00704569	0.00767516	0.00926529	0.0389647	0.0500057	0.0996591	0.0178389	0.00510744	0.124994	0.0262898	0.212118	0.0354582	0.197789	0.0315006	0.141416	0.179134	0.0640761	0.104324	0.0178312	0.158496	0.0340964	0.0122336	0.0688033	0.0155976	0.0826446	0.240447	0.0508201	0.124228	0.0109947	0.0217562	0.0375514	0.137137	0.0280991	0.062982	0.329356	0.0806036	0.181956	0.0432214	0.0442585	0.0438468	0.0796104	0.0979491	0.0282568	0.0379212	0.135094	0.22251	0.0725887	0.205467	0.00697492	0.0471811	0.0351952	0.00442041	0.0628811	0.0347311	0.189154	0.138639	0.0858399	0.0793866	0.126723	0.115848	0.087591	0.022845	0.0458194	0.0990155	0.0192924	0.301935	0.233582	0.124901	0.121978	0.150272	0.496212	1.01038	2.34314	3	9.207435
966000	-2800.367	-2774.225	-26.14192	2	1.303993	0.0348566	0.00420294	0.0719665	0.126146	0.0799574	0.25812	0.0233169	0.161047	0.0391717	0.0494051	0.144927	0.0831924	0.045825	0.0485417	0.0950377	0.46275	0.0909708	0.192942	0.0227034	0.0663544	0.0438493	0.0105255	0.0546431	0.000433434	0.0622846	0.0459919	0.0268075	0.0385289	0.0156056	0.0684256	0.0471545	0.0155532	0.0250716	0.137525	0.0353351	0.0460513	0.0118819	0.0010598	0.0493712	0.00568531	0.00115087	0.0275563	0.00238894	0.106631	0.0454561	0.00270008	0.0845728	0.0566889	0.00900673	0.16212	0.00139948	0.176519	0.39388	0.0710985	0.0238654	0.00729098	0.0616548	0.0493793	0.0402958	0.258874	0.303781	0.0652044	0.0169739	0.06929	0.154349	0.256032	0.175331	0.00537628	0.118774	0.12562	0.0362774	0.00165612	0.314682	0.278492	0.0508192	0.0774602	0.0685404	0.00570287	0.0612258	0.392939	0.0200618	0.0167994	0.00363635	0.191022	0.00017745	0.0458777	0.102291	0.00227115	0.0480307	0.151484	0.00627885	0.0388176	0.0432247	0.408858	0.11257	0.00984774	0.0374271	0.205304	0.00319726	0.13386	0.0172239	0.04155	0.027615	0.0537602	0.281111	0.0237841	0.0767417	0.193395	0.552309	1.03649	2.21781	4	9.1071
967000	-2790.428	-2768.565	-21.86287	2	1.967509	0.00847267	0.0130278	0.0396794	0.164897	0.142971	0.106552	0.0296181	0.0229151	0.0753921	0.0293063	0.364414	0.157489	0.0257305	0.0371679	0.0455608	0.230063	0.1131	0.132885	0.00668208	0.120298	0.0836144	0.10975	0.0217765	0.0434933	0.0303087	0.073738	0.0469447	0.0198973	0.0217344	0.0371619	0.012781	0.00320139	0.0835173	0.196632	0.0369538	0.0135441	0.0378002	0.00176672	0.0267374	0.240926	0.0200389	0.0260577	0.0049095	0.025113	0.0143814	0.0251089	0.183924	0.112086	0.100381	0.084939	0.0305153	0.136586	0.419707	0.282957	0.128702	0.0762658	0.0668467	0.00476885	0.0327281	0.0397459	0.0591375	0.0262625	0.0227742	0.0221031	0.0303201	0.0472471	0.017632	0.224618	0.0496826	0.128728	0.00753695	0.104607	0.125553	0.252431	0.0135725	0.0367592	0.096396	0.151868	0.025569	0.0393207	0.0163716	0.00881637	0.0215887	0.0316523	0.000114135	0.0651654	0.0887972	0.0539853	0.0094574	0.00784541	0.0598664	0.0353506	0.105897	0.121603	0.143354	0.0586264	0.0856395	0.0676725	0.0344397	0.0713741	0.0466694	0.0185976	0.105598	0.118517	0.678731	0.145941	0.0723947	0.289365	0.651514	1.06915	1.98997	4	8.580447
